,serial,init_equity,equity,leverage,contract,qty,entry_price,losscut_price,exit_price,limit_price,pl,pred,tradetype,stage,losscut,entrytime,exittime,direction,startup_flag
53,339173,1000.0,1051.3284,3.0,BTCUSDT,0.041,73290.0,75733.0,71957.6,97680.24390243902,51.32840000000006,0,SHORT_EXIT,0,0,2024-03-14 07:00:00,2024-03-14 13:00:00,upper,0
54,339174,1000.0,897.4482599999999,3.0,BTCUSDT,0.042,70894.1,68530.96333333333,68530.96333333333,47084.5761904762,-102.55174000000015,1,LONG_EXIT,0,losscut,2024-03-14 15:00:00,2024-03-15 02:00:00,lower,0
55,339175,1000.0,897.7209733333336,3.0,BTCUSDT,0.044,67485.7,69735.22333333333,69735.22333333333,90212.97272727272,-102.27902666666641,0,SHORT_EXIT,0,losscut,2024-03-15 04:00:00,2024-03-15 18:00:00,lower,0
56,339176,1000.0,988.78,3.0,BTCUSDT,0.045,67034.6,69269.08666666667,67210.6,89256.82222222222,-11.220000000000073,0,SHORT_EXIT,0,0,2024-03-16 18:00:00,2024-03-17 10:00:00,lower,0
57,339177,1000.0,990.6587999999995,3.0,BTCUSDT,0.044,67504.8,69754.96,67642.1,90232.07272727272,-9.341200000000573,0,SHORT_EXIT,0,0,2024-03-18 15:00:00,2024-03-18 21:00:00,lower,0
58,339178,1000.0,895.65318,3.0,BTCUSDT,0.046,65900.1,63703.43000000001,63703.43000000001,44160.9695652174,-104.34682000000002,1,LONG_EXIT,0,losscut,2024-03-19 02:00:00,2024-03-19 07:00:00,lower,0
59,339179,1000.0,956.9004000000002,3.0,BTCUSDT,0.047,64168.1,66307.03666666667,65014.9,85444.69574468085,-43.099599999999825,0,SHORT_EXIT,0,0,2024-03-19 09:00:00,2024-03-19 16:00:00,lower,0
60,339180,1000.0,1105.7607999999998,3.0,BTCUSDT,0.048,61971.5,59905.78333333333,64243.6,41138.16666666667,105.76079999999975,1,LONG_EXIT,0,0,2024-03-19 23:00:00,2024-03-20 14:00:00,lower,0
61,339181,1000.0,895.7939400000002,3.0,BTCUSDT,0.046,65808.3,68001.91,68001.91,87547.43043478261,-104.2060599999998,0,SHORT_EXIT,0,losscut,2024-03-20 19:00:00,2024-03-20 22:00:00,upper,0
62,339182,1000.0,896.6412600000001,3.0,BTCUSDT,0.046,65255.7,63080.509999999995,63080.509999999995,43516.56956521739,-103.35873999999994,1,LONG_EXIT,0,losscut,2024-03-21 19:00:00,2024-03-22 13:00:00,lower,0
63,339183,1000.0,985.9746000000002,3.0,BTCUSDT,0.047,63901.8,66031.86,64130.0,85178.39574468085,-14.02539999999981,0,SHORT_EXIT,0,0,2024-03-22 15:00:00,2024-03-23 01:00:00,lower,0
64,339184,1000.0,1012.4895999999997,3.0,BTCUSDT,0.043,69431.0,67116.63333333333,69798.2,46175.186046511626,12.489599999999609,1,LONG_EXIT,0,0,2024-03-25 14:00:00,2024-03-26 16:00:00,upper,0
65,339185,1000.0,1009.6817000000003,3.0,BTCUSDT,0.043,70126.7,67789.14333333333,70428.6,46870.88604651162,9.681700000000273,1,LONG_EXIT,0,0,2024-03-27 09:00:00,2024-03-28 06:00:00,lower,0
66,339186,1000.0,1008.4476000000002,3.0,BTCUSDT,0.043,70008.7,67675.07666666666,70281.9,46752.88604651162,8.447600000000147,1,LONG_EXIT,0,0,2024-03-29 08:00:00,2024-03-30 12:00:00,lower,0
67,339187,1000.0,1013.771,3.0,BTCUSDT,0.043,69783.5,67457.38333333333,70180.5,46527.686046511626,13.770999999999912,1,LONG_EXIT,0,0,2024-03-30 22:00:00,2024-03-31 04:00:00,lower,0
68,339188,1000.0,1044.1204000000005,3.0,BTCUSDT,0.043,70281.5,72624.21666666666,69178.7,93537.31395348837,44.12040000000043,0,SHORT_EXIT,0,0,2024-03-31 06:00:00,2024-04-01 05:00:00,upper,0
69,339189,1000.0,1018.1200000000001,3.0,BTCUSDT,0.045,66731.3,68955.67666666667,66255.3,88953.52222222222,18.120000000000072,0,SHORT_EXIT,0,0,2024-04-02 03:00:00,2024-04-03 03:00:00,lower,0
70,339190,1000.0,1029.9595000000006,3.0,BTCUSDT,0.045,67229.1,69470.07,66490.0,89451.32222222222,29.95950000000057,0,SHORT_EXIT,0,0,2024-04-04 13:00:00,2024-04-05 11:00:00,upper,0
71,339191,1000.0,964.7252000000005,3.0,BTCUSDT,0.044,68307.3,70584.21,69034.0,91034.57272727272,-35.2747999999995,0,SHORT_EXIT,0,0,2024-04-06 18:00:00,2024-04-07 21:00:00,upper,0
72,339192,1000.0,968.6902000000007,3.0,BTCUSDT,0.042,71993.2,69593.42666666667,71326.3,48183.67619047619,-31.30979999999936,1,LONG_EXIT,0,0,2024-04-08 08:00:00,2024-04-09 01:00:00,upper,0
73,339193,1000.0,1006.3320000000001,3.0,BTCUSDT,0.043,69324.0,67013.2,69548.0,46068.186046511626,6.332000000000061,1,LONG_EXIT,0,0,2024-04-09 15:00:00,2024-04-10 16:00:00,lower,0
74,339194,1000.0,1003.7520000000002,3.0,BTCUSDT,0.043,69838.6,67510.64666666667,70002.6,46582.78604651163,3.7520000000001343,1,LONG_EXIT,0,0,2024-04-10 20:00:00,2024-04-11 11:00:00,upper,0
75,339195,1000.0,1048.8262000000002,3.0,BTCUSDT,0.042,71153.1,73524.87000000001,69912.0,94962.62380952382,48.826200000000156,0,SHORT_EXIT,0,0,2024-04-12 04:00:00,2024-04-12 13:00:00,upper,0
76,339196,1000.0,897.2612099999999,3.0,BTCUSDT,0.043,69375.9,67063.37,67063.37,46120.08604651162,-102.73879000000015,1,LONG_EXIT,0,losscut,2024-04-12 15:00:00,2024-04-12 18:00:00,lower,0
77,339197,1000.0,1080.6789999999999,3.0,BTCUSDT,0.045,67165.2,69404.04,65299.0,89387.42222222222,80.67899999999982,0,SHORT_EXIT,0,0,2024-04-13 18:00:00,2024-04-14 22:00:00,lower,0
78,339198,1000.0,1054.4576000000004,3.0,BTCUSDT,0.046,65454.3,67636.11,64198.7,87193.43043478261,54.45760000000037,0,SHORT_EXIT,0,0,2024-04-15 00:00:00,2024-04-15 14:00:00,upper,0
79,339199,1000.0,1009.6578999999999,3.0,BTCUSDT,0.047,63268.6,65377.55333333333,62992.9,84545.19574468085,9.65789999999988,0,SHORT_EXIT,0,0,2024-04-15 19:00:00,2024-04-16 18:00:00,lower,0
80,339200,1000.0,1052.818,3.0,BTCUSDT,0.047,63752.7,65877.79,62558.7,85029.29574468084,52.81799999999994,0,SHORT_EXIT,0,0,2024-04-16 22:00:00,2024-04-17 11:00:00,upper,0
81,339201,1000.0,911.9149999999997,3.0,BTCUSDT,0.05,60270.6,62279.619999999995,61966.3,80270.6,-88.0850000000003,0,SHORT_EXIT,0,0,2024-04-17 15:00:00,2024-04-18 03:00:00,lower,0
82,339202,1000.0,945.5968999999998,3.0,BTCUSDT,0.047,63776.0,61650.13333333333,62688.7,42499.404255319154,-54.403100000000265,1,LONG_EXIT,0,0,2024-04-18 14:00:00,2024-04-19 00:00:00,upper,0
83,339203,1000.0,1040.0918,3.0,BTCUSDT,0.046,64523.4,66674.18000000001,63580.1,86262.53043478262,40.09179999999988,0,SHORT_EXIT,0,0,2024-04-19 07:00:00,2024-04-20 09:00:00,upper,0
84,339204,1000.0,1004.2209999999998,3.0,BTCUSDT,0.046,64710.6,66867.62,64547.1,86449.7304347826,4.22099999999973,0,SHORT_EXIT,0,0,2024-04-20 16:00:00,2024-04-21 16:00:00,upper,0
85,339205,1000.0,968.6308000000001,3.0,BTCUSDT,0.046,65716.8,67907.36,66327.0,87455.93043478261,-31.36919999999991,0,SHORT_EXIT,0,0,2024-04-22 04:00:00,2024-04-24 09:00:00,upper,0
86,339206,1000.0,896.71118,3.0,BTCUSDT,0.046,65210.1,63036.43,63036.43,43470.96956521739,-103.28882000000003,1,LONG_EXIT,0,losscut,2024-04-24 14:00:00,2024-04-25 13:00:00,lower,0
87,339207,1000.0,981.7540000000001,3.0,BTCUSDT,0.047,64103.2,66239.97333333333,64421.2,85379.79574468084,-18.245999999999913,0,SHORT_EXIT,0,0,2024-04-25 15:00:00,2024-04-25 16:00:00,lower,0
