,serial,init_equity,equity,leverage,contract,qty,entry_price,losscut_price,exit_price,limit_price,pl,pred,tradetype,stage,losscut,entrytime,exittime,direction,startup_flag
106,29713,721.709317894759,721.709317894759,3.0,ETHUSDT,0.98,2220.21,2242.4121,0.0,2956.648079484448,0.0,0,SHORT_CANCEL,0,0,2024-01-25 02:00:00,2024-01-25 02:30:00,upper,0
107,29714,721.709317894759,721.709317894759,3.0,ETHUSDT,0.98,2218.46,2240.6446,0.0,2954.898079484448,0.0,0,SHORT_CANCEL,0,0,2024-01-25 12:30:00,2024-01-25 13:00:00,upper,0
108,29715,721.709317894759,721.709317894759,3.0,ETHUSDT,0.99,2197.64,2219.6164,0.0,2926.639311004807,0.0,0,SHORT_CANCEL,0,0,2024-01-25 15:30:00,2024-01-25 16:00:00,upper,0
109,29716,721.709317894759,712.114877145706,3.0,ETHUSDT,0.98,2205.5,2227.555,2212.86,2941.938079484448,-9.594440749052948,0,SHORT_EXIT,0,0,2024-01-26 07:30:00,2024-01-26 08:00:00,upper,0
110,29717,712.114877145706,712.114877145706,3.0,ETHUSDT,0.96,2233.32,2210.9868,0.0,1491.5336696398897,0.0,1,LONG_CANCEL,0,0,2024-01-26 11:00:00,2024-01-26 11:30:00,upper,0
111,29718,712.114877145706,712.114877145706,3.0,ETHUSDT,0.95,2259.17,2281.7617,0.0,3008.764607521796,0.0,0,SHORT_CANCEL,0,0,2024-01-26 20:30:00,2024-01-26 21:00:00,upper,0
112,29719,712.114877145706,712.114877145706,3.0,ETHUSDT,0.94,2263.08,2240.4492,0.0,1505.510981759887,0.0,1,LONG_CANCEL,0,0,2024-01-26 22:30:00,2024-01-26 23:00:00,upper,0
113,29720,712.114877145706,712.114877145706,3.0,ETHUSDT,0.95,2260.55,2283.1555000000003,0.0,3010.144607521796,0.0,0,SHORT_CANCEL,0,0,2024-01-27 07:30:00,2024-01-27 08:00:00,upper,0
114,29721,712.114877145706,709.435898051125,3.0,ETHUSDT,0.94,2263.1,2240.469,2262.75,1505.530981759887,-2.6789790945810084,1,LONG_EXIT,0,0,2024-01-27 10:00:00,2024-01-27 12:30:00,upper,0
115,29722,709.435898051125,708.8243595875564,3.0,ETHUSDT,0.94,2266.44,2289.1044,2264.6,3021.1590404799203,-0.6115384635685941,0,SHORT_EXIT,0,0,2024-01-27 17:00:00,2024-01-27 17:30:00,upper,0
116,29723,708.8243595875564,706.8142392009177,3.0,ETHUSDT,0.94,2269.93,2247.2306999999996,2270.28,1515.8615323536633,-2.010120386638758,1,LONG_EXIT,0,0,2024-01-27 19:30:00,2024-01-27 20:30:00,upper,0
