,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
1916,1916,2048,1648339200000.0,44470.0,44700.0,44449.0,44675.0,1618.194,72144344.1825,2022-03-27 00:00:00,0.0001,24516.815,62.24,44497.4,44279.59,44388.5,44606.3,44170.69,44715.2,44061.79,60.69,44.93,15.76,26.54,14.84,14.07,14.57,1636.4708571428578,54.04,30.16,107.13,5.04,44413.72,44546.67,PositionState,upper,44675.0,44515.5,0.0,-159.5,36.0,-159.5,-49.81818181818182,-0.6100000000005821
1932,1932,2064,1648396800000.0,44819.5,44999.5,44706.0,44910.0,4799.946,215235452.787,2022-03-27 16:00:00,-0.00011119,26263.847,65.32,44728.24,44455.96,44592.1,44864.38,44319.82,45000.51,44183.69,85.53,67.98,17.54,26.55,11.95,20.05,19.14,1676.0597142857148,78.82,33.45,109.94,6.22,44611.83,44800.08,PositionState,upper,44910.0,47122.5,0.0,2212.5,3038.0,-118.0,1978.515625,2574.159999999996
2270,2270,2402,1649613600000.0,43077.0,43239.0,43049.5,43075.5,1603.273,69174100.8865,2022-04-10 18:00:00,-1.954e-05,23924.374,65.57,42861.09,42568.01,42714.55,43007.63,42421.47,43154.17,42274.93,72.6,21.2,51.4,33.13,10.13,22.18,21.79,1875.499571428572,69.38,38.0,198.69,13.25,42736.55,42986.22,PositionState,upper,43075.5,42700.0,0.0,-375.5,125.0,-375.5,-64.75,-96.13000000000466
2462,2462,2594,1650304800000.0,40190.0,41255.0,40189.5,40633.0,13275.845,540610652.9225,2022-04-18 18:00:00,-0.00017139,23725.963,70.1,40062.57,39087.52,39575.04,40550.1,38599.99,41037.63,38112.46,-14.35,-195.78,181.42,43.02,16.13,31.67,30.92,5280.1257857142855,-146.49,111.36,349.05,23.59,39485.72,40200.88,PositionState,upper,40633.0,41245.5,0.0,612.5,1448.5,-45.5,521.5760869565217,1248.9200000000055
2526,2526,2658,1650535200000.0,41787.5,42500.0,41760.5,42223.0,11327.005,478271715.503,2022-04-21 10:00:00,0.0001,25027.829,66.5,41897.33,41357.1,41627.22,42167.45,41086.99,42437.56,40816.87,150.5,98.18,52.32,34.37,13.08,19.75,24.05,2709.459714285715,673.16,62.7,255.93,10.05,41722.27,42003.48,PositionState,upper,42223.0,41814.5,0.0,-408.5,415.0,-408.5,110.35714285714286,64.15999999999622
2631,2631,2763,1650913200000.0,39860.5,40358.0,39761.5,40211.0,8890.852,356629182.752,2022-04-25 19:00:00,7.912e-05,23784.36,68.71,39678.49,38764.43,39221.46,40135.52,38307.41,40592.55,37850.38,82.19,-96.99,179.19,26.22,13.59,29.65,29.96,7498.408785714286,481.51,104.15,456.84,8.28,39247.55,39891.38,PositionState,upper,40211.0,39796.5,0.0,-414.5,359.0,-414.5,175.42105263157896,184.59000000000376
2701,2701,2833,1651165200000.0,39884.5,40277.0,39850.0,40249.5,7274.75,291332326.0745,2022-04-28 17:00:00,-0.0001296,24982.531,66.59,39754.46,39192.58,39473.52,40035.39,38911.64,40316.33,38630.7,183.68,137.13,46.54,25.42,14.11,22.51,20.82,6786.610214285714,376.08,81.68,335.66,-2.18,39620.16,39938.1,PositionState,upper,40249.5,39509.5,0.0,-740.0,0.0,-740.0,-383.15,-277.29999999999563
3047,3047,3179,1652410800000.0,30108.0,30813.0,29982.0,30547.0,10358.813,315831800.333,2022-05-13 03:00:00,-0.00049125,23572.372,62.6,29843.31,28486.03,29164.67,30521.95,27807.39,31200.59,27128.74,172.54,-84.55,257.09,27.19,14.83,17.35,22.66,8557.116857142857,-302.24,145.5,413.66,7.27,29235.83,30134.64,PositionState,upper,30547.0,29916.0,0.0,-631.0,184.0,-631.0,-102.10714285714286,73.83000000000175
3090,3090,3222,1652565600000.0,29679.0,30321.0,29554.0,30221.5,6021.862,180196719.4985,2022-05-14 22:00:00,3.175e-05,23571.486,62.7,29794.31,29164.7,29479.5,30109.11,28849.9,30423.91,28535.09,5.41,-101.35,106.77,25.09,15.88,21.36,21.69,5197.0515000000005,268.56,78.09,292.71,8.86,29415.44,29872.58,PositionState,upper,30221.5,29598.5,0.0,-623.0,0.0,-623.0,-319.07142857142856,-172.39000000000306
3113,3113,3245,1652648400000.0,31049.5,31222.0,30833.5,31061.5,4094.719,126995972.948,2022-05-15 21:00:00,5.566e-05,24484.43,69.19,30584.01,29783.59,30183.8,30984.22,29383.38,31384.44,28983.16,277.72,177.13,100.58,28.99,11.14,19.99,17.99,5018.123999999999,77.37,92.38,572.2,7.54,30349.5,30869.88,PositionState,upper,31061.5,30313.0,0.0,-748.5,254.0,-748.5,-188.2142857142857,-356.1000000000022
3222,3222,3354,1653040800000.0,30297.0,30445.0,30246.5,30415.0,3328.112,100946688.9575,2022-05-20 10:00:00,0.0001,29229.61,59.91,30232.17,29983.85,30108.01,30356.33,29859.68,30480.5,29735.52,170.0,183.87,-13.87,24.43,14.23,29.6,29.45,3858.535571428572,89.1,32.31,-180.9,-0.64,30208.94,30323.45,PositionState,upper,30415.0,29487.5,0.0,-927.5,0.0,-927.5,-232.9,-414.2099999999991
3269,3269,3401,1653210000000.0,29533.0,30207.0,29508.0,30125.5,13107.62,391449846.357,2022-05-22 09:00:00,-1.093e-05,27249.546,74.56,29639.52,29303.31,29471.42,29807.63,29135.21,29975.73,28967.11,57.72,2.02,55.69,41.69,13.19,13.93,14.69,2421.519857142857,828.42,68.84,391.91,25.93,29477.77,29793.52,PositionState,upper,30125.5,30245.5,0.0,120.0,351.5,-292.5,52.328125,493.1899999999987
3334,3334,3466,1653444000000.0,29764.5,30191.5,29710.0,30099.0,10296.053,308559954.706,2022-05-25 02:00:00,9.211e-05,28232.593,67.78,29773.06,29268.04,29520.55,30025.58,29015.52,30278.09,28763.01,72.63,-25.29,97.92,31.57,14.5,25.77,32.87,6688.611357142857,473.55,60.88,308.08,11.05,29581.22,29888.04,PositionState,upper,30099.0,29403.5,0.0,-695.5,76.5,-695.5,-253.05,-305.9799999999996
3439,3439,3571,1653822000000.0,29131.0,29229.0,29084.0,29201.5,4650.689,135681252.5805,2022-05-29 11:00:00,6.084e-05,29695.458,62.68,29077.14,28929.81,29003.47,29150.81,28856.14,29224.47,28782.47,50.38,32.77,17.61,30.2,11.86,22.16,19.02,2080.4333571428574,269.33,20.84,105.09,4.08,29035.22,29134.46,PositionState,upper,29201.5,29119.5,0.0,-82.0,161.5,-82.0,39.333333333333336,24.290000000000877
3454,3454,3586,1653876000000.0,29753.5,30291.0,29740.0,30193.0,14588.772,438816912.9645,2022-05-30 02:00:00,0.0001,31073.439,77.94,29612.78,29079.52,29346.15,29879.4,28812.89,30146.03,28546.26,181.19,106.42,74.77,50.11,10.48,34.92,31.0,3793.675785714285,287.53,89.14,497.58,19.6,29421.33,29870.11,PositionState,upper,30193.0,31387.5,0.0,1194.5,1603.5,0.0,889.5416666666666,1645.0400000000009
3491,3491,3623,1654009200000.0,31680.0,32175.0,31540.0,32032.5,10360.46,330314307.958,2022-05-31 15:00:00,3.659e-05,29370.797,68.63,31639.09,31325.61,31482.35,31795.83,31168.88,31952.57,31012.14,284.47,324.06,-39.58,31.02,13.81,56.9,63.44,4602.762928571428,580.77,57.9,-484.69,4.98,31646.27,31815.03,PositionState,upper,32032.5,31624.0,0.0,-408.5,106.0,-414.5,-190.03846153846155,-84.36999999999898
3621,3621,3753,1654477200000.0,30288.5,30920.0,30288.5,30824.5,16317.309,499293506.5875,2022-06-06 01:00:00,5.579e-05,29075.628,76.87,30258.96,29709.52,29984.24,30533.68,29434.8,30808.4,29160.08,152.29,74.65,77.63,40.46,8.39,24.34,17.54,4775.318785714286,1013.67,88.44,513.29,21.24,30100.22,30469.15,PositionState,upper,30824.5,30200.0,0.0,-624.5,711.5,-624.5,457.4583333333333,328.0499999999993
3664,3664,3796,1654632000000.0,31049.5,31598.0,31045.0,31345.0,18358.295,575602870.118,2022-06-07 20:00:00,9.565e-05,29667.387,73.97,30698.66,29685.18,30191.92,31205.4,29178.44,31712.14,28671.69,33.32,-178.01,211.33,41.91,15.15,36.78,42.48,8012.414714285714,1153.93,121.37,506.18,18.61,30133.16,30942.17,PositionState,upper,31345.0,30014.5,0.0,-1330.5,55.0,-1330.5,-310.9375,-415.5
3986,3986,4118,1655791200000.0,20879.5,21242.5,20879.5,21188.5,15034.921,316941357.35,2022-06-21 06:00:00,4.988e-05,34930.05399999,65.6,20839.16,20253.58,20546.37,21131.94,19960.8,21424.73,19668.01,198.06,162.42,35.64,28.02,12.43,24.37,25.57,10290.993714285714,-222.27,67.59,177.54,6.24,20681.72,20965.23,PositionState,upper,21188.5,20885.0,0.0,-303.5,417.0,-303.5,48.10714285714285,79.68999999999869
4051,4051,4183,1656025200000.0,20979.5,21197.5,20962.0,21095.0,6683.579,140911714.061,2022-06-23 23:00:00,-5.576e-05,34103.493,63.33,20837.42,20384.84,20611.13,21063.71,20158.55,21290.01,19932.26,125.63,63.57,62.06,31.53,13.18,18.85,17.5,9965.918142857145,-308.43,50.93,159.7,4.64,20643.44,20967.17,PositionState,upper,21095.0,20820.5,0.0,-274.5,73.0,-274.5,-103.63636363636364,-71.17999999999665
4083,4083,4215,1656140400000.0,21289.0,21630.0,21289.0,21494.5,15267.336,327724654.451,2022-06-25 07:00:00,0.0001,35994.32499999,62.97,21324.65,21065.36,21195.01,21454.29,20935.72,21583.93,20806.08,113.07,109.55,3.52,28.8,11.59,27.13,25.65,6740.153571428571,235.38,31.52,80.25,8.53,21268.83,21376.19,PositionState,upper,21494.5,21144.0,0.0,-350.5,0.0,-350.5,-126.5,-118.32999999999812
4221,4221,4353,1656637200000.0,20280.5,20481.5,20245.0,20400.0,11484.869,233762694.0265,2022-07-01 01:00:00,-0.00021249,33933.803,69.65,19911.05,19021.26,19466.16,20355.95,18576.36,20800.85,18131.46,-5.67,-191.23,185.55,39.67,16.22,46.61,44.97,17025.228142857144,114.81,98.29,341.63,10.21,19336.38,20118.36,PositionState,upper,20400.0,19398.5,0.0,-1001.5,0.0,-1001.5,-448.5,-438.7600000000021
4304,4304,4436,1656936000000.0,19791.5,19886.0,19627.0,19701.0,16023.638,316303360.304,2022-07-04 12:00:00,0.0001,39330.94,68.73,19502.43,19112.64,19307.53,19697.32,18917.75,19892.21,18722.86,88.65,26.36,62.29,37.26,10.54,20.7,19.6,7086.565642857143,825.34,41.4,232.44,6.03,19321.5,19634.6,PositionState,upper,19701.0,19890.5,0.0,189.5,680.0,-181.5,309.4047619047619,443.5500000000029
4363,4363,4495,1657148400000.0,20503.5,20666.0,20478.5,20556.5,7960.005,163885768.534,2022-07-06 23:00:00,0.0001,38322.928,65.69,20403.3,20125.37,20264.34,20542.26,19986.41,20681.23,19847.45,119.82,93.95,25.86,25.89,11.2,23.91,22.32,8445.5985,141.68,30.75,52.66,4.9,20352.5,20491.17,PositionState,upper,20556.5,20298.0,0.0,-258.5,0.0,-258.5,-104.07142857142856,-123.70999999999913
4378,4378,4510,1657202400000.0,20529.5,20955.0,20492.0,20902.0,29369.448,609469254.472,2022-07-07 14:00:00,0.0001,43556.422,70.02,20586.44,20334.98,20460.71,20712.18,20209.24,20837.91,20083.51,107.73,90.1,17.63,32.78,11.49,24.64,25.19,7257.192142857143,1725.96,46.45,184.84,14.27,20518.72,20698.37,PositionState,upper,20902.0,21429.5,0.0,527.5,1236.0,-27.0,684.8421052631579,932.2299999999996
4550,4550,4682,1657821600000.0,20721.5,20790.0,20618.5,20687.0,8604.701,177980232.902,2022-07-14 18:00:00,0.0001,43201.399,67.55,20370.5,19792.66,20081.58,20659.42,19503.74,20948.34,19214.83,156.74,80.21,76.52,30.77,12.85,20.66,21.23,12879.931428571426,32.72,63.73,286.68,2.93,20101.72,20563.63,PositionState,upper,20687.0,20680.5,0.0,-6.5,471.0,-302.0,56.096774193548384,213.80999999999767
4596,4596,4728,1657987200000.0,20930.0,21480.0,20915.0,21447.5,34774.155,737932595.7094998,2022-07-16 16:00:00,9.035e-05,44074.94,74.78,20995.21,20595.04,20795.12,21195.29,20394.95,21395.38,20194.87,79.63,23.21,56.42,39.33,10.05,22.59,26.12,6532.207,2183.7,68.66,255.31,20.43,20792.05,21148.8,PositionState,upper,21447.5,21114.0,0.0,-333.5,114.0,-333.5,-144.1818181818182,106.15000000000146
4634,4634,4766,1658124000000.0,21849.0,22373.0,21763.5,22186.5,25275.562,558103214.5795,2022-07-18 06:00:00,0.0001,42959.822,74.89,21612.42,20949.51,21280.96,21943.87,20618.06,22275.33,20286.6,132.2,23.38,108.82,43.03,12.19,25.61,25.23,8596.74142857143,1290.64,95.31,518.72,22.89,21278.16,21866.07,PositionState,upper,22186.5,21869.5,0.0,-317.0,489.0,-317.0,33.666666666666664,225.95999999999916
4667,4667,4799,1658242800000.0,22620.0,23200.0,22431.0,23113.5,53289.976,1217403088.839,2022-07-19 15:00:00,0.0001,42593.07699999,72.63,22503.31,21784.37,22143.84,22862.78,21424.89,23222.26,21065.42,194.5,103.67,90.82,35.78,10.49,27.72,27.83,12942.933357142858,2999.96,102.06,465.06,8.99,22197.22,22759.4,PositionState,upper,23113.5,23510.0,0.0,396.5,1061.5,-77.5,400.2407407407408,931.4300000000004
4735,4735,4867,1658487600000.0,23428.0,23629.5,23384.5,23600.0,6344.73,149193081.325,2022-07-22 11:00:00,9.924e-05,43372.0,63.3,23366.06,22991.18,23178.62,23553.5,22803.75,23740.93,22616.31,100.88,38.58,62.29,25.32,12.91,16.92,18.05,6280.275214285714,167.92,44.34,0.17,1.26,23224.05,23486.94,PositionState,upper,23600.0,23101.5,0.0,-498.5,46.5,-498.5,-156.91666666666666,-223.36999999999895
4863,4863,4995,1658948400000.0,22547.0,23105.0,22547.0,22762.5,29611.552,675569574.9245,2022-07-27 19:00:00,-1.336e-05,42087.441,86.12,21999.05,21139.29,21569.17,22428.92,20709.42,22858.8,20279.54,254.1,102.94,151.16,48.91,7.49,27.36,28.17,12407.07107142857,1804.82,125.6,926.13,26.08,21709.72,22405.88,PositionState,upper,22762.5,23719.5,0.0,957.0,1297.5,-94.0,676.2926829268292,1451.5499999999993
4928,4928,5060,1659182400000.0,23942.0,24375.0,23909.0,24363.0,15690.898,379344414.6215,2022-07-30 12:00:00,0.0001,42622.11299999,67.85,24021.49,23763.82,23892.66,24150.33,23634.99,24279.16,23506.16,75.33,51.52,23.81,29.05,12.47,24.86,29.02,4522.907142857142,897.7,49.5,257.75,12.19,23896.66,24127.44,PositionState,upper,24363.0,23914.0,0.0,-449.0,214.0,-449.0,33.5625,78.86000000000058
5021,5021,5153,1659517200000.0,23281.5,23399.0,23277.0,23365.5,7547.905,176094840.6155,2022-08-03 09:00:00,-3.168e-05,40588.348,63.19,23181.0,22831.02,23006.01,23356.0,22656.02,23530.99,22481.03,30.69,-21.03,51.72,29.67,16.46,18.21,22.07,4326.003857142858,-90.51,37.84,107.47,10.54,22972.38,23241.65,PositionState,upper,23365.5,22928.5,0.0,-437.0,105.0,-437.0,-33.892857142857146,-118.44000000000231
5139,5139,5271,1659942000000.0,23709.0,23850.0,23663.0,23792.0,8410.504,199923780.9515,2022-08-08 07:00:00,6.174e-05,43877.684,77.25,23495.5,23121.1,23308.3,23682.7,22933.9,23869.9,22746.7,130.29,73.58,56.7,42.81,12.11,24.52,23.16,4532.816928571429,133.39,50.91,279.13,12.18,23382.11,23661.66,PositionState,upper,23792.0,23805.5,0.0,13.5,362.0,0.0,206.40625,198.2299999999996
5193,5193,5325,1660136400000.0,23969.0,24170.0,23844.0,24000.0,22346.067,536905392.851,2022-08-10 13:00:00,0.0001,44126.254,75.49,23554.36,22925.72,23240.04,23868.68,22611.41,24183.0,22297.09,54.29,-79.01,133.3,41.0,16.14,39.92,39.3,9357.518928571428,1436.6,79.99,639.01,22.75,23228.11,23761.4,PositionState,upper,24000.0,24146.5,0.0,146.5,846.0,-402.5,229.51666666666668,498.7199999999975
5282,5282,5414,1660456800000.0,24568.0,24666.5,24568.0,24650.5,2752.702,67749303.997,2022-08-14 06:00:00,0.0001,44239.638,61.69,24575.08,24431.66,24503.37,24646.79,24359.95,24718.5,24288.24,57.55,52.01,5.54,19.1,13.29,15.55,20.24,2802.1855,12.19,15.48,48.69,2.89,24526.5,24604.34,PositionState,upper,24650.5,24548.0,0.0,-102.5,209.0,-102.5,22.416666666666668,-2.130000000001018
5302,5302,5434,1660528800000.0,24626.5,24910.0,24626.0,24900.5,13303.96,329519792.988,2022-08-15 02:00:00,0.0001,43409.088,68.07,24665.1,24265.78,24465.44,24864.76,24066.13,25064.42,23866.47,13.74,-25.6,39.34,33.37,16.6,19.43,19.81,5652.050857142857,601.63,45.78,106.79,17.8,24402.94,24691.64,PositionState,upper,24900.5,24121.0,0.0,-779.5,0.0,-779.5,-197.3,-229.09999999999852
5532,5532,5664,1661356800000.0,21602.5,21880.0,21602.5,21705.0,19165.897,416675915.564,2022-08-24 16:00:00,-8.491e-05,50269.575,65.8,21552.69,21306.46,21429.57,21675.8,21183.35,21798.91,21060.23,51.5,18.73,32.77,31.32,11.79,18.38,18.61,6441.495142857143,844.4,28.98,119.89,11.04,21444.44,21613.02,PositionState,upper,21705.0,21477.5,0.0,-227.5,0.0,-227.5,-74.5,-61.92000000000189
5747,5747,5879,1662130800000.0,20348.0,20382.0,20272.0,20346.5,4895.305,99475004.443,2022-09-02 15:00:00,0.0001,54844.375,66.03,20232.71,20045.38,20139.04,20326.37,19951.71,20420.03,19858.05,73.88,45.09,28.78,25.55,13.31,15.59,14.66,7870.845285714285,137.29,21.83,-2.97,-1.86,20186.16,20313.67,PositionState,upper,20346.5,20120.0,0.0,-226.5,0.0,-226.5,-113.25,-96.83999999999652
5896,5896,6028,1662667200000.0,19339.0,19440.0,19320.0,19364.5,10224.733,198109212.7015,2022-09-08 20:00:00,7.268e-05,56505.974,58.84,19292.16,19162.43,19227.3,19357.02,19097.57,19421.89,19032.71,40.21,35.85,4.35,21.31,20.28,18.57,22.13,9219.336857142856,438.68,14.45,40.18,8.7,19240.38,19316.18,PositionState,upper,19364.5,21165.5,0.0,1801.0,2164.5,-74.0,1445.9642857142858,1918.8499999999983
5943,5943,6075,1662836400000.0,21433.5,21625.0,21425.0,21566.5,9147.197,196924950.5835,2022-09-10 19:00:00,0.0001,52571.035,65.79,21392.52,21176.91,21284.71,21500.32,21069.11,21608.12,20961.3,138.72,163.51,-24.78,30.68,11.43,46.82,57.33,5057.119142857143,-106.63,29.65,81.0,5.43,21318.33,21465.23,PositionState,upper,21566.5,21436.5,0.0,-130.0,179.5,-152.5,-10.125,32.35000000000218
5971,5971,6103,1662937200000.0,21620.5,21841.0,21567.5,21810.0,7089.799,153902769.0915,2022-09-11 23:00:00,-5.103e-05,52803.693,62.09,21660.76,21511.36,21586.06,21735.45,21436.67,21810.15,21361.97,62.0,62.86,-0.85,25.27,14.09,20.58,24.71,5335.3619285714285,325.97,23.56,77.5,4.84,21622.61,21698.92,PositionState,upper,21810.0,22229.0,0.0,419.0,599.0,-183.0,348.75,560.25
6006,6006,6138,1663063200000.0,22376.5,22582.0,22345.0,22520.5,8581.483,192890774.1625,2022-09-13 10:00:00,4.252e-05,51075.939,63.83,22370.47,22184.28,22277.37,22463.56,22091.18,22556.66,21998.09,91.73,99.53,-7.8,29.82,13.12,27.75,33.31,6182.150285714286,226.4,25.59,69.03,6.97,22312.94,22419.16,PositionState,upper,22520.5,21391.5,0.0,-1129.0,2.0,-1129.0,-375.6666666666667,-488.0
6108,6108,6240,1663430400000.0,19947.5,20176.5,19922.0,20116.5,13192.25,264946813.195,2022-09-17 16:00:00,1.48e-05,49827.03,67.34,19957.61,19783.88,19870.75,20044.48,19697.01,20131.35,19610.14,50.84,29.56,21.28,31.35,17.58,15.91,22.65,3659.041071428572,601.39,25.86,41.43,10.46,19900.77,20017.35,PositionState,upper,20116.5,19826.0,0.0,-290.5,0.0,-290.5,-86.58333333333333,-85.41999999999825
