,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
9160,9160,9292,1674417600000.0,22717.5,22728.0,22277.0,22457.5,23415.281,526800774.911,2023-01-22 20:00:00,0.0001,46551.673,37.27,22920.69,22698.44,22809.56,23031.81,22587.32,23142.93,22476.2,-6.25,46.31,-52.57,15.0,32.71,22.86,31.64,6504.613000000002,1496.37,-37.05,154.86,-13.91,22812.72,22622.67,PositionState,lower,22457.5,22756.0,0.0,-298.5,0.0,-298.5,-212.38888888888889,-100.62000000000262
9211,9211,9343,1674601200000.0,22758.0,22780.5,22451.0,22631.0,18056.4,408095650.682,2023-01-24 23:00:00,0.0001,46534.752,35.29,23016.74,22786.04,22901.39,23132.08,22670.7,23247.43,22555.35,-29.36,1.93,-31.29,11.57,30.13,18.88,18.34,7569.833714285715,152.69,-28.45,85.27,-7.86,22892.83,22742.36,PositionState,lower,22631.0,22726.0,0.0,-95.0,194.5,-95.0,9.55,86.27000000000044
9261,9261,9393,1674781200000.0,22923.0,22963.0,22523.0,22646.0,19122.421,433896508.809,2023-01-27 01:00:00,0.0001,44571.526,35.19,23083.11,22879.09,22981.1,23185.12,22777.08,23287.13,22675.07,-15.01,24.53,-39.54,14.55,27.54,20.91,25.48,6613.898214285715,1175.41,-35.28,128.63,-14.7,22987.44,22810.13,PositionState,lower,22646.0,23028.0,0.0,-382.0,0.0,-382.0,-155.6,-96.68999999999868
9447,9447,9579,1675450800000.0,23423.0,23444.0,23306.0,23315.0,4471.93,104551533.122,2023-02-03 19:00:00,0.0001,46408.292,40.26,23573.96,23431.63,23502.79,23645.13,23360.46,23716.29,23289.3,-48.82,-40.41,-8.41,12.54,27.16,30.93,28.78,6623.38242857143,257.41,-19.77,37.37,-2.69,23478.27,23392.35,PositionState,lower,23315.0,23420.5,0.0,-105.5,12.0,-118.5,-50.388888888888886,6.930000000000291
9489,9489,9621,1675602000000.0,23161.5,23215.0,23068.0,23171.0,7769.0,179803125.0855,2023-02-05 13:00:00,0.0001,45975.43,32.83,23414.16,23264.87,23339.52,23488.81,23190.22,23563.45,23115.58,-36.77,-19.69,-17.07,10.42,35.87,19.37,19.56,2871.057357142858,236.94,-17.72,59.61,-1.87,23334.38,23219.51,PositionState,lower,23171.0,23049.5,0.0,121.5,400.5,0.0,246.5185185185185,270.8199999999997
9563,9563,9695,1675868400000.0,23054.5,23054.5,22858.5,22879.5,11138.82,255485290.9165,2023-02-08 15:00:00,0.0001,47416.366,33.29,23215.25,23029.58,23122.42,23308.09,22936.75,23400.92,22843.91,-5.43,35.15,-40.58,14.39,26.41,23.22,24.65,3292.248500000001,363.55,-25.57,65.38,-9.28,23125.83,22985.47,PositionState,lower,22879.5,21705.7,0.0,1173.7999999999993,1355.0,-125.5,727.6414285714285,1291.550000000003
9871,9871,10003,1676977200000.0,24702.3,24759.8,24568.4,24575.7,7361.368,181611639.0244,2023-02-21 11:00:00,0.0001,48539.363,40.02,24914.62,24696.51,24805.57,25023.68,24587.45,25132.74,24478.39,7.25,48.62,-41.37,14.57,23.07,15.99,14.34,7144.877214285715,392.41,-24.18,59.24,-4.04,24843.98,24669.0,PositionState,lower,24575.7,24113.1,0.0,462.6000000000022,938.2000000000008,-117.29999999999929,378.7388888888896,715.8199999999997
9948,9948,10080,1677254400000.0,23345.0,23346.3,22900.0,23190.0,39004.982,902158668.3963,2023-02-24 16:00:00,0.0001,52998.575,22.24,23978.72,23586.34,23782.53,24174.91,23390.15,24371.1,23193.96,-134.27,-76.76,-57.51,11.44,41.08,18.75,17.96,9378.898642857142,2551.45,-62.37,354.88,-14.63,23720.1,23385.25,PositionState,lower,23190.0,23121.5,0.0,68.5,263.09999999999854,-15.5,123.06774193548394,347.7200000000012
10102,10102,10234,1677808800000.0,22146.1,22470.6,22090.0,22345.0,14639.023,326611032.7987,2023-03-03 02:00:00,0.0001,47366.446,24.55,23560.55,22861.57,23211.06,23910.05,22512.07,24259.54,22162.58,-177.47,-73.78,-103.68,10.17,50.31,20.84,17.39,10880.002214285716,737.63,-91.15,596.46,-5.46,23178.77,22567.43,PositionState,lower,22345.0,22372.9,0.0,-27.90000000000145,110.0,-75.20000000000073,2.3399999999998338,214.15999999999983
10141,10141,10273,1677949200000.0,22317.3,22326.3,22293.7,22293.8,857.516,19129193.1952,2023-03-04 17:00:00,2.137e-05,52231.364,38.58,22366.27,22329.28,22347.78,22384.77,22310.78,22403.27,22292.28,-51.03,-66.3,15.26,14.51,32.72,42.63,46.57,1392.2772142857152,6.82,-5.68,-40.58,-0.19,22329.11,22306.9,PositionState,lower,22293.8,22336.6,0.0,-42.79999999999927,89.0,-42.79999999999927,19.27142857142774,7.680000000000291
10212,10212,10344,1678204800000.0,22314.1,22383.0,22185.0,22229.9,9852.102,219451187.675,2023-03-07 16:00:00,0.0001,53564.83,33.28,22432.23,22308.78,22370.5,22493.95,22247.06,22555.67,22185.34,-32.78,-14.61,-18.17,7.28,32.68,21.09,17.4,7129.998214285716,594.25,-14.81,43.08,-1.32,22341.46,22276.34,PositionState,lower,22229.9,22128.1,0.0,101.80000000000292,285.7000000000007,-70.59999999999854,136.5958333333348,219.09000000000012
10243,10243,10375,1678316400000.0,21800.1,21834.0,21559.0,21702.0,16899.961,366798052.8845,2023-03-08 23:00:00,0.0001,53154.622,31.11,22112.14,21906.33,22009.23,22215.04,21803.42,22317.95,21700.52,-80.54,-61.48,-19.06,11.22,30.6,36.52,42.22,8449.773214285715,1098.21,-32.34,90.43,-3.59,21988.95,21809.17,PositionState,lower,21702.0,20086.6,0.0,1615.4000000000017,2086.900000000001,-66.29999999999927,1003.4937500000002,1760.1899999999987
10404,10404,10536,1678896000000.0,24471.2,24520.2,24057.4,24106.1,27844.317,675587194.3833,2023-03-15 16:00:00,0.0001,49283.739,36.66,24855.87,24495.03,24675.45,25036.28,24314.61,25216.7,24134.19,-31.83,53.98,-85.81,17.62,25.88,18.48,26.69,14878.431142857144,1696.16,-59.93,188.24,-6.75,24615.71,24357.86,PositionState,lower,24106.1,24569.5,0.0,-463.4000000000015,0.0,-463.4000000000015,-224.5400000000016,-84.48999999999796
10691,10691,10823,1679929200000.0,26936.7,27024.4,26474.3,26889.9,37498.72,1004011773.7002,2023-03-27 15:00:00,9.65e-06,53808.467,24.27,27935.44,27350.99,27643.21,28227.67,27058.76,28519.9,26766.53,-113.44,-5.9,-107.54,11.9,46.03,19.56,20.67,8613.039071428573,2391.33,-79.29,479.45,-14.2,27616.03,27114.78,PositionState,lower,26889.9,27322.7,0.0,-432.7999999999993,159.90000000000146,-432.7999999999993,-101.11785714285544,10.930000000000293
10765,10765,10897,1680195600000.0,28230.8,28257.0,27670.5,27829.9,22234.482,619983612.0807,2023-03-30 17:00:00,0.0001,56239.971,34.49,28597.56,28152.03,28374.79,28820.32,27929.26,29043.09,27706.5,18.5,119.88,-101.37,15.96,27.26,33.41,39.05,8357.062071428572,-634.49,-57.36,191.13,-9.86,28410.86,28070.15,PositionState,lower,27829.9,28234.3,0.0,-404.3999999999978,0.0,-404.3999999999978,-171.26249999999845,-41.63999999999942
10835,10835,10967,1680447600000.0,28263.4,28263.5,28016.0,28117.9,12299.135,345647381.1155,2023-04-02 15:00:00,4.341e-05,55236.879,33.06,28423.31,28246.5,28334.91,28511.72,28158.09,28600.13,28069.68,-42.26,-14.74,-27.51,11.89,32.03,15.42,14.52,3620.080142857144,773.51,-22.84,85.69,-10.42,28304.97,28195.94,PositionState,lower,28117.9,28318.0,0.0,-200.09999999999852,461.0,-200.09999999999852,150.3000000000013,115.30999999999769
10926,10926,11058,1680775200000.0,27883.4,27893.2,27670.0,27838.5,10251.37,285010121.2591,2023-04-06 10:00:00,1.126e-05,54307.48,36.15,28151.32,27950.03,28050.68,28251.96,27849.39,28352.6,27748.75,-93.28,-72.29,-20.98,12.18,31.95,23.72,21.53,3642.851785714287,413.97,-22.32,-22.94,-5.94,27980.75,27878.16,PositionState,lower,27838.5,28082.2,0.0,-243.70000000000076,0.0,-243.70000000000076,-87.29999999999988,-118.65999999999984
10947,10947,11079,1680850800000.0,27945.1,27945.2,27755.0,27823.7,6135.432,170805638.0022,2023-04-07 07:00:00,7.384e-05,54553.0,36.52,28051.85,27920.4,27986.12,28117.57,27854.67,28183.29,27788.95,-30.37,-23.61,-6.75,14.71,29.75,16.41,18.37,2918.3418571428588,211.56,-17.1,15.16,-6.66,27992.44,27896.52,PositionState,lower,27823.7,27932.7,0.0,-109.0,32.10000000000218,-109.0,-43.39999999999863,-12.860000000000582
11181,11181,11313,1681693200000.0,29836.4,29984.8,29719.0,29930.0,7035.197,210272412.7133,2023-04-17 01:00:00,0.0001,55081.587,34.81,30383.86,30101.01,30242.44,30525.29,29959.58,30666.72,29818.15,-58.47,-17.61,-40.86,11.73,33.29,18.58,18.22,4944.525142857143,278.38,-32.88,173.36,-4.55,30242.88,30003.76,PositionState,lower,29930.0,29709.5,0.0,220.5,570.7000000000007,-75.90000000000146,308.62333333333333,397.5699999999997
11237,11237,11369,1681894800000.0,29156.9,29329.0,29021.3,29190.8,12046.78,351541276.9149,2023-04-19 09:00:00,0.0001,53543.418,27.91,30301.21,29633.12,29967.17,30635.26,29299.08,30969.3,28965.03,-85.67,49.41,-135.09,10.87,42.27,23.45,25.41,9115.172214285714,676.7,-81.72,487.07,-3.11,29943.62,29407.25,PositionState,lower,29190.8,27470.4,0.0,1720.3999999999978,1977.7999999999995,-192.90000000000143,923.2358974358966,2036.48
11356,11356,11488,1682323200000.0,27445.9,27506.5,27136.0,27174.9,16626.106,453978855.17,2023-04-24 08:00:00,0.0001,56239.072,31.59,27701.66,27417.06,27559.36,27843.96,27274.76,27986.26,27132.46,-27.41,8.84,-36.25,14.66,28.19,19.37,19.63,5518.384785714287,756.34,-40.47,117.04,-7.9,27614.94,27350.86,PositionState,lower,27174.9,27536.1,0.0,-361.1999999999971,0.0,-361.1999999999971,-178.949999999998,-99.88000000000102
11518,11518,11650,1682906400000.0,28489.5,28666.9,28405.0,28539.9,9684.269,276731740.3697,2023-05-01 02:00:00,8.58e-05,48929.532,28.04,29489.68,28900.22,29194.95,29784.41,28605.49,30079.14,28310.76,-97.55,1.0,-98.56,15.51,40.91,23.73,18.63,10390.173857142858,567.83,-68.95,305.42,-5.04,29171.36,28717.24,PositionState,lower,28539.9,28352.0,0.0,187.90000000000143,878.2000000000007,-79.09999999999854,329.06756756756886,526.510000000002
11649,11649,11781,1683378000000.0,29095.9,29095.9,28870.7,28941.2,10385.453,300915606.6086,2023-05-06 13:00:00,0.0001,52355.564,34.32,29442.02,29115.73,29278.87,29605.16,28952.59,29768.3,28789.45,-29.24,33.32,-62.57,15.17,34.22,21.98,22.55,4652.787357142858,606.0,-35.54,141.88,-6.57,29246.17,29062.06,PositionState,lower,28941.2,28903.4,0.0,37.79999999999927,373.7999999999993,0.0,124.6750000000008,195.34000000000012
11682,11682,11814,1683496800000.0,28750.1,28826.0,28699.8,28722.8,3230.749,92923279.0598,2023-05-07 22:00:00,3.148e-05,51144.885,38.66,28936.62,28800.43,28868.52,29004.71,28732.33,29072.81,28664.24,-36.74,-30.47,-6.27,15.75,28.56,16.86,17.93,3456.1685000000007,31.2,-15.34,24.43,-2.8,28878.52,28772.42,PositionState,lower,28722.8,27743.6,0.0,979.2000000000008,1393.2999999999993,0.0,899.8307692307683,1092.5899999999965
11723,11723,11855,1683644400000.0,27530.1,27576.5,27333.3,27381.9,6942.704,190547169.6631,2023-05-09 15:00:00,8.542e-05,55518.648,36.05,27702.44,27551.46,27626.95,27777.93,27475.97,27853.42,27400.48,-105.18,-123.1,17.91,13.2,25.1,38.64,46.61,4073.542285714287,182.23,-25.79,-50.8,-2.11,27586.45,27485.19,PositionState,lower,27381.9,27692.2,0.0,-310.2999999999993,0.0,-310.2999999999993,-155.14999999999964,-103.5
11769,11769,11901,1683810000000.0,27381.4,27479.8,27095.0,27195.2,14497.977,395705216.0969,2023-05-11 13:00:00,3.42e-05,53444.539,36.07,27611.28,27351.09,27481.18,27741.37,27221.0,27871.46,27090.9,-96.32,-74.49,-21.82,16.61,34.77,34.17,31.31,4535.700000000002,751.0,-30.11,-76.65,-0.81,27404.34,27295.53,PositionState,lower,27195.2,26734.1,0.0,461.1000000000022,935.4000000000016,0.0,562.7030303030313,729.4599999999991
11908,11908,12040,1684310400000.0,26836.5,26850.0,26760.0,26799.1,4615.193,123700347.5194,2023-05-17 08:00:00,0.0001,57552.523,34.39,27085.91,26923.03,27004.47,27167.36,26841.58,27248.8,26760.14,-53.09,-36.6,-16.48,13.73,26.33,18.2,20.23,2919.604500000001,195.77,-21.61,62.29,-1.91,27001.88,26859.92,PositionState,lower,26799.1,26896.4,0.0,-97.30000000000292,186.79999999999927,-97.30000000000292,37.12222222222004,37.919999999998254
11942,11942,12074,1684432800000.0,26476.4,26644.6,26400.3,26607.1,10680.755,283535380.6338,2023-05-18 18:00:00,0.0001,54397.435,31.38,27340.27,26853.1,27096.68,27583.86,26609.51,27827.45,26365.92,-79.78,14.29,-94.08,9.65,35.8,28.5,29.62,8002.395142857144,661.77,-51.54,307.93,-1.24,27073.08,26700.28,PositionState,lower,26607.1,26896.1,0.0,-289.0,0.0,-296.2000000000007,-216.12105263158023,-166.52000000000044
12007,12007,12139,1684666800000.0,26941.4,26942.6,26734.3,26822.3,9197.123,246993364.8557,2023-05-21 11:00:00,0.0001,56363.028,36.07,27112.46,26925.69,27019.08,27205.85,26832.3,27299.24,26738.91,7.57,40.07,-32.49,18.64,32.89,32.52,31.56,2956.7510000000007,527.08,-20.7,29.38,-12.79,27041.3,26912.04,PositionState,lower,26822.3,26814.1,0.0,8.200000000000728,248.29999999999927,-93.70000000000071,38.39499999999934,154.90000000000146
12072,12072,12204,1684900800000.0,26772.5,26796.3,26696.0,26794.7,4767.784,127530230.278,2023-05-24 04:00:00,0.0001,55501.488,31.55,27247.42,26960.78,27104.1,27390.74,26817.45,27534.07,26674.13,-37.38,19.75,-57.14,10.99,38.26,22.46,25.84,3911.6880714285726,-8.92,-32.56,172.06,-2.82,27087.42,26878.51,PositionState,lower,26794.7,26388.1,0.0,406.6000000000022,687.7999999999993,0.0,409.6242424242431,554.9799999999996
12241,12241,12373,1685509200000.0,27244.4,27265.5,27012.4,27079.8,19988.485,542578614.9981,2023-05-31 05:00:00,0.0001,58240.894,24.48,27826.68,27424.12,27625.4,28027.95,27222.85,28229.23,27021.57,-94.12,-30.22,-63.9,11.07,40.96,18.43,16.62,5325.651500000001,1093.76,-57.43,273.66,-9.99,27580.61,27268.99,PositionState,lower,27079.8,27170.2,0.0,-90.40000000000146,180.09999999999854,-90.40000000000146,11.622222222221655,149.33000000000175
12263,12263,12395,1685588400000.0,26711.6,26827.3,26584.6,26765.8,8228.188,219876145.538,2023-06-01 03:00:00,0.0001,57734.234,32.64,27195.56,26955.32,27075.44,27315.68,26835.19,27435.81,26715.07,-135.99,-130.86,-5.13,11.31,35.47,37.23,37.24,5877.46842857143,110.53,-32.59,78.92,-2.47,27017.68,26833.18,PositionState,lower,26765.8,27087.0,0.0,-321.2000000000007,0.0,-321.2000000000007,-104.35714285714336,-154.75
12356,12356,12488,1685923200000.0,27105.5,27116.5,26958.7,27014.3,5210.459,140883180.5501,2023-06-05 00:00:00,0.0001,57121.441,37.44,27213.21,27092.91,27153.06,27273.35,27032.77,27333.5,26972.62,2.32,17.24,-14.91,23.62,25.38,13.13,16.66,2966.395571428573,293.43,-14.6,1.58,-12.22,27164.17,27086.05,PositionState,lower,27014.3,26014.3,0.0,1000.0,1488.7999999999993,-24.40000000000145,871.8025641025635,1244.4799999999996
12480,12480,12612,1686369600000.0,26311.0,26339.1,25700.3,25755.4,28624.272,742327414.5454,2023-06-10 04:00:00,8.18e-05,58617.583,17.16,26572.23,26197.0,26384.62,26759.85,26009.38,26947.47,25821.77,-91.31,-34.21,-57.09,9.03,43.4,16.11,14.25,4571.178857142858,1540.2,-66.22,341.59,-22.99,26340.83,26047.35,PositionState,lower,25755.4,26008.3,0.0,-252.89999999999785,239.90000000000143,-252.89999999999785,92.62857142857294,239.61999999999895
12592,12592,12724,1686772800000.0,25858.2,25865.0,24779.5,24924.0,57155.198,1441925786.4169,2023-06-14 20:00:00,-1.58e-05,62447.477,16.62,26076.27,25616.42,25846.34,26306.19,25386.5,26536.11,25156.57,-82.72,-13.28,-69.44,7.63,52.36,21.5,20.58,7601.713000000002,3974.52,-97.09,702.96,-37.58,25844.4,25413.28,PositionState,lower,24924.0,25134.4,0.0,-210.40000000000143,12.099999999998545,-270.09999999999854,-92.29545454545456,354.59000000000015
12861,12861,12993,1687741200000.0,30385.8,30399.0,29927.0,30165.7,19745.408,595408013.9384,2023-06-26 01:00:00,0.0001,64403.731,30.68,30652.54,30338.31,30495.42,30809.65,30181.19,30966.77,30024.07,-78.01,-43.15,-34.86,14.24,31.5,13.84,12.23,4727.690142857144,1248.59,-34.71,28.52,-16.84,30410.23,30294.23,PositionState,lower,30165.7,30468.6,0.0,-302.8999999999978,0.0,-302.8999999999978,-97.19999999999952,-55.54999999999927
12915,12915,13047,1687935600000.0,30360.8,30384.8,30136.0,30179.9,10376.727,313787735.2521,2023-06-28 07:00:00,6.62e-05,66207.263,36.6,30627.42,30331.4,30479.41,30775.42,30183.39,30923.43,30035.39,-34.69,15.41,-50.11,12.13,25.16,17.75,19.22,3475.9228571428584,439.55,-31.52,107.96,-8.15,30450.07,30292.54,PositionState,lower,30179.9,30403.4,0.0,-223.5,99.90000000000146,-223.5,-79.35555555555483,-33.5099999999984
13086,13086,13218,1688551200000.0,30664.0,30699.9,30317.0,30415.2,18312.605,559082913.5427,2023-07-05 10:00:00,0.0001,62510.634,23.9,30891.72,30666.04,30778.88,31004.57,30553.19,31117.41,30440.35,-75.75,-47.09,-28.65,6.74,38.71,34.07,28.13,2780.093357142858,1114.22,-38.27,107.94,-15.86,30745.14,30565.69,PositionState,lower,30415.2,30570.9,0.0,-155.70000000000073,108.29999999999929,-155.70000000000073,-20.159999999999307,49.88999999999942
13192,13192,13324,1688932800000.0,30232.6,30239.0,30105.0,30180.2,3388.356,102235890.5248,2023-07-09 20:00:00,0.0001,61017.189,41.27,30292.83,30222.79,30257.81,30327.85,30187.77,30362.87,30152.75,0.01,10.28,-10.26,18.45,21.5,17.12,14.05,1830.5162142857157,186.46,-8.16,21.22,-8.96,30272.08,30215.38,PositionState,lower,30180.2,30171.7,0.0,8.5,146.20000000000073,-6.899999999997817,59.04000000000112,75.85000000000218
13310,13310,13442,1689357600000.0,30675.8,30750.6,30009.3,30075.8,36647.717,1110926976.996,2023-07-14 18:00:00,0.0001,62107.533,24.83,31348.9,30730.78,31039.84,31657.96,30421.73,31967.02,30112.67,-56.86,67.56,-124.43,14.34,39.94,33.19,38.98,7470.288714285715,2476.05,-101.47,624.55,-19.14,31025.81,30512.94,PositionState,lower,30075.8,30280.7,0.0,-204.90000000000143,0.0,-263.7000000000007,-186.49487179487232,253.88999999999945
13382,13382,13514,1689616800000.0,30015.0,30048.2,29610.0,29781.0,18394.578,548248013.4897,2023-07-17 18:00:00,7.613e-05,67376.57399999,22.68,30278.72,30047.98,30163.35,30394.09,29932.62,30509.46,29817.25,-70.53,-35.81,-34.72,9.1,44.3,35.75,30.28,5067.018500000001,1274.32,-40.25,193.86,-8.97,30123.34,29935.48,PositionState,lower,29781.0,30224.7,0.0,-443.7000000000007,0.0,-443.7000000000007,-166.42500000000018,-131.04999999999927
13698,13698,13830,1690754400000.0,29198.0,29198.0,29137.0,29142.4,1663.784,48514896.0466,2023-07-30 22:00:00,6.935e-05,65821.639,35.84,29337.0,29220.38,29278.69,29395.31,29162.07,29453.61,29103.76,-21.56,-4.27,-17.28,10.97,34.09,23.74,17.62,3167.613571428573,67.43,-14.34,42.69,-2.26,29286.77,29187.01,PositionState,lower,29142.4,29444.6,0.0,-302.1999999999971,0.0,-302.1999999999971,-144.29999999999805,-150.3100000000013
13727,13727,13859,1690858800000.0,28919.0,28941.6,28800.0,28825.7,7375.973,212939041.9988,2023-08-01 03:00:00,0.0001,68232.14999999,24.95,29337.17,29042.88,29190.02,29484.32,28895.73,29631.47,28748.58,-81.35,-43.15,-38.2,12.0,35.89,21.4,16.98,4792.94892857143,183.72,-38.36,144.77,-3.57,29135.3,28947.37,PositionState,lower,28825.7,29264.0,0.0,-438.2999999999993,10.0,-438.2999999999993,-93.3687499999994,-146.83000000000175
13815,13815,13947,1691175600000.0,29054.1,29101.3,29000.2,29021.4,3979.37,115594504.4379,2023-08-04 19:00:00,0.0001,67717.215,34.97,29235.05,29119.22,29177.13,29292.97,29061.3,29350.89,29003.38,-21.99,-6.81,-15.17,15.73,33.43,14.9,15.2,3082.2580000000016,187.35,-16.39,62.57,-2.49,29178.32,29078.33,PositionState,lower,29021.4,29063.9,0.0,-42.5,65.80000000000291,-83.39999999999782,-27.24166666666512,27.140000000003056
13857,13857,13989,1691326800000.0,29029.1,29034.6,29005.7,29006.1,1216.241,35294828.6889,2023-08-06 13:00:00,0.0001,68157.561,40.76,29078.37,29035.53,29056.95,29099.79,29014.11,29121.21,28992.69,-7.1,-4.03,-3.06,16.67,30.85,19.06,22.98,754.541571428573,55.76,-5.34,9.11,-3.41,29063.45,29027.74,PositionState,lower,29006.1,29077.1,0.0,-71.0,1.1999999999970896,-71.0,-24.075000000000728,-19.56999999999971
13956,13956,14088,1691683200000.0,29455.0,29469.0,29360.0,29420.0,5856.481,172269111.0735,2023-08-10 16:00:00,0.0001,70599.863,40.96,29597.12,29484.8,29540.96,29653.28,29428.64,29709.44,29372.48,-35.35,-28.43,-6.91,14.73,20.35,13.42,17.99,3908.516214285716,334.9,-12.72,2.6,-4.46,29516.97,29459.92,PositionState,lower,29420.0,29456.9,0.0,-36.900000000001455,53.09999999999855,-49.5,-4.895454545454744,25.68999999999869
13981,13981,14113,1691773200000.0,29350.7,29388.0,29313.0,29332.1,2491.812,73124961.13629998,2023-08-11 17:00:00,6.988e-05,70999.432,38.9,29457.4,29377.26,29417.33,29497.48,29337.19,29537.55,29297.12,-29.92,-27.83,-2.08,15.6,28.86,21.6,19.22,3416.104571428573,61.31,-8.96,13.38,-2.31,29400.3,29358.25,PositionState,lower,29332.1,29421.7,0.0,-89.60000000000218,0.0,-89.60000000000218,-54.01666666666824,-50.31999999999971
14034,14034,14166,1691964000000.0,29358.5,29368.3,29266.6,29312.5,4752.579,139334780.1457,2023-08-13 22:00:00,0.0001,70597.617,35.05,29410.59,29359.88,29385.24,29435.94,29334.53,29461.3,29309.17,-11.37,-7.77,-3.6,19.42,43.49,19.86,16.52,1214.897357142859,317.78,-7.64,6.84,-19.48,29376.76,29348.49,PositionState,lower,29312.5,29388.0,0.0,-75.5,52.79999999999927,-75.5,7.150000000000243,8.260000000002037
14076,14076,14208,1692115200000.0,29320.3,29360.0,29255.0,29280.1,3962.539,116127256.8757,2023-08-15 16:00:00,0.0001,71349.386,38.72,29416.41,29339.76,29378.08,29454.74,29301.43,29493.06,29263.1,-17.38,-8.72,-8.66,19.8,20.69,14.53,17.96,2037.538214285716,224.41,-10.31,31.76,-5.05,29372.05,29321.38,PositionState,lower,29280.1,26203.6,0.0,3076.5,3457.199999999997,-54.0,1633.372916666665,3253.0200000000004
14291,14291,14423,1692889200000.0,26105.1,26155.0,25967.5,25985.5,11215.953,292261467.8263,2023-08-24 15:00:00,2.141e-05,58961.724,34.35,26446.75,26186.56,26316.65,26576.85,26056.46,26706.95,25926.36,-1.16,58.0,-59.17,18.87,29.57,22.74,23.22,4677.703785714288,595.61,-34.85,145.36,-7.59,26343.3,26113.28,PositionState,lower,25985.5,26039.9,0.0,-54.400000000001455,159.5,-176.09999999999854,-52.87857142857138,141.90999999999983
14348,14348,14480,1693094400000.0,26008.5,26016.9,25987.4,25987.5,750.042,19503085.2697,2023-08-27 00:00:00,6.063e-05,57372.951,42.42,26040.44,26005.81,26023.13,26057.76,25988.49,26075.08,25971.17,-9.42,-7.43,-1.98,13.59,24.03,13.77,12.36,797.1972142857164,9.68,-3.75,-2.2,-0.53,26017.13,26001.79,PositionState,lower,25987.5,26019.9,0.0,-32.400000000001455,4.099999999998545,-32.400000000001455,-9.38000000000102,-7.610000000000582
14460,14460,14592,1693497600000.0,26911.4,26911.5,26200.3,26220.4,51983.42,1379589197.4616,2023-08-31 16:00:00,8.82e-06,58762.609,18.54,27317.87,26865.94,27091.91,27543.84,26639.97,27769.81,26414.0,-104.11,-24.82,-79.29,15.43,39.78,16.64,16.65,8764.074285714289,3670.44,-91.72,642.38,-22.77,27053.87,26629.53,PositionState,lower,26220.4,25814.4,0.0,406.0,755.1000000000022,-95.59999999999854,323.5543478260883,822.9799999999996
14561,14561,14693,1693861200000.0,25822.5,25828.0,25620.1,25664.7,9154.756,235359715.5932,2023-09-04 21:00:00,8.406e-05,58077.093,30.32,25939.25,25792.52,25865.89,26012.62,25719.15,26085.99,25645.78,-31.43,-13.47,-17.96,13.74,33.56,20.16,24.16,3447.461285714288,586.95,-21.17,86.06,-12.55,25837.27,25758.58,PositionState,lower,25664.7,25768.2,0.0,-103.5,6.799999999999272,-147.20000000000073,-56.49999999999976,9.670000000001892
14603,14603,14735,1694012400000.0,25607.4,25654.1,25532.5,25574.0,3856.939,98739688.1067,2023-09-06 15:00:00,6.42e-06,61327.259,33.67,25768.94,25654.52,25711.73,25826.15,25597.31,25883.36,25540.1,-29.65,-14.58,-15.06,13.32,22.76,12.81,12.9,2219.426285714288,218.16,-14.5,47.38,-2.37,25693.01,25619.33,PositionState,lower,25574.0,25846.3,0.0,-272.2999999999993,0.0,-272.2999999999993,-95.09999999999977,-105.39999999999782
14673,14673,14805,1694264400000.0,25838.5,25854.8,25784.8,25812.0,1830.07,47257407.1657,2023-09-09 13:00:00,4.25e-06,59056.78,40.63,25893.46,25839.72,25866.59,25920.33,25812.86,25947.2,25785.99,-23.91,-24.06,0.15,14.25,27.12,21.39,24.12,674.0999285714307,79.02,-5.75,-10.06,-5.92,25850.36,25829.35,PositionState,lower,25812.0,25880.3,0.0,-68.29999999999927,0.0,-68.29999999999927,-30.69999999999952,-27.080000000001743
14694,14694,14826,1694340000000.0,25817.4,25824.6,25793.0,25793.0,971.188,25061960.1391,2023-09-10 10:00:00,6.603e-05,59464.242,37.8,25869.3,25819.46,25844.38,25894.21,25794.54,25919.13,25769.63,-14.37,-10.88,-3.49,11.84,30.49,23.58,19.51,937.3543571428592,31.81,-5.4,9.91,-3.71,25832.25,25812.17,PositionState,lower,25793.0,25806.2,0.0,-13.200000000000728,106.09999999999854,-13.200000000000728,22.2272727272724,31.179999999996653
14709,14709,14841,1694394000000.0,25717.0,25743.0,25650.1,25674.6,2582.219,66360093.1531,2023-09-11 01:00:00,7.35e-05,57965.838,36.79,25843.57,25734.04,25788.8,25898.34,25679.27,25953.1,25624.5,-22.84,-18.53,-4.31,11.36,29.46,42.28,34.51,3683.430500000002,122.33,-12.02,21.61,-0.96,25771.8,25724.6,PositionState,lower,25674.6,25882.2,0.0,-207.60000000000215,0.0,-207.60000000000215,-79.80000000000146,-89.31000000000131
