,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
4481,4481,4613,1657573200000.0,20419.5,20424.0,20164.5,20233.5,7195.527,146082726.211,2022-07-11 21:00:00,4.144e-05,39946.684,32.37,20613.63,20439.97,20526.8,20700.45,20353.14,20787.28,20266.32,-132.47,-146.62,14.15,16.23,27.0,27.79,36.02,7257.417142857143,180.44,-30.86,3.34,-9.25,20432.61,20350.45,PositionState,lower,20233.5,19699.0,0.0,534.5,910.0,0.0,524.9571428571429,745.9599999999991
4759,4759,4891,1658574000000.0,22508.0,22519.5,22202.0,22225.0,12125.399,270877300.67,2022-07-23 11:00:00,6.429e-05,41667.444,29.38,22953.46,22568.52,22760.99,23145.92,22376.06,23338.39,22183.59,-151.5,-108.48,-43.01,8.72,29.93,30.38,25.84,5235.442,524.8,-56.41,-140.65,-4.1,22683.05,22409.07,PositionState,lower,22225.0,22453.0,0.0,-228.0,191.5,-228.0,-4.916666666666667,63.29999999999927
4797,4797,4929,1658710800000.0,22320.5,22328.0,22048.0,22201.5,7964.834,176910361.3695,2022-07-25 01:00:00,0.0001,40835.23599999,36.34,22721.22,22419.72,22570.47,22871.98,22268.96,23022.73,22118.21,-24.55,24.73,-49.29,12.62,22.37,19.45,21.61,6557.231142857143,-11.77,-38.84,126.72,-8.2,22601.33,22339.92,PositionState,lower,22201.5,22157.5,0.0,44.0,390.0,0.0,256.3,329.6499999999978
4819,4819,4951,1658790000000.0,21649.5,21742.0,21233.0,21301.0,14345.072,307821809.278,2022-07-25 23:00:00,2.443e-05,41960.007,28.54,22094.71,21758.09,21926.4,22263.02,21589.78,22431.33,21421.47,-163.55,-141.26,-22.29,13.33,34.7,29.34,27.58,9362.635357142855,775.43,-65.82,279.0,-8.05,21833.05,21566.84,PositionState,lower,21301.0,21098.5,0.0,202.5,567.5,0.0,278.9583333333333,550.4300000000003
4962,4962,5094,1659304800000.0,23581.0,23581.5,23224.0,23377.5,10971.382,256306803.7995,2022-07-31 22:00:00,9.467e-05,40194.224,33.24,23830.8,23629.21,23730.01,23931.59,23528.42,24032.39,23427.63,-71.28,-51.63,-19.65,15.85,26.45,21.39,22.59,5619.229285714285,504.98,-37.1,150.22,-10.53,23696.44,23530.38,PositionState,lower,23377.5,23417.5,0.0,-40.0,352.0,-40.0,81.61764705882354,225.40999999999983
4981,4981,5113,1659373200000.0,23187.0,23199.0,22865.0,22957.5,12801.655,294437603.861,2022-08-01 17:00:00,5.215e-05,42072.879,35.56,23429.08,23182.69,23305.88,23552.27,23059.5,23675.46,22936.31,-129.37,-127.83,-1.53,10.14,34.07,34.96,28.41,7224.101357142857,733.02,-36.68,-68.1,-7.37,23196.5,23103.62,PositionState,lower,22957.5,23250.0,0.0,-292.5,9.5,-292.5,-97.42857142857144,-66.90000000000146
5053,5053,5185,1659632400000.0,22575.0,22647.0,22542.0,22620.0,7441.111,168141925.4525,2022-08-04 17:00:00,0.0001,41835.528,35.24,23064.97,22772.61,22918.79,23211.16,22626.42,23357.34,22480.24,-104.01,-72.09,-31.91,13.56,26.73,20.95,20.57,7694.934142857143,296.13,-31.45,-28.32,-2.4,22834.33,22684.18,PositionState,lower,22620.0,22869.0,0.0,-249.0,180.0,-249.0,33.72222222222222,-49.20999999999913
5108,5108,5240,1659830400000.0,22950.0,23042.0,22846.0,22885.5,5630.154,129147079.83,2022-08-07 00:00:00,0.0001,40483.932,32.95,23192.69,23035.66,23114.17,23271.21,22957.14,23349.73,22878.62,-20.2,12.53,-32.73,9.49,31.59,24.76,22.93,2732.122928571429,316.72,-24.08,147.37,-2.27,23105.61,22971.17,PositionState,lower,22885.5,23024.5,0.0,-139.0,0.0,-139.0,-76.16666666666667,-28.450000000000728
5166,5166,5298,1660039200000.0,23470.0,23528.0,23350.0,23356.5,12905.785,302327964.5845,2022-08-09 10:00:00,0.0001,44306.13,31.44,23902.65,23589.45,23746.05,24059.25,23432.85,24215.84,23276.25,-21.11,48.6,-69.71,16.58,37.02,18.76,25.03,4859.590071428572,574.45,-41.0,106.24,-7.69,23737.38,23498.37,PositionState,lower,23356.5,23090.5,0.0,266.0,590.5,0.0,308.9782608695652,487.869999999999
5337,5337,5469,1660654800000.0,23913.0,24000.5,23850.0,23890.0,6381.158,152620335.799,2022-08-16 13:00:00,0.0001,44172.38,40.37,24090.54,23966.86,24028.7,24152.38,23905.02,24214.22,23843.17,-71.62,-73.24,1.61,12.22,24.06,27.03,22.83,4547.538857142857,-540.63,-14.59,-21.02,-1.38,23978.38,23925.81,PositionState,lower,23890.0,23964.5,0.0,-74.5,183.0,-74.5,37.125,7.960000000002765
5361,5361,5493,1660741200000.0,23658.0,23662.5,23310.5,23412.5,19364.875,454836252.34,2022-08-17 13:00:00,0.0001,47158.754,33.18,24038.14,23654.2,23846.17,24230.11,23462.23,24422.08,23270.26,-90.31,-42.74,-47.57,15.24,32.79,19.68,22.93,8931.340928571428,1261.14,-45.65,124.31,-7.53,23832.94,23563.68,PositionState,lower,23412.5,23520.0,0.0,-107.5,147.5,-107.5,17.595238095238095,97.22000000000116
5389,5389,5521,1660842000000.0,23323.0,23408.0,23255.0,23263.5,4825.576,112647072.5655,2022-08-18 17:00:00,2.591e-05,51308.709,37.1,23505.34,23363.34,23434.34,23576.34,23292.34,23647.34,23221.33,-57.76,-58.95,1.19,12.7,20.43,15.91,18.63,4388.064142857143,252.12,-17.97,13.85,-1.04,23436.55,23323.29,PositionState,lower,23263.5,21306.0,0.0,1957.5,2444.5,-139.5,1434.4,2058.850000000002
5439,5439,5571,1661022000000.0,21099.0,21137.5,20924.0,20980.5,10466.191,220111496.5295,2022-08-20 19:00:00,-8.407e-05,47684.88,32.36,21342.65,21137.33,21239.99,21445.31,21034.68,21547.96,20932.02,-134.75,-164.93,30.18,11.07,27.81,42.37,52.08,5703.977285714286,220.23,-27.31,-110.56,-4.6,21204.22,21076.18,PositionState,lower,20980.5,21244.5,0.0,-264.0,169.0,-264.0,-97.28571428571428,-109.16999999999824
5475,5475,5607,1661151600000.0,21338.5,21364.0,21042.0,21094.5,12154.607,257581177.502,2022-08-22 07:00:00,-0.00012187,46145.021,33.13,21472.94,21292.52,21382.73,21563.16,21202.3,21653.37,21112.09,-4.37,31.87,-36.24,12.64,31.87,17.79,18.09,6509.0804285714285,627.35,-30.34,158.39,-10.38,21395.27,21239.34,PositionState,lower,21094.5,21387.5,0.0,-293.0,0.0,-293.0,-127.88888888888889,-64.95999999999913
5518,5518,5650,1661306400000.0,21249.5,21353.0,21138.5,21189.5,7344.201,156040094.3295,2022-08-24 02:00:00,1.27e-05,47098.881,40.73,21467.34,21288.97,21378.16,21556.52,21199.79,21645.71,21110.61,9.05,39.72,-30.67,19.22,20.3,20.07,19.02,6841.854571428571,123.18,-19.86,-155.11,-3.45,21420.55,21265.85,PositionState,lower,21189.5,21406.5,0.0,-217.0,0.0,-217.0,-103.5,-82.63000000000102
5578,5578,5710,1661522400000.0,21743.5,21800.0,21122.0,21151.5,50122.862,1074990631.608,2022-08-26 14:00:00,0.0001,47326.992,39.84,21611.98,21330.64,21471.31,21752.65,21189.98,21893.32,21049.31,-40.08,-31.12,-8.96,19.57,35.59,20.89,16.67,11319.346714285712,3090.26,-33.66,141.77,-14.56,21420.44,21376.95,PositionState,lower,21151.5,19877.5,0.0,1274.0,1603.5,0.0,1053.3257575757575,1537.5600000000013
5675,5675,5807,1661871600000.0,19825.0,19828.0,19610.0,19752.0,17026.898,336162777.6285,2022-08-30 15:00:00,9.14e-06,52270.291,30.13,20374.73,20009.8,20192.27,20557.2,19827.34,20739.66,19644.88,-6.91,66.1,-73.01,16.68,33.75,36.85,33.27,9086.459428571428,926.74,-46.34,173.56,-8.69,20241.94,19910.18,PositionState,lower,19752.0,20222.0,0.0,-470.0,145.0,-470.0,-105.95454545454544,-148.98999999999796
5786,5786,5918,1662271200000.0,19761.5,19777.0,19677.5,19696.0,4951.232,97611795.8955,2022-09-04 06:00:00,0.0001,56131.107,38.04,19829.9,19750.55,19790.22,19869.57,19710.87,19909.25,19671.2,-39.43,-43.26,3.82,11.98,27.23,25.59,24.78,2709.5489285714284,165.66,-9.91,6.15,-7.05,19775.61,19735.05,PositionState,lower,19696.0,19841.5,0.0,-145.5,65.0,-145.5,-37.91666666666666,-55.47999999999956
5846,5846,5978,1662487200000.0,19097.5,19125.5,18944.0,18951.5,12168.42,231539387.7755,2022-09-06 18:00:00,6.524e-05,55962.29,21.54,19942.01,19419.97,19680.99,20203.03,19158.95,20464.05,18897.93,-112.81,-22.64,-90.16,10.48,41.5,25.46,21.58,11782.242,514.91,-76.78,433.38,-3.54,19652.22,19195.84,PositionState,lower,18951.5,18979.5,0.0,-28.0,346.0,-28.0,133.45833333333334,267.75
6010,6010,6142,1663077600000.0,21190.0,21250.0,20852.0,20998.0,24866.954,523784796.0845,2022-09-13 14:00:00,4.252e-05,48616.887,24.73,22429.96,21590.15,22010.05,22849.86,21170.25,23269.76,20750.35,-145.09,13.59,-158.68,17.17,40.14,29.72,31.53,14831.388928571429,1039.5,-106.54,481.9,-7.69,21977.94,21279.29,PositionState,lower,20998.0,20286.5,0.0,711.5,1226.0,0.0,706.6060606060606,1101.8899999999994
6059,6059,6191,1663254000000.0,19700.0,19845.0,19472.0,19731.0,25640.393,504615745.32,2022-09-15 15:00:00,9.994e-05,46607.019,31.47,20215.12,19927.44,20071.28,20358.96,19783.6,20502.8,19639.76,-116.57,-101.22,-15.34,9.39,31.21,32.9,36.67,8915.730214285713,1195.9,-35.81,58.77,-5.02,20042.5,19819.86,PositionState,lower,19731.0,19856.0,0.0,-125.0,50.5,-127.0,-35.54761904761905,13.350000000002185
6081,6081,6213,1663333200000.0,19680.5,19764.0,19435.0,19525.0,19179.976,376237671.4125,2022-09-16 13:00:00,4.37e-05,49118.343,34.46,19837.68,19699.62,19768.65,19906.71,19630.59,19975.75,19561.56,-82.97,-86.62,3.65,11.71,33.29,38.88,39.36,5163.138,1017.03,-25.64,65.84,-10.32,19722.5,19634.25,PositionState,lower,19525.0,19743.0,0.0,-218.0,91.5,-218.0,-62.25,-22.639999999999414
6133,6133,6265,1663520400000.0,19743.0,19755.0,19600.0,19629.0,7706.59,151612402.644,2022-09-18 17:00:00,0.0001,48657.367,32.15,20016.88,19769.61,19893.24,20140.51,19645.98,20264.14,19522.35,-50.12,-8.81,-41.31,10.09,32.29,23.63,18.82,5433.2475,389.51,-27.81,96.18,-1.12,19840.11,19710.19,PositionState,lower,19629.0,19095.5,0.0,533.5,1227.0,-87.0,592.7857142857143,800.9399999999987
6177,6177,6309,1663678800000.0,19120.0,19128.5,18770.0,18911.5,31863.96,602339846.384,2022-09-20 13:00:00,1.506e-05,48974.845,35.69,19409.48,19081.47,19245.47,19573.49,18917.46,19737.49,18753.46,-31.72,13.62,-45.35,17.35,31.98,16.98,23.18,8907.672285714287,2026.2,-35.15,17.9,-10.32,19238.88,19048.3,PositionState,lower,18911.5,19228.0,0.0,-316.5,0.0,-316.5,-155.0,-92.77000000000044
6249,6249,6381,1663938000000.0,18889.0,19065.5,18613.0,18629.5,24910.953,469927986.6245,2022-09-23 13:00:00,-3.749e-05,49067.639,32.25,19281.91,18864.81,19073.36,19490.46,18656.26,19699.02,18447.7,-61.03,17.06,-78.09,13.99,28.5,17.49,16.47,7815.411071428571,1108.1,-46.72,158.47,-6.33,19037.72,18773.07,PositionState,lower,18629.5,19003.5,0.0,-374.0,4.5,-374.0,-125.38888888888889,-124.54999999999929
6281,6281,6413,1664053200000.0,19137.0,19140.0,18836.0,18945.0,9911.052,187826105.8655,2022-09-24 21:00:00,5.797e-05,48576.754,42.79,19122.47,19015.14,19068.81,19176.13,18961.48,19229.8,18907.82,7.53,15.67,-8.14,15.74,27.09,10.04,12.21,4146.162714285713,110.02,-13.02,45.72,-12.52,19085.16,19032.18,PositionState,lower,18945.0,19041.5,0.0,-96.5,67.0,-96.5,-3.071428571428572,37.7400000000016
6305,6305,6437,1664139600000.0,18897.5,18927.5,18626.0,18732.0,8806.914,165503865.669,2022-09-25 21:00:00,2.898e-05,50025.131,32.81,19044.64,18872.81,18958.73,19130.55,18786.9,19216.46,18700.99,-44.94,-22.47,-22.47,14.47,32.01,13.88,12.77,5181.595928571428,259.72,-23.86,84.51,-13.38,18914.88,18823.13,PositionState,lower,18732.0,18899.5,0.0,-167.5,40.0,-167.5,-69.86363636363636,1.2800000000024738
6393,6393,6525,1664456400000.0,19204.5,19352.5,18906.0,18986.5,31901.407,609729192.887,2022-09-29 13:00:00,-2.209e-05,55258.137,36.27,19476.92,19206.09,19341.5,19612.34,19070.67,19747.75,18935.25,-8.75,38.88,-47.63,16.43,29.3,14.13,18.08,11555.781571428572,1785.84,-37.36,185.19,-8.93,19338.88,19154.07,PositionState,lower,18986.5,19435.5,0.0,-449.0,0.0,-449.0,-237.0,-177.1800000000003
6585,6585,6717,1665147600000.0,19612.5,19704.5,19500.0,19595.0,22807.585,446958459.2165,2022-10-07 13:00:00,0.0001,64144.567,29.34,20036.01,19802.68,19919.35,20152.68,19686.02,20269.35,19569.35,-82.26,-54.51,-27.75,11.26,36.19,17.14,14.54,9404.515,1304.99,-34.14,126.34,-2.68,19871.27,19695.61,PositionState,lower,19595.0,19476.5,0.0,118.5,284.5,-38.5,126.3913043478261,257.2299999999996
6652,6652,6784,1665388800000.0,19403.5,19406.0,19122.0,19229.5,24198.235,465393415.8505,2022-10-10 08:00:00,0.0001,65246.263,30.87,19486.44,19361.54,19423.99,19548.88,19299.09,19611.33,19236.64,-27.21,-8.93,-18.28,8.97,39.5,29.8,25.77,4789.784999999999,1570.37,-20.46,99.49,-18.54,19419.38,19318.54,PositionState,lower,19229.5,19410.5,0.0,-181.0,0.0,-181.0,-81.3,-41.11000000000058
6660,6660,6792,1665417600000.0,19266.0,19283.5,19062.5,19137.5,15485.867,296879706.7645,2022-10-10 16:00:00,0.0001,68008.175,34.39,19438.51,19244.93,19341.72,19535.3,19148.14,19632.09,19051.35,-58.18,-38.57,-19.6,8.11,33.1,39.33,32.22,7420.841642857144,993.85,-21.5,47.52,-8.49,19279.44,19208.41,PositionState,lower,19137.5,19150.0,0.0,-12.5,108.0,-176.0,19.075,94.4900000000016
6723,6723,6855,1665644400000.0,19055.5,19055.5,18952.0,19005.5,9433.989,179273173.305,2022-10-13 07:00:00,7.248e-05,64947.999,35.22,19131.7,19054.53,19093.12,19170.28,19015.95,19208.86,18977.37,-13.46,-1.63,-11.83,12.15,31.65,20.76,21.01,3638.722285714285,526.6,-9.22,26.88,-7.84,19086.38,19038.07,PositionState,lower,19005.5,18946.0,0.0,59.5,626.5,-3.5,274.1111111111111,337.25
6786,6786,6918,1665871200000.0,19062.0,19080.0,19034.5,19054.5,2406.914,45858429.546,2022-10-15 22:00:00,7.789e-05,67271.446,35.91,19174.93,19094.96,19134.95,19214.92,19054.98,19254.9,19015.0,-51.66,-52.72,1.06,12.23,30.94,32.4,30.45,2264.0537857142854,-349.9,-8.46,4.34,-1.41,19098.38,19067.06,PositionState,lower,19054.5,19136.0,0.0,-81.5,0.0,-81.5,-30.0,-33.44999999999709
6854,6854,6986,1666116000000.0,19397.0,19401.0,19164.0,19213.0,12715.79,244855769.7755,2022-10-18 18:00:00,3.261e-05,71234.989,33.45,19559.33,19357.99,19458.66,19660.0,19257.32,19760.67,19156.65,-22.24,18.66,-40.9,13.89,31.18,31.14,33.46,8840.340642857143,657.51,-25.86,104.36,-12.2,19446.38,19309.8,PositionState,lower,19213.0,19262.0,0.0,-49.0,93.0,-143.5,-26.65909090909091,103.86000000000058
6920,6920,7052,1666353600000.0,18936.5,18936.5,18621.5,18874.0,30195.988,566960212.368,2022-10-21 12:00:00,0.0001,73725.359,31.34,19077.21,18976.62,19026.92,19127.5,18926.33,19177.8,18876.03,-51.03,-39.44,-11.58,8.34,43.33,30.61,26.89,5568.343714285715,1902.7,-16.09,-25.42,-18.95,18991.55,18921.78,PositionState,lower,18874.0,19052.5,0.0,-178.5,0.0,-178.5,-89.25,-65.36000000000058
7162,7162,7294,1667224800000.0,20318.0,20410.0,20222.0,20332.5,20187.18,410318897.3485,2022-10-31 14:00:00,4.618e-05,59277.561,36.07,20685.15,20455.1,20570.12,20800.17,20340.07,20915.19,20225.05,-46.09,-33.2,-12.88,16.31,33.68,22.19,19.97,6607.779428571428,1105.28,-25.02,53.07,-7.53,20558.83,20419.09,PositionState,lower,20332.5,20480.0,0.0,-147.5,0.0,-147.5,-64.3,-34.75
7216,7216,7348,1667419200000.0,20240.0,20271.0,20088.0,20164.5,9578.207,193175496.6525,2022-11-02 20:00:00,5.665e-05,57155.945,31.52,20490.81,20317.42,20404.11,20577.51,20230.72,20664.2,20144.02,-44.82,-22.7,-22.12,18.88,11.87,21.11,17.37,10920.2375,582.89,-25.22,113.34,-6.98,20378.72,20254.45,PositionState,lower,20164.5,20346.0,0.0,-181.5,64.0,-181.5,-51.61111111111112,-54.93999999999869
7316,7316,7448,1667779200000.0,20904.0,20941.5,20831.0,20891.0,6260.363,130813437.406,2022-11-07 00:00:00,9.657e-05,60848.862,24.54,21248.04,21048.79,21148.41,21347.66,20949.16,21447.28,20849.54,-54.08,-17.3,-36.78,8.85,38.17,25.95,22.6,3793.2274285714298,377.27,-27.09,137.76,-3.5,21123.88,20957.05,PositionState,lower,20891.0,20835.5,0.0,55.5,268.0,-90.5,111.025,190.64999999999785
7338,7338,7470,1667858400000.0,20672.0,20672.5,20365.0,20456.0,13532.64,277383785.1145,2022-11-07 22:00:00,0.0001,59958.615,31.94,20862.84,20656.08,20759.46,20966.21,20552.71,21069.59,20449.33,-100.46,-100.2,-0.25,14.78,38.41,34.33,35.94,5911.661857142858,248.68,-31.95,-0.07,-13.7,20689.72,20590.61,PositionState,lower,20456.0,20355.5,0.0,100.5,1046.0,-166.0,507.1842105263158,653.3500000000022
7358,7358,7490,1667930400000.0,19324.5,19554.5,18350.0,18591.5,122158.912,2305040697.5485,2022-11-08 18:00:00,8.632e-05,48351.971,29.62,20269.54,19303.77,19786.66,20752.43,18820.89,21235.31,18338.0,-339.53,-290.83,-48.69,20.31,37.57,47.78,45.36,27685.95407142857,4927.41,-125.79,212.74,-25.3,19537.05,19111.19,PositionState,lower,18591.5,16815.5,0.0,1776.0,2892.0,-104.0,1220.0,2368.3899999999994
7469,7469,7601,1668330000000.0,16636.5,16660.5,16420.0,16534.0,10436.585,172374939.4245,2022-11-13 09:00:00,-0.00044079,43522.904,32.73,16880.52,16692.09,16786.3,16974.73,16597.88,17068.94,16503.66,-61.74,-38.33,-23.41,11.64,31.34,15.2,13.54,3348.813142857144,654.94,-26.56,114.34,-8.37,16768.33,16616.83,PositionState,lower,16534.0,16634.5,0.0,-100.5,677.5,-129.5,113.5681818181818,317.26000000000204
7546,7546,7678,1668607200000.0,16495.0,16566.0,16407.0,16478.0,12112.22,199578852.4635,2022-11-16 14:00:00,-0.0003861,49964.227,33.15,16866.81,16611.27,16739.04,16994.58,16483.5,17122.35,16355.73,-56.12,-7.05,-49.06,10.46,26.35,18.81,16.55,6273.750214285715,592.18,-27.47,91.72,-2.25,16692.61,16533.26,PositionState,lower,16478.0,16658.5,0.0,-180.5,45.0,-180.5,-57.44444444444444,-68.72000000000116
7650,7650,7782,1668981600000.0,16287.5,16366.0,16180.0,16296.5,10486.007,170774233.57,2022-11-20 22:00:00,4.894e-05,47833.515,25.44,16645.58,16430.43,16538.01,16753.15,16322.86,16860.73,16215.29,-62.96,-35.09,-27.87,9.71,36.57,24.25,22.77,5011.655857142859,271.01,-25.42,100.94,-3.1,16500.16,16359.48,PositionState,lower,16296.5,16155.0,0.0,141.5,664.0,0.0,332.6875,387.2999999999993
7751,7751,7883,1669345200000.0,16515.0,16515.5,16459.0,16481.5,1809.217,29832098.434,2022-11-25 03:00:00,-0.00013314,55710.823,43.56,16582.02,16515.62,16548.82,16615.22,16482.41,16648.43,16449.21,-2.82,12.42,-15.24,17.86,20.4,16.36,23.38,3128.78442857143,-121.12,-7.09,-16.45,-0.94,16543.61,16502.95,PositionState,lower,16481.5,16511.0,0.0,-29.5,124.0,-29.5,43.833333333333336,22.88000000000102
7820,7820,7952,1669593600000.0,16426.0,16477.0,16418.5,16437.0,2979.815,49035583.895,2022-11-28 00:00:00,-9.912e-05,56009.811,37.24,16556.17,16483.95,16520.06,16592.28,16447.85,16628.38,16411.74,-7.93,2.2,-10.13,17.51,27.41,19.97,16.68,2065.478000000001,19.73,-8.73,42.31,-4.76,16521.61,16465.24,PositionState,lower,16437.0,16295.0,0.0,142.0,321.0,0.0,233.7941176470588,236.78000000000247
7929,7929,8061,1669986000000.0,17023.0,17100.0,16769.0,16883.0,31993.293,541181155.617,2022-12-02 13:00:00,0.0001,55774.59,41.59,16997.75,16921.94,16959.85,17035.65,16884.04,17073.56,16846.14,-8.67,-9.46,0.78,18.17,28.05,18.18,23.22,4788.41692857143,2171.7,-8.09,23.01,-21.1,16950.16,16939.76,PositionState,lower,16883.0,16977.0,0.0,-94.0,0.0,-94.0,-43.285714285714285,-15.7300000000032
7963,7963,8095,1670108400000.0,16896.0,16910.5,16867.0,16881.0,1955.741,33038781.043,2022-12-03 23:00:00,0.0001,54164.528,36.54,16975.0,16918.19,16946.6,17003.4,16889.79,17031.81,16861.39,-17.04,-9.68,-7.35,12.73,23.85,15.99,15.03,2010.9915000000008,1.78,-6.9,4.35,-1.27,16937.55,16900.35,PositionState,lower,16881.0,16962.0,0.0,-81.0,0.0,-81.0,-47.333333333333336,-41.2300000000032
8043,8043,8175,1670396400000.0,16944.5,16944.5,16718.0,16765.0,20115.204,337941705.39,2022-12-07 07:00:00,9.301e-05,57185.661,27.71,17044.75,16919.55,16982.15,17107.35,16856.96,17169.94,16794.36,-23.11,-8.86,-14.25,13.87,40.93,18.21,18.4,4290.260357142858,1222.55,-22.85,96.02,-20.09,16998.22,16872.63,PositionState,lower,16765.0,16840.5,0.0,-75.5,0.0,-82.5,-46.44827586206897,47.85000000000218
8156,8156,8288,1670803200000.0,17078.0,17078.0,16920.0,16943.5,13783.018,234153581.034,2022-12-12 00:00:00,1.826e-05,61274.493,20.04,17170.62,17064.93,17117.78,17223.46,17012.09,17276.31,16959.25,-25.56,-7.23,-18.33,14.83,33.99,15.21,12.31,2984.483500000001,936.49,-18.34,98.68,-22.86,17110.5,17017.81,PositionState,lower,16943.5,17004.5,0.0,-61.0,43.5,-61.0,-0.1,36.43000000000029
8242,8242,8374,1671112800000.0,17490.5,17536.0,17395.0,17443.0,10022.078,175117393.94,2022-12-15 14:00:00,-0.00014548,66704.571,33.3,17774.16,17590.02,17682.09,17866.22,17497.95,17958.29,17405.88,-60.24,-30.35,-29.89,12.62,30.76,24.95,30.85,5164.660285714287,505.48,-25.15,-196.18,-3.55,17630.61,17514.1,PositionState,lower,17443.0,17496.5,0.0,-53.5,108.5,-53.5,40.5,65.18000000000029
8261,8261,8393,1671181200000.0,17217.5,17218.0,16950.0,17031.5,30739.898,524058917.3075,2022-12-16 09:00:00,-0.00019453,65700.36,26.41,17489.14,17300.62,17394.88,17583.4,17206.37,17677.66,17112.11,-94.73,-80.42,-14.31,13.49,44.0,37.03,34.59,6367.7419285714295,1840.79,-38.25,104.42,-15.82,17345.44,17182.35,PositionState,lower,17031.5,16731.0,0.0,300.5,397.5,0.0,263.2763157894737,468.5599999999977
8340,8340,8472,1671465600000.0,16662.5,16694.5,16577.0,16625.5,9409.163,156446992.432,2022-12-19 16:00:00,3.085e-05,63882.168,36.81,16746.8,16675.16,16710.98,16782.62,16639.34,16818.44,16603.51,-12.32,-3.48,-8.83,12.64,26.11,16.35,20.35,3491.44042857143,519.42,-9.0,30.02,-10.27,16714.22,16658.99,PositionState,lower,16625.5,16713.0,0.0,-87.5,211.0,-87.5,71.86363636363636,44.159999999999854
8410,8410,8542,1671717600000.0,16775.5,16784.5,16630.0,16670.5,13673.083,228218290.425,2022-12-22 14:00:00,7.265e-05,64190.388,32.85,16842.26,16759.79,16801.03,16883.5,16718.55,16924.73,16677.32,-12.48,-1.13,-11.34,11.48,33.61,12.48,13.89,2390.3335000000006,792.21,-13.74,49.38,-15.85,16798.94,16733.87,PositionState,lower,16670.5,16787.0,0.0,-116.5,78.0,-116.5,8.357142857142858,17.30999999999767
8486,8486,8618,1671991200000.0,16792.0,16802.5,16778.0,16778.5,893.707,15008619.659,2022-12-25 18:00:00,0.0001,66059.464,38.74,16830.07,16798.37,16814.22,16845.93,16782.52,16861.78,16766.66,-7.88,-3.32,-4.56,10.69,32.84,22.84,15.32,1684.097857142858,34.1,-3.75,13.43,-2.45,16808.27,16789.93,PositionState,lower,16778.5,16823.5,0.0,-45.0,14.0,-45.0,-10.5,-10.36999999999898
8530,8530,8662,1672149600000.0,16816.5,16827.0,16728.0,16770.0,7089.604,118883897.6795,2022-12-27 14:00:00,8.357e-05,66914.20299999,36.35,16868.76,16807.19,16837.97,16899.54,16776.4,16930.33,16745.61,-8.29,1.76,-10.05,12.79,30.54,20.79,20.31,1854.1442142857156,-118.71,-7.15,14.92,-11.32,16835.33,16795.02,PositionState,lower,16770.0,16733.0,0.0,37.0,172.5,-22.0,90.68,103.01000000000204
8562,8562,8694,1672264800000.0,16534.0,16540.0,16480.5,16521.0,3901.961,64408182.3505,2022-12-28 22:00:00,0.0001,70870.061,34.91,16673.57,16579.14,16626.36,16720.78,16531.93,16768.0,16484.72,-42.38,-35.4,-6.97,14.46,29.21,27.77,34.47,4955.889000000001,152.35,-11.09,19.04,-1.44,16603.05,16544.91,PositionState,lower,16521.0,16595.0,0.0,-74.0,0.0,-74.0,-38.083333333333336,-28.049999999999272
8594,8594,8726,1672380000000.0,16563.0,16580.0,16541.0,16551.0,3188.187,52799295.7875,2022-12-30 06:00:00,0.0001,72102.836,38.8,16622.75,16579.88,16601.32,16644.18,16558.45,16665.61,16537.02,-6.41,-1.06,-5.34,11.78,25.33,15.62,16.08,1976.4625714285728,-58.23,-5.29,22.47,-1.24,16605.72,16569.84,PositionState,lower,16551.0,16563.5,0.0,-12.5,118.0,-12.5,47.2,56.92000000000189
8634,8634,8766,1672524000000.0,16560.0,16583.5,16480.5,16535.5,5442.037,89984982.17299998,2022-12-31 22:00:00,0.00035736,72662.708,38.86,16596.56,16558.71,16577.64,16615.49,16539.78,16634.42,16520.85,-0.85,4.64,-5.49,18.38,31.16,21.26,21.01,1854.311285714287,239.81,-4.43,9.66,-16.8,16583.0,16554.01,PositionState,lower,16535.5,16559.5,0.0,-24.0,13.5,-34.5,-12.5,2.6699999999982538
9061,9061,9193,1674061200000.0,20848.0,21150.0,20737.5,20877.5,36139.095,756637833.1304998,2023-01-18 17:00:00,1.262e-05,51636.245,35.97,21311.96,21030.3,21171.13,21452.79,20889.47,21593.62,20748.64,-42.28,4.2,-46.48,19.31,29.89,23.08,25.52,15217.8705,2223.1,-30.9,105.95,1.21,21154.5,20949.44,PositionState,lower,20877.5,20855.0,0.0,22.5,203.5,-46.5,95.58695652173913,137.55999999999767
