,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi
0,1597420800.0,11750,11861,11725,11811,1318.411,15571752.321,2020-08-14 16:00:00,0.00044653,0.000118,5924.59400000
1,1597424400.0,11811,11849.5,11780,11808.5,965.249,11398142.8165,2020-08-14 17:00:00,0.00044653,0.000996,5859.03600000
2,1597428000.0,11808.5,11832,11795,11829,304.32,3599801.28,2020-08-14 18:00:00,0.00044653,0.000639,5858.63600000
3,1597431600.0,11829,11829,11782.5,11815,215.349,2544348.435,2020-08-14 19:00:00,0.00044653,0.001249,5901.57800000
4,1597435200.0,11815,11828.5,11738.5,11773,371.165,4369725.545,2020-08-14 20:00:00,0.00044653,0.001242,6000.11400000
5,1597438800.0,11773,11785,11715,11767,217.236,2556216.012,2020-08-14 21:00:00,0.00044653,0.001209,6100.94600000
6,1597442400.0,11767,11793.5,11733.5,11782,70.232,827473.424,2020-08-14 22:00:00,0.00044653,0.00131,6009.57200000
7,1597446000.0,11782,11787.5,11750,11769,94.019,1106509.611,2020-08-14 23:00:00,0.00044653,0.001153,6010.54600000
8,1597449600.0,11769,11981,11768.5,11926.5,1637.715,19532207.9475,2020-08-15 00:00:00,0.00069388,0.000834,6042.84800000
9,1597453200.0,11926.5,11952.5,11875,11936,549.372,6557304.192,2020-08-15 01:00:00,0.00069388,0.001285,5562.43400000
10,1597456800.0,11936,11943,11890.5,11894,216.032,2569484.608,2020-08-15 02:00:00,0.00069388,0.001132,5634.34000000
11,1597460400.0,11894,11913,11872,11894.5,78.693,936013.8885,2020-08-15 03:00:00,0.00069388,0.00098,5700.14800000
12,1597464000.0,11894.5,11905,11838.5,11871.5,532.346,6319745.539,2020-08-15 04:00:00,0.00069388,0.001044,5704.74800000
13,1597467600.0,11871.5,11895,11850,11895,118.677,1411662.915,2020-08-15 05:00:00,0.00069388,0.001026,5779.38800000
14,1597471200.0,11895,11925,11890,11902.5,228.605,2720971.0125,2020-08-15 06:00:00,0.00069388,0.001652,5773.39400000
15,1597474800.0,11902.5,11908.5,11865,11899,140.999,1677747.101,2020-08-15 07:00:00,0.00069388,0.001386,5639.77800000
16,1597478400.0,11899,11937.5,11839,11875.5,597.051,7090279.1505,2020-08-15 08:00:00,0.00051114,0.001001,5719.31600000
17,1597482000.0,11875.5,11923,11866,11909,179.76,2140761.84,2020-08-15 09:00:00,0.00051114,0.001222,5832.32600000
18,1597485600.0,11909,11924,11871.5,11871.5,307.61,3651792.115,2020-08-15 10:00:00,0.00051114,0.001206,5802.92800000
19,1597489200.0,11871.5,11906,11857.5,11857.5,299.761,3554416.0575,2020-08-15 11:00:00,0.00051114,0.001206,5858.77200000
20,1597492800.0,11857.5,11878.5,11700,11769.5,1846.955,21737736.8725,2020-08-15 12:00:00,0.00051114,0.001417,5937.69600000
21,1597496400.0,11769.5,11829,11741,11808.5,364.45,4303607.825,2020-08-15 13:00:00,0.00051114,0.001378,6029.05000000
22,1597500000.0,11808.5,11840.5,11789,11820,229.572,2713541.04,2020-08-15 14:00:00,0.00051114,0.001623,5880.14200000
23,1597503600.0,11820,11899,11807,11861,499.096,5919777.656,2020-08-15 15:00:00,0.00051114,0.00172,5947.89000000
24,1597507200.0,11861,11911,11835,11869,395.722,4696824.418,2020-08-15 16:00:00,0.0005648,0.001395,5703.94400000
25,1597510800.0,11869,11892,11867.5,11871.5,136.172,1616565.898,2020-08-15 17:00:00,0.0005648,0.001214,5794.65200000
26,1597514400.0,11871.5,11895,11865.5,11885.5,122.799,1459527.5145,2020-08-15 18:00:00,0.0005648,0.001092,5824.37600000
27,1597518000.0,11885.5,11892,11842.5,11847,159.068,1884478.596,2020-08-15 19:00:00,0.0005648,0.000937,5744.90000000
28,1597521600.0,11847,11878,11847,11866.5,81.891,971759.5515,2020-08-15 20:00:00,0.0005648,0.000708,5697.64200000
29,1597525200.0,11866.5,11981.5,11750,11889,2523.078,29996874.342,2020-08-15 21:00:00,0.0005648,-0.000799,5681.43800000
30,1597528800.0,11889,11969,11855.5,11865,1105.714,13119296.61,2020-08-15 22:00:00,0.0005648,0.001597,5437.10800000
31,1597532400.0,11865,11884.5,11821.5,11864,460.762,5466480.368,2020-08-15 23:00:00,0.0005648,0.001243,5375.33800000
32,1597536000.0,11864,11874.5,11800,11827.5,289.082,3419117.355,2020-08-16 00:00:00,0.0007076,0.000896,5588.41400000
33,1597539600.0,11827.5,11891.5,11796.5,11889.5,463.317,5508607.4715,2020-08-16 01:00:00,0.0007076,0.000682,5583.88400000
34,1597543200.0,11889.5,11892,11852,11878,167.731,1992308.818,2020-08-16 02:00:00,0.0007076,0.000304,5649.33200000
35,1597546800.0,11878,11933,11877,11933,324.146,3868034.218,2020-08-16 03:00:00,0.0007076,0.000608,5646.68800000
36,1597550400.0,11933,11936,11885,11906,199.711,2377759.166,2020-08-16 04:00:00,0.0007076,0.001266,5518.08200000
37,1597554000.0,11906,11926.5,11899.5,11910.5,109.87,1308606.635,2020-08-16 05:00:00,0.0007076,0.001562,5608.39200000
38,1597557600.0,11910.5,11924,11878.5,11896.5,120.292,1431053.778,2020-08-16 06:00:00,0.0007076,0.001157,5592.51000000
39,1597561200.0,11896.5,11902,11868.5,11881.5,96.719,1149166.7985,2020-08-16 07:00:00,0.0007076,0.001712,5619.47800000
40,1597564800.0,11881.5,11885.5,11830.5,11865,344.513,4087646.745,2020-08-16 08:00:00,0.00049832,0.001441,5605.00000000
41,1597568400.0,11865,11891,11836,11886.5,353.173,4197990.8645,2020-08-16 09:00:00,0.00049832,0.001091,5600.04200000
42,1597572000.0,11886.5,11893,11783,11812.5,697.671,8241238.6875,2020-08-16 10:00:00,0.00049832,0.001667,5638.34400000
43,1597575600.0,11812.5,11812.5,11752.5,11771.5,585.541,6892695.8815,2020-08-16 11:00:00,0.00049832,0.001597,6019.20400000
44,1597579200.0,11771.5,11799,11706.5,11785.5,918.115,10820444.3325,2020-08-16 12:00:00,0.00049832,0.001237,6239.15800000
45,1597582800.0,11785.5,11826,11774,11826,409.439,4842025.614,2020-08-16 13:00:00,0.00049832,0.001023,6362.91800000
46,1597586400.0,11826,11848,11803,11819,417.533,4934822.527,2020-08-16 14:00:00,0.00049832,0.001085,6220.75600000
