index,start_at,open,high,low,close,volume,turnover,date
1711900800.0,1711900800.0,3621.36,3637.99,3620.53,3625.16,9146.76,33188321.1811,2024-03-31 16:00:00
1711904400.0,1711904400.0,3625.16,3633.99,3624.01,3630.61,5738.15,20823558.8321,2024-03-31 17:00:00
1711908000.0,1711908000.0,3630.61,3661.91,3627.38,3632.85,25661.85,93600760.5173,2024-03-31 18:00:00
1711911600.0,1711911600.0,3632.85,3648.92,3617.19,3643.49,20317.17,73832857.1963,2024-03-31 19:00:00
1711915200.0,1711915200.0,3643.49,3649.48,3633.7,3638.1,11320.52,41232271.3627,2024-03-31 20:00:00
1711918800.0,1711918800.0,3638.1,3644.48,3621.21,3628.87,13529.92,49141804.9733,2024-03-31 21:00:00
1711922400.0,1711922400.0,3628.87,3643.95,3626.74,3633.87,9601.39,34925419.7114,2024-03-31 22:00:00
1711926000.0,1711926000.0,3633.87,3655.97,3632.71,3649.05,13949.92,50893928.3999,2024-03-31 23:00:00
1711929600.0,1711929600.0,3649.05,3649.93,3619.01,3629.92,16308.29,59253719.8722,2024-04-01 00:00:00
1711933200.0,1711933200.0,3629.92,3631.33,3610.09,3613.62,12430.43,44974273.0525,2024-04-01 01:00:00
1711936800.0,1711936800.0,3613.62,3619.6,3608.32,3616.83,7843.15,28343109.1295,2024-04-01 02:00:00
1711940400.0,1711940400.0,3616.83,3623.92,3603.85,3614.26,13249.88,47869265.7035,2024-04-01 03:00:00
1711944000.0,1711944000.0,3614.26,3617.91,3603.16,3604,9720.27,35083766.3822,2024-04-01 04:00:00
1711947600.0,1711947600.0,3604,3609.64,3501,3511.64,108510.01,384910010.109,2024-04-01 05:00:00
1711951200.0,1711951200.0,3511.64,3550,3503.87,3544.23,41103.61,145114841.292,2024-04-01 06:00:00
1711954800.0,1711954800.0,3544.23,3557.94,3540.65,3548.58,15346.73,54482413.1122,2024-04-01 07:00:00
1711958400.0,1711958400.0,3548.58,3548.85,3519.37,3536.19,43483.96,153711091.4877,2024-04-01 08:00:00
1711962000.0,1711962000.0,3536.19,3553.33,3536.15,3542.27,9144.74,32430738.5344,2024-04-01 09:00:00
1711965600.0,1711965600.0,3542.27,3551.65,3531.22,3549.12,13975.52,49522443.6483,2024-04-01 10:00:00
1711969200.0,1711969200.0,3549.12,3563.82,3538.28,3540.45,17691.67,62790519.7119,2024-04-01 11:00:00
1711972800.0,1711972800.0,3540.45,3564.04,3537.05,3561.25,22145.34,78698165.9756,2024-04-01 12:00:00
1711976400.0,1711976400.0,3561.25,3574,3550,3557.51,33748.54,120241491.6527,2024-04-01 13:00:00
1711980000.0,1711980000.0,3557.51,3559.6,3492.73,3510.08,70934,250086000.9064,2024-04-01 14:00:00
1711983600.0,1711983600.0,3510.08,3516.61,3438.21,3446.03,143423.98,498044366.5106,2024-04-01 15:00:00
1711987200.0,1711987200.0,3446.03,3466.7,3434.11,3447.75,44789.81,154761904.7974,2024-04-01 16:00:00
1711990800.0,1711990800.0,3447.75,3454,3412.05,3446.05,51762.74,177743919.0927,2024-04-01 17:00:00
1711994400.0,1711994400.0,3446.05,3451.98,3420,3448.79,26712.67,91843826.5021,2024-04-01 18:00:00
1711998000.0,1711998000.0,3448.79,3492.71,3444.6,3489.66,50206.66,174282407.3942,2024-04-01 19:00:00
1712001600.0,1712001600.0,3489.66,3500,3473.93,3499.41,31828.5,110952788.9179,2024-04-01 20:00:00
1712005200.0,1712005200.0,3499.41,3508,3487.64,3496.56,16394.71,57336628.5477,2024-04-01 21:00:00
1712008800.0,1712008800.0,3496.56,3518.74,3494.06,3506.98,14953,52423203.0689,2024-04-01 22:00:00
1712012400.0,1712012400.0,3506.98,3517.73,3504.2,3507.03,8975.05,31515405.313,2024-04-01 23:00:00
1712016000.0,1712016000.0,3507.03,3509.51,3470.23,3490.51,32883.49,114742877.0706,2024-04-02 00:00:00
1712019600.0,1712019600.0,3490.51,3506.6,3485.08,3497.02,14345.09,50183387.1946,2024-04-02 01:00:00
1712023200.0,1712023200.0,3497.02,3497.06,3311,3367.85,184489.49,624139015.3139,2024-04-02 02:00:00
1712026800.0,1712026800.0,3367.85,3384.2,3354.62,3368.26,47637.9,160426078.8835,2024-04-02 03:00:00
1712030400.0,1712030400.0,3368.26,3386.24,3348.33,3365.06,39421.7,132750650.555,2024-04-02 04:00:00
1712034000.0,1712034000.0,3365.06,3375.97,3339.16,3371.63,25634.46,86060538.5196,2024-04-02 05:00:00
1712037600.0,1712037600.0,3371.63,3392,3368.96,3384.93,22939.77,77522430.0258,2024-04-02 06:00:00
