,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi
44,1610064000000.0,39513,39786,36524.5,38280.5,7972.431,305188644.8955000043,2021-01-08 00:00:00,0.00197821,5678.46000000
45,1610078400000.0,38280.5,39068.5,37525.5,38841,2878.834,111816791.3939999938,2021-01-08 04:00:00,0.00197821,5529.40400000
46,1610092800000.0,38841,41555,38217,41387.5,6997.76,289619792,2021-01-08 08:00:00,0.00375,5666.20800000
47,1610107200000.0,41387.5,42100,39814,40908.5,9659.752,395165964.6919999719,2021-01-08 12:00:00,0.00375,5328.72800000
48,1610121600000.0,40908.5,41650.5,39824,40432,5859.81,236923837.9199999869,2021-01-08 16:00:00,0.00094676,5074.28200000
49,1610136000000.0,40432,41014,38738,40641.5,9112.72,370354609.8799999952,2021-01-08 20:00:00,0.00094676,4813.62600000
50,1610150400000.0,40641.5,41040.5,39584,40287,2812.456,113305414.8719999939,2021-01-09 00:00:00,0.00106038,5397.72999999
51,1610164800000.0,40287,40542,38726.5,39629.5,4085.665,161912861.1175000072,2021-01-09 04:00:00,0.00106038,5340.14999999
52,1610179200000.0,39629.5,41355,39300,40649.5,3976.65,161648834.1750000119,2021-01-09 08:00:00,0.00151246,5453.95400000
53,1610193600000.0,40649.5,41475.5,40271.5,40582,4701.893,190812221.726000011,2021-01-09 12:00:00,0.00151246,5925.65800000
54,1610208000000.0,40582,40917,39928,40708.5,4604.35,187436181.974999994,2021-01-09 16:00:00,0.00174097,6194.06800000
55,1610222400000.0,40708.5,40822,39873.5,40074.5,4056.896,162578078.7520000041,2021-01-09 20:00:00,0.00174097,6008.94800000
56,1610236800000.0,40074.5,41363.5,40074.5,40425,3429.715,138646228.875,2021-01-10 00:00:00,0.00192295,6029.43000000
57,1610251200000.0,40425,41102.5,40139.5,41009,2146.909,88042591.1809999943,2021-01-10 04:00:00,0.00192295,5641.71600000
58,1610265600000.0,41009,41150.5,38924,39233,6324.743,248138642.1189999878,2021-01-10 08:00:00,0.00175106,5769.81800000
59,1610280000000.0,39233,40074.5,38558,39696,5876.242,233263302.4320000112,2021-01-10 12:00:00,0.00175106,6224.00600000
60,1610294400000.0,39696,39773.5,37200,37490.5,10743.922,402795007.7409999967,2021-01-10 16:00:00,0.00194279,5519.45000000
61,1610308800000.0,37490.5,39002,35333.5,38169.5,10400.386,396977533.4269999862,2021-01-10 20:00:00,0.00194279,5887.67600000
62,1610323200000.0,38169.5,38278,33639.5,35407.5,14788.82,523635144.1499999762,2021-01-11 00:00:00,0.00127972,5176.26800000
63,1610337600000.0,35407.5,35945,32631.5,34376,19094.694,656399200.9440000057,2021-01-11 04:00:00,0.00127972,5928.38000000
64,1610352000000.0,34376,36350,34088.5,34228,7817.205,267567292.7400000095,2021-01-11 08:00:00,0.00072864,5688.11600000
65,1610366400000.0,34228,35141,31170,31558,27562.272,869810179.7760000229,2021-01-11 12:00:00,0.00072864,5343.89000000
66,1610380800000.0,31558,33550,30427,32312,19555.583,631879997.8960000277,2021-01-11 16:00:00,0.00067179,5303.92600000
67,1610395200000.0,32312,35562,31463.5,35377.5,13661.551,483311520.5024999976,2021-01-11 20:00:00,0.00067179,5489.99100000
68,1610409600000.0,35377.5,35467.5,33749,34981.5,6552.127,229203230.6504999995,2021-01-12 00:00:00,0.00037454,5569.88200000
69,1610424000000.0,34981.5,36672,34538,36479.5,5391.39,196675211.5049999952,2021-01-12 04:00:00,0.00037454,4731.15300000
70,1610438400000.0,36479.5,36544.5,34830,35388,5321.655,188322727.1399999857,2021-01-12 08:00:00,0.00010508,4858.65400000
71,1610452800000.0,35388,35650,32620,33860,10419.403,352800985.5799999833,2021-01-12 12:00:00,0.00010508,5019.63100000
72,1610467200000.0,33860,35527.5,33858,34679.5,7011.412,243152262.4539999962,2021-01-12 16:00:00,0.0001,4966.22599999
73,1610481600000.0,34679.5,35049,33333,34079,6984.594,238027978.925999999,2021-01-12 20:00:00,0.0001,5329.25800000
74,1610496000000.0,34079,34395,32453.5,33814,7438.357,251520603.59799999,2021-01-13 00:00:00,0.00023274,4693.38700000
75,1610510400000.0,33814,35203,32812,35007,5063.861,177270582.02700001,2021-01-13 04:00:00,0.00023274,4892.92100000
76,1610524800000.0,35007,35278,34230,34401.5,3907.39,134420077.0850000083,2021-01-13 08:00:00,0.0001,5035.96600000
77,1610539200000.0,34401.5,35140,34050,34695.5,3429.024,118971702.1920000017,2021-01-13 12:00:00,0.0001,5006.58000000
78,1610553600000.0,34695.5,36224.5,34428.5,36036,3484.523,125568270.8279999942,2021-01-13 16:00:00,0.0001493,4934.96600000
79,1610568000000.0,36036,37854,35783,37417.5,5200.712,194597641.2599999905,2021-01-13 20:00:00,0.0001493,5060.85800000
80,1610582400000.0,37417.5,38226.5,37034,37075.5,3203.085,118755977.9175000042,2021-01-14 00:00:00,0.00038693,5220.66200000
81,1610596800000.0,37075.5,38598,36739,38210,3280.464,125346529.4399999976,2021-01-14 04:00:00,0.00038693,5416.02600000
82,1610611200000.0,38210,38777.5,37953.5,38438.5,3590.04,137995752.5399999917,2021-01-14 08:00:00,0.00093295,5618.75900000
83,1610625600000.0,38438.5,40076,37778.5,39517,7620.714,301147755.1380000114,2021-01-14 12:00:00,0.00093295,5783.35600000
84,1610640000000.0,39517,39990,39248.5,39939.5,3545.881,141620714.1994999945,2021-01-14 16:00:00,0.00053564,6057.78600000
85,1610654400000.0,39939.5,40007.5,38415,39167.5,4814.201,188560217.6674999893,2021-01-14 20:00:00,0.00053564,5986.56600000
86,1610668800000.0,39167.5,39763,38531,38773,2966.356,115014521.1879999936,2021-01-15 00:00:00,0.0005873,5492.02600000
87,1610683200000.0,38773,38885,37650,38432,3109.569,119506955.8079999983,2021-01-15 04:00:00,0.0005873,5834.62200000
88,1610697600000.0,38432,38794,37987,38156,2608.101,99514701.7559999973,2021-01-15 08:00:00,0.00095543,5848.55400000
89,1610712000000.0,38156,38241,35360,35678.5,8995.384,320941808.0440000296,2021-01-15 12:00:00,0.00095543,5790.00000000
90,1610726400000.0,35678.5,36421,34512.5,35217,8352.143,294137420.0310000181,2021-01-15 16:00:00,0.0009516,5942.73200000
91,1610740800000.0,35217,36881,34791.5,36716.5,3486.333,128005945.5945000052,2021-01-15 20:00:00,0.0009516,5479.84900000
92,1610755200000.0,36716.5,37626.5,36012,36526.5,3549.423,129647999.2094999999,2021-01-16 00:00:00,0.00093019,5509.17200000
93,1610769600000.0,36526.5,36919,35533,36588.5,3330.925,121873549.362499997,2021-01-16 04:00:00,0.00093019,5208.87600000
94,1610784000000.0,36588.5,37992.5,36400,37722,4148.046,156472591.2120000124,2021-01-16 08:00:00,0.0001,5092.83800000
95,1610798400000.0,37722,37921,36745,37508,4825.46,180993353.6800000072,2021-01-16 12:00:00,0.0001,4837.02800000
96,1610812800000.0,37508,37755,36225,36391,3609.815,131364777.6650000066,2021-01-16 16:00:00,0.0001,5006.47599999
97,1610827200000.0,36391,36814.5,35380,35995.5,3147.492,113295548.2859999985,2021-01-16 20:00:00,0.0001,5152.62400000
98,1610841600000.0,35995.5,36733.5,35538,36222.5,3027.694,109670645.9150000066,2021-01-17 00:00:00,0.00037026,5107.22400000
99,1610856000000.0,36222.5,36413,34543,34791,6623.635,230442885.2849999964,2021-01-17 04:00:00,0.00037026,4949.62600000
100,1610870400000.0,34791,35350,33847.5,35247.5,6773.25,238740129.375,2021-01-17 08:00:00,0.0001,4920.84599999
101,1610884800000.0,35247.5,35939,34684,35716.5,3905.865,139503827.2725000083,2021-01-17 12:00:00,0.0001,5328.28200000
102,1610899200000.0,35716.5,36139,35546,35647,2368.709,84437369.7230000049,2021-01-17 16:00:00,0.00016663,5196.65700000
103,1610913600000.0,35647,36841.5,35576,35871.5,2497.53,89590147.3949999958,2021-01-17 20:00:00,0.00016663,5251.60000000
104,1610928000000.0,35871.5,36209,34885,35120,2865.152,100624138.2399999946,2021-01-18 00:00:00,0.0001,5102.76200000
105,1610942400000.0,35120,36218,34802,36088,2549.825,92018084.599999994,2021-01-18 04:00:00,0.0001,4973.93200000
106,1610956800000.0,36088,36649.5,35830,36430,2395.858,87281106.9399999976,2021-01-18 08:00:00,0.0001,5048.96400000
107,1610971200000.0,36430,37489,36123,36458.5,4310.807,157165557.0094999969,2021-01-18 12:00:00,0.0001,5232.73400000
108,1610985600000.0,36458.5,36600,35484,35989,3060.794,110154915.2660000026,2021-01-18 16:00:00,0.0001,5336.50200000
109,1611000000000.0,35989,36795.5,35856.5,36662,2441.784,89520685.0080000013,2021-01-18 20:00:00,0.0001,4998.21800000
110,1611014400000.0,36662,37368,36436.5,36544.5,2036.626,74427478.8569999933,2021-01-19 00:00:00,0.00042837,5358.50000000
111,1611028800000.0,36544.5,37295,36242.5,37226.5,1798.597,66955471.2204999998,2021-01-19 04:00:00,0.00042837,5307.85400000
112,1611043200000.0,37226.5,37630.5,36842,37370.5,2518.545,94119285.9224999994,2021-01-19 08:00:00,0.00084101,5252.53500000
113,1611057600000.0,37370.5,37555,36707.5,37358.5,1885.677,70446064.2045000046,2021-01-19 12:00:00,0.00084101,5453.05000000
114,1611072000000.0,37358.5,37920,36120.5,36329.5,3727.089,135403279.8255000114,2021-01-19 16:00:00,0.00178678,5369.28000000
115,1611086400000.0,36329.5,36789.5,35857,35891.5,2461.87,88360207.1050000042,2021-01-19 20:00:00,0.00178678,5237.39999999
116,1611100800000.0,35891.5,36418,34992,35086.5,3067.684,107634294.6659999937,2021-01-20 00:00:00,0.00263702,5377.60700000
117,1611115200000.0,35086.5,35773.5,34780,35631.5,2913.402,103808883.3630000055,2021-01-20 04:00:00,0.00263702,5503.79500000
118,1611129600000.0,35631.5,35919,34020,34425.5,5139.79,176939840.6450000107,2021-01-20 08:00:00,0.00201124,5360.98200000
119,1611144000000.0,34425.5,35118.5,34039,34203,4655.597,159235384.1910000145,2021-01-20 12:00:00,0.00201124,5326.25400000
120,1611158400000.0,34203,35287.5,33370,35159,5051.243,177596652.6369999945,2021-01-20 16:00:00,0.00110786,5556.62400000
121,1611172800000.0,35159,35648,34516,35474,2136.331,75784205.8939999938,2021-01-20 20:00:00,0.00110786,5377.26000000
122,1611187200000.0,35474,35576.5,34290,34608,2777.04,96107800.3199999928,2021-01-21 00:00:00,0.00016627,4962.01800000
123,1611201600000.0,34608,34980,34001,34630,3526.291,122115457.3299999982,2021-01-21 04:00:00,0.00016627,4821.56600000
124,1611216000000.0,34630,34683,32065.5,32190,10837.665,348864436.3500000238,2021-01-21 08:00:00,0.0001,5518.07800000
125,1611230400000.0,32190,32750,31027.5,31400.5,15194.839,477125542.0195000172,2021-01-21 12:00:00,0.0001,5974.36500000
126,1611244800000.0,31400.5,32729.5,31063.5,32488,7101.298,230706969.423999995,2021-01-21 16:00:00,0.0001,5946.16800000
127,1611259200000.0,32488,32532.5,30130,30911.5,6841.508,211481274.5419999957,2021-01-21 20:00:00,0.0001,6303.22900000
128,1611273600000.0,30911.5,31006,28913.5,30931,11005.487,340410718.3970000148,2021-01-22 00:00:00,0.0001,6743.83700000
129,1611288000000.0,30931,32030,30609,30838.5,4883.181,150589977.2685000002,2021-01-22 04:00:00,0.0001,6177.74300000
130,1611302400000.0,30838.5,31999,30490,31706,4927.109,156218917.9539999962,2021-01-22 08:00:00,0.00022298,6438.87200000
131,1611316800000.0,31706,32660,31330.5,32413.5,3867.243,125350880.9804999977,2021-01-22 12:00:00,0.00022298,5428.48600000
132,1611331200000.0,32413.5,33647.5,31950,33564.5,4284.569,143809416.2005000114,2021-01-22 16:00:00,0.0001,5097.34400000
133,1611345600000.0,33564.5,33777,32620,32969.5,3223.771,106286117.9845000058,2021-01-22 20:00:00,0.0001,4925.70799999
134,1611360000000.0,32969.5,32969.5,32081,32390,3310.291,107220325.4899999946,2021-01-23 00:00:00,0.0001,4604.41000000
135,1611374400000.0,32390,33445,32293,32927.5,3241.3,106727905.75,2021-01-23 04:00:00,0.0001,4457.83200000
136,1611388800000.0,32927.5,33088.5,31513.5,31638,3974.305,125739061.5900000036,2021-01-23 08:00:00,0.0001,4949.18999999
137,1611403200000.0,31638,32232,31395,31852.5,3414.161,108749563.2524999976,2021-01-23 12:00:00,0.0001,5337.43400000
138,1611417600000.0,31852.5,32495.5,31753.5,32331.5,1743.17,56359300.8549999967,2021-01-23 16:00:00,0.0001,5425.30599999
139,1611432000000.0,32331.5,32530,31855,32099.5,2911.402,93454548.498999998,2021-01-23 20:00:00,0.0001,5418.81000000
140,1611446400000.0,32099.5,32450,31636.5,32448,2715.751,88120688.4479999989,2021-01-24 00:00:00,0.0001,5066.79400000
141,1611460800000.0,32448,33065,32347.5,32806,2640.479,86623554.074000001,2021-01-24 04:00:00,0.0001,5392.61899999
142,1611475200000.0,32806,33027,32511.5,32831.5,1868.209,61336103.7835000008,2021-01-24 08:00:00,0.0001,5056.31900000
143,1611489600000.0,32831.5,32925,31887,31971.5,3593.191,114879706.0565000027,2021-01-24 12:00:00,0.0001,5196.55599999
144,1611504000000.0,31971.5,32143,30939.5,31305,4787.737,149880106.7849999964,2021-01-24 16:00:00,0.0001,5466.90400000
145,1611518400000.0,31305,32319.5,31254,32224.5,2818.896,90837514.1519999951,2021-01-24 20:00:00,0.0001,5892.96800000
146,1611532800000.0,32224.5,33674,32155.5,33549.5,3531.534,118481199.9329999983,2021-01-25 00:00:00,0.00018398,5658.74800000
147,1611547200000.0,33549.5,33785,33084,33391,3232.949,107951400.0590000004,2021-01-25 04:00:00,0.00018398,5369.34800000
148,1611561600000.0,33391,33555,32782,33191,2453.966,81449585.5059999973,2021-01-25 08:00:00,0.0001,5958.98400000
149,1611576000000.0,33191,34820,33062,34450,4743.401,163410164.4499999881,2021-01-25 12:00:00,0.0001,5923.22600000
150,1611590400000.0,34450,34599,33387.5,33428.5,5243.495,175282172.6074999869,2021-01-25 16:00:00,0.0001,6135.42600000
151,1611604800000.0,33428.5,33480,31949,32284.5,6196.157,200039830.6665000021,2021-01-25 20:00:00,0.0001,5917.13800000
152,1611619200000.0,32284.5,32837.5,31515,31556.5,3756.087,118528959.4155000001,2021-01-26 00:00:00,0.0001,5448.87800000
153,1611633600000.0,31556.5,32316,31112.5,31605,4758.492,150392139.6599999964,2021-01-26 04:00:00,0.0001,5750.63000000
154,1611648000000.0,31605,32444,31371,31834,4578.162,145741209.1080000103,2021-01-26 08:00:00,0.00023613,5536.18200000
155,1611662400000.0,31834,31983.5,30841,31716.5,6628.124,210220894.8459999859,2021-01-26 12:00:00,0.00023613,5852.50000000
156,1611676800000.0,31716.5,32386.5,31312,32193.5,6387.191,205626033.4584999979,2021-01-26 16:00:00,0.0001079,6319.06000000
157,1611691200000.0,32193.5,32895,31860,32471,3016.09,97935458.3900000006,2021-01-26 20:00:00,0.0001079,5989.71400000
158,1611705600000.0,32471,32529,31611,31796.5,3382.455,107550230.4074999988,2021-01-27 00:00:00,0.0001,6018.91800000
159,1611720000000.0,31796.5,32011.5,31361,31760.5,4145.535,131664264.3675000072,2021-01-27 04:00:00,0.0001,6136.62600000
160,1611734400000.0,31760.5,31760.5,30587,30643,6561.93,201077220.9900000095,2021-01-27 08:00:00,0.0001,6021.49800000
161,1611748800000.0,30643,31053.5,29273,30341,12753.589,386956643.8489999771,2021-01-27 12:00:00,0.0001,6510.97500000
162,1611763200000.0,30341,30948.5,29555,30754.5,10441.387,321119636.49150002,2021-01-27 16:00:00,0.0001,6723.32000000
163,1611777600000.0,30754.5,31683.5,30100,30375,6271.765,190504861.875,2021-01-27 20:00:00,0.0001,6665.31000000
164,1611792000000.0,30375,31493,29846.5,31385.5,4880.129,153165288.7294999957,2021-01-28 00:00:00,0.0001,5894.00400000
165,1611806400000.0,31385.5,31841.5,31053.5,31200,3826.6,119389920,2021-01-28 04:00:00,0.0001,6040.97000000
166,1611820800000.0,31200,31603.5,30845,31456,5255.285,165310244.9600000083,2021-01-28 08:00:00,0.00018158,6040.44200000
167,1611835200000.0,31456,32222,31198.5,31916,9120.821,291100123.0360000134,2021-01-28 12:00:00,0.00018158,6196.90000000
168,1611849600000.0,31916,32731,31654.5,32565,5466.621,178020512.8650000095,2021-01-28 16:00:00,0.0001,6831.77400000
169,1611864000000.0,32565,33733,32406,33359,5257.725,175392448.275000006,2021-01-28 20:00:00,0.0001,6879.71200000
170,1611878400000.0,33359,34344.5,33336.5,33728,6931.392,233781989.3759999871,2021-01-29 00:00:00,0.0001,7352.30600000
171,1611892800000.0,33728,33915,32012,32328,7976.205,257854755.2400000095,2021-01-29 04:00:00,0.0001,7566.80000000
172,1611907200000.0,32328,38276,32077.5,37067.5,36441.983,1350813204.8524999619,2021-01-29 08:00:00,0.0001,7446.87000000
173,1611921600000.0,37067.5,38632,36575,37168.5,11873.119,441306023.5515000224,2021-01-29 12:00:00,0.0001,5401.92600000
174,1611936000000.0,37168.5,37588,33547,34329,13309.774,456911231.6460000277,2021-01-29 16:00:00,0.0004581,5064.21600000
175,1611950400000.0,34329,35300,33706,34222,7730.375,264548893.25,2021-01-29 20:00:00,0.0004581,4740.80199999
176,1611964800000.0,34222,34911.5,32826.5,33260.5,6001.178,199602180.8689999878,2021-01-30 00:00:00,0.00207394,4455.74200000
177,1611979200000.0,33260.5,34219.5,33130.5,34063,5098.241,173661383.1829999983,2021-01-30 04:00:00,0.00207394,4306.28000000
178,1611993600000.0,34063,34430,33559,33691.5,4966.262,167320816.1730000079,2021-01-30 08:00:00,0.00130219,4207.60099999
179,1612008000000.0,33691.5,34490,33520,34229,4541.509,155451311.5609999895,2021-01-30 12:00:00,0.00130219,4521.73400000
180,1612022400000.0,34229,34388,33570,34277,4012.234,137527344.8179999888,2021-01-30 16:00:00,0.0002205,4856.05400000
181,1612036800000.0,34277,34780,34003,34307.5,2455.768,84251260.6599999964,2021-01-30 20:00:00,0.0002205,4713.95400000
182,1612051200000.0,34307.5,34379.5,33718,33935,2479.417,84139015.8949999958,2021-01-31 00:00:00,0.00019441,4543.99600000
183,1612065600000.0,33935,34126.5,33491,33641,3266.361,109883650.4009999931,2021-01-31 04:00:00,0.00019441,4630.06200000
184,1612080000000.0,33641,33866,33270,33576,4120.16,138338492.1599999964,2021-01-31 08:00:00,0.0001,4633.81000000
185,1612094400000.0,33576,34208,32647,32929.5,7367.346,242603020.1069999933,2021-01-31 12:00:00,0.0001,4800.90200000
186,1612108800000.0,32929.5,33114,32232.5,32803.5,4901.083,160772676.1904999912,2021-01-31 16:00:00,0.00054286,4690.12600000
187,1612123200000.0,32803.5,33238,32505,33128,2601.58,86185142.2399999946,2021-01-31 20:00:00,0.00054286,4395.08600000
188,1612137600000.0,33128,33848,32344.5,33583,4940.94,165931588.0200000107,2021-02-01 00:00:00,0.0006782,4414.93599999
189,1612152000000.0,33583,34421,33334,33820,4389.612,148456677.8400000036,2021-02-01 04:00:00,0.0006782,4454.63800000
190,1612166400000.0,33820,34680.5,33654,34232,4455.542,152522113.7439999878,2021-02-01 08:00:00,0.00021546,4742.42199999
191,1612180800000.0,34232,34487,33180,33191.5,4272.068,141796345.0220000148,2021-02-01 12:00:00,0.00021546,4468.91000000
192,1612195200000.0,33191.5,34073,33176.5,33839,2970.705,100525686.4950000048,2021-02-01 16:00:00,0.0001,4773.78399999
193,1612209600000.0,33839,34030.5,33477.5,33556,1595.474,53537725.5439999998,2021-02-01 20:00:00,0.0001,4528.97999999
194,1612224000000.0,33556,34184,33461.5,33600.5,2062.154,69289405.4769999981,2021-02-02 00:00:00,0.0005382,4535.19400000
195,1612238400000.0,33600.5,34419.5,33561.5,34259.5,3013.427,103238502.3065000027,2021-02-02 04:00:00,0.0005382,4594.55800000
196,1612252800000.0,34259.5,35683,34147,34780,5539.028,192647393.8400000036,2021-02-02 08:00:00,0.0001,5103.42199999
197,1612267200000.0,34780,35272,34423.5,34758.5,4358.437,151492732.46450001,2021-02-02 12:00:00,0.0001,5489.72400000
198,1612281600000.0,34758.5,35850,34625.5,35784.5,3300.959,118123167.3355000019,2021-02-02 16:00:00,0.0003948,5417.59400000
199,1612296000000.0,35784.5,36023.5,35503.5,35506.5,2514.246,89272075.5990000069,2021-02-02 20:00:00,0.0003948,5627.66200000
200,1612310400000.0,35506.5,36493,35420,36405,3588.267,130630860.1350000054,2021-02-03 00:00:00,0.00129771,5830.83000000
201,1612324800000.0,36405,36848,36260,36322.5,3283.348,119259407.7300000042,2021-02-03 04:00:00,0.00129771,6085.40000000
202,1612339200000.0,36322.5,36327,35632,36009.5,4035.343,145310683.7585000098,2021-02-03 08:00:00,0.00137997,6435.15000000
203,1612353600000.0,36009.5,36942,35873,36861,3939.183,145202224.5629999936,2021-02-03 12:00:00,0.00137997,6528.80800000
204,1612368000000.0,36861,37212.5,36664,36805,4174.742,153651379.3100000024,2021-02-03 16:00:00,0.00086188,6711.05200000
205,1612382400000.0,36805,37641,36675,37602.5,2442.972,91861854.6299999952,2021-02-03 20:00:00,0.00086188,6885.59200000
206,1612396800000.0,37602.5,38320,37430,37542,4805.718,180416265.1559999883,2021-02-04 00:00:00,0.00128416,7087.89300000
207,1612411200000.0,37542,38180,37373,37849.5,2904.683,109940799.2084999979,2021-02-04 04:00:00,0.00128416,7313.34200000
208,1612425600000.0,37849.5,38779.5,36861.5,37369,8067.179,301462412.050999999,2021-02-04 08:00:00,0.0002646,7674.85400000
209,1612440000000.0,37369,37757,36233,36594.5,5571.579,203889147.7154999971,2021-02-04 12:00:00,0.0002646,8014.86800000
210,1612454400000.0,36594.5,37535,36462,37488.5,2884.107,108120845.2695000023,2021-02-04 16:00:00,0.00033167,7972.99600000
211,1612468800000.0,37488.5,37810,36875,36986,2705.987,100083635.1819999963,2021-02-04 20:00:00,0.00033167,7924.80800000
212,1612483200000.0,36986,37385,36615,37360,2831.234,105774902.2399999946,2021-02-05 00:00:00,0.0007077,8138.93000000
213,1612497600000.0,37360,37733.5,37024.5,37700.5,3157.375,119034616.1875,2021-02-05 04:00:00,0.0007077,8196.83800000
214,1612512000000.0,37700.5,37818.5,37245.5,37714,2340.895,88284514.0300000012,2021-02-05 08:00:00,0.00059338,8487.32400000
