index,start_at,open,high,low,close,volume,turnover,date
1711841400.0,1711841400.0,69596.6,69713.6,69596,69666.2,325.313,22657833.7315,2024-03-30 23:30:00
1711842300.0,1711842300.0,69666.2,69737.9,69620,69638.7,231.797,16152201.2376,2024-03-30 23:45:00
1711843200.0,1711843200.0,69638.7,69790.9,69609.4,69788.3,335.556,23393104.3288,2024-03-31 00:00:00
1711844100.0,1711844100.0,69788.3,69970.3,69780.5,69910.1,732.168,51187220.3983,2024-03-31 00:15:00
1711845000.0,1711845000.0,69910.1,70026.7,69857.2,69975.7,454.902,31818701.0177,2024-03-31 00:30:00
1711845900.0,1711845900.0,69975.7,70000,69920.6,69924.5,144.415,10102178.2609,2024-03-31 00:45:00
1711846800.0,1711846800.0,69924.5,70145.5,69880.6,70038,785.657,55020122.6446,2024-03-31 01:00:00
1711847700.0,1711847700.0,70038,70089.6,69988,70014.7,179.464,12568160.1992,2024-03-31 01:15:00
1711848600.0,1711848600.0,70014.7,70099.9,69981.6,70075.8,139.398,9763859.0702,2024-03-31 01:30:00
1711849500.0,1711849500.0,70075.8,70150.4,70045.5,70103.5,226.76,15896556.434,2024-03-31 01:45:00
1711850400.0,1711850400.0,70103.5,70193.1,70018.5,70172.3,374.522,26264743.1214,2024-03-31 02:00:00
1711851300.0,1711851300.0,70172.3,70236.7,70121.6,70163.2,415.688,29166570.4455,2024-03-31 02:15:00
1711852200.0,1711852200.0,70163.2,70163.3,70074.6,70074.6,171.935,12053166.3644,2024-03-31 02:30:00
1711853100.0,1711853100.0,70074.6,70085.9,70006.8,70060.5,213.815,14976490.0204,2024-03-31 02:45:00
1711854000.0,1711854000.0,70060.5,70072.7,69913.5,69929,517.214,36192274.8321,2024-03-31 03:00:00
1711854900.0,1711854900.0,69929,69984.9,69828,69978.8,424.245,29655513.9999,2024-03-31 03:15:00
1711855800.0,1711855800.0,69978.8,70046.3,69971.7,70004.9,185.675,12998056.3177,2024-03-31 03:30:00
1711856700.0,1711856700.0,70004.9,70042.6,69952.5,69985.9,151.472,10602049.3136,2024-03-31 03:45:00
1711857600.0,1711857600.0,69985.9,70007,69936.3,70006.9,114.596,8017659.7324,2024-03-31 04:00:00
1711858500.0,1711858500.0,70006.9,70036.6,69970,70036.5,78.284,5480210.4082,2024-03-31 04:15:00
1711859400.0,1711859400.0,70036.5,70178.9,70028.3,70164.7,646.063,45306418.1825,2024-03-31 04:30:00
1711860300.0,1711860300.0,70164.7,70191,70120.1,70180.5,211.552,14841232.0467,2024-03-31 04:45:00
1711861200.0,1711861200.0,70180.5,70314,70124.3,70307.2,705.177,49512847.1802,2024-03-31 05:00:00
1711862100.0,1711862100.0,70307.2,70359,70215.6,70299.9,777.687,54670802.9481,2024-03-31 05:15:00
1711863000.0,1711863000.0,70299.9,70339.1,70260,70282.5,248.403,17460817.6941,2024-03-31 05:30:00
1711863900.0,1711863900.0,70282.5,70544.5,70282.4,70424.4,1201.684,84660449.3238,2024-03-31 05:45:00
1711864800.0,1711864800.0,70424.4,70472,70347.2,70354.1,523.337,36842597.7238,2024-03-31 06:00:00
1711865700.0,1711865700.0,70354.1,70378.8,70260.9,70298,360.118,25322204.4226,2024-03-31 06:15:00
1711866600.0,1711866600.0,70298,70370.9,70250.3,70363.8,273.161,19210165.72,2024-03-31 06:30:00
1711867500.0,1711867500.0,70363.8,70402.4,70251.4,70281.5,235.181,16535577.8196,2024-03-31 06:45:00
1711868400.0,1711868400.0,70281.5,70372,70279.9,70344,276.996,19483274.4538,2024-03-31 07:00:00
1711869300.0,1711869300.0,70344,70385.9,70266,70281.6,131.801,9269879.1274,2024-03-31 07:15:00
1711870200.0,1711870200.0,70281.6,70327.9,70217.5,70323.4,345.285,24263944.0186,2024-03-31 07:30:00
1711871100.0,1711871100.0,70323.4,70401.9,70323.4,70361.7,384.556,27061399.7171,2024-03-31 07:45:00
1711872000.0,1711872000.0,70361.7,70399,70336.6,70382.2,208.963,14704755.4454,2024-03-31 08:00:00
1711872900.0,1711872900.0,70382.2,70549.5,70382.1,70455,586.03,41300235.6899,2024-03-31 08:15:00
1711873800.0,1711873800.0,70455,70588,70433.7,70473.7,796.693,56185025.1984,2024-03-31 08:30:00
