index,start_at,open,high,low,close,volume,turnover,date
1713052800.0,1713052800.0,63931.9,64871.5,59390,63680,45356.657,2864149088.4539,2024-04-14 00:00:00
1713056400.0,1713056400.0,63680,64100,63276.9,63741.5,8998.587,574806414.315,2024-04-14 01:00:00
1713060000.0,1713060000.0,63741.5,70355.4,57500,63090.4,29021.699,1815278214.8621,2024-04-14 02:00:00
1713063600.0,1713063600.0,63090.4,63550.9,62158,63423.9,29164.293,1827934589.7588,2024-04-14 03:00:00
1713067200.0,1713067200.0,63423.9,64152,63386.4,63946.1,6587.827,421275853.1149,2024-04-14 04:00:00
1713070800.0,1713070800.0,63946.1,64446.2,63912,64368.5,10070.859,645661443.4444,2024-04-14 05:00:00
1713074400.0,1713074400.0,64368.5,64863.3,64093.5,64638.7,2163.452,139366473.9242,2024-04-14 06:00:00
1713078000.0,1713078000.0,64638.7,64740,63000,64445.6,10197.998,656649760.3892,2024-04-14 07:00:00
1713081600.0,1713081600.0,64445.6,64871.5,64370,64523.4,999.194,64539467.2796,2024-04-14 08:00:00
1713085200.0,1713085200.0,64523.4,64700.5,63919.5,64077.8,1464.98,94156682.5058,2024-04-14 09:00:00
