,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi
0,1685548800000.0,26899.7,26974.3,26837,26926,4083.106,109900134.2830999941,2023-05-31 16:00:00,0.0001,-0.000393,58935.45500000
1,1685552400000.0,26926,27079.4,26905.4,27052.7,4647.072,125497387.8447999954,2023-05-31 17:00:00,0.0001,-0.000112,59002.60700000
2,1685556000000.0,27052.7,27091,27003.4,27027.1,2170.032,58695448.7408000007,2023-05-31 18:00:00,0.0001,-0.000348,59920.89300000
3,1685559600000.0,27027.1,27114,26977.2,26996,2857.606,77289989.5699999928,2023-05-31 19:00:00,0.0001,-0.000527,59876.29400000
4,1685563200000.0,26996,27108,26992.4,27103.1,1717.71,46489784.751699999,2023-05-31 20:00:00,0.0001,-0.000487,59762.52900000
5,1685566800000.0,27103.1,27108.1,27036.7,27084,1288.578,34886278.6207000017,2023-05-31 21:00:00,0.0001,-0.000335,59852.16200000
6,1685570400000.0,27084,27180,27073.5,27170.2,2249.767,61039643.8564999998,2023-05-31 22:00:00,0.0001,-0.000418,59796.12300000
7,1685574000000.0,27170.2,27296.8,27145.5,27199,4083.568,111138764.4902999997,2023-05-31 23:00:00,0.0001,-0.000392,59767.93900000
8,1685577600000.0,27199,27343.4,27012,27060.2,8435.836,229277383.105399996,2023-06-01 00:00:00,0.0001,-0.000427,59038.05900000
9,1685581200000.0,27060.2,27152.2,27050,27069.3,3129.833,84846294.0879999995,2023-06-01 01:00:00,0.0001,-0.000278,58779.63900000
10,1685584800000.0,27069.3,27107.7,26630.2,26711.6,16029.215,429564061.7192000151,2023-06-01 02:00:00,0.0001,-0.000232,59050.73400000
11,1685588400000.0,26711.6,26827.3,26584.6,26765.8,8228.188,219876145.5379999876,2023-06-01 03:00:00,0.0001,-0.000494,57734.23400000
12,1685592000000.0,26765.8,26820.6,26746,26798.2,2564.41,68679964.360499993,2023-06-01 04:00:00,0.0001,-0.000251,58742.22900000
13,1685595600000.0,26798.2,26864.7,26779,26843.2,2339.349,62759287.2238999978,2023-06-01 05:00:00,0.0001,-0.000322,58794.94700000
14,1685599200000.0,26843.2,26872.9,26768.1,26776.5,3211.728,86165663.201700002,2023-06-01 06:00:00,0.0001,-0.000371,59717.77300000
15,1685602800000.0,26776.5,26853.9,26752.1,26791.1,2994.823,80259057.9082999974,2023-06-01 07:00:00,0.0001,-0.000529,59903.70500000
16,1685606400000.0,26791.1,26912.6,26777,26900.2,3110.386,83519296.0393999964,2023-06-01 08:00:00,0.0001,-0.000356,59960.05000000
17,1685610000000.0,26900.2,26943.1,26884,26897,3341.388,89929123.2275999933,2023-06-01 09:00:00,0.0001,-0.00043,60220.33200000
18,1685613600000.0,26897,26921.8,26849.1,26850.3,2344.169,63007717.9103000015,2023-06-01 10:00:00,0.0001,-0.000332,60541.56800000
19,1685617200000.0,26850.3,26898,26827,26885,1975.793,53068264.1410999969,2023-06-01 11:00:00,0.0001,-0.000096,60765.48400000
20,1685620800000.0,26885,26960.9,26781.3,26932.1,5351.785,143864167.0194000006,2023-06-01 12:00:00,0.0001,-0.000355,61201.37800000
21,1685624400000.0,26932.1,26957.4,26853.8,26880,3312.388,89087760.5139999986,2023-06-01 13:00:00,0.0001,-0.000269,61393.04900000
22,1685628000000.0,26880,26974.8,26816.1,26887.5,4312.463,115953865.2505999953,2023-06-01 14:00:00,0.0001,-0.000428,62202.92900000
23,1685631600000.0,26887.5,26938.1,26846.2,26888.3,2428.729,65320236.7951000035,2023-06-01 15:00:00,0.0001,-0.000213,62212.03700000
24,1685635200000.0,26888.3,27173.9,26789,27087,11414.941,308054597.9746000171,2023-06-01 16:00:00,0.0001,-0.000148,62111.84200000
25,1685638800000.0,27087,27133.8,26907.2,26947.9,8422.958,227357823.9242999852,2023-06-01 17:00:00,0.0001,-0.000284,61788.73900000
26,1685642400000.0,26947.9,27041,26928,26958.6,2525.951,68160486.0487000048,2023-06-01 18:00:00,0.0001,-0.000312,61598.00900000
27,1685646000000.0,26958.6,26977.5,26639,26850.8,9899.431,265080719.2445000112,2023-06-01 19:00:00,0.0001,-0.000516,61520.26000000
28,1685649600000.0,26850.8,26917.9,26818.7,26849.4,3124.69,83929575.0496000051,2023-06-01 20:00:00,0.0001,-0.000499,60085.93900000
29,1685653200000.0,26849.4,26946.3,26843.7,26877.5,2736.508,73622086.2132000029,2023-06-01 21:00:00,0.0001,-0.000535,59950.68400000
30,1685656800000.0,26877.5,26891.2,26834.6,26872.7,1270.417,34123920.0285999998,2023-06-01 22:00:00,0.0001,-0.0004,59966.20600000
31,1685660400000.0,26872.7,26872.8,26698.9,26809.5,3192.004,85504045.0867999941,2023-06-01 23:00:00,0.0001,-0.000299,60052.28100000
32,1685664000000.0,26809.5,26818,26480.7,26778.2,11910.244,317332747.4132000208,2023-06-02 00:00:00,0.0001,-0.000263,60088.52200000
33,1685667600000.0,26778.2,26846.2,26710,26805.6,3495.893,93665462.1853999943,2023-06-02 01:00:00,0.0001,-0.000259,59262.42600000
34,1685671200000.0,26805.6,26981,26804.5,26949.1,3935.761,105939211.1811999977,2023-06-02 02:00:00,0.0001,-0.00037,59212.48100000
35,1685674800000.0,26949.1,27013.4,26923.2,26992.6,2156.624,58143402.1252000034,2023-06-02 03:00:00,0.0001,-0.000033,59888.59200000
36,1685678400000.0,26992.6,27112,26945.3,27056.9,5707.758,154338852.3501000106,2023-06-02 04:00:00,0.0001,-0.000509,59896.39800000
37,1685682000000.0,27056.9,27216,27053.2,27140,5635.465,152918942.7326999903,2023-06-02 05:00:00,0.0001,-0.00041,59277.82500000
38,1685685600000.0,27140,27153.7,27055.4,27060.1,2484.132,67348078.7875999957,2023-06-02 06:00:00,0.0001,-0.000361,59068.47200000
39,1685689200000.0,27060.1,27107.1,27028.1,27031.8,2300.852,62272965.759300001,2023-06-02 07:00:00,0.0001,-0.000367,58824.10800000
