start_at,open,high,low,close,volume,turnover,date
1698768000000.0,34290.7,34660,34242.5,34556.7,15902.719,547930788.5022,2023-10-31 16:00:00
1698782400000.0,34556.7,34761,34445.4,34667.1,15707.703,543621442.1263,2023-10-31 20:00:00
1698796800000.0,34667.1,34699.7,34417.3,34444.8,9037.978,312217390.7203,2023-11-01 00:00:00
1698811200000.0,34444.8,34532.2,34333.2,34474.7,7866.863,270914558.3929,2023-11-01 04:00:00
1698825600000.0,34474.7,34524.7,34363.1,34449.1,7381.367,254212430.126,2023-11-01 08:00:00
1698840000000.0,34449.1,35258.4,34058,34304.8,76564.805,2650009443.3582,2023-11-01 12:00:00
1698854400000.0,34304.8,34787.1,34297.1,34576.5,35256.739,1217717214.0129,2023-11-01 16:00:00
1698868800000.0,34576.5,35749.8,34552.7,35442.4,59928.575,2114650415.6087,2023-11-01 20:00:00
1698883200000.0,35442.4,36084.2,35387,35601.8,36100.031,1288008666.1624,2023-11-02 00:00:00
1698897600000.0,35601.8,35639.3,35067.3,35305.4,27587.101,974479781.0035,2023-11-02 04:00:00
1698912000000.0,35305.4,35513.1,35111.4,35401.9,17189.121,607733316.7678,2023-11-02 08:00:00
1698926400000.0,35401.9,35494.5,34547.4,34654.3,55671.58,1945375465.5899,2023-11-02 12:00:00
1698940800000.0,34654.3,35039.7,34295.7,35018.5,32834.996,1138012577.4743,2023-11-02 16:00:00
1698955200000.0,35018.5,35116,34710.8,34958.5,18691.24,652597211.2134,2023-11-02 20:00:00
1698969600000.0,34958.5,34959.7,34358.4,34690.8,30685.989,1062037629.0366,2023-11-03 00:00:00
1698984000000.0,34690.8,34705.9,34301,34468.9,21333.371,735042887.6636,2023-11-03 04:00:00
1698998400000.0,34468.9,34623.1,34131.7,34268.6,32146.291,1103196314.0167,2023-11-03 08:00:00
1699012800000.0,34268.6,34864.8,34165.1,34770.1,37574.662,1298758845.3386,2023-11-03 12:00:00
1699027200000.0,34770.1,34838.3,34329.5,34533.9,26920.905,930065256.1502,2023-11-03 16:00:00
1699041600000.0,34533.9,34764.3,34489.6,34720.1,10964.429,379791823.5442,2023-11-03 20:00:00
1699056000000.0,34720.1,34799.8,34636.5,34717.6,8185.935,284146396.094,2023-11-04 00:00:00
1699070400000.0,34717.6,35080,34588.2,34783.9,17232.428,599880069.7079,2023-11-04 04:00:00
1699084800000.0,34783.9,34902,34686.6,34723.5,9458.362,329075275.231,2023-11-04 08:00:00
1699099200000.0,34723.5,34819.3,34640.4,34718.7,7331.065,254535161.3369,2023-11-04 12:00:00
