index,start_at,open,high,low,close,volume,turnover,date
1640966400.0,1640966400.0,3783.7,3787.95,3740.85,3745.45,4469.24,16823780.828,2021-12-31 16:00:00
1640970000.0,1640970000.0,3745.45,3752.45,3703.55,3722.05,5381.28,20046409.59,2021-12-31 17:00:00
1640973600.0,1640973600.0,3722.05,3723.55,3685,3703.85,4016.14,14881533.562,2021-12-31 18:00:00
1640977200.0,1640977200.0,3703.85,3705.15,3620.25,3625.9,10282.47,37586652.015,2021-12-31 19:00:00
1640980800.0,1640980800.0,3625.9,3663.25,3622.8,3645.9,3351.82,12236139.787,2021-12-31 20:00:00
1640984400.0,1640984400.0,3645.9,3699.75,3635,3688.2,5795.54,21248336.6815,2021-12-31 21:00:00
1640988000.0,1640988000.0,3688.2,3713.95,3674.65,3680.95,3712.85,13712123.949,2021-12-31 22:00:00
1640991600.0,1640991600.0,3680.95,3696.55,3674.8,3677.45,1872.8,6907467.374,2021-12-31 23:00:00
1640995200.0,1640995200.0,3677.45,3728.15,3677.4,3721.7,3394.51,12572254.5935,2022-01-01 00:00:00
1640998800.0,1640998800.0,3721.7,3745.4,3713.9,3725.95,2521.72,9409370.362,2022-01-01 01:00:00
1641002400.0,1641002400.0,3725.95,3734.3,3723.3,3727.75,1081.99,4033546.058,2022-01-01 02:00:00
1641006000.0,1641006000.0,3727.75,3734.05,3723.65,3724.2,1244.95,4641347.908,2022-01-01 03:00:00
1641009600.0,1641009600.0,3724.2,3726,3710,3710,2197.55,8166147.4295,2022-01-01 04:00:00
1641013200.0,1641013200.0,3710,3765.95,3706,3737.5,4059.19,15171484.2915,2022-01-01 05:00:00
1641016800.0,1641016800.0,3737.5,3741.05,3710.25,3712.2,2073.19,7724412.7515,2022-01-01 06:00:00
1641020400.0,1641020400.0,3712.2,3724.9,3703.45,3718,1819.72,6759403.029,2022-01-01 07:00:00
1641024000.0,1641024000.0,3718,3733.45,3711.15,3721.8,1976.63,7359124.3465,2022-01-01 08:00:00
1641027600.0,1641027600.0,3721.8,3728.35,3711,3715.05,1391.25,5174410.52,2022-01-01 09:00:00
1641031200.0,1641031200.0,3715.05,3731.6,3672.15,3691.65,5211.34,19269227.4665,2022-01-01 10:00:00
1641034800.0,1641034800.0,3691.65,3710,3691.6,3693.3,1201.76,4448110.0065,2022-01-01 11:00:00
1641038400.0,1641038400.0,3693.3,3716.7,3693.3,3716.65,1340.66,4968757.6215,2022-01-01 12:00:00
1641042000.0,1641042000.0,3716.65,3725.05,3708.1,3710,1682.65,6252568.921,2022-01-01 13:00:00
1641045600.0,1641045600.0,3710,3711.55,3693.05,3698.6,1956.43,7247677.693,2022-01-01 14:00:00
1641049200.0,1641049200.0,3698.6,3744.05,3693,3724.95,3671.93,13695902.025,2022-01-01 15:00:00
1641052800.0,1641052800.0,3724.95,3747.35,3718.75,3726.2,3571.37,13339042.428,2022-01-01 16:00:00
1641056400.0,1641056400.0,3726.2,3763,3726.2,3758.95,4266.84,16003914.184,2022-01-01 17:00:00
1641060000.0,1641060000.0,3758.95,3762.95,3738.35,3749.6,3075.92,11530437.5095,2022-01-01 18:00:00
1641063600.0,1641063600.0,3749.6,3753.95,3732.7,3744.75,1303.69,4875374.8975,2022-01-01 19:00:00
1641067200.0,1641067200.0,3744.75,3774.95,3740,3758.85,2506.57,9419443.0055,2022-01-01 20:00:00
1641070800.0,1641070800.0,3758.85,3772.8,3745,3745.9,1899.34,7146439.3495,2022-01-01 21:00:00
1641074400.0,1641074400.0,3745.9,3762.35,3738.45,3755.45,2235.02,8384742.164,2022-01-01 22:00:00
1641078000.0,1641078000.0,3755.45,3772.05,3745,3763.4,2259.37,8493777.818,2022-01-01 23:00:00
1641081600.0,1641081600.0,3763.4,3768.55,3750,3760.55,1957.74,7364572.9715,2022-01-02 00:00:00
1641085200.0,1641085200.0,3760.55,3760.6,3741.1,3745.6,2070.07,7760675.368,2022-01-02 01:00:00
1641088800.0,1641088800.0,3745.6,3751.4,3742.2,3747.45,782.45,2932135.377,2022-01-02 02:00:00
1641092400.0,1641092400.0,3747.45,3758.8,3745,3756.95,826.53,3100782.8795,2022-01-02 03:00:00
1641096000.0,1641096000.0,3756.95,3761.3,3715,3724.05,4968.84,18568224.126,2022-01-02 04:00:00
1641099600.0,1641099600.0,3724.05,3743.6,3721,3742.85,2539.24,9475512.377,2022-01-02 05:00:00
1641103200.0,1641103200.0,3742.85,3748.95,3739.6,3739.6,1707.01,6390541.0795,2022-01-02 06:00:00
1641106800.0,1641106800.0,3739.6,3749.65,3736,3745.65,894.66,3348266.649,2022-01-02 07:00:00
1641110400.0,1641110400.0,3745.65,3746.15,3733.25,3743,1358.66,5081027.047,2022-01-02 08:00:00
1641114000.0,1641114000.0,3743,3771.85,3738.65,3752.7,2448.09,9198218.395,2022-01-02 09:00:00
1641117600.0,1641117600.0,3752.7,3757.05,3739.95,3740.95,950.52,3564062.7535,2022-01-02 10:00:00
1641121200.0,1641121200.0,3740.95,3754.1,3740.6,3742.15,1060.71,3974563.1115,2022-01-02 11:00:00
1641124800.0,1641124800.0,3742.15,3757,3730.35,3751.8,2522.02,9435704.534,2022-01-02 12:00:00
1641128400.0,1641128400.0,3751.8,3754.3,3739.95,3745.1,1484.08,5560936.768,2022-01-02 13:00:00
1641132000.0,1641132000.0,3745.1,3754,3743,3751.5,1543.59,5787824.118,2022-01-02 14:00:00
1641135600.0,1641135600.0,3751.5,3788,3751.5,3775.85,4672.09,17617163.122,2022-01-02 15:00:00
1641139200.0,1641139200.0,3775.85,3852,3775.85,3837.65,10281.91,39249512.0065,2022-01-02 16:00:00
1641142800.0,1641142800.0,3837.65,3860,3813.25,3821.95,6527.25,25000573.888,2022-01-02 17:00:00
1641146400.0,1641146400.0,3821.95,3822.65,3771.7,3794.6,6766.68,25679175.197,2022-01-02 18:00:00
1641150000.0,1641150000.0,3794.6,3805.5,3782.1,3797.35,2200.61,8349851.387,2022-01-02 19:00:00
1641153600.0,1641153600.0,3797.35,3809.4,3794.4,3807.8,1700.67,6466973.7,2022-01-02 20:00:00
1641157200.0,1641157200.0,3807.8,3825.25,3801.45,3809.4,1987.87,7579599.277,2022-01-02 21:00:00
1641160800.0,1641160800.0,3809.4,3834.1,3809.4,3823.05,1973.85,7544462.7065,2022-01-02 22:00:00
1641164400.0,1641164400.0,3823.05,3842,3819,3826.2,2577.67,9872908.913,2022-01-02 23:00:00
