index,start_at,open,high,low,close,volume,turnover,date
1710252000.0,1710252000.0,72372.6,75441.9,69166.6,71729.8,63283.468,4552405812.0929,2024-03-12 14:00:00
1710255600.0,1710255600.0,71729.8,72143.8,71159.1,71777.3,1287.372,92522417.9711,2024-03-12 15:00:00
1710259200.0,1710259200.0,71777.3,71908.7,70285.1,70572.5,2311.463,163825940.8066,2024-03-12 16:00:00
1710262800.0,1710262800.0,70572.5,73089.5,68411.2,71096.4,37989.897,2666989504.0444,2024-03-12 17:00:00
1710266400.0,1710266400.0,71096.4,71547.1,70605.6,71463.3,3411.172,242308031.2965,2024-03-12 18:00:00
1710270000.0,1710270000.0,71463.3,71727.2,71274.7,71400,2033.866,145557487.129,2024-03-12 19:00:00
1710273600.0,1710273600.0,71400,71408.1,70720.8,71096.8,1586.778,112846621.325,2024-03-12 20:00:00
1710277200.0,1710277200.0,71096.8,71191,70683.3,70895.1,835.155,59263655.5586,2024-03-12 21:00:00
1710280800.0,1710280800.0,70895.1,71330.3,70732.3,71226.8,619.173,44014372.6505,2024-03-12 22:00:00
1710284400.0,1710284400.0,71226.8,71609.2,71096.4,71506.8,649.108,46351108.2113,2024-03-12 23:00:00
1710288000.0,1710288000.0,71506.8,71780.7,71394.6,71480.1,1024.826,73312644.3895,2024-03-13 00:00:00
1710291600.0,1710291600.0,71480.1,72197.7,71440.8,72084.9,982.234,70586728.7738,2024-03-13 01:00:00
1710295200.0,1710295200.0,72084.9,72158.1,71937.5,72044.1,585.906,42201711.2243,2024-03-13 02:00:00
1710298800.0,1710298800.0,72044.1,72296,70182,72130.8,5032.007,360835286.9492,2024-03-13 03:00:00
1710302400.0,1710302400.0,72130.8,72144.1,72001.8,72144.1,672.642,48510144.6565,2024-03-13 04:00:00
1710306000.0,1710306000.0,72144.1,72244.1,72067.2,72227.5,467.774,33765137.4875,2024-03-13 05:00:00
1710309600.0,1710309600.0,72227.5,72802.9,72180.6,72792.6,4928.387,357590574.3053,2024-03-13 06:00:00
1710313200.0,1710313200.0,72792.6,73200,72713.1,72966,4424.237,322966085.092,2024-03-13 07:00:00
1710316800.0,1710316800.0,72966,77200,72939,73514.4,11023.332,811918667.793,2024-03-13 08:00:00
1710320400.0,1710320400.0,73514.4,73699.9,73245.1,73391.5,691.484,50803336.4985,2024-03-13 09:00:00
1710324000.0,1710324000.0,73391.5,73482,73232,73340.1,1459.622,107056049.2409,2024-03-13 10:00:00
1710327600.0,1710327600.0,73340.1,73556.3,73124.5,73148.3,606.336,44475909.6436,2024-03-13 11:00:00
1710331200.0,1710331200.0,73148.3,73269.6,72542.2,72885.8,2347.212,171110968.2183,2024-03-13 12:00:00
1710334800.0,1710334800.0,72885.8,73100,71695.6,72216,1320.727,95921687.1755,2024-03-13 13:00:00
1710338400.0,1710338400.0,72216,72921.3,72074,72416.8,1516.416,109977065.954,2024-03-13 14:00:00
1710342000.0,1710342000.0,72416.8,73147.4,72353.7,72677.8,1332.569,96906704.3843,2024-03-13 15:00:00
1710345600.0,1710345600.0,72677.8,73077.8,72419.3,73069.3,1028.623,74810841.1089,2024-03-13 16:00:00
1710349200.0,1710349200.0,73069.3,73251.4,70286.2,72884,3077.367,224271489.4,2024-03-13 17:00:00
1710352800.0,1710352800.0,72884,73326.9,72800.1,73203.4,749.265,54744229.8448,2024-03-13 18:00:00
1710356400.0,1710356400.0,73203.4,73404.2,72836.2,73400.7,561.582,41032580.803,2024-03-13 19:00:00
