index,start_at,open,high,low,close,volume,turnover,date
1713297600.0,1713297600.0,3058.39,3071.96,3051.37,3068.84,305858.09,936679762.9566,2024-04-16 20:00:00
1713301200.0,1713301200.0,3068.84,3116.75,3068.36,3102.57,365258.61,1130249776.6216,2024-04-16 21:00:00
1713304800.0,1713304800.0,3102.57,3103.68,3078,3093.29,267169.67,825348207.9135,2024-04-16 22:00:00
1713308400.0,1713308400.0,3093.29,3095.61,3078.72,3084.29,229327.03,708248019.2504,2024-04-16 23:00:00
1713312000.0,1713312000.0,3084.29,3107.28,3077,3095,398640.41,1230504677.0192,2024-04-17 00:00:00
1713315600.0,1713315600.0,3095,3096.71,3068.58,3091.3,453054.57,1397504641.9192,2024-04-17 01:00:00
1713319200.0,1713319200.0,3091.3,3100.18,3073.63,3085.01,412680.05,1272896731.1203,2024-04-17 02:00:00
1713322800.0,1713322800.0,3085.01,3096,3081.55,3095.36,327289.16,1011301639.4829,2024-04-17 03:00:00
1713326400.0,1713326400.0,3095.36,3122.3,3085.51,3113.91,400156.76,1242630860.7982,2024-04-17 04:00:00
1713330000.0,1713330000.0,3113.91,3118.42,3083.71,3089.38,469637.06,1457426462.769,2024-04-17 05:00:00
