start_at,open,high,low,close,volume,turnover,date
1672502400000.0,16595.5,16618,16594,16611.5,1043.657,17332406.1394999996,2022-12-31 16:00:00
1672506000000.0,16611.5,16612,16585,16595,1302.398,21614778.1984999999,2022-12-31 17:00:00
1672509600000.0,16595,16599.5,16585.5,16590,553.436,9182530.2609999999,2022-12-31 18:00:00
1672513200000.0,16590,16601.5,16583.5,16583.5,841.656,13963920.9114999995,2022-12-31 19:00:00
1672516800000.0,16583.5,16585.5,16579.5,16581,870.458,14434342.4324999992,2022-12-31 20:00:00
1672520400000.0,16581,16584.5,16554.5,16560,1125.922,18657102.2525000013,2022-12-31 21:00:00
1672524000000.0,16560,16583.5,16480.5,16535.5,5442.037,89984982.172999993,2022-12-31 22:00:00
1672527600000.0,16535.5,16564,16504.5,16549.5,2312.83,38243101.7030000016,2022-12-31 23:00:00
1672531200000.0,16549.5,16556,16524,16545,1202.025,19880815.8704999983,2023-01-01 00:00:00
1672534800000.0,16545,16570,16544,16570,620.348,10271418.0354999993,2023-01-01 01:00:00
1672538400000.0,16570,16577.5,16562,16563.5,774.636,12834955.9609999992,2023-01-01 02:00:00
1672542000000.0,16563.5,16564,16540.5,16553,798.486,13214311.0969999991,2023-01-01 03:00:00
1672545600000.0,16553,16553,16529,16534.5,704.972,11659182.8155000005,2023-01-01 04:00:00
1672549200000.0,16534.5,16547,16527.5,16547,584.254,9660401.3350000009,2023-01-01 05:00:00
1672552800000.0,16547,16560,16546.5,16553.5,583.434,9658127.1150000002,2023-01-01 06:00:00
1672556400000.0,16553.5,16554.5,16511,16537.5,1966.085,32501486.4349999987,2023-01-01 07:00:00
1672560000000.0,16537.5,16539,16520,16522,900.463,14883786.2854999993,2023-01-01 08:00:00
1672563600000.0,16522,16553.5,16519,16553.5,996.254,16471811.1284999996,2023-01-01 09:00:00
1672567200000.0,16553.5,16560,16549.5,16559.5,742.65,12294321.6885000002,2023-01-01 10:00:00
1672570800000.0,16559.5,16569,16555.5,16568.5,920.362,15242575.3939999994,2023-01-01 11:00:00
1672574400000.0,16568.5,16582,16563.5,16575,1399.989,23202369.9349999987,2023-01-01 12:00:00
1672578000000.0,16575,16580,16554,16554.5,1196.817,19825109.2555,2023-01-01 13:00:00
1672581600000.0,16554.5,16569,16554,16560.5,726.342,12030296.9835000001,2023-01-01 14:00:00
1672585200000.0,16560.5,16575,16550.5,16574,637.612,10559185.9299999997,2023-01-01 15:00:00
1672588800000.0,16574,16592.5,16569.5,16575.5,1581.48,26222666.2135000005,2023-01-01 16:00:00
1672592400000.0,16575.5,16609.5,16575,16589.5,1940.653,32200912.1590000018,2023-01-01 17:00:00
1672596000000.0,16589.5,16609,16589,16595.5,1127.995,18725906.8654999994,2023-01-01 18:00:00
1672599600000.0,16595.5,16631,16595.5,16608,1883.485,31297920.7030000016,2023-01-01 19:00:00
1672603200000.0,16608,16630.5,16607.5,16608,896.422,14897152.9010000005,2023-01-01 20:00:00
1672606800000.0,16608,16611,16600,16611,616.115,10231501.1999999993,2023-01-01 21:00:00
1672610400000.0,16611,16614.5,16587,16603.5,983.302,16322947.3819999993,2023-01-01 22:00:00
1672614000000.0,16603.5,16625.5,16603,16622.5,1158.835,19254879.2054999992,2023-01-01 23:00:00
1672617600000.0,16622.5,16627,16587,16591.5,1676.436,27833308.0414999984,2023-01-02 00:00:00
1672621200000.0,16591.5,16592,16552,16573,2835.862,46984331.8484999985,2023-01-02 01:00:00
1672624800000.0,16573,16595,16562.5,16593,803.758,13326726.7854999993,2023-01-02 02:00:00
1672628400000.0,16593,16709.5,16588,16664.5,6078.429,101245998.0405000001,2023-01-02 03:00:00
1672632000000.0,16664.5,16676.5,16629.5,16643.5,3282.012,54654316.6740000024,2023-01-02 04:00:00
1672635600000.0,16643.5,16661,16623,16646,1424.537,23704785.0289999992,2023-01-02 05:00:00
1672639200000.0,16646,16659.5,16633.5,16639,795.653,13244048.2455000002,2023-01-02 06:00:00
1672642800000.0,16639,16774,16639,16717.5,9186.593,153659345.6229999959,2023-01-02 07:00:00
1672646400000.0,16717.5,16768.5,16707.5,16730,4244.389,71043623.4570000023,2023-01-02 08:00:00
1672650000000.0,16730,16740,16710.5,16715.5,2889.726,48327323.0579999983,2023-01-02 09:00:00
1672653600000.0,16715.5,16756,16709.5,16722.5,2099.712,35123762.1705000028,2023-01-02 10:00:00
1672657200000.0,16722.5,16736,16702,16731,1335.67,22334584.6140000001,2023-01-02 11:00:00
1672660800000.0,16731,16739,16721,16721,849.336,14209834.0574999992,2023-01-02 12:00:00
1672664400000.0,16721,16721.5,16686,16694,3189.696,53274207.6445000023,2023-01-02 13:00:00
1672668000000.0,16694,16708,16666,16699,2641.545,44084087.3554999977,2023-01-02 14:00:00
1672671600000.0,16699,16749.5,16694.5,16731.5,3981.365,66594314.4455000013,2023-01-02 15:00:00
1672675200000.0,16731.5,16734.5,16707,16707.5,2076.912,34736231.7084999979,2023-01-02 16:00:00
1672678800000.0,16707.5,16719.5,16700.5,16710.5,998.742,16688993.4440000001,2023-01-02 17:00:00
1672682400000.0,16710.5,16731.5,16707,16721,1016.055,16985058.7934999987,2023-01-02 18:00:00
1672686000000.0,16721,16736.5,16720,16734.5,799.96,13381531.7670000009,2023-01-02 19:00:00
1672689600000.0,16734.5,16735,16708.5,16728.5,940.082,15721476.6769999992,2023-01-02 20:00:00
1672693200000.0,16728.5,16799,16720,16752,3341.092,56003866.7400000021,2023-01-02 21:00:00
