,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi
0,1597852800.0,11733.5,11782.5,11661,11750,406.818,4780111.5,2020-08-19 16:00:00,0.00102092,0.000116,4443.27800000
1,1597856400.0,11750,11779,11724.5,11779,97.293,1146014.247,2020-08-19 17:00:00,0.00102092,0.000397,4556.88400000
2,1597860000.0,11779,11780,11670,11733.5,284.232,3335036.172,2020-08-19 18:00:00,0.00102092,0.000599,4557.47999999
3,1597863600.0,11733.5,11754,11650,11662,271.893,3170816.166,2020-08-19 19:00:00,0.00102092,0.00086,4507.33400000
4,1597867200.0,11662,11724.5,11566,11719,712.457,8349283.583,2020-08-19 20:00:00,0.00102092,0.000792,4533.83400000
5,1597870800.0,11719,11758.5,11707.5,11714.5,158.133,1852449.0285,2020-08-19 21:00:00,0.00102092,0.000957,4499.58000000
6,1597874400.0,11714.5,11769,11690.5,11749.5,159.824,1877852.088,2020-08-19 22:00:00,0.00102092,0.000959,4460.56000000
7,1597878000.0,11749.5,11759,11714.5,11759,95.59,1124042.81,2020-08-19 23:00:00,0.00102092,0.001188,4494.60400000
8,1597881600.0,11759,11820,11750.5,11788,357.815,4217923.22,2020-08-20 00:00:00,0.00059939,0.000412,4484.53200000
9,1597885200.0,11788,11806.5,11760.5,11762,148.946,1751902.852,2020-08-20 01:00:00,0.00059939,0.000369,4476.01599999
10,1597888800.0,11762,11774,11710,11743.5,111.267,1306664.0145,2020-08-20 02:00:00,0.00059939,0.000348,4450.70000000
11,1597892400.0,11743.5,11754,11707,11707.5,113.211,1325417.7825,2020-08-20 03:00:00,0.00059939,0.000864,4435.18999999
12,1597896000.0,11707.5,11742,11688,11722.5,118.715,1391636.5875,2020-08-20 04:00:00,0.00059939,0.000666,4463.01599999
13,1597899600.0,11722.5,11725,11700,11710,108.019,1264902.49,2020-08-20 05:00:00,0.00059939,0.000951,4479.97599999
14,1597903200.0,11710,11790,11680.5,11764,220.493,2593879.652,2020-08-20 06:00:00,0.00059939,0.000291,4505.46400000
15,1597906800.0,11764,11764.5,11708,11708,100.958,1182016.264,2020-08-20 07:00:00,0.00059939,0.000747,4513.34400000
16,1597910400.0,11708,11772,11692.5,11765.5,158.774,1868055.497,2020-08-20 08:00:00,0.00019461,0.000103,4503.88800000
17,1597914000.0,11765.5,11808.5,11753,11793.5,255.824,3017060.344,2020-08-20 09:00:00,0.00019461,0.000902,4520.85999999
18,1597917600.0,11793.5,11808,11765,11777,89.032,1048529.864,2020-08-20 10:00:00,0.00019461,0.000367,4512.64400000
19,1597921200.0,11777,11815.5,11750.5,11815,169.182,1998885.33,2020-08-20 11:00:00,0.00019461,0.000251,4515.08800000
20,1597924800.0,11815,11853.5,11787.5,11788,203.437,2398115.356,2020-08-20 12:00:00,0.00019461,0.000382,4504.44600000
21,1597928400.0,11788,11829.5,11752,11828,224.401,2654215.028,2020-08-20 13:00:00,0.00019461,0.001116,4440.73200000
22,1597932000.0,11828,11874.5,11806,11855,224.221,2658139.955,2020-08-20 14:00:00,0.00019461,0.000822,4411.67000000
23,1597935600.0,11855,11864,11821.5,11863.5,108.8,1290748.8,2020-08-20 15:00:00,0.00019461,0.000593,4443.43800000
24,1597939200.0,11863.5,11892.5,11839,11846.5,240.272,2846382.248,2020-08-20 16:00:00,0.0001,0.00091,4454.83600000
25,1597942800.0,11846.5,11857,11826,11831,90.042,1065286.902,2020-08-20 17:00:00,0.0001,0.00083,4455.97999999
26,1597946400.0,11831,11871,11830,11862,41.787,495677.394,2020-08-20 18:00:00,0.0001,0.000385,4469.38400000
27,1597950000.0,11862,11874.5,11852,11852,218.581,2590622.012,2020-08-20 19:00:00,0.0001,0.000621,4446.67400000
28,1597953600.0,11852,11879,11852,11858,35.583,421943.214,2020-08-20 20:00:00,0.0001,0.00068,4610.40200000
29,1597957200.0,11858,11883,11827.5,11829,115.896,1370933.784,2020-08-20 21:00:00,0.0001,0.000688,4620.72200000
30,1597960800.0,11829,11836,11814,11823.5,92.042,1088258.587,2020-08-20 22:00:00,0.0001,0.000328,4616.53000000
31,1597964400.0,11823.5,11867,11823.5,11857,54.329,644178.953,2020-08-20 23:00:00,0.0001,0.000369,4604.10400000
32,1597968000.0,11857,11881,11834,11838,188.455,2230930.29,2020-08-21 00:00:00,0.00024206,0.000182,4591.23200000
33,1597971600.0,11838,11838,11804,11815.5,158.724,1875403.422,2020-08-21 01:00:00,0.00024206,0.0001,4618.07800000
34,1597975200.0,11815.5,11831,11803,11803,73.883,872041.049,2020-08-21 02:00:00,0.00024206,0.000392,4573.95200000
35,1597978800.0,11803,11874.5,11790,11869,165.311,1962076.259,2020-08-21 03:00:00,0.00024206,0.00028,4586.18599999
36,1597982400.0,11869,11872,11845.5,11867.5,131.143,1556339.5525,2020-08-21 04:00:00,0.00024206,0.000148,4639.70799999
37,1597986000.0,11867.5,11869,11845.5,11854.5,154.164,1827537.138,2020-08-21 05:00:00,0.00024206,0.000417,4586.05000000
38,1597989600.0,11854.5,11854.5,11821.5,11833.5,155.43,1839280.905,2020-08-21 06:00:00,0.00024206,0.000592,4612.76400000
39,1597993200.0,11833.5,11857.5,11826,11840,54.122,640804.48,2020-08-21 07:00:00,0.00024206,0.000597,4583.39400000
40,1597996800.0,11840,11840,11808,11831.5,132.991,1573483.0165,2020-08-21 08:00:00,0.0001,0.00018,4599.11600000
41,1598000400.0,11831.5,11831.5,11794,11794,249.272,2939913.968,2020-08-21 09:00:00,0.0001,0.001384,4550.42400000
42,1598004000.0,11794,11796,11743,11770,393.285,4628964.45,2020-08-21 10:00:00,0.0001,0.000281,4578.32800000
43,1598007600.0,11770,11775,11708,11727.5,471.982,5535168.905,2020-08-21 11:00:00,0.0001,0.000692,4727.72200000
44,1598011200.0,11727.5,11771,11650,11771,777.923,9156931.633,2020-08-21 12:00:00,0.0001,0.000366,4766.21000000
45,1598014800.0,11771,11771,11704,11704,218.9,2562005.6,2020-08-21 13:00:00,0.0001,0.000537,4915.06200000
46,1598018400.0,11704,11748,11682.5,11745,255.192,2997230.04,2020-08-21 14:00:00,0.0001,0.000272,4878.86800000
47,1598022000.0,11745,11760.5,11723,11731,236.438,2773654.178,2020-08-21 15:00:00,0.0001,0.000502,4866.13400000
48,1598025600.0,11731,11747.5,11673,11675,243.074,2837888.95,2020-08-21 16:00:00,0.0001,0.000631,4870.78399999
