index,start_at,open,high,low,close,volume,turnover,date
1710302400.0,1710302400.0,72142.5,72276,72006,72141.2,880.44,63519182.3229,2024-03-13 04:00:00
1710304200.0,1710304200.0,72141.2,72299.9,72110.1,72298.1,718.298,51888749.7581,2024-03-13 04:30:00
1710306000.0,1710306000.0,72298.1,72299.6,72063.7,72192.8,844.39,60954321.4731,2024-03-13 05:00:00
1710307800.0,1710307800.0,72192.8,72281,72157.3,72236.9,530.529,38317868.4799,2024-03-13 05:30:00
1710309600.0,1710309600.0,72236.9,72624.5,72188,72495.5,2580.941,186929690.9797,2024-03-13 06:00:00
1710311400.0,1710311400.0,72495.5,72865.7,72495.3,72829.5,4104.576,298452979.6966,2024-03-13 06:30:00
1710313200.0,1710313200.0,72829.5,73350,72730,73018.8,6398.973,467508719.9446,2024-03-13 07:00:00
1710315000.0,1710315000.0,73018.8,73149.5,72811,72955.1,2918.983,212993550.0211,2024-03-13 07:30:00
1710316800.0,1710316800.0,72955.1,73749.9,72907.5,73577.7,5932.735,435392080.4118,2024-03-13 08:00:00
1710318600.0,1710318600.0,73577.7,73728.2,73360.3,73508.5,3476.061,255606541.4486,2024-03-13 08:30:00
1710320400.0,1710320400.0,73508.5,73690,73435.8,73528.1,1595.896,117372186.5135,2024-03-13 09:00:00
1710322200.0,1710322200.0,73528.1,73528.1,73152.4,73375.2,3223.973,236378475.9238,2024-03-13 09:30:00
1710324000.0,1710324000.0,73375.2,73472.4,73173.1,73320,1624.621,119153440.5041,2024-03-13 10:00:00
1710325800.0,1710325800.0,73320,73422.1,73208,73320.5,1563.856,114664662.1726,2024-03-13 10:30:00
1710327600.0,1710327600.0,73320.5,73535,73305.9,73307.4,1534.516,112669933.3041,2024-03-13 11:00:00
1710329400.0,1710329400.0,73307.4,73381.8,73101.1,73146.2,1626.817,119131324.5001,2024-03-13 11:30:00
1710331200.0,1710331200.0,73146.2,73272.2,72986.7,73063.5,1582.795,115778399.1449,2024-03-13 12:00:00
1710333000.0,1710333000.0,73063.5,73130.9,72505.1,72872.2,7368.094,536646599.7789,2024-03-13 12:30:00
1710334800.0,1710334800.0,72872.2,73125,72630,72786.3,3912.398,285266414.7014,2024-03-13 13:00:00
