,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi
0,1685548800.0,26899.7,27114,26837,26996,13757.816,371382960.4387000203,2023-05-31 16:00:00,0.0001,-0.0005268,58935.45500000
1,1685563200.0,26996,27296.8,26992.4,27199,9339.623,253554471.7191999853,2023-05-31 20:00:00,0.0001,-0.00039153,59762.52900000
2,1685577600.0,27199,27343.4,26584.6,26765.8,35823.072,963563884.450600028,2023-06-01 00:00:00,0.0001,-0.00049377,59038.05900000
3,1685592000.0,26765.8,26872.9,26746,26791.1,11110.31,297863972.6944000125,2023-06-01 04:00:00,0.0001,-0.00052858,58742.22900000
4,1685606400.0,26791.1,26943.1,26777,26885,10771.736,289524401.3184000254,2023-06-01 08:00:00,0.0001,-0.00009643,59960.05000000
5,1685620800.0,26885,26974.8,26781.3,26888.3,15405.365,414226029.5791000128,2023-06-01 12:00:00,0.0001,-0.00021317,61201.37800000
6,1685635200.0,26888.3,27173.9,26639,26850.8,32263.281,868653627.1921000481,2023-06-01 16:00:00,0.0001,-0.00051614,62111.84200000
7,1685649600.0,26850.8,26946.3,26698.9,26809.5,10323.619,277179626.3781999946,2023-06-01 20:00:00,0.0001,-0.00029911,60085.93900000
8,1685664000.0,26809.5,27013.4,26480.7,26992.6,21498.522,575080822.9049999714,2023-06-02 00:00:00,0.0001,-0.00003305,60088.52200000
9,1685678400.0,26992.6,27216,26945.3,27031.8,16128.207,436878839.6297000051,2023-06-02 04:00:00,0.0001,-0.0003674,59896.39800000
10,1685692800.0,27031.8,27173.7,27031.7,27118.7,7499.025,203244135.7964000106,2023-06-02 08:00:00,0.0001,-0.00038013,58850.56600000
11,1685707200.0,27118.7,27265,26828.5,27088,33381.027,902067091.1500999928,2023-06-02 12:00:00,0.0001,-0.00007722,59164.72800000
12,1685721600.0,27088,27293.4,26998,27236,14714.527,399188378.1137999892,2023-06-02 16:00:00,0.0001,-0.00018691,61088.27300000
13,1685736000.0,27236,27291.9,27123.2,27238.1,7343.499,199833267.2344999909,2023-06-02 20:00:00,0.0001,-0.00010736,61257.57500000
14,1685750400.0,27238.1,27238.3,27083.7,27130.4,5815.171,157859304.4241000116,2023-06-03 00:00:00,0.0001,-0.00045686,60486.68900000
15,1685764800.0,27130.4,27209.3,27096.9,27159.9,4248.937,115390290.7722000033,2023-06-03 04:00:00,0.0001,-0.00049449,60635.05900000
16,1685779200.0,27159.9,27172.8,27108.6,27126,4161.544,112938886.5122999996,2023-06-03 08:00:00,0.0001,-0.00015594,60643.38000000
17,1685793600.0,27126,27324.9,27120,27286.9,6576.241,178944242.0128999949,2023-06-03 12:00:00,0.0001,-0.00033111,60235.80500000
18,1685808000.0,27286.9,27310,26917.4,27084.9,11824.756,320969663.288500011,2023-06-03 16:00:00,0.0001,-0.00052078,59873.46600000
19,1685822400.0,27084.9,27110.8,26905.9,27059.1,7443.162,201155939.9009999931,2023-06-03 20:00:00,0.0001,-0.00040561,59259.66100000
20,1685836800.0,27059.1,27095.2,26946.4,27052,4909.095,132729692.8549000025,2023-06-04 00:00:00,0.0001,-0.00029932,59978.08500000
21,1685851200.0,27052,27154.8,27017.8,27139.8,6078.112,164668415.9787999988,2023-06-04 04:00:00,0.0001,-0.00035286,60439.65600000
22,1685865600.0,27139.8,27241.8,27110.6,27189.9,6985.368,189910459.6615000069,2023-06-04 08:00:00,0.0001,-0.0002684,60823.35700000
23,1685880000.0,27189.9,27285,27151,27165.1,7935.719,215950740.2351999879,2023-06-04 12:00:00,0.0001,-0.00041774,59857.65600000
24,1685894400.0,27165.1,27215.7,27142.2,27203.9,4572.42,124279737.6536000073,2023-06-04 16:00:00,0.0001,-0.00031131,60153.66800000
25,1685908800.0,27203.9,27450,27030.1,27105.5,22539.642,614260363.2552000284,2023-06-04 20:00:00,0.0001,-0.00030198,60206.79700000
26,1685923200.0,27105.5,27116.5,26771.5,26834,20232.07,545140458.0707000494,2023-06-05 00:00:00,0.0001,-0.00029799,57121.44100000
27,1685937600.0,26834,26860.9,26730,26820,13800.77,369859197.3458999991,2023-06-05 04:00:00,0.0001,-0.00037397,58662.69800000
28,1685952000.0,26820,26834.8,26650,26766,15515.409,415006934.192900002,2023-06-05 08:00:00,0.0001,-0.00025315,62268.00300000
29,1685966400.0,26766,26812.2,25965.6,25985,61505.35,1628320137.5248000622,2023-06-05 12:00:00,0.0001,-0.000387,63516.16300000
30,1685980800.0,25985,26071.8,25361.5,25626.5,84211.014,2162916259.4168000221,2023-06-05 16:00:00,0.0001,-0.00014683,62884.16400000
31,1685995200.0,25626.5,25854.9,25501,25717.2,14959.32,383925377.1647999883,2023-06-05 20:00:00,0.0001,-0.00041008,62036.65000000
32,1686009600.0,25717.2,25777,25583.6,25719.1,8377.99,215233970.3544000089,2023-06-06 00:00:00,0.0001,-0.00036516,62138.41700000
33,1686024000.0,25719.1,25799.9,25687,25708.9,7645.971,196934234.4144999981,2023-06-06 04:00:00,0.0001,-0.0005182,62568.59600000
34,1686038400.0,25708.9,25780,25628,25674.8,7207.955,185289826.9384000003,2023-06-06 08:00:00,0.00004867,-0.00050084,62533.98700000
