start_at,open,high,low,close,volume,turnover,date
1703433600000.0,43708.1,43749.2,43566,43689.5,2610.031,113941494.0802,2023-12-24 16:00:00
1703437200000.0,43689.5,43737.9,43625,43654.8,1182.297,51628554.617,2023-12-24 17:00:00
1703440800000.0,43654.8,43703.2,43600,43685.9,975.668,42591593.4553,2023-12-24 18:00:00
1703444400000.0,43685.9,43706.5,43581.9,43638.3,624.168,27240721.753,2023-12-24 19:00:00
1703448000000.0,43638.3,43646.8,43460,43522.2,2384.227,103785391.8086,2023-12-24 20:00:00
1703451600000.0,43522.2,43594.1,43481.7,43520,1492.795,64987948.2408,2023-12-24 21:00:00
1703455200000.0,43520,43589.7,42534.1,43003.4,20998.688,902448865.9921,2023-12-24 22:00:00
1703458800000.0,43003.4,43235,42913,43022.3,6304.326,271664734.8977,2023-12-24 23:00:00
1703462400000.0,43022.3,43136.6,42742.7,42956.9,6121.863,262702554.2835,2023-12-25 00:00:00
1703466000000.0,42956.9,43122.6,42946,43082,1843.14,79337986.8994,2023-12-25 01:00:00
1703469600000.0,43082,43142.7,42893.8,43086.5,3337.191,143519223.125,2023-12-25 02:00:00
1703473200000.0,43086.5,43184.2,43038.4,43179.5,1216.458,52467409.3374,2023-12-25 03:00:00
1703476800000.0,43179.5,43230,43121,43129.3,1551.646,66992472.0864,2023-12-25 04:00:00
1703480400000.0,43129.3,43280,43128.9,43264.2,1620.414,70026640.2825,2023-12-25 05:00:00
1703484000000.0,43264.2,43358.9,43235.2,43272,2005.849,86842569.4862,2023-12-25 06:00:00
1703487600000.0,43272,43316.5,43202.4,43232,1490.238,64453439.704,2023-12-25 07:00:00
1703491200000.0,43232,43321.7,43128,43147.9,2073.208,89617432.9617,2023-12-25 08:00:00
1703494800000.0,43147.9,43222.6,43077.2,43176.1,1770.465,76393480.7326,2023-12-25 09:00:00
1703498400000.0,43176.1,43236.8,43115.6,43199.9,931.166,40218663.671,2023-12-25 10:00:00
1703502000000.0,43199.9,43280.5,43100.1,43200,1623.132,70122529.5893,2023-12-25 11:00:00
1703505600000.0,43200,43755,43118.5,43684.5,9133.463,396984557.3887,2023-12-25 12:00:00
1703509200000.0,43684.5,43874.5,43558.2,43708.7,9544.725,417294462.9859,2023-12-25 13:00:00
1703512800000.0,43708.7,43827,43604.8,43724,4441.706,194172992.3778,2023-12-25 14:00:00
1703516400000.0,43724,43809.5,43647.5,43666.9,2733.016,119499856.0163,2023-12-25 15:00:00
1703520000000.0,43666.9,43760.7,43461,43547.3,4659.536,203168865.6021,2023-12-25 16:00:00
1703523600000.0,43547.3,43699.5,43525,43597,1960.566,85516641.7464,2023-12-25 17:00:00
1703527200000.0,43597,43699.9,43357.8,43485.8,4892.519,213026785.9132,2023-12-25 18:00:00
1703530800000.0,43485.8,43533.3,43378.3,43505.1,2065.401,89775076.5572,2023-12-25 19:00:00
1703534400000.0,43505.1,43528,43355,43442.1,2103.577,91340556.7092,2023-12-25 20:00:00
1703538000000.0,43442.1,43574.8,43355,43552.2,2114.364,91867325.1316,2023-12-25 21:00:00
1703541600000.0,43552.2,43770.2,43516.2,43716.7,3078.948,134466696.4565,2023-12-25 22:00:00
1703545200000.0,43716.7,43718,43604.7,43611.8,1275.774,55693662.6529,2023-12-25 23:00:00
1703548800000.0,43611.8,43634.1,43428.5,43485.6,1863.268,81113065.294,2023-12-26 00:00:00
1703552400000.0,43485.6,43586.9,43463.4,43540,1365.938,59455209.5111,2023-12-26 01:00:00
1703556000000.0,43540,43575.8,43439.2,43457.1,1227.683,53415470.0453,2023-12-26 02:00:00
1703559600000.0,43457.1,43529,43400,43486.1,1503.304,65344785.6487,2023-12-26 03:00:00
1703563200000.0,43486.1,43512.5,43394.4,43479.3,2347.867,102028484.6974,2023-12-26 04:00:00
1703566800000.0,43479.3,43486.2,42640.3,42807.5,18451.36,793453485.694,2023-12-26 05:00:00
1703570400000.0,42807.5,42856.7,42570.8,42721.5,6835.126,291997726.6031,2023-12-26 06:00:00
1703574000000.0,42721.5,42870.6,42660.6,42806,2439.618,104418148.3193,2023-12-26 07:00:00
1703577600000.0,42806,42835.2,42695.6,42742,2367.625,101236238.0376,2023-12-26 08:00:00
1703581200000.0,42742,42766,42100,42448.3,11229.601,476427563.4304,2023-12-26 09:00:00
1703584800000.0,42448.3,42706,42398,42696.1,4898.034,208549859.6246,2023-12-26 10:00:00
1703588400000.0,42696.1,42796,42609.4,42721.8,2289.867,97768619.0611,2023-12-26 11:00:00
1703592000000.0,42721.8,42830,42656.1,42799.8,2162.696,92427436.391,2023-12-26 12:00:00
1703595600000.0,42799.8,42819.7,42662,42761.5,2323.167,99324428.2414,2023-12-26 13:00:00
1703599200000.0,42761.5,42869.7,42577.6,42638.4,3367.793,143878693.1673,2023-12-26 14:00:00
1703602800000.0,42638.4,42784.4,42236,42422.5,7308.334,310882195.0737,2023-12-26 15:00:00
1703606400000.0,42422.5,42472.1,42165.1,42366.6,6859.894,290356002.7451,2023-12-26 16:00:00
1703610000000.0,42366.6,42420,41655,42054.1,17794.576,746802112.9428,2023-12-26 17:00:00
1703613600000.0,42054.1,42221.9,41870,42197,7573.222,318595294.7865,2023-12-26 18:00:00
1703617200000.0,42197,42357.1,42115.5,42153.9,4307.927,181966588.8763,2023-12-26 19:00:00
1703620800000.0,42153.9,42279.1,42092.2,42177.7,2167.05,91436354.4649,2023-12-26 20:00:00
1703624400000.0,42177.7,42387.2,42151.4,42371.7,1941.165,82134871.7311,2023-12-26 21:00:00
1703628000000.0,42371.7,42644.5,42358.3,42505.8,2804.585,119196623.5712,2023-12-26 22:00:00
1703631600000.0,42505.8,42601.8,42444,42552,1962.977,83485640.9402,2023-12-26 23:00:00
1703635200000.0,42552,42595.9,42366.9,42397.4,2108.277,89562303.6211,2023-12-27 00:00:00
1703638800000.0,42397.4,42548.6,42322.4,42499.9,1868.9,79323022.6453,2023-12-27 01:00:00
1703642400000.0,42499.9,42529.3,42222.9,42266,2220.641,94057690.3763,2023-12-27 02:00:00
1703646000000.0,42266,42383.8,42138.7,42273.4,2119.732,89593839.1027,2023-12-27 03:00:00
1703649600000.0,42273.4,42382.1,42250,42340.8,1587.044,67189406.8639,2023-12-27 04:00:00
1703653200000.0,42340.8,42499.9,42320.8,42495.4,2380.344,100981498.1557,2023-12-27 05:00:00
1703656800000.0,42495.4,42590.9,42451.6,42467.8,2352.135,100005832.5948,2023-12-27 06:00:00
1703660400000.0,42467.8,42553.4,42447.9,42506,1490.645,63341774.2864,2023-12-27 07:00:00
