index,start_at,open,high,low,close,volume,turnover,date
1713972600.0,1713972600.0,3190.46,3197.94,3166.06,3174.22,44262.29,140681286.6781,2024-04-24 15:30:00
1713974400.0,1713974400.0,3174.22,3191.27,3156.53,3160.64,29990.46,95215356.6756,2024-04-24 16:00:00
1713976200.0,1713976200.0,3160.64,3181,3155.88,3171.94,14916.39,47285672.3375,2024-04-24 16:30:00
1713978000.0,1713978000.0,3171.94,3184.99,3171.31,3183.57,8479.31,26964345.3281,2024-04-24 17:00:00
1713979800.0,1713979800.0,3183.57,3191.2,3174.7,3178.18,12231.76,38974306.3059,2024-04-24 17:30:00
1713981600.0,1713981600.0,3178.18,3179.56,3161.21,3162.68,9098.7,28816153.5375,2024-04-24 18:00:00
1713983400.0,1713983400.0,3162.68,3169.56,3120.03,3128.26,42492.53,133280239.3942,2024-04-24 18:30:00
1713985200.0,1713985200.0,3128.26,3147.24,3102.8,3143.7,36512.25,114127655.8742,2024-04-24 19:00:00
1713987000.0,1713987000.0,3143.7,3149.07,3131.18,3133.8,9234.79,29008096.4336,2024-04-24 19:30:00
1713988800.0,1713988800.0,3133.8,3142.24,3115.56,3128.26,20123.54,62963269.2608,2024-04-24 20:00:00
1713990600.0,1713990600.0,3128.26,3138.01,3125.28,3132.32,8696.17,27234953.0592,2024-04-24 20:30:00
1713992400.0,1713992400.0,3132.32,3143.17,3126.26,3140.55,6363.57,19945004.4371,2024-04-24 21:00:00
1713994200.0,1713994200.0,3140.55,3149.8,3140.5,3148.47,5743,18069486.9249,2024-04-24 21:30:00
1713996000.0,1713996000.0,3148.47,3151,3136.75,3142.28,11924.11,37488733.0318,2024-04-24 22:00:00
1713997800.0,1713997800.0,3142.28,3143.14,3119.52,3130.08,8487.37,26567143.2891,2024-04-24 22:30:00
1713999600.0,1713999600.0,3130.08,3135.49,3110.06,3123.3,13487.7,42114242.0277,2024-04-24 23:00:00
1714001400.0,1714001400.0,3123.3,3141.28,3121.84,3138.77,4951.64,15510556.3294,2024-04-24 23:30:00
1714003200.0,1714003200.0,3138.77,3150.67,3134.32,3148.55,9871.43,31041113.4173,2024-04-25 00:00:00
1714005000.0,1714005000.0,3148.55,3159.99,3148.33,3155.42,8796.03,27741070.5802,2024-04-25 00:30:00
1714006800.0,1714006800.0,3155.42,3169.37,3154.57,3168.84,9403.95,29729026.2929,2024-04-25 01:00:00
1714008600.0,1714008600.0,3168.84,3170.1,3140.6,3141.03,11584.43,36571147.3583,2024-04-25 01:30:00
1714010400.0,1714010400.0,3141.03,3163.02,3123.31,3162.45,21620.84,67955610.8859,2024-04-25 02:00:00
1714012200.0,1714012200.0,3162.45,3162.45,3147.26,3152.2,15530.86,48984842.6697,2024-04-25 02:30:00
1714014000.0,1714014000.0,3152.2,3158.99,3138.65,3147.63,7669.39,24142458.4916,2024-04-25 03:00:00
1714015800.0,1714015800.0,3147.63,3154.86,3143.66,3145.8,5259.94,16570551.8934,2024-04-25 03:30:00
1714017600.0,1714017600.0,3145.8,3149,3124.25,3138.6,10242.02,32099839.3964,2024-04-25 04:00:00
1714019400.0,1714019400.0,3138.6,3155.17,3138.05,3154.99,5908.52,18616045.2262,2024-04-25 04:30:00
1714021200.0,1714021200.0,3154.99,3155.95,3140.77,3146.75,4690.8,14763628.4041,2024-04-25 05:00:00
1714023000.0,1714023000.0,3146.75,3163.8,3146.21,3156.36,5967.71,18844662.3482,2024-04-25 05:30:00
