,serial,date,cash_in,cash_out,amount,startup_flag
0,24362,2024-04-17 04:00:00,0.0,1000,0.0,1
1,24363,2024-04-17 05:00:00,1000.0,0,1000.0,0
2,24364,2024-04-17 06:00:00,0.0,1000,0.0,0
3,24365,2024-04-17 08:00:00,976.16347462,0,976.16347462,0
