index,start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,entry_volume
156,2024-01-07 12:00:00,44076.9,44160.5,43971.1,44102.5,1871.915,82506351.3224,2024-01-07 12:00:00,57.57,44050.27,43894.14,43972.21,44128.34,43816.08,44206.41,43738.01,58.14,52.97,5.16,19.24,15.74,7.88,9.35,1902.4772142857175,31.64,-130.29000000000087,24.52,3.91,44017.47,44054.59,25.839999999996508,-286.41999999999825,-47.91000000000349,-85.02999999999884,-12.43,27.57,3.4999999999999982,5.170000000000002,312.25999999999476,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
157,2024-01-07 13:00:00,44102.5,44468.3,44084.9,44426.7,6941.211,307693287.8417,2024-01-07 13:00:00,67.71,44140.1,43890.89,44015.49,44264.7,43766.29,44389.3,43641.69,87.25,59.83,27.42,26.58,13.85,9.57,10.32,2286.9537857142886,384.47,-411.2099999999991,204.52,8.7,44064.45,44203.43,-162.0,-660.4099999999962,-223.2699999999968,-362.25,-2.2900000000000063,37.709999999999994,12.729999999999999,27.42,498.4099999999962,0.0,IdleState,upper,0.0,0.0,0.0,0.0,0,0.0,None,0
158,2024-01-07 14:00:00,44426.7,44509.6,44286.0,44418.9,4205.604,186709718.8261,2024-01-07 14:00:00,67.29,44207.99,43899.83,44053.91,44362.07,43745.76,44516.15,43591.68,108.44,69.55,38.88,26.01,12.87,11.3,11.31,2268.9442142857174,-18.0,-364.98999999999796,254.26,7.75,44122.16,44289.62,-56.830000000001746,-673.1399999999994,-129.27999999999884,-296.73999999999796,-2.7099999999999937,37.290000000000006,13.140000000000002,38.89,616.3099999999977,0.0,EntryPreparationState,upper,44418.9,43922.8,0.0,-496.09999999999854,0,0.0,None,0
173,2024-01-08 05:00:00,43611.9,43669.6,43486.0,43654.0,2549.473,111129673.3933,2024-01-08 05:00:00,43.91,44129.42,43558.81,43844.11,44414.72,43273.5,44700.02,42988.2,-107.49,-45.63,-61.86,10.78,27.01,23.83,17.02,4072.94235714286,-303.17,190.11000000000058,31.58,2.75,43728.64,43619.9,760.7200000000012,-380.5,-34.099999999998545,74.63999999999942,-26.090000000000003,13.909999999999997,-16.230000000000004,-61.85999999999999,1141.2200000000012,0.0,PositionState,lower,43716.0,43920.3,-62.0,0.0,0,0.0,None,0
174,2024-01-08 06:00:00,43654.0,44444.0,43605.6,43920.3,15992.787,704139389.9728,2024-01-08 06:00:00,51.11,44136.73,43566.01,43851.37,44422.09,43280.64,44707.45,42995.28,-87.04,-53.91,-33.12,25.55,22.12,22.64,16.64,4847.755000000003,774.81,-68.93000000000029,-2.96,20.3,43692.68,43740.06,501.7899999999936,-639.6600000000035,-180.24000000000524,-227.62000000000262,-18.89,21.11,3.4299999999999997,-33.13000000000001,1141.449999999997,0.0,PositionState,lower,43716.0,43920.3,204.3000000000029,0.0,0,0.0,None,0
175,2024-01-08 07:00:00,43920.3,44088.0,43789.4,43979.0,3928.632,172617401.5349,2024-01-08 07:00:00,52.55,44147.54,43579.51,43863.52,44431.55,43295.5,44715.56,43011.48,-65.33,-56.2,-9.13,23.89,20.68,21.53,16.09,4735.528785714289,-112.22,-115.4800000000032,1.97,14.55,43705.55,43835.63,452.5500000000029,-683.5,-143.37000000000262,-273.4499999999971,-17.450000000000003,22.549999999999997,3.210000000000001,-9.129999999999995,1136.050000000003,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
176,2024-01-08 08:00:00,43979.0,44079.9,43853.1,43870.0,2137.348,93989883.5805,2024-01-08 08:00:00,49.62,44146.3,43581.97,43864.14,44428.47,43299.81,44710.64,43017.64,-56.28,-56.21,-0.06,22.69,19.64,20.51,15.37,4758.5533571428605,23.02,-5.860000000000582,2.07,-1.82,43698.2,43849.38,558.4700000000012,-570.1900000000023,-20.62000000000262,-171.8000000000029,-20.380000000000003,19.619999999999997,3.0500000000000007,-0.07000000000000028,1128.6600000000035,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
177,2024-01-08 09:00:00,43870.0,43924.6,43640.1,43731.6,3067.786,134335574.7076,2024-01-08 09:00:00,46.1,44113.09,43589.94,43851.52,44374.66,43328.37,44636.23,43066.8,-59.59,-56.89,-2.69,21.24,23.16,19.35,14.58,4840.007000000003,81.45,119.91999999999825,-85.45,-6.17,43708.16,43802.26,643.060000000005,-403.2299999999959,70.66000000000349,-23.439999999995052,-23.9,16.1,-1.9200000000000017,-2.700000000000003,1046.2900000000009,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
178,2024-01-08 10:00:00,43731.6,44148.0,43698.9,44100.0,4495.324,197630979.3274,2024-01-08 10:00:00,55.21,44113.35,43637.01,43875.18,44351.52,43398.84,44589.69,43160.67,-32.11,-51.93,19.82,24.03,20.9,18.47,13.96,5070.844857142861,230.83,-224.8199999999997,-147.41,3.6,43750.83,43921.36,251.5199999999968,-701.1600000000035,-178.63999999999942,-349.16999999999825,-14.79,25.21,3.1300000000000026,19.82,952.6800000000003,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
179,2024-01-08 11:00:00,44100.0,44749.3,43906.1,44653.9,14930.271,661526511.6238,2024-01-08 11:00:00,64.83,44238.95,43659.74,43949.34,44528.56,43370.13,44818.17,43080.52,33.96,-34.75,68.72,31.83,17.44,19.23,14.92,6003.907071428574,933.06,-704.560000000005,182.6,14.04,43894.26,44214.37,-125.34000000000378,-1283.770000000004,-439.52999999999884,-759.6399999999994,-5.170000000000002,34.83,14.389999999999997,68.71000000000001,1158.4300000000003,0.0,IdleState,upper,0.0,0.0,0.0,0.0,0,0.0,None,0
180,2024-01-08 12:00:00,44653.9,45211.1,44296.1,45118.0,29919.653,1341776121.9539,2024-01-08 12:00:00,70.54,44451.45,43669.83,44060.64,44842.26,43279.02,45233.07,42888.21,122.37,-3.33,125.7,34.85,14.62,20.78,16.54,7749.960071428575,1746.05,-1057.3600000000006,581.85,13.64,44070.96,44575.82,-275.73999999999796,-1838.9800000000032,-542.1800000000003,-1047.0400000000009,0.5400000000000063,40.540000000000006,20.230000000000004,125.7,1563.2400000000052,0.0,EntryPreparationState,upper,45118.0,46186.3,0.0,1068.300000000003,0,0.0,None,0
