,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
10,59,191,1672844400000.0,16827.0,16844.5,16760.5,16815.5,6024.329,101179525.721,2023-01-04 15:00:00,0.0001,-0.00017,71748.694,51.72,16836.46,16803.15,16819.8,16853.12,16786.49,16869.78,16769.83,14.24,22.99,-8.74,21.96,20.94,38.13,41.83,1618.305357142857,150.78,-0.45,4.75,-7.1,16825.44,16819.42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,60,192,1672846200000.0,16815.5,16850.0,16803.5,16850.0,2305.797,38814069.913,2023-01-04 15:30:00,0.0001,0.0,71234.488,60.31,16839.35,16806.01,16822.68,16856.03,16789.33,16872.7,16772.66,15.12,21.42,-6.29,20.93,18.8,35.79,41.4,1669.8108571428572,51.5,2.88,1.44,-4.05,16826.05,16834.71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,61,193,1672848000000.0,16850.0,16891.5,16825.5,16859.5,4157.915,70113345.223,2023-01-04 16:00:00,0.0001,-0.000518,71208.815,62.3,16842.95,16809.43,16826.19,16859.71,16792.66,16876.47,16775.9,16.4,20.41,-4.01,26.58,16.27,34.95,41.34,1909.9567857142852,240.14,3.5,3.26,7.14,16829.11,16847.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,62,194,1672849800000.0,16859.5,16872.5,16838.0,16850.5,1691.048,28500659.125,2023-01-04 16:30:00,0.0001,-0.00046,71672.32,59.27,16843.43,16813.58,16828.5,16858.35,16798.65,16873.28,16783.73,16.49,19.63,-3.13,24.71,15.12,34.17,41.28,1932.5674285714283,22.61,2.31,-3.67,4.93,16830.66,16848.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,63,195,1672851600000.0,16850.5,16870.0,16843.5,16866.5,766.588,12920819.2935,2023-01-04 17:00:00,0.0001,-0.000478,72118.039,62.74,16848.14,16816.1,16832.12,16864.17,16800.07,16880.19,16784.05,17.65,19.23,-1.57,23.34,14.29,33.45,41.02,1932.783357142857,0.21,3.61,3.04,-2.4,16836.77,16857.65,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,64,196,1672853400000.0,16866.5,16930.0,16866.5,16881.0,5889.836,99560378.098,2023-01-04 17:30:00,0.0001,-0.00065,72075.894,65.6,16854.42,16819.13,16836.77,16872.06,16801.49,16889.7,16783.85,19.52,19.29,0.22,32.2,12.51,34.21,41.59,2306.5840714285714,373.8,4.65,12.29,9.27,16843.27,16869.32,PositionState,upper,16881.0,16801.5,0.0,-79.5,62.5,-79.5,2.5,-10.529999999998836
16,150,282,1673008200000.0,16716.0,16738.5,16712.5,16726.0,1032.638,17274866.9615,2023-01-06 12:30:00,8.281e-05,-8.2e-05,70426.151,32.03,16805.82,16744.58,16775.2,16836.44,16713.96,16867.06,16683.33,-22.96,-16.02,-6.93,6.08,41.42,45.16,33.31,1435.9316428571426,-5.88,-5.18,7.53,1.24,16758.5,16729.1,PositionState,lower,16817.0,16768.5,91.0,0.0,0.0,0.0,0.0,0.0
17,151,283,1673010000000.0,16726.0,16741.0,16675.5,16680.0,4599.026,76855979.8275,2023-01-06 13:00:00,8.281e-05,-0.000275,70736.585,24.92,16802.09,16730.17,16766.13,16838.05,16694.21,16874.01,16658.25,-27.63,-18.34,-9.28,5.03,44.03,47.61,35.52,1729.007357142857,293.07,-9.06,19.09,-4.17,16745.94,16704.55,PositionState,lower,16817.0,16768.5,137.0,0.0,0.0,0.0,0.0,0.0
18,152,284,1673011800000.0,16680.0,16816.0,16675.0,16768.5,11288.797,189193734.3255,2023-01-06 13:30:00,8.281e-05,-0.0002,70521.91499999,48.57,16800.53,16732.18,16766.36,16834.71,16698.01,16868.88,16663.83,-23.92,-19.46,-4.45,18.83,31.41,46.0,35.64,2418.959,689.95,0.22,-5.52,25.37,16745.16,16736.52,IdleState,lower,16817.0,16768.5,48.5,0.0,0.0,0.0,0.0,0.0
19,153,285,1673013600000.0,16768.5,16776.5,16742.0,16761.0,2088.4,34996290.6655,2023-01-06 14:00:00,8.281e-05,-0.000188,69842.694,47.21,16799.47,16732.22,16765.85,16833.1,16698.59,16866.73,16664.96,-21.33,-19.83,-1.5,17.51,29.2,44.5,35.75,2479.0595714285714,60.1,-0.51,-5.53,14.69,16742.5,16748.76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,154,286,1673015400000.0,16761.0,16790.0,16720.5,16744.0,3840.849,64339620.616,2023-01-06 14:30:00,8.281e-05,-0.00018,70548.1,44.2,16796.07,16731.46,16763.76,16828.37,16699.16,16860.67,16666.86,-20.42,-19.95,-0.47,15.19,29.43,43.6,35.7,2713.971071428572,234.91,-2.09,-6.9,-3.86,16737.77,16746.38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,155,287,1673017200000.0,16744.0,16785.0,16744.0,16758.0,2439.933,40917389.34,2023-01-06 15:00:00,8.281e-05,-0.000109,70869.454,47.19,16794.23,16732.2,16763.22,16825.25,16701.18,16856.27,16670.16,-18.36,-19.63,1.27,14.01,27.15,42.76,35.66,2831.7212857142854,117.75,-0.53,-9.86,-1.22,16737.22,16752.19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,156,288,1673019000000.0,16758.0,16842.5,16758.0,16839.0,4476.948,75294052.32549998,2023-01-06 15:30:00,8.281e-05,-0.000228,70607.649,60.41,16804.42,16736.44,16770.43,16838.42,16702.45,16872.41,16668.46,-10.07,-17.72,7.64,21.94,23.17,39.9,35.17,3120.954071428572,289.23,7.2,8.77,10.72,16747.83,16795.59,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,157,289,1673020800000.0,16839.0,16849.5,16805.0,16807.0,2261.681,38046817.4985,2023-01-06 16:00:00,0.0001,-8.1e-05,70189.921,54.59,16808.63,16739.2,16773.91,16843.35,16704.48,16878.06,16669.77,-6.01,-15.38,9.36,21.46,21.39,37.06,34.62,3130.0154285714284,9.06,3.47,16.06,9.23,16755.5,16801.29,PositionState,upper,16807.0,16921.0,0.0,114.0,165.0,0.0,104.87878787878788,126.04999999999929
24,246,378,1673181000000.0,16916.5,16917.5,16916.0,16916.5,226.593,3833248.71,2023-01-08 12:30:00,0.0001,-0.000357,69403.72199999,38.16,16938.21,16920.86,16929.54,16946.89,16912.19,16955.56,16903.51,-2.43,0.44,-2.87,18.94,34.18,13.32,11.66,455.4117142857143,7.46,-1.36,2.52,-1.09,16928.11,16918.64,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,247,379,1673182800000.0,16916.5,16932.0,16915.0,16929.0,958.283,16216341.4075,2023-01-08 13:00:00,0.0001,-0.000252,69432.138,49.39,16938.04,16920.93,16929.49,16946.6,16912.38,16955.15,16903.82,-2.12,-0.07,-2.05,29.04,28.98,12.38,11.01,496.06,40.64,-0.04,-0.53,15.02,16927.0,16923.82,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,248,380,1673184600000.0,16929.0,16932.0,16926.0,16926.0,487.623,8255306.6725,2023-01-08 13:30:00,0.0001,-0.000328,69576.613,47.18,16937.82,16920.49,16929.16,16946.48,16911.83,16955.14,16903.17,-2.09,-0.47,-1.62,27.46,27.39,11.5,10.41,519.7442142857143,23.68,-0.33,0.13,10.11,16924.55,16924.91,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,249,381,1673186400000.0,16926.0,16935.0,16926.0,16934.5,333.466,5646073.8475,2023-01-08 14:00:00,0.0001,-0.000202,69721.38,53.53,16938.32,16921.01,16929.66,16946.97,16912.35,16955.63,16903.7,-1.37,-0.65,-0.72,27.93,25.17,11.05,10.09,521.0181428571428,1.27,0.5,-0.14,1.1,16925.38,16929.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,250,382,1673188200000.0,16934.5,16945.5,16934.5,16945.5,573.353,9712984.905,2023-01-08 14:30:00,0.0001,-0.000422,69799.178,60.2,16940.25,16922.1,16931.17,16949.32,16913.02,16958.39,16903.95,0.08,-0.5,0.59,34.45,22.74,11.73,10.6,540.9585714285714,19.94,1.5,2.16,9.42,16927.27,16937.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
