,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
457,3262,3394,1678609800000.0,20352.0,20367.4,20332.5,20367.3,856.223,17422311.5753,2023-03-12 08:30:00,0.0001,-0.000463,54422.645,53.84,20383.78,20308.01,20345.9,20421.67,20270.13,20459.55,20232.24,22.39,32.8,-10.41,19.17,19.05,18.32,22.74,1423.9583571428573,-34.97,2.26,-4.68,0.87,20358.04,20357.03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,3263,3395,1678611600000.0,20367.3,20407.0,20357.7,20376.1,1473.085,30026059.8033,2023-03-12 09:00:00,0.0001,-0.000378,54374.196,54.69,20386.22,20311.33,20348.77,20423.66,20273.89,20461.1,20236.45,22.35,30.71,-8.36,21.93,18.19,17.67,22.13,1373.0575,-50.9,2.86,-2.34,3.0,20357.58,20366.56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,3264,3396,1678613400000.0,20376.1,20424.9,20359.0,20376.7,1144.979,23342743.9108,2023-03-12 09:30:00,0.0001,-0.000323,54352.841,54.76,20384.53,20318.33,20351.43,20417.63,20285.24,20450.73,20252.14,22.11,28.99,-6.87,22.25,17.08,17.35,21.93,1291.6031428571428,-81.45,2.65,-15.38,4.19,20356.11,20371.63,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,3265,3397,1678615200000.0,20376.7,20407.5,20362.4,20398.5,1015.835,20711906.6348,2023-03-12 10:00:00,0.0001,-0.000297,54420.351,57.03,20389.59,20322.24,20355.91,20423.26,20288.57,20456.94,20254.89,23.41,27.87,-4.46,21.29,16.35,17.05,21.72,1185.079,-106.52,4.47,-3.72,0.08,20361.57,20385.06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,3266,3398,1678617000000.0,20398.5,20435.0,20386.5,20411.3,873.255,17825910.3913,2023-03-12 10:30:00,0.0001,-0.000486,54788.506,58.35,20391.88,20330.49,20361.19,20422.58,20299.8,20453.28,20269.1,25.18,27.33,-2.15,22.97,15.57,17.2,21.74,1185.3512142857144,0.27,5.27,-6.27,1.5,20365.87,20398.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,3267,3399,1678618800000.0,20411.3,20475.0,20405.5,20444.0,2236.796,45738292.5321,2023-03-12 11:00:00,0.0001,-0.000308,54873.121,61.6,20399.24,20338.91,20369.08,20429.41,20308.75,20459.57,20278.58,28.89,27.65,1.24,25.33,14.51,17.91,21.84,1298.9007857142858,113.54,7.89,-2.79,5.09,20379.11,20421.09,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,3268,3400,1678620600000.0,20444.0,20486.6,20422.7,20436.4,1967.752,40244055.6165,2023-03-12 11:30:00,0.0001,-0.000373,54664.113,60.42,20408.11,20342.87,20375.49,20440.73,20310.24,20473.35,20277.62,30.86,28.29,2.57,24.87,13.59,18.72,22.24,1382.5908571428572,83.69,6.4,16.65,2.82,20388.42,20428.74,PositionState,upper,20436.4,20372.6,0.0,-63.80000000000291,0.0,-63.80000000000291,-39.800000000001695,-40.06000000000131
464,3273,3405,1678629600000.0,20370.0,20389.3,20337.7,20360.2,1756.511,35763154.5056,2023-03-12 14:00:00,0.0001,-0.000602,54869.1,49.36,20405.2,20346.1,20375.65,20434.74,20316.55,20464.29,20287.01,16.38,23.46,-7.08,21.13,20.26,14.43,17.81,1752.3772142857142,74.08,-1.62,-3.18,-3.9,20397.15,20371.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,3274,3406,1678631400000.0,20360.2,20394.0,20322.5,20336.9,1231.852,25082029.5185,2023-03-12 14:30:00,0.0001,-0.000289,54898.758,46.33,20402.79,20341.13,20371.96,20433.61,20310.3,20464.44,20279.48,11.5,21.07,-9.56,19.65,20.33,13.52,16.61,1655.9594285714284,-96.41,-3.69,2.36,-2.66,20390.31,20354.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,3275,3407,1678633200000.0,20336.9,20399.9,20275.8,20359.6,3047.488,61973421.8714,2023-03-12 15:00:00,0.0001,-0.000381,54925.858,49.58,20401.6,20339.97,20370.78,20432.41,20309.15,20463.23,20278.33,9.36,18.73,-9.36,17.37,22.33,13.45,15.88,1736.4213571428572,80.46,-1.18,-1.18,-5.75,20384.56,20356.84,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,3276,3408,1678635000000.0,20359.6,20370.0,20315.6,20351.1,917.291,18661018.5061,2023-03-12 15:30:00,0.0001,-0.000413,54851.996,48.4,20399.65,20338.16,20368.91,20430.4,20307.41,20461.15,20276.67,6.9,16.36,-9.46,16.47,21.17,13.38,15.52,1740.783357142857,4.36,-1.86,-1.46,-2.02,20374.24,20353.97,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,3277,3409,1678636800000.0,20351.1,20376.6,20330.7,20362.8,1130.829,23020122.4128,2023-03-12 16:00:00,9.121e-05,-0.000501,54895.69,50.15,20399.17,20337.48,20368.32,20430.01,20306.64,20460.85,20275.8,5.82,14.25,-8.43,16.38,20.22,13.17,15.26,1716.3365,-24.44,-0.59,-1.63,-0.03,20366.06,20358.38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,3278,3410,1678638600000.0,20362.8,20409.4,20346.2,20382.9,965.591,19677985.5274,2023-03-12 16:30:00,9.121e-05,-0.00035,54959.006,53.11,20398.52,20340.91,20369.71,20427.32,20312.1,20456.12,20283.3,6.52,12.71,-6.19,18.6,18.96,12.3,14.67,1703.5230714285717,-12.81,1.38,-8.54,3.39,20366.3,20370.64,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,3279,3411,1678640400000.0,20382.9,20799.0,20367.6,20627.8,14305.756,294988996.4496,2023-03-12 17:00:00,9.121e-05,-1.4e-05,54973.816,73.63,20455.73,20332.85,20394.29,20517.17,20271.41,20578.61,20209.97,26.52,15.47,11.05,41.17,12.99,15.13,16.17,2652.8031428571426,949.28,24.58,127.84,30.76,20394.65,20499.22,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,3280,3412,1678642200000.0,20627.8,20868.0,20555.8,20776.5,15032.561,311413545.1872,2023-03-12 17:30:00,9.121e-05,-0.000137,52217.775,79.49,20533.61,20327.78,20430.69,20636.52,20224.86,20739.44,20121.95,53.76,23.13,30.62,37.41,10.43,18.08,18.0,3664.182142857143,1011.37,36.39,255.75,21.36,20436.42,20637.86,PositionState,upper,20776.5,22028.3,0.0,1251.7999999999993,1678.0999999999983,-9.599999999998545,1084.871875,1513.619999999999
472,3313,3445,1678701600000.0,21955.0,22054.7,21805.1,21991.9,7374.79,161742720.2294,2023-03-13 10:00:00,-2.81e-05,-0.000549,50123.446,51.2,22217.28,21943.14,22080.21,22354.35,21806.07,22491.42,21669.0,175.83,278.49,-102.66,24.63,19.82,53.95,57.25,4600.537857142857,375.86,-9.29,26.49,-3.55,22219.88,22022.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,3314,3446,1678703400000.0,21991.9,22168.3,21958.5,22115.9,6055.706,133583685.4973,2023-03-13 10:30:00,-2.81e-05,-0.000353,49947.764,55.82,22217.51,21949.7,22083.61,22351.42,21815.79,22485.33,21681.89,159.54,254.7,-95.16,26.72,18.42,51.41,56.23,4878.524785714285,277.98,3.4,-4.39,1.21,22197.69,22069.23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,3315,3447,1678705200000.0,22115.9,22207.0,22011.5,22049.7,4890.32,108081978.5385,2023-03-13 11:00:00,-2.81e-05,-0.000293,49063.6,52.94,22219.45,21941.3,22080.38,22358.52,21802.23,22497.59,21663.16,139.67,231.7,-92.02,26.26,17.2,49.23,55.37,4829.866928571429,-48.65,-3.22,17.73,2.85,22162.93,22059.46,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,3316,3448,1678707000000.0,22049.7,22158.7,22002.8,22097.1,3112.546,68718222.8658,2023-03-13 11:30:00,-2.81e-05,-0.000208,49496.116,54.74,22223.25,21940.68,22081.97,22364.54,21799.4,22505.82,21658.12,126.3,210.62,-84.31,24.85,16.57,47.14,54.55,4923.624071428572,93.75,1.59,15.95,-1.23,22134.83,22078.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,3317,3449,1678708800000.0,22097.1,22133.9,21946.4,22100.0,6595.055,145378826.7188,2023-03-13 12:00:00,-2.81e-05,-0.000361,49985.291,54.86,22226.95,21940.42,22083.68,22370.21,21797.16,22513.47,21653.9,114.61,191.42,-76.8,23.22,17.45,44.78,53.61,5311.6375,388.01,1.7,13.93,-3.92,22095.43,22089.14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,3318,3450,1678710600000.0,22100.0,22144.3,21961.1,22118.7,4009.478,88444458.5722,2023-03-13 12:30:00,-2.81e-05,-0.000282,49882.272,55.63,22231.45,21942.58,22087.02,22375.89,21798.15,22520.32,21653.72,105.64,174.26,-68.61,22.09,16.33,42.66,52.86,5473.697999999999,162.06,3.34,10.35,-1.64,22070.3,22103.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,3319,3451,1678712400000.0,22118.7,22576.5,22118.6,22426.3,20602.226,461097458.8806,2023-03-13 13:00:00,-2.81e-05,-0.000567,49965.039,65.99,22271.05,21967.61,22119.33,22422.78,21815.88,22574.5,21664.16,121.95,163.8,-41.85,32.76,13.92,42.49,52.88,6578.359214285714,1104.66,32.31,34.84,11.94,22098.1,22265.11,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,3320,3452,1678714200000.0,22426.3,22592.3,22232.5,22465.2,17284.42,387384278.9488,2023-03-13 13:30:00,-2.81e-05,-0.000551,50519.766,67.04,22312.89,21991.65,22152.27,22473.5,21831.04,22634.12,21670.42,136.44,158.33,-21.88,29.61,12.37,42.39,52.97,7648.436,1070.07,32.93,82.45,9.07,22146.64,22365.15,PositionState,upper,22465.2,24179.7,0.0,1714.5,1967.0,0.0,1671.2549999999992,1848.4399999999987
480,3356,3488,1678779000000.0,24230.7,24295.0,24139.1,24241.4,5992.792,145120343.0113,2023-03-14 07:30:00,0.00012226,-9.7e-05,50740.836,56.94,24321.46,24119.23,24220.34,24422.58,24018.11,24523.7,23916.99,166.57,229.44,-62.86,27.66,10.55,56.58,55.41,4839.408642857144,136.54,2.2,-38.54,-6.07,24337.74,24264.86,PositionState,upper,22465.2,24179.7,1776.2000000000007,0.0,0.0,0.0,0.0,0.0
481,3357,3489,1678780800000.0,24241.4,24295.9,24120.0,24255.1,3534.057,85553323.3719,2023-03-14 08:00:00,0.0001,0.000254,50832.585,57.55,24324.1,24123.2,24223.65,24424.55,24022.75,24525.01,23922.3,151.18,213.79,-62.6,25.98,10.57,55.55,54.87,4896.822785714286,57.41,3.31,-14.18,-3.25,24325.14,24259.98,PositionState,upper,22465.2,24179.7,1789.8999999999978,0.0,0.0,0.0,0.0,0.0
482,3358,3490,1678782600000.0,24255.1,24289.0,24214.3,24235.0,1597.712,38751545.2384,2023-03-14 08:30:00,0.0001,0.000377,50555.24,56.29,24324.78,24124.69,24224.73,24424.83,24024.64,24524.88,23924.59,135.79,198.19,-62.39,25.28,10.28,54.59,54.45,4565.791857142857,-331.03,1.07,0.36,-2.08,24305.51,24247.49,PositionState,upper,22465.2,24179.7,1769.7999999999993,0.0,0.0,0.0,0.0,0.0
483,3359,3491,1678784400000.0,24235.0,24254.0,24177.0,24179.7,1442.928,34936412.9371,2023-03-14 09:00:00,0.0001,0.0,50662.024,52.86,24309.63,24131.26,24220.44,24398.81,24042.08,24487.99,23952.9,117.78,182.1,-64.32,24.55,11.39,53.31,53.8,4252.071285714285,-313.72,-4.29,-43.18,-2.54,24280.77,24213.59,IdleState,upper,22465.2,24179.7,1714.5,0.0,0.0,0.0,0.0,0.0
484,3360,3492,1678786200000.0,24179.7,24284.8,24150.0,24281.3,2286.017,55383893.9071,2023-03-14 09:30:00,0.0001,0.0,50619.287,57.93,24306.16,24146.32,24226.24,24386.08,24066.4,24465.99,23986.49,110.42,167.77,-57.34,24.46,10.8,52.26,53.15,4275.808214285715,23.73,5.8,-63.06,-0.23,24272.7,24247.44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,3361,3493,1678788000000.0,24281.3,24444.0,24250.0,24360.1,4803.549,116930942.5911,2023-03-14 10:00:00,0.0001,0.000102,50835.603,61.4,24309.99,24167.99,24238.99,24380.98,24096.99,24451.98,24025.99,109.69,156.15,-46.46,28.75,9.99,51.99,52.99,4479.706214285714,203.89,12.75,-48.42,5.0,24276.86,24303.77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,3362,3494,1678789800000.0,24360.1,24637.4,24348.3,24580.0,7532.529,184513277.8909,2023-03-14 10:30:00,0.0001,3.1e-05,50662.663,69.06,24358.04,24184.89,24271.46,24444.62,24098.31,24531.2,24011.73,125.41,150.0,-24.59,32.82,8.92,52.36,53.19,4860.7655,381.05,32.46,57.21,9.42,24299.07,24441.88,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,3363,3495,1678791600000.0,24580.0,24840.0,24448.0,24633.0,17380.527,428778176.691,2023-03-14 11:00:00,0.0001,0.000234,50810.193,70.58,24414.88,24196.91,24305.9,24523.86,24087.93,24632.84,23978.95,140.52,148.11,-7.58,35.37,7.72,53.2,53.61,5994.484,1133.71,34.44,153.26,7.82,24332.92,24537.44,PositionState,upper,24633.0,25005.6,0.0,372.59999999999854,1371.0999999999983,0.0,918.15625,788.760000000002
488,3444,3576,1678937400000.0,24310.3,24319.2,24235.7,24273.7,994.164,24128615.2501,2023-03-16 03:30:00,0.0001,0.000183,46954.269,43.85,24431.92,24296.85,24364.38,24499.45,24229.31,24566.99,24161.78,-61.39,-71.75,10.36,14.44,21.44,20.25,22.77,2567.882857142857,-119.82,-9.54,-2.2,-0.67,24307.97,24304.59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,3445,3577,1678939200000.0,24273.7,24315.7,24241.6,24293.4,1155.216,28053937.6733,2023-03-16 04:00:00,0.0001,0.00011,47028.857,44.92,24424.89,24290.36,24357.62,24492.15,24223.09,24559.42,24155.83,-59.91,-69.39,9.47,14.03,20.83,20.2,22.58,2550.4885,-17.39,-6.76,-9.06,-0.25,24308.92,24298.99,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,3446,3578,1678941000000.0,24293.4,24293.5,24183.0,24267.9,1615.522,39141282.3559,2023-03-16 04:30:00,0.0001,9.2e-05,47089.596,43.76,24415.93,24282.22,24349.08,24482.79,24215.36,24549.65,24148.51,-60.11,-67.53,7.42,13.42,22.24,20.52,21.95,2543.0880714285718,-7.4,-8.53,-8.93,-2.42,24301.12,24283.44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,3447,3579,1678942800000.0,24267.9,24442.1,24234.5,24373.5,2996.827,72974042.94939998,2023-03-16 05:00:00,0.0001,9.1e-05,47251.327,49.59,24413.01,24289.79,24351.4,24474.62,24228.18,24536.23,24166.58,-51.15,-64.25,13.1,18.13,20.43,19.48,21.1,2308.812214285714,-234.27,2.31,-30.35,5.9,24319.87,24328.47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,3448,3580,1678944600000.0,24373.5,24461.9,24335.9,24345.1,2419.293,59010214.2829,2023-03-16 05:30:00,0.0001,-5.6e-05,47134.061,48.14,24411.4,24290.21,24350.8,24471.99,24229.61,24532.59,24169.01,-45.81,-60.57,14.75,18.01,19.4,18.35,20.24,2174.653357142857,-134.15,-0.6,-12.22,5.62,24330.46,24336.78,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,3449,3581,1678946400000.0,24345.1,24528.5,24336.0,24443.5,3883.236,94973835.1825,2023-03-16 06:00:00,0.0001,-0.000107,47268.198,53.22,24424.93,24294.33,24359.63,24490.22,24229.04,24555.52,24163.74,-33.26,-55.1,21.84,19.28,17.92,17.3,19.64,2334.05,159.39,8.83,16.17,2.62,24343.42,24390.14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,3450,3582,1678948200000.0,24443.5,24612.9,24412.2,24569.5,3738.258,91664680.9757,2023-03-16 06:30:00,0.0001,-9.9e-05,47413.611,58.8,24462.06,24297.18,24379.62,24544.49,24214.74,24626.93,24132.3,-13.0,-46.68,33.68,21.08,16.5,16.94,19.42,2426.8724285714284,92.82,19.98,86.79,4.48,24360.32,24479.82,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,3451,3583,1678950000000.0,24569.5,24642.2,24525.0,24624.7,4477.887,110119875.3971,2023-03-16 07:00:00,0.0001,-5.9e-05,47729.178,60.99,24504.34,24301.57,24402.96,24605.73,24200.19,24707.11,24098.8,7.42,-35.86,43.29,21.27,15.72,16.8,19.48,2549.264,122.39,23.34,130.06,2.76,24389.06,24552.26,PositionState,upper,24624.7,24711.3,0.0,86.59999999999854,303.7999999999993,-154.70000000000073,118.27142857142772,200.85000000000215
496,3469,3601,1678982400000.0,24880.5,24910.0,24731.9,24775.0,4135.801,102609868.8264,2023-03-16 16:00:00,0.0001,-0.000433,50206.938,54.79,24847.45,24592.99,24720.22,24974.68,24465.76,25101.91,24338.53,93.5,94.01,-0.5,20.37,16.04,16.01,16.28,6591.917928571428,-129.12,5.77,-72.74,-1.68,24800.95,24813.34,PositionState,upper,24624.7,24711.3,150.29999999999927,0.0,0.0,0.0,0.0,0.0
497,3470,3602,1678984200000.0,24775.0,24854.0,24671.3,24776.5,3988.282,98698510.8633,2023-03-16 16:30:00,0.0001,-0.000169,50117.886,54.86,24847.29,24603.87,24725.58,24969.0,24482.16,25090.71,24360.44,86.42,92.49,-6.07,19.03,17.16,15.24,16.01,6074.098357142858,-517.81,5.36,-45.08,-3.85,24787.92,24794.92,PositionState,upper,24624.7,24711.3,151.79999999999927,0.0,0.0,0.0,0.0,0.0
498,3471,3603,1678986000000.0,24776.5,24803.3,24610.0,24711.3,4147.491,102417286.622,2023-03-16 17:00:00,0.0001,-0.000298,49792.965,51.23,24843.09,24605.34,24724.22,24961.97,24486.46,25080.85,24367.59,74.68,88.93,-14.24,17.71,18.18,14.24,16.18,5961.917357142856,-112.18,-1.36,-17.0,-3.68,24787.44,24753.11,IdleState,upper,24624.7,24711.3,86.59999999999854,0.0,0.0,0.0,0.0,0.0
499,3472,3604,1678987800000.0,24711.3,24745.6,24635.4,24675.1,1528.196,37744831.0695,2023-03-16 17:30:00,0.0001,-0.000295,49494.496,49.28,24835.7,24603.37,24719.54,24951.87,24487.21,25068.04,24371.04,61.75,83.49,-21.74,16.98,17.43,13.32,16.35,5325.865928571429,-636.05,-4.68,-17.88,-1.3,24791.11,24714.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,3473,3605,1678989600000.0,24675.1,24712.3,24593.3,24709.1,3076.441,75847390.2394,2023-03-16 18:00:00,0.0001,-0.000155,49587.362,51.16,24829.19,24607.9,24718.54,24939.83,24497.26,25050.47,24386.62,53.62,77.52,-23.89,16.21,18.25,12.79,16.31,5279.054714285715,-46.81,-1.0,-32.18,-2.32,24778.53,24711.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,3474,3606,1678991400000.0,24709.1,24841.5,24647.8,24790.0,3289.918,81366359.6867,2023-03-16 18:30:00,0.0001,-0.00017,49418.511,55.39,24828.31,24622.38,24725.35,24931.28,24519.42,25034.24,24416.46,53.1,72.63,-19.53,19.94,16.9,12.46,16.21,5055.5095,-223.54,6.8,-42.75,4.31,24776.32,24750.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,3475,3607,1678993200000.0,24790.0,25175.0,24785.7,24978.8,11067.815,276631690.2105,2023-03-16 19:00:00,0.0001,0.0,48549.277,63.37,24837.34,24661.63,24749.49,24925.19,24573.78,25013.04,24485.93,67.15,71.54,-4.39,28.99,14.57,13.94,16.81,5363.902285714285,308.39,24.14,-69.0,15.1,24792.13,24864.8,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,3476,3608,1678995000000.0,24978.8,25030.0,24867.0,24949.1,4651.028,115947291.5552,2023-03-16 19:30:00,0.0001,0.0,48597.18,61.51,24856.7,24680.3,24768.5,24944.9,24592.09,25033.1,24503.89,75.02,72.23,2.78,27.3,13.72,15.3,16.82,5121.8715,-242.03,19.0,-4.68,8.2,24805.04,24906.95,PositionState,upper,24949.1,24686.4,0.0,-262.6999999999971,0.0,-262.6999999999971,-97.29999999999806,-107.04000000000087
504,3481,3613,1679004000000.0,24909.0,24979.2,24822.1,24888.6,2503.852,62362399.3209,2023-03-16 22:00:00,0.0001,-0.000352,48245.347,55.7,24894.94,24707.33,24801.14,24988.75,24613.53,25082.55,24519.72,62.34,66.17,-3.83,26.32,16.0,16.34,16.34,4147.662857142857,-208.93,9.2,17.06,5.64,24851.82,24875.97,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,3482,3614,1679005800000.0,24888.6,24996.6,24861.0,24975.9,1304.999,32544141.6981,2023-03-16 22:30:00,0.0001,-0.000135,48292.123,59.13,24915.93,24719.63,24817.78,25014.08,24621.48,25112.23,24523.33,68.86,66.71,2.15,25.67,15.24,17.0,16.5,4027.639,-120.02,16.63,26.13,-1.38,24881.46,24925.93,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,3483,3615,1679007600000.0,24975.9,25021.9,24912.0,24930.0,2071.083,51690012.7168,2023-03-16 23:00:00,0.0001,-0.000494,48377.029,56.65,24920.35,24736.58,24828.47,25012.23,24644.7,25104.11,24552.82,69.53,67.27,2.26,25.57,14.63,17.73,16.48,3880.1591428571433,-147.47,10.69,0.25,-0.14,24897.02,24927.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,3484,3616,1679009400000.0,24930.0,25065.6,24930.0,24989.2,2715.808,67882196.2438,2023-03-16 23:30:00,0.0001,-0.000418,48590.34,59.03,24941.55,24746.0,24843.77,25039.32,24648.22,25137.1,24550.45,73.99,68.61,5.37,25.9,13.89,18.62,16.43,3789.268142857143,-90.89,15.29,21.71,0.96,24898.17,24958.58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,3485,3617,1679011200000.0,24989.2,24989.7,24930.3,24933.9,2018.128,50380079.6162,2023-03-17 00:00:00,0.0001,-0.00036,48969.141,55.94,24951.76,24752.96,24852.36,25051.16,24653.56,25150.56,24554.16,72.22,69.34,2.88,25.3,13.56,19.44,16.38,3637.1707857142856,-152.09,8.59,33.59,0.06,24896.48,24946.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,3486,3618,1679013000000.0,24933.9,24934.0,24878.6,24905.6,1883.685,46911867.3247,2023-03-17 00:30:00,0.0001,-0.000337,49474.998,54.37,24957.53,24757.33,24857.43,25057.62,24657.23,25157.72,24557.13,67.76,69.02,-1.26,24.72,15.39,19.72,16.25,3662.5628571428574,25.39,5.06,14.63,-3.01,24894.9,24925.92,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,3487,3619,1679014800000.0,24905.6,25449.9,24899.3,25342.7,10083.707,254061313.2687,2023-03-17 01:00:00,0.0001,-0.000345,49455.284,68.89,25049.79,24757.49,24903.64,25195.94,24611.34,25342.09,24465.19,98.36,74.89,23.46,38.28,12.36,21.96,17.21,4163.081857142857,500.51,46.2,190.66,16.01,24967.82,25134.31,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,3488,3620,1679016600000.0,25342.7,25730.0,25213.0,25654.5,17009.29,433179392.5662,2023-03-17 01:30:00,0.0001,0.000149,47956.284,75.01,25198.76,24751.54,24975.15,25422.37,24527.93,25645.98,24304.32,146.08,89.13,56.95,40.92,10.31,24.66,19.3,5143.036999999999,979.95,71.51,448.15,18.25,25058.82,25394.4,PositionState,upper,25654.5,27238.7,0.0,1584.2000000000007,1957.2999999999995,-85.0,1005.435483870968,1923.7699999999968
512,3605,3737,1679227200000.0,27154.9,27380.0,27134.1,27185.0,7920.314,215882031.3598,2023-03-19 12:00:00,0.0001,-0.000278,52592.946,57.25,27151.28,26987.15,27069.22,27233.35,26905.08,27315.42,26823.01,-10.07,-35.53,25.46,25.5,16.91,21.33,24.4,2790.546142857143,500.64,12.19,30.34,13.04,27052.75,27140.91,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,3606,3738,1679229000000.0,27185.0,27294.1,27131.0,27235.6,2738.158,74558748.57189998,2023-03-19 12:30:00,0.0001,-0.000267,52698.181,60.06,27175.71,26994.41,27085.06,27266.36,26903.76,27357.01,26813.11,3.98,-27.63,31.61,23.56,15.76,21.22,24.44,2862.4758571428574,71.92,15.84,53.63,5.56,27075.23,27188.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,3607,3739,1679230800000.0,27235.6,27275.0,27087.6,27205.1,4068.558,110530099.3058,2023-03-19 13:00:00,0.0001,-0.000408,52654.395,57.6,27192.31,27000.67,27096.49,27288.13,26904.85,27383.95,26809.03,12.52,-19.6,32.12,21.53,16.4,20.67,24.37,2943.3525,80.87,11.43,53.69,-4.6,27101.01,27196.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,3608,3740,1679232600000.0,27205.1,27229.5,27111.0,27166.2,1845.604,50127218.4853,2023-03-19 13:30:00,0.0001,-0.000269,52836.013,54.54,27197.55,27008.71,27103.13,27291.97,26914.29,27386.39,26819.87,15.96,-12.48,28.45,20.34,15.49,20.16,24.48,2895.806285714286,-47.54,6.63,16.16,-2.31,27126.66,27181.43,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,3609,3741,1679234400000.0,27166.2,27328.2,27166.2,27326.2,2855.749,77785186.92919998,2023-03-19 14:00:00,0.0001,-0.000301,52778.332,63.2,27234.06,27014.69,27124.38,27343.75,26905.0,27453.43,26795.32,31.24,-3.74,34.98,23.4,14.32,20.44,24.78,2840.155928571429,-55.65,21.25,64.9,3.03,27158.66,27253.81,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,3610,3742,1679236200000.0,27326.2,27353.7,27252.5,27316.1,2639.931,72082786.32439998,2023-03-19 14:30:00,0.0001,-0.00019,53047.895,62.39,27263.68,27021.59,27142.64,27384.73,26900.54,27505.78,26779.49,42.05,5.41,36.63,23.48,13.63,20.87,24.66,2939.7851428571425,99.62,18.25,97.21,3.83,27185.45,27284.95,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,3611,3743,1679238000000.0,27316.1,27682.0,27296.6,27486.4,14442.826,397114127.5784,2023-03-19 15:00:00,0.0001,-6.9e-05,53762.33,69.48,27324.4,27026.35,27175.37,27473.43,26877.32,27622.46,26728.29,63.62,17.06,46.56,33.68,11.38,22.92,25.32,3731.2039285714286,791.41,32.72,152.9,12.53,27234.81,27385.67,EnterPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
