,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
31,1701943200.0,43392.0,43471.5,43062.7,43170.0,13585.343,587364046.9471,2023-12-07 10:00:00,0.00010721,0.00062149,63054.111,33.16,43965.76,43538.92,43752.34,44179.18,43325.5,44392.6,43112.08,-17.76,90.72,-108.49,13.06,32.08,25.75,29.16,5639.0992857142855,665.14,582.3399999999965,254.87,-1.55,43776.14,43453.58,1009.1800000000003,155.5,283.58000000000175,606.1399999999994,-36.84,3.1599999999999966,-19.019999999999996,-108.48,853.6800000000003,PositionState,lower,43170.0,43706.6,0.0,-536.5999999999985,0.0,-536.5999999999985,-225.54999999999927,0,-83.68000000000029
99,1702648800.0,42307.6,42376.0,42003.0,42202.6,9715.25,409706955.3822,2023-12-15 14:00:00,0.00015354,0.00028265,56323.348,35.85,43012.56,42539.52,42776.04,43249.08,42303.01,43485.6,42066.49,-191.61,-154.44,-37.17,15.15,37.94,27.02,25.64,4174.227857142857,485.98,573.4400000000023,182.08,-3.56,42663.83,42427.14,1046.4800000000032,100.41000000000349,224.54000000000087,461.2300000000032,-34.15,5.850000000000001,-22.79,-37.170000000000016,946.0699999999997,PositionState,lower,42202.6,42360.0,0.0,-157.40000000000146,384.59999999999854,-157.40000000000146,115.24285714285672,0,219.08000000000175
136,1702782000.0,41890.3,42037.1,41882.7,41951.1,1660.905,69700098.8519,2023-12-17 03:00:00,0.00017286,0.00059473,55137.987,34.84,42450.44,42055.32,42252.88,42648.0,41857.76,42845.55,41660.2,-92.95,-40.19,-52.76,11.69,24.22,21.76,24.66,2650.3915,-253.74,301.77999999999884,91.26,-0.63,42192.82,42016.33,696.9000000000015,-93.33999999999651,65.2300000000032,241.72000000000116,-35.16,4.840000000000003,-12.53,-52.760000000000005,790.239999999998,PositionState,lower,41951.1,42154.3,0.0,-203.20000000000437,301.1999999999971,-203.20000000000437,4.149999999998856,0,56.16000000000349
156,1702854000.0,41735.2,41768.0,41255.5,41395.2,9462.225,392520998.3161,2023-12-17 23:00:00,0.0001,0.00032706,56053.806,30.87,42154.37,41781.26,41967.82,42340.92,41594.71,42527.48,41408.16,-102.35,-72.71,-29.64,13.21,37.78,27.77,27.67,4444.636285714286,538.39,572.6200000000026,190.8,-9.35,41968.88,41718.83,945.7200000000012,199.51000000000204,323.63000000000466,573.6800000000003,-39.129999999999995,0.870000000000001,-24.57,-29.64,746.2099999999991,PositionState,lower,41395.2,41386.4,0.0,8.799999999995634,549.2999999999956,0.0,257.70666666666415,0,552.0299999999988
199,1703008800.0,41880.6,42272.3,41836.7,42251.9,6438.294,271064735.9698,2023-12-19 18:00:00,0.00013946,0.00062305,58825.471,45.68,42900.75,42179.06,42539.91,43261.6,41818.21,43622.45,41457.37,53.55,207.52,-153.96,15.12,24.72,31.36,34.12,6290.1365000000005,151.19,288.01000000000204,148.29,-1.18,42605.91,42265.52,1009.6999999999971,-433.6900000000023,13.619999999995343,354.01000000000204,-24.32,15.68,-9.6,-153.97000000000003,1443.3899999999994,PositionState,lower,42251.9,42549.1,0.0,-297.1999999999971,0.0,-297.1999999999971,-106.07499999999891,0,-127.04000000000087
307,1703397600.0,43535.0,43596.2,43470.3,43589.7,2308.977,100536427.2179,2023-12-24 06:00:00,0.0001,0.00080137,53893.068,42.41,43828.42,43646.27,43737.34,43919.49,43555.2,44010.56,43464.12,-4.47,13.87,-18.34,19.37,24.21,12.61,11.33,1738.4612142857145,65.81,147.63999999999942,2.9,-3.66,43755.1,43666.01,329.7900000000009,-34.5,76.31000000000495,165.40000000000146,-27.590000000000003,12.409999999999997,-4.84,-18.34,364.2900000000009,PositionState,lower,43589.7,43793.0,0.0,-203.3000000000029,0.0,-203.3000000000029,-84.86250000000382,0,-51.94999999999709
324,1703458800.0,43003.4,43235.0,42913.0,43022.3,6304.326,271664734.8977,2023-12-24 23:00:00,0.0001,0.0005948,54953.184,24.58,43759.64,43338.5,43549.07,43970.21,43127.94,44180.78,42917.37,-120.68,-49.69,-70.98,9.26,42.21,18.33,14.51,3525.1066428571426,378.77,526.7699999999968,228.4,-1.72,43493.83,43216.24,947.9099999999962,105.63999999999942,193.93999999999505,471.52999999999884,-45.42,-5.420000000000002,-32.95,-70.99000000000001,842.2699999999968,PositionState,lower,43022.3,43684.5,0.0,-662.1999999999971,65.40000000000146,-662.1999999999971,-165.77857142856894,0,-174.63999999999942
355,1703570400.0,42807.5,42856.7,42570.8,42721.5,6835.126,291997726.6031,2023-12-26 06:00:00,0.0003048,0.0007772,56135.606,28.2,43627.33,43098.93,43363.13,43891.54,42834.73,44155.74,42570.52,-89.66,-7.78,-81.87,10.77,37.31,23.67,25.46,3648.9782142857143,155.39,641.6299999999974,245.69,-3.75,43367.28,43019.86,1170.0400000000009,113.2300000000032,298.3600000000006,645.7799999999988,-41.8,-1.8000000000000007,-26.540000000000003,-81.88,1056.8099999999977,PositionState,lower,42721.5,42506.0,0.0,215.5,667.4000000000015,-84.5,245.215384615384,0,560.7900000000009
429,1703836800.0,42309.8,42560.7,42304.8,42516.3,4118.121,174812939.7308,2023-12-29 08:00:00,0.00044001,0.00096681,58103.238,44.48,42771.15,42516.66,42643.91,42898.39,42389.42,43025.63,42262.18,-109.1,-111.66,2.56,12.23,25.36,25.92,25.77,3808.6944285714285,88.53,127.61000000000058,-127.62,-0.3,42556.46,42510.36,382.0899999999965,-126.88000000000466,-5.940000000002328,40.15999999999622,-25.520000000000003,14.479999999999997,-13.129999999999999,2.5600000000000023,508.97000000000116,PositionState,lower,42516.3,42693.1,0.0,-176.79999999999563,0.0,-176.79999999999563,-88.39999999999782,0,-73.08999999999651
437,1703865600.0,42293.9,42384.8,41844.7,42003.1,16018.24,675476932.9675,2023-12-29 16:00:00,0.000435,0.00072353,57330.675,35.04,42878.21,42397.76,42637.98,43118.43,42157.54,43358.66,41917.31,-75.0,-48.48,-26.51,16.21,32.09,20.61,23.19,5203.067285714285,914.94,634.8800000000047,166.02,-10.02,42661.02,42403.48,1115.3300000000017,154.44000000000233,400.38000000000466,657.9199999999983,-34.96,5.039999999999999,-15.880000000000003,-26.520000000000003,960.8899999999994,PositionState,lower,42003.1,42063.3,0.0,-60.200000000004366,389.29999999999563,-200.90000000000146,9.886363636362313,0,420.4600000000064
