,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
11770,11902,1683813600000.0,27195.2,27336.0,26928.9,27114.0,19267.036,522691813.7965,2023-05-11 14:00:00,3.42e-05,53900.309,33.72,27599.11,27293.31,27446.21,27752.01,27140.41,27904.91,26987.51,-113.45,-82.28,-31.17,14.5,35.53,34.73,31.86,5625.513857142859,1089.81,332.2099999999991,97.84,-5.29,27359.22,27204.76,638.0099999999984,26.409999999999854,90.7599999999984,245.22000000000116,-36.28,3.719999999999999,-21.03,-31.17,PositionState,lower,27114.0,26734.1,0.0,379.90000000000146,854.2000000000007,-52.099999999998545,499.0875000000002,0
11876,12008,1684195200000.0,27148.4,27288.0,27064.2,27191.1,6839.735,185950046.978,2023-05-16 00:00:00,3.473e-05,55546.14,45.73,27372.99,27208.62,27290.81,27455.18,27126.44,27537.36,27044.25,45.0,89.37,-44.37,15.76,21.77,23.12,25.58,5006.030428571429,279.48,99.71000000000276,29.84,-3.74,27346.13,27216.07,264.08000000000175,-64.65999999999985,24.970000000001164,155.03000000000247,-24.270000000000003,15.729999999999997,-6.01,-44.370000000000005,PositionState,lower,27191.1,27246.0,0.0,-54.900000000001455,181.09999999999854,-54.900000000001455,84.58749999999918,0
11896,12028,1684267200000.0,26918.7,26987.2,26884.6,26939.6,2433.737,65581587.1896,2023-05-16 20:00:00,8.434e-05,58194.31,40.11,27138.69,26987.22,27062.96,27214.42,26911.49,27290.15,26835.76,-58.64,-48.87,-9.77,13.66,22.93,22.49,24.17,4379.336571428573,-10.23,123.36000000000058,-10.8,-1.02,27004.55,26961.25,274.8199999999997,-28.109999999996944,21.650000000001455,64.95000000000073,-29.89,10.11,-9.27,-9.770000000000003,PositionState,lower,26939.6,27090.3,0.0,-150.70000000000073,0.0,-150.70000000000073,-66.72000000000116,0
11908,12040,1684310400000.0,26836.5,26850.0,26760.0,26799.1,4615.193,123700347.5194,2023-05-17 08:00:00,0.0001,57552.523,34.39,27085.91,26923.03,27004.47,27167.36,26841.58,27248.8,26760.14,-53.09,-36.6,-16.48,13.73,26.33,18.2,20.23,2919.604500000001,195.77,205.37000000000262,62.29,-1.91,27001.88,26859.92,368.26000000000204,42.4800000000032,60.81999999999971,202.78000000000247,-35.61,4.390000000000001,-12.599999999999998,-16.490000000000002,PositionState,lower,26799.1,26896.4,0.0,-97.30000000000291,186.79999999999927,-97.30000000000291,37.12222222222004,0
11940,12072,1684425600000.0,27070.6,27096.1,26967.6,27057.0,7141.08,193140642.0375,2023-05-18 16:00:00,0.0001,55458.914,41.46,27315.7,27122.17,27218.94,27412.47,27025.41,27509.24,26928.64,17.74,58.04,-40.29,14.2,23.15,23.87,27.66,5531.38192857143,351.8,161.9399999999987,84.54,-4.46,27260.92,27110.55,355.47000000000116,-31.590000000000146,53.54999999999927,203.91999999999825,-28.54,11.46,-8.95,-40.3,PositionState,lower,27057.0,26896.1,0.0,160.90000000000146,580.5999999999985,0.0,239.16190476190482,0
12008,12140,1684670400000.0,26822.3,26939.7,26800.0,26916.0,4806.368,129088239.09,2023-05-21 12:00:00,0.0001,56873.945,43.92,27101.73,26916.79,27009.26,27194.2,26824.31,27286.67,26731.84,-1.11,31.83,-32.95,16.71,29.49,32.17,31.82,3255.8058571428583,299.05,93.2599999999984,-1.75,-2.06,27013.3,26914.02,278.2000000000007,-91.68999999999869,-1.9799999999995634,97.29999999999927,-26.08,13.920000000000002,-12.779999999999998,-32.94,PositionState,lower,26916.0,26814.1,0.0,101.90000000000146,342.0,0.0,134.11578947368426,0
12072,12204,1684900800000.0,26772.5,26796.3,26696.0,26794.7,4767.784,127530230.278,2023-05-24 04:00:00,0.0001,55501.488,31.55,27247.42,26960.78,27104.1,27390.74,26817.45,27534.07,26674.13,-37.38,19.75,-57.14,10.99,38.26,22.46,25.84,3911.6880714285726,-8.92,309.3999999999978,172.06,-2.82,27087.42,26878.51,596.0400000000009,22.75,83.80999999999767,292.7199999999975,-38.45,1.5500000000000007,-27.269999999999996,-57.13,PositionState,lower,26794.7,26388.1,0.0,406.6000000000022,687.7999999999993,0.0,409.62424242424305,0
12241,12373,1685509200000.0,27244.4,27265.5,27012.4,27079.8,19988.485,542578614.9981,2023-05-31 05:00:00,0.0001,58240.894,24.48,27826.68,27424.12,27625.4,28027.95,27222.85,28229.23,27021.57,-94.12,-30.22,-63.9,11.07,40.96,18.43,16.62,5325.651500000001,1093.76,545.6000000000022,273.66,-9.99,27580.61,27268.99,948.1500000000015,143.04999999999927,189.19000000000233,500.8100000000013,-45.519999999999996,-5.52,-29.89,-63.900000000000006,PositionState,lower,27079.8,27170.2,0.0,-90.40000000000146,180.09999999999854,-90.40000000000146,11.622222222221657,0
12263,12395,1685588400000.0,26711.6,26827.3,26584.6,26765.8,8228.188,219876145.538,2023-06-01 03:00:00,0.0001,57734.234,32.64,27195.56,26955.32,27075.44,27315.68,26835.19,27435.81,26715.07,-135.99,-130.86,-5.13,11.31,35.47,37.23,37.24,5877.46842857143,110.53,309.6399999999994,78.92,-2.47,27017.68,26833.18,549.880000000001,69.38999999999942,67.38000000000102,251.88000000000102,-37.36,2.6400000000000006,-24.159999999999997,-5.1299999999999955,PositionState,lower,26765.8,27087.0,0.0,-321.2000000000007,0.0,-321.2000000000007,-104.35714285714337,0
12330,12462,1685829600000.0,26999.9,27073.0,26999.0,27063.7,1501.664,40610394.2742,2023-06-03 22:00:00,0.0001,59406.261,44.92,27181.86,27062.46,27122.16,27241.55,27002.76,27301.25,26943.07,-10.07,10.86,-20.93,15.65,33.4,16.42,12.89,2037.3043571428582,39.53,58.45999999999913,17.01,-0.43,27130.97,27053.81,177.84999999999854,-60.94000000000233,-9.889999999999418,67.27000000000044,-25.08,14.920000000000002,-17.75,-20.93,PositionState,lower,27063.7,27119.4,0.0,-55.70000000000073,65.5,-55.70000000000073,9.255555555556283,0
12357,12489,1685926800000.0,27014.3,27046.0,26932.1,27038.7,3244.289,87603062.43729998,2023-06-05 01:00:00,0.0001,58106.61,40.16,27201.4,27082.93,27142.17,27260.64,27023.7,27319.88,26964.46,-6.89,12.41,-19.31,21.75,25.22,12.72,15.91,3107.3235000000013,140.92,103.46999999999753,-10.09,-4.64,27150.68,27062.37,221.9399999999987,-15.0,23.669999999998254,111.97999999999956,-29.840000000000003,10.159999999999997,-3.469999999999999,-19.3,PositionState,lower,27038.7,26014.3,0.0,1024.4000000000015,1513.2000000000007,0.0,919.1447368421059,0
12481,12613,1686373200000.0,25755.4,25797.4,25450.0,25515.5,20514.414,525252637.3489,2023-06-10 05:00:00,8.18e-05,57924.497,13.84,26574.75,26028.94,26301.84,26847.66,25756.03,27120.56,25483.12,-148.62,-57.09,-91.52,7.67,47.73,20.12,15.84,5696.972357142858,1125.79,786.3400000000001,444.19,-9.63,26237.83,25781.42,1332.1599999999999,240.52999999999884,265.91999999999825,722.3300000000017,-56.16,-16.16,-40.059999999999995,-91.53,PositionState,lower,25515.5,26008.3,0.0,-492.7999999999993,0.0,-492.7999999999993,-140.14615384615368,0
12564,12696,1686672000000.0,25748.1,25866.0,25724.9,25852.4,3905.417,100789431.0924,2023-06-13 16:00:00,8.05e-06,60936.42,42.66,26097.94,25869.23,25983.59,26212.29,25754.88,26326.65,25640.53,6.65,41.17,-34.51,21.86,17.15,25.53,19.44,6659.498285714288,-243.21,131.1899999999987,-4.9,-3.45,26031.71,25868.21,359.8899999999994,-97.52000000000044,15.809999999997672,179.30999999999767,-27.340000000000003,12.659999999999997,4.710000000000001,-34.52,PositionState,lower,25852.4,25920.5,0.0,-68.09999999999854,43.10000000000218,-68.09999999999854,-2.562499999998181,0
12593,12725,1686776400000.0,24924.0,25173.0,24813.4,25105.5,11947.977,299247046.6372,2023-06-14 21:00:00,-1.58e-05,57881.826,26.08,26060.87,25490.7,25775.79,26345.95,25205.62,26631.04,24920.54,-130.81,-36.79,-94.02,6.65,45.63,25.28,21.92,8346.568642857144,744.85,670.2900000000009,475.71,0.35,25744.04,25259.39,1240.4500000000007,100.11999999999898,153.88999999999942,638.5400000000009,-43.92,-3.9200000000000017,-38.980000000000004,-94.02000000000001,PositionState,lower,25105.5,25134.4,0.0,-28.900000000001455,193.59999999999854,-88.59999999999854,84.80952380952381,0
12690,12822,1687125600000.0,26400.0,26448.4,26363.9,26384.2,2351.893,62117993.7826,2023-06-18 22:00:00,4.409e-05,62873.501,41.19,26571.63,26441.58,26506.61,26636.66,26376.56,26701.68,26311.54,10.88,35.05,-24.16,16.27,25.09,14.1,12.63,2538.7901428571445,7.29,122.40999999999985,26.62,-1.71,26533.92,26427.83,252.45999999999913,-7.639999999999418,43.63000000000102,149.71999999999753,-28.810000000000002,11.189999999999998,-8.82,-24.169999999999995,PositionState,lower,26384.2,26517.7,0.0,-133.5,50.70000000000073,-133.5,-27.219999999998983,0
12828,12960,1687622400000.0,30397.5,30509.1,30248.1,30504.1,6959.561,211447157.1934,2023-06-24 16:00:00,0.0001,65319.684,47.57,30689.82,30510.66,30600.24,30779.4,30421.08,30868.98,30331.5,31.86,75.52,-43.65,15.48,25.99,12.21,15.19,3453.533214285715,49.1,96.14000000000306,-50.88,-3.54,30615.16,30519.89,275.3000000000029,-83.0199999999968,15.790000000000873,111.06000000000131,-22.43,17.57,-10.509999999999998,-43.66,PositionState,lower,30504.1,30629.6,0.0,-125.5,0.0,-125.5,-65.40000000000025,0
12862,12994,1687744800000.0,30165.7,30228.7,30097.8,30216.4,3057.904,92241309.2652,2023-06-26 02:00:00,0.0001,62220.047,34.32,30625.3,30312.4,30468.85,30781.75,30155.95,30938.2,29999.5,-90.03,-52.53,-37.5,13.5,29.86,15.54,13.14,4772.4237142857155,44.73,252.4499999999971,-9.36,-2.32,30377.06,30255.31,565.3499999999985,-60.45000000000073,38.909999999999854,160.65999999999985,-35.68,4.32,-16.36,-37.5,PositionState,lower,30216.4,30468.6,0.0,-252.1999999999971,6.600000000002183,-252.1999999999971,-65.93999999999869,0
12916,13048,1687939200000.0,30179.9,30276.0,30121.2,30271.5,4514.229,136344173.0785,2023-06-28 08:00:00,8.981e-05,66084.776,41.35,30616.95,30302.26,30459.61,30774.3,30144.92,30931.64,29987.57,-46.2,3.09,-49.29,11.36,24.16,19.06,20.01,3606.8359285714296,130.91,188.11000000000058,56.26,-1.14,30404.61,30282.02,502.7999999999993,-126.58000000000175,10.520000000000437,133.11000000000058,-28.65,11.350000000000001,-12.8,-49.290000000000006,PositionState,lower,30271.5,30403.4,0.0,-131.90000000000146,191.5,-131.90000000000146,2.3249999999993634,0
12971,13103,1688137200000.0,30073.0,30191.9,29982.3,30051.6,9116.966,274100385.8504,2023-06-30 15:00:00,0.0001,62582.365,35.51,30795.79,30248.55,30522.17,31069.42,29974.93,31343.04,29701.31,-27.77,56.61,-84.38,18.27,33.6,33.09,25.0,16465.243857142857,471.6,470.5699999999997,113.4,-1.13,30581.52,30172.37,1017.8199999999997,-76.66999999999825,120.77000000000044,529.9200000000019,-34.49,5.509999999999998,-15.330000000000002,-84.38,PositionState,lower,30051.6,30471.8,0.0,-420.2000000000007,0.0,-420.2000000000007,-295.1714285714302,0
13022,13154,1688320800000.0,30429.1,30519.2,30350.2,30519.2,3267.786,99486740.3898,2023-07-02 18:00:00,0.0001,59147.438,50.45,30551.85,30475.81,30513.83,30589.87,30437.79,30627.88,30399.78,-3.3,0.06,-3.36,17.2,28.64,14.78,13.37,2942.2597142857153,154.01,-5.369999999998981,-7.88,-4.58,30514.28,30500.42,70.66999999999825,-81.40999999999985,-18.780000000002474,-4.920000000001892,-19.549999999999997,20.450000000000003,-11.440000000000001,-3.36,PositionState,lower,30519.2,30549.4,0.0,-30.200000000000728,0.0,-30.200000000000728,-15.100000000000364,0
13087,13219,1688554800000.0,30415.2,30471.7,30317.1,30390.2,7718.766,234765353.4486,2023-07-05 11:00:00,0.0001,61794.613,23.13,30877.49,30606.23,30741.86,31013.12,30470.6,31148.75,30334.97,-96.95,-57.07,-39.88,6.18,35.48,36.66,30.08,3220.680571428573,440.58,351.65999999999985,115.52,0.89,30696.32,30477.94,622.9199999999983,80.39999999999782,87.73999999999796,306.119999999999,-46.870000000000005,-6.870000000000001,-29.299999999999997,-39.88,PositionState,lower,30390.2,30570.9,0.0,-180.70000000000073,83.29999999999927,-180.70000000000073,-46.22105263157822,0
13168,13300,1688846400000.0,30096.3,30147.9,30046.3,30141.6,1753.518,52777291.7585,2023-07-08 20:00:00,8.567e-05,59732.983,43.72,30255.47,30148.54,30202.0,30308.94,30095.07,30362.4,30041.6,-24.26,-17.33,-6.92,17.36,27.22,10.59,11.17,1456.506142857144,9.38,60.400000000001455,-1.89,-1.85,30184.07,30146.94,167.34000000000015,-46.529999999998836,5.3400000000001455,42.470000000001164,-26.28,13.719999999999999,-9.86,-6.930000000000003,PositionState,lower,30141.6,30211.5,0.0,-69.90000000000146,0.0,-69.90000000000146,-32.80000000000049,0
13193,13325,1688936400000.0,30180.2,30205.8,30122.8,30142.2,1543.271,46561543.5892,2023-07-09 21:00:00,0.0001,61174.078,37.95,30290.28,30203.31,30246.8,30333.77,30159.83,30377.25,30116.34,-9.09,6.4,-15.5,17.15,19.98,16.44,13.8,1888.0620714285724,57.54,104.59999999999854,36.21,-2.15,30252.35,30178.79,191.5699999999997,17.63000000000102,36.590000000000146,110.14999999999782,-32.05,7.950000000000003,-2.830000000000002,-15.49,PositionState,lower,30142.2,30171.7,0.0,-29.5,108.20000000000073,-44.89999999999782,25.257142857144053,0
13264,13396,1689192000000.0,30273.8,30333.0,30220.0,30331.7,2978.016,90181172.3546,2023-07-12 20:00:00,4.64e-06,67464.796,38.59,30670.55,30403.18,30536.87,30804.23,30269.5,30937.92,30135.82,-38.04,10.34,-48.39,15.24,26.37,16.83,15.26,7862.834571428572,-72.07,205.16999999999825,70.3,-1.93,30512.77,30358.8,472.52999999999884,-62.20000000000073,27.099999999998545,181.0699999999997,-31.409999999999997,8.590000000000003,-11.13,-48.379999999999995,PositionState,lower,30331.7,30561.4,0.0,-229.70000000000073,50.70000000000073,-229.70000000000073,-23.614285714285092,0
13310,13442,1689357600000.0,30675.8,30750.6,30009.3,30075.8,36647.717,1110926976.996,2023-07-14 18:00:00,0.0001,62107.533,24.83,31348.9,30730.78,31039.84,31657.96,30421.73,31967.02,30112.67,-56.86,67.56,-124.43,14.34,39.94,33.19,38.98,7470.288714285715,2476.05,964.0400000000009,624.55,-19.14,31025.81,30512.94,1582.1599999999999,345.9300000000003,437.1399999999994,950.010000000002,-45.17,-5.170000000000002,-25.599999999999998,-124.42,PositionState,lower,30075.8,30280.7,0.0,-204.90000000000146,0.0,-263.7000000000007,-186.49487179487232,0
13382,13514,1689616800000.0,30015.0,30048.2,29610.0,29781.0,18394.578,548248013.4897,2023-07-17 18:00:00,7.613e-05,67376.57399999,22.68,30278.72,30047.98,30163.35,30394.09,29932.62,30509.46,29817.25,-70.53,-35.81,-34.72,9.1,44.3,35.75,30.28,5067.018500000001,1274.32,382.34999999999854,193.86,-8.97,30123.34,29935.48,613.0900000000001,151.61999999999898,154.47999999999956,342.34000000000015,-47.32,-7.32,-35.199999999999996,-34.72,PositionState,lower,29781.0,30224.7,0.0,-443.7000000000007,0.0,-443.7000000000007,-166.42500000000018,0
13542,13674,1690192800000.0,29158.2,29371.9,29093.9,29303.2,12693.291,371570578.3624,2023-07-24 10:00:00,5.915e-05,59865.923,31.78,30005.72,29500.51,29753.12,30258.33,29247.91,30510.93,28995.3,-118.33,-45.89,-72.44,10.36,46.3,25.07,21.8,5476.258785714287,734.02,449.91999999999825,220.94,-2.31,29648.57,29383.54,955.130000000001,-55.29000000000087,80.34000000000015,345.369999999999,-38.22,1.7800000000000011,-35.94,-72.44,PositionState,lower,29303.2,29260.0,0.0,43.20000000000073,276.1000000000022,0.0,169.85357142857174,0
13623,13755,1690484400000.0,29128.5,29166.1,29088.2,29145.5,3174.364,92455751.8891,2023-07-27 19:00:00,3.725e-05,66911.493,35.9,29435.62,29211.09,29323.36,29547.88,29098.83,29660.14,28986.57,-35.97,6.33,-42.31,14.99,28.16,32.03,36.64,3329.034071428573,127.04,177.86000000000058,60.97,-1.34,29305.72,29167.77,402.380000000001,-46.669999999998254,22.270000000000437,160.22000000000116,-34.1,5.899999999999999,-13.17,-42.3,PositionState,lower,29145.5,29288.0,0.0,-142.5,20.400000000001455,-142.5,-52.888888888888886,0
13699,13831,1690758000000.0,29142.4,29279.1,29142.3,29273.1,2301.317,67261854.0521,2023-07-30 23:00:00,6.935e-05,65952.935,49.07,29336.49,29219.81,29278.15,29394.83,29161.47,29453.18,29103.13,-19.13,-7.24,-11.88,16.53,30.17,24.13,18.5,3288.530642857145,120.91,5.05000000000291,6.65,8.85,29275.97,29230.05,121.7300000000032,-111.62999999999738,-43.04999999999927,2.8700000000026193,-20.93,19.07,-13.64,-11.889999999999999,PositionState,lower,29273.1,29444.6,0.0,-171.5,0.0,-171.5,-85.75,0
13727,13859,1690858800000.0,28919.0,28941.6,28800.0,28825.7,7375.973,212939041.9988,2023-08-01 03:00:00,0.0001,68232.14999999,24.95,29337.17,29042.88,29190.02,29484.32,28895.73,29631.47,28748.58,-81.35,-43.15,-38.2,12.0,35.89,21.4,16.98,4792.94892857143,183.72,364.3199999999997,144.77,-3.57,29135.3,28947.37,658.619999999999,70.02999999999884,121.66999999999825,309.59999999999854,-45.05,-5.050000000000001,-23.89,-38.199999999999996,PositionState,lower,28825.7,29264.0,0.0,-438.2999999999993,10.0,-438.2999999999993,-93.36874999999941,0
13815,13947,1691175600000.0,29054.1,29101.3,29000.2,29021.4,3979.37,115594504.4379,2023-08-04 19:00:00,0.0001,67717.215,34.97,29235.05,29119.22,29177.13,29292.97,29061.3,29350.89,29003.38,-21.99,-6.81,-15.17,15.73,33.43,14.9,15.2,3082.2580000000016,187.35,155.72999999999956,62.57,-2.49,29178.32,29078.33,271.5699999999997,39.89999999999782,56.93000000000029,156.91999999999825,-35.03,4.969999999999999,-17.7,-15.18,PositionState,lower,29021.4,29063.9,0.0,-42.5,65.80000000000291,-83.39999999999782,-27.24166666666512,0
13858,13990,1691330400000.0,29006.1,29058.0,28980.0,29032.6,2227.353,64637577.1119,2023-08-06 14:00:00,0.0001,68129.591,45.61,29076.78,29032.48,29054.63,29098.92,29010.33,29121.07,28988.19,-8.22,-4.87,-3.34,14.5,31.12,20.3,23.37,885.9625000000015,131.42,22.030000000002474,4.76,-3.34,29056.68,29030.17,66.31999999999971,-22.2699999999968,-2.430000000000291,24.080000000001746,-24.39,15.61,-16.62,-3.3500000000000005,PositionState,lower,29032.6,29077.1,0.0,-44.5,27.69999999999709,-44.5,-5.60000000000097,0
13884,14016,1691424000000.0,28852.2,28974.4,28677.1,28927.8,18431.792,531391220.469,2023-08-07 16:00:00,0.0001,70759.399,39.68,29117.51,28966.47,29041.99,29193.03,28890.94,29268.55,28815.42,-30.93,-8.22,-22.71,8.2,33.77,20.82,18.64,4061.150785714287,1219.92,114.19000000000233,51.25,-4.39,29024.97,28935.34,265.22999999999956,-36.86000000000058,7.540000000000873,97.17000000000189,-30.32,9.68,-25.570000000000004,-22.71,PositionState,lower,28927.8,29079.6,0.0,-151.79999999999927,0.0,-151.79999999999927,-63.19999999999951,0
13933,14065,1691600400000.0,29507.0,29588.5,29434.0,29506.1,11339.803,334581207.4768,2023-08-09 17:00:00,0.0001,70434.12699999,41.41,29834.34,29599.07,29716.71,29951.97,29481.44,30069.61,29363.81,32.35,85.47,-53.11,22.79,23.19,40.74,46.29,6474.216214285715,676.17,210.61000000000058,60.33,-6.58,29770.18,29577.47,445.8700000000026,-24.659999999999854,71.37000000000262,264.08000000000175,-28.590000000000003,11.409999999999997,-0.40000000000000213,-53.12,PositionState,lower,29506.1,29669.8,0.0,-163.70000000000073,100.79999999999927,-163.70000000000073,-34.2476190476203,0
13957,14089,1691686800000.0,29420.0,29455.5,29308.8,29401.0,5854.123,172041520.7877,2023-08-10 17:00:00,0.0001,71929.111,39.93,29591.33,29463.93,29527.63,29655.03,29400.23,29718.73,29336.53,-42.0,-31.15,-10.84,13.5,21.57,14.11,17.57,4261.084285714287,352.56,126.63000000000102,29.18,-3.43,29505.1,29430.46,254.02999999999884,-0.7700000000004366,29.459999999999127,104.09999999999854,-30.07,9.93,-8.07,-10.850000000000001,PositionState,lower,29401.0,29456.9,0.0,-55.900000000001455,34.099999999998545,-68.5,-24.128571428571636,0
13981,14113,1691773200000.0,29350.7,29388.0,29313.0,29332.1,2491.812,73124961.13629998,2023-08-11 17:00:00,6.988e-05,70999.432,38.9,29457.4,29377.26,29417.33,29497.48,29337.19,29537.55,29297.12,-29.92,-27.83,-2.08,15.6,28.86,21.6,19.22,3416.104571428573,61.31,85.2300000000032,13.38,-2.31,29400.3,29358.25,165.38000000000102,5.0900000000001455,26.150000000001455,68.20000000000073,-31.1,8.899999999999999,-13.26,-2.0900000000000034,PositionState,lower,29332.1,29421.7,0.0,-89.60000000000218,0.0,-89.60000000000218,-54.01666666666824,0
14017,14149,1691902800000.0,29381.6,29381.6,29354.0,29379.3,1210.132,35544481.8476,2023-08-13 05:00:00,0.0001,70796.41,41.47,29431.32,29394.47,29412.89,29449.75,29376.04,29468.18,29357.61,-3.34,0.54,-3.89,17.51,30.42,11.91,12.21,666.6671428571444,37.48,33.590000000000146,5.63,-7.16,29415.22,29390.59,70.45000000000073,-3.2599999999983993,11.290000000000873,35.92000000000189,-28.53,11.469999999999999,-12.91,-3.88,PositionState,lower,29379.3,29413.3,0.0,-34.0,31.099999999998545,-34.0,-5.628571428571896,0
14035,14167,1691967600000.0,29312.5,29329.2,29286.7,29301.3,1473.3,43180792.2159,2023-08-13 23:00:00,0.0001,70292.795,33.59,29407.76,29346.72,29377.24,29438.28,29316.2,29468.8,29285.68,-16.64,-9.54,-7.09,17.84,39.94,21.17,17.29,1290.7877857142873,75.89,75.94000000000233,20.07,-2.81,29369.56,29324.89,136.97999999999956,14.900000000001455,23.590000000000146,68.26000000000204,-36.41,3.5900000000000034,-22.099999999999998,-7.100000000000001,PositionState,lower,29301.3,29388.0,0.0,-86.70000000000073,41.599999999998545,-86.70000000000073,-2.6200000000004366,0
14076,14208,1692115200000.0,29320.3,29360.0,29255.0,29280.1,3962.539,116127256.8757,2023-08-15 16:00:00,0.0001,71349.386,38.72,29416.41,29339.76,29378.08,29454.74,29301.43,29493.06,29263.1,-17.38,-8.72,-8.66,19.8,20.69,14.53,17.96,2037.5382142857159,224.41,97.9800000000032,31.76,-5.05,29372.05,29321.38,174.64000000000306,21.330000000001746,41.280000000002474,91.95000000000073,-31.28,8.719999999999999,-0.8900000000000006,-8.659999999999998,PositionState,lower,29280.1,26203.6,0.0,3076.5,3457.199999999997,-54.0,1633.3729166666653,0
14246,14378,1692727200000.0,25822.0,25999.0,25757.2,25894.4,5857.433,151601742.6236,2023-08-22 18:00:00,-3.76e-06,58353.363,40.95,26062.36,25929.39,25995.88,26128.85,25862.9,26195.33,25796.42,-39.63,-22.56,-17.07,8.71,23.12,15.27,12.29,4409.219000000003,314.47,101.47999999999956,8.71,-0.23,25969.18,25898.76,234.4499999999971,-31.5,4.359999999996944,74.77999999999884,-29.049999999999997,10.950000000000003,-14.41,-17.070000000000004,PositionState,lower,25894.4,26044.0,0.0,-149.59999999999854,240.20000000000073,-149.59999999999854,60.05000000000109,0
14291,14423,1692889200000.0,26105.1,26155.0,25967.5,25985.5,11215.953,292261467.8263,2023-08-24 15:00:00,2.141e-05,58961.724,34.35,26446.75,26186.56,26316.65,26576.85,26056.46,26706.95,25926.36,-1.16,58.0,-59.17,18.87,29.57,22.74,23.22,4677.703785714288,595.61,331.15000000000146,145.36,-7.59,26343.3,26113.28,591.3499999999985,70.95999999999913,127.77999999999884,357.7999999999993,-35.65,4.350000000000001,-10.7,-59.16,PositionState,lower,25985.5,26039.9,0.0,-54.400000000001455,159.5,-176.09999999999854,-52.87857142857138,0
14349,14481,1693098000000.0,25987.5,25998.9,25957.3,25983.9,1386.477,36015784.4075,2023-08-27 01:00:00,6.063e-05,57471.682,41.86,26038.35,26000.43,26019.39,26057.3,25981.48,26076.26,25962.52,-11.44,-8.23,-3.2,12.72,27.11,15.37,13.31,838.9935000000021,41.79,35.48999999999796,4.92,-4.57,26011.84,25992.84,73.39999999999782,-2.4200000000018917,8.93999999999869,27.93999999999869,-28.14,11.86,-14.389999999999999,-3.209999999999999,PositionState,lower,25983.9,26019.9,0.0,-36.0,0.5,-36.0,-15.324999999999818,0
14458,14590,1693490400000.0,27133.8,27177.9,27000.0,27160.1,6743.617,182694037.1974,2023-08-31 14:00:00,5.61e-05,59836.992,46.39,27252.31,27172.29,27212.3,27292.32,27132.28,27332.33,27092.28,-9.57,1.71,-11.29,25.4,19.43,14.64,16.19,3944.635000000002,382.57,52.20000000000073,-3.96,-5.73,27204.02,27165.94,132.22000000000116,-27.81999999999971,5.8400000000001455,43.92000000000189,-23.61,16.39,5.969999999999999,-11.280000000000001,PositionState,lower,27160.1,25814.4,0.0,1345.699999999997,1694.7999999999993,0.0,1215.7999999999984,0
14562,14694,1693864800000.0,25664.7,25783.0,25616.3,25762.3,2476.699,63697035.5181,2023-09-04 22:00:00,8.406e-05,58088.909,41.06,25932.14,25779.9,25856.02,26008.27,25703.77,26084.39,25627.65,-35.54,-17.88,-17.65,12.12,29.87,21.74,24.58,3546.1387857142877,98.67,93.72000000000116,32.93,-0.44,25825.31,25760.44,245.97000000000116,-58.529999999998836,-1.860000000000582,63.01000000000204,-28.939999999999998,11.060000000000002,-17.75,-17.66,PositionState,lower,25762.3,25768.2,0.0,-5.900000000001455,104.39999999999782,-49.60000000000218,37.064285714284516,0
14584,14716,1693944000000.0,25666.0,25728.1,25657.4,25700.6,1639.017,42097921.5646,2023-09-05 20:00:00,1.126e-05,60508.883,44.4,25773.93,25701.44,25737.68,25810.18,25665.19,25846.43,25628.94,-26.75,-28.64,1.89,16.65,20.01,16.33,22.25,3059.5578571428596,-3.54,37.080000000001746,-15.22,-1.66,25729.08,25700.34,109.58000000000175,-35.409999999999854,-0.2599999999983993,28.4800000000032,-25.6,14.399999999999999,-3.360000000000003,1.8900000000000006,PositionState,lower,25700.6,25755.6,0.0,-55.0,0.0,-55.0,-26.03333333333406,0
14603,14735,1694012400000.0,25607.4,25654.1,25532.5,25574.0,3856.939,98739688.1067,2023-09-06 15:00:00,6.42e-06,61327.259,33.67,25768.94,25654.52,25711.73,25826.15,25597.31,25883.36,25540.1,-29.65,-14.58,-15.06,13.32,22.76,12.81,12.9,2219.4262857142876,218.16,137.72999999999956,47.38,-2.37,25693.01,25619.33,252.15000000000146,23.31000000000131,45.330000000001746,119.0099999999984,-36.33,3.6700000000000017,-9.440000000000001,-15.069999999999999,PositionState,lower,25574.0,25846.3,0.0,-272.2999999999993,0.0,-272.2999999999993,-95.09999999999975,0
