start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason
2023-09-01 00:00:00,25924.1,26087.0,25915.0,26068.3,8333.614,216806411.1151,2023-09-01 00:00:00,38.27,27349.62,26060.98,26705.3,27993.94,25416.66,28638.26,24772.34,9.65,10.78,182.13,-171.34,22.31,35.73,29.93,30.5,27319.983714285718,-4933.11,637.0,-88.92,-2.28,26804.47,26272.92,1925.6399999999994,-651.6399999999994,204.61999999999898,736.1700000000019,-31.729999999999997,8.270000000000003,-13.419999999999998,-171.35,2577.279999999999,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-01 04:00:00,26068.3,26080.1,25961.5,25975.0,4985.168,129653117.9865,2023-09-01 04:00:00,36.91,27288.31,25983.18,26635.75,27940.87,25330.62,28593.43,24678.06,9.79,-46.43,136.42,-182.85,21.75,34.84,29.44,30.95,26144.683,-1175.3,660.75,-45.09,-0.46,26672.25,26153.75,1965.869999999999,-644.380000000001,178.75,697.25,-33.09,6.909999999999997,-13.090000000000003,-182.85,2610.25,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-01 08:00:00,25975.0,26060.6,25940.0,26031.2,6794.236,176629298.7186,2023-09-01 08:00:00,38.33,27233.06,25923.28,26578.17,27887.94,25268.4,28542.83,24613.51,9.85,-86.25,91.88,-178.14,21.18,34.39,29.04,31.39,24965.644785714285,-1179.03,546.9699999999975,-43.78,-0.67,26533.19,26104.73,1856.739999999998,-762.7999999999993,73.52999999999884,501.98999999999796,-31.67,8.329999999999998,-13.21,-178.13,2619.5399999999972,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-01 12:00:00,26031.2,26145.0,25535.0,25796.3,51961.545,1343755022.185,2023-09-01 12:00:00,34.81,27173.1,25834.31,26503.71,27842.49,25164.92,28511.88,24495.53,10.1,-135.2,46.46,-181.67,18.51,38.42,29.46,32.04,28121.7815,3156.13,707.4099999999999,5.1,-7.27,26377.04,25981.35,2046.1900000000023,-631.380000000001,185.04999999999927,580.7400000000016,-35.19,4.810000000000002,-19.91,-181.66,2677.5700000000033,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-01 16:00:00,25796.3,25960.0,25305.4,25635.6,61944.877,1585584110.6586,2023-09-01 16:00:00,32.61,27115.98,25726.08,26421.03,27810.93,25031.13,28505.88,24336.18,10.52,-184.83,0.2,-185.04,16.16,37.99,30.23,32.17,31570.9935,3449.21,785.4300000000003,56.77,-4.59,26198.26,25843.05,2175.3300000000017,-604.4699999999975,207.45000000000073,562.6599999999999,-37.39,2.6099999999999994,-21.830000000000002,-185.03,2779.7999999999993,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-01 20:00:00,25635.6,25923.5,25550.1,25793.7,14670.528,378089078.4182,2023-09-01 20:00:00,36.84,27079.61,25642.95,26361.28,27797.94,24924.62,28516.27,24206.29,10.89,-209.0,-41.63,-167.37,14.99,35.24,30.95,32.28,28561.964071428574,-3009.02,567.5799999999981,61.95,-0.76,26031.88,25823.31,2004.239999999998,-869.0800000000017,29.610000000000582,238.1800000000003,-33.16,6.840000000000003,-20.25,-167.37,2873.3199999999997,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 00:00:00,25793.7,25829.0,25742.5,25788.4,3697.086,95310715.323,2023-09-02 00:00:00,36.76,27013.23,25600.22,26306.72,27719.73,24893.71,28426.24,24187.21,10.74,-225.98,-78.5,-147.47,14.73,34.62,31.62,32.47,27874.37714285714,-687.58,518.3199999999997,-60.29,-0.8,25907.11,25809.34,1931.329999999998,-894.6900000000023,20.93999999999869,118.70999999999913,-33.24,6.759999999999998,-19.889999999999997,-147.48,2826.0200000000004,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 04:00:00,25788.4,25838.0,25755.6,25780.4,4036.745,104114969.3575,2023-09-02 04:00:00,36.62,26945.88,25567.31,26256.6,27635.16,24878.03,28324.44,24188.75,10.5,-237.34,-110.27,-127.07,14.66,34.0,32.2,32.63,27642.841071428575,-231.53,476.1999999999971,-147.09,0.28,25865.88,25797.76,1854.7599999999984,-902.3700000000026,17.359999999996944,85.47999999999956,-33.38,6.619999999999997,-19.34,-127.07000000000001,2757.130000000001,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 08:00:00,25780.4,25846.5,25762.9,25802.3,5967.89,153998221.7882,2023-09-02 08:00:00,37.3,26895.67,25530.98,26213.33,27578.02,24848.64,28260.37,24166.29,10.41,-241.79,-136.57,-105.21,14.57,33.35,32.7,32.75,27795.201785714282,152.36,411.0300000000025,-112.31,0.48,25852.35,25799.58,1775.7200000000012,-953.6599999999999,-2.719999999997526,50.04999999999927,-32.7,7.299999999999997,-18.78,-105.22,2729.380000000001,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 12:00:00,25802.3,25975.0,25772.2,25880.1,9500.905,245814842.7219,2023-09-02 12:00:00,39.77,26840.3,25522.88,26181.59,27499.01,24864.18,28157.72,24205.47,10.06,-236.31,-156.52,-79.79,16.89,31.76,32.54,32.96,28156.4,361.19,301.4900000000016,-151.69,3.82,25831.44,25831.78,1618.9099999999999,-1015.9199999999983,-48.31999999999971,-48.659999999999854,-30.229999999999997,9.770000000000003,-14.870000000000001,-79.78999999999999,2634.829999999998,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 16:00:00,25880.1,25924.9,25749.0,25822.4,7485.174,193278989.6215,2023-09-02 16:00:00,38.56,26782.64,25512.13,26147.38,27417.89,24876.87,28053.15,24241.62,9.71,-233.94,-172.0,-61.93,16.18,30.97,32.46,32.31,27062.27564285714,-1094.12,324.97999999999956,-172.81,2.4,25814.48,25828.03,1595.489999999998,-945.5300000000025,5.629999999997381,-7.920000000001892,-31.439999999999998,8.560000000000002,-14.79,-61.94,2541.0200000000004,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-02 20:00:00,25822.4,25895.1,25805.9,25857.7,3058.077,79054268.6545,2023-09-02 20:00:00,39.76,26731.49,25508.1,26119.79,27343.19,24896.4,27954.88,24284.7,9.36,-226.59,-182.92,-43.66,15.81,30.26,32.38,31.7,24212.715285714286,-2849.56,262.09000000000015,-175.35,-0.37,25795.21,25839.89,1485.489999999998,-961.2999999999993,-17.81000000000131,-62.4900000000016,-30.240000000000002,9.759999999999998,-14.450000000000001,-43.670000000000016,2446.7899999999972,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 00:00:00,25857.7,25895.1,25812.0,25849.5,1992.853,51520984.5395,2023-09-03 00:00:00,39.57,26675.99,25512.11,26094.05,27257.94,24930.16,27839.88,24348.22,8.92,-218.9,-190.12,-28.78,15.45,29.59,32.31,31.38,16694.050785714287,-7518.66,244.54999999999927,-193.7,-0.05,25801.12,25843.73,1408.4399999999987,-919.3400000000001,-5.770000000000437,-48.38000000000102,-30.43,9.57,-14.14,-28.78,2327.779999999999,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 04:00:00,25849.5,25940.8,25849.4,25940.8,3521.877,91215717.4972,2023-09-03 04:00:00,42.92,26608.13,25550.78,26079.45,27136.8,25022.11,27665.47,24493.44,8.1,-203.11,-192.72,-10.39,16.34,28.83,31.97,30.95,13425.041071428572,-3269.0,138.65000000000146,-298.34,1.29,25835.03,25882.56,1196.0,-918.6899999999987,-58.23999999999796,-105.77000000000044,-27.08,12.920000000000002,-12.489999999999998,-10.390000000000015,2114.6899999999987,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 08:00:00,25940.8,25941.6,25863.0,25930.0,3509.54,90898210.7963,2023-09-03 08:00:00,42.62,26535.28,25595.17,26065.22,27005.33,25125.11,27475.39,24655.06,7.21,-189.28,-192.03,2.75,15.99,28.16,31.66,30.55,13080.464357142857,-344.57,135.22000000000116,-355.6,1.2,25850.17,25901.53,1075.3300000000017,-804.8899999999994,-28.470000000001164,-79.83000000000175,-27.380000000000003,12.619999999999997,-12.17,2.75,1880.2200000000012,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 12:00:00,25930.0,26080.0,25801.1,25859.6,16512.391,428145209.4031,2023-09-03 12:00:00,40.62,26432.81,25658.47,26045.64,26819.98,25271.3,27207.14,24884.13,5.94,-181.9,-190.0,8.1,18.73,25.86,30.54,29.79,13903.837428571427,823.37,186.04000000000087,-463.0,4.69,25858.08,25884.76,960.380000000001,-588.2999999999993,25.159999999999854,-1.5199999999967986,-29.380000000000003,10.619999999999997,-7.129999999999999,8.099999999999994,1548.6800000000003,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 16:00:00,25859.6,26026.3,25783.0,25999.1,11436.818,296382430.9177,2023-09-03 16:00:00,46.02,26292.12,25790.29,26041.2,26543.03,25539.38,26793.94,25288.47,3.85,-162.92,-184.59,21.66,17.4,24.54,29.57,29.52,14235.450428571427,331.61,42.10000000000218,-730.38,2.72,25882.38,25930.49,543.9300000000003,-459.7199999999975,-68.60999999999694,-116.71999999999753,-23.979999999999997,16.020000000000003,-7.140000000000001,21.670000000000016,1003.6499999999978,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2023-09-03 20:00:00,25999.1,26133.0,25914.3,25959.9,10609.777,276073188.4667,2023-09-03 20:00:00,44.79,26149.73,25917.19,26033.46,26266.01,25800.92,26382.28,25684.64,1.78,-149.32,-177.53,28.21,19.42,22.96,28.06,29.14,11281.752714285714,-2953.69,73.55999999999767,-815.5,2.26,25899.89,25942.25,306.10999999999694,-158.9800000000032,-17.650000000001455,-60.01000000000204,-25.21,14.79,-3.539999999999999,28.210000000000008,465.09000000000015,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
