,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
6334,6466,1664244000000.0,19754.5,20102.5,19663.5,20067.5,15162.898,300919734.9325,2022-09-27 02:00:00,-2.284e-05,-0.000764,54092.874,79.11,19509.95,18981.77,19245.86,19774.04,18717.68,20038.14,18453.58,172.17,86.08,86.09,41.78,10.34,19.24,18.28,10803.147285714285,50.66,-821.6399999999994,412.56,17.52,19336.16,19784.74,-293.4599999999991,-1349.8199999999997,-282.7599999999984,-731.3400000000001,9.11,49.11,31.44,86.08999999999999,PositionState,upper,20067.5,19879.0,0.0,-188.5,193.5,-188.5,74.82142857142857,0
6419,6551,1664550000000.0,19975.5,20165.0,19658.0,19739.0,35114.533,700999610.9045,2022-09-30 15:00:00,0.0001,-0.000707,56303.359,57.79,19656.27,19367.3,19511.79,19800.76,19222.82,19945.24,19078.33,72.26,43.3,28.95,29.45,15.92,13.3,11.89,13279.741571428573,2203.75,-227.20999999999913,187.97,17.61,19563.0,19718.35,61.7599999999984,-516.1800000000003,-20.650000000001455,-176.0,-12.21,27.79,13.53,28.960000000000008,PositionState,upper,19739.0,19464.5,0.0,-274.5,0.0,-274.5,-92.5,0
6491,6623,1664809200000.0,19405.5,19479.0,19307.0,19326.0,12040.318,233536139.0065,2022-10-03 15:00:00,0.0001,-0.000442,55539.616,56.81,19301.98,19146.44,19224.21,19379.74,19068.67,19457.51,18990.91,21.18,-1.55,22.73,20.8,14.25,13.52,17.56,7073.9313571428565,321.12,-101.79000000000087,77.13,4.75,19240.83,19315.1,53.7400000000016,-257.33000000000175,-10.900000000001455,-85.16999999999825,-13.189999999999998,26.810000000000002,6.550000000000001,22.73,PositionState,upper,19326.0,20077.0,0.0,751.0,1000.5,0.0,578.5813953488372,0
6808,6940,1665950400000.0,19366.5,19411.0,19247.0,19324.5,9967.229,192627550.683,2022-10-16 20:00:00,1.462e-05,-0.000321,63175.47,67.98,19234.38,19100.76,19167.57,19301.18,19033.96,19367.99,18967.15,25.53,0.77,24.75,36.91,13.04,29.74,33.01,3154.8335714285713,621.64,-156.9300000000003,146.5,23.51,19176.16,19285.91,-23.31999999999971,-290.5400000000009,-38.590000000000146,-148.34000000000015,-2.019999999999996,37.980000000000004,23.869999999999997,24.76,PositionState,upper,19324.5,19138.5,0.0,-186.0,0.0,-186.0,-93.0,0
6824,6956,1666008000000.0,19448.0,19576.0,19407.0,19506.0,10548.726,205728574.736,2022-10-17 12:00:00,0.0001,-0.000783,68681.777,69.24,19383.97,19181.3,19282.63,19485.31,19079.96,19586.64,18978.62,65.53,39.06,26.47,32.89,9.33,24.87,25.19,5065.938428571428,126.05,-223.36999999999898,89.24,6.4,19325.5,19449.96,-20.68999999999869,-426.0400000000009,-56.04000000000087,-180.5,-0.7600000000000051,39.239999999999995,23.560000000000002,26.47,PositionState,upper,19506.0,19410.5,0.0,-95.5,146.0,-95.5,26.074074074074073,0
6924,7056,1666368000000.0,19154.5,19215.0,19094.5,19118.5,12877.911,246697414.269,2022-10-21 16:00:00,0.0001,-0.000415,70522.955,54.2,19104.18,18983.58,19043.88,19164.48,18923.28,19224.79,18862.98,-17.06,-33.62,16.56,19.12,26.63,29.82,26.61,9256.316428571428,667.25,-74.61999999999898,41.56,4.17,19009.77,19092.33,45.97999999999956,-195.22000000000116,-26.169999999998254,-108.72999999999956,-15.799999999999997,24.200000000000003,-7.509999999999998,16.56,PositionState,upper,19118.5,19142.5,0.0,24.0,106.5,0.0,37.46153846153846,0
6974,7106,1666548000000.0,19462.5,19522.5,19382.5,19431.0,13717.253,266958500.599,2022-10-23 18:00:00,6.019e-05,-0.000436,64611.584,75.24,19302.62,19134.2,19218.41,19386.83,19049.98,19471.05,18965.77,40.59,14.05,26.53,45.54,14.97,18.27,14.4,3938.899,853.23,-212.59000000000015,204.74,27.36,19225.77,19373.68,-44.169999999998254,-381.02000000000044,-57.31999999999971,-205.22999999999956,5.239999999999995,45.239999999999995,30.57,26.540000000000003,PositionState,upper,19431.0,19328.0,0.0,-103.0,149.0,-103.0,30.818181818181817,0
7018,7150,1666706400000.0,19463.0,19528.5,19432.0,19476.5,11485.83,223664465.351,2022-10-25 14:00:00,9.32e-06,-0.000815,67235.236,68.85,19392.2,19284.64,19338.42,19445.99,19230.86,19499.77,19177.08,15.69,-1.27,16.97,31.81,20.46,15.67,14.75,4246.824357142857,613.82,-138.08000000000175,91.09,15.18,19332.16,19429.56,-30.5099999999984,-245.63999999999942,-46.93999999999869,-144.34000000000015,-1.1500000000000057,38.849999999999994,11.349999999999998,16.96,PositionState,upper,19476.5,20602.0,0.0,1125.5,1353.5,0.0,983.6704545454545,0
7093,7225,1666976400000.0,20695.5,20720.0,20621.0,20624.5,5209.152,107696961.6845,2022-10-28 17:00:00,1.22e-05,-0.000496,61730.81,61.71,20550.93,20237.31,20394.12,20707.74,20080.5,20864.55,19923.69,21.01,-40.43,61.45,20.81,18.03,28.35,26.98,9205.471428571429,173.92,-230.38000000000102,161.58,6.73,20384.27,20595.08,83.2400000000016,-544.0,-29.419999999998254,-240.22999999999956,-8.29,31.71,2.7799999999999976,61.44,PositionState,upper,20624.5,20750.0,0.0,125.5,317.5,-42.0,108.7,0
7250,7382,1667541600000.0,20436.5,20679.0,20436.5,20592.5,14995.585,308643764.8995,2022-11-04 06:00:00,4.4e-05,-0.000736,59546.474,71.2,20418.46,20200.16,20309.31,20527.6,20091.01,20636.75,19981.87,36.09,-0.96,37.05,37.1,12.29,16.36,17.63,3502.54392857143,826.97,-283.1899999999987,162.84,20.27,20321.11,20481.43,-64.90000000000146,-501.4900000000016,-111.06999999999971,-271.3899999999994,1.2000000000000028,41.2,24.810000000000002,37.050000000000004,PositionState,upper,20592.5,21180.5,0.0,588.0,835.0,-47.5,533.4204545454545,0
7402,7534,1668088800000.0,17629.5,17754.5,17368.0,17609.0,22898.176,401250877.794,2022-11-10 14:00:00,-0.00090728,-0.001255,42541.528,61.38,17341.37,16366.21,16853.79,17828.95,15878.63,18316.53,15391.05,-94.03,-302.68,208.65,27.39,18.44,34.93,45.69,16364.296000000002,35.02,-755.2099999999991,526.02,9.66,16840.61,17351.53,219.95000000000073,-1730.3700000000008,-257.47000000000116,-768.3899999999994,-8.619999999999997,31.380000000000003,8.95,208.65,PositionState,upper,17609.0,17244.0,0.0,-365.0,456.5,-425.5,-28.791666666666668,0
7581,7713,1668733200000.0,16941.0,16997.0,16843.5,16880.5,6415.82,108501295.8735,2022-11-18 01:00:00,-0.00078386,-0.000599,51251.892,65.03,16788.73,16554.52,16671.62,16905.84,16437.41,17022.95,16320.3,52.79,15.03,37.75,31.05,14.59,15.49,18.03,5947.7195,201.43,-208.88000000000102,154.12,12.56,16722.16,16845.7,25.340000000000146,-443.09000000000015,-34.79999999999927,-158.34000000000015,-4.969999999999999,35.03,16.46,37.76,PositionState,upper,16880.5,16731.0,0.0,-149.5,19.0,-149.5,-70.25,0
7627,7759,1668898800000.0,16721.0,16758.0,16680.5,16688.0,3081.317,51503035.34,2022-11-19 23:00:00,2.644e-05,-0.000952,51243.243,56.12,16681.01,16621.25,16651.13,16710.89,16591.37,16740.77,16561.5,3.13,-6.65,9.79,32.83,14.55,13.25,13.25,1968.0516428571439,130.96,-36.86999999999898,33.25,11.23,16648.27,16686.09,22.889999999999418,-96.63000000000102,-1.9099999999998545,-39.72999999999956,-13.880000000000003,26.119999999999997,18.279999999999998,9.780000000000001,PositionState,upper,16688.0,16607.5,0.0,-80.5,22.0,-80.5,-10.85,0
7726,7858,1669255200000.0,16734.0,16810.0,16665.5,16680.5,5962.911,99746440.0305,2022-11-24 02:00:00,-0.00010098,-0.000944,54026.641,60.74,16600.73,16406.99,16503.86,16697.6,16310.12,16794.47,16213.25,93.72,86.08,7.64,31.98,8.84,37.45,37.36,6934.612000000001,11.31,-176.63999999999942,86.38,4.35,16568.61,16660.79,17.099999999998545,-370.3799999999992,-19.709999999999127,-111.88999999999942,-9.259999999999998,30.740000000000002,23.14,7.640000000000001,PositionState,upper,16680.5,16546.0,0.0,-134.5,24.5,-134.5,-43.0,0
7774,7906,1669428000000.0,16613.5,16649.5,16602.0,16610.0,2556.539,42503363.0795,2022-11-26 02:00:00,-9.822e-05,-0.001056,55622.276,62.19,16570.98,16478.06,16524.52,16617.45,16431.6,16663.91,16385.14,18.64,3.48,15.15,30.86,11.68,21.92,18.71,3243.4677857142865,-69.17,-85.47999999999956,19.34,5.91,16535.33,16592.56,7.450000000000728,-178.40000000000146,-17.43999999999869,-74.66999999999825,-7.810000000000002,32.19,19.18,15.16,PositionState,upper,16610.0,16547.0,0.0,-63.0,10.0,-63.0,-9.6,0
7849,7981,1669698000000.0,16428.5,16525.0,16428.0,16473.5,7626.037,125717624.4195,2022-11-29 05:00:00,9.429e-05,-0.00057,52479.488,65.36,16358.09,16192.15,16275.12,16441.06,16109.18,16524.03,16026.21,11.41,-25.72,37.14,31.33,15.39,18.94,26.33,6689.664142857144,-79.87,-198.3799999999992,148.15,12.48,16273.11,16407.77,-32.43999999999869,-364.3199999999997,-65.72999999999956,-200.38999999999942,-4.640000000000001,35.36,15.939999999999998,37.129999999999995,PositionState,upper,16473.5,16355.5,0.0,-118.0,37.5,-118.0,-14.7,0
7869,8001,1669770000000.0,16828.5,16928.0,16817.0,16866.5,10908.634,184036592.5915,2022-11-30 01:00:00,1.048e-05,-0.000866,51805.121,75.07,16620.05,16362.4,16491.23,16748.88,16233.57,16877.7,16104.75,87.22,49.18,38.04,38.35,7.8,26.21,26.56,6599.823714285715,556.34,-375.27000000000044,280.18,18.04,16528.77,16752.37,-117.61999999999898,-632.9300000000003,-114.13000000000102,-337.72999999999956,5.069999999999993,45.06999999999999,30.55,38.04,PositionState,upper,16866.5,16969.5,0.0,103.0,280.0,-91.5,119.85897435897436,0
7940,8072,1670025600000.0,17083.5,17150.0,17026.5,17035.5,7885.881,134727693.22,2022-12-03 00:00:00,-0.00011683,-0.000765,54228.242,56.84,17035.11,16932.5,16983.8,17086.41,16881.19,17137.72,16829.89,18.35,3.83,14.52,26.64,13.8,17.55,17.51,5779.127285714288,464.96,-51.70000000000073,33.07,5.36,16993.66,17041.87,50.909999999999854,-154.3100000000013,6.369999999998981,-41.840000000000146,-13.159999999999997,26.840000000000003,12.84,14.520000000000001,PositionState,upper,17035.5,16968.0,0.0,-67.5,3.5,-67.5,-24.0,0
7984,8116,1670184000000.0,17076.5,17119.0,17063.0,17081.5,2443.803,41760690.1175,2022-12-04 20:00:00,6.685e-05,-0.000561,55303.638,65.19,17045.17,16964.2,17004.69,17085.65,16923.72,17126.13,16883.24,24.82,13.24,11.58,34.29,13.42,26.06,23.24,3572.620214285715,69.11,-76.81000000000131,17.82,-1.46,17016.5,17068.68,4.150000000001455,-157.77999999999884,-12.819999999999709,-65.0,-4.810000000000002,35.19,20.869999999999997,11.58,PositionState,upper,17081.5,17196.0,0.0,114.5,264.5,0.0,147.71052631578948,0
8036,8168,1670371200000.0,17081.5,17135.0,17047.0,17059.5,4393.594,75065853.18199998,2022-12-07 00:00:00,9.301e-05,-0.000177,57160.813,57.05,17035.48,16969.62,17002.55,17068.41,16936.69,17101.34,16903.76,-4.87,-19.64,14.76,24.93,17.38,19.46,19.47,3761.3255714285724,22.03,-56.95000000000073,47.43,12.46,16993.11,17043.8,8.909999999999854,-122.81000000000131,-15.700000000000728,-66.38999999999942,-12.950000000000003,27.049999999999997,7.550000000000001,14.77,PositionState,upper,17059.5,17000.5,0.0,-59.0,0.0,-59.0,-27.333333333333332,0
8075,8207,1670511600000.0,16892.5,16948.0,16877.0,16907.0,8416.739,142334891.387,2022-12-08 15:00:00,-8.519e-05,-0.000455,58320.237,60.31,16868.5,16811.4,16839.95,16897.06,16782.85,16925.61,16754.29,0.4,-14.52,14.93,21.51,22.71,19.49,22.36,3303.788500000001,411.86,-67.04999999999927,42.02,9.25,16839.33,16885.54,-9.93999999999869,-124.15000000000146,-21.459999999999127,-67.66999999999825,-9.689999999999998,30.310000000000002,-1.1999999999999993,14.92,PositionState,upper,16907.0,17144.0,0.0,237.0,336.0,0.0,261.60869565217394,0
8124,8256,1670688000000.0,17200.0,17219.5,17165.5,17176.0,2088.593,35898368.314,2022-12-10 16:00:00,-3.214e-05,-0.000691,60957.056,57.36,17171.49,17131.44,17151.47,17191.52,17111.41,17211.55,17091.39,10.93,7.7,3.22,27.06,15.44,14.21,17.75,1411.2562142857153,75.92,-24.529999999998836,11.84,6.47,17156.55,17175.88,15.520000000000437,-64.59000000000015,-0.11999999999898137,-19.450000000000728,-12.64,27.36,11.62,3.2299999999999995,PositionState,upper,17176.0,17150.5,0.0,-25.5,0.0,-25.5,-14.0,0
8151,8283,1670785200000.0,17191.0,17261.5,17124.5,17163.5,7877.713,135488369.371,2022-12-11 19:00:00,-7.369e-05,-0.000846,62672.569,52.73,17170.58,17144.93,17157.76,17183.4,17132.11,17196.22,17119.29,5.22,3.66,1.56,30.7,10.62,13.18,12.13,1483.454000000001,432.81,-5.740000000001601,-1.88,16.07,17158.55,17169.43,19.900000000001455,-31.389999999999418,5.930000000000291,-4.950000000000728,-17.270000000000003,22.729999999999997,20.08,1.5599999999999996,PositionState,upper,17163.5,17095.5,0.0,-68.0,0.0,-68.0,-34.0,0
8178,8310,1670882400000.0,17154.5,17174.0,17127.0,17148.0,2567.623,44030725.569,2022-12-12 22:00:00,-5.78e-05,-0.000567,62332.607,69.26,17106.22,16965.13,17035.68,17176.77,16894.58,17247.32,16824.03,15.15,-12.39,27.54,39.29,15.14,21.81,24.56,4127.868071428573,91.74,-112.31999999999971,71.7,8.08,17050.61,17128.54,28.770000000000437,-253.41999999999825,-19.459999999999127,-97.38999999999942,-0.7399999999999949,39.260000000000005,24.15,27.54,PositionState,upper,17148.0,17768.5,0.0,620.5,1057.0,-17.0,485.2173913043478,0
8495,8627,1672023600000.0,16883.0,16885.0,16866.0,16884.5,1488.89,25127121.856,2022-12-26 03:00:00,0.0001,-0.000587,66175.23699999,64.38,16856.73,16798.7,16827.71,16885.74,16769.68,16914.76,16740.66,9.38,-0.22,9.61,24.76,19.54,23.68,18.91,2666.6898571428583,24.74,-56.79000000000087,32.92,0.56,16828.16,16871.12,1.2400000000016007,-114.81999999999971,-13.380000000001019,-56.340000000000146,-5.6200000000000045,34.379999999999995,5.220000000000002,9.600000000000001,PositionState,upper,16884.5,16831.0,0.0,-53.5,0.0,-53.5,-35.0,0
8516,8648,1672099200000.0,16911.0,16961.0,16834.5,16864.5,8751.598,147987550.5235,2022-12-27 00:00:00,0.0001,-0.000357,65951.221,55.14,16862.24,16820.37,16841.31,16883.18,16799.43,16904.12,16778.49,7.63,3.17,4.45,28.59,13.61,18.63,18.03,1984.740500000001,531.68,-23.18999999999869,14.27,16.5,16842.44,16867.92,18.68000000000029,-65.06999999999971,3.4199999999982538,-22.06000000000131,-14.86,25.14,14.98,4.46,PositionState,upper,16864.5,16841.5,0.0,-23.0,19.0,-23.0,2.2777777777777777,0
8664,8796,1672632000000.0,16664.5,16676.5,16629.5,16643.5,3282.012,54654316.674,2023-01-02 04:00:00,0.0001,0.000511,71650.837,61.17,16626.27,16568.68,16597.47,16655.07,16539.88,16683.87,16511.08,16.17,10.6,5.57,34.62,17.29,18.49,18.34,1821.5997142857154,182.54,-46.029999999998836,11.76,16.9,16612.27,16635.48,11.569999999999709,-103.61999999999898,-8.020000000000437,-31.229999999999563,-8.829999999999998,31.17,17.33,5.570000000000002,PositionState,upper,16643.5,16695.0,0.0,51.5,108.5,-4.5,63.8421052631579,0
8712,8844,1672804800000.0,16853.5,16898.5,16844.0,16851.0,6929.607,116904219.1495,2023-01-04 04:00:00,0.0001,-0.000597,72330.869,72.85,16773.83,16650.66,16712.24,16835.41,16589.07,16897.0,16527.49,23.74,3.5,20.24,41.04,13.18,22.22,23.46,3938.138071428573,-238.49,-138.7599999999984,90.56,14.72,16717.5,16815.4,-15.590000000000146,-261.9300000000003,-35.599999999998545,-133.5,2.8499999999999943,42.849999999999994,27.86,20.24,PositionState,upper,16851.0,16801.5,0.0,-49.5,92.5,-49.5,-1.911764705882353,0
8776,8908,1673035200000.0,16930.5,17031.5,16876.5,16886.5,13278.779,225190272.2435,2023-01-06 20:00:00,0.0001,-0.000613,69452.85,59.44,16867.96,16772.15,16820.05,16915.86,16724.24,16963.77,16676.34,13.5,-1.42,14.92,35.93,10.39,22.3,17.68,5515.423785714287,796.66,-66.45000000000073,42.09,14.91,16819.44,16882.52,29.360000000000582,-162.2599999999984,-3.9799999999995634,-67.06000000000131,-10.560000000000002,29.439999999999998,25.54,14.92,PositionState,upper,16886.5,16918.0,0.0,31.5,85.5,0.0,42.08620689655172,0
8820,8952,1673193600000.0,16990.0,17010.0,16915.0,16930.0,5444.783,92291098.4485,2023-01-08 16:00:00,0.0001,-0.000416,68901.855,49.93,16949.68,16919.44,16934.56,16964.8,16904.31,16979.93,16889.19,7.62,7.25,0.37,34.64,12.99,31.4,29.5,1431.9442142857151,353.51,4.56000000000131,19.25,-0.94,16935.94,16946.14,34.79999999999927,-25.68999999999869,16.139999999999418,5.93999999999869,-20.07,19.93,21.65,0.3700000000000001,PositionState,upper,16930.0,16922.5,0.0,-7.5,0.0,-7.5,-3.75,0
8828,8960,1673222400000.0,17119.5,17189.5,17094.0,17175.5,8949.443,153354396.732,2023-01-09 00:00:00,0.0001,-0.0005,65432.638,80.6,17041.92,16910.63,16976.27,17107.56,16844.98,17173.21,16779.34,35.5,14.25,21.24,50.9,4.07,46.1,36.63,3523.209571428572,608.93,-199.22999999999956,159.99,16.15,16984.94,17105.46,-67.93999999999869,-330.52000000000044,-70.04000000000087,-190.5600000000013,10.599999999999994,50.599999999999994,46.83,21.25,PositionState,upper,17175.5,17211.0,0.0,35.5,167.5,-12.0,53.333333333333336,0
8868,9000,1673366400000.0,17308.5,17326.0,17265.0,17289.5,3504.722,60620517.6015,2023-01-10 16:00:00,-0.00017739,-0.00096,68207.041,59.61,17275.65,17197.94,17236.8,17314.51,17159.09,17353.36,17120.23,25.4,21.23,4.16,29.16,14.44,27.66,35.83,3158.0239285714297,85.49,-52.70000000000073,27.71,0.19,17255.83,17284.97,25.0099999999984,-130.40999999999985,-4.529999999998836,-33.669999999998254,-10.39,29.61,14.72,4.169999999999998,PositionState,upper,17289.5,17328.5,0.0,39.0,174.0,0.0,118.875,0
8895,9027,1673463600000.0,17478.0,17540.0,17459.5,17536.0,4434.115,77646837.3295,2023-01-11 19:00:00,1.701e-05,-0.000683,69893.774,68.38,17452.03,17363.15,17407.59,17496.47,17318.71,17540.91,17274.26,27.94,26.6,1.33,31.14,15.18,24.83,29.5,3680.4332857142867,211.39,-128.40999999999985,52.11,13.37,17411.38,17478.29,-39.529999999998836,-217.29000000000087,-57.70999999999913,-124.61999999999898,-1.6200000000000045,38.379999999999995,15.96,1.3399999999999999,PositionState,upper,17536.0,17987.0,0.0,451.0,740.0,0.0,497.625,0
8918,9050,1673546400000.0,18833.5,18985.0,18602.5,18784.5,24627.683,462728675.3445,2023-01-12 18:00:00,-1.809e-05,-0.000524,60313.188,75.77,18386.85,17957.21,18172.03,18601.68,17742.39,18816.5,17527.57,220.13,184.05,36.07,40.85,9.36,44.77,46.47,13352.474642857143,1633.9,-612.4700000000012,89.66,21.06,18302.27,18628.72,-182.8199999999997,-1042.1100000000006,-155.77999999999884,-482.22999999999956,5.769999999999996,45.769999999999996,31.490000000000002,36.079999999999984,PositionState,upper,18784.5,20679.5,0.0,1895.0,2224.0,-31.5,1108.8157894736842,0
8998,9130,1673834400000.0,21192.5,21450.0,21132.5,21212.5,13731.297,292520586.954,2023-01-16 02:00:00,0.0001,0.000293,49446.191,70.6,21050.19,20758.85,20904.52,21195.86,20613.17,21341.54,20467.5,110.72,85.63,25.09,27.3,17.21,14.59,16.43,7517.89092857143,832.32,-307.97999999999956,180.21,13.05,20963.22,21137.69,-16.639999999999418,-599.3300000000017,-74.81000000000131,-249.27999999999884,0.5999999999999943,40.599999999999994,10.09,25.090000000000003,PositionState,upper,21212.5,20750.0,0.0,-462.5,0.0,-462.5,-116.21428571428571,0
9039,9171,1673982000000.0,21351.5,21369.0,21268.5,21319.0,4719.815,100633855.204,2023-01-17 19:00:00,0.0001,-0.000731,52855.427,60.02,21270.44,21111.72,21191.08,21349.8,21032.36,21429.16,20953.0,60.18,52.95,7.22,28.72,9.28,23.98,18.23,8112.72992857143,225.94,-127.91999999999825,73.53,3.39,21241.16,21296.75,30.799999999999272,-286.6399999999994,-22.25,-77.84000000000015,-9.979999999999997,30.020000000000003,19.439999999999998,7.229999999999997,PositionState,upper,21319.0,21209.0,0.0,-110.0,58.0,-110.0,-17.75,0
9058,9190,1674050400000.0,21398.5,21673.0,21305.0,21418.0,26685.668,572790366.394,2023-01-18 14:00:00,0.0001,-0.000146,53781.48,62.07,21335.78,21187.95,21261.86,21409.69,21114.03,21483.61,21040.12,36.4,27.5,8.9,29.97,12.28,23.64,25.35,6567.078285714287,1525.34,-156.13999999999942,52.78,12.65,21269.27,21364.59,-8.31000000000131,-303.97000000000116,-53.409999999999854,-148.72999999999956,-7.93,32.07,17.689999999999998,8.899999999999999,PositionState,upper,21418.0,21025.0,0.0,-393.0,0.0,-393.0,-196.5,0
9088,9220,1674158400000.0,21075.0,21173.5,21017.5,21077.0,9465.487,199745881.5895,2023-01-19 20:00:00,-1.471e-05,-0.001164,56275.691,63.88,20983.9,20779.99,20881.94,21085.85,20678.04,21187.8,20576.09,10.17,-38.39,48.57,21.99,14.49,22.03,24.66,6169.602357142859,556.15,-195.0600000000013,124.01,5.57,20881.44,21031.84,8.849999999998545,-398.9599999999991,-45.159999999999854,-195.5600000000013,-6.119999999999997,33.88,7.499999999999998,48.56,PositionState,upper,21077.0,20967.0,0.0,-110.0,32.0,-165.0,-42.3,0
9107,9239,1674226800000.0,21144.0,21242.0,21083.0,21126.0,9784.565,207016918.955,2023-01-20 15:00:00,-1.235e-05,-0.000811,58528.699,61.17,21076.83,20934.51,21005.67,21147.99,20863.35,21219.15,20792.19,39.6,26.61,12.98,24.28,12.21,15.88,16.67,4691.8816428571445,430.68,-120.33000000000175,38.91,3.12,21014.72,21106.28,21.9900000000016,-262.65000000000146,-19.720000000001164,-111.27999999999884,-8.829999999999998,31.17,12.07,12.990000000000002,PositionState,upper,21126.0,22739.0,0.0,1613.0,2152.5,0.0,1445.6875,0
9182,9314,1674496800000.0,23067.5,23187.0,22852.5,22930.0,13847.308,319386193.488,2023-01-23 18:00:00,0.0001,-5.5e-05,45916.587,54.6,22940.42,22718.47,22829.44,23051.39,22607.5,23162.36,22496.52,42.66,19.88,22.77,22.8,11.19,19.0,20.71,8752.071357142859,873.3,-100.56000000000131,61.59,5.84,22877.94,22943.96,121.38999999999942,-322.5,13.959999999999127,-52.06000000000131,-15.399999999999999,24.6,11.610000000000001,22.779999999999998,PositionState,upper,22930.0,22792.0,0.0,-138.0,0.0,-138.0,-69.0,0
9233,9365,1674680400000.0,22938.0,23763.5,22838.5,23618.0,36651.922,853039072.0464998,2023-01-25 21:00:00,0.0001,0.001087,48734.599,76.11,23016.17,22552.3,22784.24,23248.1,22320.37,23480.03,22088.44,59.57,-30.75,90.32,42.95,15.24,29.73,29.04,8727.157714285715,2434.15,-833.7599999999984,597.43,32.57,22763.88,23219.57,-369.90000000000146,-1297.630000000001,-398.4300000000003,-854.119999999999,6.109999999999999,46.11,27.71,90.32,PositionState,upper,23618.0,22967.5,0.0,-650.5,0.0,-677.5,-461.27272727272725,0
9309,9441,1674954000000.0,23108.0,23514.0,23108.0,23237.0,17373.74,405465999.672,2023-01-29 01:00:00,0.0001,0.000254,46177.701,66.14,23100.19,22973.89,23037.04,23163.34,22910.75,23226.48,22847.6,18.48,-1.83,20.32,39.32,11.09,14.97,16.59,3159.9352857142867,1149.27,-199.95999999999913,112.81,27.08,23039.16,23146.46,-73.65999999999985,-326.25,-90.54000000000087,-197.84000000000015,-3.8599999999999994,36.14,28.23,20.310000000000002,PositionState,upper,23237.0,23555.0,0.0,318.0,658.5,-93.5,284.5625,0
9400,9532,1675281600000.0,23381.0,23658.0,23315.0,23568.5,24208.637,568796580.984,2023-02-01 20:00:00,0.0001,-0.000131,46091.365,73.59,23263.13,22988.01,23125.57,23400.69,22850.45,23538.25,22712.89,57.17,13.05,44.11,29.88,11.09,18.27,17.04,8917.203000000001,1558.11,-442.9300000000003,305.64,13.66,23137.22,23390.19,-167.8100000000013,-718.0499999999993,-178.3100000000013,-431.27999999999884,3.5900000000000034,43.59,18.79,44.120000000000005,PositionState,upper,23568.5,23612.0,0.0,43.5,627.0,0.0,237.5,0
9423,9555,1675364400000.0,24064.5,24077.0,23728.5,23810.5,11594.627,276601110.532,2023-02-02 19:00:00,0.0001,0.000355,47555.586,54.06,23881.78,23648.99,23765.39,23998.17,23532.6,24114.57,23416.21,117.32,133.39,-16.07,20.02,18.8,23.92,30.34,7009.58942857143,589.08,-45.11000000000058,36.65,-0.47,23826.5,23881.6,187.66999999999825,-277.90000000000146,71.09999999999854,16.0,-15.939999999999998,24.060000000000002,1.2199999999999989,-16.069999999999993,PositionState,upper,23810.5,23447.0,0.0,-363.5,78.5,-363.5,-95.0,0
9466,9598,1675519200000.0,23503.0,23507.0,23390.0,23460.0,3870.413,90730318.219,2023-02-04 14:00:00,0.0001,-9.5e-05,46897.336,53.45,23456.3,23354.26,23405.28,23507.32,23303.24,23558.34,23252.22,-16.22,-37.27,21.05,21.95,19.96,31.6,32.27,2174.1864285714296,142.13,-54.720000000001164,20.21,7.06,23380.88,23452.1,47.31999999999971,-156.7599999999984,-7.900000000001455,-79.11999999999898,-16.549999999999997,23.450000000000003,1.9899999999999984,21.050000000000004,PositionState,upper,23460.0,23409.5,0.0,-50.5,0.0,-50.5,-29.5,0
9542,9674,1675792800000.0,23284.0,23348.0,22760.0,22926.0,26493.599,609260588.2505,2023-02-07 18:00:00,0.0001,-0.000155,47209.906,48.29,23073.01,22863.73,22968.37,23177.65,22759.09,23282.28,22654.45,24.77,9.63,15.13,24.79,15.92,16.55,20.22,6055.038214285715,1760.88,42.36999999999898,106.86,3.16,23001.16,23022.72,251.65000000000146,-166.90999999999985,96.72000000000116,75.15999999999985,-21.71,18.29,8.87,15.139999999999999,PositionState,upper,22926.0,23157.5,0.0,231.5,395.5,0.0,277.11764705882354,0
9642,9774,1676152800000.0,21814.0,21870.0,21765.8,21813.5,3360.187,73313607.2571,2023-02-11 22:00:00,0.0001,-0.00043,49574.214,58.69,21761.39,21667.0,21714.19,21808.59,21619.8,21855.78,21572.6,-8.06,-30.12,22.05,24.48,17.52,29.71,37.76,2258.034642857144,113.56,-99.31000000000131,56.29,10.36,21715.3,21775.38,-4.9099999999998545,-193.70000000000073,-38.11999999999898,-98.20000000000073,-11.310000000000002,28.689999999999998,6.960000000000001,22.060000000000002,PositionState,upper,21813.5,21725.2,0.0,-88.29999999999927,177.90000000000146,-88.29999999999927,40.512500000000124,0
