,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
3204,3336,1652976000000.0,30378.0,30432.5,30075.0,30135.0,7908.704,239226447.377,2022-05-19 16:00:00,-9.779e-05,-0.000598,28886.115,63.44,29903.96,29059.91,29481.93,30325.98,28637.89,30748.0,28215.86,130.35,-28.06,158.42,30.77,11.34,27.07,30.26,6644.883928571428,5.69,-653.0699999999997,522.17,7.81,29546.38,30070.48,190.97999999999956,-1497.1100000000006,-64.52000000000044,-588.619999999999,-6.560000000000002,33.44,19.43,158.41,PositionState,upper,30135.0,30003.5,0.0,-131.5,342.0,-171.5,63.7,0
3223,3355,1653044400000.0,30415.0,30524.5,30225.5,30401.5,5729.893,174139047.0035,2022-05-20 11:00:00,0.0001,-0.000466,29199.136,59.5,30261.67,30010.24,30135.96,30387.39,29884.53,30513.1,29758.82,172.79,181.66,-8.86,24.58,13.24,29.62,29.49,4019.6404285714284,161.1,-265.5400000000009,0.43,1.49,30218.27,30362.47,-14.110000000000582,-516.9700000000012,-39.029999999998836,-183.22999999999956,-10.5,29.5,11.339999999999998,-8.870000000000005,PositionState,upper,30401.5,29487.5,0.0,-914.0,0.0,-914.0,-277.625,0
3270,3402,1653213600000.0,30125.5,30314.0,30090.5,30177.0,7641.277,230700407.14,2022-05-22 10:00:00,-1.093e-05,-0.000186,26841.33,75.49,29767.85,29309.39,29538.62,29997.08,29080.16,30226.31,28850.93,105.98,22.81,83.16,42.19,12.13,16.89,15.81,2829.0623571428573,407.54,-638.380000000001,502.79,18.56,29555.11,29985.26,-179.91999999999825,-1096.8400000000001,-191.7400000000016,-621.8899999999994,5.489999999999995,45.489999999999995,30.059999999999995,83.17,PositionState,upper,30177.0,30245.5,0.0,68.5,300.0,-344.0,2.5161290322580645,0
3335,3467,1653447600000.0,30099.0,30213.0,30053.5,30175.5,4209.601,126820966.4555,2022-05-25 03:00:00,9.211e-05,-0.000624,28196.504,69.21,29886.79,29279.06,29582.92,30190.65,28975.2,30494.51,28671.34,114.08,2.58,111.5,30.81,13.89,26.64,33.95,6309.740428571429,-378.87,-592.5800000000017,380.88,7.52,29692.44,30031.77,15.150000000001455,-1200.2999999999993,-143.72999999999956,-483.0600000000013,-0.7900000000000063,39.209999999999994,16.919999999999998,111.5,PositionState,upper,30175.5,29403.5,0.0,-772.0,0.0,-772.0,-357.6666666666667,0
3439,3571,1653822000000.0,29131.0,29229.0,29084.0,29201.5,4650.689,135681252.5805,2022-05-29 11:00:00,6.084e-05,-0.00026,29695.458,62.68,29077.14,28929.81,29003.47,29150.81,28856.14,29224.47,28782.47,50.38,32.77,17.61,30.2,11.86,22.16,19.02,2080.4333571428574,269.33,-198.02999999999884,105.09,4.08,29035.22,29134.46,-50.68999999999869,-345.3600000000006,-67.04000000000087,-166.27999999999884,-7.32,32.68,18.34,17.61,PositionState,upper,29201.5,29119.5,0.0,-82.0,161.5,-82.0,39.333333333333336,0
3454,3586,1653876000000.0,29753.5,30291.0,29740.0,30193.0,14588.772,438816912.9645,2022-05-30 02:00:00,0.0001,-0.0007,31073.439,77.94,29612.78,29079.52,29346.15,29879.4,28812.89,30146.03,28546.26,181.19,106.42,74.77,50.11,10.48,34.92,31.0,3793.675785714285,287.53,-846.8499999999985,497.58,19.6,29421.33,29870.11,-313.59999999999854,-1380.1100000000006,-322.8899999999994,-771.6699999999983,7.939999999999998,47.94,39.629999999999995,74.77,PositionState,upper,30193.0,31387.5,0.0,1194.5,1603.5,0.0,889.5416666666666,0
3492,3624,1654012800000.0,32032.5,32450.0,31819.0,32138.5,15839.227,508880952.045,2022-05-31 16:00:00,0.0001,-0.000735,29168.723,70.29,31711.77,31377.92,31544.84,31878.7,31210.99,32045.62,31044.06,303.74,319.99,-16.25,32.66,12.01,56.14,63.28,5586.748571428571,983.98,-593.6599999999999,-90.38,9.65,31709.27,31976.76,-259.7999999999993,-927.5099999999984,-161.7400000000016,-429.22999999999956,0.29000000000000625,40.290000000000006,20.65,-16.25,PositionState,upper,32138.5,31624.0,0.0,-514.5,0.0,-520.5,-311.875,0
3612,3744,1654444800000.0,29951.5,30196.5,29750.0,29856.0,11279.752,338023448.6655,2022-06-05 16:00:00,0.0001,-0.000184,30051.335,55.87,29826.35,29658.37,29742.36,29910.34,29574.39,29994.33,29490.4,16.29,-5.29,21.59,30.28,13.86,12.65,12.74,2810.6460714285713,720.42,-113.63999999999942,69.31,12.76,29729.72,29844.93,54.340000000000146,-281.6100000000006,-11.069999999999709,-126.27999999999884,-14.130000000000003,25.869999999999997,16.42,21.58,PositionState,upper,29856.0,30200.0,0.0,344.0,1680.0,0.0,1074.3181818181818,0
3664,3796,1654632000000.0,31049.5,31598.0,31045.0,31345.0,18358.295,575602870.118,2022-06-07 20:00:00,9.565e-05,-0.000332,29667.387,73.97,30698.66,29685.18,30191.92,31205.4,29178.44,31712.14,28671.69,33.32,-178.01,211.33,41.91,15.15,36.78,42.48,8012.414714285714,1153.93,-1153.0800000000017,506.18,18.61,30133.16,30942.17,-139.59999999999854,-2166.5600000000013,-402.83000000000175,-1211.8400000000001,3.969999999999999,43.97,26.759999999999998,211.32999999999998,PositionState,upper,31345.0,30014.5,0.0,-1330.5,55.0,-1330.5,-310.9375,0
3943,4075,1655636400000.0,19884.0,20000.0,19556.5,19682.0,13965.07,275735688.589,2022-06-19 11:00:00,0.0001,-0.000322,34278.546,59.65,19416.13,18382.66,18899.39,19932.86,17865.92,20449.6,17349.19,-64.65,-273.83,209.17,30.02,17.28,26.05,31.06,16890.513714285717,-1594.06,-782.6100000000006,497.56,5.71,18736.83,19492.84,250.86000000000058,-1816.0800000000017,-189.15999999999985,-945.1699999999983,-10.350000000000001,29.65,12.739999999999998,209.17999999999998,PositionState,upper,19682.0,20278.0,0.0,596.0,1186.5,-503.5,478.3333333333333,0
3987,4119,1655794800000.0,21188.5,21336.0,20946.0,21110.5,10900.993,230303518.601,2022-06-21 07:00:00,4.988e-05,-0.000538,36054.846,63.5,20913.96,20286.23,20600.1,21227.82,19972.37,21541.68,19658.51,219.02,173.74,45.28,27.74,11.56,25.57,25.3,9737.998785714286,-552.99,-510.40000000000146,208.58,2.78,20750.61,21037.86,117.31999999999971,-1138.130000000001,-72.63999999999942,-359.8899999999994,-6.5,33.5,16.18,45.28,PositionState,upper,21110.5,20885.0,0.0,-225.5,495.0,-225.5,129.80769230769232,0
4048,4180,1656014400000.0,20898.0,21130.0,20741.0,20801.5,14590.244,305146233.4835,2022-06-23 20:00:00,-5.576e-05,-0.000685,34209.619,58.52,20683.03,20314.69,20498.86,20867.2,20130.52,21051.37,19946.35,61.32,28.34,32.98,29.0,14.75,14.46,16.18,9610.193,340.46,-302.6399999999994,94.81,13.36,20514.44,20718.89,65.70000000000073,-670.9799999999996,-82.61000000000058,-287.0600000000013,-11.479999999999997,28.520000000000003,14.25,32.980000000000004,PositionState,upper,20801.5,20820.5,0.0,19.0,366.5,-122.0,153.17857142857142,0
4084,4216,1656144000000.0,21494.5,21540.5,21360.0,21389.5,6510.692,139598890.0475,2022-06-25 08:00:00,5.37e-05,-0.000271,37510.92899999,58.49,21349.75,21077.31,21213.53,21485.97,20941.09,21622.19,20804.87,115.03,110.64,4.38,27.16,10.93,28.24,26.21,6743.224071428572,3.07,-175.97000000000116,96.22,7.05,21286.33,21382.84,96.47000000000116,-448.40999999999985,-6.6599999999998545,-103.16999999999825,-11.509999999999998,28.490000000000002,16.23,4.390000000000001,PositionState,upper,21389.5,21144.0,0.0,-245.5,36.5,-245.5,-46.8,0
4098,4230,1656194400000.0,21515.5,21520.5,21383.0,21416.5,4218.82,90480280.761,2022-06-25 22:00:00,8.783e-05,-0.000549,36423.41199999,57.95,21385.93,21086.89,21236.41,21535.45,20937.37,21684.97,20787.85,48.28,35.49,12.79,25.98,14.34,20.21,24.7,5744.413785714285,-163.7,-180.09000000000015,70.56,7.17,21196.77,21385.22,118.95000000000073,-479.130000000001,-31.279999999998836,-219.72999999999956,-12.049999999999997,27.950000000000003,11.64,12.79,PositionState,upper,21416.5,21397.5,0.0,-19.0,279.5,-73.5,21.625,0
4157,4289,1656406800000.0,21105.0,21197.5,21032.5,21055.5,10202.656,215557627.9265,2022-06-28 09:00:00,-7.658e-05,-0.000504,39592.35899999,56.42,21005.02,20770.72,20887.87,21122.16,20653.58,21239.31,20536.43,-40.54,-94.13,53.58,23.24,19.32,28.76,27.64,6261.395785714286,298.57,-167.63000000000102,41.29,8.6,20814.94,21011.02,66.65999999999985,-401.91999999999825,-44.47999999999956,-240.5600000000013,-13.579999999999998,26.42,3.919999999999998,53.589999999999996,PositionState,upper,21055.5,20845.5,0.0,-210.0,0.0,-210.0,-73.16666666666667,0
4221,4353,1656637200000.0,20280.5,20481.5,20245.0,20400.0,11484.869,233762694.0265,2022-07-01 01:00:00,-0.00021249,-0.000538,33933.803,69.65,19911.05,19021.26,19466.16,20355.95,18576.36,20800.85,18131.46,-5.67,-191.23,185.55,39.67,16.22,46.61,44.97,17025.228142857144,114.81,-933.8400000000001,341.63,10.21,19336.38,20118.36,-44.04999999999927,-1823.6399999999994,-281.6399999999994,-1063.619999999999,-0.3499999999999943,39.650000000000006,23.450000000000003,185.56,PositionState,upper,20400.0,19398.5,0.0,-1001.5,0.0,-1001.5,-448.5,0
4288,4420,1656878400000.0,19480.0,19638.5,19400.5,19433.5,10880.487,212255026.4365,2022-07-03 20:00:00,6.808e-05,-0.000635,34168.218,63.04,19329.97,19064.67,19197.32,19462.62,18932.02,19595.27,18799.37,23.22,-24.22,47.45,27.37,14.81,20.77,17.78,5919.792214285714,332.91,-236.1800000000003,140.71,9.69,19181.61,19384.16,29.11999999999898,-501.47999999999956,-49.340000000000146,-251.88999999999942,-6.960000000000001,33.04,12.56,47.44,PositionState,upper,19433.5,19217.5,0.0,-216.0,0.0,-216.0,-133.5,0
4304,4436,1656936000000.0,19791.5,19886.0,19627.0,19701.0,16023.638,316303360.304,2022-07-04 12:00:00,0.0001,-0.000333,39330.94,68.73,19502.43,19112.64,19307.53,19697.32,18917.75,19892.21,18722.86,88.65,26.36,62.29,37.26,10.54,20.7,19.6,7086.565642857143,825.34,-393.47000000000116,232.44,6.03,19321.5,19634.6,-3.680000000000291,-783.25,-66.40000000000146,-379.5,-1.269999999999996,38.730000000000004,26.72,62.290000000000006,PositionState,upper,19701.0,19890.5,0.0,189.5,680.0,-181.5,309.4047619047619,0
4363,4495,1657148400000.0,20503.5,20666.0,20478.5,20556.5,7960.005,163885768.534,2022-07-06 23:00:00,0.0001,-0.00039,38322.928,65.69,20403.3,20125.37,20264.34,20542.26,19986.41,20681.23,19847.45,119.82,93.95,25.86,25.89,11.2,23.91,22.32,8445.5985,141.68,-292.15999999999985,52.66,4.9,20352.5,20491.17,-14.2400000000016,-570.0900000000001,-65.33000000000175,-204.0,-4.310000000000002,35.69,14.690000000000001,25.86999999999999,PositionState,upper,20556.5,20298.0,0.0,-258.5,0.0,-258.5,-104.07142857142857,0
4379,4511,1657206000000.0,20902.0,21039.5,20820.0,20875.0,15810.49,330399228.0305,2022-07-07 15:00:00,0.0001,-0.000346,44044.368,68.52,20648.82,20351.51,20500.17,20797.48,20202.85,20946.14,20054.19,127.65,97.61,30.03,33.25,10.55,26.58,26.13,8067.665999999999,810.47,-374.83000000000175,231.38,13.05,20579.05,20786.68,-77.52000000000044,-672.1500000000015,-88.31999999999971,-295.9500000000007,-1.480000000000004,38.519999999999996,22.7,30.040000000000006,PositionState,upper,20875.0,21429.5,0.0,554.5,1263.0,0.0,749.8888888888889,0
4430,4562,1657389600000.0,21869.5,21927.0,21725.0,21745.0,5877.416,128204657.1005,2022-07-09 18:00:00,0.0001,-0.000304,41011.75499999,54.82,21736.23,21534.81,21635.52,21836.95,21434.09,21937.66,21333.38,36.16,23.0,13.16,26.17,13.43,22.6,26.35,5529.2786428571435,209.84,-109.47999999999956,53.93,5.52,21626.38,21744.0,91.95000000000073,-310.90999999999985,-1.0,-118.61999999999898,-15.18,24.82,12.740000000000002,13.159999999999997,PositionState,upper,21745.0,21616.5,0.0,-128.5,0.0,-128.5,-64.25,0
4532,4664,1657756800000.0,20215.5,20398.0,20152.5,20294.0,12218.069,247715775.0535,2022-07-14 00:00:00,3.004e-05,-0.000631,40181.489,64.15,20044.45,19514.97,19779.71,20309.19,19250.23,20573.93,18985.49,98.9,16.24,82.65,29.52,16.63,21.42,25.69,17764.172714285716,477.1,-514.2900000000009,237.67,5.08,19875.88,20154.16,15.18999999999869,-1043.7700000000004,-139.84000000000015,-418.119999999999,-5.849999999999994,34.150000000000006,12.89,82.66000000000001,PositionState,upper,20294.0,19763.5,0.0,-530.5,0.0,-530.5,-187.16666666666666,0
4548,4680,1657814400000.0,20378.0,20472.5,20141.0,20217.5,16573.803,336351943.971,2022-07-14 16:00:00,0.0001,7e-06,42809.408,59.13,20155.17,19732.41,19943.79,20366.55,19521.03,20577.93,19309.65,64.54,46.71,17.83,28.42,15.67,17.46,20.07,11586.822071428573,848.94,-273.7099999999991,35.47,9.9,19898.27,20159.03,149.04999999999927,-696.4700000000012,-58.470000000001164,-319.22999999999956,-10.869999999999997,29.130000000000003,12.750000000000002,17.830000000000005,PositionState,upper,20217.5,20680.5,0.0,463.0,940.5,0.0,509.0151515151515,0
4597,4729,1657990800000.0,21447.5,21576.0,21220.0,21241.0,15495.801,331986080.9635,2022-07-16 17:00:00,9.035e-05,-0.000526,42878.05799999,65.06,21060.41,20614.76,20837.59,21283.23,20391.94,21506.05,20169.12,105.17,39.6,65.56,37.75,8.77,25.43,26.62,7471.119285714284,938.91,-403.40999999999985,301.77,14.88,20863.83,21194.9,42.22999999999956,-849.0600000000013,-46.099999999998545,-377.16999999999825,-4.939999999999998,35.06,28.98,65.57,PositionState,upper,21241.0,21114.0,0.0,-127.0,320.5,-127.0,55.45238095238095,0
4634,4766,1658124000000.0,21849.0,22373.0,21763.5,22186.5,25275.562,558103214.5795,2022-07-18 06:00:00,0.0001,-0.000524,42959.822,74.89,21612.42,20949.51,21280.96,21943.87,20618.06,22275.33,20286.6,132.2,23.38,108.82,43.03,12.19,25.61,25.23,8596.74142857143,1290.64,-905.5400000000009,518.72,22.89,21278.16,21866.07,-242.63000000000102,-1568.4399999999987,-320.4300000000003,-908.3400000000001,4.890000000000001,44.89,30.840000000000003,108.82,PositionState,upper,22186.5,21869.5,0.0,-317.0,489.0,-317.0,33.666666666666664,0
4667,4799,1658242800000.0,22620.0,23200.0,22431.0,23113.5,53289.976,1217403088.839,2022-07-19 15:00:00,0.0001,-0.000542,42593.07699999,72.63,22503.31,21784.37,22143.84,22862.78,21424.89,23222.26,21065.42,194.5,103.67,90.82,35.78,10.49,27.72,27.83,12942.933357142858,2999.96,-969.6599999999999,465.06,8.99,22197.22,22759.4,-250.72000000000116,-1688.6100000000006,-354.09999999999854,-916.2799999999988,2.6299999999999955,42.629999999999995,25.29,90.83,PositionState,upper,23113.5,23510.0,0.0,396.5,1061.5,-77.5,400.24074074074076,0
4736,4868,1658491200000.0,23600.0,23680.5,23556.5,23575.5,6619.709,156372007.909,2022-07-22 12:00:00,9.924e-05,-0.000442,43430.75099999,62.39,23424.22,23008.61,23216.42,23632.03,22800.81,23839.84,22593.0,119.09,54.68,64.4,25.89,12.45,18.22,18.17,6298.545357142858,18.27,-359.08000000000175,128.92,1.01,23298.77,23531.22,56.529999999998836,-774.6899999999987,-44.279999999998836,-276.72999999999956,-7.609999999999999,32.39,13.440000000000001,64.41,PositionState,upper,23575.5,23101.5,0.0,-474.0,71.0,-474.0,-163.8,0
4863,4995,1658948400000.0,22547.0,23105.0,22547.0,22762.5,29611.552,675569574.9245,2022-07-27 19:00:00,-1.336e-05,-0.000431,42087.441,86.12,21999.05,21139.29,21569.17,22428.92,20709.42,22858.8,20279.54,254.1,102.94,151.16,48.91,7.49,27.36,28.17,12407.07107142857,1804.82,-1193.3300000000017,926.13,26.08,21709.72,22405.88,-333.58000000000175,-2053.0800000000017,-356.619999999999,-1052.7799999999988,16.120000000000005,56.120000000000005,41.419999999999995,151.16,PositionState,upper,22762.5,23719.5,0.0,957.0,1297.5,-94.0,676.2926829268292,0
4929,5061,1659186000000.0,24363.0,24695.0,24310.0,24477.0,21799.035,534037981.779,2022-07-30 13:00:00,0.0001,-0.000625,43246.633,70.22,24129.35,23767.26,23948.31,24310.4,23586.22,24491.45,23405.17,113.07,63.83,49.24,35.22,11.04,26.82,29.74,5524.544071428571,1001.63,-528.6899999999987,388.01,14.78,23979.77,24302.22,-166.59999999999854,-890.7799999999988,-174.77999999999884,-497.22999999999956,0.21999999999999886,40.22,24.18,49.239999999999995,PositionState,upper,24477.0,23914.0,0.0,-563.0,100.0,-563.0,-75.64285714285714,0
5005,5137,1659459600000.0,23360.5,23425.5,23136.0,23181.0,9209.021,214365082.759,2022-08-02 17:00:00,4.102e-05,-0.000333,41682.375,55.02,23174.12,22819.61,22996.86,23351.37,22642.35,23528.62,22465.1,-28.06,-91.45,63.39,24.11,17.12,31.25,33.02,8229.628214285714,247.73,-184.13999999999942,116.13,7.91,22937.5,23162.98,170.36999999999898,-538.6500000000015,-18.020000000000437,-243.5,-14.979999999999997,25.020000000000003,6.989999999999998,63.39,PositionState,upper,23181.0,22967.5,0.0,-213.5,0.0,-213.5,-106.75,0
5022,5154,1659520800000.0,23365.5,23419.5,23318.0,23389.5,5990.299,140078539.186,2022-08-03 10:00:00,-3.168e-05,-0.000374,41800.735,63.83,23236.56,22848.51,23042.53,23430.59,22654.48,23624.61,22460.45,56.56,-5.51,62.07,29.3,15.83,19.04,21.62,4414.512000000001,88.5,-346.97000000000116,143.69,3.12,23038.66,23315.57,41.090000000000146,-735.0200000000004,-73.93000000000029,-350.84000000000015,-6.170000000000002,33.83,13.47,62.07,PositionState,upper,23389.5,22928.5,0.0,-461.0,81.0,-461.0,-60.5,0
5139,5271,1659942000000.0,23709.0,23850.0,23663.0,23792.0,8410.504,199923780.9515,2022-08-08 07:00:00,6.174e-05,-0.000743,43877.684,77.25,23495.5,23121.1,23308.3,23682.7,22933.9,23869.9,22746.7,130.29,73.58,56.7,42.81,12.11,24.52,23.16,4532.816928571429,133.39,-483.7000000000007,279.13,12.18,23382.11,23661.66,-109.29999999999927,-858.0999999999985,-130.34000000000015,-409.8899999999994,7.25,47.25,30.700000000000003,56.709999999999994,PositionState,upper,23792.0,23805.5,0.0,13.5,362.0,0.0,206.40625,0
5193,5325,1660136400000.0,23969.0,24170.0,23844.0,24000.0,22346.067,536905392.851,2022-08-10 13:00:00,0.0001,-0.0001,44126.254,75.49,23554.36,22925.72,23240.04,23868.68,22611.41,24183.0,22297.09,54.29,-79.01,133.3,41.0,16.14,39.92,39.3,9357.518928571428,1436.6,-759.9599999999991,639.01,22.75,23228.11,23761.4,-131.3199999999997,-1388.5900000000001,-238.59999999999854,-771.8899999999994,5.489999999999995,45.489999999999995,24.86,133.3,PositionState,upper,24000.0,24146.5,0.0,146.5,846.0,-402.5,229.51666666666668,0
5283,5415,1660460400000.0,24650.5,25031.0,24650.0,24859.5,21444.608,533157167.6745,2022-08-14 07:00:00,0.0001,0.000161,44556.928,69.99,24643.62,24430.95,24537.28,24749.95,24324.61,24856.29,24218.28,79.13,57.43,21.69,31.78,11.09,17.89,20.92,4170.398928571429,1368.21,-322.22000000000116,174.45,17.75,24581.22,24731.92,-109.54999999999927,-534.8899999999994,-127.58000000000175,-278.27999999999884,-0.010000000000005116,39.989999999999995,20.69,21.699999999999996,PositionState,upper,24859.5,24548.0,0.0,-311.5,0.0,-311.5,-182.1,0
5303,5435,1660532400000.0,24900.5,25199.0,24771.0,24853.0,23676.735,591632813.394,2022-08-15 03:00:00,0.0001,5e-05,43481.653,65.5,24701.39,24303.31,24502.35,24900.43,24104.28,25099.47,23905.24,42.74,-11.93,54.68,38.75,13.98,21.4,20.26,6898.143071428572,1246.09,-350.65000000000146,83.61,16.15,24467.44,24772.32,47.43000000000029,-748.7200000000012,-80.68000000000029,-385.5600000000013,-4.5,35.5,24.77,54.67,PositionState,upper,24853.0,24121.0,0.0,-732.0,0.0,-732.0,-199.125,0
5355,5487,1660719600000.0,24388.0,24405.0,23650.0,23778.5,26953.881,646730799.927,2022-08-17 07:00:00,0.0001,4.5e-05,46571.923,43.23,24130.25,23842.03,23986.14,24274.35,23697.92,24418.46,23553.81,9.7,-16.05,25.76,21.38,27.0,19.93,25.31,6432.274071428571,1631.86,207.63999999999942,139.18,-11.18,24009.33,24006.05,495.84999999999854,-80.58000000000175,227.54999999999927,230.83000000000175,-26.770000000000003,13.229999999999997,-5.620000000000001,25.75,PositionState,upper,23778.5,23792.0,0.0,13.5,13.5,0.0,6.75,0
5533,5665,1661360400000.0,21705.0,21765.5,21600.0,21620.0,6968.117,150954210.251,2022-08-24 17:00:00,-8.491e-05,-0.000769,51296.564,60.28,21579.03,21316.39,21447.71,21710.34,21185.08,21841.66,21053.76,60.01,26.98,33.02,29.11,11.06,20.28,19.06,6683.2512857142865,241.75,-172.29000000000087,102.85,6.62,21476.55,21616.51,90.34000000000015,-434.91999999999825,-3.4900000000016007,-143.45000000000073,-9.719999999999999,30.28,18.049999999999997,33.03,PositionState,upper,21620.0,21477.5,0.0,-142.5,69.0,-142.5,-1.9166666666666667,0
5747,5879,1662130800000.0,20348.0,20382.0,20272.0,20346.5,4895.305,99475004.443,2022-09-02 15:00:00,0.0001,-0.000657,54844.375,66.03,20232.71,20045.38,20139.04,20326.37,19951.71,20420.03,19858.05,73.88,45.09,28.78,25.55,13.31,15.59,14.66,7870.845285714285,137.29,-207.45999999999913,-2.97,-1.86,20186.16,20313.67,-20.13000000000102,-394.7900000000009,-32.830000000001746,-160.34000000000015,-3.969999999999999,36.03,12.24,28.789999999999992,PositionState,upper,20346.5,20120.0,0.0,-226.5,0.0,-226.5,-113.25,0
5829,5961,1662426000000.0,20087.5,20164.5,19760.0,19764.5,18838.192,376229822.794,2022-09-06 01:00:00,0.0001,-1.7e-05,55708.02,48.17,19885.51,19718.29,19801.9,19969.13,19634.67,20052.74,19551.06,9.76,-3.75,13.52,26.39,10.96,15.96,15.55,7083.746071428572,900.37,37.400000000001455,90.5,7.96,19796.38,19847.68,204.63000000000102,-129.83000000000175,83.18000000000029,31.88000000000102,-21.83,18.17,15.43,13.51,PositionState,upper,19764.5,19776.5,0.0,12.0,41.5,0.0,17.833333333333332,0
5873,6005,1662584400000.0,19369.5,19447.5,19261.0,19352.5,9200.83,178108308.0385,2022-09-07 21:00:00,-3.055e-05,-0.0005,56617.947,64.73,19203.43,18816.12,19009.78,19397.09,18622.46,19590.75,18428.81,0.51,-93.75,94.27,26.51,15.62,37.39,44.23,7886.120928571429,303.4,-342.72000000000116,288.51,5.56,19025.11,19265.94,44.590000000000146,-730.0400000000009,-86.56000000000131,-327.3899999999994,-5.269999999999996,34.730000000000004,10.890000000000002,94.26,PositionState,upper,19352.5,19135.5,0.0,-217.0,0.0,-217.0,-100.0625,0
5896,6028,1662667200000.0,19339.0,19440.0,19320.0,19364.5,10224.733,198109212.7015,2022-09-08 20:00:00,7.268e-05,-0.000538,56505.974,58.84,19292.16,19162.43,19227.3,19357.02,19097.57,19421.89,19032.71,40.21,35.85,4.35,21.31,20.28,18.57,22.13,9219.336857142856,438.68,-137.20000000000073,40.18,8.7,19240.38,19316.18,-7.479999999999563,-266.9300000000003,-48.31999999999971,-124.11999999999898,-11.159999999999997,28.840000000000003,1.0299999999999976,4.359999999999999,PositionState,upper,19364.5,21165.5,0.0,1801.0,2164.5,-74.0,1445.9642857142858,0
5944,6076,1662840000000.0,21566.5,21583.5,21332.0,21414.0,6980.476,149769812.711,2022-09-10 20:00:00,0.0001,-0.00064,52814.238,58.21,21404.48,21189.57,21297.02,21511.94,21082.11,21619.4,20974.65,133.63,157.53,-23.9,27.67,13.94,45.83,56.07,5278.992071428571,221.87,-116.97999999999956,56.02,-1.55,21333.16,21439.61,97.93999999999869,-331.8899999999994,25.610000000000582,-80.84000000000015,-11.79,28.21,13.730000000000002,-23.900000000000006,PositionState,upper,21414.0,21436.5,0.0,22.5,332.0,0.0,141.45454545454547,0
5972,6104,1662940800000.0,21810.0,21844.0,21627.0,21627.0,6949.012,151072044.0025,2022-09-12 00:00:00,-0.00012697,-0.000823,53128.006,53.08,21664.19,21515.73,21589.96,21738.42,21441.5,21812.65,21367.27,58.18,61.92,-3.73,23.24,12.89,21.16,24.44,5626.576214285714,291.21,-37.04000000000087,58.7,3.81,21622.77,21662.96,111.41999999999825,-185.5,35.95999999999913,-4.229999999999563,-16.92,23.08,10.349999999999998,-3.740000000000002,PositionState,upper,21627.0,22229.0,0.0,602.0,782.0,0.0,542.3181818181819,0
6007,6139,1663066800000.0,22520.5,22711.0,22468.5,22522.5,14681.034,331652517.805,2022-09-13 11:00:00,4.252e-05,-0.000267,51704.358,63.9,22393.38,22208.05,22300.72,22486.05,22115.39,22578.71,22022.72,100.69,99.76,0.92,31.77,12.03,28.98,33.57,6886.979571428572,704.82,-221.77999999999884,51.83,6.13,22343.27,22470.83,-36.45000000000073,-407.1100000000006,-51.669999999998254,-179.22999999999956,-6.100000000000001,33.9,19.740000000000002,0.9299999999999926,PositionState,upper,22522.5,21391.5,0.0,-1131.0,0.0,-1131.0,-565.5,0
6109,6241,1663434000000.0,20116.5,20166.0,20032.5,20069.0,4113.116,82640880.5775,2022-09-17 17:00:00,1.48e-05,-0.000563,49852.521,63.34,19979.57,19799.69,19889.63,20069.5,19709.75,20159.44,19619.81,59.95,35.63,24.31,28.97,16.25,16.78,22.42,3850.058785714286,191.01,-179.36999999999898,68.43,3.74,19923.27,20043.17,0.5,-359.25,-25.830000000001746,-145.72999999999956,-6.659999999999997,33.34,12.719999999999999,24.32,PositionState,upper,20069.0,19826.0,0.0,-243.0,45.5,-243.0,-44.1764705882353,0
6206,6338,1663783200000.0,19902.0,20045.0,18474.0,19630.5,150351.074,2886422215.465,2022-09-21 18:00:00,1.516e-05,-0.00048,49982.866,63.55,19474.77,18954.65,19214.71,19734.82,18694.6,19994.88,18434.54,118.6,35.76,82.83,24.98,24.31,20.44,19.53,21207.608357142857,10587.23,-415.7900000000009,374.27,-13.69,19323.94,19594.44,104.31999999999971,-935.9000000000015,-36.06000000000131,-306.5600000000013,-6.450000000000003,33.55,0.6700000000000017,82.84,PositionState,upper,19630.5,18993.0,0.0,-637.5,0.0,-637.5,-318.75,0
6317,6449,1664182800000.0,19263.5,19318.5,19056.0,19077.0,18806.627,360770014.6345,2022-09-26 09:00:00,9.879e-05,-0.000369,51696.734,56.39,19046.35,18791.35,18918.85,19173.85,18663.85,19301.35,18536.35,0.55,-36.23,36.79,27.45,15.87,20.33,16.18,8242.22492857143,1048.85,-158.15000000000146,117.82,13.54,18897.83,19059.83,96.84999999999854,-413.15000000000146,-17.169999999998254,-179.16999999999825,-13.61,26.39,11.58,36.779999999999994,PositionState,upper,19077.0,18866.0,0.0,-211.0,7.5,-211.0,-67.83333333333333,0
