start_at,open,high,low,close,volume,turnover,date,wclprice,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,ema_sma,sma_ema,ema_sma_500,sma_ema_500,rsi_buy,dmi_diff,macd_diff,bol_diff,aroon,adline,mfi,roc,atr,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason,entry_volume
2020-04-24 00:00:00,7483.5,7608.5,7465.0,7497.0,4813.171,36084342.987,2020-04-24 00:00:00,7516.87,67.84,7275.75,6865.54,7070.65,7480.86,6660.43,7685.97,6455.32,11.6,103.14,60.61,42.52,33.15,13.19,16.59,15.23,7465.508428571428,-12.62,-446.22000000000025,215.72,11.21,7071.24,7326.55,-36.01000000000022,-856.4399999999996,-190.3199999999997,-445.6300000000001,-2.1599999999999966,255.3100000000004,-255.3100000000004,0.0,0.0,37.84,19.96,42.53,820.4299999999994,42.85,9292.07,64.27,6.26,240.79,0.0,EntryPreparationState,upper,7497.0,8732.5,0.0,491.0977591036414,1,0.0,None,1022.1101640656259,-42.11552621048422,None,0
2020-06-02 00:00:00,10203.5,10226.0,10050.0,10117.0,3588.027,36300069.159,2020-06-02 00:00:00,10127.5,71.12,9859.98,9101.69,9480.84,10239.12,8722.55,10618.27,8343.4,15.99,175.13,85.25,89.88,34.11,12.45,21.72,20.31,5796.680857142857,-133.61,-646.6599999999999,375.31,11.31,9640.67,9891.48,111.6200000000008,-1404.9500000000007,-236.02000000000044,-486.8299999999999,1.1200000000000045,250.8099999999995,-250.8099999999995,0.0,0.0,41.120000000000005,21.66,89.88,1516.5700000000015,85.71,100978.81,70.67,13.89,305.76,0.0,EntryPreparationState,upper,10117.0,9574.0,0.0,-164.31611149550264,1,0.0,None,17.901937333201385,-249.12386082830864,None,0
2020-06-23 00:00:00,9683.5,9718.0,9582.0,9632.5,2687.622,25888518.915,2020-06-23 00:00:00,9641.25,59.57,9566.31,9336.3,9451.31,9681.31,9221.3,9796.31,9106.3,4.86,-3.77,-36.57,32.79,20.09,20.75,28.99,26.0,3077.0428571421426,21.86,-189.9400000000005,111.92,9.16,9411.27,9544.24,40.05999999999949,-419.9500000000007,-97.01000000000022,-229.97999999999956,-10.43,132.96999999999935,-132.96999999999935,0.0,0.0,29.57,-0.6600000000000001,32.8,460.0100000000002,35.71,114398.77,48.56,1.56,208.14,0.0,EntryPreparationState,upper,9632.5,9330.0,0.0,-97.51230210225803,1,0.0,None,14.14095509992212,-102.96260057098361,None,0
2020-07-07 00:00:00,9339.0,9370.0,9221.0,9265.5,2559.46699996,23714741.48812938,2020-07-07 00:00:00,9280.5,55.55,9255.11,9096.34,9175.73,9334.5,9016.96,9413.88,8937.58,3.46,-24.51,-54.62,30.1,21.94,22.51,27.64,31.28,3201.431142827143,32.14,-104.77000000000044,72.98,4.31,9135.4,9227.82,54.0,-263.5400000000009,-52.68000000000029,-145.10000000000036,-14.450000000000003,92.42000000000007,-92.42000000000007,0.0,0.0,25.549999999999997,-0.5700000000000003,30.109999999999996,317.5400000000009,21.42,120722.99,37.81,1.35,159.27,0.0,EntryPreparationState,upper,9265.5,9161.5,0.0,-36.97330419297377,1,0.0,None,61.78013598834396,-48.79133883762306,None,0
2020-07-21 12:00:00,9335.5,9437.0,9318.0,9380.0,5379.722,50461792.36,2020-07-21 12:00:00,9378.75,64.34,9279.5,9142.36,9210.93,9348.07,9073.79,9416.64,9005.22,2.97,8.01,-10.7,18.72,28.21,16.63,17.63,16.14,2978.8993571428573,194.86,-167.8199999999997,70.0,13.08,9201.29,9281.36,-30.68000000000029,-304.9599999999991,-97.38999999999942,-177.45999999999913,-5.659999999999997,80.06999999999971,-80.06999999999971,0.0,0.0,34.34,11.580000000000002,18.71,274.27999999999884,78.57,128583.39,64.19,1.51,107.56,0.0,EntryPreparationState,upper,9380.0,11394.0,0.0,640.8364605543713,1,0.0,None,870.9537313432836,-36.402345415778015,None,0
2020-08-15 12:00:00,11857.5,11981.5,11700.0,11864.0,7925.279,94025510.056,2020-08-15 12:00:00,11852.37,63.43,11742.54,11479.21,11610.88,11874.2,11347.55,12005.86,11215.89,4.53,185.12,211.18,-26.05,21.13,18.96,19.28,27.98,7503.7017857142855,224.61,-241.4900000000016,27.91,-0.12,11646.99,11801.87,21.829999999999927,-504.8200000000015,-50.5,-205.38000000000102,-6.57,154.88000000000102,-154.88000000000102,0.0,0.0,33.43,2.169999999999998,-26.060000000000002,526.6500000000015,-21.42,204812.6,48.44,0.98,306.54,0.0,EntryPreparationState,upper,11864.0,11759.0,0.0,-29.850910316925184,1,0.0,None,157.39622387053276,-78.65401213755904,None,0
2020-10-09 00:00:00,10906.0,11092.0,10826.0,11043.0,3690.952,40759182.936,2020-10-09 00:00:00,11001.0,64.33,10819.4,10572.77,10696.08,10942.72,10449.45,11066.03,10326.14,4.61,30.05,-0.24,30.29,29.89,16.33,11.72,12.27,2105.5292142857143,11.82,-304.9200000000001,125.46,14.19,10712.7,10825.58,-58.280000000000655,-551.5499999999993,-175.42000000000007,-288.2999999999993,-5.670000000000002,112.8799999999992,-112.8799999999992,0.0,0.0,34.33,13.560000000000002,30.29,493.2699999999986,100.0,227873.82,66.05,4.9,179.57,0.0,EntryPreparationState,upper,11043.0,17121.0,0.0,1647.88174409128,1,0.0,None,2302.5951371909805,-12.400787829393995,None,0
2020-12-01 00:00:00,19712.0,19948.0,18914.5,19447.0,17557.027,341431504.069,2020-12-01 00:00:00,19439.12,68.19,18924.57,17293.52,18109.04,19740.09,16477.99,20555.62,15662.46,18.01,421.25,341.74,79.5,29.5,14.08,31.22,39.48,14210.104785714286,-433.32,-1330.079999999998,432.84,7.18,18015.84,18967.7,300.97000000000116,-2961.1299999999974,-471.41999999999825,-1423.2799999999988,-1.8100000000000023,951.8600000000006,-951.8600000000006,951.8600000000006,0.0,38.19,15.42,79.50999999999999,3262.0999999999985,64.28,435196.21,51.59,3.35,814.01,0.0,EntryPreparationState,upper,19447.0,18774.0,0.0,-107.1206407157918,1,0.0,None,23.38792101609506,-212.5610685452769,None,0
2020-12-17 00:00:00,21364.0,23893.0,21256.0,22781.0,29395.357,669655627.817,2020-12-17 00:00:00,22677.75,83.5,20550.15,18362.57,19456.36,21643.95,17268.78,22737.74,16174.99,22.48,614.42,275.58,338.83,50.14,8.92,23.11,20.88,10691.452071428572,1653.69,-3221.3899999999994,2075.13,28.11,19866.73,21105.84,-1033.7999999999993,-5408.970000000001,-1571.9099999999999,-2811.0200000000004,13.5,1239.1100000000006,-1239.1100000000006,1239.1100000000006,0.0,53.5,41.22,338.84,4375.170000000002,85.71,492919.96,81.95,24.21,786.83,0.0,EntryPreparationState,upper,22781.0,34228.0,0.0,1504.1404108687063,1,0.0,None,2540.7937623458142,-111.54810148808183,None,0
2021-01-29 12:00:00,37067.5,38632.0,33547.0,34222.0,32913.268,1126357857.496,2021-01-29 12:00:00,35155.75,56.39,34783.03,31786.56,33284.8,36281.27,30288.33,37779.51,28790.09,18.0,-271.44,-669.93,398.49,24.76,15.04,23.12,24.41,18083.659285714286,1538.4,-1870.949999999997,-409.71,9.13,32639.94,34209.63,1125.5199999999968,-4867.419999999998,-946.1200000000026,-2515.8100000000013,-13.61,1569.6899999999987,-1569.6899999999987,1569.6899999999987,0.0,26.39,9.720000000000002,398.48999999999995,5992.939999999995,28.57,758380.9,47.38,7.3,2739.5,0.0,EntryPreparationState,upper,34222.0,33128.0,0.0,-99.20322015078027,1,0.0,None,57.143574308923874,-177.7053532815151,None,0
2021-02-09 00:00:00,46400.0,48223.0,45678.0,46434.5,22661.869,1052292556.0805,2021-02-09 00:00:00,46692.5,80.27,41946.96,35022.67,38484.81,45409.1,31560.53,48871.24,28098.39,35.98,2379.05,1514.01,865.04,42.99,10.19,32.4,26.02,15676.609,860.51,-8207.690000000002,4552.19,17.7,40347.19,43430.3,-1283.4000000000015,-15131.970000000001,-3262.199999999997,-6345.309999999998,10.269999999999996,3083.1100000000006,-3083.1100000000006,3083.1100000000006,0.0,50.269999999999996,32.800000000000004,865.0400000000002,13848.57,100.0,835207.49,80.92,34.65,2372.88,0.0,EntryPreparationState,upper,46434.5,46413.5,0.0,-4.656749830406444,1,0.0,None,769.6920640902774,-173.50749658120577,None,0
2021-03-09 12:00:00,54280.0,54933.0,53664.0,54924.5,10126.921,556216072.4645,2021-03-09 12:00:00,54611.5,67.44,52686.05,47957.24,50321.64,55050.46,45592.83,57414.87,43228.42,18.79,1036.17,424.88,611.29,25.02,18.15,16.06,21.89,12198.989571428572,-222.96,-4289.860000000001,1829.43,5.5,50813.02,53028.89,438.9599999999991,-9018.669999999998,-1582.6100000000006,-3798.480000000003,-2.5600000000000023,2215.8700000000026,-2215.8700000000026,2215.8700000000026,0.0,37.44,6.870000000000001,611.2900000000001,9457.629999999997,64.28,960883.34,63.55,12.78,2493.26,0.0,EntryPreparationState,upper,54924.5,55482.0,0.0,27.150891678577135,1,0.0,None,379.8623410317802,-99.67775491811453,None,0
2021-04-10 12:00:00,60664.0,60867.0,58452.0,59790.0,7166.563,428488801.77,2021-04-10 12:00:00,59724.75,59.4,59142.87,57018.0,58080.43,60205.3,55955.57,61267.73,54893.14,7.31,511.85,392.09,119.75,25.96,15.01,11.63,11.21,6544.668857142858,-169.59,-1644.3199999999997,645.94,7.53,57983.07,59184.58,480.5500000000029,-3769.1800000000003,-540.1699999999983,-1741.6800000000003,-10.600000000000001,1201.510000000002,-1201.510000000002,1201.510000000002,0.0,29.4,10.950000000000001,119.76000000000005,4249.730000000003,35.71,974368.29,47.49,3.53,1861.84,0.0,EntryPreparationState,upper,59790.0,60065.5,0.0,10.523381836427415,1,0.0,None,255.28003010536867,-26.23025589563513,None,0
2021-07-26 12:00:00,38490.5,40555.0,36748.0,37235.0,78227.114,2912786589.79,2021-07-26 12:00:00,37943.25,78.29,35925.14,31504.37,33714.76,38135.53,29293.98,40345.92,27083.59,26.22,1028.86,274.36,754.5,42.96,8.51,29.37,26.66,42424.39378571428,3037.34,-4228.489999999998,2874.8,12.34,34558.77,36644.57,192.27999999999884,-8649.27,-1298.6800000000003,-3384.480000000003,8.290000000000006,2085.800000000003,-2085.800000000003,2085.800000000003,0.0,48.290000000000006,34.45,754.4999999999999,8841.55,92.85,1307813.12,84.49,22.98,1492.22,0.0,EntryPreparationState,upper,37235.0,38494.0,0.0,98.13682019605194,1,0.0,None,428.9545991674501,-70.85740566671147,None,0
2021-08-07 00:00:00,42799.5,43986.5,42554.0,43811.5,32804.097,1437196695.7155,2021-08-07 00:00:00,43540.87,70.82,41074.64,38204.53,39639.58,42509.7,36769.47,43944.76,35334.41,14.48,1357.63,1257.1,100.52,30.85,11.38,35.47,40.87,36412.70592857143,396.06,-3901.290000000001,1439.76,6.36,39910.23,41892.27,-1031.1700000000055,-6771.4000000000015,-1648.6000000000058,-3630.6399999999994,0.8199999999999932,1982.0399999999936,-1982.0399999999936,1982.0399999999936,0.0,40.81999999999999,19.47,100.5300000000002,5740.229999999996,21.42,1512807.36,51.01,4.43,1845.51,0.0,EntryPreparationState,upper,43811.5,44726.0,0.0,59.32054483411885,1,0.0,None,306.8582917727078,-102.69171222167715,None,0
2021-08-21 00:00:00,49298.5,49407.0,48250.0,48510.5,25066.461,1215986556.3405,2021-08-21 00:00:00,48669.5,66.3,47251.0,44805.7,46028.35,48473.65,43583.05,49696.3,42360.41,10.62,1157.8,1149.71,8.08,28.82,11.98,31.56,36.1,27409.934071428575,-274.37,-2641.1500000000015,1162.77,4.76,46291.69,47750.97,-195.84999999999854,-5086.449999999997,-918.5299999999988,-2377.8099999999977,-3.700000000000003,1459.2799999999988,-1459.2799999999988,1459.2799999999988,0.0,36.3,16.84,8.089999999999918,4890.5999999999985,21.42,1539405.37,59.69,3.82,1772.76,0.0,EntryPreparationState,upper,48510.5,47605.5,0.0,-59.26726481895666,1,0.0,None,119.11679636367371,-84.34430999474334,None,0
2021-09-02 12:00:00,50070.0,50400.0,49251.0,49322.0,25336.561,1249649861.642,2021-09-02 12:00:00,49573.75,60.8,49027.17,47418.59,48222.88,49831.47,46614.29,50635.76,45810.0,6.67,477.28,460.14,17.13,22.87,14.3,18.35,22.18,27028.741785714286,-499.95,-1350.8700000000026,92.1,4.04,48284.2,49030.5,257.72000000000116,-2959.459999999999,-543.25,-1289.550000000003,-9.200000000000003,746.3000000000029,-746.3000000000029,746.3000000000029,0.0,30.799999999999997,8.57,17.139999999999986,3217.1800000000003,100.0,1552215.33,59.92,5.75,1499.0,0.0,EntryPreparationState,upper,49322.0,46839.5,0.0,-154.29752645878108,1,0.0,None,211.7764364786505,-428.5868902315395,None,0
2021-10-01 12:00:00,47486.5,48440.0,46788.0,48092.5,31282.228,1504440550.09,2021-10-01 12:00:00,47853.25,66.27,45452.24,42319.72,43885.98,47018.5,40753.46,48584.76,39187.2,14.27,-29.39,-699.17,669.77,23.92,17.82,38.44,37.42,30306.207,-642.7,-3967.269999999997,2514.7,12.94,43396.47,45722.91,-834.75,-7099.790000000001,-2130.3399999999965,-4456.779999999999,-3.730000000000004,2326.4400000000023,-2326.4400000000023,2326.4400000000023,0.0,36.269999999999996,6.100000000000001,669.78,6265.040000000001,35.71,1703346.12,72.85,12.81,2018.1,0.0,EntryPreparationState,upper,48092.5,60760.0,0.0,786.8959765036132,1,0.0,None,1189.245615220669,-77.53194884857275,None,0
