start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason,entry_volume
2021-03-21 20:00:00,1796.55,1810.25,1778.75,1784.8,7226.25,12897411.0,2021-03-21 20:00:00,42.91,1829.12,1777.11,1803.11,1855.12,1751.1,1881.13,1725.1,5.76,-3.18,2.13,-5.32,15.34,23.23,27.25,32.87,9079.711428571429,-581.45,18.309999999999945,0.36,2.31,1802.81,1789.42,70.31999999999994,-33.700000000000045,4.620000000000118,18.00999999999999,-27.090000000000003,12.909999999999997,-7.890000000000001,-5.3100000000000005,104.01999999999998,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 00:00:00,1784.8,1787.0,1755.3,1784.9,11310.04,20187290.396,2021-03-22 00:00:00,42.94,1826.46,1776.29,1801.38,1851.55,1751.21,1876.63,1726.12,5.57,-4.2,0.86,-5.07,14.36,26.47,27.42,32.11,9250.869999999999,171.15,16.480000000000018,-5.07,-2.9,1794.94,1787.61,66.64999999999986,-33.690000000000055,2.709999999999809,10.039999999999964,-27.060000000000002,12.939999999999998,-12.11,-5.0600000000000005,100.33999999999992,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 04:00:00,1784.9,1797.0,1780.85,1790.05,6837.22,12238965.661,2021-03-22 04:00:00,44.36,1824.81,1775.79,1800.3,1849.32,1751.28,1873.83,1726.77,5.44,-4.54,-0.21,-4.32,15.97,25.58,27.12,31.22,9074.335000000001,-176.53,10.25,-5.86,1.52,1788.46,1788.58,59.26999999999998,-38.76999999999998,-1.4700000000000273,-1.5899999999999181,-25.64,14.36,-9.609999999999998,-4.33,98.03999999999996,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 08:00:00,1790.05,1808.2,1776.0,1797.35,5774.18,10378222.423,2021-03-22 08:00:00,46.38,1823.88,1776.16,1800.02,1847.73,1752.3,1871.59,1728.45,5.3,-4.17,-1.0,-3.16,17.24,23.84,26.33,29.98,8769.675,-304.66,2.6700000000000728,-4.83,4.61,1787.41,1792.09,50.38000000000011,-45.049999999999955,-5.259999999999991,-9.939999999999827,-23.619999999999997,16.380000000000003,-6.600000000000001,-3.17,95.43000000000006,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 12:00:00,1797.35,1797.9,1768.4,1779.15,7352.04,13080381.966,2021-03-22 12:00:00,42.25,1822.56,1773.5,1798.03,1847.08,1748.98,1871.61,1724.45,5.45,-5.29,-1.86,-3.42,16.16,23.96,25.83,28.85,8878.309285714286,108.63,18.87999999999988,1.07,0.06,1786.46,1786.91,67.92999999999984,-30.170000000000073,7.759999999999991,7.309999999999945,-27.75,12.25,-7.800000000000001,-3.4299999999999997,98.09999999999991,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 16:00:00,1779.15,1784.3,1738.65,1740.2,10209.29,17766206.458,2021-03-22 16:00:00,35.04,1820.97,1764.07,1792.52,1849.43,1735.62,1877.88,1707.17,6.34,-9.21,-3.33,-5.87,14.63,27.86,26.21,28.07,9288.712142857143,410.4,52.319999999999936,15.06,-6.5,1781.86,1768.22,109.23000000000002,-4.580000000000155,28.019999999999982,41.659999999999854,-34.96,5.039999999999999,-13.229999999999999,-5.880000000000001,113.81000000000017,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-22 20:00:00,1740.2,1746.15,1654.45,1682.1,30883.86,51949740.906,2021-03-22 20:00:00,27.51,1820.55,1743.46,1782.0,1859.1,1704.91,1897.65,1666.36,8.65,-16.81,-6.02,-10.78,12.15,38.72,28.07,28.1,10164.905,876.19,99.90000000000009,42.72,-14.87,1771.71,1733.77,177.0,22.810000000000173,51.67000000000007,89.61000000000013,-42.489999999999995,-2.4899999999999984,-26.57,-10.79,154.18999999999983,0.0,IdleState,lower,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-03-23 00:00:00,1682.1,1713.95,1668.65,1701.55,9847.92,16756728.276,2021-03-23 00:00:00,32.72,1817.35,1731.33,1774.34,1860.36,1688.33,1903.37,1645.32,9.69,-21.02,-9.02,-11.99,11.14,35.51,29.8,28.48,10493.067857142856,328.16,72.78999999999996,27.5,-0.28,1761.84,1720.88,158.80999999999995,-13.220000000000027,19.330000000000155,60.289999999999964,-37.28,2.719999999999999,-24.369999999999997,-12.0,172.02999999999997,0.0,EntryPreparationState,lower,1701.55,1664.45,0.0,-68.71094884076255,1,0.0,None,67.13577914254638,-279.8419764332519,None,0
2021-04-06 08:00:00,2100.35,2132.15,2087.9,2115.75,17277.43,36554722.5225,2021-04-06 08:00:00,62.04,2103.06,2033.42,2068.24,2137.88,1998.59,2172.7,1963.77,6.73,37.19,39.69,-2.49,25.22,13.71,34.91,40.28,16545.292857142857,-553.18,-47.51000000000022,3.13,-3.16,2086.88,2107.83,22.13000000000011,-117.16000000000008,-7.920000000000073,-28.86999999999989,-7.960000000000001,32.04,11.509999999999998,-2.5,139.2900000000002,0.0,PositionState,upper,2107.3,2077.4,8.729611351017592,0.0,0,0.0,None,32.07702273050809,-30.918279314763186,None,0
2021-04-06 12:00:00,2115.75,2130.45,2045.35,2084.95,27702.23,57757764.4385,2021-04-06 12:00:00,55.93,2103.66,2035.99,2069.83,2137.5,2002.16,2171.33,1968.33,6.53,34.19,38.59,-4.39,22.25,17.99,33.17,38.72,17665.98357142857,1120.69,-15.11999999999989,2.94,-8.98,2092.79,2098.68,52.55000000000018,-82.78999999999974,13.730000000000018,7.8400000000001455,-14.07,25.93,4.260000000000002,-4.400000000000006,135.33999999999992,0.0,PositionState,upper,2107.3,2077.4,-35.11796611778145,0.0,0,0.0,None,29.65686423385314,-91.49342286337996,None,0
2021-04-06 16:00:00,2084.95,2129.45,2077.05,2115.5,16187.02,34243640.81,2021-04-06 16:00:00,60.12,2108.75,2039.61,2074.18,2143.32,2005.04,2177.88,1970.47,6.66,33.89,37.65,-3.76,20.63,16.69,31.56,37.52,17848.000714285714,182.01,-41.320000000000164,2.56,-3.29,2102.52,2105.4,27.820000000000164,-110.46000000000004,-10.099999999999909,-12.980000000000018,-9.880000000000003,30.119999999999997,3.9399999999999977,-3.759999999999998,138.2800000000002,0.0,PositionState,upper,2107.3,2077.4,8.37370568974502,0.0,0,0.0,None,28.233241588762393,-46.36458501399902,None,0
2021-04-06 20:00:00,2115.5,2124.8,2086.5,2112.85,16548.41,34964308.0685,2021-04-06 20:00:00,59.59,2113.43,2042.29,2077.86,2149.01,2006.71,2184.58,1971.14,6.84,33.05,36.73,-3.67,19.52,15.78,30.06,36.4,17619.774999999998,-228.22,-34.98999999999978,9.84,-1.81,2108.62,2108.38,36.16000000000031,-106.13999999999987,-4.4699999999998,-4.230000000000018,-10.409999999999997,29.590000000000003,3.74,-3.6799999999999997,142.30000000000018,0.0,PositionState,upper,2107.3,2077.4,4.601105680253749,0.0,0,0.0,None,21.613396289090087,-32.91135101789068,None,0
2021-04-07 00:00:00,2112.85,2130.95,2083.1,2107.45,17035.61,35901696.2945,2021-04-07 00:00:00,58.46,2116.68,2044.67,2080.68,2152.69,2008.67,2188.69,1972.66,6.92,31.59,35.7,-4.11,19.07,14.72,28.83,35.35,18071.683571428573,451.9,-26.769999999999982,7.4,-0.5,2107.49,2108.01,45.24000000000024,-98.77999999999975,0.5600000000004002,0.03999999999996362,-11.54,28.46,4.35,-4.110000000000003,144.01999999999998,0.0,PositionState,upper,2107.3,2077.4,-3.0864566032367295,0.0,0,0.0,None,30.36867555639874,-37.75166801119967,None,0
2021-04-07 04:00:00,2107.45,2111.3,2070.0,2077.4,16556.36,34394182.264,2021-04-07 04:00:00,52.49,2113.3,2047.43,2080.37,2146.23,2014.5,2179.16,1981.57,6.33,27.69,34.1,-6.41,17.94,15.72,27.24,33.67,18407.205714285716,335.52,2.9699999999998,-8.61,-2.57,2104.17,2095.76,68.82999999999993,-62.90000000000009,18.360000000000127,26.769999999999982,-17.509999999999998,22.490000000000002,2.2200000000000006,-6.41,131.73000000000002,0.0,PositionState,upper,2107.3,2077.4,0.0,0.0,0,0.0,None,2.3944905803634353,-56.40112466189002,None,0
2021-04-07 08:00:00,2077.05,2077.05,1960.35,1980.85,40089.84,79411959.564,2021-04-07 08:00:00,38.79,2108.13,2033.65,2070.89,2145.37,1996.4,2182.61,1959.16,7.19,16.61,30.6,-13.99,15.19,27.66,27.37,32.56,20185.59142857143,1778.38,90.03999999999996,10.77,-15.82,2090.08,2049.8,164.51999999999998,15.550000000000182,68.95000000000027,109.23000000000002,-31.21,8.79,-12.47,-13.990000000000002,148.9699999999998,0.0,IdleState,lower,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None,0
2021-04-07 12:00:00,1980.85,2011.4,1932.0,1977.8,37063.77,73304724.306,2021-04-07 12:00:00,38.45,2104.33,2019.71,2062.02,2146.64,1977.4,2188.95,1935.1,8.2,7.5,25.98,-18.47,13.66,28.47,27.93,31.97,21571.535714285714,1385.94,84.22000000000003,19.4,-5.09,2074.76,2021.0,168.83999999999992,-0.3999999999998636,43.200000000000045,96.96000000000026,-31.549999999999997,8.450000000000003,-14.809999999999999,-18.48,169.23999999999978,0.0,EntryPreparationState,lower,1977.8,2061.15,0.0,123.1283547375876,1,0.0,None,123.88677318232403,-59.498806754980066,None,0
2021-04-17 00:00:00,2426.25,2494.45,2426.25,2486.7,14797.76,36797589.792,2021-04-17 00:00:00,64.16,2460.85,2344.73,2402.79,2518.91,2286.66,2576.97,2228.6,9.66,58.39,67.79,-9.4,21.88,18.62,28.02,32.03,19858.485000000004,-575.14,-83.90999999999985,-25.44,4.48,2453.92,2452.21,32.210000000000036,-200.03999999999996,-34.48999999999978,-32.779999999999745,-5.840000000000003,34.16,3.259999999999998,-9.400000000000006,232.25,0.0,PositionState,upper,2279.25,2345.7,269.7503455083908,0.0,0,0.0,None,279.9510694307334,190.1846989141165,None,0
2021-04-17 04:00:00,2486.7,2495.8,2454.45,2463.4,6542.77,16117459.618,2021-04-17 04:00:00,60.66,2459.98,2357.14,2408.56,2511.39,2305.72,2562.81,2254.31,8.53,56.32,65.5,-9.17,21.08,17.82,26.61,32.09,18547.76357142857,-1310.72,-54.840000000000146,-25.69,1.91,2451.61,2456.69,47.98999999999978,-157.6800000000003,-6.710000000000036,-11.789999999999964,-9.340000000000003,30.659999999999997,3.259999999999998,-9.18,205.67000000000007,0.0,PositionState,upper,2279.25,2345.7,239.0823626192825,0.0,0,0.0,None,281.7279697268838,227.30217176702826,None,0
