,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,bb_direction,state,entry_price,current_profit,exit_price,bb_profit,profit_max,profit_min,profit_mean,profit_ma
2682,1704009600.0,42566.0,42608.3,42407.3,42522.1,2128.716,90463143.4734,2023-12-31 08:00:00,0.00040148,0.00101855,56949.022,58.64,42430.21,42159.07,42294.64,42565.78,42023.5,42701.35,41887.93,51.18,22.19,28.98,27.56,17.21,13.73,16.99,2119.053142857144,-14.76,-227.45999999999913,-8.98,8.8,42317.82,42438.54,43.68000000000029,-498.59999999999854,-83.55999999999767,-204.27999999999884,-11.36,28.64,10.349999999999998,28.99,542.2799999999988,upper,PositionState,42522.1,,42300.7,-221.40000000000146,262.20000000000437,-221.40000000000146,65.70714285714452,43.729999999995925
2717,1704135600.0,43153.8,43604.0,43140.7,43570.1,6668.097,289415040.1985,2024-01-01 19:00:00,0.00037274,0.00125013,56631.985,75.23,43054.17,42505.38,42779.78,43328.57,42230.98,43602.96,41956.59,171.95,95.16,76.79,37.43,10.18,19.67,17.06,2508.177500000001,351.34,-790.3199999999997,396.82,17.67,42890.3,43190.98,-241.52999999999884,-1339.1199999999953,-379.11999999999534,-679.7999999999956,5.230000000000004,45.230000000000004,27.25,76.78999999999999,1097.5899999999965,upper,PositionState,43570.1,,44823.8,1253.7000000000044,2247.800000000003,9.5,1518.2800000000018,1840.2599999999948
2786,1704384000.0,44089.9,44175.5,43806.1,43941.8,9417.534,413865589.0349,2024-01-04 16:00:00,0.0001,0.00054334,60434.133,59.64,43757.63,43033.98,43395.81,44119.45,42672.16,44481.28,42310.34,30.31,-141.58,171.89,25.69,20.31,31.75,37.01,6305.7170000000015,355.11,-545.9900000000052,343.38,6.35,43415.31,43800.89,177.64999999999418,-1269.6399999999994,-140.9100000000035,-526.4900000000052,-10.36,29.64,5.380000000000003,171.89000000000001,1447.2899999999936,upper,PositionState,43941.8,,43389.5,-552.3000000000029,514.1999999999971,-552.3000000000029,140.94444444444284,85.5
2856,1704636000.0,44426.7,44509.6,44286.0,44418.9,4205.604,186709718.8261,2024-01-07 14:00:00,0.0001,0.00012315,58512.968,67.29,44207.99,43899.83,44053.91,44362.07,43745.76,44516.15,43591.68,108.44,69.55,38.88,26.01,12.87,11.3,11.31,2268.9442142857156,-18.0,-364.98999999999796,254.26,7.75,44122.16,44289.62,-56.830000000001746,-673.1399999999994,-129.27999999999884,-296.73999999999796,-2.7099999999999937,37.290000000000006,13.140000000000002,38.89,616.3099999999977,upper,PositionState,44418.9,,43922.8,-496.09999999999854,-357.90000000000146,-496.09999999999854,-427.0,-201.60000000000582
2878,1704715200.0,44653.9,45211.1,44296.1,45118.0,29919.653,1341776121.9539,2024-01-08 12:00:00,0.0001,0.0004772,59022.162,70.54,44451.45,43669.83,44060.64,44842.26,43279.02,45233.07,42888.21,122.37,-3.33,125.7,34.85,14.62,20.78,16.54,7749.9600714285725,1746.05,-1057.3600000000006,581.85,13.64,44070.96,44575.82,-275.73999999999796,-1838.9800000000032,-542.1800000000003,-1047.0400000000009,0.5400000000000063,40.540000000000006,20.230000000000004,125.7,1563.2400000000052,upper,PositionState,45118.0,,46186.3,1068.300000000003,1964.0,-319.3000000000029,1290.6666666666672,1860.0
2904,1704808800.0,46851.0,47017.9,46500.0,46577.7,10961.555,512266948.5714,2024-01-09 14:00:00,0.0001,0.00039364,58602.901,56.2,46620.61,46192.33,46406.47,46834.75,45978.19,47048.89,45764.04,347.8,467.04,-119.24,13.75,20.68,32.06,36.72,6516.073357142858,-88.6,-171.22999999999593,-176.66,-1.65,46609.21,46592.21,257.0500000000029,-599.5099999999948,14.510000000002037,31.510000000002037,-13.799999999999997,26.200000000000003,-6.93,-119.24000000000001,856.5599999999977,upper,PositionState,46577.7,,45455.6,-1122.0999999999985,326.3000000000029,-1122.0999999999985,13.757142857146391,-372.6800000000003
2951,1704978000.0,47459.2,47459.3,46741.7,47332.9,17046.147,803389522.1886,2024-01-11 13:00:00,0.0001,4.22e-06,56115.394,63.08,46951.69,46112.95,46532.32,47371.06,45693.58,47790.43,45274.21,272.01,161.38,110.63,24.36,19.1,21.28,28.69,6673.8837142857155,-1180.24,-800.5800000000017,245.53,-1.13,46593.83,47140.07,38.15999999999622,-1639.3199999999997,-192.83000000000175,-739.0699999999997,-6.920000000000002,33.08,5.259999999999998,110.63,1677.479999999996,upper,PositionState,47332.9,,46040.2,-1292.7000000000044,1245.2999999999956,-1292.7000000000044,-186.00000000000242,-309.1299999999974
3074,1705420800.0,43255.9,43456.2,43003.2,43252.0,11134.851,481192294.9143,2024-01-16 16:00:00,0.0001,7.711e-05,58727.382,59.61,43096.43,42680.37,42888.4,43304.46,42472.34,43512.49,42264.31,101.71,66.48,35.22,24.43,23.21,13.83,14.83,6707.353357142858,684.89,-363.59999999999854,172.59,6.89,42989.63,43100.28,52.45999999999913,-779.6600000000035,-151.72000000000116,-262.3700000000026,-10.39,29.61,1.2199999999999989,35.22999999999999,832.1200000000026,upper,PositionState,43252.0,,42964.7,-287.3000000000029,166.09999999999854,-287.3000000000029,-118.28888888889034,-25.909999999996217
3175,1705784400.0,41744.8,41874.9,41728.0,41731.1,1543.406,64536233.8812,2024-01-20 21:00:00,0.0001,-4.657e-05,57901.764,57.32,41663.34,41550.5,41606.92,41719.77,41494.08,41776.19,41437.65,32.69,18.38,14.3,21.01,14.97,11.47,14.08,1586.6690000000012,-40.25,-124.18000000000029,43.19,5.19,41621.32,41689.17,-11.330000000001746,-237.0199999999968,-41.93000000000029,-109.77999999999884,-12.68,27.32,6.040000000000001,14.309999999999999,225.68999999999505,upper,PositionState,41731.1,,41634.7,-96.40000000000146,46.400000000001455,-96.40000000000146,-45.79999999999927,-25.669999999998254
3192,1705845600.0,41846.6,41867.8,41745.8,41774.4,1484.448,62064276.4771,2024-01-21 14:00:00,0.0001,-0.00018406,58762.521,56.32,41762.0,41639.62,41700.81,41823.18,41578.43,41884.37,41517.25,42.89,33.16,9.72,19.54,12.75,10.54,10.18,1109.351000000001,45.09,-73.59000000000378,21.72,0.72,41722.4,41774.39,48.779999999998836,-195.97000000000116,-0.010000000002037268,-52.0,-13.68,26.32,6.789999999999999,9.730000000000004,244.75,upper,PositionState,41774.4,,41647.1,-127.30000000000291,-127.30000000000291,-127.30000000000291,-127.30000000000291,-50.919999999998254
3309,1706266800.0,40669.8,41348.3,40662.2,41263.3,19537.447,801643585.9457,2024-01-26 11:00:00,0.0001,-0.00045718,62741.782,76.59,40511.87,39840.87,40176.37,40847.37,39505.37,41182.87,39169.87,170.14,63.93,106.21,41.02,10.91,16.86,14.31,4942.625857142858,1175.8,-1086.9300000000003,772.08,15.36,40260.31,40686.63,-415.9300000000003,-1757.9300000000003,-576.6700000000055,-1002.9900000000052,6.590000000000003,46.59,30.110000000000003,106.20999999999998,1342.0,upper,PositionState,41263.3,,41448.8,185.5,821.6999999999971,-262.40000000000146,465.88095238094996,932.3600000000006
3342,1706385600.0,41883.5,42060.9,41883.5,42039.9,2632.801,110554007.0534,2024-01-27 20:00:00,0.0001,-0.00038472,60110.91,68.93,41836.72,41622.03,41729.37,41944.06,41514.69,42051.4,41407.35,155.62,175.29,-19.67,27.29,12.25,30.13,37.41,2143.947142857144,89.6,-310.52999999999884,112.91,8.04,41802.88,41904.0,-95.84000000000378,-525.2099999999991,-135.90000000000146,-237.02000000000407,-1.0699999999999932,38.93000000000001,15.04,-19.669999999999987,429.36999999999534,upper,PositionState,42039.9,,42242.1,202.1999999999971,671.4000000000015,-70.0,278.02105263157824,414.0899999999965
3386,1706544000.0,42637.6,43300.0,42501.5,43182.1,24675.665,1059995343.3493,2024-01-29 16:00:00,0.0001,-0.00029063,58692.994,71.79,42550.39,41975.85,42263.12,42837.67,41688.58,43124.94,41401.31,109.41,33.42,75.99,35.45,15.27,17.77,20.52,5452.492214285715,1586.98,-918.9799999999959,538.8,23.9,42304.28,42636.68,-344.4300000000003,-1493.5199999999968,-545.4199999999983,-877.8199999999997,1.7900000000000063,41.790000000000006,20.180000000000003,75.99,1149.0899999999965,upper,PositionState,43182.1,,43302.1,120.0,421.20000000000437,-208.6999999999971,150.3966666666677,780.3600000000006
3436,1706724000.0,43688.6,43721.4,43442.9,43493.4,4940.612,215247638.8072,2024-01-31 18:00:00,0.0001,-0.00039569,59912.277,60.18,43410.88,42778.38,43094.63,43727.13,42462.13,44043.38,42145.88,65.95,-33.14,99.1,24.75,14.03,25.56,27.39,6126.819071428572,251.41,-398.7700000000041,160.98,0.11,43020.81,43424.65,233.72999999999593,-1031.270000000004,-68.75,-472.5900000000038,-9.82,30.18,10.72,99.09,1265.0,upper,PositionState,43493.4,,42516.5,-976.9000000000015,-185.40000000000146,-976.9000000000015,-581.1500000000015,-391.26000000000204
3604,1707328800.0,43488.7,43664.6,43443.2,43642.2,4788.517,208619796.7495,2024-02-07 18:00:00,0.0001,-0.00017133,59531.09,68.32,43318.27,42925.58,43121.93,43514.62,42729.23,43710.97,42532.89,105.57,46.39,59.18,31.05,8.32,22.01,16.7,4182.998285714287,196.16,-520.2699999999968,315.63,8.9,43155.14,43414.24,-127.57999999999447,-912.9699999999939,-227.95999999999913,-487.0599999999977,-1.6800000000000068,38.31999999999999,22.73,59.17999999999999,785.3899999999994,upper,PositionState,43642.2,,47085.1,3442.9000000000015,3990.2000000000044,-47.0,2255.438709677421,3777.5800000000017
3678,1707595200.0,47519.9,48197.9,47440.4,47865.8,9457.51,452853696.1842,2024-02-10 20:00:00,0.0001,-0.00023079,58447.053,69.82,47469.1,47088.97,47279.03,47659.17,46898.9,47849.23,46708.84,177.43,166.86,10.57,34.56,12.02,27.19,36.03,3232.1346428571437,606.6,-586.7700000000041,255.79,18.49,47361.62,47567.2,-206.63000000000466,-966.9000000000015,-298.6000000000058,-504.1800000000003,-0.18000000000000682,39.81999999999999,22.540000000000003,10.569999999999993,760.2699999999968,upper,PositionState,47865.8,,48035.6,169.79999999999563,659.2999999999956,-254.60000000000582,247.05833333333035,605.1700000000055
3706,1707696000.0,48328.5,48893.7,48250.0,48635.0,11418.156,555229338.3531,2024-02-12 00:00:00,0.0001,0.00056031,59689.399,65.79,48305.02,48041.2,48173.11,48436.93,47909.29,48568.85,47777.38,163.87,173.19,-9.31,31.76,16.76,19.62,26.15,4048.2636428571445,532.38,-461.8899999999994,128.18,13.53,48253.81,48389.15,-198.0699999999997,-725.7099999999991,-245.84999999999854,-381.1900000000023,-4.209999999999994,35.790000000000006,15.0,-9.319999999999993,527.6399999999994,upper,PositionState,48635.0,,48172.8,-462.1999999999971,-132.59999999999854,-462.1999999999971,-297.3999999999978,-59.36000000000058
3721,1707750000.0,48827.1,49999.0,48697.4,49960.4,40658.918,2004347190.331,2024-02-12 15:00:00,0.0001,0.00082114,62905.94,78.15,48781.8,47872.87,48327.34,49236.26,47418.41,49690.72,46963.95,184.49,63.72,120.77,46.69,15.46,17.82,18.71,7388.5163571428575,2607.11,-1633.060000000005,1044.25,31.2,48316.1,48976.64,-724.1399999999994,-2541.989999999998,-983.760000000002,-1644.300000000003,8.150000000000006,48.150000000000006,31.229999999999997,120.77000000000001,1817.8499999999985,upper,PositionState,49960.4,,49553.2,-407.20000000000437,284.6999999999971,-407.20000000000437,-16.5818181818203,821.9700000000012
3766,1707901200.0,50816.1,51765.6,50672.2,51576.0,31273.354,1601816944.4182,2024-02-14 09:00:00,0.0001,0.00032556,59563.184,79.34,50475.61,49317.0,49896.31,51054.92,48737.69,51634.23,48158.38,316.76,135.51,181.25,40.3,10.35,19.94,23.24,6118.149857142858,1967.64,-1679.6900000000023,771.31,24.19,50051.81,50762.32,-521.0800000000017,-2838.3099999999977,-813.6800000000003,-1524.1900000000023,9.340000000000003,49.34,29.949999999999996,181.25,2317.229999999996,upper,PositionState,51576.0,,51962.1,386.09999999999854,1080.4000000000015,-239.90000000000146,370.2033333333338,1479.7799999999988
