,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
0,2023-09-01 00:00:00,25924.1,26051.5,25915.0,26038.2,3093.045,80405655.6731,2023-09-01 00:00:00,2.115e-05,-0.000556,57667.522,25.86,27074.27,25986.13,26530.2,27618.34,25442.06,28162.4,24897.99,-329.43,-245.74,-83.68,8.97,39.35,35.46,24.63,15817.359500000004,156.73,492.0,27.0,1.19,26109.97,26030.11,1580.1399999999994,-596.1399999999994,-8.090000000000146,71.77000000000044,-44.14,-4.140000000000001,-30.380000000000003,-83.69,2176.279999999999,IdleState,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,2023-09-01 01:00:00,26038.2,26041.9,25961.5,25972.2,1781.749,46315985.9421,2023-09-01 01:00:00,2.115e-05,-0.000518,58203.326,24.59,27028.34,25925.77,26477.05,27579.63,25374.48,28130.91,24823.19,-331.9,-262.97,-68.92,8.72,38.25,37.41,25.85,14597.7775,-1219.58,504.84999999999854,-2.75,0.68,26082.4,26006.94,1607.4300000000003,-597.7200000000012,34.73999999999796,110.20000000000073,-45.41,-5.41,-29.53,-68.92999999999995,2205.1500000000015,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2,2023-09-01 02:00:00,25972.2,26087.0,25972.1,26043.7,2391.508,62274064.5778,2023-09-01 02:00:00,2.115e-05,-0.000493,58170.605,28.69,26983.21,25888.35,26435.78,27530.63,25340.93,28078.06,24793.5,-324.35,-275.25,-49.09,9.97,36.68,38.83,26.79,13882.592714285714,-715.18,392.0799999999981,-54.15,2.57,26052.14,26021.64,1486.9300000000003,-702.7700000000004,-22.06000000000131,8.43999999999869,-41.31,-1.3099999999999987,-26.71,-49.10000000000002,2189.7000000000007,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,2023-09-01 03:00:00,26043.7,26080.6,26028.8,26068.3,1067.312,27810704.9221,2023-09-01 03:00:00,2.115e-05,-0.000486,58144.847,30.09,26936.25,25865.32,26400.78,27471.71,25329.85,28007.18,24794.39,-312.77,-282.75,-30.01,9.78,35.96,40.14,27.39,13502.909714285717,-379.68,332.47999999999956,-96.84,1.78,26028.94,26040.3,1403.4099999999999,-738.4500000000007,-28.0,-39.36000000000058,-39.91,0.08999999999999986,-26.18,-30.019999999999982,2141.8600000000006,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
4,2023-09-01 04:00:00,26068.3,26080.1,26024.5,26030.3,1159.662,30203551.1819,2023-09-01 04:00:00,2.115e-05,-0.000493,58227.749,29.14,26885.02,25845.98,26365.5,27404.54,25326.45,27924.07,24806.93,-303.17,-286.84,-16.33,9.56,35.34,41.38,27.95,13104.055785714289,-398.85,335.2000000000007,-122.69,0.21,26015.48,26036.3,1374.2400000000016,-703.8499999999985,6.0,-14.819999999999709,-40.86,-0.8599999999999994,-25.78,-16.33000000000004,2078.09,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5,2023-09-01 05:00:00,26030.3,26042.4,26010.9,26013.7,907.023,23604895.6436,2023-09-01 05:00:00,2.115e-05,-0.000494,58315.103,28.71,26832.02,25831.97,26331.99,27332.04,25331.94,27832.07,24831.92,-293.52,-288.17,-5.34,9.43,35.44,42.56,29.6,11924.462000000001,-1179.59,318.2900000000009,-145.15,-0.44,26015.97,26027.26,1318.3400000000001,-681.760000000002,13.559999999997672,2.2700000000004366,-41.29,-1.2899999999999991,-26.009999999999998,-5.349999999999966,2000.1000000000022,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
6,2023-09-01 06:00:00,26013.7,26030.3,25961.5,25985.8,1627.072,42290354.0588,2023-09-01 06:00:00,2.115e-05,-0.000253,58573.132,27.96,26772.42,25825.62,26299.02,27245.82,25352.23,27719.21,24878.83,-284.84,-287.51,2.67,9.15,36.54,43.8,31.33,8327.580000000002,-3596.88,313.22000000000116,-179.01,-1.51,26012.91,26010.67,1260.0200000000004,-633.5699999999997,24.86999999999898,27.110000000000582,-42.04,-2.039999999999999,-27.39,2.670000000000016,1893.5900000000001,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,2023-09-01 07:00:00,25985.8,26005.0,25970.0,25975.0,1291.411,33554317.1022,2023-09-01 07:00:00,2.115e-05,-0.000595,58648.971,27.66,26693.66,25842.66,26268.16,27119.16,25417.16,27544.66,24991.66,-275.65,-285.14,9.48,9.0,35.95,44.95,32.94,6858.6607142857165,-1468.91,293.15999999999985,-277.81,0.15,26005.7,25996.4,1144.1599999999999,-557.8400000000001,21.400000000001455,30.700000000000728,-42.34,-2.34,-26.950000000000003,9.490000000000009,1702.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,2023-09-01 08:00:00,25975.0,26003.3,25940.0,25965.1,1678.132,43573509.0908,2023-09-01 08:00:00,1.899e-05,-0.000372,58599.209,27.37,26615.26,25863.34,26239.3,26991.22,25487.38,27367.18,25111.42,-266.1,-281.33,15.22,8.72,36.3,46.12,34.8,6461.360071428573,-397.3,274.2000000000007,-324.81,-0.77,26010.25,25983.88,1026.1200000000026,-477.7199999999975,18.780000000002474,45.150000000001455,-42.629999999999995,-2.629999999999999,-27.58,15.229999999999961,1503.8400000000001,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,2023-09-01 09:00:00,25965.1,26038.8,25959.7,26019.3,1688.113,43895340.371,2023-09-01 09:00:00,1.899e-05,-0.0006,58976.68,31.59,26530.86,25905.84,26218.35,26843.37,25593.33,27155.88,25280.82,-251.26,-275.31,24.05,10.16,34.85,46.74,36.3,4712.3600000000015,-1749.0,199.04999999999927,-381.74,2.6,26008.15,25998.05,824.0699999999997,-425.9699999999975,-21.25,-11.149999999997817,-38.41,1.5899999999999999,-24.69,24.05000000000001,1250.0399999999972,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
