,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,entry_volume
597,5301,5433,1660525200000.0,24394.5,24637.5,24322.0,24626.5,11054.422,270825780.5805,2022-08-15 01:00:00,0.0001,44603.164,59.59,24599.16,24240.14,24419.65,24778.67,24060.63,24958.17,23881.12,-28.31,-35.44,7.12,25.22,18.76,18.34,19.84,5050.4205,425.0,-206.84999999999852,7.86,11.85,24326.83,24482.78,152.16999999999825,-565.869999999999,-143.72000000000116,-299.66999999999825,-10.409999999999997,29.590000000000003,6.459999999999997,7.129999999999999,,,24853.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10440.92
598,5302,5434,1660528800000.0,24626.5,24910.0,24626.0,24900.5,13303.96,329519792.988,2022-08-15 02:00:00,0.0001,43409.088,68.07,24665.1,24265.78,24465.44,24864.76,24066.13,25064.42,23866.47,13.74,-25.6,39.34,33.37,16.6,19.43,19.81,5652.050857142857,601.63,-435.0600000000013,106.79,17.8,24402.94,24691.64,-35.7400000000016,-834.369999999999,-208.86000000000055,-497.5600000000013,-1.9300000000000068,38.06999999999999,16.769999999999996,39.34,EnterPreparationState,upper,24853.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10440.92
599,5303,5435,1660532400000.0,24900.5,25199.0,24771.0,24853.0,23676.735,591632813.394,2022-08-15 03:00:00,0.0001,43481.653,65.5,24701.39,24303.31,24502.35,24900.43,24104.28,25099.47,23905.24,42.74,-11.93,54.68,38.75,13.98,21.4,20.26,6898.143071428572,1246.09,-350.65000000000146,83.61,16.15,24467.44,24772.32,47.43000000000029,-748.7200000000012,-80.68000000000029,-385.5600000000013,-4.5,35.5,24.77,54.67,PositionState,upper,24853.0,24121.0,0.0,-732.0,0.0,-732.0,-199.125,0,10440.92
600,5348,5480,1660694400000.0,23839.0,24024.5,23815.0,23991.5,6058.93,145058908.988,2022-08-17 00:00:00,0.0001,44748.432,51.56,24017.77,23840.29,23929.03,24106.51,23751.55,24195.24,23662.81,-51.59,-68.67,17.08,16.36,17.74,26.17,26.23,6141.371214285714,229.21,-62.47000000000117,-11.42,6.22,23881.0,23924.3,115.0099999999984,-239.95000000000076,-67.20000000000073,-110.5,-18.44,21.56,-1.379999999999999,17.08,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
601,5349,5481,1660698000000.0,23991.5,24044.0,23918.0,23926.0,2989.974,71703583.5835,2022-08-17 01:00:00,0.0001,44926.907,48.44,24017.4,23840.07,23928.74,24106.07,23751.41,24194.73,23662.74,-45.97,-64.13,18.16,16.32,16.8,24.41,25.5,6047.175642857143,-94.19,2.7400000000016007,9.04,5.78,23895.38,23925.15,180.0699999999997,-174.59000000000017,-0.8499999999985448,-30.61999999999898,-21.56,18.44,-0.4800000000000004,18.16,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
602,5350,5482,1660701600000.0,23926.0,24030.0,23884.5,23971.5,3281.971,78630867.5645,2022-08-17 02:00:00,0.0001,44927.126,50.67,24021.21,23844.42,23932.81,24109.6,23756.02,24197.99,23667.63,-37.42,-58.79,21.37,15.31,17.19,23.08,25.05,5883.346785714287,-163.82,-38.68999999999869,-1.52,-1.43,23908.94,23948.32,138.09999999999854,-215.4799999999996,-23.18000000000029,-62.56000000000131,-19.33,20.67,-1.8800000000000008,21.37,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
603,5351,5483,1660705200000.0,23971.5,24072.5,23971.5,23989.5,3390.941,81480434.63699998,2022-08-17 03:00:00,0.0001,44731.848,51.57,24023.06,23853.36,23938.21,24107.92,23768.5,24192.77,23683.65,-28.85,-52.8,23.94,16.49,16.43,21.44,24.85,5669.759857142856,-213.58,-51.29000000000087,-10.63,0.92,23928.16,23968.91,118.41999999999824,-221.0,-20.590000000000146,-61.34000000000015,-18.43,21.57,0.0599999999999987,23.95,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
604,5352,5484,1660708800000.0,23989.5,24070.5,23989.5,24052.0,1842.295,44268177.9545,2022-08-17 04:00:00,0.0001,45212.083,54.64,24038.25,23859.84,23949.05,24127.46,23770.64,24216.66,23681.43,-16.83,-45.61,28.77,15.88,15.83,19.92,24.68,4521.662785714286,-1148.09,-102.95000000000071,15.72,1.17,23943.27,24010.45,75.45999999999913,-281.3600000000006,-41.54999999999927,-108.72999999999956,-15.36,24.64,0.0500000000000007,28.78,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
605,5353,5485,1660712400000.0,24052.0,24148.0,24046.0,24148.0,5018.522,120951990.939,2022-08-17 05:00:00,0.0001,45517.615,58.95,24065.74,23870.24,23967.99,24163.5,23772.49,24261.25,23674.74,0.43,-36.4,36.83,18.73,15.08,19.27,24.9,4173.604428571429,-348.05,-180.0099999999984,53.72,2.99,23963.66,24079.22,15.5,-375.5099999999984,-68.77999999999884,-184.34000000000012,-11.049999999999995,28.950000000000003,3.65,36.83,,,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
606,5354,5486,1660716000000.0,24148.0,24436.5,24147.5,24388.0,15824.603,384992033.585,2022-08-17 06:00:00,0.0001,45920.298,67.3,24148.86,23867.12,24007.99,24289.74,23726.25,24430.61,23585.38,33.1,-22.5,55.6,28.98,13.17,20.57,26.05,4800.409428571429,626.8,-380.0099999999984,208.52,15.01,24014.77,24233.61,-98.2599999999984,-661.75,-154.38999999999942,-373.2299999999996,-2.700000000000003,37.3,15.81,55.6,EnterPreparationState,upper,23778.5,0.0,0.0,0.0,0.0,0.0,0.0,0,7801.36
607,5355,5487,1660719600000.0,24388.0,24405.0,23650.0,23778.5,26953.881,646730799.927,2022-08-17 07:00:00,0.0001,46571.923,43.23,24130.25,23842.03,23986.14,24274.35,23697.92,24418.46,23553.81,9.7,-16.05,25.76,21.38,27.0,19.93,25.31,6432.274071428571,1631.86,207.63999999999945,139.18,-11.18,24009.33,24006.05,495.84999999999854,-80.58000000000175,227.54999999999927,230.83000000000172,-26.770000000000003,13.229999999999997,-5.620000000000001,25.75,PositionState,upper,23334.0,23792.0,0.0,13.5,13.5,0.0,6.75,0,4317.866
608,5526,5658,1661335200000.0,21300.0,21370.0,21257.5,21274.0,3318.271,70711028.3435,2022-08-24 10:00:00,-2.743e-05,46942.643,45.49,21444.83,21246.95,21345.89,21543.77,21148.01,21642.71,21049.07,-13.74,1.39,-15.13,18.03,16.81,15.01,18.24,4826.456571428571,-110.28,71.88999999999942,2.42,-2.27,21307.38,21295.32,269.77000000000044,-125.9900000000016,21.31999999999971,33.38000000000102,-24.51,15.490000000000002,1.2200000000000024,-15.13,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
609,5527,5659,1661338800000.0,21274.0,21457.0,21267.5,21431.0,6026.196,128885275.922,2022-08-24 11:00:00,-2.743e-05,47276.979,54.32,21451.86,21256.13,21353.99,21549.73,21158.26,21647.6,21060.39,-4.94,0.12,-5.07,20.34,15.41,14.92,18.69,5109.452928571429,282.99,-77.0099999999984,-7.36,2.75,21334.22,21363.16,118.72999999999956,-272.7400000000016,-67.84000000000015,-96.77999999999884,-15.68,24.32,4.93,-5.0600000000000005,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
610,5528,5660,1661342400000.0,21431.0,21514.0,21405.0,21472.5,7343.978,157553799.68,2022-08-24 12:00:00,-2.743e-05,47672.581,56.33,21463.74,21266.83,21365.28,21562.19,21168.37,21660.65,21069.92,5.31,1.16,4.15,21.9,14.66,15.27,19.35,5401.8585,292.4,-107.22000000000116,8.3,4.61,21358.27,21417.83,89.68999999999869,-304.130000000001,-54.669999999998254,-114.22999999999956,-13.670000000000002,26.33,7.239999999999998,4.15,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
611,5529,5661,1661346000000.0,21472.5,21493.5,21362.5,21427.5,5568.598,119324823.7365,2022-08-24 13:00:00,-2.743e-05,48830.599,53.58,21470.04,21272.37,21371.21,21568.88,21173.53,21667.72,21074.69,9.7,2.86,6.83,20.6,15.72,15.14,19.1,5582.7757142857145,180.91,-56.29000000000087,13.99,-0.79,21370.22,21422.66,141.38000000000102,-253.9700000000012,-4.8400000000001455,-57.27999999999884,-16.42,23.58,4.880000000000001,6.84,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
612,5530,5662,1661349600000.0,21427.5,21555.5,21390.0,21456.5,7502.914,161183951.232,2022-08-24 14:00:00,-2.743e-05,48941.36,55.1,21473.65,21285.01,21379.33,21567.97,21190.68,21662.3,21096.36,15.34,5.36,9.97,21.86,14.54,15.5,18.45,5570.152642857142,-12.62,-77.16999999999825,-11.36,1.14,21375.77,21439.58,111.47000000000116,-265.8199999999997,-16.919999999998254,-80.72999999999956,-14.9,25.1,7.32,9.98,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
613,5531,5663,1661353200000.0,21456.5,21625.0,21445.0,21602.5,9010.247,194312285.6935,2022-08-24 15:00:00,-2.743e-05,49319.498,61.89,21503.16,21298.0,21400.58,21605.75,21195.42,21708.33,21092.83,31.23,10.53,20.69,23.21,13.37,16.31,18.19,5597.088285714286,26.93,-201.91999999999825,32.13,3.77,21399.94,21521.04,3.25,-407.08000000000175,-81.45999999999913,-202.5600000000013,-8.11,31.89,9.840000000000002,20.700000000000003,,,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
614,5532,5664,1661356800000.0,21602.5,21880.0,21602.5,21705.0,19165.897,416675915.564,2022-08-24 16:00:00,-8.491e-05,50269.575,65.8,21552.69,21306.46,21429.57,21675.8,21183.35,21798.91,21060.23,51.5,18.73,32.77,31.32,11.79,18.38,18.61,6441.495142857143,844.4,-275.4300000000003,119.89,11.04,21444.44,21613.02,-29.200000000000728,-521.6500000000015,-91.97999999999956,-260.5600000000013,-4.200000000000003,35.8,19.53,32.77,EnterPreparationState,upper,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.202
615,5533,5665,1661360400000.0,21705.0,21765.5,21600.0,21620.0,6968.117,150954210.251,2022-08-24 17:00:00,-8.491e-05,51296.564,60.28,21579.03,21316.39,21447.71,21710.34,21185.08,21841.66,21053.76,60.01,26.98,33.02,29.11,11.06,20.28,19.06,6683.251285714287,241.75,-172.29000000000087,102.85,6.62,21476.55,21616.51,90.34000000000016,-434.9199999999983,-3.4900000000016007,-143.45000000000073,-9.72,30.28,18.05,33.03,PositionState,upper,21620.0,21477.5,0.0,-142.5,69.0,-142.5,-1.9166666666666667,0,3733.202
616,5740,5872,1662105600000.0,20105.0,20127.5,20056.5,20090.0,2598.639,52205899.357,2022-09-02 08:00:00,0.0001,52259.166,53.79,20207.27,19882.93,20045.1,20369.43,19720.76,20531.6,19558.59,32.53,15.55,16.97,21.52,18.86,12.26,16.2,4992.890571428571,-426.69,-44.900000000001455,17.1,-0.22,20094.66,20099.5,279.4300000000003,-369.2400000000016,9.5,4.659999999999855,-16.21,23.79,2.66,16.98,,,20346.5,0.0,0.0,0.0,0.0,0.0,0.0,0,10870.238
617,5741,5873,1662109200000.0,20090.0,20157.0,20070.0,20128.5,2902.461,58392481.486,2022-09-02 09:00:00,0.0001,52414.747,56.22,20218.26,19887.82,20053.04,20383.47,19722.61,20548.69,19557.39,34.74,19.39,15.34,22.08,18.01,12.11,15.45,4886.247142857143,-106.64,-75.45999999999913,20.66,1.36,20101.44,20114.0,254.9700000000012,-405.8899999999994,-14.5,-27.06000000000131,-13.78,26.22,4.069999999999997,15.35,,,20346.5,0.0,0.0,0.0,0.0,0.0,0.0,0,10870.238
618,5742,5874,1662112800000.0,20128.5,20164.0,20024.5,20059.0,6047.377,121428871.991,2022-09-02 10:00:00,0.0001,52761.482,50.99,20204.23,19902.99,20053.61,20354.85,19752.36,20505.47,19601.74,30.52,21.62,8.9,20.49,19.06,11.5,14.71,4455.609714285715,-430.63,-5.389999999999418,-44.33,-2.07,20103.61,20086.5,295.84999999999854,-306.6399999999994,27.5,44.61000000000058,-19.01,20.99,1.4299999999999995,8.899999999999999,,,20346.5,0.0,0.0,0.0,0.0,0.0,0.0,0,10870.238
619,5743,5875,1662116400000.0,20059.0,20089.5,19980.0,20080.0,4977.013,99695094.0875,2022-09-02 11:00:00,0.0001,53018.685,52.43,20197.38,19914.86,20056.12,20338.64,19773.6,20479.9,19632.34,28.55,23.0,5.54,19.31,20.3,10.86,13.99,4278.0675,-177.54,-23.88000000000102,-66.06,-4.01,20110.05,20083.25,258.6399999999994,-306.40000000000146,3.25,30.049999999999272,-17.57,22.43,-0.990000000000002,5.550000000000001,,,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8660.566
620,5744,5876,1662120000000.0,20080.0,20346.5,20017.0,20265.5,30153.49,609500916.738,2022-09-02 12:00:00,0.0001,52681.523,62.82,20198.92,19953.2,20076.06,20321.77,19830.35,20444.63,19707.49,41.48,26.7,14.77,28.52,17.12,11.87,14.06,6149.2895,1871.22,-189.4399999999987,-89.82,11.21,20122.88,20174.37,56.27000000000044,-435.1500000000015,-91.13000000000102,-142.61999999999898,-7.18,32.82,11.4,14.779999999999998,,,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8660.566
621,5745,5877,1662123600000.0,20265.5,20388.0,20213.0,20253.0,14972.434,304205662.8935,2022-09-02 13:00:00,0.0001,52510.393,61.84,20196.11,19989.72,20092.91,20299.3,19886.53,20402.49,19783.33,50.13,31.39,18.74,28.12,15.7,13.04,14.24,6989.586428571428,840.29,-160.09000000000017,-95.52,10.23,20133.61,20213.68,46.29999999999927,-366.4700000000012,-39.31999999999971,-119.38999999999942,-8.159999999999997,31.840000000000003,12.420000000000002,18.74,,,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8660.566
622,5746,5878,1662127200000.0,20253.0,20428.0,20191.0,20348.0,13038.449,265092354.7385,2022-09-02 14:00:00,0.0001,54307.272,66.16,20214.97,20019.44,20117.21,20312.74,19921.67,20410.5,19823.91,63.92,37.89,26.03,26.92,14.02,14.36,14.36,7733.551571428572,743.96,-230.79000000000087,-44.16,0.08,20159.33,20280.84,-35.2599999999984,-426.33000000000175,-67.15999999999985,-188.66999999999825,-3.8400000000000034,36.16,12.900000000000002,26.03,EnterPreparationState,upper,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8660.566
623,5747,5879,1662130800000.0,20348.0,20382.0,20272.0,20346.5,4895.305,99475004.443,2022-09-02 15:00:00,0.0001,54844.375,66.03,20232.71,20045.38,20139.04,20326.37,19951.71,20420.03,19858.05,73.88,45.09,28.78,25.55,13.31,15.59,14.66,7870.845285714285,137.29,-207.45999999999916,-2.97,-1.86,20186.16,20313.67,-20.13000000000102,-394.7900000000009,-32.830000000001746,-160.34000000000017,-3.969999999999999,36.03,12.24,28.789999999999992,PositionState,upper,19924.0,20120.0,0.0,-226.5,0.0,-226.5,-113.25,0,8660.566
624,5822,5954,1662400800000.0,19818.5,19837.0,19662.0,19735.5,10688.69,210737206.053,2022-09-05 18:00:00,0.0001,56689.932,44.85,19865.47,19712.62,19789.05,19941.89,19636.2,20018.32,19559.77,-8.54,-10.91,2.36,19.92,22.99,14.66,17.63,6011.145571428571,627.1,53.54999999999927,6.43,-9.74,19766.61,19777.95,206.38999999999945,-99.29999999999929,42.45000000000073,31.110000000000586,-25.15,14.85,-3.0699999999999967,2.370000000000001,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
625,5823,5955,1662404400000.0,19735.5,19766.0,19688.0,19705.5,2698.184,53232569.6995,2022-09-05 19:00:00,0.0001,56312.224,42.58,19846.88,19715.3,19781.09,19912.67,19649.51,19978.45,19583.72,-14.19,-11.57,-2.62,18.86,21.77,14.12,16.65,5481.611785714286,-529.53,75.59000000000015,-45.7,-2.48,19768.0,19741.72,207.16999999999825,-55.9900000000016,36.22000000000117,62.5,-27.42,12.579999999999998,-2.91,-2.619999999999999,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
626,5824,5956,1662408000000.0,19705.5,19783.0,19694.5,19736.0,3261.29,64407673.7875,2022-09-05 20:00:00,0.0001,55900.384,45.59,19837.55,19716.04,19776.79,19898.3,19655.29,19959.06,19594.53,-16.02,-12.46,-3.56,18.89,20.44,13.39,15.62,5427.520071428572,-54.09,40.79000000000087,-49.37,0.29,19772.55,19738.86,162.29999999999927,-80.70999999999913,2.860000000000582,36.54999999999927,-24.41,15.590000000000003,-1.5500000000000007,-3.5599999999999987,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
627,5825,5957,1662411600000.0,19736.0,19790.0,19692.0,19745.0,2717.811,53644059.7535,2022-09-05 21:00:00,0.0001,56052.455,46.48,19833.52,19714.01,19773.77,19893.27,19654.26,19953.03,19594.5,-16.56,-13.28,-3.27,18.09,19.06,12.62,14.62,5386.146071428571,-41.37,28.77000000000044,-18.36,0.61,19775.27,19741.93,148.27000000000044,-90.7400000000016,-3.069999999999709,30.27000000000044,-23.520000000000003,16.479999999999997,-0.9699999999999988,-3.28,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
628,5826,5958,1662415200000.0,19745.0,19809.0,19722.0,19795.0,2284.54,45160729.3285,2022-09-05 22:00:00,0.0001,55797.488,51.27,19833.43,19718.14,19775.79,19891.08,19660.5,19948.72,19602.85,-12.8,-13.18,0.38,18.32,17.9,11.8,13.72,5384.726071428571,-1.42,-19.209999999999127,-13.45,0.58,19782.77,19768.46,96.08000000000176,-134.5,-26.540000000000877,-12.229999999999563,-18.73,21.270000000000003,0.4200000000000017,0.379999999999999,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
629,5827,5959,1662418800000.0,19795.0,19858.0,19748.0,19780.0,4190.188,82980172.64049998,2022-09-05 23:00:00,0.0001,55811.767,49.83,19828.4,19723.98,19776.19,19880.61,19671.77,19932.82,19619.56,-10.91,-12.73,1.82,20.32,16.53,11.7,13.65,5439.052285714286,54.32,-3.8100000000013097,-23.93,3.59,19777.11,19774.23,100.61000000000058,-108.22999999999956,-5.770000000000437,-2.889999999999418,-20.17,19.83,3.789999999999999,1.8200000000000005,,,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
630,5828,5960,1662422400000.0,19780.0,20154.5,19774.0,20087.5,17688.877,353441372.008,2022-09-06 00:00:00,0.0001,55555.049,69.02,19890.43,19721.24,19805.84,19975.02,19636.65,20059.61,19552.06,15.22,-7.14,22.36,33.1,12.86,14.0,14.78,6183.371571428571,744.31,-281.65999999999985,119.05,18.45,19804.16,19930.86,-112.47999999999956,-450.84999999999854,-156.63999999999942,-283.34000000000015,-0.980000000000004,39.02,20.24,22.36,EnterPreparationState,upper,19764.5,0.0,0.0,0.0,0.0,0.0,0.0,0,12829.019
631,5829,5961,1662426000000.0,20087.5,20164.5,19760.0,19764.5,18838.192,376229822.794,2022-09-06 01:00:00,0.0001,55708.02,48.17,19885.51,19718.29,19801.9,19969.13,19634.67,20052.74,19551.06,9.76,-3.75,13.52,26.39,10.96,15.96,15.55,7083.746071428572,900.37,37.400000000001455,90.5,7.96,19796.38,19847.68,204.63000000000105,-129.83000000000175,83.18000000000029,31.88000000000102,-21.83,18.17,15.43,13.51,PositionState,upper,19764.5,19776.5,0.0,12.0,41.5,0.0,17.833333333333332,0,12829.019
632,5866,5998,1662559200000.0,18826.5,18950.0,18803.5,18888.0,8076.922,152556014.3485,2022-09-07 14:00:00,0.0001,60790.075,43.17,18993.61,18826.73,18910.17,19077.06,18743.29,19160.5,18659.85,-166.52,-211.38,44.86,15.99,31.12,50.51,45.86,5922.9015,-330.08,22.169999999998254,-69.65,9.44,18788.22,18839.25,189.0600000000013,-144.70999999999913,-48.75,-99.77999999999884,-26.83,13.170000000000002,-15.13,44.85999999999999,PositionState,lower,19352.5,18979.5,63.5,0.0,0.0,0.0,0.0,0,3764.052
633,5867,5999,1662562800000.0,18888.0,18920.0,18837.5,18860.5,4584.104,86524616.3925,2022-09-07 15:00:00,0.0001,61000.332,41.77,18989.94,18820.94,18905.44,19074.45,18736.43,19158.95,18651.93,-151.03,-199.31,48.28,15.32,29.82,49.19,46.35,5954.861214285715,31.95,44.93999999999869,-7.06,1.03,18797.05,18849.87,213.95000000000076,-124.06999999999972,-10.63000000000102,-63.45000000000073,-28.23,11.770000000000003,-14.5,48.28,PositionState,lower,19352.5,18979.5,91.0,0.0,0.0,0.0,0.0,0,3764.052
634,5868,6000,1662566400000.0,18860.5,18975.5,18845.0,18903.5,7247.881,137073894.9675,2022-09-07 16:00:00,-3.055e-05,60554.225,44.79,18983.52,18826.99,18905.26,19061.79,18748.72,19140.06,18670.45,-133.74,-186.2,52.45,17.13,27.85,47.38,46.51,5424.564071428571,-530.29,1.7599999999983993,-27.56,3.1,18809.72,18876.68,158.29000000000087,-154.77999999999884,-26.81999999999971,-93.77999999999884,-25.21,14.79,-10.720000000000002,52.45999999999998,PositionState,lower,19352.5,18979.5,48.0,0.0,0.0,0.0,0.0,0,3764.052
635,5869,6001,1662570000000.0,18903.5,19025.0,18895.5,18979.5,5988.86,113552598.207,2022-09-07 17:00:00,-3.055e-05,60314.966,49.74,18992.58,18832.08,18912.33,19072.83,18751.83,19153.08,18671.58,-112.61,-171.48,58.86,18.52,26.0,45.2,46.37,5411.224,-13.34,-67.16999999999825,-4.72,5.05,18829.88,18928.09,93.33000000000176,-227.66999999999825,-51.409999999999854,-149.61999999999898,-20.26,19.74,-7.48,58.86999999999999,IdleState,lower,19352.5,18979.5,-28.0,0.0,0.0,0.0,0.0,0,3764.052
636,5870,6002,1662573600000.0,18979.5,19173.0,18951.5,19063.0,12910.966,246089356.7065,2022-09-07 18:00:00,-3.055e-05,60809.134,54.56,19023.58,18829.77,18926.68,19120.48,18732.87,19217.39,18635.96,-88.11,-154.81,66.69,23.77,23.18,42.06,45.51,6084.276928571429,673.05,-136.3199999999997,77.65,9.46,18861.05,18995.54,57.47999999999956,-330.130000000001,-67.45999999999913,-201.95000000000076,-15.439999999999998,24.56,0.5899999999999999,66.7,,,19352.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3764.052
637,5871,6003,1662577200000.0,19063.0,19190.5,18983.0,18983.0,7893.898,150688795.9315,2022-09-07 19:00:00,-3.055e-05,58989.621,49.65,19036.24,18827.84,18932.04,19140.44,18723.64,19244.63,18619.44,-74.29,-138.7,64.4,22.25,20.89,39.28,44.55,6378.923928571428,294.64,-50.95999999999913,76.83,6.02,18888.72,18989.27,157.4399999999987,-259.3600000000006,6.270000000000437,-94.27999999999884,-20.35,19.65,1.3599999999999994,64.40999999999998,,,19352.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3764.052
638,5872,6004,1662580800000.0,18983.0,19440.0,18982.5,19369.5,20912.633,402611584.846,2022-09-07 20:00:00,-3.055e-05,58779.381,65.71,19133.39,18814.01,18973.7,19293.08,18654.32,19452.77,18494.63,-31.79,-117.32,85.53,28.38,16.92,38.28,44.47,7582.717428571429,1203.79,-395.7999999999993,241.92,8.57,18959.77,19179.38,-76.41999999999825,-715.1800000000003,-190.11999999999895,-409.7299999999996,-4.290000000000006,35.709999999999994,11.459999999999996,85.53,EnterPreparationState,upper,19352.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3764.052
639,5873,6005,1662584400000.0,19369.5,19447.5,19261.0,19352.5,9200.83,178108308.0385,2022-09-07 21:00:00,-3.055e-05,56617.947,64.73,19203.43,18816.12,19009.78,19397.09,18622.46,19590.75,18428.81,0.51,-93.75,94.27,26.51,15.62,37.39,44.23,7886.120928571429,303.4,-342.7200000000012,288.51,5.56,19025.11,19265.94,44.59000000000015,-730.0400000000009,-86.56000000000131,-327.3899999999994,-5.269999999999996,34.730000000000004,10.890000000000002,94.26,PositionState,upper,19352.5,19135.5,0.0,-217.0,0.0,-217.0,-100.0625,0,3764.052
640,5889,6021,1662642000000.0,19135.5,19350.0,19010.5,19217.0,22609.382,433480799.9815,2022-09-08 13:00:00,8.242e-05,55462.996,52.13,19285.12,19092.46,19188.79,19381.45,18996.13,19477.78,18899.8,38.08,43.63,-5.55,17.76,24.7,20.1,27.07,7168.869428571429,1272.82,-28.209999999999127,-102.31,-6.14,19225.55,19210.37,164.45000000000073,-220.86999999999895,-6.630000000001019,8.549999999999272,-17.869999999999997,22.130000000000003,-6.939999999999998,-5.550000000000004,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
641,5890,6022,1662645600000.0,19217.0,19311.5,19080.5,19305.0,15529.313,298223458.674,2022-09-08 14:00:00,8.242e-05,56391.258,56.18,19288.92,19110.79,19199.86,19377.99,19021.72,19467.06,18932.65,42.42,43.39,-0.97,16.03,22.3,19.83,26.06,7836.707499999999,667.83,-105.13999999999942,-55.69,-2.39,19226.77,19257.68,72.9900000000016,-283.27999999999884,-47.31999999999971,-78.22999999999956,-13.82,26.18,-6.27,-0.9699999999999988,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
642,5891,6023,1662649200000.0,19305.0,19334.5,19216.5,19238.0,6660.431,128379388.993,2022-09-08 15:00:00,8.242e-05,56163.388,52.53,19269.24,19137.73,19203.49,19335.0,19071.98,19400.75,19006.23,39.98,42.71,-2.72,16.21,21.16,19.36,25.01,7955.123214285714,118.41,-34.5099999999984,-96.7,-0.41,19227.61,19247.84,97.0,-166.02000000000044,9.840000000000146,-10.389999999999418,-17.47,22.53,-4.949999999999999,-2.730000000000004,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
643,5892,6024,1662652800000.0,19238.0,19245.5,19084.5,19182.0,10288.809,197032850.28,2022-09-08 16:00:00,7.268e-05,56125.11,49.63,19263.98,19138.9,19201.44,19326.52,19076.37,19389.05,19013.83,33.16,40.8,-7.64,15.08,25.39,19.8,24.47,8499.576571428572,544.45,19.43999999999869,-55.86,-5.18,19229.77,19214.92,144.52000000000044,-105.63000000000102,32.919999999998254,47.77000000000044,-20.37,19.630000000000003,-10.31,-7.640000000000001,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
644,5893,6025,1662656400000.0,19182.0,19237.0,19110.0,19193.0,6249.938,119909091.728,2022-09-08 17:00:00,7.268e-05,56222.015,50.22,19259.54,19141.74,19200.64,19318.44,19082.84,19377.34,19023.94,28.31,38.3,-9.99,14.24,23.97,20.2,24.44,8827.57907142857,328.0,7.639999999999418,-23.03,-0.54,19227.11,19203.96,125.43999999999868,-110.15999999999984,10.959999999999129,34.11000000000058,-19.78,20.22,-9.73,-9.989999999999998,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
645,5894,6026,1662660000000.0,19193.0,19232.5,19163.0,19189.5,2490.344,47807187.365,2022-09-08 18:00:00,7.268e-05,55945.252,50.02,19255.98,19143.17,19199.58,19312.38,19086.77,19368.78,19030.37,23.91,35.42,-11.51,13.79,23.21,20.58,24.4,8586.4775,-241.1,10.080000000001746,-18.06,-0.53,19228.16,19196.73,122.88000000000102,-102.72999999999956,7.229999999999563,38.659999999999854,-19.98,20.020000000000003,-9.420000000000002,-11.510000000000002,,,19364.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2988.675
