,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,entry_volume
1011,9178,9310,1674482400000.0,22797.0,23160.0,22459.5,22620.0,35079.063,800541661.352,2023-01-23 14:00:00,0.0001,46661.035,42.96,22879.98,22667.07,22773.52,22986.44,22560.61,23092.9,22454.15,4.88,3.93,0.94,21.24,16.34,17.72,20.56,6366.740428571429,2124.54,153.52000000000044,-9.79,6.09,22790.72,22731.91,366.4399999999987,-59.38999999999942,111.90999999999984,170.72000000000116,-27.04,12.96,4.899999999999999,0.9499999999999996,,,22930.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15366.802
1012,9179,9311,1674486000000.0,22620.0,22919.0,22571.0,22849.5,16333.139,371805907.3525,2023-01-23 15:00:00,0.0001,43655.8,53.13,22890.33,22671.19,22780.76,22999.9,22561.62,23109.47,22452.05,10.46,5.24,5.22,18.78,14.45,17.38,20.17,7329.085500000001,962.34,-68.7400000000016,-2.48,2.77,22798.88,22790.7,150.40000000000146,-287.880000000001,-58.79999999999927,-50.61999999999898,-16.869999999999997,23.130000000000003,4.330000000000002,5.220000000000001,,,22930.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15366.802
1013,9180,9312,1674489600000.0,22849.5,22939.5,22757.5,22906.0,6378.506,145817025.9265,2023-01-23 16:00:00,0.0001,45793.662,55.25,22887.96,22697.42,22792.69,22983.23,22602.14,23078.5,22506.87,19.23,8.04,11.19,18.32,13.56,17.21,20.01,7675.484857142858,346.39,-113.31000000000132,-43.72,-2.02,22822.88,22848.35,77.22999999999956,-303.8600000000006,-57.650000000001455,-83.11999999999898,-14.75,25.25,4.76,11.19,,,22930.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15366.802
1014,9181,9313,1674493200000.0,22906.0,23070.5,22848.0,23067.5,5447.772,125038962.5785,2023-01-23 17:00:00,0.0001,45805.514,60.71,22927.81,22709.9,22818.86,23036.77,22600.94,23145.73,22491.99,38.76,14.18,24.58,21.35,12.55,17.83,20.26,7878.763714285715,203.27,-248.63999999999945,38.06,3.58,22861.88,22957.92,-30.729999999999563,-466.5600000000013,-109.58000000000176,-205.61999999999895,-9.29,30.71,8.8,24.58,EnterPreparationState,upper,22930.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15366.802
1015,9182,9314,1674496800000.0,23067.5,23187.0,22852.5,22930.0,13847.308,319386193.488,2023-01-23 18:00:00,0.0001,45916.587,54.6,22940.42,22718.47,22829.44,23051.39,22607.5,23162.36,22496.52,42.66,19.88,22.77,22.8,11.19,19.0,20.71,8752.071357142859,873.3,-100.56000000000132,61.59,5.84,22877.94,22943.96,121.38999999999942,-322.5,13.959999999999129,-52.06000000000131,-15.4,24.6,11.61,22.78,PositionState,upper,22930.0,22792.0,0.0,-138.0,0.0,-138.0,-69.0,0,15366.802
1016,9226,9358,1674655200000.0,22609.0,22638.0,22409.5,22436.5,14041.535,316271633.9485,2023-01-25 14:00:00,0.0001,48507.536,34.54,22821.32,22530.79,22676.05,22966.58,22385.53,23111.85,22240.26,-80.02,-71.62,-8.4,13.49,31.06,31.04,27.04,5309.064071428572,457.07,239.54999999999927,-36.36,-7.63,22626.11,22534.59,530.0800000000017,-50.97000000000117,98.09000000000016,189.61000000000055,-35.46,4.539999999999999,-17.57,-8.399999999999991,PositionState,lower,23618.0,22726.0,219.5,0.0,0.0,0.0,0.0,0,42587.529
1017,9227,9359,1674658800000.0,22436.5,22617.0,22333.5,22586.0,12880.522,289580952.596,2023-01-25 15:00:00,0.0001,48941.277,44.0,22791.54,22543.42,22667.48,22915.6,22419.36,23039.66,22295.3,-77.26,-72.74,-4.51,11.84,30.54,31.97,28.59,5200.848142857144,-108.21,81.47999999999956,-118.76,-2.69,22611.94,22560.29,329.59999999999854,-166.63999999999942,-25.709999999999127,25.93999999999869,-26.0,14.0,-18.7,-4.52000000000001,PositionState,lower,23618.0,22726.0,70.0,0.0,0.0,0.0,0.0,0,42587.529
1018,9228,9360,1674662400000.0,22586.0,22708.5,22532.0,22633.5,4959.935,112239709.8565,2023-01-25 16:00:00,0.0001,49879.495,46.64,22758.37,22570.11,22664.24,22852.51,22475.97,22946.64,22381.84,-70.43,-72.28,1.85,14.87,28.23,31.9,29.24,5282.360857142859,81.51,30.7400000000016,-170.68,3.68,22603.5,22596.89,219.0099999999984,-157.52999999999884,-36.61000000000058,-30.0,-23.36,16.64,-13.36,1.8499999999999943,PositionState,lower,23618.0,22726.0,22.5,0.0,0.0,0.0,0.0,0,42587.529
1019,9229,9361,1674666000000.0,22633.5,22655.0,22517.0,22575.5,3156.179,71244849.465,2023-01-25 17:00:00,0.0001,49587.275,43.92,22728.93,22582.64,22655.79,22802.08,22509.5,22875.22,22436.35,-68.9,-71.61,2.7,13.98,27.19,31.92,29.86,5265.999714285716,-16.36,80.29000000000087,-147.04,3.18,22594.83,22586.19,226.58000000000172,-66.0,10.68999999999869,19.330000000001743,-26.08,13.920000000000002,-13.21,2.7099999999999937,PositionState,lower,23618.0,22726.0,80.5,0.0,0.0,0.0,0.0,0,42587.529
1020,9230,9362,1674669600000.0,22575.5,22729.5,22562.0,22726.0,3728.131,84453143.48049998,2023-01-25 18:00:00,0.0001,49393.523,51.78,22732.95,22592.0,22662.47,22803.43,22521.52,22873.9,22451.05,-54.91,-68.27,13.35,16.19,25.22,31.19,29.61,5431.767857142858,165.76,-63.52999999999884,-61.09,3.29,22608.72,22656.09,77.43000000000029,-204.4799999999996,-69.90999999999985,-117.27999999999884,-18.22,21.78,-9.029999999999998,13.36,IdleState,lower,23618.0,22726.0,-70.0,0.0,0.0,0.0,0.0,0,42587.529
1021,9231,9363,1674673200000.0,22726.0,22765.0,22656.0,22752.5,4262.661,96831218.363,2023-01-25 19:00:00,0.0001,49138.066,53.03,22747.1,22594.99,22671.05,22823.16,22518.94,22899.21,22442.89,-41.21,-62.86,21.64,16.98,24.0,30.19,29.22,5481.999428571429,50.23,-81.45000000000073,23.65,4.21,22624.61,22704.29,70.65999999999985,-233.5600000000013,-48.20999999999913,-127.88999999999942,-16.97,23.03,-7.02,21.65,,,23618.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42587.529
1022,9232,9364,1674676800000.0,22752.5,22959.0,22752.0,22938.0,13644.301,312091433.285,2023-01-25 20:00:00,0.0001,48977.833,60.7,22798.28,22594.67,22696.47,22900.08,22492.86,23001.89,22391.05,-15.21,-53.33,38.11,23.89,21.84,28.35,28.26,6293.0033571428585,811.0,-241.52999999999884,122.72,9.86,22661.83,22821.14,-37.919999999998254,-445.1399999999994,-116.86000000000058,-276.16999999999825,-9.299999999999995,30.700000000000003,2.0500000000000007,38.12,EnterPreparationState,upper,23618.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42587.529
1023,9233,9365,1674680400000.0,22938.0,23763.5,22838.5,23618.0,36651.922,853039072.0464998,2023-01-25 21:00:00,0.0001,48734.599,76.11,23016.17,22552.3,22784.24,23248.1,22320.37,23480.03,22088.44,59.57,-30.75,90.32,42.95,15.24,29.73,29.04,8727.157714285715,2434.15,-833.7599999999984,597.43,32.57,22763.88,23219.57,-369.9000000000015,-1297.630000000001,-398.4300000000003,-854.119999999999,6.109999999999999,46.11,27.71,90.32,PositionState,upper,23618.0,22967.5,0.0,-650.5,0.0,-677.5,-461.27272727272725,0,42587.529
1024,9302,9434,1674928800000.0,23020.5,23025.5,22973.0,22992.5,869.386,19991593.497,2023-01-28 18:00:00,0.0001,46404.882,47.8,23066.79,22955.53,23011.16,23122.41,22899.9,23178.04,22844.27,-10.65,-7.94,-2.7,17.09,17.58,13.54,19.67,2091.9450714285726,11.75,18.65999999999985,-0.91,-0.67,22985.61,23001.78,129.90999999999983,-92.59999999999854,9.279999999998836,-6.889999999999418,-22.200000000000003,17.799999999999997,-0.4899999999999984,-2.71,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1025,9303,9435,1674932400000.0,22992.5,23046.5,22988.0,23036.5,1389.4,32001088.9495,2023-01-28 19:00:00,0.0001,46829.382,52.18,23068.49,22958.65,23013.57,23123.41,22903.73,23178.34,22848.8,-7.17,-7.78,0.61,17.92,16.81,12.8,19.23,2065.7830714285724,-26.16,-22.93000000000029,-4.37,0.95,22992.05,23019.14,86.90999999999985,-132.77000000000044,-17.360000000000582,-44.45000000000073,-17.82,22.18,1.110000000000003,0.6100000000000003,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1026,9304,9436,1674936000000.0,23036.5,23043.5,22950.0,22959.5,1715.973,39454243.279,2023-01-28 20:00:00,0.0001,46787.248,45.05,23057.01,22959.83,23008.42,23105.59,22911.25,23154.18,22862.66,-10.51,-8.33,-2.18,16.66,18.49,12.26,18.46,2095.5757857142867,29.79,48.919999999998254,-24.34,-2.1,22989.83,22989.32,146.09000000000017,-48.25,29.81999999999971,30.330000000001743,-24.950000000000003,15.049999999999995,-1.8299999999999983,-2.18,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1027,9305,9437,1674939600000.0,22959.5,23011.0,22933.0,22999.5,1387.849,31894781.4575,2023-01-28 21:00:00,0.0001,46802.808,48.95,23053.7,22961.44,23007.57,23099.82,22915.32,23145.95,22869.19,-9.82,-8.63,-1.18,15.66,18.69,12.01,17.88,1995.997142857144,-99.57,8.069999999999709,-27.65,-2.46,22994.83,22994.41,100.31999999999972,-84.18000000000029,-5.0900000000001455,-4.669999999998254,-21.05,18.950000000000003,-3.030000000000001,-1.1899999999999995,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1028,9306,9438,1674943200000.0,22999.5,23013.0,22975.0,22977.0,743.17,17087985.513,2023-01-28 22:00:00,0.0001,46809.732,46.93,23048.07,22961.25,23004.66,23091.48,22917.84,23134.89,22874.43,-10.95,-9.09,-1.86,15.35,18.12,11.75,17.0,1941.6605714285724,-54.33,27.65999999999985,-16.63,-0.74,22995.83,22985.7,114.47999999999956,-59.159999999999854,8.700000000000728,18.830000000001743,-23.07,16.93,-2.7700000000000014,-1.8599999999999997,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1029,9307,9439,1674946800000.0,22977.0,23030.5,22960.0,23022.0,949.769,21841094.4355,2023-01-28 23:00:00,0.0001,46692.096,51.26,23042.46,22970.16,23006.31,23078.62,22934.0,23114.77,22897.85,-8.13,-8.9,0.76,15.89,17.08,11.16,16.01,1771.2447142857152,-170.41,-15.68999999999869,-37.36,1.27,23004.22,23003.85,56.61999999999898,-88.0,-18.15000000000145,-17.779999999998836,-18.74,21.26,-1.1899999999999975,0.7699999999999996,,,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1030,9308,9440,1674950400000.0,23022.0,23144.0,22962.0,23108.0,4808.954,110959001.1455,2023-01-29 00:00:00,0.0001,46605.187,58.27,23054.57,22977.42,23015.99,23093.14,22938.85,23131.71,22900.28,1.02,-6.91,7.94,22.26,14.74,11.82,15.6,2010.6557857142864,239.41,-92.0099999999984,-3.18,9.25,23014.88,23055.92,-14.860000000000582,-169.15000000000146,-52.08000000000175,-93.11999999999898,-11.729999999999997,28.270000000000003,7.520000000000001,7.93,EnterPreparationState,upper,23237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7066.122
1031,9309,9441,1674954000000.0,23108.0,23514.0,23108.0,23237.0,17373.74,405465999.672,2023-01-29 01:00:00,0.0001,46177.701,66.14,23100.19,22973.89,23037.04,23163.34,22910.75,23226.48,22847.6,18.48,-1.83,20.32,39.32,11.09,14.97,16.59,3159.9352857142867,1149.27,-199.95999999999916,112.81,27.08,23039.16,23146.46,-73.65999999999985,-326.25,-90.54000000000087,-197.84000000000012,-3.86,36.14,28.23,20.31,PositionState,upper,23237.0,23555.0,0.0,318.0,658.5,-93.5,284.5625,0,7066.122
1032,9393,9525,1675256400000.0,23056.5,23142.0,23015.5,23079.5,3519.803,81290686.35349998,2023-02-01 13:00:00,0.0001,47016.521,51.63,23121.53,22994.91,23058.22,23184.84,22931.6,23248.15,22868.29,0.39,4.45,-4.06,18.71,20.19,15.74,18.43,2634.020000000001,-66.0,-21.27999999999884,-4.58,1.91,23047.27,23064.19,105.34000000000016,-147.90000000000146,-15.31000000000131,-32.22999999999956,-18.37,21.630000000000003,-1.4800000000000004,-4.0600000000000005,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1033,9394,9526,1675260000000.0,23079.5,23137.5,23027.5,23092.0,4053.46,93624882.0785,2023-02-01 14:00:00,0.0001,47192.65,52.57,23122.18,23000.69,23061.44,23182.93,22939.95,23243.67,22879.21,3.0,4.16,-1.16,17.51,18.89,14.89,17.41,2627.4005000000006,-6.61,-30.56000000000131,-10.62,0.81,23045.11,23078.09,90.93000000000028,-152.04999999999927,-13.909999999999854,-46.88999999999942,-17.43,22.57,-1.379999999999999,-1.16,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1034,9395,9527,1675263600000.0,23092.0,23113.0,22940.5,22979.5,5738.021,132089331.2375,2023-02-01 15:00:00,0.0001,47284.922,44.24,23115.03,22992.24,23053.63,23176.42,22930.85,23237.81,22869.46,-3.96,2.53,-6.5,15.79,21.98,14.99,16.91,2826.050857142858,198.65,74.13000000000102,0.68,-6.01,23036.38,23028.79,196.91999999999825,-48.650000000001455,49.29000000000087,56.88000000000102,-25.76,14.240000000000002,-6.190000000000001,-6.49,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1035,9396,9528,1675267200000.0,22979.5,23037.0,22914.0,23001.5,4045.118,92994055.982,2023-02-01 16:00:00,0.0001,46752.166,46.04,23111.55,22985.79,23048.67,23174.43,22922.9,23237.32,22860.02,-7.61,0.5,-8.12,14.69,21.95,15.33,16.7,3031.202357142858,205.15,47.169999999998254,-0.55,-2.79,23028.5,23015.14,172.9300000000003,-78.59999999999854,13.639999999999418,27.0,-23.96,16.04,-7.26,-8.11,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1036,9397,9529,1675270800000.0,23001.5,23039.5,22931.0,22997.0,2754.958,63338826.132,2023-02-01 17:00:00,0.0001,46381.224,45.71,23101.74,22985.75,23043.75,23159.73,22927.76,23217.73,22869.77,-10.75,-1.74,-9.0,13.92,20.58,15.62,16.37,3110.424642857144,79.22,46.75,-21.54,-0.49,23030.38,23006.07,162.72999999999956,-69.2400000000016,9.069999999999707,33.38000000000102,-24.29,15.71,-6.659999999999998,-9.01,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1037,9398,9530,1675274400000.0,22997.0,23137.5,22951.5,23079.5,6734.987,155333341.4415,2023-02-01 18:00:00,0.0001,46088.009,52.36,23099.34,22994.96,23047.15,23151.53,22942.77,23203.72,22890.58,-6.5,-2.69,-3.81,17.91,18.46,14.61,15.39,3466.6727142857158,356.24,-32.349999999998545,-37.91,5.33,23039.88,23042.78,72.02999999999884,-136.72999999999956,-36.72000000000117,-39.61999999999898,-17.64,22.36,-0.5500000000000007,-3.81,,,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1038,9399,9531,1675278000000.0,23079.5,23497.5,22755.0,23381.0,55549.888,1285350394.4265,2023-02-01 19:00:00,0.0001,45446.389,67.85,23164.95,22992.94,23078.95,23250.96,22906.94,23336.96,22820.93,20.94,2.02,18.91,27.3,12.79,16.15,16.0,7359.09142857143,3892.41,-302.0499999999993,127.06,19.05,23082.88,23211.89,-130.04000000000087,-474.0600000000013,-169.11000000000058,-298.119999999999,-2.1500000000000057,37.85,14.510000000000002,18.92,EnterPreparationState,upper,23568.5,0.0,0.0,0.0,0.0,0.0,0.0,0,16277.622
1039,9400,9532,1675281600000.0,23381.0,23658.0,23315.0,23568.5,24208.637,568796580.984,2023-02-01 20:00:00,0.0001,46091.365,73.59,23263.13,22988.01,23125.57,23400.69,22850.45,23538.25,22712.89,57.17,13.05,44.11,29.88,11.09,18.27,17.04,8917.203000000001,1558.11,-442.9300000000003,305.64,13.66,23137.22,23390.19,-167.8100000000013,-718.0499999999993,-178.3100000000013,-431.2799999999989,3.5900000000000034,43.59,18.79,44.120000000000005,PositionState,upper,23568.5,23612.0,0.0,43.5,627.0,0.0,237.5,0,16277.622
1040,9416,9548,1675339200000.0,23824.5,23834.0,23762.5,23813.0,2509.471,59719444.2195,2023-02-02 12:00:00,0.0001,47035.954,61.56,23959.51,23413.13,23686.32,24232.7,23139.94,24505.88,22866.76,157.43,178.89,-21.46,25.68,13.98,34.49,30.0,5422.075357142858,-326.41,-126.68000000000028,-210.78,-1.13,23813.11,23811.98,419.7000000000007,-673.0600000000013,-1.0200000000004366,0.110000000000582,-8.439999999999998,31.56,11.7,-21.45999999999998,PositionState,upper,23810.5,23612.0,244.5,0.0,0.0,0.0,0.0,0,3837.069
1041,9417,9549,1675342800000.0,23813.0,23826.0,23722.0,23777.0,5001.383,118908946.4215,2023-02-02 13:00:00,0.0001,46951.03,59.14,23912.22,23477.69,23694.96,24129.49,23260.42,24346.76,23043.16,145.74,172.26,-26.52,24.39,15.23,33.68,31.2,5484.716214285715,62.64,-82.04000000000087,-291.0,-3.43,23800.88,23794.49,352.4900000000016,-516.5800000000017,17.4900000000016,23.88000000000102,-10.86,29.14,9.16,-26.519999999999985,PositionState,upper,23810.5,23612.0,208.5,0.0,0.0,0.0,0.0,0,3837.069
1042,9418,9550,1675346400000.0,23777.0,23949.5,23510.0,23612.0,21635.307,513739431.2005,2023-02-02 14:00:00,0.0001,47245.005,49.52,23843.7,23530.41,23687.06,24000.34,23373.77,24156.98,23217.13,121.76,162.16,-40.4,19.85,21.37,31.53,31.62,5132.637928571429,-352.07,75.06000000000131,-345.71,-11.97,23779.0,23703.24,388.34000000000015,-238.2299999999996,91.2400000000016,167.0,-20.48,19.520000000000003,-1.5199999999999996,-40.39999999999999,IdleState,upper,23810.5,23612.0,43.5,0.0,0.0,0.0,0.0,0,3837.069
1043,9419,9551,1675350000000.0,23612.0,23940.0,23551.5,23849.0,14160.836,336188431.6405,2023-02-02 15:00:00,0.0001,46471.397,59.67,23829.15,23575.81,23702.48,23955.82,23449.14,24082.49,23322.47,120.49,153.83,-33.33,16.86,18.16,29.55,31.47,5508.241142857144,375.6,-146.52000000000044,-249.04,-4.32,23785.22,23776.12,106.81999999999972,-399.8600000000006,-72.88000000000102,-63.77999999999884,-10.329999999999998,29.67,-1.3000000000000007,-33.34000000000002,,,23810.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3837.069
1044,9420,9552,1675353600000.0,23849.0,23910.0,23766.5,23788.5,6599.826,157300315.9665,2023-02-02 16:00:00,0.0001,47811.603,56.54,23825.0,23596.34,23710.67,23939.33,23482.01,24053.67,23367.67,113.3,145.72,-32.42,15.91,17.13,27.7,31.33,5573.431071428572,65.18,-77.83000000000175,-93.87,-2.91,23786.22,23782.31,150.83000000000175,-306.4900000000016,-6.18999999999869,-2.279999999998836,-13.46,26.54,-1.2199999999999989,-32.42,,,23810.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3837.069
1045,9421,9553,1675357200000.0,23788.5,23941.0,23780.5,23899.5,3543.411,84568437.36,2023-02-02 17:00:00,0.0001,47626.938,60.61,23839.98,23617.32,23728.65,23951.31,23505.99,24062.64,23394.66,115.22,139.62,-24.39,16.12,16.04,25.74,31.06,5652.305785714287,78.87,-170.84999999999854,-28.49,0.35,23797.11,23840.9,51.81000000000131,-393.5099999999984,-58.59999999999855,-102.38999999999942,-9.39,30.61,0.0800000000000018,-24.40000000000001,,,23810.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3837.069
1046,9422,9554,1675360800000.0,23899.5,24159.5,23899.5,24064.5,13532.161,325541416.4535,2023-02-02 18:00:00,0.0001,48039.041,65.75,23879.76,23641.52,23760.64,23998.88,23522.4,24118.0,23403.27,128.58,137.41,-8.83,22.92,14.43,25.52,31.38,6420.500357142858,768.19,-303.8600000000006,43.13,8.62,23822.94,23952.7,-65.61999999999898,-542.0999999999985,-111.79999999999929,-241.5600000000013,-4.25,35.75,8.490000000000002,-8.829999999999984,EnterPreparationState,upper,23810.5,0.0,0.0,0.0,0.0,0.0,0.0,0,3837.069
1047,9423,9555,1675364400000.0,24064.5,24077.0,23728.5,23810.5,11594.627,276601110.532,2023-02-02 19:00:00,0.0001,47555.586,54.06,23881.78,23648.99,23765.39,23998.17,23532.6,24114.57,23416.21,117.32,133.39,-16.07,20.02,18.8,23.92,30.34,7009.58942857143,589.08,-45.11000000000058,36.65,-0.47,23826.5,23881.6,187.66999999999825,-277.90000000000146,71.09999999999854,16.0,-15.939999999999998,24.06,1.2199999999999989,-16.069999999999993,PositionState,upper,23810.5,23447.0,0.0,-363.5,78.5,-363.5,-95.0,0,3837.069
1048,9459,9591,1675494000000.0,23354.5,23371.5,23305.0,23337.0,1569.247,36624814.222,2023-02-04 07:00:00,0.0001,47675.019,42.43,23487.3,23327.46,23407.38,23567.23,23247.53,23647.15,23167.61,-52.03,-50.67,-1.35,10.92,26.38,35.79,33.14,2597.2489285714296,-194.85,70.38000000000102,-14.76,0.83,23369.22,23342.56,230.2299999999996,-89.47000000000116,5.56000000000131,32.220000000001164,-27.57,12.43,-15.46,-1.3599999999999994,PositionState,lower,23460.0,23420.5,7.0,0.0,0.0,0.0,0.0,0,2092.508
1049,9460,9592,1675497600000.0,23337.0,23355.5,23303.0,23303.0,956.562,22309776.978,2023-02-04 08:00:00,0.0001,48015.425,40.22,23475.94,23318.94,23397.44,23554.43,23240.45,23632.93,23161.95,-53.98,-51.33,-2.64,10.55,25.63,36.21,33.57,2144.6577142857154,-452.59,94.43999999999868,-18.79,0.75,23354.72,23322.78,251.4300000000003,-62.54999999999927,19.77999999999884,51.72000000000117,-29.78,10.22,-15.079999999999998,-2.6499999999999986,PositionState,lower,23460.0,23420.5,41.0,0.0,0.0,0.0,0.0,0,2092.508
1050,9461,9593,1675501200000.0,23303.0,23358.0,23300.0,23349.0,932.087,21746824.443,2023-02-04 09:00:00,0.0001,48084.79,44.43,23471.34,23314.31,23392.83,23549.85,23235.8,23628.37,23157.29,-51.23,-51.31,0.08,10.15,24.85,36.62,34.22,1891.8117857142868,-252.84,43.83000000000175,-12.72,0.0,23348.0,23335.89,200.84999999999852,-113.20000000000071,-13.110000000000582,-1.0,-25.57,14.43,-14.7,0.0800000000000054,PositionState,lower,23460.0,23420.5,-5.0,0.0,0.0,0.0,0.0,0,2092.508
1051,9462,9594,1675504800000.0,23349.0,23378.0,23329.5,23336.5,2204.478,51473705.353,2023-02-04 10:00:00,0.0001,48175.943,43.54,23462.39,23312.54,23387.46,23537.31,23237.61,23612.23,23162.69,-49.48,-50.94,1.46,11.18,24.02,36.61,34.62,1564.467500000001,-327.34,50.95999999999913,-18.93,1.46,23343.5,23336.19,200.8100000000013,-98.88999999999942,-0.3100000000013097,7.0,-26.46,13.54,-12.84,1.4600000000000009,PositionState,lower,23460.0,23420.5,7.5,0.0,0.0,0.0,0.0,0,2092.508
1052,9463,9595,1675508400000.0,23336.5,23370.0,23336.0,23364.5,802.689,18748320.534,2023-02-04 11:00:00,0.0001,47356.932,46.16,23442.49,23328.06,23385.27,23499.7,23270.85,23556.91,23213.64,-45.32,-49.82,4.5,10.91,23.44,36.6,34.69,1500.6481428571435,-63.81,20.77000000000044,-83.38,1.33,23340.38,23350.34,135.20000000000073,-93.65000000000146,-14.159999999999854,-24.11999999999898,-23.840000000000003,16.159999999999997,-12.53,4.5,PositionState,lower,23460.0,23420.5,-20.5,0.0,0.0,0.0,0.0,0,2092.508
1053,9464,9596,1675512000000.0,23364.5,23427.0,23347.0,23420.5,2089.068,48854004.405,2023-02-04 12:00:00,0.0001,47257.479,51.06,23437.42,23339.84,23388.63,23486.2,23291.05,23534.99,23242.26,-37.07,-47.27,10.19,14.42,22.07,35.48,34.08,1497.7117142857153,-2.93,-31.86999999999898,-71.31,4.61,23348.44,23385.42,65.70000000000073,-129.45000000000073,-35.080000000001746,-72.06000000000131,-18.94,21.06,-7.65,10.200000000000005,IdleState,lower,23460.0,23420.5,-76.5,0.0,0.0,0.0,0.0,0,2092.508
1054,9465,9597,1675515600000.0,23420.5,23587.5,23419.5,23503.0,8890.112,209043937.4555,2023-02-04 13:00:00,0.0001,47258.12,57.23,23448.11,23350.93,23399.52,23496.7,23302.34,23545.29,23253.75,-23.61,-42.54,18.93,23.87,19.5,33.67,33.23,2032.0517857142863,534.34,-103.47999999999956,-14.29,15.53,23365.88,23444.21,-6.299999999999272,-200.65999999999983,-58.79000000000087,-137.11999999999898,-12.770000000000003,27.23,4.370000000000001,18.93,EnterPreparationState,upper,23460.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2092.508
1055,9466,9598,1675519200000.0,23503.0,23507.0,23390.0,23460.0,3870.413,90730318.219,2023-02-04 14:00:00,0.0001,46897.336,53.45,23456.3,23354.26,23405.28,23507.32,23303.24,23558.34,23252.22,-16.22,-37.27,21.05,21.95,19.96,31.6,32.27,2174.1864285714296,142.13,-54.72000000000117,20.21,7.06,23380.88,23452.1,47.31999999999971,-156.7599999999984,-7.900000000001455,-79.11999999999898,-16.549999999999997,23.450000000000003,1.9899999999999984,21.050000000000004,PositionState,upper,23460.0,23409.5,0.0,-50.5,0.0,-50.5,-29.5,0,2092.508
1056,9535,9667,1675767600000.0,22984.5,23017.5,22962.5,22977.5,2315.059,53203173.7835,2023-02-07 11:00:00,0.0001,50191.99,54.05,23002.07,22846.5,22924.29,23079.86,22768.71,23157.64,22690.93,-0.62,-17.89,17.27,23.61,20.05,18.64,21.6,3103.65292857143,-17.74,-53.20999999999913,-10.43,-0.91,22925.05,22971.65,102.36000000000058,-208.79000000000087,-5.849999999998545,-52.45000000000073,-15.950000000000005,24.05,3.5599999999999987,17.27,,,22926.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8941.254
1057,9536,9668,1675771200000.0,22977.5,23028.0,22966.5,23019.0,2957.095,68013740.146,2023-02-07 12:00:00,0.0001,50560.187,57.19,23012.37,22854.24,22933.31,23091.43,22775.18,23170.49,22696.12,6.56,-13.0,19.56,23.32,19.17,18.01,21.58,3047.5727857142874,-56.08,-85.68999999999869,2.82,-0.33,22941.05,22995.32,72.43000000000029,-243.8199999999997,-23.68000000000029,-77.95000000000073,-12.810000000000002,27.19,4.149999999999999,19.56,,,22926.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8941.254
1058,9537,9669,1675774800000.0,23019.0,23039.0,22932.5,22977.0,2821.077,64818556.977,2023-02-07 13:00:00,0.0001,50788.758,53.22,23013.32,22861.61,22937.47,23089.18,22785.75,23165.03,22709.9,8.76,-8.64,17.41,21.57,20.13,16.97,21.35,2521.398285714287,-526.17,-39.52999999999884,-1.25,-2.99,22953.44,22986.16,112.18000000000028,-191.25,9.159999999999854,-23.56000000000131,-16.78,23.22,1.4400000000000013,17.4,,,22926.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8941.254
