start_at,open,high,low,close,volume,turnover,date,wclprice,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,ema_sma,sma_ema,ema_sma_500,sma_ema_500,rsi_buy,dmi_diff,macd_diff,bol_diff,aroon,adline,entry_price,bb_profit
2020-06-07 12:00:00,9574,9601.5,9477.5,9513,947.592,9014442.696,2020-06-07 12:00:00,9526.25,24.84,9675.08,9598.06,9636.57,9713.6,9559.54,9752.11,9521.03,1.59,-17.9,-5.66,-12.23,10.03,37.59,22.22,21.1,257.684785714286,56.67,110.32,45.85,-9.16,9631.45,9580.86,187.35,33.2900000000009,54.6100000000006,105.200000000001,-45.16,-50.5900000000001,50.5900000000001,0,0,-5.16,-27.56,-12.24,154.06,-57.14,46444.29,9513,76.0125197098707
2020-06-11 14:00:00,9636.5,9674,9607.5,9619,539.022,5184852.618,2020-06-11 14:00:00,9629.87,23.31,9863.04,9703.86,9783.45,9942.63,9624.27,10022.22,9544.68,3.25,-25.78,3.2,-28.98,12.14,30.38,26.67,28.29,487.003857142857,21.61,153.58,67.7,-1.24,9757.69,9685.64,312.759999999998,-5.60000000000036,55.7699999999986,127.82,-46.69,-72.0500000000011,72.0500000000011,0,0,-6.69,-18.24,-28.98,318.359999999999,-85.71,47899.04,9619,-61.6220709013408
2020-06-14 15:00:00,9351,9437.5,9337,9415,364.576,3432483.04,2020-06-14 15:00:00,9401.12,45.66,9437.91,9393.63,9415.77,9460.05,9371.49,9482.19,9349.35,0.94,-9.54,-5.36,-4.17,12.5,27.86,21.84,18.43,148.216642857143,19.81,14.6499999999996,6.63,4.35,9408.88,9395.3,58.9299999999985,-29.630000000001,-5.82000000000153,7.7599999999984,-24.34,-13.5799999999999,13.5799999999999,0,0,15.66,-15.36,-4.18,88.5599999999995,-92.85,47447.79,9415,-43.130058417419
2020-06-17 15:00:00,9413.5,9435,9388.5,9391,307.977,2892212.007,2020-06-17 15:00:00,9401.37,37.3,9496.5,9436.11,9466.3,9526.69,9405.91,9556.89,9375.72,1.27,-4.14,6.37,-10.51,20.46,17.06,14.3,16.49,262.171142857143,14.5,64.9299999999985,23.51,-3.02,9470.91,9433.13,125.32,4.53999999999905,31.7599999999984,69.5399999999991,-32.7,-37.7800000000007,37.7800000000007,0,0,7.3,3.4,-10.51,120.780000000001,-7.14,49151.67,9391,11.2351932701519
2020-06-18 21:00:00,9348,9383,9277,9373.5,696.646,6530011.281,2020-06-18 21:00:00,9351.75,33.64,9427.13,9377.41,9402.27,9451.99,9352.55,9476.85,9327.69,1.05,-16.78,-10.4,-6.37,8.61,27.31,20.2,17.39,243.393571428571,45.4,50.5200000000004,19.01,-4.07,9388.81,9366.87,100.24,0.799999999999272,15.1200000000008,37.0599999999995,-36.36,-21.9399999999987,21.9399999999987,0,0,3.64,-18.7,-6.38,99.4400000000005,-85.71,49943.43,9373.5,-6.50051208193354
2020-06-20 14:00:00,9287.5,9296,9276,9283.5,128.005,1188334.4175,2020-06-20 14:00:00,9284.75,38.91,9320.82,9296.95,9308.88,9332.75,9285.01,9344.68,9273.08,0.51,-13.34,-13.37,0.02,8.84,33,29.66,25.96,230.975642857143,-11.01,24.1299999999992,2.96,-1.1,9297.85,9293.2,48,0.260000000000218,8.45000000000073,13.1000000000004,-31.09,-4.64999999999964,4.64999999999964,0,0,8.91,-24.16,0.0299999999999994,47.7399999999998,0,50356.81,9283.5,5.2635805461302
2020-06-21 19:00:00,9316.5,9353,9306,9349.5,170.186,1591154.007,2020-06-21 19:00:00,9339.5,47.9,9362.9,9333.02,9347.96,9377.84,9318.08,9392.78,9303.14,0.63,2.9,7.3,-4.39,19.51,22.73,15.32,19.67,147.626714285714,4.99,8.45999999999913,5.42,-1.94,9348.15,9341.43,38.3400000000001,-21.4200000000001,1.93000000000029,8.64999999999964,-22.1,-6.71999999999935,6.71999999999935,0,0,17.9,-3.22,-4.4,59.7600000000002,-92.85,50335.16,9349.5,9.05360179688769
2020-06-24 08:00:00,9515,9549,9484,9519,766.972,7300806.468,2020-06-24 08:00:00,9517.75,30.53,9656.92,9582.49,9619.71,9694.13,9545.28,9731.34,9508.07,1.54,-2.79,12.16,-14.95,16.08,33.83,36.24,42.65,273.829642857143,48.15,101.959999999999,55.45,-9.03,9623.37,9574.5,176.379999999999,27.5300000000007,56.75,105.620000000001,-39.47,-48.8700000000008,48.8700000000008,0,0,0.530000000000001,-17.75,-14.95,148.849999999999,-100,51485.2,9519,-72.635014182162
2020-06-26 08:00:00,9140.5,9164.5,9114,9133,381.897,3487865.301,2020-06-26 08:00:00,9136.12,30.39,9272.15,9191.28,9231.72,9312.59,9150.85,9353.02,9110.41,1.75,-27.73,-19.09,-8.64,10.15,34.38,35.05,35.92,318.994714285,16.68,95.5999999999985,31.53,-0.1,9221.17,9172.48,176.469999999999,14.7299999999996,36.3599999999988,85.0499999999993,-39.61,-48.6900000000005,48.6900000000005,0,0,0.390000000000001,-24.23,-8.64,161.74,-71.42,49637.75,9133,17.886904631556
2020-06-27 17:00:00,9101.5,9150.5,9060,9085.5,465.755,4231617.0525,2020-06-27 17:00:00,9095.37,32.17,9171.39,9129.04,9150.22,9192.56,9107.87,9213.74,9086.7,0.92,-17.35,-13.15,-4.2,10.86,24.72,22.05,25.25,222.098785713571,17.22,54.8499999999985,14.15,-1.91,9140.62,9116.34,97.1899999999987,12.5,20.9699999999993,45.25,-37.83,-24.2800000000007,24.2800000000007,0,0,2.17,-13.86,-4.2,84.6899999999987,-64.28,49264.51,9085.5,-14.8568763414231
2020-06-29 14:00:00,9047.5,9090,9047,9066,332.053,3010392.498,2020-06-29 14:00:00,9067.25,43.01,9116.57,9076.48,9096.53,9136.62,9056.43,9156.66,9036.39,0.88,-2.82,3.97,-6.8,14,27.05,15.52,15.74,269.442357141429,17.07,29.2800000000007,0.12,-1.21,9092.15,9077.53,69.3700000000008,-10.8199999999997,10.2800000000007,24.8999999999996,-26.99,-14.619999999999,14.619999999999,0,0,13.01,-13.05,-6.79,80.1900000000005,-85.71,50724.23,9066,17.2162144275314
2020-07-02 16:00:00,9046.5,9073.5,8939.5,9045,2098.26199999,18978779.7899096,2020-07-02 16:00:00,9025.75,24.51,9241.53,9133.1,9187.31,9295.74,9078.89,9349.96,9024.67,2.36,-19.66,0.19,-19.86,11.67,54.03,26.17,23.97,558.837499998571,127.16,161.56,98.86,-12.75,9178.03,9108.84,269.99,53.1399999999994,83.0900000000002,152.280000000001,-45.49,-69.1900000000005,69.1900000000005,0,0,-5.49,-42.36,-19.85,216.85,-100,52211.18,9045,17.4296849087893
2020-07-04 00:00:00,9062,9080,9048,9070,197.08899999,1787597.2299093,2020-07-04 00:00:00,9067,39.44,9101.67,9077.45,9089.56,9113.78,9065.35,9125.88,9053.24,0.53,-12.5,-12.77,0.26,15.72,30.04,22.71,26.37,151.580428567143,1.45,22.5599999999995,5.66,-1.15,9082.77,9073.34,46.7800000000007,-1.64999999999964,6.34000000000015,15.7700000000004,-30.56,-9.43000000000029,9.43000000000029,0,0,9.44,-14.32,0.27,48.4300000000003,-71.42,53045.61,9070,2.65369349503835
2020-07-04 11:00:00,9061,9076,9055,9059.5,152.33,1380033.635,2020-07-04 11:00:00,9062.5,37.94,9089.44,9069.26,9079.35,9099.54,9059.17,9109.63,9049.07,0.44,-9.02,-9.01,-0.01,13.41,27.13,23.39,22.37,124.375928570714,5.54,16.8500000000004,-0.09,-1.61,9076.12,9067.48,37.0400000000009,-3.32999999999993,4.97999999999956,13.6200000000008,-32.06,-8.64000000000124,8.64000000000124,0,0,7.94,-13.72,-0.00999999999999979,40.3700000000008,-7.14,52914.24,9059.5,2.99173795463294
2020-07-09 15:00:00,9299,9299,9161,9210,2775.143,25559067.03,2020-07-09 15:00:00,9220,27.23,9411.83,9318.44,9365.14,9458.53,9271.75,9505.22,9225.05,1.99,-7.4,11.14,-18.55,15.87,47.83,26.36,30.43,443.875071428571,188.64,145.139999999999,84.17,-21,9363.97,9305.91,238.530000000001,51.75,85.9099999999999,143.969999999999,-42.77,-58.0599999999995,58.0599999999995,0,0,-2.77,-31.96,-18.54,186.780000000001,-21.42,55236.31,9210,7.44918566775204
2020-07-16 08:00:00,9125.5,9136,9107.5,9125.5,380.518,3472417.009,2020-07-16 08:00:00,9123.62,26.97,9219.97,9166.16,9193.07,9246.87,9139.26,9273.77,9112.36,1.17,-17.67,-9.97,-7.69,10.2,44.92,39.48,39.37,310.731214285714,-5.04,69.4499999999989,28.9,-0.93,9185.05,9150.53,123.25,15.6399999999994,26.9099999999999,61.4299999999985,-43.03,-34.5199999999986,34.5199999999986,0,0,-3.03,-34.72,-7.7,107.610000000001,-71.42,56383.46,9125.5,-1.98500356144887
2020-07-19 06:00:00,9143.5,9151.5,9142,9151.5,31.498,288253.947,2020-07-19 06:00:00,9149.12,43.48,9167.22,9150.38,9158.8,9175.65,9141.95,9184.07,9133.53,0.36,0.17,3.63,-3.45,22.15,25.18,23.31,25,123.060785714286,-1.8,9.67999999999847,3.26,-1.92,9159.8,9151.19,26.5299999999988,-7.17000000000007,2.06999999999971,10.6799999999985,-26.52,-8.60999999999876,8.60999999999876,0,0,13.48,-3.03,-3.46,33.6999999999989,-57.14,54602.49,9151.5,-3.62781511227631
2020-08-02 06:00:00,11261,11319,11209.5,11295,854.063,9646641.585,2020-08-02 06:00:00,11279.62,35.4,11815.1,11408.97,11612.03,12018.17,11205.9,12221.24,11002.83,6.99,1.41,76.05,-74.63,12.62,43.31,39.82,38.09,2129.53885714286,27.32,332.41,99.1,-0.17,11664.85,11409.56,738.549999999999,-73.7200000000012,129.939999999999,385.23,-34.6,-255.290000000001,255.290000000001,0,0,5.4,-30.69,-74.64,812.27,0,86573.29,11295,-27.6027888446218
2020-08-07 15:00:00,11636.5,11666.5,11627,11638.5,305.061,3550452.4485,2020-08-07 15:00:00,11642.62,36.53,11813.29,11695.14,11754.21,11872.36,11636.06,11931.44,11576.99,2.01,-10.37,16.03,-26.41,10.11,35.85,24.51,22.76,526.654357142857,-1.4,111.589999999998,34.42,-1.61,11747.52,11680.44,229.74,-6.56000000000131,37.8199999999997,104.9,-33.47,-67.0799999999999,67.0799999999999,0,0,6.53,-25.74,-26.4,236.300000000001,-85.71,95246.63,11638.5,24.2808738239466
2020-08-09 15:00:00,11572,11603.5,11548,11577,444.104,5141392.008,2020-08-09 15:00:00,11576.37,34.41,11717.09,11614.17,11665.63,11768.55,11562.71,11820.01,11511.25,1.76,-21.98,-7.24,-14.74,14.13,31.18,21.07,19.86,296.104285714286,-4.83,89.2599999999984,33.68,-1.22,11648.91,11606.28,192.179999999998,-13.6600000000017,29.9099999999999,72.5399999999991,-35.59,-42.6299999999992,42.6299999999992,0,0,4.41,-17.05,-14.74,205.84,-85.71,95423.78,11577,22.0951800984714
2020-08-11 07:00:00,11753,11784.5,11711,11754.5,330.28,3882276.26,2020-08-11 07:00:00,11751.12,39.71,11882.84,11796.64,11839.74,11925.94,11753.54,11969.04,11710.44,1.45,-4.86,12.13,-17,16.02,30.16,18.86,20.7,466.298357142857,-26.16,88.619999999999,-32.35,-2.3,11844.51,11792,174.82,2.42000000000007,40.8799999999992,93.3899999999994,-30.29,-52.5100000000002,52.5100000000002,0,0,9.71,-14.14,-16.99,172.4,-42.85,97230.09,11754.5,-81.9081926070865
2020-08-13 09:00:00,11427,11429,11293,11401.5,1464.676,16699503.414,2020-08-13 09:00:00,11381.25,33.89,11572.52,11466.12,11519.32,11625.72,11412.92,11678.92,11359.72,1.84,-9.29,9.05,-18.34,12.64,35.71,23.72,27.99,465.392285714286,78.98,138.07,67.28,-8.98,11530.47,11454.84,244.469999999999,31.6700000000001,73.5900000000002,149.219999999999,-36.11,-75.6299999999992,75.6299999999992,0,0,3.89,-23.07,-18.34,212.799999999999,-64.28,98845.43,11401.5,37.352545717669
2020-08-16 04:00:00,11933,11936,11885,11906,199.711,2377759.166,2020-08-16 04:00:00,11908.25,58.91,11901.23,11832.96,11867.1,11935.37,11798.83,11969.5,11764.69,1.15,19.5,19.01,0.49,20.66,13.31,16.99,20.45,494.877785714286,-2.13,-41.1499999999996,14.46,2.86,11876.7,11895.52,27.1200000000008,-109.42,-12.7299999999996,-31.5499999999993,-11.09,18.8199999999997,-18.8199999999997,0,0,28.91,7.35,0.489999999999998,136.540000000001,0,104554.76,11906,-13.6309255837394
2020-08-16 11:00:00,11812.5,11812.5,11752.5,11771.5,585.541,6892695.8815,2020-08-16 11:00:00,11777,37.27,11891.75,11828.92,11860.33,11923.17,11797.5,11954.59,11766.08,1.05,0.37,12.81,-12.44,13.92,22.8,15.38,16.86,379.874428571429,-138.39,83.3299999999999,26.05,-4.86,11873.33,11825.13,146.17,20.5,48.1299999999992,96.3299999999999,-32.73,-48.2000000000007,48.2000000000007,0,0,7.27,-8.88,-12.44,125.67,0,104332.55,11771.5,21.6755766045109
2020-08-18 15:00:00,11948.5,12040,11911,11946,681.884,8145786.264,2020-08-18 15:00:00,11960.75,30.68,12295.23,12077.8,12186.52,12403.95,11969.08,12512.67,11860.36,3.56,-11.93,38.23,-50.17,11.01,30.99,28.41,33.34,655.5825,37.45,225.77,129.2,-2.22,12178.91,12054.25,443.200000000001,8.32999999999993,93.5,218.16,-39.32,-124.66,124.66,0,0,0.68,-19.98,-50.16,434.870000000001,-92.85,112182.14,11946,-48.6289804118531
2020-08-21 10:00:00,11794,11796,11743,11770,393.285,4628964.45,2020-08-21 10:00:00,11769.75,39.12,11846.39,11800.41,11823.4,11869.39,11777.41,11892.38,11754.42,0.77,-0.02,7.44,-7.46,17.11,28.16,12.22,15.24,151.3605,25.55,53.6499999999996,23.08,-8.78,11828.56,11801.98,99.6399999999994,7.65999999999985,32.2299999999996,58.8099999999995,-30.88,-26.5799999999999,26.5799999999999,0,0,9.12,-11.05,-7.46,91.9799999999996,-92.85,113554.02,11770,-48.1598130841119
2020-08-23 11:00:00,11537.5,11558,11525,11531.5,207.511,2392913.0965,2020-08-23 11:00:00,11536.5,35.69,11629.68,11561.69,11595.69,11663.68,11527.7,11697.67,11493.71,1.17,-12.06,-4.22,-7.84,14.94,29.72,18.36,20.33,133.936428571429,-18.81,59.1900000000005,17.98,-2,11586.74,11560.97,127.18,-8.79999999999927,24.4699999999993,50.2399999999998,-34.31,-25.7700000000004,25.7700000000004,0,0,5.69,-14.78,-7.84,135.98,-78.57,113156.92,11531.5,13.219967046785
2020-08-25 04:00:00,11672.5,11688.5,11657,11686.5,110.216,1288039.284,2020-08-25 04:00:00,11679.62,39.52,11761.03,11697.68,11729.36,11792.71,11666.01,11824.38,11634.33,1.08,2.75,16.45,-13.7,19.86,27.45,24.9,28.64,94.9017142857143,-10.15,49.7399999999998,24.5,-2.82,11732.78,11699.91,113.089999999998,-13.6100000000006,20.2899999999991,53.1599999999999,-30.48,-32.8700000000008,32.8700000000008,0,0,9.52,-7.59,-13.7,126.699999999999,-100,113065.91,11686.5,-76.4613400077008
2020-08-27 17:00:00,11277.5,11278,11144,11198.5,1413.801,15832450.4985,2020-08-27 17:00:00,11204.75,32.24,11423.06,11301.76,11362.41,11483.72,11241.11,11544.37,11180.46,2.13,-35.48,-19.65,-15.83,21.38,32.23,15.63,17.3,489.831642857143,93.88,157.66,37,-13.2,11342.63,11278.99,278.969999999999,36.3600000000006,74.2399999999998,137.879999999999,-37.76,-63.6399999999994,63.6399999999994,0,0,2.24,-10.85,-15.83,242.609999999999,-28.57,110333.77,11198.5,31.79398580167
2020-09-02 11:00:00,11590,11590,11171,11415.5,2860.935,32659003.4925,2020-09-02 11:00:00,11398,19.81,11942.98,11634.54,11788.76,12097.2,11480.33,12251.42,11326.11,5.23,-65.14,-10.58,-54.55,8.39,56.74,28.65,25.58,610.006642857143,197.03,390.76,173.52,-18.84,11736.83,11581.78,699.200000000001,82.3299999999999,183.780000000001,338.83,-50.19,-155.049999999999,155.049999999999,0,0,-10.19,-48.35,-54.56,616.870000000001,-92.85,114141.12,11415.5,-241.397323814112
