start_at,open,high,low,close,volume,turnover,date,wclprice,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,ema_sma,sma_ema,ema_sma_500,sma_ema_500,rsi_buy,dmi_diff,macd_diff,bol_diff,aroon,adline,entry_price,bb_profit
2020-03-28 00:00:00,6354,6354,6196,6297,305.349,1922782.653,2020-03-28 00:00:00,6286,18.19,6694.2,6502.99,6598.59,6789.8,6407.39,6885.4,6311.79,5.79,-49.66,-18.62,-31.04,9.72,46.19,21.05,18.93,195.224857142857,7.51,312.59,140.43,-5.38,6581.27,6447.46,503.8,121.39,161.46,295.27,-51.81,-133.81,133.81,0,0,-11.81,-36.47,-31.04,382.41,-92.85,37.9,6297,-133.600142925202
2020-04-01 01:00:00,6302.5,6317,6280.5,6282,536.143,3368050.326,2020-04-01 01:00:00,6290.37,34.92,6447.46,6358.04,6402.75,6492.17,6313.33,6536.88,6268.62,2.79,-0.61,21.25,-21.86,15.99,28.69,26.81,31.63,708.812928571429,-10.02,112.38,57.33,-3.11,6409.63,6345.73,201.8,22.96,55.3599999999997,119.26,-35.08,-63.9000000000005,63.9000000000005,0,0,4.92,-12.7,-21.86,178.84,-64.28,-49.64,6282,19.6226361031519
2020-04-07 21:00:00,7121,7214.5,7081,7166,889.951,6377388.866,2020-04-07 21:00:00,7156.87,38.53,7341.18,7212.29,7276.74,7405.62,7147.85,7470.06,7083.41,3.54,14.04,47.33,-33.29,14.52,28.09,30.47,36.42,767.220857142857,2.6,119.87,55.88,-1.98,7285.2,7212.66,248.75,-9.01999999999953,55.79,128.33,-31.47,-72.54,72.54,0,0,8.53,-13.57,-33.29,257.77,-57.14,10254.8,7166,36.4711415015351
2020-04-09 12:00:00,7186.5,7300.5,7123,7300,2839.477,20728182.1,2020-04-09 12:00:00,7255.87,44.44,7324.24,7259.78,7292.01,7356.47,7227.55,7388.7,7195.32,1.76,-5.56,3.75,-9.32,11.23,28.51,14.92,14.11,1059.30164285714,171.9,36.1400000000003,16.72,-2.16,7287.03,7262.2,100.6,-28.3199999999997,6.32999999999993,31.1599999999999,-25.56,-24.8299999999999,24.8299999999999,0,0,14.44,-17.28,-9.31,128.92,-92.85,10179.46,7300,7.38493150684935
2020-04-10 04:00:00,7175.5,7175.5,7083,7136.5,1420.505,10137433.9325,2020-04-10 04:00:00,7132.87,28.95,7302,7214.26,7258.13,7345.87,7170.39,7389.74,7126.52,2.41,-23.05,-9.72,-13.32,9.88,37.01,27.77,22.95,260.266071428571,71.05,125.26,42.98,-8.38,7251.14,7192.73,213,37.5200000000004,59.8599999999997,118.27,-41.05,-58.4100000000008,58.4100000000008,0,0,-1.05,-27.13,-13.33,175.48,-100,10694.11,7136.5,-121.425131366916
2020-04-15 11:00:00,6782.5,6791,6743,6774,1483.637,10050157.038,2020-04-15 11:00:00,6770.5,33.65,6888.61,6812.55,6850.58,6926.64,6774.52,6964.67,6736.49,2.22,-8.16,4.86,-13.03,14.88,27.06,14.5,15.58,474.0755,69.38,80.0799999999999,31.19,-3.9,6853.91,6807.06,156.14,4.02000000000044,36.5600000000004,83.4099999999999,-36.35,-46.8499999999995,46.8499999999995,0,0,3.65,-12.18,-13.02,152.12,-50,9824.73,6774,45.8585473870682
2020-04-20 11:00:00,7070.5,7077,6948.5,6965.5,1492.34,10394894.27,2020-04-20 11:00:00,6989.12,24.99,7173.36,7089.97,7131.67,7215.05,7048.28,7256.75,7006.58,2.33,-16.34,-2.76,-13.58,12.73,37.74,17.28,18.34,521.668214285714,81.03,142.55,60.15,-11.47,7132.98,7068.89,225.93,59.1599999999999,79.7700000000004,143.86,-45.01,-64.0899999999992,64.0899999999992,0,0,-5.01,-25.01,-13.58,166.77,-50,13956.08,6965.5,-36.0327542889957
2020-05-03 15:00:00,8771,8840,8725,8811,1335.954,11771090.694,2020-05-03 15:00:00,8796.75,34.91,9062.71,8864.52,8963.61,9161.8,8765.43,9260.89,8666.33,4.42,-5.65,31.25,-36.91,14.84,29.58,21.63,21.09,1023.117,18.14,166.860000000001,21.1,-2.97,8967.23,8863.72,365.049999999999,-31.3199999999997,66.9699999999994,170.48,-35.09,-103.51,103.51,0,0,4.91,-14.74,-36.9,396.369999999999,-100,21881.73,8811,3.16918624446698
2020-05-09 07:00:00,9704.5,9740,9573,9603,1560.143,14982053.229,2020-05-09 07:00:00,9629.75,32.79,9915.78,9746.25,9831.01,10000.54,9661.48,10085.31,9576.72,3.44,-11.91,25.99,-37.9,12.3,34.5,24.8,25.94,768.006071428571,76.71,201.26,93.29,-6.75,9806.33,9728,370.790000000001,31.7299999999996,98.25,176.58,-37.21,-78.3299999999999,78.3299999999999,0,0,2.79,-22.2,-37.9,339.060000000001,-64.28,32837.5,9603,45.4347703842547
2020-05-10 00:00:00,9546,9569,8153,8705.5,49286.41,429062842.255,2020-05-10 00:00:00,8783.25,12.74,9819.43,9408.58,9614.01,10024.85,9203.16,10230.28,8997.74,8.54,-112.01,-49.35,-62.65,5.23,66.3,36.65,33.74,4102.05892857143,3460.71,830.76,524.42,-42.97,9584.3,9282.62,1241.6,419.91,499.370000000001,801.049999999999,-57.26,-301.679999999999,301.679999999999,0,0,-17.26,-61.07,-62.66,821.690000000001,-50,23918.63,8705.5,20.9949859284363
2020-05-11 18:00:00,8505.5,8658.5,8182,8598,7440.19,63970753.62,2020-05-11 18:00:00,8509.12,37.95,8833.69,8592,8712.84,8954.53,8471.15,9075.38,8350.3,5.54,-41.53,-33.16,-8.37,13.38,32.83,33.85,41.2,3014.58121428571,476.02,203.719999999999,35.09,-7.58,8759.13,8606.83,445.41,-37.9700000000012,97.7099999999991,250.009999999998,-32.05,-152.299999999999,152.299999999999,0,0,7.95,-19.45,-8.37000000000001,483.380000000001,-42.85,27186.9,8598,46.0719469644102
2020-05-15 20:00:00,9340.5,9398,9140.5,9249,3101.311,28684025.439,2020-05-15 20:00:00,9259.12,30.76,9605.55,9405.49,9505.52,9705.58,9305.46,9805.61,9205.43,4.2,-41.52,-6.68,-34.83,14.85,39.17,27.52,34.47,725.517142857143,203.6,246.4,-5.51,-10.83,9467.77,9373.02,446.459999999999,46.3399999999983,113.9,208.65,-39.24,-94.75,94.75,0,0,0.760000000000002,-24.32,-34.84,400.120000000001,-92.85,29368.32,9249,77.1411287706776
2020-05-16 18:00:00,9315.5,9345.5,9264.5,9285.5,518.502,4814550.321,2020-05-16 18:00:00,9295.25,35.9,9458.55,9357.3,9407.92,9509.17,9306.67,9559.8,9256.05,2.15,-31.36,-22.95,-8.4,13.36,24.35,22.2,25.28,429.487571428571,21.02,112.67,22.52,-2.54,9398.07,9341.84,213.92,11.4200000000001,46.5900000000001,102.82,-34.1,-56.2299999999996,56.2299999999996,0,0,5.9,-10.99,-8.41,202.5,-92.85,30280.77,9285.5,38.5394270637014
2020-05-19 04:00:00,9529.5,9573,9470,9535.5,551.279,5256720.9045,2020-05-19 04:00:00,9528.5,35.27,9700.41,9598.06,9649.23,9751.58,9546.89,9802.75,9495.72,2.12,-25.59,-8.58,-17,12.78,31.58,22.33,22.57,551.607857142857,2.51,120.73,12.01,-1.56,9643.49,9573.52,223.08,18.3899999999994,45.0200000000004,114.99,-34.73,-69.9699999999994,69.9699999999994,0,0,5.27,-18.8,-17.01,204.690000000001,-35.71,34249.56,9535.5,81.488422211735
2020-05-20 16:00:00,9414,9525,9360,9493.5,1702.244,16160253.414,2020-05-20 16:00:00,9468,26.4,9778.62,9608.29,9693.45,9863.78,9523.13,9948.94,9437.96,3.51,-21.51,8.39,-29.9,11.13,35.71,20.14,15.5,849.779214285714,110.18,225.450000000001,121.76,-2.85,9702.16,9578.93,395.780000000001,55.1299999999992,110.93,234.16,-43.6,-123.23,123.23,0,0,-3.6,-24.58,-29.9,340.650000000001,-64.28,32432.9,9493.5,-106.159851477327
2020-05-24 07:00:00,9270,9283.5,9240.5,9253,283.692,2625002.076,2020-05-24 07:00:00,9257.5,62.37,9234.45,9171.93,9203.19,9265.7,9140.67,9296.96,9109.41,1.35,11.04,3.94,7.1,21.82,20.28,19.42,19.74,262.802642857143,6.41,-54.3099999999995,24.42,8.49,9205.02,9235.63,8.20000000000073,-116.83,-21.8700000000008,-52.4799999999996,-7.63,30.6099999999988,-30.6099999999988,0,0,32.37,1.54,7.1,125.030000000001,42.85,33607.35,9253,-46.7453690694909
2020-05-24 14:00:00,9091.5,9091.5,9008,9072.5,788.28,7151670.3,2020-05-24 14:00:00,9061.12,30.16,9237.05,9128.85,9182.95,9291.15,9074.76,9345.25,9020.66,2.35,-15.05,2.09,-17.15,12.76,33.36,22.39,21.76,485.204357142857,32.83,121.83,38.88,-3.87,9195.92,9114.94,230.029999999999,13.6399999999994,53.8199999999997,134.799999999999,-39.84,-80.9799999999996,80.9799999999996,0,0,0.16,-20.6,-17.14,216.389999999999,-35.71,33553.03,9072.5,-64.3085422981538
2020-05-26 13:00:00,8812.5,8857.5,8779.5,8806.5,565.765,4982409.4725,2020-05-26 13:00:00,8812.5,39.76,8909.84,8842.04,8875.94,8943.74,8808.13,8977.64,8774.23,1.52,-7.66,-0.55,-7.1,15.62,21.88,15.82,21.29,472.907714285714,28.18,63.4400000000005,7.7,-2.35,8887.33,8842.1,131.24,-4.3700000000008,29.6000000000004,74.8299999999999,-30.24,-45.2299999999996,45.2299999999996,0,0,9.76,-6.26,-7.11,135.610000000001,-35.71,31960.18,8806.5,13.0515585079203
2020-05-29 11:00:00,9365.5,9415,9345,9399.5,387.761,3644759.5195,2020-05-29 11:00:00,9389.75,46.33,9484.91,9395.91,9440.41,9529.4,9351.41,9573.9,9306.91,1.88,40.1,67,-26.9,17.93,23.45,33.44,35.63,532.776214285714,2.44,50.6599999999999,24.09,-3.82,9474.5,9422.33,139.65,-38.3400000000001,32.5799999999999,84.75,-23.67,-52.1700000000001,52.1700000000001,0,0,16.33,-5.52,-26.9,177.99,-85.71,34494.68,9399.5,8.6687217405185
2020-06-02 16:00:00,9469,9512.5,9426,9473.5,1468.248,13909447.428,2020-06-02 16:00:00,9471.37,27.75,10110.42,9644.17,9877.3,10343.55,9411.04,10576.67,9177.92,9.44,0.93,89.35,-88.41,18,43.53,48.66,41.66,1157.79157142857,87.13,405.929999999999,44.75,-2.42,9929.67,9640.64,872.179999999999,-60.3299999999999,169.269999999999,458.299999999999,-42.25,-289.030000000001,289.030000000001,0,0,-2.25,-25.53,-88.42,932.509999999998,-14.28,41561.01,9473.5,33.4340476064815
2020-06-05 12:00:00,9695.5,9719,9621.5,9671.5,481.296,4654854.264,2020-06-05 12:00:00,9670.87,39.26,9789.43,9710.36,9749.89,9828.96,9670.82,9868.5,9631.29,1.62,7.18,26.51,-19.33,11.23,29.53,29.94,30.4,376.860857142857,22.08,79.0199999999986,47.47,0.01,9758.35,9709.66,158.089999999998,-0.0500000000010914,38.7899999999991,87.4799999999996,-30.74,-48.6900000000005,48.6900000000005,0,0,9.26,-18.3,-19.33,158.139999999999,-85.71,46176.26,9671.5,17.4827120922298
