start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_type,entry_volume
2020-08-07 15:00:00,11636.5,11666.5,11627.0,11638.5,305.061,3550452.4485,2020-08-07 15:00:00,0.0001,0.000471,5266.41799999,37.12,11815.58,11698.93,11757.25,11873.9,11640.61,11932.22,11582.28,-10.92,15.66,-26.58,10.11,35.85,24.51,22.76,526.6543571428572,-1.4,118.75,39.59,-1.61,11750.66,11681.7,235.39999999999964,2.110000000000582,43.20000000000073,112.15999999999985,-32.88,7.119999999999997,-25.740000000000002,-26.58,233.28999999999905,PositionState,lower,11638.5,11745.5,0.0,-107.0,158.0,-107.0,51.05263157894737,0,31.520000000000437,None,490.68
2020-08-09 15:00:00,11572.0,11603.5,11548.0,11577.0,444.104,5141392.008,2020-08-09 15:00:00,0.0001,0.000719,4998.30599999,36.75,11718.56,11608.67,11663.62,11773.5,11553.73,11828.45,11498.78,-23.69,-8.67,-15.02,14.15,31.16,20.78,19.42,296.1042857142857,-4.83,86.6200000000008,30.32,-1.22,11647.0,11601.95,196.5,-23.270000000000437,24.950000000000728,70.0,-33.25,6.75,-17.009999999999998,-15.020000000000001,219.77000000000044,PositionState,lower,11577.0,11675.0,0.0,-98.0,40.5,-98.0,-30.166666666666668,0,-34.2599999999984,None,200.381
2020-08-11 09:00:00,11713.0,11766.5,11695.5,11706.5,467.5,5472788.75,2020-08-11 09:00:00,0.0001,0.00088,6171.838,37.94,11879.65,11754.64,11817.15,11942.15,11692.14,12004.65,11629.64,-22.64,0.59,-23.23,14.12,28.0,20.66,21.24,469.0240714285714,7.4,110.64999999999964,31.6,-1.16,11806.88,11738.21,235.64999999999964,-14.360000000000582,31.709999999999127,100.3799999999992,-32.06,7.939999999999998,-13.88,-23.23,250.01000000000022,PositionState,lower,11706.5,11446.5,0.0,260.0,489.0,-31.0,256.6304347826087,0,367.8099999999995,None,944.443
2020-08-13 09:00:00,11427.0,11429.0,11293.0,11401.5,1464.676,16699503.414,2020-08-13 09:00:00,0.0001,-1e-06,5715.616,37.85,11573.8,11467.41,11520.61,11627.0,11414.21,11680.2,11361.01,-9.26,8.39,-17.66,12.64,35.71,23.72,27.99,465.3922857142857,78.98,119.11000000000058,56.63,-8.98,11529.61,11459.21,225.5,12.709999999999127,57.70999999999913,128.11000000000058,-32.15,7.850000000000001,-23.07,-17.65,212.79000000000087,PositionState,lower,11401.5,11556.0,0.0,-154.5,0.0,-154.5,-71.33333333333333,0,-39.14000000000124,None,519.976
2020-08-16 11:00:00,11812.5,11812.5,11752.5,11771.5,585.541,6892695.8815,2020-08-16 11:00:00,0.00049832,0.001597,6019.204,38.68,11895.58,11825.59,11860.59,11930.57,11790.6,11965.57,11755.61,-0.55,12.66,-13.22,13.92,22.8,15.38,16.86,379.8744285714286,-138.39,89.09000000000015,28.53,-4.86,11873.66,11821.75,159.0699999999997,19.100000000000364,50.25,102.15999999999985,-31.32,8.68,-8.88,-13.21,139.96999999999935,PositionState,lower,11771.5,11869.5,0.0,-98.0,0.0,-98.0,-42.8,0,-15.920000000000073,None,918.115
2020-08-18 15:00:00,11948.5,12040.0,11911.0,11946.0,681.884,8145786.264,2020-08-18 15:00:00,0.00212467,0.002355,4293.952,34.2,12299.54,12070.36,12184.95,12414.12,11955.78,12528.71,11841.19,-14.45,37.12,-51.58,11.01,30.99,28.41,33.34,655.5825000000001,37.45,238.95000000000073,137.35,-2.22,12176.55,12044.93,468.1200000000008,9.780000000000655,98.93000000000029,230.54999999999927,-35.8,4.200000000000003,-19.979999999999997,-51.56999999999999,458.34000000000015,PositionState,lower,11946.0,11765.5,0.0,180.5,284.0,-112.5,115.98809523809524,0,302.8199999999997,None,733.239
2020-08-21 11:00:00,11770.0,11775.0,11708.0,11727.5,471.982,5535168.905,2020-08-21 11:00:00,0.0001,0.000692,4727.722,36.2,11848.16,11779.77,11813.97,11882.36,11745.58,11916.55,11711.39,-8.16,3.91,-12.08,15.39,30.57,13.71,15.52,176.7952142857143,25.43,86.46999999999935,38.86,-5.66,11820.83,11771.21,154.86000000000058,18.079999999999927,43.70999999999913,93.32999999999993,-33.8,6.200000000000003,-15.18,-12.07,136.78000000000065,PositionState,lower,11727.5,11594.0,0.0,133.5,296.5,-43.5,133.03846153846155,0,194.35999999999876,None,777.923
2020-08-25 04:00:00,11672.5,11688.5,11657.0,11686.5,110.216,1288039.284,2020-08-25 04:00:00,0.0001,0.00037,4708.68599999,42.88,11760.72,11696.87,11728.8,11792.65,11664.94,11824.58,11633.01,2.47,16.19,-13.71,19.86,27.45,24.9,28.64,94.90171428571429,-10.15,42.29999999999927,20.14,-2.82,11732.11,11699.73,106.14999999999964,-21.55999999999949,13.229999999999563,45.61000000000058,-27.119999999999997,12.880000000000003,-7.59,-13.72,127.70999999999913,PositionState,lower,11686.5,11401.5,0.0,285.0,439.5,0.0,259.48387096774195,0,321.8199999999997,None,113.953
2020-08-27 18:00:00,11198.5,11272.0,11169.5,11259.5,257.865,2903430.9675,2020-08-27 18:00:00,0.0001,0.000253,4833.58,40.23,11411.38,11283.52,11347.45,11475.31,11219.59,11539.24,11155.66,-40.55,-25.06,-15.49,19.47,29.34,15.96,17.7,492.68614285714284,2.85,87.95000000000073,15.01,-1.93,11316.5,11265.82,215.8099999999995,-39.909999999999854,6.319999999999709,57.0,-29.770000000000003,10.229999999999997,-9.870000000000001,-15.489999999999998,255.71999999999935,PositionState,lower,11259.5,11329.5,0.0,-70.0,9.5,-70.0,-18.416666666666668,0,-30.05999999999949,None,189.877
2020-09-02 12:00:00,11415.5,11491.0,11396.0,11443.0,319.26,3653292.18,2020-09-02 12:00:00,0.00077836,0.001445,4050.696,25.47,11927.06,11580.64,11753.85,12100.27,11407.43,12273.48,11234.22,-84.49,-27.11,-57.37,7.83,52.94,31.91,26.6,620.1182857142857,10.11,310.85000000000036,108.21,-0.23,11688.38,11526.7,657.2700000000004,-35.56999999999971,83.70000000000073,245.3799999999992,-44.53,-4.530000000000001,-45.11,-57.379999999999995,692.8400000000001,PositionState,lower,11443.0,10509.5,0.0,933.5,1297.5,0.0,574.4818181818182,0,1072.6100000000006,None,358.973
