,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
2701,2833,1651165200000.0,39884.5,40277.0,39850.0,40249.5,7274.75,291332326.0745,2022-04-28 17:00:00,-0.0001296,-0.000759,24982.531,66.59,39754.46,39192.58,39473.52,40035.39,38911.64,40316.33,38630.7,183.68,137.13,46.54,25.42,14.11,22.51,20.82,6786.610214285714,376.08,81.68,335.66,-2.18,39620.16,39938.1,PositionState,upper,40249.5,39509.5,0.0,-740.0,0.0,-740.0,-383.15,-277.29999999999563
3113,3245,1652648400000.0,31049.5,31222.0,30833.5,31061.5,4094.719,126995972.948,2022-05-15 21:00:00,5.566e-05,-0.000149,24484.43,69.19,30584.01,29783.59,30183.8,30984.22,29383.38,31384.44,28983.16,277.72,177.13,100.58,28.99,11.14,19.99,17.99,5018.123999999999,77.37,92.38,572.2,7.54,30349.5,30869.88,PositionState,upper,31061.5,30313.0,0.0,-748.5,254.0,-748.5,-188.21428571428572,-356.1000000000022
3223,3355,1653044400000.0,30415.0,30524.5,30225.5,30401.5,5729.893,174139047.0035,2022-05-20 11:00:00,0.0001,-0.000466,29199.136,59.5,30261.67,30010.24,30135.96,30387.39,29884.53,30513.1,29758.82,172.79,181.66,-8.86,24.58,13.24,29.62,29.49,4019.6404285714284,161.1,27.95,0.43,1.49,30218.27,30362.47,PositionState,upper,30401.5,29487.5,0.0,-914.0,0.0,-914.0,-277.625,-453.22999999999956
3270,3402,1653213600000.0,30125.5,30314.0,30090.5,30177.0,7641.277,230700407.14,2022-05-22 10:00:00,-1.093e-05,-0.000186,26841.33,75.49,29767.85,29309.39,29538.62,29997.08,29080.16,30226.31,28850.93,105.98,22.81,83.16,42.19,12.13,16.89,15.81,2829.0623571428573,407.54,67.2,502.79,18.56,29555.11,29985.26,PositionState,upper,30177.0,30245.5,0.0,68.5,300.0,-344.0,2.5161290322580645,301.4500000000007
3439,3571,1653822000000.0,29131.0,29229.0,29084.0,29201.5,4650.689,135681252.5805,2022-05-29 11:00:00,6.084e-05,-0.00026,29695.458,62.68,29077.14,28929.81,29003.47,29150.81,28856.14,29224.47,28782.47,50.38,32.77,17.61,30.2,11.86,22.16,19.02,2080.4333571428574,269.33,20.84,105.09,4.08,29035.22,29134.46,PositionState,upper,29201.5,29119.5,0.0,-82.0,161.5,-82.0,39.333333333333336,24.290000000000873
3454,3586,1653876000000.0,29753.5,30291.0,29740.0,30193.0,14588.772,438816912.9645,2022-05-30 02:00:00,0.0001,-0.0007,31073.439,77.94,29612.78,29079.52,29346.15,29879.4,28812.89,30146.03,28546.26,181.19,106.42,74.77,50.11,10.48,34.92,31.0,3793.675785714285,287.53,89.14,497.58,19.6,29421.33,29870.11,PositionState,upper,30193.0,31387.5,0.0,1194.5,1603.5,0.0,889.5416666666666,1645.0400000000009
3492,3624,1654012800000.0,32032.5,32450.0,31819.0,32138.5,15839.227,508880952.045,2022-05-31 16:00:00,0.0001,-0.000735,29168.723,70.29,31711.77,31377.92,31544.84,31878.7,31210.99,32045.62,31044.06,303.74,319.99,-16.25,32.66,12.01,56.14,63.28,5586.748571428571,983.98,62.49,-90.38,9.65,31709.27,31976.76,PositionState,upper,32138.5,31624.0,0.0,-514.5,0.0,-520.5,-311.875,-246.09999999999854
3621,3753,1654477200000.0,30288.5,30920.0,30288.5,30824.5,16317.309,499293506.5875,2022-06-06 01:00:00,5.579e-05,-0.000381,29075.628,76.87,30258.96,29709.52,29984.24,30533.68,29434.8,30808.4,29160.08,152.29,74.65,77.63,40.46,8.39,24.34,17.54,4775.318785714286,1013.67,88.44,513.29,21.24,30100.22,30469.15,PositionState,upper,30824.5,30200.0,0.0,-624.5,711.5,-624.5,457.4583333333333,328.0499999999993
3664,3796,1654632000000.0,31049.5,31598.0,31045.0,31345.0,18358.295,575602870.118,2022-06-07 20:00:00,9.565e-05,-0.000332,29667.387,73.97,30698.66,29685.18,30191.92,31205.4,29178.44,31712.14,28671.69,33.32,-178.01,211.33,41.91,15.15,36.78,42.48,8012.414714285714,1153.93,121.37,506.18,18.61,30133.16,30942.17,PositionState,upper,31345.0,30014.5,0.0,-1330.5,55.0,-1330.5,-310.9375,-415.5
4051,4183,1656025200000.0,20979.5,21197.5,20962.0,21095.0,6683.579,140911714.061,2022-06-23 23:00:00,-5.576e-05,-0.000539,34103.493,63.33,20837.42,20384.84,20611.13,21063.71,20158.55,21290.01,19932.26,125.63,63.57,62.06,31.53,13.18,18.85,17.5,9965.918142857143,-308.43,50.93,159.7,4.64,20643.44,20967.17,PositionState,upper,21095.0,20820.5,0.0,-274.5,73.0,-274.5,-103.63636363636364,-71.17999999999665
4221,4353,1656637200000.0,20280.5,20481.5,20245.0,20400.0,11484.869,233762694.0265,2022-07-01 01:00:00,-0.00021249,-0.000538,33933.803,69.65,19911.05,19021.26,19466.16,20355.95,18576.36,20800.85,18131.46,-5.67,-191.23,185.55,39.67,16.22,46.61,44.97,17025.228142857144,114.81,98.29,341.63,10.21,19336.38,20118.36,PositionState,upper,20400.0,19398.5,0.0,-1001.5,0.0,-1001.5,-448.5,-438.76000000000204
4304,4436,1656936000000.0,19791.5,19886.0,19627.0,19701.0,16023.638,316303360.304,2022-07-04 12:00:00,0.0001,-0.000333,39330.94,68.73,19502.43,19112.64,19307.53,19697.32,18917.75,19892.21,18722.86,88.65,26.36,62.29,37.26,10.54,20.7,19.6,7086.565642857143,825.34,41.4,232.44,6.03,19321.5,19634.6,PositionState,upper,19701.0,19890.5,0.0,189.5,680.0,-181.5,309.4047619047619,443.5500000000029
4363,4495,1657148400000.0,20503.5,20666.0,20478.5,20556.5,7960.005,163885768.534,2022-07-06 23:00:00,0.0001,-0.00039,38322.928,65.69,20403.3,20125.37,20264.34,20542.26,19986.41,20681.23,19847.45,119.82,93.95,25.86,25.89,11.2,23.91,22.32,8445.5985,141.68,30.75,52.66,4.9,20352.5,20491.17,PositionState,upper,20556.5,20298.0,0.0,-258.5,0.0,-258.5,-104.07142857142857,-123.70999999999913
4379,4511,1657206000000.0,20902.0,21039.5,20820.0,20875.0,15810.49,330399228.0305,2022-07-07 15:00:00,0.0001,-0.000346,44044.368,68.52,20648.82,20351.51,20500.17,20797.48,20202.85,20946.14,20054.19,127.65,97.61,30.03,33.25,10.55,26.58,26.13,8067.665999999999,810.47,39.45,231.38,13.05,20579.05,20786.68,PositionState,upper,20875.0,21429.5,0.0,554.5,1263.0,0.0,749.8888888888889,843.9199999999983
4550,4682,1657821600000.0,20721.5,20790.0,20618.5,20687.0,8604.701,177980232.902,2022-07-14 18:00:00,0.0001,-0.000563,43201.399,67.55,20370.5,19792.66,20081.58,20659.42,19503.74,20948.34,19214.83,156.74,80.21,76.52,30.77,12.85,20.66,21.23,12879.931428571426,32.72,63.73,286.68,2.93,20101.72,20563.63,PositionState,upper,20687.0,20680.5,0.0,-6.5,471.0,-302.0,56.096774193548384,213.80999999999767
4634,4766,1658124000000.0,21849.0,22373.0,21763.5,22186.5,25275.562,558103214.5795,2022-07-18 06:00:00,0.0001,-0.000524,42959.822,74.89,21612.42,20949.51,21280.96,21943.87,20618.06,22275.33,20286.6,132.2,23.38,108.82,43.03,12.19,25.61,25.23,8596.74142857143,1290.64,95.31,518.72,22.89,21278.16,21866.07,PositionState,upper,22186.5,21869.5,0.0,-317.0,489.0,-317.0,33.666666666666664,225.95999999999913
4667,4799,1658242800000.0,22620.0,23200.0,22431.0,23113.5,53289.976,1217403088.839,2022-07-19 15:00:00,0.0001,-0.000542,42593.07699999,72.63,22503.31,21784.37,22143.84,22862.78,21424.89,23222.26,21065.42,194.5,103.67,90.82,35.78,10.49,27.72,27.83,12942.933357142858,2999.96,102.06,465.06,8.99,22197.22,22759.4,PositionState,upper,23113.5,23510.0,0.0,396.5,1061.5,-77.5,400.24074074074076,931.4300000000003
4863,4995,1658948400000.0,22547.0,23105.0,22547.0,22762.5,29611.552,675569574.9245,2022-07-27 19:00:00,-1.336e-05,-0.000431,42087.441,86.12,21999.05,21139.29,21569.17,22428.92,20709.42,22858.8,20279.54,254.1,102.94,151.16,48.91,7.49,27.36,28.17,12407.07107142857,1804.82,125.6,926.13,26.08,21709.72,22405.88,PositionState,upper,22762.5,23719.5,0.0,957.0,1297.5,-94.0,676.2926829268292,1451.5499999999993
4929,5061,1659186000000.0,24363.0,24695.0,24310.0,24477.0,21799.035,534037981.779,2022-07-30 13:00:00,0.0001,-0.000625,43246.633,70.22,24129.35,23767.26,23948.31,24310.4,23586.22,24491.45,23405.17,113.07,63.83,49.24,35.22,11.04,26.82,29.74,5524.544071428571,1001.63,55.65,388.01,14.78,23979.77,24302.22,PositionState,upper,24477.0,23914.0,0.0,-563.0,100.0,-563.0,-75.64285714285714,-95.92000000000189
5139,5271,1659942000000.0,23709.0,23850.0,23663.0,23792.0,8410.504,199923780.9515,2022-08-08 07:00:00,6.174e-05,-0.000743,43877.684,77.25,23495.5,23121.1,23308.3,23682.7,22933.9,23869.9,22746.7,130.29,73.58,56.7,42.81,12.11,24.52,23.16,4532.816928571429,133.39,50.91,279.13,12.18,23382.11,23661.66,PositionState,upper,23792.0,23805.5,0.0,13.5,362.0,0.0,206.40625,198.22999999999956
5193,5325,1660136400000.0,23969.0,24170.0,23844.0,24000.0,22346.067,536905392.851,2022-08-10 13:00:00,0.0001,-0.0001,44126.254,75.49,23554.36,22925.72,23240.04,23868.68,22611.41,24183.0,22297.09,54.29,-79.01,133.3,41.0,16.14,39.92,39.3,9357.518928571428,1436.6,79.99,639.01,22.75,23228.11,23761.4,PositionState,upper,24000.0,24146.5,0.0,146.5,846.0,-402.5,229.51666666666668,498.7199999999975
5283,5415,1660460400000.0,24650.5,25031.0,24650.0,24859.5,21444.608,533157167.6745,2022-08-14 07:00:00,0.0001,0.000161,44556.928,69.99,24643.62,24430.95,24537.28,24749.95,24324.61,24856.29,24218.28,79.13,57.43,21.69,31.78,11.09,17.89,20.92,4170.398928571429,1368.21,33.9,174.45,17.75,24581.22,24731.92,PositionState,upper,24859.5,24548.0,0.0,-311.5,0.0,-311.5,-182.1,-129.70999999999913
5747,5879,1662130800000.0,20348.0,20382.0,20272.0,20346.5,4895.305,99475004.443,2022-09-02 15:00:00,0.0001,-0.000657,54844.375,66.03,20232.71,20045.38,20139.04,20326.37,19951.71,20420.03,19858.05,73.88,45.09,28.78,25.55,13.31,15.59,14.66,7870.845285714285,137.29,21.83,-2.97,-1.86,20186.16,20313.67,PositionState,upper,20346.5,20120.0,0.0,-226.5,0.0,-226.5,-113.25,-96.83999999999651
5896,6028,1662667200000.0,19339.0,19440.0,19320.0,19364.5,10224.733,198109212.7015,2022-09-08 20:00:00,7.268e-05,-0.000538,56505.974,58.84,19292.16,19162.43,19227.3,19357.02,19097.57,19421.89,19032.71,40.21,35.85,4.35,21.31,20.28,18.57,22.13,9219.336857142856,438.68,14.45,40.18,8.7,19240.38,19316.18,PositionState,upper,19364.5,21165.5,0.0,1801.0,2164.5,-74.0,1445.9642857142858,1918.8499999999985
5946,6078,1662847200000.0,21594.5,21798.0,21573.0,21746.0,10178.152,220704106.1655,2022-09-10 22:00:00,0.0001,-0.000654,51245.82,67.34,21510.41,21220.42,21365.42,21655.41,21075.42,21800.41,20930.43,159.94,155.61,4.32,29.02,11.03,45.7,54.64,6006.766142857143,462.58,40.05,154.72,2.31,21429.94,21631.52,PositionState,upper,21746.0,21436.5,0.0,-309.5,0.0,-309.5,-179.16666666666666,-133.9399999999987
5980,6112,1662969600000.0,22177.5,22332.5,22102.0,22213.5,13732.397,305016200.419,2022-09-12 08:00:00,-4.087e-05,-0.00058,49779.513,65.97,21970.68,21570.03,21770.35,22171.01,21369.7,22371.33,21169.37,133.24,90.69,42.55,36.24,8.05,34.91,28.51,9815.069642857143,673.19,46.63,270.15,9.54,21860.5,22094.96,PositionState,upper,22213.5,22229.0,0.0,15.5,195.5,-106.0,68.76,164.20999999999913
6007,6139,1663066800000.0,22520.5,22711.0,22468.5,22522.5,14681.034,331652517.805,2022-09-13 11:00:00,4.252e-05,-0.000267,51704.358,63.9,22393.38,22208.05,22300.72,22486.05,22115.39,22578.71,22022.72,100.69,99.76,0.92,31.77,12.03,28.98,33.57,6886.979571428572,704.82,23.35,51.83,6.13,22343.27,22470.83,PositionState,upper,22522.5,21391.5,0.0,-1131.0,0.0,-1131.0,-565.5,-539.6700000000019
6334,6466,1664244000000.0,19754.5,20102.5,19663.5,20067.5,15162.898,300919734.9325,2022-09-27 02:00:00,-2.284e-05,-0.000764,54092.874,79.11,19509.95,18981.77,19245.86,19774.04,18717.68,20038.14,18453.58,172.17,86.08,86.09,41.78,10.34,19.24,18.28,10803.147285714285,50.66,86.49,412.56,17.52,19336.16,19784.74,PositionState,upper,20067.5,19879.0,0.0,-188.5,193.5,-188.5,74.82142857142857,255.5199999999968
6494,6626,1664820000000.0,19537.5,19649.5,19531.0,19600.0,9801.205,192040599.0945,2022-10-03 18:00:00,0.0001,-0.000478,55662.511,68.82,19441.58,19159.81,19300.7,19582.46,19018.93,19723.34,18878.05,70.8,25.69,45.1,28.51,11.92,17.12,18.52,8663.711357142856,478.64,31.51,181.87,9.8,19350.5,19523.76,PositionState,upper,19600.0,20077.0,0.0,477.0,726.5,-108.5,340.8375,596.7700000000004
6808,6940,1665950400000.0,19366.5,19411.0,19247.0,19324.5,9967.229,192627550.683,2022-10-16 20:00:00,1.462e-05,-0.000321,63175.47,67.98,19234.38,19100.76,19167.57,19301.18,19033.96,19367.99,18967.15,25.53,0.77,24.75,36.91,13.04,29.74,33.01,3154.8335714285713,621.64,16.52,146.5,23.51,19176.16,19285.91,PositionState,upper,19324.5,19138.5,0.0,-186.0,0.0,-186.0,-93.0,-73.70999999999913
6824,6956,1666008000000.0,19448.0,19576.0,19407.0,19506.0,10548.726,205728574.736,2022-10-17 12:00:00,0.0001,-0.000783,68681.777,69.24,19383.97,19181.3,19282.63,19485.31,19079.96,19586.64,18978.62,65.53,39.06,26.47,32.89,9.33,24.87,25.19,5065.938428571428,126.05,23.51,89.24,6.4,19325.5,19449.96,PositionState,upper,19506.0,19410.5,0.0,-95.5,146.0,-95.5,26.074074074074073,33.44000000000233
6945,7077,1666443600000.0,19171.5,19239.5,19171.0,19184.5,5055.768,97081045.997,2022-10-22 13:00:00,-5.87e-06,-0.000502,67947.87699999,58.51,19157.95,19122.94,19140.44,19175.45,19105.43,19192.95,19087.93,19.97,17.97,2.0,24.99,19.06,13.33,16.66,1712.481642857143,261.1,4.62,9.45,7.05,19153.0,19174.17,PositionState,upper,19184.5,19142.5,0.0,-42.0,40.5,-42.0,6.1,-4.629999999997381
6974,7106,1666548000000.0,19462.5,19522.5,19382.5,19431.0,13717.253,266958500.599,2022-10-23 18:00:00,6.019e-05,-0.000436,64611.584,75.24,19302.62,19134.2,19218.41,19386.83,19049.98,19471.05,18965.77,40.59,14.05,26.53,45.54,14.97,18.27,14.4,3938.899,853.23,22.38,204.74,27.36,19225.77,19373.68,PositionState,upper,19431.0,19328.0,0.0,-103.0,149.0,-103.0,30.818181818181817,-6.56000000000131
7018,7150,1666706400000.0,19463.0,19528.5,19432.0,19476.5,11485.83,223664465.351,2022-10-25 14:00:00,9.32e-06,-0.000815,67235.236,68.85,19392.2,19284.64,19338.42,19445.99,19230.86,19499.77,19177.08,15.69,-1.27,16.97,31.81,20.46,15.67,14.75,4246.824357142857,613.82,14.52,91.09,15.18,19332.16,19429.56,PositionState,upper,19476.5,20602.0,0.0,1125.5,1353.5,0.0,983.6704545454545,1227.2999999999993
7109,7241,1667034000000.0,20908.5,20956.0,20867.5,20942.0,4492.083,93902028.9655,2022-10-29 09:00:00,2.896e-05,-0.000632,61035.018,71.54,20771.36,20544.41,20657.88,20884.83,20430.93,20998.31,20317.46,107.21,79.93,27.28,31.09,13.55,20.25,21.91,3979.0819285714283,38.43,29.9,34.97,6.77,20743.0,20877.63,PositionState,upper,20942.0,20750.0,0.0,-192.0,0.0,-252.0,-128.92857142857142,-84.88000000000102
7250,7382,1667541600000.0,20436.5,20679.0,20436.5,20592.5,14995.585,308643764.8995,2022-11-04 06:00:00,4.4e-05,-0.000736,59546.474,71.2,20418.46,20200.16,20309.31,20527.6,20091.01,20636.75,19981.87,36.09,-0.96,37.05,37.1,12.29,16.36,17.63,3502.54392857143,826.97,29.81,162.84,20.27,20321.11,20481.43,PositionState,upper,20592.5,21180.5,0.0,588.0,835.0,-47.5,533.4204545454545,760.9700000000012
7849,7981,1669698000000.0,16428.5,16525.0,16428.0,16473.5,7626.037,125717624.4195,2022-11-29 05:00:00,9.429e-05,-0.00057,52479.488,65.36,16358.09,16192.15,16275.12,16441.06,16109.18,16524.03,16026.21,11.41,-25.72,37.14,31.33,15.39,18.94,26.33,6689.664142857144,-79.87,20.88,148.15,12.48,16273.11,16407.77,PositionState,upper,16473.5,16355.5,0.0,-118.0,37.5,-118.0,-14.7,-9.279999999998836
7869,8001,1669770000000.0,16828.5,16928.0,16817.0,16866.5,10908.634,184036592.5915,2022-11-30 01:00:00,1.048e-05,-0.000866,51805.121,75.07,16620.05,16362.4,16491.23,16748.88,16233.57,16877.7,16104.75,87.22,49.18,38.04,38.35,7.8,26.21,26.56,6599.823714285715,556.34,39.5,280.18,18.04,16528.77,16752.37,PositionState,upper,16866.5,16969.5,0.0,103.0,280.0,-91.5,119.85897435897436,279.7400000000016
7989,8121,1670202000000.0,17201.0,17293.0,17183.0,17250.0,5325.115,91763011.4055,2022-12-05 01:00:00,-0.00010183,-0.000979,55784.563,78.75,17144.21,16984.96,17064.58,17223.83,16905.33,17303.46,16825.71,53.96,32.04,21.92,34.76,7.52,35.05,28.42,4686.212642857144,85.07,19.52,107.74,-0.14,17110.16,17198.41,PositionState,upper,17250.0,17196.0,0.0,-54.0,96.0,-63.5,20.035714285714285,22.270000000000437
8075,8207,1670511600000.0,16892.5,16948.0,16877.0,16907.0,8416.739,142334891.387,2022-12-08 15:00:00,-8.519e-05,-0.000455,58320.237,60.31,16868.5,16811.4,16839.95,16897.06,16782.85,16925.61,16754.29,0.4,-14.52,14.93,21.51,22.71,19.49,22.36,3303.788500000001,411.86,7.06,42.02,9.25,16839.33,16885.54,PositionState,upper,16907.0,17144.0,0.0,237.0,336.0,0.0,261.60869565217394,302.34999999999854
8190,8322,1670925600000.0,17420.0,17465.5,17351.0,17385.5,13413.918,233398474.633,2022-12-13 10:00:00,-0.00022398,-0.000657,59982.957,75.19,17268.83,17053.35,17161.09,17376.57,16945.61,17484.31,16837.87,66.81,40.53,26.27,45.44,12.22,32.79,26.43,5743.555785714287,418.42,23.61,124.1,19.93,17204.83,17334.31,PositionState,upper,17385.5,17768.5,0.0,383.0,819.5,0.0,410.11764705882354,616.0799999999981
8668,8800,1672646400000.0,16717.5,16768.5,16707.5,16730.0,4244.389,71043623.457,2023-01-02 08:00:00,0.0001,-0.000327,72774.84299999,72.01,16673.21,16580.98,16627.1,16719.33,16534.86,16765.45,16488.75,31.0,18.78,12.21,38.48,11.35,24.79,21.12,2561.8448571428585,222.59,10.84,58.09,9.44,16644.22,16704.34,PositionState,upper,16730.0,16695.0,0.0,-35.0,22.0,-36.0,-10.433333333333334,12.889999999999418
8712,8844,1672804800000.0,16853.5,16898.5,16844.0,16851.0,6929.607,116904219.1495,2023-01-04 04:00:00,0.0001,-0.000597,72330.869,72.85,16773.83,16650.66,16712.24,16835.41,16589.07,16897.0,16527.49,23.74,3.5,20.24,41.04,13.18,22.22,23.46,3938.138071428573,-238.49,14.6,90.56,14.72,16717.5,16815.4,PositionState,upper,16851.0,16801.5,0.0,-49.5,92.5,-49.5,-1.911764705882353,19.849999999998545
8828,8960,1673222400000.0,17119.5,17189.5,17094.0,17175.5,8949.443,153354396.732,2023-01-09 00:00:00,0.0001,-0.0005,65432.638,80.6,17041.92,16910.63,16976.27,17107.56,16844.98,17173.21,16779.34,35.5,14.25,21.24,50.9,4.07,46.1,36.63,3523.209571428572,608.93,20.97,159.99,16.15,16984.94,17105.46,PositionState,upper,17175.5,17211.0,0.0,35.5,167.5,-12.0,53.333333333333336,150.20000000000073
8871,9003,1673377200000.0,17417.5,17444.0,17376.5,17410.5,6439.663,112126934.1935,2023-01-10 19:00:00,-0.00017739,-0.001168,69166.10099999,69.92,17340.97,17207.95,17274.46,17407.49,17141.43,17474.0,17074.92,45.79,29.79,16.0,34.73,10.66,31.44,33.87,4316.413357142858,378.45,14.31,84.56,8.3,17298.66,17383.74,PositionState,upper,17410.5,17328.5,0.0,-82.0,53.0,-82.0,7.880952380952381,-15.070000000003347
8895,9027,1673463600000.0,17478.0,17540.0,17459.5,17536.0,4434.115,77646837.3295,2023-01-11 19:00:00,1.701e-05,-0.000683,69893.774,68.38,17452.03,17363.15,17407.59,17496.47,17318.71,17540.91,17274.26,27.94,26.6,1.33,31.14,15.18,24.83,29.5,3680.4332857142867,211.39,13.52,52.11,13.37,17411.38,17478.29,PositionState,upper,17536.0,17987.0,0.0,451.0,740.0,0.0,497.625,639.3400000000001
8918,9050,1673546400000.0,18833.5,18985.0,18602.5,18784.5,24627.683,462728675.3445,2023-01-12 18:00:00,-1.809e-05,-0.000524,60313.188,75.77,18386.85,17957.21,18172.03,18601.68,17742.39,18816.5,17527.57,220.13,184.05,36.07,40.85,9.36,44.77,46.47,13352.474642857143,1633.9,64.46,89.66,21.06,18302.27,18628.72,PositionState,upper,18784.5,20679.5,0.0,1895.0,2224.0,-31.5,1108.8157894736842,2119.619999999999
8998,9130,1673834400000.0,21192.5,21450.0,21132.5,21212.5,13731.297,292520586.954,2023-01-16 02:00:00,0.0001,0.000293,49446.191,70.6,21050.19,20758.85,20904.52,21195.86,20613.17,21341.54,20467.5,110.72,85.63,25.09,27.3,17.21,14.59,16.43,7517.89092857143,832.32,32.42,180.21,13.05,20963.22,21137.69,PositionState,upper,21212.5,20750.0,0.0,-462.5,0.0,-462.5,-116.21428571428571,-194.02999999999884
9058,9190,1674050400000.0,21398.5,21673.0,21305.0,21418.0,26685.668,572790366.394,2023-01-18 14:00:00,0.0001,-0.000146,53781.48,62.07,21335.78,21187.95,21261.86,21409.69,21114.03,21483.61,21040.12,36.4,27.5,8.9,29.97,12.28,23.64,25.35,6567.078285714287,1525.34,16.43,52.78,12.65,21269.27,21364.59,PositionState,upper,21418.0,21025.0,0.0,-393.0,0.0,-393.0,-196.5,-169.79999999999927
9109,9241,1674234000000.0,21299.5,21400.0,21259.5,21337.5,9973.99,212824678.4515,2023-01-20 17:00:00,9.14e-06,-0.00084,58091.92,71.37,21173.01,20952.18,21062.59,21283.43,20841.76,21393.85,20731.34,74.7,41.24,33.45,27.22,9.62,20.27,18.29,6158.75792857143,546.9,28.93,141.04,3.71,21098.55,21270.19,PositionState,upper,21337.5,22739.0,0.0,1401.5,1941.0,0.0,1324.7833333333333,1690.050000000003
9233,9365,1674680400000.0,22938.0,23763.5,22838.5,23618.0,36651.922,853039072.0464998,2023-01-25 21:00:00,0.0001,0.001087,48734.599,76.11,23016.17,22552.3,22784.24,23248.1,22320.37,23480.03,22088.44,59.57,-30.75,90.32,42.95,15.24,29.73,29.04,8727.157714285715,2434.15,87.77,597.43,32.57,22763.88,23219.57,PositionState,upper,23618.0,22967.5,0.0,-650.5,0.0,-677.5,-461.27272727272725,-174.0099999999984
9309,9441,1674954000000.0,23108.0,23514.0,23108.0,23237.0,17373.74,405465999.672,2023-01-29 01:00:00,0.0001,0.000254,46177.701,66.14,23100.19,22973.89,23037.04,23163.34,22910.75,23226.48,22847.6,18.48,-1.83,20.32,39.32,11.09,14.97,16.59,3159.9352857142867,1149.27,21.04,112.81,27.08,23039.16,23146.46,PositionState,upper,23237.0,23555.0,0.0,318.0,658.5,-93.5,284.5625,468.9599999999991
9400,9532,1675281600000.0,23381.0,23658.0,23315.0,23568.5,24208.637,568796580.984,2023-02-01 20:00:00,0.0001,-0.000131,46091.365,73.59,23263.13,22988.01,23125.57,23400.69,22850.45,23538.25,22712.89,57.17,13.05,44.11,29.88,11.09,18.27,17.04,8917.203000000001,1558.11,46.61,305.64,13.66,23137.22,23390.19,PositionState,upper,23568.5,23612.0,0.0,43.5,627.0,0.0,237.5,313.0500000000029
9642,9774,1676152800000.0,21814.0,21870.0,21765.8,21813.5,3360.187,73313607.2571,2023-02-11 22:00:00,0.0001,-0.00043,49574.214,58.69,21761.39,21667.0,21714.19,21808.59,21619.8,21855.78,21572.6,-8.06,-30.12,22.05,24.48,17.52,29.71,37.76,2258.034642857144,113.56,10.44,56.29,10.36,21715.3,21775.38,PositionState,upper,21813.5,21725.2,0.0,-88.29999999999927,177.90000000000146,-88.29999999999927,40.512500000000124,68.16999999999825
