,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_volume
0,2023-09-01 07:00:00,25985.8,26005.0,25970.0,25975.0,1291.411,33554317.1022,2023-09-01 07:00:00,2.115e-05,-0.000595,58648.971,27.66,26693.66,25842.66,26268.16,27119.16,25417.16,27544.66,24991.66,-275.65,-285.14,9.48,9.0,35.95,44.95,32.94,6858.6607142857165,-1468.91,293.15999999999985,-277.81,0.15,26005.7,25996.4,1144.16,-557.8400000000001,21.40000000000145,30.700000000000728,-42.34,-2.34,-26.950000000000003,9.490000000000007,1702.0,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
1,2023-09-01 08:00:00,25975.0,26003.3,25940.0,25965.1,1678.132,43573509.0908,2023-09-01 08:00:00,1.899e-05,-0.000372,58599.209,27.37,26615.26,25863.34,26239.3,26991.22,25487.38,27367.18,25111.42,-266.1,-281.33,15.22,8.72,36.3,46.12,34.8,6461.360071428573,-397.3,274.2000000000007,-324.81,-0.77,26010.25,25983.88,1026.1200000000026,-477.7199999999975,18.780000000002477,45.150000000001455,-42.63,-2.629999999999999,-27.58,15.22999999999996,1503.84,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
2,2023-09-01 09:00:00,25965.1,26038.8,25959.7,26019.3,1688.113,43895340.371,2023-09-01 09:00:00,1.899e-05,-0.0006,58976.68,31.59,26530.86,25905.84,26218.35,26843.37,25593.33,27155.88,25280.82,-251.26,-275.31,24.05,10.16,34.85,46.74,36.3,4712.3600000000015,-1749.0,199.04999999999927,-381.74,2.6,26008.15,25998.05,824.0699999999997,-425.9699999999975,-21.25,-11.149999999997815,-38.41,1.59,-24.69,24.05000000000001,1250.0399999999972,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
3,2023-09-01 10:00:00,26019.3,26033.6,25972.0,25983.9,1415.39,36804218.8251,2023-09-01 10:00:00,1.899e-05,-0.000534,58933.755,30.35,26409.0,25983.04,26196.02,26621.98,25770.06,26834.96,25557.08,-239.6,-268.17,28.57,9.83,33.72,47.32,37.98,3741.0074285714304,-971.35,212.11999999999895,-545.97,2.24,26009.45,25992.39,638.0799999999981,-213.84000000000012,8.489999999997963,25.549999999999272,-39.65,0.3500000000000014,-23.89,28.57000000000002,851.9199999999983,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
4,2023-09-01 11:00:00,25983.9,26060.6,25967.8,26031.2,2012.601,52356230.4317,2023-09-01 11:00:00,1.899e-05,-0.000451,59072.731,34.08,26283.08,26077.56,26180.32,26385.84,25974.8,26488.59,25872.05,-223.95,-259.33,35.37,10.79,32.04,47.48,39.25,1874.735142857145,-1866.27,149.11999999999898,-662.26,2.3,26008.06,26007.91,354.6399999999994,-56.400000000001455,-23.290000000000877,-23.139999999999414,-35.92,4.079999999999998,-21.25,35.379999999999995,411.0400000000009,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
5,2023-09-01 12:00:00,26031.2,26145.0,25978.3,26050.0,9358.091,243926831.8611,2023-09-01 12:00:00,1.899e-05,-0.000464,59056.287,35.55,26263.31,26072.51,26167.91,26358.71,25977.1,26454.11,25881.7,-207.65,-248.99,41.34,14.3,29.22,46.54,39.94,2329.636928571431,454.9,117.90999999999984,-265.56,7.29,26006.03,26024.74,308.7099999999991,-72.90000000000146,-25.2599999999984,-43.97000000000117,-34.45,5.549999999999997,-14.919999999999998,41.34,381.6100000000006,,,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
6,2023-09-01 13:00:00,26050.0,26054.8,25860.3,25990.4,7939.534,205937024.8107,2023-09-01 13:00:00,1.899e-05,-0.000201,59225.611,33.03,26223.98,26078.02,26151.0,26296.96,26005.04,26369.95,25932.06,-197.26,-238.65,41.38,12.88,32.35,46.29,40.87,2672.1887857142874,342.55,160.59999999999854,-116.82,-1.03,26001.6,26011.0,306.5599999999977,14.639999999999418,20.599999999998545,11.19999999999709,-36.97,3.030000000000001,-19.47,41.390000000000015,291.91999999999825,EntryPreparationState,lower,25704.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18299.443
7,2023-09-01 14:00:00,25990.4,25990.4,25673.6,25704.6,16364.477,422416681.9057,2023-09-01 14:00:00,1.899e-05,-0.000494,59065.28,24.17,26190.33,26026.65,26108.49,26272.16,25944.81,26354.0,25862.97,-209.67,-232.85,23.18,10.96,36.3,46.81,42.11,3620.1482142857167,947.95,403.8900000000031,-26.31,-7.28,25967.25,25888.44,567.5600000000013,240.2100000000028,183.84000000000012,262.65000000000146,-45.83,-5.829999999999998,-25.34,23.180000000000007,327.34999999999854,PositionState,lower,25704.6,25814.4,0.0,-109.80000000000292,239.29999999999927,-111.30000000000292,-51.07500000000149,0,83.86999999999898,18299.443
8,2023-09-04 15:00:00,25842.0,25953.1,25713.8,25803.9,15373.982,396647316.3612,2023-09-04 15:00:00,3.004e-05,-0.000354,58787.096,37.7,25953.38,25844.01,25898.69,26008.06,25789.33,26062.74,25734.64,-15.88,1.47,-17.36,16.03,25.74,20.6,22.89,2817.2513571428594,1027.26,94.78999999999724,22.95,-9.39,25890.67,25840.52,204.15999999999983,-14.569999999999707,36.61999999999898,86.7699999999968,-32.3,7.700000000000003,-9.709999999999996,-17.35,218.7299999999996,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
9,2023-09-04 16:00:00,25803.9,25861.0,25796.3,25851.2,1825.64,47159583.4646,2023-09-04 16:00:00,8.406e-05,-0.000418,58372.057,44.33,25944.5,25843.84,25894.17,25994.83,25793.51,26045.16,25743.18,-17.43,-2.3,-15.13,15.18,24.38,20.79,23.66,2853.978928571431,36.72,42.969999999997526,-17.01,-3.28,25879.43,25844.79,143.63000000000102,-57.69000000000233,-6.409999999999855,28.229999999999563,-25.67,14.329999999999998,-9.2,-15.13,201.32000000000332,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
10,2023-09-04 17:00:00,25851.2,25933.5,25838.9,25900.0,2657.174,68787199.4488,2023-09-04 17:00:00,8.406e-05,-0.000265,58425.031,50.21,25944.32,25845.13,25894.72,25993.91,25795.54,26043.5,25745.95,-14.56,-4.75,-9.8,19.9,22.51,19.74,23.77,2797.5120714285736,-56.46,-5.279999999998836,-16.18,5.73,25871.22,25866.87,93.90999999999984,-104.45999999999913,-33.13000000000102,-28.77999999999884,-19.79,20.21,-2.610000000000003,-9.81,198.36999999999895,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
11,2023-09-04 18:00:00,25900.0,25936.6,25873.7,25903.2,1073.175,27798656.2121,2023-09-04 18:00:00,8.406e-05,-0.000499,58727.022,50.58,25944.87,25846.19,25895.53,25994.21,25796.85,26043.55,25747.51,-11.89,-6.18,-5.71,19.12,21.33,18.72,23.4,2787.188785714288,-10.32,-7.670000000001892,-1.93,5.12,25866.63,25881.4,91.0099999999984,-106.35000000000218,-21.799999999999272,-36.56999999999971,-19.42,20.58,-2.2099999999999973,-5.710000000000001,197.36000000000055,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
12,2023-09-04 19:00:00,25903.2,25903.3,25840.8,25878.0,1912.479,49465735.4556,2023-09-04 19:00:00,8.406e-05,-0.000568,58772.745,47.59,25942.34,25845.38,25893.86,25990.81,25796.91,26039.29,25748.43,-11.67,-7.28,-4.39,18.11,22.99,18.23,23.1,2847.924357142859,60.73,15.860000000000582,-3.15,-3.44,25864.48,25880.04,112.81000000000132,-81.09000000000015,2.040000000000873,-13.520000000000437,-22.41,17.590000000000003,-4.879999999999999,-4.39,193.90000000000143,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
13,2023-09-04 20:00:00,25878.0,25908.0,25782.9,25822.5,2086.286,53923048.3506,2023-09-04 20:00:00,8.406e-05,-0.000538,58359.511,41.74,25938.89,25835.24,25887.06,25990.72,25783.41,26042.54,25731.58,-15.79,-8.98,-6.81,16.26,25.37,18.49,23.29,2860.5013571428594,12.57,64.56000000000131,10.01,-5.24,25857.98,25857.02,168.22000000000116,-39.09000000000015,34.52000000000044,35.47999999999956,-28.26,11.740000000000002,-9.11,-6.809999999999999,207.3100000000013,,,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
14,2023-09-04 21:00:00,25822.5,25828.0,25620.1,25664.7,9154.756,235359715.5932,2023-09-04 21:00:00,8.406e-05,-0.000541,58077.093,30.32,25939.25,25792.52,25865.89,26012.62,25719.15,26085.99,25645.78,-31.43,-13.47,-17.96,13.74,33.56,20.16,24.16,3447.461285714288,586.95,201.1899999999987,86.06,-12.55,25837.27,25780.09,347.91999999999825,54.45000000000073,115.38999999999942,172.5699999999997,-39.68,0.3200000000000003,-19.82,-17.96,293.4699999999975,EntryPreparationState,lower,25762.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2789.772
15,2023-09-04 22:00:00,25664.7,25783.0,25616.3,25762.3,2476.699,63697035.5181,2023-09-04 22:00:00,8.406e-05,-0.000458,58088.909,41.06,25932.14,25779.9,25856.02,26008.27,25703.77,26084.39,25627.65,-35.54,-17.88,-17.65,12.12,29.87,21.74,24.58,3546.138785714288,98.67,93.72000000000116,32.93,-0.44,25825.31,25772.97,245.9700000000012,-58.52999999999884,10.670000000001892,63.01000000000204,-28.94,11.060000000000002,-17.75,-17.66,304.5,PositionState,lower,25762.3,25768.2,0.0,-5.900000000001455,104.39999999999782,-49.60000000000218,37.06428571428452,0,30.360000000000586,2789.772
16,2023-09-05 13:00:00,25811.6,25819.7,25720.3,25723.0,3058.109,78798835.7454,2023-09-05 13:00:00,8.05e-06,-0.000551,61159.701,45.03,25827.15,25693.6,25760.38,25893.93,25626.83,25960.7,25560.06,-29.07,-39.76,10.69,16.8,18.34,22.62,22.51,2376.1935714285733,19.16,37.38000000000102,-28.67,2.39,25732.76,25751.32,170.9300000000003,-96.16999999999824,28.31999999999971,9.7599999999984,-24.97,15.03,-1.5399999999999991,10.689999999999998,267.09999999999854,,,25700.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,903.373
