,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
492,624,1673623800000.0,19260.0,19288.0,19180.0,19237.0,9211.438,177156846.347,2023-01-13 15:30:00,-0.00042722,-0.001155,66525.6,72.27,19065.01,18811.92,18938.47,19191.56,18685.38,19318.1,18558.83,92.74,66.77,25.97,33.35,11.39,25.48,25.76,5674.179285714286,604.45,31.43,198.27,0.85,18970.33,19166.88,PositionState,upper,19237.0,20581.5,0.0,1344.5,1771.5,-137.0,962.0972222222222,1612.2599999999984
555,687,1673737200000.0,20997.0,21093.0,20961.5,21066.0,3349.526,70432079.106,2023-01-14 23:00:00,0.0001,0.000273,48540.975,65.87,20936.5,20768.18,20852.34,21020.66,20684.03,21104.81,20599.87,81.53,72.53,8.99,25.47,15.89,17.82,22.96,2240.1612142857143,29.2,22.49,94.36,5.87,20892.33,21003.55,PositionState,upper,21066.0,20765.0,0.0,-301.0,0.0,-301.0,-140.875,-147.29999999999927
588,720,1673796600000.0,20878.5,21000.0,20832.5,20920.5,5296.455,110857395.381,2023-01-15 15:30:00,0.0001,0.000627,50721.912,64.73,20831.44,20698.04,20764.74,20898.15,20631.33,20964.85,20564.63,20.28,-2.74,23.02,32.9,14.84,19.77,20.61,2355.0555714285715,136.96,16.39,94.32,7.93,20767.66,20869.98,PositionState,upper,20920.5,20798.5,0.0,-122.0,72.5,-122.0,-16.25,-4.799999999999272
607,739,1673830800000.0,20975.0,21356.5,20926.5,21145.0,17779.611,376095182.9695,2023-01-16 01:00:00,0.0001,0.000712,50010.319,67.65,20965.6,20817.34,20891.47,21039.73,20743.21,21113.86,20669.08,47.56,32.62,14.94,32.78,15.9,17.39,20.65,3022.7736428571434,429.98,26.69,119.33,20.74,20914.77,21028.35,PositionState,upper,21145.0,20809.5,0.0,-335.5,210.0,-335.5,-8.533333333333333,-61.18999999999869
643,775,1673895600000.0,21272.5,21429.5,21244.5,21283.5,12614.627,269119678.165,2023-01-16 19:00:00,0.0001,0.0,52185.422,71.59,21160.37,20868.44,21014.4,21306.33,20722.48,21452.29,20576.51,63.93,16.58,47.35,33.58,16.66,17.59,19.14,5043.646500000001,831.51,28.31,168.61,13.3,21068.33,21226.11,PositionState,upper,21283.5,21105.0,0.0,-178.5,59.5,-180.0,-72.58333333333333,-73.40000000000146
678,810,1673958600000.0,21286.0,21294.5,21194.0,21243.0,3073.75,65298115.7725,2023-01-17 12:30:00,0.0001,-0.000414,53367.314,58.24,21219.32,21109.97,21164.64,21273.99,21055.29,21328.67,21000.62,31.81,21.15,10.65,27.75,12.58,15.93,13.97,1985.9491428571425,173.26,8.23,33.09,4.5,21185.11,21239.22,PositionState,upper,21243.0,21170.5,0.0,-72.5,35.0,-72.5,-2.9285714285714284,-22.110000000000582
691,823,1673982000000.0,21351.5,21362.0,21268.5,21325.0,2568.331,54723401.4025,2023-01-17 19:00:00,0.0001,-0.000589,52855.427,60.87,21286.45,21151.65,21219.05,21353.86,21084.25,21421.26,21016.85,33.76,24.92,8.84,31.31,20.38,16.36,16.15,6192.656928571429,-220.83,11.14,47.2,4.1,21223.27,21305.24,PositionState,upper,21325.0,21209.0,0.0,-116.0,52.0,-116.0,-14.125,-49.720000000001164
729,861,1674050400000.0,21398.5,21673.0,21323.5,21395.0,18967.895,407767820.5535,2023-01-18 14:00:00,0.0001,0.0,53781.48,65.27,21320.95,21206.06,21263.51,21378.39,21148.62,21435.84,21091.18,19.25,2.49,16.75,32.82,12.05,20.91,16.85,4590.975285714286,1306.27,13.84,78.2,19.31,21254.72,21357.08,PositionState,upper,21395.0,21025.0,0.0,-370.0,23.0,-370.0,-82.375,-144.57000000000335
780,912,1674142200000.0,20890.0,20912.5,20843.5,20855.0,2885.513,60225970.514,2023-01-19 15:30:00,0.0001,-0.001027,56371.697,56.18,20833.71,20744.81,20789.26,20878.16,20700.35,20922.61,20655.9,-2.08,-19.46,17.37,20.68,15.33,23.28,22.41,2938.233928571429,81.87,6.91,38.33,2.84,20778.83,20843.01,PositionState,upper,20855.0,20912.0,0.0,57.0,270.5,-25.0,101.38461538461539,137.89000000000306
827,959,1674226800000.0,21144.0,21242.0,21114.0,21155.5,7293.979,154428137.634,2023-01-20 15:00:00,-1.235e-05,-0.000727,58528.699,66.0,21101.6,20956.62,21029.11,21174.09,20884.13,21246.58,20811.64,33.02,12.88,20.14,31.18,11.89,20.86,19.43,2483.928,434.39,13.31,78.43,8.72,21053.27,21127.59,PositionState,upper,21155.5,23053.0,0.0,1897.5,2123.0,-29.5,1402.404761904762,1987.1399999999994
962,1094,1674469800000.0,22898.0,22959.0,22883.0,22912.5,2961.506,67877227.351,2023-01-23 10:30:00,0.0001,0.0,46147.262,63.72,22825.82,22695.19,22760.51,22891.14,22629.88,22956.45,22564.56,25.36,1.51,23.84,25.4,16.18,17.59,19.13,1672.7775000000001,86.08,16.0,95.32,9.62,22769.27,22871.73,PositionState,upper,22912.5,22797.0,0.0,-115.5,0.0,-115.5,-40.07142857142857,-30.75
977,1109,1674496800000.0,23067.5,23187.0,22995.0,23107.0,7632.077,176273637.074,2023-01-23 18:00:00,0.0001,0.000213,45916.587,65.32,22972.92,22763.1,22868.01,23077.82,22658.19,23182.73,22553.28,59.29,33.36,25.92,28.25,10.62,22.54,19.58,6527.826285714285,321.84,25.15,84.04,8.44,22878.61,23040.77,PositionState,upper,23107.0,22851.0,0.0,-256.0,0.0,-256.0,-144.33333333333334,-122.58000000000175
1078,1210,1674678600000.0,22900.0,22959.0,22833.5,22938.0,3476.578,79628248.89599998,2023-01-25 20:30:00,0.0001,7.7e-05,48358.8,66.06,22807.1,22577.71,22692.4,22921.79,22463.01,23036.49,22348.32,41.12,0.12,40.99,28.84,17.08,21.46,22.88,4048.090285714286,-13.53,25.85,145.9,8.52,22708.33,22872.91,PositionState,upper,22938.0,23006.5,0.0,68.5,680.0,0.0,215.9,210.04000000000087
1164,1296,1674833400000.0,23088.5,23148.0,22921.5,22931.5,7963.499,183426144.0325,2023-01-27 15:30:00,0.0001,-8.8e-05,46188.065,48.53,23002.72,22900.87,22951.79,23053.65,22849.94,23104.58,22799.01,4.57,-0.44,5.01,22.55,16.0,15.87,18.52,2822.2670000000003,471.41,-2.13,6.47,-1.12,22949.77,22972.22,PositionState,upper,22931.5,23081.0,0.0,149.5,401.5,0.0,217.92307692307693,154.4399999999987
1231,1363,1674954000000.0,23108.0,23514.0,23108.0,23392.5,12491.535,291525387.6,2023-01-29 01:00:00,0.0001,0.000181,46177.701,78.27,23133.92,22956.79,23045.36,23222.49,22868.22,23311.06,22779.65,35.77,5.48,30.28,49.69,13.81,23.82,20.83,1720.321,872.85,36.54,258.66,42.47,23051.44,23222.67,PositionState,upper,23392.5,23670.5,0.0,278.0,503.0,-253.5,81.9,469.59000000000015
1353,1485,1675173600000.0,23117.5,23188.0,23053.0,23074.5,6067.238,140209114.01,2023-01-31 14:00:00,0.0001,-0.000551,49011.558,63.16,22996.56,22824.75,22910.65,23082.46,22738.84,23168.37,22652.94,24.28,-5.44,29.72,32.83,16.86,29.27,36.6,2676.3795,356.73,17.24,118.83,14.05,22916.88,23037.97,PositionState,upper,23074.5,22985.5,0.0,-89.0,86.5,-89.0,34.833333333333336,6.860000000000582
1413,1545,1675281600000.0,23381.0,23559.5,23315.0,23559.5,13180.55,308815854.0235,2023-02-01 20:00:00,0.0001,0.0,46091.365,73.95,23258.45,22987.5,23122.98,23393.92,22852.03,23529.39,22716.56,56.71,10.81,45.89,25.88,8.72,21.82,19.63,6624.988785714287,739.54,45.95,310.85,5.95,23128.22,23383.53,PositionState,upper,23559.5,23734.5,0.0,175.0,636.0,0.0,259.14285714285717,405.1700000000019
1450,1582,1675348200000.0,23904.0,23940.0,23510.0,23612.0,16753.468,397198158.539,2023-02-02 14:30:00,0.0001,-0.000199,47426.061,41.1,23843.49,23730.78,23787.14,23899.85,23674.43,23956.2,23618.07,22.48,48.7,-26.22,19.04,29.39,17.52,25.24,2708.433071428571,1076.15,-18.43,79.07,-10.41,23797.55,23730.74,PositionState,upper,23612.0,23683.0,0.0,71.0,71.0,0.0,35.5,-23.87000000000262
1458,1590,1675362600000.0,24010.5,24124.5,23983.5,24064.5,3605.58,86788687.6285,2023-02-02 18:30:00,0.0001,0.000324,47181.546,63.6,23942.08,23752.24,23847.16,24037.0,23657.32,24131.93,23562.4,55.18,35.83,19.34,32.08,14.39,19.07,20.0,4784.456785714286,181.06,22.88,113.88,6.48,23844.05,23999.43,PositionState,upper,24064.5,23843.0,0.0,-221.5,0.0,-221.5,-110.75,-78.22000000000116
1543,1675,1675515600000.0,23420.5,23587.5,23419.5,23540.0,6638.634,156116396.431,2023-02-04 13:00:00,0.0001,9e-06,47258.12,70.68,23427.53,23327.72,23377.62,23477.43,23277.81,23527.34,23227.91,7.73,-13.61,21.34,37.09,12.97,22.82,24.36,1127.3785,383.97,17.09,108.79,23.05,23378.55,23464.75,PositionState,upper,23540.0,23409.5,0.0,-130.5,0.0,-130.5,-97.90625,-44.77000000000044
1645,1777,1675699200000.0,23049.5,23165.0,23014.5,23084.0,8123.087,187600854.7465,2023-02-06 16:00:00,0.0001,-1.9e-05,48505.066,63.35,22964.81,22809.81,22887.31,23042.31,22732.31,23119.81,22654.81,9.74,-19.34,29.09,29.09,17.14,27.24,32.56,2647.161714285714,508.8,20.71,131.09,15.27,22892.0,23006.34,PositionState,upper,23084.0,22915.5,0.0,-168.5,0.0,-168.5,-75.125,-53.54000000000087
1681,1813,1675764000000.0,23007.5,23062.0,22970.5,23037.5,2445.44,56301208.9215,2023-02-07 10:00:00,0.0001,-7e-05,49905.768,62.84,22977.48,22864.3,22920.89,23034.07,22807.72,23090.65,22751.13,19.78,5.18,14.59,27.65,14.69,14.67,17.53,1310.9337857142857,119.24,12.27,40.59,5.6,22938.38,22996.82,PositionState,upper,23037.5,22898.5,0.0,-139.0,0.0,-139.0,-56.40909090909091,-61.56999999999971
1697,1829,1675792800000.0,23284.0,23348.0,22778.0,22780.5,18381.087,423776821.2855,2023-02-07 18:00:00,0.0001,-0.000539,47209.906,42.84,23049.75,22862.9,22956.33,23143.18,22769.47,23236.61,22676.04,10.02,14.09,-4.06,27.31,14.84,18.18,17.55,4132.506,1210.38,-18.5,142.25,6.76,22954.77,22940.97,PositionState,upper,22780.5,22926.0,0.0,145.5,145.5,0.0,72.75,-7.490000000001601
1878,2010,1676118600000.0,21712.1,21721.5,21658.9,21705.7,1981.378,42977538.8583,2023-02-11 12:30:00,5.648e-05,-0.000207,50606.449,55.35,21694.2,21661.26,21677.73,21710.66,21644.8,21727.13,21628.33,4.43,-1.91,6.35,25.79,19.82,19.75,25.11,1007.8625,108.76,2.93,8.47,5.53,21684.26,21700.8,PositionState,upper,21705.7,21686.3,0.0,-19.400000000001455,39.39999999999782,-19.400000000001455,16.48888888888824,3.569999999999709
1897,2029,1676152800000.0,21814.0,21816.3,21765.8,21805.0,1415.876,30853253.0944,2023-02-11 22:00:00,0.0001,-0.000278,49574.214,65.24,21750.88,21661.06,21705.97,21795.79,21616.14,21840.7,21571.23,13.63,2.74,10.88,37.56,15.64,17.67,18.13,1216.3581428571429,69.02,10.43,54.68,18.1,21697.27,21774.25,PositionState,upper,21805.0,21810.4,0.0,5.400000000001455,90.29999999999927,-32.099999999998545,11.963333333333383,67.40000000000146
1931,2063,1676214000000.0,21912.7,21969.9,21876.4,21885.0,2267.724,49698669.1074,2023-02-12 15:00:00,0.0001,-0.000454,51050.433,58.92,21875.9,21795.04,21835.47,21916.33,21754.61,21956.76,21714.17,22.12,20.92,1.2,35.81,14.55,30.69,26.37,1749.1497857142858,137.62,5.21,16.38,13.07,21849.64,21875.85,PositionState,upper,21885.0,21884.2,0.0,-0.7999999999992724,126.40000000000146,-0.7999999999992724,68.02307692307687,47.710000000002765
1996,2128,1676331000000.0,21806.0,21843.0,21767.0,21768.0,2836.701,61853004.4381,2023-02-13 23:30:00,0.0001,-0.000549,49409.858,60.18,21726.14,21561.06,21643.6,21808.68,21478.52,21891.22,21395.98,13.16,-14.16,27.32,27.93,22.39,28.8,31.47,2446.2394285714286,-604.78,13.09,86.3,9.95,21659.54,21740.52,PositionState,upper,21768.0,21688.8,0.0,-79.20000000000073,0.0,-79.20000000000073,-47.06842105263135,-30.520000000000437
2017,2149,1676368800000.0,21812.0,21833.9,21780.6,21812.5,2191.968,47802051.4355,2023-02-14 10:00:00,0.0001,-0.0003,49100.862,62.86,21761.07,21692.28,21726.68,21795.47,21657.89,21829.86,21623.49,26.19,20.58,5.61,32.14,16.8,13.77,15.28,1181.0130714285715,101.48,9.02,44.27,11.55,21746.28,21786.65,PositionState,upper,21812.5,21713.7,0.0,-98.79999999999927,39.5,-98.79999999999927,-6.324999999999818,-14.62000000000262
2067,2199,1676458800000.0,22222.0,22264.8,22213.1,22224.3,1730.282,38468919.759,2023-02-15 11:00:00,5.8e-07,-0.000597,52489.939,64.43,22178.08,22091.32,22134.7,22221.46,22047.94,22264.84,22004.55,29.25,21.82,7.42,33.02,14.74,12.64,11.96,1242.8063571428572,73.8,9.43,56.2,7.47,22145.43,22204.18,PositionState,upper,22224.3,24531.0,0.0,2306.7000000000007,2555.4000000000015,0.0,1689.0784313725496,2361.209999999999
2125,2257,1676563200000.0,25100.5,25296.1,24547.9,24852.5,33302.407,829782854.0169998,2023-02-16 16:00:00,0.00014868,0.000374,50243.408,61.83,24747.82,24463.43,24605.63,24890.02,24321.23,25032.22,24179.03,120.01,123.9,-3.89,34.32,11.61,40.69,53.43,7441.427285714285,2294.21,25.99,198.36,16.25,24618.63,24828.77,PositionState,upper,24852.5,24470.1,0.0,-382.40000000000146,120.0,-382.40000000000146,-10.266666666667232,-148.58000000000175
2172,2304,1676647800000.0,24025.4,24290.0,24019.7,24128.4,10895.727,263269590.701,2023-02-17 15:30:00,0.0001,-6.2e-05,43565.918,62.74,23988.84,23757.79,23873.31,24104.36,23642.27,24219.88,23526.75,2.92,-52.12,55.05,28.21,10.81,27.11,32.14,6378.799500000001,342.26,26.85,162.3,-0.91,23886.84,24034.12,PositionState,upper,24128.4,24557.0,0.0,428.59999999999854,770.1999999999971,-108.0,403.303124999999,561.6700000000019
2219,2351,1676732400000.0,24700.1,24728.9,24631.9,24690.1,2796.848,69035226.8939,2023-02-18 15:00:00,0.0001,0.000266,45833.328,60.4,24652.31,24531.45,24591.88,24712.74,24471.02,24773.17,24410.59,36.96,30.87,6.08,27.42,18.7,12.66,15.38,1684.4243571428572,18.02,10.34,40.53,6.78,24605.18,24669.04,PositionState,upper,24690.1,24607.0,0.0,-83.09999999999854,90.0,-83.09999999999854,-4.369999999998617,-13.409999999999854
2248,2380,1676784600000.0,24827.5,24834.6,24711.6,24762.9,2543.63,62981896.5985,2023-02-19 05:30:00,0.0001,0.000146,46567.746,58.05,24751.5,24640.42,24695.96,24807.03,24584.89,24862.57,24529.35,31.21,23.59,7.61,28.73,13.53,14.39,12.22,1260.0122857142856,150.36,7.04,45.57,7.35,24714.62,24762.4,PositionState,upper,24762.9,24692.1,0.0,-70.80000000000291,0.0,-70.80000000000291,-35.400000000001455,-35.150000000001455
2269,2401,1676822400000.0,24924.9,25197.5,24889.9,25074.2,13772.842,345275374.5891,2023-02-19 16:00:00,0.0001,5.2e-05,47281.941,79.26,24866.95,24628.75,24747.85,24986.05,24509.65,25105.14,24390.55,62.57,24.53,38.04,45.44,5.55,28.74,19.46,3383.6948571428575,896.98,34.34,210.67,5.96,24782.77,24959.42,PositionState,upper,25074.2,24618.9,0.0,-455.2999999999993,0.0,-455.2999999999993,-251.1333333333338,-216.0899999999965
2305,2437,1676887200000.0,24888.3,24988.0,24761.5,24837.6,9623.815,239534912.133,2023-02-20 10:00:00,0.0001,0.0,45922.693,65.6,24715.99,24341.83,24528.91,24903.08,24154.74,25090.16,23967.66,58.01,5.96,52.04,29.24,15.94,23.19,26.4,3221.1702857142855,543.47,32.49,199.43,16.18,24567.35,24764.75,PositionState,upper,24837.6,24795.0,0.0,-42.599999999998545,141.0,-42.599999999998545,23.80000000000133,46.47999999999956
2338,2470,1676946600000.0,24939.7,25113.3,24897.5,24920.1,6860.328,171641166.7291,2023-02-21 02:30:00,0.0001,0.0,47000.867,58.38,24893.18,24776.21,24834.69,24951.66,24717.72,25010.15,24659.23,35.23,28.7,6.52,26.12,12.33,14.7,14.07,1843.8982857142857,444.76,8.98,32.88,7.98,24845.98,24908.68,PositionState,upper,24920.1,24691.1,0.0,-229.0,135.8000000000029,-229.0,22.892307692308698,-49.840000000000146
2571,2703,1677366000000.0,23121.5,23188.0,23107.1,23177.9,2492.282,57684678.0279,2023-02-25 23:00:00,0.0001,-0.000103,52672.92,64.03,23085.65,22960.74,23023.19,23148.11,22898.28,23210.57,22835.82,0.5,-24.11,24.62,21.77,22.87,39.07,41.18,2408.013214285714,69.54,16.27,80.6,8.35,23000.78,23118.79,PositionState,upper,23177.9,23124.0,0.0,-53.900000000001455,60.599999999998545,-92.80000000000291,-21.657142857144468,33.5099999999984
2593,2725,1677405600000.0,23270.0,23270.0,23222.2,23234.1,1376.847,32005573.6613,2023-02-26 10:00:00,0.0001,-0.000259,53701.855,60.34,23213.99,23109.49,23161.74,23266.24,23057.25,23318.49,23005.0,35.63,30.31,5.31,28.86,17.13,16.7,21.58,1144.4396428571429,-3.66,7.61,29.02,3.18,23177.51,23230.32,PositionState,upper,23234.1,23153.5,0.0,-80.59999999999854,9.30000000000291,-80.59999999999854,-16.833333333331513,-38.20000000000073
2611,2743,1677438000000.0,23477.1,23499.0,23352.7,23452.2,5077.559,118972452.7989,2023-02-26 19:00:00,0.0001,-0.000557,52179.879,68.97,23325.89,23162.13,23244.01,23407.76,23080.25,23489.64,22998.37,49.59,27.33,22.26,36.56,11.86,19.1,17.52,2975.069,214.14,21.91,159.97,10.87,23262.14,23398.29,PositionState,upper,23452.2,23361.3,0.0,-90.90000000000146,181.39999999999782,-90.90000000000146,69.69999999999916,63.97999999999956
2648,2780,1677504600000.0,23549.9,23795.0,23529.2,23700.0,15123.808,358343761.966,2023-02-27 13:30:00,0.0001,-0.000236,52890.805,70.01,23530.93,23373.65,23452.29,23609.58,23295.0,23688.22,23216.36,25.65,3.97,21.68,41.19,14.6,15.58,18.01,2383.9187142857145,1023.15,26.06,97.8,26.58,23447.46,23587.24,PositionState,upper,23700.0,23320.1,0.0,-379.90000000000146,107.70000000000073,-379.90000000000146,-41.61666666666679,-96.40000000000146
2727,2859,1677646800000.0,23778.7,23818.0,23645.0,23677.7,5982.159,141925456.3593,2023-03-01 05:00:00,0.0001,-0.000265,52280.797,68.04,23552.87,23190.99,23371.93,23733.81,23010.06,23914.75,22829.12,65.12,0.26,64.85,37.24,12.16,25.3,24.44,3431.2783571428577,171.97,32.18,228.51,12.5,23410.57,23638.45,PositionState,upper,23677.7,23638.2,0.0,-39.5,188.89999999999782,-39.5,57.564705882352214,52.38999999999942
2912,3044,1677979800000.0,22546.9,22626.0,22542.2,22575.7,3098.604,69970706.6584,2023-03-05 01:30:00,0.0001,-0.000524,49935.986,75.77,22439.94,22256.62,22348.28,22531.59,22164.97,22623.25,22073.31,35.16,0.91,34.25,40.06,13.65,32.3,29.13,2556.2475714285715,198.61,23.93,166.63,19.66,22359.95,22509.51,PositionState,upper,22575.7,22344.0,0.0,-231.70000000000073,0.0,-231.70000000000073,-94.26666666666763,-78.98999999999796
2937,3069,1678024800000.0,22457.3,22465.0,22425.0,22436.9,1096.953,24619052.9488,2023-03-05 14:00:00,3.899e-05,-0.000441,51126.855,57.46,22428.18,22368.53,22398.36,22458.01,22338.7,22487.84,22308.87,15.91,11.09,4.82,27.33,18.92,14.14,17.83,918.8416428571428,-3.65,4.06,16.39,3.87,22409.4,22435.23,PositionState,upper,22436.9,22375.3,0.0,-61.60000000000218,12.19999999999709,-61.60000000000218,-13.736363636365489,-36.56000000000131
2953,3085,1678053600000.0,22479.0,22479.1,22381.1,22389.9,1626.549,36478833.9178,2023-03-05 22:00:00,0.0001,-0.000513,50381.209,46.86,22438.95,22390.4,22414.67,22463.22,22366.13,22487.49,22341.86,6.98,8.03,-1.05,23.8,19.86,14.32,14.35,1113.7168571428572,77.98,-2.61,9.08,-9.17,22413.8,22420.2,PositionState,upper,22389.9,22394.3,0.0,4.399999999997817,33.39999999999782,0.0,12.599999999998545,-12.180000000000291
2989,3121,1678118400000.0,22538.9,22570.0,22474.1,22479.9,3796.857,85527021.1945,2023-03-06 16:00:00,3.329e-05,-0.000515,52515.563,60.24,22459.79,22379.74,22419.76,22499.81,22339.71,22539.84,22299.68,21.49,8.72,12.77,33.16,10.87,22.01,19.73,2010.0648571428574,199.33,6.32,58.18,6.79,22434.12,22481.5,PositionState,upper,22479.9,22393.8,0.0,-86.10000000000218,36.29999999999927,-86.10000000000218,0.8714285714273241,-37.0
3200,3332,1678498200000.0,20335.3,20671.2,20333.0,20571.3,21859.793,448762859.1555,2023-03-11 01:30:00,7.963e-05,-0.000623,54816.456,71.78,20295.98,19950.47,20123.23,20468.73,19777.72,20641.49,19604.96,93.34,34.66,58.68,35.57,11.6,24.38,26.45,5159.813000000001,1289.22,47.16,228.32,12.72,20208.94,20418.07,PositionState,upper,20571.3,20187.3,0.0,-384.0,0.0,-384.0,-202.59999999999914,-171.40999999999985
3233,3365,1678557600000.0,20242.0,20313.4,20190.2,20261.9,3641.894,73742967.1579,2023-03-11 18:00:00,0.0001,-0.000378,51584.167,58.86,20190.58,20067.21,20128.9,20252.27,20005.52,20313.96,19943.84,7.53,-13.73,21.26,24.93,16.82,16.57,19.46,2697.803928571429,148.6,14.0,17.31,7.06,20126.4,20217.22,PositionState,upper,20261.9,20315.5,0.0,53.599999999998545,188.1999999999971,-45.80000000000291,75.19411764705728,150.5099999999984
3268,3400,1678620600000.0,20444.0,20486.6,20422.7,20436.4,1967.752,40244055.6165,2023-03-12 11:30:00,0.0001,-0.000373,54664.113,60.42,20408.11,20342.87,20375.49,20440.73,20310.24,20473.35,20277.62,30.86,28.29,2.57,24.87,13.59,18.72,22.24,1382.5908571428572,83.69,6.4,16.65,2.82,20388.42,20428.74,PositionState,upper,20436.4,20372.6,0.0,-63.80000000000291,0.0,-63.80000000000291,-39.800000000001695,-40.06000000000131
