start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,entry_volume
2023-01-02 00:00:00,1200.6,1201.05,1198.15,1198.25,9707.61,11643996.6575,2023-01-02 00:00:00,44.09,1202.66,1197.77,1200.22,1205.1,1195.33,1207.54,1192.89,0.77,1.15,-0.38,24.12,19.67,31.78,26.51,6099.023571428572,-1744.76,1.9700000000000273,-0.89,-6.8,1201.31,1199.88,6.849999999999909,-2.9200000000000728,1.6300000000001091,3.0599999999999454,-25.909999999999997,14.090000000000003,4.449999999999999,-0.3799999999999999,9.769999999999982,0.0,IdleState,upper,0.0,1198.25,-2.900000000000091,-2.900000000000091,0,0.0,None,0
2023-01-02 22:30:00,1217.2,1217.75,1209.3,1214.55,27630.6,33541121.3275,2023-01-02 22:30:00,46.88,1217.78,1215.14,1216.46,1219.1,1213.82,1220.42,1212.5,1.53,2.19,-0.65,29.91,28.55,42.1,45.4,8008.4114285714295,821.13,1.9100000000000819,0.49,-26.14,1217.62,1216.62,4.5499999999999545,-0.7300000000000182,2.0699999999999363,3.0699999999999363,-23.119999999999997,16.880000000000003,1.3599999999999994,-0.6599999999999999,5.279999999999973,0.0,IdleState,upper,0.0,1214.55,1.5,1.5,0,0.0,None,0
2023-01-04 19:00:00,1261.2,1264.9,1251.1,1252.55,70995.75,89236645.4205,2023-01-04 19:00:00,53.37,1256.7,1249.08,1252.89,1260.51,1245.27,1264.32,1241.45,4.54,5.01,-0.46,34.41,17.74,57.06,61.21,32985.00714285714,3772.71,0.3400000000001455,1.56,-15.22,1255.84,1256.84,7.960000000000036,-7.279999999999973,4.289999999999964,3.2899999999999636,-16.630000000000003,23.369999999999997,16.669999999999998,-0.46999999999999975,15.240000000000009,0.0,IdleState,upper,0.0,1252.55,28.700000000000045,28.700000000000045,0,0.0,None,0
2023-01-07 04:00:00,1265.2,1265.2,1263.5,1263.9,3666.28,4635805.0135,2023-01-07 04:00:00,50.75,1266.83,1262.95,1264.89,1268.78,1261.01,1270.72,1259.06,2.14,3.18,-1.04,23.96,16.8,36.18,36.93,5589.515714285714,-459.57,0.9900000000000091,0.1,-2.51,1266.45,1265.07,4.879999999999882,-2.8900000000001,1.1699999999998454,2.5499999999999545,-19.25,20.75,7.16,-1.04,7.769999999999982,0.0,IdleState,upper,0.0,1263.9,4.2000000000000455,4.2000000000000455,0,0.0,None,0
2023-01-08 16:30:00,1263.9,1265.85,1260.75,1262.75,26563.48,33564090.0695,2023-01-08 16:30:00,48.54,1266.3,1261.11,1263.7,1268.9,1258.51,1271.5,1255.91,0.81,0.5,0.31,35.05,10.94,26.24,20.66,14725.765714285715,1251.06,0.9500000000000455,0.01,-13.42,1264.41,1264.89,6.150000000000091,-4.240000000000009,2.1400000000001,1.6600000000000819,-21.46,18.54,24.11,0.31000000000000005,10.3900000000001,0.0,IdleState,upper,0.0,1262.75,-3.0,-3.0,0,0.0,None,0
2023-01-09 20:00:00,1329.15,1330.85,1322.0,1324.25,43696.35,57918790.716,2023-01-09 20:00:00,51.09,1335.17,1319.04,1327.1,1343.23,1310.97,1351.3,1302.91,6.63,8.43,-1.8,20.76,17.84,56.27,62.34,37994.60642857143,2422.86,2.849999999999909,-0.82,-8.47,1335.09,1329.24,18.980000000000018,-13.279999999999973,4.990000000000009,10.839999999999918,-18.909999999999997,21.090000000000003,2.9200000000000017,-1.7999999999999998,32.25999999999999,0.0,IdleState,upper,0.0,1324.25,35.25,35.25,0,0.0,None,0
2023-01-10 12:00:00,1328.6,1329.15,1323.65,1326.35,17181.12,22793952.7325,2023-01-10 12:00:00,50.05,1330.75,1323.58,1327.17,1334.34,1319.99,1337.93,1316.4,1.7,1.6,0.09,21.45,20.26,19.64,19.35,10651.177142857141,557.68,0.8200000000001637,-0.14,-7.58,1329.57,1328.52,7.990000000000009,-6.3599999999999,2.1700000000000728,3.2200000000000273,-19.950000000000003,20.049999999999997,1.1899999999999977,0.09999999999999987,14.349999999999909,0.0,IdleState,upper,0.0,1326.35,-6.7000000000000455,-6.7000000000000455,0,0.0,None,0
2023-01-10 22:30:00,1337.55,1337.55,1332.7,1332.7,11989.0,16008020.4795,2023-01-10 22:30:00,48.56,1339.18,1330.25,1334.72,1343.65,1325.78,1348.12,1321.31,2.54,2.85,-0.3,25.6,14.26,26.51,21.07,19530.054999999997,-1486.98,2.019999999999982,-1.86,-5.54,1338.53,1335.99,10.950000000000045,-6.920000000000073,3.2899999999999636,5.829999999999927,-21.439999999999998,18.560000000000002,11.340000000000002,-0.31000000000000005,17.87000000000012,0.0,IdleState,upper,0.0,1332.7,-6.75,-6.75,0,0.0,None,0
2023-01-12 13:00:00,1399.05,1414.5,1370.3,1376.5,94585.61,131950283.46,2023-01-12 13:00:00,39.0,1397.9,1387.53,1392.72,1403.09,1382.34,1408.27,1377.16,4.23,7.86,-3.62,16.07,26.64,49.5,55.31,17147.274285714284,6067.14,16.220000000000027,12.89,-21.91,1395.64,1389.08,26.589999999999918,5.839999999999918,12.579999999999927,19.1400000000001,-31.0,9.0,-10.57,-3.63,20.75,0.0,IdleState,upper,0.0,1376.5,-12.200000000000045,-12.200000000000045,0,0.0,None,0
2023-01-13 00:30:00,1413.55,1413.55,1401.55,1405.3,30660.02,43123403.322,2023-01-13 00:30:00,47.24,1428.35,1396.59,1412.47,1444.23,1380.72,1460.1,1364.84,5.21,7.48,-2.27,18.23,19.77,30.5,37.45,33242.78571428572,-14965.35,7.170000000000073,-6.88,-6.25,1418.89,1411.72,38.930000000000064,-24.579999999999927,6.420000000000073,13.590000000000146,-22.759999999999998,17.240000000000002,-1.5399999999999991,-2.2700000000000005,63.50999999999999,0.0,IdleState,upper,0.0,1405.3,-8.400000000000091,-8.400000000000091,0,0.0,None,0
