open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,entry_volume
43110.5,43137.0,42742.0,42800.0,2328.831,99907453.4235,2022-01-07 00:00:00,36.41,43451.16,43057.11,43254.13,43648.18,42860.08,43845.21,42663.06,-334.49,-438.88,104.39,10.66,28.73,46.13,48.65,1870.6117142857142,-18.55,454.1299999999974,-0.35,-5.38,43119.11,43012.25,848.1800000000003,60.080000000001746,212.25,319.1100000000006,-33.59,6.409999999999997,-18.07,104.38999999999999,788.0999999999985,0.0,IdleState,lower,0.0,0.0,0.0,0.0,0,0.0,None,0
42800.0,43019.0,42800.0,43003.5,1060.635,45531713.293,2022-01-07 01:00:00,41.31,43427.39,43033.13,43230.26,43624.53,42836.0,43821.66,42638.86,-317.11,-414.53,97.41,10.22,27.56,46.11,49.06,1783.8260714285716,-86.78,226.76000000000204,-32.48,-0.07,43132.66,43008.75,621.0299999999988,-167.5,5.25,129.1600000000035,-28.689999999999998,11.310000000000002,-17.339999999999996,97.41999999999996,788.5299999999988,0.0,EntryPreparationState,lower,43003.5,41953.0,0.0,-1050.5,0,0.0,None,0
42115.0,42150.0,41741.0,41915.0,1780.138,74720078.031,2022-01-08 10:00:00,47.4,42143.3,41761.91,41952.61,42334.0,41571.21,42524.7,41380.51,-94.37,-160.27,65.89,18.79,27.12,25.51,31.15,1275.8603571428573,13.98,37.61000000000058,3.25,-4.07,41925.38,41965.89,419.0,-343.7900000000009,50.88999999999942,10.37999999999738,-22.6,17.4,-8.330000000000002,65.9,762.7900000000009,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41915.0,41955.0,41750.0,41943.5,1225.772,51289560.7735,2022-01-08 11:00:00,48.05,42102.3,41801.17,41951.74,42252.87,41650.61,42403.44,41500.04,-85.85,-145.39,59.53,18.07,26.08,24.98,30.91,1303.7397857142855,27.87,8.239999999997963,-163.54,-1.17,41933.66,41956.93,309.3700000000026,-292.8899999999994,13.430000000000291,-9.839999999996508,-21.950000000000003,18.049999999999997,-8.009999999999998,59.53999999999999,602.260000000002,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41943.5,42030.0,41766.0,41900.0,1278.725,53568388.8285,2022-01-08 12:00:00,47.09,42084.09,41809.53,41946.81,42221.37,41672.25,42358.65,41534.97,-81.67,-132.65,50.97,18.59,24.76,24.22,30.56,1292.3425714285713,-11.39,46.80999999999767,-134.26,1.11,41944.72,41934.16,321.3700000000026,-227.75,34.16000000000349,44.720000000001164,-22.909999999999997,17.090000000000003,-6.170000000000002,50.980000000000004,549.1200000000026,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41900.0,42100.0,41550.0,41885.0,2671.072,111746317.112,2022-01-08 13:00:00,46.74,42074.54,41807.31,41940.92,42208.15,41673.69,42341.77,41540.07,-78.66,-121.85,43.18,16.7,26.24,24.07,29.84,1400.2068571428572,107.86,55.919999999998254,-46.16,-2.84,41943.0,41914.49,323.15000000000146,-211.30999999999767,29.489999999997963,58.0,-23.259999999999998,16.740000000000002,-9.54,43.19,534.4599999999991,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41885.0,41970.0,41683.0,41739.5,1274.249,53323778.952,2022-01-08 14:00:00,43.4,42053.91,41789.56,41921.74,42186.09,41657.39,42318.26,41525.22,-87.02,-114.88,27.86,15.79,24.81,23.94,29.03,1345.9852857142857,-54.22,182.23999999999796,-18.98,-1.37,41919.27,41844.49,446.5899999999965,-82.11000000000058,104.98999999999796,179.7699999999968,-26.6,13.399999999999999,-9.02,27.86,528.6999999999971,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41739.5,41788.0,41358.0,41609.5,3385.076,140810810.899,2022-01-08 15:00:00,40.61,42034.03,41749.97,41892.0,42176.06,41607.95,42318.08,41465.92,-102.94,-112.49,9.55,14.52,28.89,24.59,28.8,1447.1454285714285,101.16,282.5,17.34,-6.26,41885.38,41750.49,566.5599999999977,-1.5500000000029104,140.98999999999796,275.8799999999974,-29.39,10.61,-14.370000000000001,9.549999999999997,568.1100000000006,0.0,None,None,0.0,0.0,0.0,0.0,0,0.0,None,0
41609.5,41715.0,41253.0,41349.0,3066.9,127187422.317,2022-01-08 16:00:00,35.66,42019.8,41660.78,41840.29,42199.31,41481.27,42378.82,41301.76,-135.02,-117.0,-18.02,13.29,28.37,25.42,28.74,1587.0282142857143,139.88,491.2900000000009,139.9,-1.98,41822.44,41589.89,850.3099999999977,132.2699999999968,240.88999999999942,473.4400000000023,-34.34,5.659999999999997,-15.080000000000002,-18.02000000000001,718.0400000000009,0.0,IdleState,lower,0.0,0.0,0.0,0.0,0,0.0,None,0
41349.0,41398.5,40808.0,40845.0,6225.291,256143278.531,2022-01-08 17:00:00,28.44,42024.6,41466.39,41745.5,42303.7,41187.29,42582.8,40908.19,-198.82,-133.36,-65.45,11.9,33.29,26.98,28.97,1961.8585714285714,374.83,900.5,421.61,-7.53,41700.16,41291.93,1458.699999999997,342.2900000000009,446.9300000000003,855.1600000000035,-41.56,-1.5599999999999987,-21.39,-65.45999999999998,1116.4099999999962,0.0,EntryPreparationState,lower,40845.0,41782.0,0.0,937.0,0,0.0,None,0
