,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
0,130,1686016800000.0,25627.3,25777.0,25583.6,25749.9,2211.002,56834547.324,2023-06-06 02:00:00,0.0001,-0.000495,62593.409,29.45,26570.64,25527.01,26048.82,27092.46,25005.19,27614.28,24483.37,-336.58,-327.54,-9.04,13.03,39.9,53.6,41.74,11707.406714285713,-136.41,298.91999999999825,-90.25,5.72,25659.37,25685.83,1342.5599999999977,-744.7100000000028,-64.06999999999971,-90.53000000000247,-40.55,-0.5500000000000007,-26.869999999999997,-9.039999999999964,2087.2700000000004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,131,1686020400000.0,25749.9,25750.0,25705.4,25719.1,1029.218,26475534.1033,2023-06-06 03:00:00,0.0001,-0.000365,62558.974,28.64,26520.88,25513.96,26017.42,27024.33,25010.51,27527.79,24507.05,-321.4,-326.31,4.91,12.79,39.16,53.4,41.85,11436.959285714285,-270.44,298.3199999999997,-124.54,3.31,25677.61,25702.46,1305.2300000000032,-708.5900000000001,-16.639999999999418,-41.48999999999796,-41.36,-1.3599999999999994,-26.369999999999997,4.910000000000025,2013.8200000000033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2,132,1686024000000.0,25719.1,25787.0,25711.5,25779.2,1708.833,44015109.8944,2023-06-06 04:00:00,0.0001,-0.000642,62568.596,32.54,26473.52,25515.94,25994.73,26952.31,25037.15,27431.11,24558.36,-301.05,-321.26,20.2,13.98,37.87,52.88,43.13,11181.045285714285,-255.91,215.52999999999884,-166.79,2.23,25694.57,25740.83,1173.1100000000006,-742.0499999999993,-38.36999999999898,-84.63000000000102,-37.46,2.539999999999999,-23.889999999999997,20.20999999999998,1915.1599999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,133,1686027600000.0,25779.2,25799.7,25739.1,25756.0,1898.537,48912141.3775,2023-06-06 05:00:00,0.0001,-0.000535,62759.151,31.82,26421.38,25522.61,25972.0,26870.76,25073.23,27320.14,24623.85,-283.53,-313.72,30.18,14.17,36.82,52.27,44.59,7939.6924285714285,-3241.35,216.0,-189.65,2.42,25708.77,25748.41,1114.7599999999984,-682.7700000000004,-7.5900000000001455,-47.22999999999956,-38.18,1.8200000000000003,-22.65,30.190000000000055,1797.5299999999988,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
4,134,1686031200000.0,25756.0,25799.9,25740.0,25755.9,1609.247,41454754.7121,2023-06-06 06:00:00,0.0001,-0.000456,62832.888,31.82,26369.95,25532.88,25951.41,26788.49,25114.34,27207.03,24695.8,-266.58,-304.29,37.71,13.77,35.77,51.71,45.94,4080.8668571428575,-3858.82,195.5099999999984,-204.93,0.83,25720.68,25752.15,1032.5900000000001,-641.5600000000013,-3.75,-35.220000000001164,-38.18,1.8200000000000003,-22.000000000000004,37.710000000000036,1674.1500000000015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5,135,1686034800000.0,25755.9,25796.9,25687.0,25708.9,2429.354,62552228.4305,2023-06-06 07:00:00,0.0001,-0.000518,62585.316,30.24,26301.24,25555.4,25928.32,26674.16,25182.47,27047.08,24809.55,-254.01,-294.23,40.22,13.04,36.44,51.39,47.32,3550.5673571428574,-530.29,219.41999999999825,-264.72,-1.79,25721.53,25730.52,965.2599999999984,-526.4300000000003,21.61999999999898,12.62999999999738,-39.760000000000005,0.23999999999999844,-23.4,40.22000000000003,1491.6899999999987,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
6,136,1686038400000.0,25708.9,25730.0,25664.0,25694.2,2088.993,53675258.4144,2023-06-06 08:00:00,4.867e-05,-0.000338,62533.987,29.74,26229.53,25582.51,25906.02,26553.03,25259.01,26876.54,24935.5,-242.44,-283.87,41.43,12.6,36.38,51.19,48.7,3177.4726428571425,-373.09,211.8199999999997,-312.0,-1.11,25718.97,25712.36,858.8299999999981,-435.1900000000023,18.159999999999854,24.770000000000437,-40.260000000000005,-0.26000000000000156,-23.78,41.43000000000001,1294.0200000000004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,137,1686042000000.0,25694.2,25775.0,25683.4,25741.2,1270.537,32686485.0157,2023-06-06 09:00:00,4.867e-05,-0.000544,63248.857,33.51,26139.45,25641.2,25890.32,26388.57,25392.08,26637.69,25142.95,-226.86,-272.47,45.61,14.34,34.65,50.49,49.57,2453.057928571429,-724.41,149.11999999999898,-418.66,3.03,25725.74,25726.78,647.369999999999,-349.119999999999,-14.420000000001892,-15.459999999999127,-36.49,3.509999999999998,-20.31,45.610000000000014,996.489999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,138,1686045600000.0,25741.2,25780.0,25727.6,25731.1,1272.906,32785779.9605,2023-06-06 10:00:00,4.867e-05,-0.000479,63286.678,33.09,25960.66,25789.66,25875.16,26046.16,25704.16,26131.66,25618.65,-212.87,-260.55,47.67,14.2,33.67,49.79,50.38,2342.8143571428577,-110.24,144.0600000000013,-818.94,2.57,25737.27,25728.94,315.0600000000013,-26.93999999999869,-2.1599999999998545,6.170000000001892,-36.91,3.0900000000000034,-19.470000000000002,47.68000000000001,342.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,139,1686049200000.0,25731.1,25739.3,25628.0,25674.8,2575.519,66142303.5478,2023-06-06 11:00:00,4.867e-05,-0.000501,63358.034,30.83,25916.03,25796.12,25856.08,25975.99,25736.16,26035.95,25676.2,-203.98,-249.24,45.25,13.33,37.08,49.6,50.92,2191.3672142857145,-151.44,181.28000000000247,-444.57,-4.41,25728.93,25701.87,301.1900000000023,61.36000000000058,27.06999999999971,54.13000000000102,-39.17,0.8299999999999983,-23.75,45.26000000000002,239.83000000000175,EntryPreparationState,lower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
10,140,1686052800000.0,25674.8,25733.9,25324.2,25525.5,24740.493,631770807.862,2023-06-06 12:00:00,4.867e-05,-0.000477,63720.11,25.79,25891.41,25757.77,25824.59,25958.23,25690.95,26025.05,25624.13,-206.6,-240.71,34.1,10.73,44.31,50.41,51.56,3701.3515,1509.98,299.09000000000015,-42.72,-10.7,25707.42,25613.68,432.72999999999956,165.45000000000073,88.18000000000029,181.91999999999825,-44.21,-4.210000000000001,-33.58,34.110000000000014,267.27999999999884,PositionState,lower,25525.5,26014.3,0.0,-488.7999999999993,0.0,-488.7999999999993,-229.09999999999977,0,-227.88999999999942
11,141,1686056400000.0,25525.5,25772.5,25369.0,25724.0,14504.166,371010664.1061,2023-06-06 13:00:00,4.867e-05,-0.000412,63313.409,39.87,25880.87,25749.15,25815.01,25946.73,25683.3,26012.58,25617.44,-190.47,-230.66,40.19,10.53,36.71,50.77,51.99,4462.6125,761.26,91.0099999999984,-21.61,4.8,25701.28,25668.84,222.72999999999956,-40.70000000000073,-55.159999999999854,-22.720000000001164,-30.130000000000003,9.869999999999997,-26.18,40.19,263.4300000000003,PositionState,lower,25525.5,26014.3,-198.5,0.0,0.0,0.0,0.0,0,0.0
12,142,1686060000000.0,25724.0,26118.0,25723.6,26014.3,27294.643,708257522.8714,2023-06-06 14:00:00,4.867e-05,-0.000374,64869.955,53.7,25925.01,25742.97,25833.99,26016.03,25651.95,26107.06,25560.93,-152.49,-215.03,62.53,22.31,31.1,48.32,51.07,6187.942071428572,1725.32,-180.30999999999767,89.14,17.18,25729.98,25841.57,1.7299999999995634,-362.34999999999854,-172.72999999999956,-284.3199999999997,-16.299999999999997,23.700000000000003,-8.790000000000003,62.53999999999999,364.0799999999981,IdleState,lower,25525.5,26014.3,-488.7999999999993,0.0,0.0,0.0,0.0,0,0.0
13,143,1686063600000.0,26014.3,26140.0,25906.6,26055.0,9319.044,242414296.3519,2023-06-06 15:00:00,4.867e-05,-0.000657,64276.349,55.26,25970.89,25739.19,25855.04,26086.74,25623.34,26202.58,25507.49,-117.76,-195.57,77.81,21.16,28.34,45.9,49.75,6710.892285714284,522.95,-199.95999999999913,168.62,13.39,25763.22,25948.28,31.7400000000016,-431.65999999999985,-106.72000000000116,-291.77999999999884,-14.740000000000002,25.259999999999998,-7.18,77.80999999999999,463.40000000000146,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
14,144,1686067200000.0,26055.0,26394.2,26054.9,26358.8,18610.719,487952332.1049,2023-06-06 16:00:00,0.0001,-0.000341,64208.053,64.76,26079.71,25726.32,25903.02,26256.4,25549.63,26433.09,25372.94,-64.97,-169.45,104.48,27.72,24.88,43.01,48.2,7882.300642857143,1171.4,-455.77999999999884,314.08,8.87,25835.43,26153.54,-102.39999999999782,-809.1699999999983,-205.2599999999984,-523.369999999999,-5.239999999999995,34.760000000000005,2.84,104.47999999999999,706.7700000000004,EntryPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15,145,1686070800000.0,26358.8,26767.0,26275.8,26659.9,32304.599,857645450.0787998,2023-06-06 17:00:00,0.0001,-0.000396,62788.129,71.28,26235.32,25714.88,25975.1,26495.53,25454.66,26755.75,25194.45,1.14,-135.33,136.48,35.42,20.91,41.77,47.32,10116.256428571429,2233.95,-684.8000000000029,503.75,18.23,25942.73,26406.72,-164.37000000000262,-1205.2400000000016,-253.1800000000003,-717.1700000000019,1.2800000000000011,41.28,14.510000000000002,136.47,1040.869999999999,PositionState,upper,26659.9,26475.8,0.0,-184.10000000000218,557.0,-184.10000000000218,254.28235294117493,0,241.11000000000058
16,146,1686074400000.0,26659.9,26773.1,26622.5,26684.1,7169.641,191431397.5571,2023-06-06 18:00:00,0.0001,-0.000526,61339.148,71.73,26362.08,25723.16,26042.62,26681.55,25403.7,27001.01,25084.24,54.86,-97.29,152.16,33.85,19.86,40.65,46.46,10506.314142857142,390.05,-641.4799999999996,476.1,7.18,26047.49,26545.41,-2.5499999999992724,-1280.3999999999978,-138.6899999999987,-636.609999999997,1.730000000000004,41.730000000000004,13.990000000000002,152.15,1277.8499999999985,PositionState,upper,26659.9,26475.8,24.19999999999709,0.0,0.0,0.0,0.0,0,0.0
17,147,1686078000000.0,26684.1,27213.9,26675.2,27070.2,24536.131,661780737.6754,2023-06-06 19:00:00,0.0001,-0.000489,61806.552,77.75,26551.13,25729.84,26140.49,26961.78,25319.2,27372.42,24908.55,127.12,-52.41,179.54,41.61,16.64,40.81,46.26,12123.285142857143,1616.97,-929.7099999999991,550.75,9.4,26196.28,26807.8,-108.42000000000189,-1751.0,-262.40000000000146,-873.9200000000019,7.75,47.75,24.97,179.53,1642.579999999998,PositionState,upper,26659.9,26475.8,410.2999999999993,0.0,0.0,0.0,0.0,0,0.0
