start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,entry_volume
2021-01-04 10:00:00,31119.0,31286.5,27923.0,30229.0,13197.192,398937916.968,2021-01-04 10:00:00,28.02,33438.53,31757.8,32598.16,34278.89,30917.44,35119.25,30077.07,-368.07,-17.76,-350.3,9.21,43.4,22.57,23.98,2513.077142857143,763.63,2369.16,961.3,-15.4,32463.66,31274.58,4049.8899999999994,688.4399999999987,1045.5800000000017,2234.66,-41.980000000000004,-1.9800000000000004,-34.19,-350.31,3361.4500000000007,0.0,EntryPreparationState,lower,30229.0,32024.0,0.0,1795.0,0,0.0,None,0
2021-01-10 12:00:00,39233.0,39797.5,38558.0,39553.5,2588.07,102367226.745,2021-01-10 12:00:00,40.66,40884.27,39941.67,40412.97,41355.57,39470.37,41826.88,38999.06,-75.99,80.39,-156.38,12.59,34.52,16.87,15.85,1095.9135,85.81,859.4700000000012,292.47,-3.79,40425.94,39885.29,1802.0699999999997,-83.12999999999738,331.7900000000009,872.4400000000023,-29.340000000000003,10.659999999999997,-21.930000000000003,-156.38,1885.199999999997,0.0,EntryPreparationState,lower,39553.5,34373.5,0.0,-5180.0,0,0.0,None,0
2021-01-15 16:00:00,35678.5,36290.0,34512.5,36135.5,4110.96,148551595.08,2021-01-15 16:00:00,33.22,38831.59,36858.05,37844.82,39818.36,35871.28,40805.13,34884.51,-423.09,-64.69,-358.4,9.87,38.61,28.1,32.4,1402.2996428571428,235.66,1709.3199999999997,510.75,-5.52,37550.72,36543.85,3682.8600000000006,-264.22000000000116,408.34999999999854,1415.2200000000012,-36.78,3.219999999999999,-28.740000000000002,-358.4,3947.0800000000017,0.0,EntryPreparationState,lower,36135.5,37129.5,0.0,994.0,0,0.0,None,0
2021-01-17 08:00:00,34791.0,34834.5,34300.5,34715.5,2211.31,76766732.305,2021-01-17 08:00:00,30.61,36818.22,35311.57,36064.89,37571.55,34558.24,38324.87,33804.92,-477.78,-304.69,-173.09,10.63,34.74,28.71,23.93,1159.7362142857141,94.34,1349.3899999999994,185.57,-2.58,35798.5,35098.05,2856.050000000003,-157.26000000000204,382.5500000000029,1083.0,-39.39,0.6099999999999994,-24.11,-173.08999999999997,3013.310000000005,0.0,EntryPreparationState,lower,34715.5,35716.5,0.0,1001.0,0,0.0,None,0
2021-01-20 04:00:00,35086.5,35447.0,34780.0,35279.0,1229.645,43380645.955,2021-01-20 04:00:00,36.14,36972.66,35661.56,36317.11,37628.21,35006.0,38283.76,34350.45,-275.28,-81.81,-193.46,11.3,33.35,22.45,20.27,784.1593571428572,62.35,1038.1100000000006,340.73,-2.87,36060.66,35567.92,2349.209999999999,-273.0,288.91999999999825,781.6600000000035,-33.86,6.140000000000001,-22.05,-193.46999999999997,2622.209999999999,0.0,EntryPreparationState,lower,35279.0,35235.5,0.0,-43.5,0,0.0,None,0
2021-01-21 05:00:00,34281.0,34616.5,34001.0,34586.5,981.251,33938037.7115,2021-01-21 05:00:00,42.74,35267.85,34629.5,34948.67,35587.03,34310.32,35906.2,33991.14,-279.14,-280.64,1.49,11.15,28.3,36.49,36.43,847.4885000000002,1.71,362.16999999999825,-64.72,-2.44,34840.38,34580.11,1000.5299999999988,-276.1800000000003,-6.389999999999418,253.87999999999738,-27.259999999999998,12.740000000000002,-17.15,1.5,1276.7099999999991,0.0,EntryPreparationState,lower,34586.5,31771.0,0.0,-2815.5,0,0.0,None,0
2021-01-27 12:00:00,30643.0,30871.0,30347.5,30753.5,2253.243,69295108.6005,2021-01-27 12:00:00,35.62,32125.02,31053.05,31589.03,32661.01,30517.06,33197.0,29981.07,-335.51,-228.08,-107.43,10.5,32.11,31.34,29.72,1214.2603571428572,98.67,835.5299999999988,279.4,-3.51,31322.72,30951.17,1907.5099999999984,-236.4399999999987,197.66999999999825,569.2200000000012,-34.38,5.619999999999997,-21.61,-107.42999999999998,2143.949999999997,0.0,EntryPreparationState,lower,30753.5,31533.0,0.0,779.5,0,0.0,None,0
2021-01-31 16:00:00,32929.5,33113.0,32689.5,32951.5,994.909,32783743.9135,2021-01-31 16:00:00,36.1,34117.51,33231.63,33674.57,34560.44,32788.69,35003.38,32345.75,-253.78,-177.72,-76.06,11.84,27.08,20.5,15.98,1173.9515714285715,31.88,723.0699999999997,175.87,-0.77,33468.77,33183.08,1608.9400000000023,-162.80999999999767,231.58000000000175,517.2699999999968,-33.9,6.100000000000001,-15.239999999999998,-76.06,1771.75,0.0,EntryPreparationState,lower,32951.5,33402.5,0.0,451.0,0,0.0,None,0
2021-02-10 15:00:00,44986.0,45261.0,43800.0,44368.5,3903.248,173181258.888,2021-02-10 15:00:00,31.35,46741.82,45374.88,46058.35,47425.29,44691.41,48108.76,44007.94,-145.79,155.7,-301.5,13.17,34.35,23.02,25.61,1595.0974285714287,215.61,1689.8499999999985,675.61,-8.78,46049.72,45131.32,3056.790000000001,322.9100000000035,762.8199999999997,1681.2200000000012,-38.65,1.3500000000000014,-21.18,-301.49,2733.8799999999974,0.0,EntryPreparationState,lower,44368.5,45441.0,0.0,1072.5,0,0.0,None,0
2021-02-13 11:00:00,46777.5,47040.5,46335.5,46649.5,1629.764,76027675.718,2021-02-13 11:00:00,39.84,47779.09,47026.19,47402.64,48155.53,46649.74,48531.98,46273.3,-83.19,52.85,-136.05,15.75,30.62,16.29,17.89,684.0242142857143,68.01,753.1399999999994,32.48,-5.23,47419.44,46956.71,1506.0299999999988,0.23999999999796273,307.2099999999991,769.9400000000023,-30.159999999999997,9.840000000000003,-14.870000000000001,-136.04,1505.7900000000009,0.0,EntryPreparationState,lower,46649.5,47185.0,0.0,535.5,0,0.0,None,0
2021-02-15 03:00:00,46969.0,47327.0,46654.5,47175.5,907.272,42801010.236,2021-02-15 03:00:00,36.16,48976.82,47749.49,48363.16,49590.49,47135.82,50204.16,46522.15,-60.76,196.43,-257.19,12.67,35.53,28.29,30.57,974.1860714285715,-30.3,1187.6600000000035,757.2,-3.25,48425.55,47635.19,2414.989999999998,-39.68000000000029,459.6900000000023,1250.050000000003,-33.84,6.159999999999997,-22.86,-257.19,2454.6699999999983,0.0,EntryPreparationState,lower,47175.5,47950.0,0.0,774.5,0,0.0,None,0
