,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
4578,4710,1677254400000.0,23345.0,23346.3,22800.0,23177.9,69084.335,1595330385.5251,2023-02-24 16:00:00,0.0001,52998.575,32.57,24329.23,23598.93,23964.08,24694.38,23233.79,25059.53,22868.64,-218.43,-124.87,-93.56,11.16,33.17,24.35,24.5,35380.24635714286,3174.22,-82.75,49.0,-8.9,23759.02,23398.06,PositionState,lower,23177.9,23492.5,0.0,-314.59999999999854,194.90000000000146,-314.59999999999854,23.03076923077074,42.20000000000073
4617,4749,1677816000000.0,22320.0,22403.1,22253.1,22352.7,18205.348,406831533.4958,2023-03-03 04:00:00,0.0001,50032.419,30.66,23619.64,22884.99,23252.31,23986.96,22517.66,24354.29,22150.34,-166.76,-58.21,-108.54,13.35,39.57,17.58,19.51,28294.076357142858,-799.95,-94.69,463.85,-4.65,23208.96,22617.92,PositionState,lower,22352.7,22538.9,0.0,-186.20000000000073,118.79999999999927,-186.20000000000073,-10.795238095237437,159.34999999999854
4642,4774,1678176000000.0,22403.9,22422.3,22316.0,22340.4,10062.894,225150762.0397,2023-03-07 08:00:00,3.779e-05,51697.553,39.56,22517.78,22401.4,22459.59,22575.97,22343.21,22634.15,22285.03,-113.35,-150.34,36.99,19.44,22.08,20.23,26.88,9883.866214285716,-1706.49,-12.54,-7.2,-3.56,22404.24,22378.23,PositionState,lower,22340.4,20766.9,0.0,1573.5,2589.100000000002,0.0,1368.206060606062,1811.0400000000009
4764,4896,1679932800000.0,26889.9,27294.0,26836.3,26957.9,39765.842,1077191179.852,2023-03-27 16:00:00,4.464e-05,55541.491,39.76,27896.88,27286.68,27591.78,28201.98,26981.58,28507.09,26676.48,-73.5,1.92,-75.42,15.76,28.69,17.79,19.09,23948.162357142857,1798.9,-66.72,104.82,-3.27,27643.3,27164.22,PositionState,lower,26957.9,27399.9,0.0,-442.0,2.900000000001455,-442.0,-100.68571428571262,-37.86000000000058
4889,5021,1681732800000.0,29564.1,29590.2,29219.0,29360.1,34727.432,1021128014.1605,2023-04-17 12:00:00,0.0001,56140.073,30.11,30369.52,29750.27,30059.9,30679.15,29440.65,30988.78,29131.02,-59.01,85.23,-144.24,16.76,32.48,34.44,44.7,14389.802,2144.86,-73.65,222.18,-2.97,30023.61,29566.99,PositionState,lower,29360.1,30386.9,0.0,-1026.800000000003,0.0,-1026.800000000003,-280.3000000000017,-433.0799999999981
4903,5035,1681934400000.0,29214.9,29303.3,28555.0,28797.1,52776.27,1526032591.8279,2023-04-19 20:00:00,0.0001,56574.136,30.62,30200.48,29274.94,29737.71,30663.25,28812.17,31126.02,28349.4,-194.88,-78.33,-116.55,14.44,36.8,26.73,30.49,30499.35228571429,1289.2,-99.01,143.67,-6.67,29735.17,29074.47,PositionState,lower,28797.1,27596.2,0.0,1200.8999999999978,1548.8999999999978,-56.70000000000073,1049.9583333333321,1606.6599999999999
4973,5105,1682942400000.0,28507.7,28608.8,28051.4,28162.8,45562.609,1290944563.2892,2023-05-01 12:00:00,5.264e-05,51867.106,35.99,29287.21,28582.8,28935.0,29639.41,28230.59,29991.62,27878.39,-53.77,107.19,-160.96,16.33,27.81,16.98,18.99,21143.920214285714,2631.43,-81.29,302.09,-6.69,28941.46,28401.0,PositionState,lower,28162.8,28666.0,0.0,-503.2000000000007,329.3999999999978,-503.2000000000007,-10.025000000001455,-77.56999999999971
5033,5165,1683806400000.0,27390.7,27618.0,26928.9,27166.1,55457.601,1511404711.61,2023-05-11 12:00:00,3.42e-05,52349.521,35.06,27924.04,27496.74,27710.39,28137.69,27283.09,28351.34,27069.44,-275.63,-272.38,-3.25,10.91,28.83,33.37,30.5,27227.043928571427,3145.14,-57.29,-39.6,-3.91,27556.01,27304.55,PositionState,lower,27166.1,27064.4,0.0,101.69999999999709,866.8999999999978,0.0,428.02631578947233,365.6100000000006
5096,5228,1684713600000.0,26734.3,26770.3,26510.0,26633.5,14521.714,386566626.4639,2023-05-22 00:00:00,0.0001,56955.1,37.73,27026.57,26788.05,26907.31,27145.83,26668.8,27265.08,26549.54,-58.54,-35.02,-23.52,16.65,28.35,15.11,17.21,9805.841571428571,164.61,-28.81,10.61,-5.4,26924.31,26726.69,PositionState,lower,26633.5,27356.1,0.0,-722.5999999999985,0.0,-722.5999999999985,-251.12857142857112,-370.4300000000003
5111,5243,1684929600000.0,26734.0,26734.1,26050.0,26307.5,59061.087,1555475000.6397,2023-05-24 12:00:00,0.0001,58879.502,32.82,27174.65,26637.78,26906.22,27443.09,26369.34,27711.53,26100.9,-64.87,2.39,-67.26,15.94,36.99,18.69,16.89,19911.56342857143,3242.03,-63.02,130.14,-14.24,26975.63,26545.09,PositionState,lower,26307.5,26737.7,0.0,-430.2000000000007,187.20000000000073,-430.2000000000007,-51.546153846153736,-49.919999999998254
5181,5313,1685937600000.0,26834.0,26860.9,26730.0,26820.0,13800.77,369859197.3459,2023-06-05 04:00:00,0.0001,58662.698,38.67,27198.5,26965.15,27081.83,27315.18,26848.48,27431.85,26731.8,-48.47,-24.73,-23.74,19.51,21.97,12.18,15.03,9080.214785714286,461.23,-27.55,-30.4,-3.41,27063.25,26904.26,PositionState,lower,26820.0,27070.2,0.0,-250.20000000000073,1193.5,-250.20000000000073,705.7299999999999,427.16999999999825
5212,5344,1686384000000.0,25639.8,25748.0,25555.9,25717.0,11930.136,306085461.0938,2023-06-10 08:00:00,0.0001,60579.466,34.3,26626.72,26055.99,26341.35,26912.09,25770.62,27197.46,25485.25,-159.71,-89.31,-70.4,14.24,31.36,14.72,16.53,17392.32492857143,84.63,-65.73,88.68,-2.57,26282.38,25864.68,PositionState,lower,25717.0,26049.9,0.0,-332.90000000000146,101.5,-332.90000000000146,-100.91176470588235,-92.40999999999985
5240,5372,1686787200000.0,25113.9,25197.4,25020.0,25056.1,11939.393,299637661.0235,2023-06-15 00:00:00,4.939e-05,60156.699,29.61,26056.21,25517.61,25786.91,26325.52,25248.31,26594.82,24979.0,-158.61,-90.54,-68.07,12.98,34.72,13.36,12.14,20255.423071428573,-544.65,-76.93,367.24,-3.27,25737.61,25283.49,PositionState,lower,25056.1,25585.9,0.0,-529.8000000000029,109.09999999999854,-529.8000000000029,-112.10000000000157,-121.84999999999854
5439,5571,1689652800000.0,30056.5,30107.0,29907.0,29947.9,11118.927,333653967.6508,2023-07-18 04:00:00,8.08e-06,65550.282,39.54,30355.77,30107.55,30231.66,30479.88,29983.44,30603.99,29859.33,-139.13,-115.7,-23.42,10.61,29.84,27.5,25.01,11348.279714285714,640.79,-29.86,41.26,-3.4,30120.69,30006.47,PositionState,lower,29947.9,30190.0,0.0,-242.09999999999854,248.0,-242.09999999999854,3.653846153847553,-57.43999999999869
5477,5609,1690200000000.0,29257.0,29257.1,28851.0,29088.7,33873.456,984934431.2482,2023-07-24 12:00:00,5.915e-05,63356.876,28.96,29988.14,29532.26,29760.2,30216.08,29304.32,30444.02,29076.38,-126.07,-61.01,-65.06,14.19,34.07,23.68,25.74,13206.326214285713,2054.95,-70.68,352.65,-4.5,29740.77,29318.52,PositionState,lower,29088.7,29385.0,0.0,-296.2999999999993,0.0,-296.2999999999993,-91.65714285714265,4.139999999999418
5523,5655,1690862400000.0,28825.7,28959.1,28795.0,28922.4,9942.213,287178206.2253,2023-08-01 04:00:00,0.0001,68656.429,37.11,29354.21,29071.06,29212.63,29495.78,28929.49,29637.35,28787.91,-75.46,-35.58,-39.87,15.1,31.9,17.38,18.59,11887.081857142857,540.29,-30.54,156.96,-3.91,29199.28,28973.9,PositionState,lower,28922.4,29263.9,0.0,-341.5,72.30000000000291,-341.5,-72.54999999999927,-121.89999999999782
5610,5742,1692115200000.0,29320.3,29360.0,29049.7,29178.5,22649.915,661332779.3465,2023-08-15 16:00:00,0.0001,71349.386,37.73,29448.6,29303.91,29376.26,29520.95,29231.56,29593.3,29159.22,-27.1,-8.31,-18.78,16.4,24.23,13.26,16.73,11383.830285714286,1489.34,-20.81,67.9,-10.87,29377.57,29264.15,PositionState,lower,29178.5,26134.9,0.0,3043.5999999999985,3410.5,-41.5,2353.2125,3212.7400000000016
5685,5817,1693195200000.0,26004.5,26029.3,25860.1,25920.7,12492.964,323980269.4283,2023-08-28 04:00:00,5.189e-05,56501.952,40.3,26109.89,25999.16,26054.52,26165.25,25943.8,26220.61,25888.44,-45.24,-50.91,5.67,13.42,26.1,30.67,33.85,6986.944642857142,516.13,-14.09,-9.83,-5.33,26036.73,25983.87,PositionState,lower,25920.7,26089.1,0.0,-168.39999999999782,0.0,-168.39999999999782,-78.53333333333285,-53.62000000000262
5733,5865,1693886400000.0,25677.9,25740.0,25663.3,25722.8,6184.116,158918141.5289,2023-09-05 04:00:00,2.449e-05,58777.64,38.8,25997.18,25831.7,25914.44,26079.92,25748.96,26162.65,25666.22,-127.27,-132.61,5.33,11.89,26.73,27.3,29.81,9281.629285714285,223.28,-20.17,-19.7,-0.81,25851.17,25741.08,PositionState,lower,25722.8,25822.1,0.0,-99.29999999999927,148.79999999999927,-99.29999999999927,-2.916666666667576,-23.109999999996944
5771,5903,1694433600000.0,25586.0,25746.4,24915.0,25103.4,88961.728,2246364840.5677,2023-09-11 12:00:00,2.295e-05,59274.192,24.22,25913.42,25570.73,25742.08,26084.77,25399.38,26256.11,25228.04,-94.22,-36.63,-57.58,11.47,41.93,21.66,18.5,14122.469500000001,6191.86,-67.22,173.51,-17.6,25691.44,25394.49,PositionState,lower,25103.4,25785.6,0.0,-682.1999999999971,95.60000000000218,-682.1999999999971,-159.47499999999854,-87.2699999999968
5850,5982,1695571200000.0,26564.5,26724.9,26301.3,26438.5,23960.672,635468052.6522,2023-09-24 16:00:00,6.269e-05,59392.636,37.39,26653.85,26564.91,26609.38,26698.32,26520.44,26742.79,26475.97,-67.94,-62.94,-4.99,13.55,27.33,20.14,21.27,5190.372642857144,947.33,-17.98,-111.4,-10.27,26554.55,26503.07,PositionState,lower,26438.5,26745.8,0.0,-307.2999999999993,374.2999999999993,-307.2999999999993,170.87647058823495,11.849999999998545
5939,6071,1696852800000.0,27452.1,27570.1,27339.8,27429.8,26270.867,721460994.2653,2023-10-09 12:00:00,-1.491e-05,65566.50199999,37.23,27905.15,27609.24,27757.19,28053.11,27461.28,28201.07,27313.32,4.99,70.08,-65.09,14.46,25.52,17.87,20.4,11913.614428571429,1640.22,-34.47,86.02,-2.84,27771.45,27540.43,PositionState,lower,27429.8,26929.8,0.0,500.0,765.2000000000007,-207.5,397.3677419354831,644.4700000000012
6144,6365,1701086400000.0,37035.3,37106.0,36732.4,36760.8,29380.521,1084697881.2311,2023-11-27 12:00:00,0.0001,58410.209,34.48,37713.66,37078.62,37396.14,38031.18,36761.1,38348.7,36443.57,-48.85,76.58,-125.44,15.29,22.76,19.68,22.43,12402.337,1847.93,-66.87,266.15,-4.09,37354.23,36974.58,PositionState,lower,36760.8,37522.0,0.0,-761.1999999999971,0.0,-761.1999999999971,-373.2714285714267,-379.8399999999965
6229,6450,1702310400000.0,41841.6,41899.2,40242.4,40803.2,89614.402,3680824345.3542,2023-12-11 16:00:00,0.0001,60370.277,25.87,43927.89,42037.38,42982.64,44873.15,41092.13,45818.4,40146.88,-324.67,60.26,-384.93,9.14,48.68,39.12,43.07,26077.936785714286,5069.21,-229.41,950.41,-9.73,42763.21,41484.45,PositionState,lower,40803.2,41974.9,0.0,-1171.7000000000044,0.0,-1171.7000000000044,-571.0250000000033,-49.44000000000233
6267,6488,1702857600000.0,41395.2,41482.0,40810.0,41107.5,23819.817,979504064.5919,2023-12-18 00:00:00,0.00013303,55689.609,36.53,42521.97,41585.21,42053.59,42990.36,41116.82,43458.74,40648.44,-229.2,-118.4,-110.8,14.44,33.01,31.19,30.21,13235.081285714286,295.8,-99.59,148.36,-6.16,41888.73,41409.94,PositionState,lower,41107.5,42683.6,0.0,-1576.0999999999985,0.0,-1576.0999999999985,-410.03333333333285,-675.2900000000009
6317,6538,1703577600000.0,42806.0,42835.2,42100.0,42721.8,20785.127,883982280.1537,2023-12-26 08:00:00,0.00027919,56751.348,37.81,43688.24,43047.68,43367.96,44008.51,42727.41,44328.79,42407.13,-85.31,12.11,-97.43,15.11,31.97,16.23,17.01,13830.449214285714,1031.61,-68.02,194.33,-8.24,43267.68,42941.1,PositionState,lower,42721.8,43072.7,0.0,-350.8999999999942,567.9000000000015,-350.8999999999942,192.9000000000025,183.45999999999913
