,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
30,1687867200.0,30720.4,30997.0,30358.0,30492.7,51393.176,1577544249.1939,2023-06-27 12:00:00,0.0001,-0.00027589,65990.696,56.35,30532.99,30208.38,30370.69,30695.3,30046.07,30857.61,29883.77,193.08,265.89,-72.8,27.05,13.96,32.66,44.09,19644.096571428574,1916.21,-122.01000000000204,34.95,6.64,30397.66,30496.99,202.59999999999854,-446.630000000001,4.290000000000873,-95.04000000000087,-13.649999999999999,26.35,13.09,-72.80999999999997,649.2299999999996,PositionState,upper,30492.7,30179.9,0.0,-312.7999999999993,188.0,-312.7999999999993,-7.679999999999564,0,-102.58000000000175
67,1688400000.0,31055.7,31399.4,30813.9,31254.1,38750.681,1205664716.982,2023-07-03 16:00:00,9.481e-05,0.0,62709.821,68.43,30895.48,30418.81,30657.15,31133.82,30180.47,31372.15,29942.14,135.41,77.35,58.06,24.86,15.49,18.58,19.29,13100.903785714285,2287.96,-596.9499999999971,284.4,12.97,30720.23,30980.76,-120.27999999999884,-1073.6299999999974,-273.34000000000015,-533.869999999999,-1.5699999999999932,38.43000000000001,9.37,58.06,953.3499999999985,PositionState,upper,31254.1,30689.9,0.0,-564.1999999999971,0.0,-564.1999999999971,-225.6285714285706,0,-101.2699999999968
110,1689019200.0,30818.3,31035.5,30157.1,30399.1,48497.879,1483539112.4209,2023-07-10 20:00:00,7.674e-05,-0.00036461,62523.777,51.84,30464.18,30167.27,30315.73,30612.64,30018.82,30761.09,29870.36,1.49,-48.49,49.99,28.8,13.07,12.89,12.82,12989.032500000001,3217.65,-83.36999999999898,194.54,11.18,30300.74,30438.77,213.54000000000087,-380.27999999999884,39.67000000000189,-98.35999999999694,-18.159999999999997,21.840000000000003,15.73,49.980000000000004,593.8199999999997,PositionState,upper,30399.1,30273.8,0.0,-125.29999999999927,363.3000000000029,-125.29999999999927,132.83333333333485,0,38.70000000000073
127,1689264000.0,30905.8,31843.9,30703.0,31600.0,86069.482,2690332781.0645,2023-07-13 16:00:00,-9.45e-06,-0.00034778,63292.319,72.26,30884.02,30299.13,30591.57,31176.46,30006.69,31468.9,29714.24,133.88,56.78,77.1,37.58,9.6,26.63,22.89,25363.93864285714,5342.13,-1008.4300000000003,477.94,17.16,30619.16,31011.08,-423.5400000000009,-1593.3100000000013,-588.9199999999983,-980.8400000000001,2.260000000000005,42.260000000000005,27.979999999999997,77.1,1169.7700000000004,PositionState,upper,31600.0,30104.1,0.0,-1495.9000000000015,0.0,-1495.9000000000015,-440.6714285714287,0,-238.01000000000204
188,1690142400.0,30079.9,30130.8,29900.0,30071.1,10437.169,313308635.9085,2023-07-23 20:00:00,4.184e-05,-0.00054238,62951.368,57.13,30006.8,29833.29,29920.05,30093.55,29746.54,30180.31,29659.78,-7.17,-42.46,35.29,25.78,18.59,23.75,28.17,7666.4971428571425,13.75,-151.04999999999927,3.75,11.2,29902.47,30001.23,22.450000000000728,-324.5599999999977,-69.86999999999898,-168.62999999999738,-12.869999999999997,27.130000000000003,7.190000000000001,35.29,347.0099999999984,PositionState,upper,30071.1,29699.9,0.0,-371.1999999999971,0.0,-371.1999999999971,-185.59999999999854,0,-120.52999999999884
243,1690934400.0,29700.1,30040.0,29605.0,29619.5,39044.602,1163700163.7546,2023-08-02 00:00:00,0.0001,-0.00060782,66221.261,60.57,29475.99,29034.52,29255.25,29696.72,28813.78,29917.46,28593.05,7.64,-42.91,50.56,34.58,22.6,19.27,18.29,20035.515642857143,1935.32,-364.25,175.36,15.02,29166.58,29442.13,77.22000000000116,-805.7200000000012,-177.36999999999898,-452.91999999999825,-9.43,30.57,11.979999999999997,50.55,882.9400000000023,PositionState,upper,29619.5,29147.9,0.0,-471.59999999999854,0.0,-471.59999999999854,-176.75999999999985,0,-119.54999999999927
282,1691496000.0,29425.6,29673.4,29333.6,29521.1,49170.701,1449812227.8818,2023-08-08 12:00:00,2.398e-05,-0.00052003,71091.599,65.96,29315.43,29035.14,29175.28,29455.57,28895.0,29595.71,28754.86,47.79,-3.84,51.63,24.66,16.4,16.35,16.76,13491.079500000002,3310.41,-345.8199999999997,231.88,10.68,29184.79,29366.02,-65.52999999999884,-626.0999999999985,-155.0799999999981,-336.3099999999977,-4.040000000000006,35.959999999999994,8.260000000000002,51.629999999999995,560.5699999999997,PositionState,upper,29521.1,29405.3,0.0,-115.79999999999927,359.8000000000029,-115.79999999999927,189.71250000000146,0,259.0099999999984
319,1692028800.0,29587.4,29680.0,29230.0,29349.9,26905.747,792282321.2979,2023-08-14 16:00:00,0.0001,-0.0002584,72397.267,46.55,29464.52,29362.27,29413.39,29515.64,29311.14,29566.77,29260.01,1.43,-1.49,2.93,20.84,19.18,16.26,19.29,8482.418214285713,1749.98,63.48999999999796,65.97,-0.49,29401.12,29422.4,165.73999999999796,-38.76000000000204,72.5,51.219999999997526,-23.450000000000003,16.549999999999997,1.6600000000000001,2.92,204.5,PositionState,upper,29349.9,29387.0,0.0,37.099999999998545,72.69999999999709,0.0,36.599999999998545,0,-14.110000000000582
374,1692820800.0,26614.0,26715.8,26208.0,26422.9,28367.673,750898163.3892,2023-08-23 20:00:00,1.921e-05,-0.00033892,58518.106,53.54,26362.27,26013.53,26187.9,26536.64,25839.15,26711.01,25664.78,-111.43,-230.82,119.39,21.24,25.11,54.32,61.59,20727.690000000002,-55.49,-235.0,244.0,13.51,26096.97,26329.86,113.73999999999796,-583.75,-93.04000000000087,-325.9300000000003,-16.46,23.54,-3.870000000000001,119.38999999999999,697.489999999998,PositionState,upper,26422.9,25985.5,0.0,-437.40000000000146,38.599999999998545,-437.40000000000146,-77.30000000000146,0,-85.81000000000131
409,1693324800.0,27408.9,28140.8,27336.2,27808.4,77397.204,2154750989.1406,2023-08-29 16:00:00,7.3e-05,-0.00052476,64323.856,82.2,26805.55,25846.24,26325.89,27285.2,25366.58,27764.86,24886.92,200.53,30.24,170.28,52.14,10.65,28.37,30.95,25204.878428571425,3414.0,-1482.510000000002,1340.91,38.04,26378.87,27063.49,-523.2000000000007,-2441.8199999999997,-744.9099999999999,-1429.5300000000025,12.200000000000003,52.2,41.49,170.29,1918.619999999999,PositionState,upper,27808.4,26911.4,0.0,-897.0,0.0,-897.0,-480.5500000000017,0,56.93999999999869
