,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
11,143,1617721200000.0,58041.0,58110.0,57734.5,57919.5,592.671,34327207.9845,2021-04-06 15:00:00,0.00035352,0.002298,6689.501,36.83,58869.1,58224.22,58546.66,59191.53,57901.78,59513.97,57579.34,-44.59,82.82,-127.42,18.53,29.95,17.16,21.74,509.86321428571426,-8.71,627.1600000000035,269.2,-3.37,58489.5,58118.48,1272.0299999999988,-17.720000000001164,198.9800000000032,570.0,-33.17,6.829999999999998,-11.419999999999998,-127.41,1289.75,PositionState,lower,57919.5,58271.0,0.0,-351.5,330.0,-367.5,-84.66666666666667,0,96.13000000000466
31,163,1617793200000.0,56920.0,57284.0,55904.5,56399.5,1990.749,112277248.2255,2021-04-07 11:00:00,0.00132814,0.002026,6838.483,26.38,58219.37,57301.31,57760.34,58678.4,56842.28,59137.44,56383.25,-327.22,-205.24,-121.97,12.29,37.43,25.36,22.05,757.1097142857143,105.2,1360.8399999999965,645.2,-9.79,57610.61,56861.58,2278.9000000000015,442.77999999999884,462.08000000000175,1211.1100000000006,-43.620000000000005,-3.620000000000001,-25.14,-121.98000000000002,1836.1200000000026,PositionState,lower,56399.5,56905.0,0.0,-505.5,499.5,-505.5,-5.333333333333333,0,160.5500000000029
241,373,1618549200000.0,61809.0,62286.0,61570.0,61951.5,819.961,50797813.8915,2021-04-16 05:00:00,0.00104972,0.004125,6481.251,35.83,63324.2,62379.29,62851.75,63796.66,61906.84,64269.11,61434.38,-115.64,5.45,-121.09,15.3,30.47,17.4,17.14,506.7312142857142,22.09,900.25,226.7,-4.53,62937.5,62194.88,1845.1600000000035,-44.66000000000349,243.37999999999738,986.0,-34.17,5.829999999999998,-15.169999999999998,-121.09,1889.820000000007,PositionState,lower,61951.5,61799.0,0.0,152.5,1433.5,0.0,630.75,0,520.5099999999948
272,404,1618660800000.0,61046.0,61184.5,60666.0,61176.5,687.117,42035413.1505,2021-04-17 12:00:00,0.00094958,0.002086,5921.325,40.2,62144.01,61370.31,61757.16,62530.86,60983.46,62917.71,60596.62,-113.92,-48.46,-65.46,12.89,33.04,25.79,29.29,440.441,35.04,580.6600000000035,101.87,-3.2,61839.44,61288.26,1354.3600000000006,-193.04000000000087,111.76000000000204,662.9400000000023,-29.799999999999997,10.200000000000003,-20.15,-65.46000000000001,1547.4000000000015,PositionState,lower,61176.5,56275.0,0.0,4901.5,7856.5,0.0,3668.3529411764707,0,5236.139999999999
323,455,1618844400000.0,55438.5,55438.5,54279.0,54618.5,2080.839,113652304.9215,2021-04-19 15:00:00,0.0001,0.000883,8398.047,33.02,56954.54,55750.41,56352.48,57556.6,55148.35,58158.66,54546.29,-269.47,-146.64,-122.83,11.92,36.95,41.15,48.07,749.9796428571428,104.64,1733.9800000000032,467.88,-7.53,56400.83,55333.86,2938.0999999999985,529.8499999999985,715.3600000000006,1782.3300000000017,-36.98,3.020000000000003,-25.03,-122.83000000000004,2408.25,PositionState,lower,54618.5,56074.5,0.0,-1456.0,0.0,-1456.0,-767.0,0,-518.5400000000009
379,511,1619046000000.0,54060.0,54326.5,53673.5,53821.5,1026.203,55231784.7645,2021-04-21 23:00:00,0.0001,0.000592,7550.347,33.07,55772.07,54620.08,55196.08,56348.07,54044.08,56924.07,53468.08,-330.1,-155.26,-174.84,11.73,33.45,26.72,24.62,761.0773571428572,36.51,1374.5800000000017,429.9,-2.06,55100.33,54177.89,2526.5699999999997,222.58000000000175,356.3899999999994,1278.8300000000017,-36.93,3.0700000000000003,-21.720000000000002,-174.84000000000003,2303.989999999998,PositionState,lower,53821.5,54845.5,0.0,-1024.0,275.0,-1024.0,-291.61538461538464,0,-272.8700000000026
398,530,1619114400000.0,53508.5,53710.0,52761.5,53464.5,1853.138,99077096.601,2021-04-22 18:00:00,0.0001,0.001353,6652.718,39.91,54867.47,53924.2,54395.84,55339.11,53452.57,55810.74,52980.93,-233.64,-214.77,-18.87,15.27,34.56,28.91,30.92,873.4581428571429,83.59,931.3399999999965,54.84,-7.96,54393.55,53808.26,1874.6100000000006,-11.930000000000291,343.76000000000204,929.0500000000029,-30.090000000000003,9.909999999999997,-19.290000000000003,-18.869999999999976,1886.5400000000009,PositionState,lower,53464.5,50572.5,0.0,2892.0,5423.5,0.0,3196.04,0,3630.9900000000052
439,571,1619262000000.0,49085.0,49572.5,48742.5,49119.0,1459.481,71688247.239,2021-04-24 11:00:00,0.0001,0.001251,6635.932,38.02,50459.05,49442.01,49950.53,50967.56,48933.49,51476.08,48424.97,-342.13,-290.18,-51.95,11.23,29.66,31.07,34.39,938.5512857142858,55.91,831.5299999999988,186.09,-2.04,49849.55,49265.63,1848.5599999999977,-185.51000000000204,146.62999999999738,730.5500000000029,-31.979999999999997,8.020000000000003,-18.43,-51.94999999999999,2034.0699999999997,PositionState,lower,49119.0,50173.5,0.0,-1054.5,0.0,-1054.5,-424.4,0,-519.7200000000012
473,605,1619384400000.0,48132.5,48373.5,47019.0,47586.5,2809.558,133697031.767,2021-04-25 21:00:00,0.00026759,0.000122,6603.891,27.62,50187.25,48856.74,49521.99,50852.51,48191.48,51517.77,47526.22,-343.56,-133.7,-209.85,11.08,41.63,22.71,23.21,956.0852142857142,137.88,1935.489999999998,933.66,-9.43,49503.38,48237.54,3266.010000000002,604.9800000000032,651.0400000000009,1916.8799999999974,-42.379999999999995,-2.379999999999999,-30.550000000000004,-209.86,2661.029999999999,PositionState,lower,47586.5,50850.0,0.0,-3263.5,0.0,-3263.5,-1437.875,0,-1552.5899999999965
531,663,1619593200000.0,54175.0,54553.5,54103.0,54293.0,837.885,45491290.305,2021-04-28 07:00:00,0.0001,0.000136,6141.71,45.5,55005.84,54390.3,54698.07,55313.62,54082.52,55621.39,53774.75,146.11,315.67,-169.55,19.68,26.4,22.11,24.19,572.3262857142856,17.17,405.0699999999997,155.55,-2.17,54865.33,54385.52,1020.6200000000026,-210.4800000000032,92.5199999999968,572.3300000000017,-24.5,15.5,-6.719999999999999,-169.56,1231.1000000000058,PositionState,lower,54293.0,54812.0,0.0,-519.0,214.0,-519.0,-63.8,0,-171.0699999999997
553,685,1619672400000.0,53623.5,54007.5,53551.0,53941.0,555.33,29955055.53,2021-04-29 05:00:00,0.0001,0.00102,5665.642,43.11,54867.91,54100.09,54484.0,55251.82,53716.18,55635.73,53332.26,-122.22,-13.02,-109.19,20.81,21.22,19.11,17.49,725.4893571428572,-1.73,543.0,85.15,-2.42,54418.27,53990.27,1310.8199999999997,-224.8199999999997,49.2699999999968,477.2699999999968,-26.89,13.11,-0.41000000000000014,-109.2,1535.6399999999994,PositionState,lower,53941.0,54588.0,0.0,-647.0,0.0,-647.0,-331.0,0,-383.49000000000524
565,697,1619715600000.0,53061.0,53218.0,52800.0,52823.5,1152.859,60898047.3865,2021-04-29 17:00:00,0.0001,0.001464,5908.57,33.77,54541.64,53493.43,54017.53,55065.74,52969.32,55589.85,52445.22,-317.3,-173.06,-144.24,13.7,29.32,17.32,18.91,698.551642857143,44.62,1194.0299999999988,373.19,-4.34,53882.16,53142.14,2242.239999999998,145.8199999999997,318.6399999999994,1058.6600000000035,-36.23,3.770000000000003,-15.620000000000001,-144.24,2096.4199999999983,PositionState,lower,52823.5,53676.0,0.0,-852.5,0.0,-852.5,-433.3181818181818,0,-423.6999999999971
624,756,1619928000000.0,56560.0,56979.0,56281.0,56970.0,909.297,51802650.09,2021-05-02 04:00:00,0.00049913,0.001267,6026.976,44.83,57707.92,57114.62,57411.27,58004.57,56817.97,58301.22,56521.32,57.14,217.29,-160.14,18.02,32.9,18.97,24.52,473.85457142857143,5.6,441.2699999999968,287.54,-5.8,57441.22,57034.06,1034.5699999999997,-152.02999999999884,64.05999999999767,471.22000000000116,-25.17,14.829999999999998,-14.879999999999999,-160.14999999999998,1186.5999999999985,PositionState,lower,56970.0,57119.0,0.0,-149.0,461.0,-149.0,150.375,0,113.08999999999651
643,775,1619996400000.0,56440.0,56602.5,56390.0,56599.5,258.466,14629046.367,2021-05-02 23:00:00,0.00067149,0.000588,5761.148,44.11,57023.26,56666.69,56844.97,57201.55,56488.4,57379.84,56310.11,-130.95,-116.79,-14.15,15.36,25.98,20.52,21.52,418.09971428571436,-41.53,245.47000000000116,-209.81,-1.08,56730.0,56615.31,602.0500000000029,-111.09999999999854,15.809999999997672,130.5,-25.89,14.11,-10.620000000000001,-14.159999999999982,713.1500000000015,PositionState,lower,56599.5,57431.0,0.0,-831.5,0.0,-831.5,-415.75,0,-407.8400000000038
