start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,bbvi,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,pandl,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,prediction,profit_ma,entry_type,max_pandl,min_pandl,exit_reason
2024-01-01 00:00:00,2283.88,2299.74,2283.24,2297.63,21078.32,48356637.8672,2024-01-01 00:00:00,50.57,2305.75,2284.5,2295.13,2316.38,2273.87,2327.01,2263.24,1.85,-3.46,-2.22,-1.23,14.98,25.61,22.43,21.66,19020.927142857126,299.54,-2.5,-2.5,6.68,2292.91,2289.67,18.75,-23.76000000000022,-7.960000000000036,-4.720000000000255,-19.43,20.57,-10.629999999999999,-1.2399999999999998,42.51000000000022,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 01:00:00,2297.63,2309.25,2294.92,2306.17,14773.29,34035671.6294,2024-01-01 01:00:00,55.13,2306.4,2285.95,2296.18,2316.63,2275.73,2326.85,2265.51,1.78,-2.15,-2.2,0.05,18.3,23.96,21.78,20.61,18806.213571428554,-214.71,-9.990000000000236,-2.11,10.22,2292.86,2296.27,10.460000000000036,-30.440000000000055,-9.900000000000091,-13.309999999999945,-14.869999999999997,25.130000000000003,-5.66,0.050000000000000266,40.90000000000009,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 02:00:00,2306.17,2307.15,2293.6,2295.26,12248.29,28169853.6453,2024-01-01 02:00:00,48.92,2305.97,2286.21,2296.09,2315.84,2276.34,2325.72,2266.46,1.72,-1.97,-2.16,0.18,17.17,23.08,21.27,19.69,16982.737857142838,-1823.47,0.8299999999999272,-1.15,3.07,2292.26,2295.86,20.579999999999927,-18.920000000000073,0.599999999999909,-3.0,-21.08,18.92,-5.909999999999997,0.19000000000000017,39.5,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 03:00:00,2295.26,2296.99,2271.92,2275.83,16064.42,36676431.8304,2024-01-01 03:00:00,40.23,2305.25,2283.07,2294.16,2316.35,2271.97,2327.44,2260.88,1.93,-3.35,-2.4,-0.95,15.29,30.01,22.08,19.46,16822.152857142843,-160.58,18.329999999999927,4.09,-9.94,2288.98,2287.85,40.51999999999998,-3.8600000000001273,12.019999999999982,13.150000000000091,-29.770000000000003,10.229999999999997,-14.720000000000002,-0.9500000000000002,44.38000000000011,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 04:00:00,2275.83,2281.6,2266.66,2281.38,15016.54,34167059.5854,2024-01-01 04:00:00,43.33,2304.61,2281.27,2292.94,2316.28,2269.6,2327.95,2257.93,2.03,-3.96,-2.71,-1.25,14.29,30.36,23.07,19.76,17328.869999999984,506.71,11.559999999999945,2.8,-3.23,2287.25,2285.26,34.90000000000009,-11.7800000000002,3.880000000000109,5.869999999999891,-26.67,13.329999999999998,-16.07,-1.25,46.68000000000029,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 05:00:00,2281.38,2285.31,2274.36,2277.82,8910.74,20321825.5604,2024-01-01 05:00:00,41.83,2303.33,2279.67,2291.5,2315.17,2267.84,2327.0,2256.0,2.06,-4.67,-3.1,-1.57,15.25,28.86,23.62,19.79,16370.478571428555,-958.39,13.679999999999836,0.57,1.46,2286.52,2282.28,37.34999999999991,-9.980000000000018,4.460000000000036,8.699999999999818,-28.17,11.829999999999998,-13.61,-1.5699999999999998,47.32999999999993,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 06:00:00,2277.82,2285.53,2276.07,2283.89,8541.27,19473170.8169,2024-01-01 06:00:00,45.3,2302.21,2279.35,2290.78,2313.64,2267.91,2325.07,2256.48,1.99,-4.69,-3.42,-1.27,14.68,27.6,24.12,20.05,15631.609285714268,-738.86,6.890000000000327,-2.71,1.64,2286.4,2282.92,29.75,-15.980000000000018,-0.9699999999997999,2.5100000000002183,-24.700000000000003,15.299999999999997,-12.920000000000002,-1.2700000000000005,45.73000000000002,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 07:00:00,2283.89,2290.18,2283.3,2286.76,6793.74,15534699.7566,2024-01-01 07:00:00,46.91,2301.23,2279.56,2290.39,2312.06,2268.72,2322.9,2257.89,1.89,-4.43,-3.62,-0.8,16.44,26.68,24.09,20.08,14758.517142857125,-873.09,3.6299999999996544,-3.92,2.11,2287.62,2284.46,25.299999999999727,-18.04000000000042,-2.300000000000182,0.8599999999996726,-23.090000000000003,16.909999999999997,-10.239999999999998,-0.8099999999999996,43.340000000000146,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 08:00:00,2286.76,2289.69,2282.4,2289.44,6359.08,14540635.5879,2024-01-01 08:00:00,48.44,2300.79,2279.82,2290.3,2311.27,2269.33,2321.75,2258.85,1.83,-3.96,-3.69,-0.26,15.84,26.16,24.12,20.14,14310.180714285698,-448.33,0.8600000000001273,-2.98,1.67,2288.24,2286.45,21.829999999999927,-20.110000000000127,-2.9900000000002365,-1.2000000000002728,-21.560000000000002,18.439999999999998,-10.32,-0.27,41.940000000000055,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
2024-01-01 09:00:00,2289.44,2302.66,2289.06,2302.37,11585.49,26603312.6975,2024-01-01 09:00:00,55.15,2301.79,2281.12,2291.45,2312.12,2270.78,2322.46,2260.45,1.8,-2.51,-3.45,0.94,21.27,24.37,22.89,20.0,14235.089999999984,-75.09,-10.920000000000073,-1.39,6.61,2288.76,2292.81,9.75,-31.58999999999969,-9.559999999999945,-13.609999999999673,-14.850000000000001,25.15,-3.1000000000000014,0.9400000000000004,41.33999999999969,0.0,IdleState,None,0.0,0.0,0.0,0.0,0,0.0,None,0.0,0.0,None
