start_at,open,high,low,close,volume,turnover,date,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_type,entry_volume
2021-03-17 12:00:00,1760.8,1769.25,1742.5,1766.9,3145.86,5558420.034,2021-03-17 12:00:00,43.62,1789.28,1766.13,1777.71,1800.86,1754.55,1812.44,1742.98,-6.38,-4.71,-1.67,13.27,27.3,24.65,26.8,2086.6985714285715,117.71,10.809999999999945,-3.99,-4.5,1773.4,1766.9,33.95999999999981,-12.350000000000136,0.0,6.5,-26.380000000000003,13.619999999999997,-14.030000000000001,-1.67,46.309999999999945,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 13:00:00,1766.9,1775.9,1762.1,1770.2,2175.58,3851211.716,2021-03-17 13:00:00,45.19,1788.73,1765.25,1776.99,1800.47,1753.51,1812.21,1741.78,-6.2,-5.01,-1.19,15.05,25.9,24.78,26.45,2063.675,-23.02,6.789999999999964,-1.59,1.76,1773.05,1768.22,30.269999999999982,-16.690000000000055,-1.9800000000000182,2.849999999999909,-24.810000000000002,15.189999999999998,-10.849999999999998,-1.1900000000000004,46.960000000000036,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 14:00:00,1770.2,1776.3,1761.75,1769.4,2946.02,5212687.788,2021-03-17 14:00:00,44.86,1788.22,1764.32,1776.27,1800.16,1752.37,1812.11,1740.43,-6.04,-5.21,-0.82,14.38,24.48,24.87,26.1,2044.8771428571429,-18.79,6.869999999999891,0.44,2.52,1771.87,1768.69,30.75999999999999,-17.0300000000002,-0.7100000000000364,2.4699999999998,-25.14,14.86,-10.1,-0.8300000000000001,47.79000000000019,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 15:00:00,1769.4,1777.95,1759.95,1773.7,3335.41,5916016.717,2021-03-17 15:00:00,47.08,1787.93,1764.12,1776.02,1799.83,1752.22,1811.73,1740.32,-5.51,-5.27,-0.23,13.4,23.49,25.05,26.01,2174.433571428571,129.55,2.3199999999999363,-0.49,-0.65,1770.6,1770.69,26.12999999999988,-21.480000000000018,-3.009999999999991,-3.1000000000001364,-22.92,17.08,-10.089999999999998,-0.2400000000000002,47.6099999999999,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 16:00:00,1773.7,1795.0,1769.25,1786.45,3173.3,5668941.785,2021-03-17 16:00:00,53.1,1788.21,1765.82,1777.02,1799.4,1754.63,1810.6,1743.44,-4.01,-5.02,1.0,18.42,21.26,23.77,25.37,2325.138571428571,150.7,-9.430000000000064,-3.17,6.26,1770.79,1776.99,12.950000000000045,-31.819999999999936,-9.460000000000036,-15.660000000000082,-16.9,23.1,-2.84,1.0099999999999998,44.76999999999998,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 17:00:00,1786.45,1795.0,1784.65,1789.4,1689.69,3023531.286,2021-03-17 17:00:00,54.39,1789.46,1766.93,1778.2,1800.73,1755.66,1812.0,1744.39,-2.56,-4.53,1.97,17.69,20.41,22.58,24.77,2344.424285714286,19.28,-11.200000000000045,-0.12,5.14,1771.52,1781.95,11.329999999999927,-33.74000000000001,-7.4500000000000455,-17.88000000000011,-15.61,24.39,-2.719999999999999,1.9700000000000002,45.069999999999936,None,None,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 18:00:00,1789.4,1825.0,1789.4,1821.75,8502.42,15489283.635,2021-03-17 18:00:00,65.59,1796.94,1767.75,1782.34,1811.53,1753.15,1826.13,1738.56,1.18,-3.38,4.57,26.2,17.81,22.33,24.44,2859.7799999999997,515.35,-39.41000000000008,14.63,10.38,1778.48,1797.87,-10.220000000000027,-68.59999999999991,-23.88000000000011,-43.26999999999998,-4.409999999999997,35.59,8.39,4.56,58.37999999999988,EntryPreparationState,upper,1828.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,3896.84
2021-03-17 19:00:00,1821.75,1840.65,1820.0,1828.85,7614.49,13925760.0365,2021-03-17 19:00:00,67.48,1804.0,1769.54,1786.77,1821.23,1752.31,1838.46,1735.08,4.67,-1.77,6.45,29.86,16.49,22.79,24.26,3234.727857142857,374.94,-42.07999999999993,21.34,13.48,1785.27,1810.26,-7.619999999999891,-76.53999999999996,-18.589999999999918,-43.57999999999993,-2.519999999999996,37.480000000000004,13.370000000000001,6.4399999999999995,68.92000000000007,PositionState,upper,1828.85,1808.05,0.0,-20.799999999999955,13.950000000000045,-20.799999999999955,-2.9857142857142174,0,8.200000000000045,None,3896.84
2021-03-19 21:00:00,1819.3,1833.1,1816.75,1827.45,1094.08,1999376.496,2021-03-19 21:00:00,59.07,1829.37,1797.7,1813.53,1845.21,1781.86,1861.05,1766.02,7.9,6.06,1.83,24.4,13.74,17.76,18.99,2607.5478571428575,8.47,-13.920000000000073,-8.1,2.18,1822.21,1824.8,17.75999999999999,-45.590000000000146,-2.650000000000091,-5.240000000000009,-10.93,29.07,10.659999999999998,1.8400000000000007,63.350000000000136,None,None,1830.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,1335.73
2021-03-19 22:00:00,1827.45,1827.7,1816.05,1821.85,1494.54,2722827.699,2021-03-19 22:00:00,55.7,1828.37,1800.29,1814.33,1842.41,1786.24,1856.45,1772.2,7.55,6.36,1.19,23.17,13.35,18.41,18.73,2575.7642857142855,-31.78,-7.519999999999982,-7.5,-2.65,1823.63,1823.62,20.560000000000173,-35.6099999999999,1.7699999999999818,1.7800000000002,-14.299999999999997,25.700000000000003,9.820000000000002,1.1899999999999995,56.17000000000007,None,None,1830.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,1335.73
