,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_volume
0,1701842400.0,43705.0,43754.4,43452.1,43693.9,5486.566,239231554.4642,2023-12-06 06:00:00,0.0001,0.00031822,61552.007,64.72,44209.02,42531.47,43370.25,45047.8,41692.7,45886.57,40853.92,509.67,569.39,-59.72,25.35,12.01,51.9,46.93,11562.700214285716,-1161.02,-323.65000000000146,-353.83,-4.44,43924.16,43757.57,1353.9000000000017,-2001.2000000000044,63.669999999998254,230.26000000000204,-5.280000000000001,34.72,13.340000000000002,-59.71999999999997,3355.100000000006,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
1,1701846000.0,43693.9,43747.1,43520.9,43701.6,4429.619,193263348.3177,2023-12-06 07:00:00,0.0001,0.00045083,61470.156,64.86,44159.12,42644.48,43401.8,44916.44,41887.16,45673.76,41129.84,475.08,550.53,-75.44,24.3,11.52,50.74,47.51,7964.117214285715,-3598.58,-299.79999999999563,-437.91,-1.99,43855.75,43735.18,1214.8400000000038,-1814.439999999995,33.580000000001746,154.15000000000146,-5.140000000000001,34.86,12.78,-75.44999999999999,3029.279999999999,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
2,1701849600.0,43701.6,43898.9,43659.6,43846.0,4896.375,214507914.845,2023-12-06 08:00:00,0.0001,0.00053215,61170.569,67.44,44117.31,42770.9,43444.11,44790.52,42097.69,45463.73,41424.49,454.09,531.24,-77.15,26.06,11.0,50.02,48.24,6865.4995,-1098.61,-401.8899999999994,-467.81,1.22,43827.15,43779.51,944.5199999999968,-1748.3099999999977,-66.48999999999796,-18.849999999998545,-2.5600000000000023,37.44,15.06,-77.15000000000003,2692.8299999999945,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
3,1701853200.0,43846.0,44074.8,43705.0,43905.0,5536.258,242934255.5628,2023-12-06 09:00:00,0.0001,0.00045005,61765.664,68.46,44042.96,42933.05,43488.0,44597.91,42378.09,45152.87,41823.13,437.17,512.42,-75.25,27.56,10.23,49.72,48.78,6560.122214285715,-305.37,-417.0,-598.92,4.02,43798.29,43829.7,692.9100000000035,-1526.9100000000035,-75.30000000000291,-106.70999999999913,-1.5400000000000065,38.46,17.33,-75.24999999999994,2219.820000000007,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
4,1701856800.0,43905.0,44331.6,43888.1,44138.7,11115.321,490543075.6867,2023-12-06 10:00:00,0.0001,0.00068142,61696.835,72.17,44007.08,43092.87,43549.97,44464.19,42635.76,44921.29,42178.65,437.58,497.46,-59.87,30.06,9.39,49.91,49.69,6778.733214285714,218.61,-588.7299999999959,-584.0,4.84,43825.32,43953.3,325.49000000000524,-1502.939999999995,-185.39999999999415,-313.3799999999974,2.1700000000000017,42.17,20.67,-59.88,1828.4300000000003,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
5,1701860400.0,44138.7,44164.6,43379.4,43871.4,17423.379,761657687.8556,2023-12-06 11:00:00,0.0001,0.00074275,61874.256,63.03,43894.81,43266.36,43580.58,44209.04,42952.13,44523.26,42637.9,411.59,480.28,-68.69,25.97,16.92,47.85,49.5,7241.153857142856,462.42,-290.8199999999997,-705.23,-9.12,43820.24,43920.54,337.6399999999994,-919.270000000004,49.13999999999942,-51.16000000000349,-6.969999999999999,33.03,9.049999999999995,-68.69,1256.9100000000035,0,0,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
6,1701864000.0,43871.4,44251.6,43797.8,44060.2,11460.973,504766677.8569,2023-12-06 12:00:00,0.0001,0.00048208,61648.43,66.28,43825.2,43427.33,43626.26,44024.13,43228.39,44223.07,43029.46,401.6,464.55,-62.94,25.44,15.6,46.15,49.44,6916.978357142857,-324.17,-433.9399999999951,-716.32,-3.29,43852.95,43976.4,-36.06999999999971,-831.8099999999977,-83.79999999999563,-207.25,-3.719999999999999,36.28,9.840000000000002,-62.94999999999999,795.739999999998,EntryPreparationState,upper,44121.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.567
7,1701867600.0,44060.2,44197.1,44003.2,44121.9,5126.714,226068671.6446,2023-12-06 13:00:00,0.0001,0.00058163,61819.349,67.29,43848.64,43498.29,43673.46,44023.81,43323.11,44198.99,43147.94,394.11,450.46,-56.34,24.56,15.06,44.56,49.27,6629.038071428572,-287.94,-448.4400000000023,-279.95,-0.87,43893.74,44034.6,-98.09000000000378,-798.7900000000009,-87.30000000000291,-228.1600000000035,-2.7099999999999937,37.290000000000006,9.499999999999998,-56.349999999999966,700.6999999999971,PositionState,upper,44121.9,43768.3,0.0,-353.59999999999854,0.0,-353.59999999999854,-169.4375000000009,0,-137.47999999999593,11357.567
8,1702015200.0,43477.3,43550.0,43400.0,43406.0,2149.539,93422957.7555,2023-12-08 06:00:00,0.00023913,0.00103745,63654.332,47.13,43606.04,43326.84,43466.44,43745.65,43187.23,43885.25,43047.63,-48.08,-65.75,17.67,15.12,18.3,20.04,23.35,3216.182285714286,-405.11,60.44000000000233,-37.79,-1.5,43411.36,43443.59,339.65000000000146,-218.7699999999968,37.58999999999651,5.360000000000582,-22.87,17.130000000000003,-3.180000000000001,17.67,558.4199999999983,0,0,43603.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10877.841
9,1702018800.0,43406.0,43445.9,43005.0,43195.0,8194.43,354347468.3461,2023-12-08 07:00:00,0.00023913,0.00060273,63555.004,41.04,43582.16,43299.01,43440.59,43723.74,43157.44,43865.31,43015.86,-63.87,-65.38,1.5,13.28,26.97,21.04,23.64,3208.3526428571427,-7.82,245.5899999999965,-18.52,-11.21,43413.33,43344.15,528.739999999998,-37.55999999999767,149.15000000000146,218.33000000000172,-28.96,11.04,-13.69,1.509999999999998,566.2999999999956,0,0,43603.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10877.841
