Serial,Date,Message,serial,date,message
,,,16539.0,2024-01-11 16:00:00,go to IdleState
,,,16540.0,2024-01-11 16:00:00,アイドル状態に遷移します。
,,,16541.0,2024-01-12 14:00:00,go to EntryPreparationState
,,,16542.0,2024-01-12 14:00:00,エントリー準備状態に遷移します。
,,,16543.0,2024-01-12 15:00:00,go to PositionState
,,,16544.0,2024-01-12 15:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,16545.0,2024-01-12 16:00:00,"Current profit: -839.5,current price: 43662.0,entry price: 44501.5"
,,,16546.0,2024-01-12 17:00:00,"Current profit: -659.6999999999971,current price: 43841.8,entry price: 44501.5"
,,,16547.0,2024-01-12 18:00:00,"Current profit: -984.5,current price: 43517.0,entry price: 44501.5"
,,,16548.0,2024-01-12 19:00:00,"Current profit: -989.4000000000015,current price: 43512.1,entry price: 44501.5"
,,,16549.0,2024-01-12 20:00:00,"Current profit: -812.4000000000015,current price: 43689.1,entry price: 44501.5"
,,,16550.0,2024-01-12 21:00:00,"Current profit: -1022.1999999999971,current price: 43479.3,entry price: 44501.5"
