Serial,Date,Message,serial,date,message
,,,161650.0,2020-05-13 04:00:00,
,,,161651.0,2020-05-13 08:00:00,
,,,161652.0,2020-05-13 12:00:00,
,,,161653.0,2020-05-13 16:00:00,
,,,161654.0,2020-05-13 20:00:00,
,,,161655.0,2020-05-14 00:00:00,
,,,161656.0,2020-05-14 04:00:00,
,,,161657.0,2020-05-14 08:00:00,
,,,161658.0,2020-05-14 12:00:00,
,,,161659.0,2020-05-14 16:00:00,
,,,161660.0,2020-05-14 20:00:00,
,,,161661.0,2020-05-15 00:00:00,
,,,161662.0,2020-05-15 04:00:00,
,,,161663.0,2020-05-15 08:00:00,
,,,161664.0,2020-05-15 12:00:00,
,,,161665.0,2020-05-15 16:00:00,
,,,161666.0,2020-05-15 20:00:00,
,,,161667.0,2020-05-16 00:00:00,
,,,161668.0,2020-05-16 04:00:00,
,,,161669.0,2020-05-16 08:00:00,
,,,161670.0,2020-05-16 12:00:00,
,,,161671.0,2020-05-16 16:00:00,
,,,161672.0,2020-05-16 20:00:00,
,,,161673.0,2020-05-17 00:00:00,
,,,161674.0,2020-05-17 04:00:00,
,,,161675.0,2020-05-17 08:00:00,
,,,161676.0,2020-05-17 12:00:00,go to EntryPreparationState: upper
,,,161677.0,2020-05-17 12:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161678.0,2020-05-17 16:00:00,go to PositionState: upper
,,,161679.0,2020-05-17 16:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161680.0,2020-04-01 00:00:00,go to IdleState: None
,,,161681.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161682.0,2020-05-19 04:00:00,
,,,161683.0,2020-05-19 08:00:00,
,,,161684.0,2020-05-19 12:00:00,
,,,161685.0,2020-05-19 16:00:00,
,,,161686.0,2020-05-19 20:00:00,
,,,161687.0,2020-05-20 00:00:00,
,,,161688.0,2020-05-20 04:00:00,
,,,161689.0,2020-05-20 08:00:00,
,,,161690.0,2020-05-20 12:00:00,go to EntryPreparationState: lower
,,,161691.0,2020-05-20 12:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161692.0,2020-05-20 16:00:00,go to PositionState: lower
,,,161693.0,2020-05-20 16:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161694.0,2020-04-01 00:00:00,go to IdleState: None
,,,161695.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161696.0,2020-05-24 08:00:00,
,,,161697.0,2020-05-24 12:00:00,
,,,161698.0,2020-05-24 16:00:00,go to EntryPreparationState: lower
,,,161699.0,2020-05-24 16:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161700.0,2020-05-24 20:00:00,go to PositionState: lower
,,,161701.0,2020-05-24 20:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161702.0,2020-04-01 00:00:00,go to IdleState: None
,,,161703.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161704.0,2020-05-27 12:00:00,
,,,161705.0,2020-05-27 16:00:00,
,,,161706.0,2020-05-27 20:00:00,
,,,161707.0,2020-05-28 00:00:00,
,,,161708.0,2020-05-28 04:00:00,
,,,161709.0,2020-05-28 08:00:00,
,,,161710.0,2020-05-28 12:00:00,
,,,161711.0,2020-05-28 16:00:00,
,,,161712.0,2020-05-28 20:00:00,
,,,161713.0,2020-05-29 00:00:00,
,,,161714.0,2020-05-29 04:00:00,
,,,161715.0,2020-05-29 08:00:00,
,,,161716.0,2020-05-29 12:00:00,
,,,161717.0,2020-05-29 16:00:00,
,,,161718.0,2020-05-29 20:00:00,
,,,161719.0,2020-05-30 00:00:00,
,,,161720.0,2020-05-30 04:00:00,
,,,161721.0,2020-05-30 08:00:00,
,,,161722.0,2020-05-30 12:00:00,
,,,161723.0,2020-05-30 16:00:00,
,,,161724.0,2020-05-30 20:00:00,
,,,161725.0,2020-05-31 00:00:00,
,,,161726.0,2020-05-31 04:00:00,
,,,161727.0,2020-05-31 08:00:00,
,,,161728.0,2020-05-31 12:00:00,
,,,161729.0,2020-05-31 16:00:00,
,,,161730.0,2020-05-31 20:00:00,
,,,161731.0,2020-06-01 00:00:00,
,,,161732.0,2020-06-01 04:00:00,
,,,161733.0,2020-06-01 08:00:00,
,,,161734.0,2020-06-01 12:00:00,
,,,161735.0,2020-06-01 16:00:00,
,,,161736.0,2020-06-01 20:00:00,go to EntryPreparationState: upper
,,,161737.0,2020-06-01 20:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161738.0,2020-06-02 00:00:00,go to PositionState: upper
,,,161739.0,2020-06-02 00:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161740.0,2020-04-01 00:00:00,go to IdleState: None
,,,161741.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161742.0,2020-06-02 16:00:00,
,,,161743.0,2020-06-02 20:00:00,
,,,161744.0,2020-06-03 00:00:00,
,,,161745.0,2020-06-03 04:00:00,
,,,161746.0,2020-06-03 08:00:00,
,,,161747.0,2020-06-03 12:00:00,
,,,161748.0,2020-06-03 16:00:00,
,,,161749.0,2020-06-03 20:00:00,
,,,161750.0,2020-06-04 00:00:00,
,,,161751.0,2020-06-04 04:00:00,
,,,161752.0,2020-06-04 08:00:00,
,,,161753.0,2020-06-04 12:00:00,
,,,161754.0,2020-06-04 16:00:00,
,,,161755.0,2020-06-04 20:00:00,
,,,161756.0,2020-06-05 00:00:00,
,,,161757.0,2020-06-05 04:00:00,
,,,161758.0,2020-06-05 08:00:00,
,,,161759.0,2020-06-05 12:00:00,
,,,161760.0,2020-06-05 16:00:00,
,,,161761.0,2020-06-05 20:00:00,
,,,161762.0,2020-06-06 00:00:00,
,,,161763.0,2020-06-06 04:00:00,
,,,161764.0,2020-06-06 08:00:00,
,,,161765.0,2020-06-06 12:00:00,
,,,161766.0,2020-06-06 16:00:00,
,,,161767.0,2020-06-06 20:00:00,
,,,161768.0,2020-06-07 00:00:00,
,,,161769.0,2020-06-07 04:00:00,
,,,161770.0,2020-06-07 08:00:00,
,,,161771.0,2020-06-07 12:00:00,
,,,161772.0,2020-06-07 16:00:00,
,,,161773.0,2020-06-07 20:00:00,
,,,161774.0,2020-06-08 00:00:00,
,,,161775.0,2020-06-08 04:00:00,
,,,161776.0,2020-06-08 08:00:00,
,,,161777.0,2020-06-08 12:00:00,
,,,161778.0,2020-06-08 16:00:00,
,,,161779.0,2020-06-08 20:00:00,
,,,161780.0,2020-06-09 00:00:00,
,,,161781.0,2020-06-09 04:00:00,
,,,161782.0,2020-06-09 08:00:00,
,,,161783.0,2020-06-09 12:00:00,
,,,161784.0,2020-06-09 16:00:00,
,,,161785.0,2020-06-09 20:00:00,
,,,161786.0,2020-06-10 00:00:00,
,,,161787.0,2020-06-10 04:00:00,
,,,161788.0,2020-06-10 08:00:00,
,,,161789.0,2020-06-10 12:00:00,
,,,161790.0,2020-06-10 16:00:00,
,,,161791.0,2020-06-10 20:00:00,go to EntryPreparationState: upper
,,,161792.0,2020-06-10 20:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161793.0,2020-06-11 00:00:00,go to PositionState: upper
,,,161794.0,2020-06-11 00:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161795.0,2020-04-01 00:00:00,go to IdleState: None
,,,161796.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161797.0,2020-06-11 16:00:00,go to EntryPreparationState: lower
,,,161798.0,2020-06-11 16:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161799.0,2020-06-11 20:00:00,go to PositionState: lower
,,,161800.0,2020-06-11 20:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161801.0,2020-04-01 00:00:00,go to IdleState: None
,,,161802.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161803.0,2020-06-15 20:00:00,
,,,161804.0,2020-06-16 00:00:00,
,,,161805.0,2020-06-16 04:00:00,
,,,161806.0,2020-06-16 08:00:00,
,,,161807.0,2020-06-16 12:00:00,
,,,161808.0,2020-06-16 16:00:00,
,,,161809.0,2020-06-16 20:00:00,
,,,161810.0,2020-06-17 00:00:00,
,,,161811.0,2020-06-17 04:00:00,
,,,161812.0,2020-06-17 08:00:00,
,,,161813.0,2020-06-17 12:00:00,
,,,161814.0,2020-06-17 16:00:00,
,,,161815.0,2020-06-17 20:00:00,
,,,161816.0,2020-06-18 00:00:00,
,,,161817.0,2020-06-18 04:00:00,
,,,161818.0,2020-06-18 08:00:00,
,,,161819.0,2020-06-18 12:00:00,
,,,161820.0,2020-06-18 16:00:00,
,,,161821.0,2020-06-18 20:00:00,
,,,161822.0,2020-06-19 00:00:00,
,,,161823.0,2020-06-19 04:00:00,
,,,161824.0,2020-06-19 08:00:00,
,,,161825.0,2020-06-19 12:00:00,
,,,161826.0,2020-06-19 16:00:00,
,,,161827.0,2020-06-19 20:00:00,
,,,161828.0,2020-06-20 00:00:00,
,,,161829.0,2020-06-20 04:00:00,
,,,161830.0,2020-06-20 08:00:00,
,,,161831.0,2020-06-20 12:00:00,
,,,161832.0,2020-06-20 16:00:00,
,,,161833.0,2020-06-20 20:00:00,
,,,161834.0,2020-06-21 00:00:00,
,,,161835.0,2020-06-21 04:00:00,
,,,161836.0,2020-06-21 08:00:00,
,,,161837.0,2020-06-21 12:00:00,
,,,161838.0,2020-06-21 16:00:00,
,,,161839.0,2020-06-21 20:00:00,
,,,161840.0,2020-06-22 00:00:00,
,,,161841.0,2020-06-22 04:00:00,
,,,161842.0,2020-06-22 08:00:00,
,,,161843.0,2020-06-22 12:00:00,go to EntryPreparationState: upper
,,,161844.0,2020-06-22 12:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161845.0,2020-06-22 16:00:00,go to PositionState: upper
,,,161846.0,2020-06-22 16:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161847.0,2020-04-01 00:00:00,go to IdleState: None
,,,161848.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161849.0,2020-06-24 08:00:00,
,,,161850.0,2020-06-24 12:00:00,
,,,161851.0,2020-06-24 16:00:00,
,,,161852.0,2020-06-24 20:00:00,
,,,161853.0,2020-06-25 00:00:00,
,,,161854.0,2020-06-25 04:00:00,
,,,161855.0,2020-06-25 08:00:00,
,,,161856.0,2020-06-25 12:00:00,
,,,161857.0,2020-06-25 16:00:00,
,,,161858.0,2020-06-25 20:00:00,
,,,161859.0,2020-06-26 00:00:00,
,,,161860.0,2020-06-26 04:00:00,
,,,161861.0,2020-06-26 08:00:00,
,,,161862.0,2020-06-26 12:00:00,
,,,161863.0,2020-06-26 16:00:00,
,,,161864.0,2020-06-26 20:00:00,
,,,161865.0,2020-06-27 00:00:00,
,,,161866.0,2020-06-27 04:00:00,
,,,161867.0,2020-06-27 08:00:00,
,,,161868.0,2020-06-27 12:00:00,
,,,161869.0,2020-06-27 16:00:00,go to EntryPreparationState: lower
,,,161870.0,2020-06-27 16:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161871.0,2020-06-27 20:00:00,go to PositionState: lower
,,,161872.0,2020-06-27 20:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161873.0,2020-04-01 00:00:00,go to IdleState: None
,,,161874.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161875.0,2020-06-28 16:00:00,
,,,161876.0,2020-06-28 20:00:00,
,,,161877.0,2020-06-29 00:00:00,
,,,161878.0,2020-06-29 04:00:00,
,,,161879.0,2020-06-29 08:00:00,
,,,161880.0,2020-06-29 12:00:00,
,,,161881.0,2020-06-29 16:00:00,
,,,161882.0,2020-06-29 20:00:00,
,,,161883.0,2020-06-30 00:00:00,
,,,161884.0,2020-06-30 04:00:00,
,,,161885.0,2020-06-30 08:00:00,
,,,161886.0,2020-06-30 12:00:00,
,,,161887.0,2020-06-30 16:00:00,
,,,161888.0,2020-06-30 20:00:00,
,,,161889.0,2020-07-01 00:00:00,
,,,161890.0,2020-07-01 04:00:00,
,,,161891.0,2020-07-01 08:00:00,
,,,161892.0,2020-07-01 12:00:00,go to EntryPreparationState: upper
,,,161893.0,2020-07-01 12:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161894.0,2020-07-01 16:00:00,go to PositionState: upper
,,,161895.0,2020-07-01 16:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161896.0,2020-04-01 00:00:00,go to IdleState: None
,,,161897.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161898.0,2020-07-02 16:00:00,
,,,161899.0,2020-07-02 20:00:00,
,,,161900.0,2020-07-03 00:00:00,
,,,161901.0,2020-07-03 04:00:00,
,,,161902.0,2020-07-03 08:00:00,
,,,161903.0,2020-07-03 12:00:00,
,,,161904.0,2020-07-03 16:00:00,
,,,161905.0,2020-07-03 20:00:00,
,,,161906.0,2020-07-04 00:00:00,
,,,161907.0,2020-07-04 04:00:00,
,,,161908.0,2020-07-04 08:00:00,
,,,161909.0,2020-07-04 12:00:00,
,,,161910.0,2020-07-04 16:00:00,
,,,161911.0,2020-07-04 20:00:00,
,,,161912.0,2020-07-05 00:00:00,
,,,161913.0,2020-07-05 04:00:00,
,,,161914.0,2020-07-05 08:00:00,
,,,161915.0,2020-07-05 12:00:00,
,,,161916.0,2020-07-05 16:00:00,
,,,161917.0,2020-07-05 20:00:00,
,,,161918.0,2020-07-06 00:00:00,
,,,161919.0,2020-07-06 04:00:00,go to EntryPreparationState: upper
,,,161920.0,2020-07-06 04:00:00,ボリンジャーバンドに触れた。エントリー準備状態に遷移します。
,,,161921.0,2020-07-06 08:00:00,go to PositionState: upper
,,,161922.0,2020-07-06 08:00:00,エントリーイベントが発生。ポジション状態に遷移します。
,,,161923.0,2020-04-01 00:00:00,go to IdleState: None
,,,161924.0,2020-04-01 00:00:00,ポジションを売却。アイドル状態に遷移します。
,,,161925.0,2020-07-09 16:00:00,
,,,161926.0,2020-07-09 20:00:00,
,,,161927.0,2020-07-10 00:00:00,
,,,161928.0,2020-07-10 04:00:00,
,,,161929.0,2020-07-10 08:00:00,
,,,161930.0,2020-07-10 12:00:00,
,,,161931.0,2020-07-10 16:00:00,
,,,161932.0,2020-07-10 20:00:00,
,,,161933.0,2020-07-11 00:00:00,
,,,161934.0,2020-07-11 04:00:00,
,,,161935.0,2020-07-11 08:00:00,
,,,161936.0,2020-07-11 12:00:00,
,,,161937.0,2020-07-11 16:00:00,
,,,161938.0,2020-07-11 20:00:00,
,,,161939.0,2020-07-12 00:00:00,
,,,161940.0,2020-07-12 04:00:00,
,,,161941.0,2020-07-12 08:00:00,
,,,161942.0,2020-07-12 12:00:00,
,,,161943.0,2020-07-12 16:00:00,
,,,161944.0,2020-07-12 20:00:00,
,,,161945.0,2020-07-13 00:00:00,
,,,161946.0,2020-07-13 04:00:00,
,,,161947.0,2020-07-13 08:00:00,
,,,161948.0,2020-07-13 12:00:00,
,,,161949.0,2020-07-13 16:00:00,
,,,161950.0,2020-07-13 20:00:00,
,,,161951.0,2020-07-14 00:00:00,
,,,161952.0,2020-07-14 04:00:00,
,,,161953.0,2020-07-14 08:00:00,
,,,161954.0,2020-07-14 12:00:00,
,,,161955.0,2020-07-14 16:00:00,
,,,161956.0,2020-07-14 20:00:00,
,,,161957.0,2020-07-15 00:00:00,
,,,161958.0,2020-07-15 04:00:00,
,,,161959.0,2020-07-15 08:00:00,
