,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
0,1701831600.0,43917.1,43928.4,43692.5,43765.8,2772.447,121440918.6485,2023-12-06 03:00:00,0.0001,0.00049569,61345.464,66.84,44253.56,42244.84,43249.2,45257.93,41240.48,46262.29,40236.12,621.9,595.51,26.39,29.49,9.3,54.38,45.84,14062.369214285714,-470.47,-516.6000000000058,-70.36,-2.74,43970.72,43935.77,1492.1299999999974,-2525.3199999999997,169.9699999999939,204.91999999999825,-3.1599999999999966,36.84,20.189999999999998,26.389999999999986,4017.449999999997,IdleState,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,1701835200.0,43765.8,43877.6,43617.0,43754.8,3265.034,142830715.6763,2023-12-06 04:00:00,0.0001,0.00057688,61389.572,66.53,44259.38,42335.33,43297.36,45221.41,41373.3,46183.44,40411.28,585.98,593.6,-7.62,28.19,10.17,53.85,45.98,13506.851142857142,-555.51,-457.4400000000023,-184.61,-3.36,43960.72,43863.38,1466.6100000000006,-2381.5,108.57999999999447,205.91999999999825,-3.469999999999999,36.53,18.020000000000003,-7.6200000000000045,3848.1100000000006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2,1701838800.0,43754.8,43860.7,43574.6,43705.0,3681.059,160886467.9462,2023-12-06 05:00:00,0.0001,0.00068815,61535.66,65.07,44248.03,42424.32,43336.18,45159.89,41512.47,46071.74,40600.62,547.18,584.32,-37.13,26.78,10.4,53.15,46.29,12723.722785714284,-783.12,-368.8199999999997,-237.2,-2.93,43949.06,43800.03,1454.8899999999994,-2192.529999999999,95.02999999999884,244.05999999999767,-4.930000000000007,35.06999999999999,16.380000000000003,-37.1400000000001,3647.4199999999983,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
3,1701842400.0,43705.0,43754.4,43452.1,43693.9,5486.566,239231554.4642,2023-12-06 06:00:00,0.0001,0.00031822,61552.007,64.72,44209.02,42531.47,43370.25,45047.8,41692.7,45886.57,40853.92,509.67,569.39,-59.72,25.35,12.01,51.9,46.93,11562.700214285715,-1161.02,-323.65000000000146,-353.83,-4.44,43924.16,43757.57,1353.9000000000015,-2001.2000000000044,63.669999999998254,230.26000000000204,-5.280000000000001,34.72,13.340000000000002,-59.71999999999997,3355.100000000006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
4,1701846000.0,43693.9,43747.1,43520.9,43701.6,4429.619,193263348.3177,2023-12-06 07:00:00,0.0001,0.00045083,61470.156,64.86,44159.12,42644.48,43401.8,44916.44,41887.16,45673.76,41129.84,475.08,550.53,-75.44,24.3,11.52,50.74,47.51,7964.117214285715,-3598.58,-299.79999999999563,-437.91,-1.99,43855.75,43735.18,1214.8400000000038,-1814.439999999995,33.580000000001746,154.15000000000146,-5.140000000000001,34.86,12.780000000000001,-75.44999999999999,3029.279999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5,1701849600.0,43701.6,43898.9,43659.6,43846.0,4896.375,214507914.845,2023-12-06 08:00:00,0.0001,0.00053215,61170.569,67.44,44117.31,42770.9,43444.11,44790.52,42097.69,45463.73,41424.49,454.09,531.24,-77.15,26.06,11.0,50.02,48.24,6865.4995,-1098.61,-401.8899999999994,-467.81,1.22,43827.15,43779.51,944.5199999999968,-1748.3099999999977,-66.48999999999796,-18.849999999998545,-2.5600000000000023,37.44,15.059999999999999,-77.15000000000003,2692.8299999999945,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
6,1701853200.0,43846.0,44074.8,43705.0,43905.0,5536.258,242934255.5628,2023-12-06 09:00:00,0.0001,0.00045005,61765.664,68.46,44042.96,42933.05,43488.0,44597.91,42378.09,45152.87,41823.13,437.17,512.42,-75.25,27.56,10.23,49.72,48.78,6560.122214285715,-305.37,-417.0,-598.92,4.02,43798.29,43829.7,692.9100000000035,-1526.9100000000035,-75.30000000000291,-106.70999999999913,-1.5400000000000063,38.459999999999994,17.33,-75.24999999999994,2219.820000000007,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,1701856800.0,43905.0,44331.6,43888.1,44138.7,11115.321,490543075.6867,2023-12-06 10:00:00,0.0001,0.00068142,61696.835,72.17,44007.08,43092.87,43549.97,44464.19,42635.76,44921.29,42178.65,437.58,497.46,-59.87,30.06,9.39,49.91,49.69,6778.733214285714,218.61,-588.7299999999959,-584.0,4.84,43825.32,43953.3,325.49000000000524,-1502.939999999995,-185.39999999999418,-313.3799999999974,2.1700000000000017,42.17,20.669999999999998,-59.879999999999995,1828.4300000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,1701860400.0,44138.7,44164.6,43379.4,43871.4,17423.379,761657687.8556,2023-12-06 11:00:00,0.0001,0.00074275,61874.256,63.03,43894.81,43266.36,43580.58,44209.04,42952.13,44523.26,42637.9,411.59,480.28,-68.69,25.97,16.92,47.85,49.5,7241.153857142856,462.42,-290.8199999999997,-705.23,-9.12,43820.24,43920.54,337.6399999999994,-919.2700000000041,49.13999999999942,-51.16000000000349,-6.969999999999999,33.03,9.049999999999997,-68.69,1256.9100000000035,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
9,1701864000.0,43871.4,44251.6,43797.8,44060.2,11460.973,504766677.8569,2023-12-06 12:00:00,0.0001,0.00048208,61648.43,66.28,43825.2,43427.33,43626.26,44024.13,43228.39,44223.07,43029.46,401.6,464.55,-62.94,25.44,15.6,46.15,49.44,6916.978357142857,-324.17,-433.93999999999505,-716.32,-3.29,43852.95,43976.4,-36.06999999999971,-831.8099999999977,-83.79999999999563,-207.25,-3.719999999999999,36.28,9.840000000000002,-62.94999999999999,795.739999999998,EntryPreparationState,upper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
