,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
56,2023-09-03 08:00:00,25940.8,25941.6,25866.0,25873.1,1226.245,31750864.514,2023-09-03 08:00:00,3.091e-05,-0.000353,58042.442,51.53,25892.09,25827.42,25859.75,25924.43,25795.08,25956.76,25762.75,10.37,-0.49,10.86,26.45,18.71,17.42,21.19,758.725142857145,-135.84,-13.349999999998545,10.96,-4.94,25874.37,25892.11,51.330000000001746,-78.0199999999968,19.010000000002037,1.2700000000004366,-18.47,21.53,7.739999999999998,10.86,129.34999999999854,PositionState,upper,25873.1,25859.6,0.0,-13.5,56.900000000001455,-13.5,19.637500000001182,0,-8.889999999999418
68,2023-09-03 20:00:00,25999.1,26133.0,25954.6,26037.2,6208.856,161756242.0543,2023-09-03 20:00:00,3.99e-06,-0.00032,58498.134,66.17,25953.23,25853.25,25903.24,26003.23,25803.26,26053.22,25753.26,26.44,13.36,13.07,35.94,13.72,21.37,19.41,2775.0900000000024,354.79,-133.95999999999913,73.4,5.93,25910.92,25975.28,-33.970000000001164,-233.94000000000233,-61.92000000000189,-126.28000000000247,-3.8299999999999983,36.17,22.22,13.080000000000002,199.97000000000116,PositionState,upper,26037.2,25899.7,0.0,-137.5,0.0,-137.5,-79.9199999999997,0,-41.5
162,2023-09-07 18:00:00,25917.2,25969.0,25839.0,25889.4,3218.313,83361148.4071,2023-09-07 18:00:00,2.06e-05,-0.000507,58393.636,62.1,25831.05,25697.92,25764.48,25897.61,25631.36,25964.17,25564.8,27.46,8.54,18.92,24.46,9.22,30.59,32.32,3062.233071428574,99.55,-124.92000000000189,71.38,-3.79,25762.18,25850.77,8.209999999999127,-258.0400000000009,-38.63000000000102,-127.22000000000116,-7.899999999999999,32.1,15.24,18.92,266.25,PositionState,upper,25889.4,26033.4,0.0,144.0,455.6999999999971,-18.900000000001455,281.6999999999982,0,292.9300000000003
298,2023-09-13 10:00:00,26135.7,26220.0,26081.3,26140.6,5728.821,149754681.7628,2023-09-13 10:00:00,-3.967e-05,-0.000463,59273.961,60.72,26054.59,25844.46,25949.53,26159.65,25739.4,26264.71,25634.34,60.07,57.5,2.57,34.63,12.46,36.68,40.97,4483.873214285717,305.13,-191.0699999999997,7.65,6.09,25952.84,26057.04,19.05000000000291,-401.1999999999971,-83.55999999999767,-187.7599999999984,-9.280000000000001,30.72,22.17,2.5700000000000003,420.25,PositionState,upper,26140.6,26468.7,0.0,328.1000000000022,575.5,-65.5,205.37435897436043,0,460.3600000000006
359,2023-09-15 23:00:00,26761.3,26890.9,26575.7,26588.9,8770.992,234559933.9571,2023-09-15 23:00:00,7.45e-05,-0.000476,60343.708,56.03,26611.62,26327.8,26469.71,26753.54,26185.89,26895.45,26043.97,14.57,-7.46,22.03,34.05,11.85,27.46,37.21,5242.691785714288,420.93,-119.19000000000233,55.64,12.45,26434.44,26563.27,164.63999999999942,-403.01000000000204,-25.63000000000102,-154.46000000000276,-13.969999999999999,26.03,22.199999999999996,22.03,567.6500000000015,PositionState,upper,26588.9,26523.7,0.0,-65.20000000000073,72.5,-65.20000000000073,7.799999999999272,0,-0.8100000000013097
411,2023-09-18 03:00:00,26650.3,26673.1,26569.7,26647.1,2632.95,70106723.8892,2023-09-18 03:00:00,1.53e-06,-0.000308,58436.683,62.74,26581.9,26462.46,26522.18,26641.62,26402.74,26701.34,26343.01,9.71,-4.9,14.61,28.33,17.67,19.76,15.65,2398.5605000000023,97.98,-124.91999999999825,63.52,17.73,26509.05,26582.58,-5.479999999999563,-244.35999999999694,-64.5199999999968,-138.04999999999927,-7.259999999999998,32.74,10.659999999999997,14.610000000000001,238.87999999999738,PositionState,upper,26647.1,26748.9,0.0,101.80000000000291,718.0,-32.0,298.05333333333476,0,455.619999999999
570,2023-09-24 18:00:00,26657.1,26724.9,26406.0,26578.0,11039.75,293211831.5178,2023-09-24 18:00:00,6.269e-05,-0.000398,58971.366,50.2,26601.42,26554.13,26577.78,26625.07,26530.49,26648.71,26506.85,5.83,1.75,4.07,24.36,26.27,16.17,16.8,1490.9596428571442,768.27,-0.22000000000116415,27.04,-9.04,26584.24,26593.23,47.06999999999971,-47.5099999999984,15.229999999999563,6.240000000001601,-19.799999999999997,20.200000000000003,-1.9100000000000001,4.08,94.57999999999811,PositionState,upper,26578.0,26438.5,0.0,-139.5,0.0,-139.5,-69.75,0,-61.88999999999942
634,2023-09-27 10:00:00,26383.6,26479.7,26328.5,26427.3,10190.823,269150049.0898,2023-09-27 10:00:00,2.315e-05,-0.00064,62336.981,67.75,26333.01,26185.41,26259.21,26406.81,26111.61,26480.61,26037.81,26.76,3.59,23.17,32.51,10.72,18.13,15.3,2280.7240000000015,422.68,-168.09000000000015,106.48,16.57,26277.64,26350.2,-20.489999999997963,-315.6899999999987,-77.09999999999854,-149.65999999999985,-2.25,37.75,21.79,23.17,295.2000000000007,PositionState,upper,26427.3,26182.9,0.0,-244.39999999999782,318.5,-244.39999999999782,106.60000000000073,0,80.11000000000058
663,2023-09-28 15:00:00,26777.3,27069.5,26768.2,27006.1,20540.235,552554228.2788,2023-09-28 15:00:00,-9.43e-06,-0.000502,60337.102,76.46,26675.64,26341.97,26508.8,26842.47,26175.14,27009.3,26008.3,107.15,58.26,48.88,42.26,8.21,30.72,24.09,5881.030285714288,1194.01,-497.2999999999993,283.85,15.4,26565.24,26771.46,-163.62999999999738,-830.9599999999991,-234.63999999999942,-440.85999999999694,6.459999999999994,46.459999999999994,34.05,48.89000000000001,667.3300000000017,PositionState,upper,27006.1,26878.5,0.0,-127.59999999999854,158.90000000000146,-127.59999999999854,3.3043478260882218,0,176.0
727,2023-10-01 07:00:00,27117.1,27149.0,27080.8,27093.4,2166.661,58752823.4159,2023-10-01 07:00:00,0.0001,-0.000573,61012.761,63.64,27061.22,26968.95,27015.08,27107.35,26922.82,27153.48,26876.69,37.66,29.43,8.23,30.42,11.69,22.83,20.67,1096.0278571428587,85.39,-78.31999999999971,29.63,7.22,27033.15,27079.46,13.94999999999709,-170.58000000000175,-13.940000000002328,-60.25,-6.359999999999999,33.64,18.730000000000004,8.229999999999997,184.52999999999884,PositionState,upper,27093.4,27058.2,0.0,-35.20000000000073,115.59999999999854,-35.20000000000073,48.27272727272628,0,19.090000000000146
