start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_volume
2023-01-02 02:00:00,16573.0,16595.0,16562.5,16593.0,803.758,13326726.7855,2023-01-02 02:00:00,0.0001,0.000246,73070.47,53.21,16610.63,16559.49,16585.06,16636.2,16533.93,16661.77,16508.36,8.66,8.03,0.62,19.51,25.47,16.11,18.0,1290.3652857142868,-42.58,-7.93999999999869,-4.18,-0.97,16600.66,16591.94,43.20000000000073,-59.06999999999971,-1.0600000000013097,7.6599999999998545,-16.79,23.21,-5.959999999999997,0.6300000000000008,102.27000000000044,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 03:00:00,16593.0,16709.5,16588.0,16664.5,6078.429,101245998.0405,2023-01-02 03:00:00,0.0001,0.000128,73261.416,66.79,16622.55,16562.71,16592.63,16652.48,16532.78,16682.4,16502.86,13.9,9.2,4.69,38.23,19.09,17.35,18.25,1639.0518571428584,348.68,-71.86999999999898,17.56,24.16,16608.33,16620.96,-12.020000000000437,-131.72000000000116,-43.54000000000087,-56.169999999998254,-3.2099999999999937,36.790000000000006,19.139999999999997,4.700000000000001,119.70000000000073,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 04:00:00,16664.5,16676.5,16629.5,16643.5,3282.012,54654316.674,2023-01-02 04:00:00,0.0001,0.000511,71650.837,61.17,16626.27,16568.68,16597.47,16655.07,16539.88,16683.87,16511.08,16.17,10.6,5.57,34.62,17.29,18.49,18.34,1821.5997142857154,182.54,-46.029999999998836,11.76,16.9,16612.27,16629.98,11.569999999999709,-103.61999999999898,-13.520000000000437,-31.229999999999563,-8.829999999999998,31.17,17.33,5.570000000000002,115.18999999999869,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 05:00:00,16643.5,16661.0,16623.0,16646.0,1424.537,23704785.029,2023-01-02 05:00:00,0.0001,-0.000101,72324.695,61.59,16631.87,16572.32,16602.09,16661.65,16542.54,16691.43,16512.76,17.96,12.07,5.89,31.98,17.27,19.3,18.28,1877.808642857144,56.2,-43.909999999999854,6.51,-6.22,16616.5,16636.38,15.650000000001455,-103.45999999999913,-9.619999999998981,-29.5,-8.409999999999997,31.590000000000003,14.71,5.890000000000001,119.11000000000058,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 06:00:00,16646.0,16659.5,16633.5,16639.0,795.653,13244048.2455,2023-01-02 06:00:00,0.0001,-8.5e-05,72898.019,59.67,16635.58,16575.64,16605.61,16665.54,16545.67,16695.51,16515.71,18.6,13.37,5.22,30.29,16.35,20.06,18.55,1821.6781428571437,-56.13,-33.38999999999942,7.34,-3.41,16619.61,16637.43,26.540000000000873,-93.33000000000175,-1.569999999999709,-19.389999999999418,-10.329999999999998,29.67,13.939999999999998,5.230000000000002,119.87000000000262,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 07:00:00,16639.0,16774.0,16639.0,16717.5,9186.593,153659345.623,2023-01-02 07:00:00,0.0001,-5.6e-05,73039.728,70.69,16654.81,16577.72,16616.26,16693.36,16539.17,16731.91,16500.62,25.15,15.73,9.42,42.76,12.61,22.51,19.68,2339.2452857142866,517.56,-101.2400000000016,38.2,14.52,16632.27,16669.45,-24.139999999999418,-178.33000000000175,-48.04999999999927,-85.22999999999956,0.6899999999999977,40.69,30.15,9.419999999999998,154.19000000000233,None,None,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 08:00:00,16717.5,16768.5,16707.5,16730.0,4244.389,71043623.457,2023-01-02 08:00:00,0.0001,-0.000327,72774.84299999,72.01,16673.21,16580.98,16627.1,16719.33,16534.86,16765.45,16488.75,31.0,18.78,12.21,38.48,11.35,24.79,21.12,2561.8448571428585,222.59,-102.90000000000146,58.09,9.44,16644.22,16693.67,-10.669999999998254,-195.13999999999942,-36.330000000001746,-85.77999999999884,2.010000000000005,42.010000000000005,27.129999999999995,12.219999999999999,184.47000000000116,EntryPreparationState,upper,16715.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2099.712
2023-01-02 09:00:00,16730.0,16740.0,16710.5,16715.5,2889.726,48327323.058,2023-01-02 09:00:00,0.0001,-0.000127,73878.955,68.19,16684.34,16586.69,16635.52,16733.16,16537.87,16781.98,16489.05,34.07,21.84,12.22,36.57,10.79,26.91,22.46,2633.719214285715,71.87,-79.97999999999956,36.79,-5.62,16658.0,16702.4,17.659999999999854,-177.63000000000102,-13.099999999998545,-57.5,-1.8100000000000023,38.19,25.78,12.23,195.29000000000087,PositionState,upper,16715.5,16695.0,0.0,-20.5,36.5,-21.5,3.3214285714285716,0,17.159999999999854,2099.712
2023-01-03 21:00:00,16661.5,16672.5,16658.5,16662.0,1160.359,19339354.5915,2023-01-03 21:00:00,0.0001,0.0,75226.484,46.49,16710.85,16641.57,16676.21,16745.49,16606.93,16780.13,16572.29,-10.73,-4.3,-6.43,17.91,20.48,20.08,23.55,3090.7675714285724,-62.36,14.209999999999127,0.79,2.07,16658.22,16656.03,83.4900000000016,-55.06999999999971,-5.970000000001164,-3.779999999998836,-23.509999999999998,16.490000000000002,-2.5700000000000003,-6.430000000000001,138.5600000000013,PositionState,lower,16851.0,16698.5,-31.5,0.0,0.0,0.0,0.0,0,0.0,1960.097
2023-01-03 22:00:00,16662.0,16675.5,16642.0,16672.5,1407.757,23448887.9,2023-01-03 22:00:00,0.0001,-5.3e-05,75060.153,48.81,16710.54,16641.18,16675.86,16745.22,16606.5,16779.89,16571.82,-9.53,-5.34,-4.18,16.84,22.19,19.62,23.52,3024.9083571428587,-65.85,3.360000000000582,-0.56,-2.42,16652.5,16662.62,72.72000000000116,-66.0,-9.880000000001019,-20.0,-21.189999999999998,18.810000000000002,-5.350000000000001,-4.1899999999999995,138.72000000000116,PositionState,lower,16851.0,16698.5,-42.0,0.0,0.0,0.0,0.0,0,0.0,1960.097
2023-01-03 23:00:00,16672.5,16693.5,16664.5,16670.0,1469.576,24510580.6365,2023-01-03 23:00:00,0.0001,-0.00024,74816.248,48.27,16710.15,16640.45,16675.3,16745.0,16605.6,16779.84,16570.76,-8.68,-6.01,-2.66,19.22,21.02,18.54,23.17,2994.9796428571435,-29.92,5.299999999999272,0.4,2.48,16653.83,16665.57,75.0,-64.40000000000146,-4.430000000000291,-16.169999999998254,-21.729999999999997,18.270000000000003,-1.8000000000000007,-2.67,139.40000000000146,PositionState,lower,16851.0,16698.5,-39.5,0.0,0.0,0.0,0.0,0,0.0,1960.097
