,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,bb_direction,state,entry_price,current_profit,exit_price,bb_profit,profit_max,profit_min,profit_mean,profit_ma
2411,1702648800.0,42307.6,42376.0,42003.0,42202.6,9715.25,409706955.3822,2023-12-15 14:00:00,0.00015354,0.00028265,56323.348,35.85,42950.28,42477.24,42713.76,43186.8,42240.72,43423.32,42004.2,-65.06,18.34,-83.4,16.12,35.37,19.51,20.35,4174.227857142859,485.98,511.1600000000035,189.33,-4.19,42663.83,42427.14,984.2000000000044,38.12000000000262,224.54000000000087,461.2300000000032,-34.15,5.850000000000001,-19.249999999999996,-83.4,946.0800000000017,lower,PositionState,42202.6,,42360.0,-157.40000000000146,384.59999999999854,-157.40000000000146,124.10769230769186,219.08000000000175
2448,1702782000.0,41890.3,42037.1,41882.7,41951.1,1660.905,69700098.8519,2023-12-17 03:00:00,0.00017286,0.00059473,55137.987,34.84,42448.9,42053.78,42251.34,42646.46,41856.22,42844.02,41658.66,-85.2,-28.82,-56.37,11.76,23.96,20.2,22.02,2650.391500000001,-253.74,300.23999999999796,91.45,-0.68,42192.82,42016.33,695.3600000000006,-94.87999999999738,65.2300000000032,241.72000000000116,-35.16,4.840000000000003,-12.200000000000001,-56.38,790.239999999998,lower,PositionState,41951.1,,42154.3,-203.20000000000437,301.1999999999971,-203.20000000000437,4.469230769229538,56.16000000000349
2468,1702854000.0,41735.2,41768.0,41255.5,41395.2,9462.225,392520998.3161,2023-12-17 23:00:00,0.0001,0.00032706,56053.806,30.87,42154.16,41781.06,41967.61,42340.72,41594.5,42527.27,41407.95,-100.69,-70.26,-30.42,13.22,37.74,27.21,26.81,4444.636285714287,538.39,572.4100000000035,190.83,-9.38,41968.88,41718.83,945.5200000000041,199.3000000000029,323.63000000000466,573.6800000000003,-39.129999999999995,0.870000000000001,-24.520000000000003,-30.429999999999993,746.2200000000012,lower,PositionState,41395.2,,43793.3,-2398.100000000006,-2398.100000000006,-2398.100000000006,-2398.100000000006,-829.7900000000009
2529,1703458800.0,43003.4,43235.0,42913.0,43022.3,6304.326,271664734.8977,2023-12-24 23:00:00,0.0001,0.0005948,54953.184,24.58,43755.45,43334.31,43544.88,43966.02,43123.74,44176.59,42913.17,-104.17,-25.56,-78.6,9.88,42.11,18.84,16.87,3525.1066428571435,378.77,522.5799999999945,228.89,-2.11,43493.83,43216.24,943.7199999999939,101.43999999999505,193.93999999999505,471.52999999999884,-45.42,-5.420000000000002,-32.23,-78.61,842.2799999999988,lower,PositionState,43022.3,,43684.5,-662.1999999999971,65.40000000000146,-662.1999999999971,-178.53076923076654,-174.63999999999942
2560,1703570400.0,42807.5,42856.7,42570.8,42721.5,6835.126,291997726.6031,2023-12-26 06:00:00,0.0003048,0.0007772,56135.606,28.2,43627.14,43098.74,43362.94,43891.35,42834.54,44155.55,42570.34,-88.13,-5.54,-82.59,10.83,37.3,23.42,25.16,3648.9782142857152,155.39,641.4400000000023,245.72,-3.75,43367.28,43019.86,1169.8499999999985,113.04000000000087,298.3600000000006,645.7799999999988,-41.8,-1.8000000000000007,-26.47,-82.58999999999999,1056.8099999999977,lower,PositionState,42721.5,,42506.0,215.5,667.4000000000015,-84.5,255.02399999999935,560.7900000000009
2634,1703836800.0,42309.8,42560.7,42304.8,42516.3,4118.121,174812939.7308,2023-12-29 08:00:00,0.00044001,0.00096681,58103.238,44.48,42771.15,42516.66,42643.9,42898.39,42389.42,43025.63,42262.18,-109.1,-111.66,2.56,12.23,25.36,25.92,25.77,3808.69442857143,88.53,127.59999999999854,-127.62,-0.3,42556.46,42510.36,382.0899999999965,-126.88000000000466,-5.940000000002328,40.15999999999622,-25.520000000000003,14.479999999999997,-13.129999999999999,2.5600000000000023,508.97000000000116,lower,PositionState,42516.3,,42693.1,-176.79999999999563,-176.79999999999563,-176.79999999999563,-176.79999999999563,-73.08999999999651
2642,1703865600.0,42293.9,42384.8,41844.7,42003.1,16018.24,675476932.9675,2023-12-29 16:00:00,0.000435,0.00072353,57330.675,35.04,42878.21,42397.76,42637.98,43118.43,42157.54,43358.66,41917.31,-75.0,-48.48,-26.51,16.21,32.09,20.61,23.18,5203.067285714286,914.94,634.8800000000047,166.02,-10.02,42661.02,42403.48,1115.3300000000017,154.44000000000233,400.38000000000466,657.9199999999983,-34.96,5.039999999999999,-15.880000000000003,-26.520000000000003,960.8899999999994,lower,PositionState,42003.1,,42063.3,-60.200000000004366,389.29999999999563,-200.90000000000146,10.357142857141472,420.4600000000064
2758,1704283200.0,43736.2,43749.9,40210.0,42797.1,117274.089,4924818214.3729,2024-01-03 12:00:00,0.00035429,8.047e-05,60012.081,24.97,45433.54,44217.77,44825.66,46041.43,43609.88,46649.32,43001.99,-171.63,83.07,-254.7,9.37,57.9,30.02,32.33,13956.594142857144,8000.09,2028.560000000005,1295.08,-32.16,44797.38,43902.2,3244.3300000000017,812.7799999999988,1105.0999999999985,2000.2799999999988,-45.03,-5.030000000000001,-48.53,-254.7,2431.550000000003,lower,PositionState,42797.1,,43205.0,-407.90000000000146,591.1999999999971,-417.3000000000029,-96.44347826087166,798.3600000000006
2867,1704675600.0,43641.9,43819.8,43610.8,43716.0,2339.577,102313934.0445,2024-01-08 01:00:00,0.0001,0.0,56838.59,42.27,44179.44,43797.46,43988.45,44370.44,43606.46,44561.43,43415.47,-28.89,30.58,-59.48,12.01,25.05,15.38,11.63,4107.581642857144,43.33,272.4499999999971,64.08,-1.08,43994.83,43803.2,654.4400000000023,-109.54000000000087,87.19999999999709,278.83000000000175,-27.729999999999997,12.270000000000003,-13.040000000000001,-59.47,763.9800000000032,lower,PositionState,43716.0,,43920.3,-204.3000000000029,353.0,-204.3000000000029,100.6199999999997,63.13999999999942
2927,1704891600.0,44678.0,45448.8,44301.0,45135.9,19471.604,875541083.7517,2024-01-10 13:00:00,0.0001,0.00031518,56929.601,40.22,46280.63,45254.76,45767.69,46793.56,44741.83,47306.49,44228.89,-281.02,-161.56,-119.45,4.79,30.57,50.62,43.64,7122.192357142858,1014.55,631.7900000000009,-23.01,2.22,45524.44,45191.24,1657.6599999999962,-394.0699999999997,55.33999999999651,388.5400000000009,-29.78,10.219999999999999,-25.78,-119.45999999999998,2051.729999999996,lower,PositionState,45135.9,,46426.0,-1290.0999999999985,231.90000000000146,-1290.0999999999985,-423.4999999999982,-557.9400000000023
2977,1705071600.0,45483.1,45501.9,44358.4,44501.5,26650.493,1195698746.8933,2024-01-12 15:00:00,0.0001,0.0006846,61408.35,27.62,46316.44,45519.36,45917.9,46714.98,45120.82,47113.53,44722.28,-285.18,-161.4,-123.77,11.75,33.08,15.54,14.12,7285.517071428571,1563.41,1416.4000000000015,553.39,-11.81,45728.81,45237.16,2213.480000000003,619.3199999999997,735.6600000000035,1227.3099999999977,-42.379999999999995,-2.379999999999999,-21.33,-123.78,1594.1600000000035,lower,PositionState,44501.5,,43016.5,1485.0,1979.699999999997,659.6999999999971,1542.1717948717942,2394.4500000000044
3031,1705266000.0,42511.3,42603.8,41920.0,42561.8,10905.984,461263978.0705,2024-01-14 21:00:00,0.0001,0.00022987,61420.616,38.47,42985.8,42665.39,42825.6,43146.01,42505.19,43306.21,42344.99,-105.1,-90.38,-14.71,9.75,32.24,24.87,27.48,3399.653142857144,605.1,263.79999999999563,45.66,-2.05,42798.67,42641.31,584.2099999999991,-56.61000000000058,79.50999999999476,236.86999999999534,-31.53,8.469999999999999,-22.490000000000002,-14.719999999999999,640.8199999999997,lower,PositionState,42561.8,,42603.7,-41.89999999999418,830.8000000000029,-41.89999999999418,253.857142857146,149.27999999999884
3123,1705597200.0,41967.6,42213.5,41459.4,41823.0,18668.676,780980302.9228,2024-01-18 17:00:00,0.0001,0.00025755,57442.824,30.95,42779.16,42257.04,42518.1,43040.22,41995.97,43301.29,41734.91,-134.95,-61.1,-73.84,10.74,37.51,25.06,24.73,5424.092571428572,1258.29,695.0999999999985,358.77,-6.05,42433.93,42146.48,1217.2200000000012,172.97000000000116,323.4800000000032,610.9300000000003,-39.05,0.9499999999999993,-26.769999999999996,-73.85,1044.25,lower,PositionState,41823.0,,41815.1,7.900000000001455,1411.5999999999985,7.900000000001455,591.4600000000003,822.7900000000009
3204,1705888800.0,41375.5,41432.1,41263.9,41324.0,2562.267,105931700.1804,2024-01-22 02:00:00,0.0001,4.335e-05,58159.322,35.5,41740.12,41493.58,41616.85,41863.39,41370.31,41986.66,41247.04,-46.13,-5.0,-41.12,10.55,21.86,13.28,11.51,2337.1177857142866,80.44,292.84999999999854,129.55,-1.7,41601.27,41453.3,539.3899999999994,46.30999999999767,129.3000000000029,277.2699999999968,-34.5,5.5,-11.309999999999999,-41.13,493.08000000000175,lower,PositionState,41324.0,,39471.9,1852.0999999999985,2560.0999999999985,117.19999999999709,1342.259090909091,2153.510000000002
3418,1706659200.0,42919.0,43087.0,42812.7,42908.3,6452.111,277088972.9801,2024-01-31 00:00:00,1.302e-05,-0.00047638,58098.574,40.37,43434.57,43099.13,43266.85,43602.29,42931.41,43770.01,42763.69,45.99,134.98,-88.98,18.48,23.82,35.35,36.32,6366.415785714287,265.79,358.54999999999563,199.13,-3.34,43323.33,43094.01,693.989999999998,23.110000000000582,185.70999999999913,415.02999999999884,-29.630000000000003,10.369999999999997,-5.34,-88.98999999999998,670.8799999999974,lower,PositionState,42908.3,,43330.0,-421.6999999999971,543.0,-421.6999999999971,69.60000000000291,111.2300000000032
3480,1706882400.0,42679.0,42888.9,42588.0,42784.4,5809.787,248287369.7188,2024-02-02 14:00:00,0.0001,-0.00027426,58223.486,46.5,43053.05,42806.13,42929.59,43176.5,42682.68,43299.96,42559.22,56.69,101.53,-44.84,19.61,22.54,27.28,28.74,3174.4047142857153,-10.1,145.18999999999505,37.5,-4.01,43001.57,42871.59,392.09999999999854,-101.72000000000116,87.18999999999505,217.16999999999825,-23.5,16.5,-2.9299999999999997,-44.84,493.8199999999997,lower,PositionState,42784.4,,43222.7,-438.29999999999563,-438.29999999999563,-438.29999999999563,-438.29999999999563,-140.44000000000233
3519,1707022800.0,42906.7,42945.5,42829.8,42870.1,1272.055,54551125.0397,2024-02-04 05:00:00,8.642e-05,-0.00041373,57194.36,38.28,43076.75,42943.9,43010.33,43143.18,42877.47,43209.61,42811.04,-29.16,-9.63,-19.53,12.34,26.24,16.75,15.2,1112.412500000001,-238.34,140.2300000000032,41.77,-3.28,42981.77,42928.74,273.08000000000175,7.370000000002619,58.63999999999942,111.66999999999825,-31.72,8.280000000000001,-13.899999999999999,-19.53,265.7099999999991,lower,PositionState,42870.1,,43039.3,-169.20000000000437,138.29999999999563,-169.20000000000437,0.3166666666644839,-17.760000000002037
3534,1707076800.0,42617.8,42932.2,42515.0,42870.0,4410.493,188418357.2274,2024-02-04 20:00:00,0.0001,-0.00024107,58009.194,48.07,42992.84,42785.27,42889.05,43096.62,42681.49,43200.4,42577.71,-52.84,-41.2,-11.63,15.42,24.83,20.38,20.57,1937.7205714285726,155.61,19.05000000000291,1.26,7.21,42862.52,42801.71,226.62000000000262,-188.51000000000204,-68.29000000000087,-7.480000000003201,-21.93,18.07,-9.409999999999998,-11.64,415.13000000000466,lower,PositionState,42870.0,,42724.7,145.3000000000029,535.4000000000015,115.69999999999709,298.9875000000002,170.29999999999563
3745,1707836400.0,48706.6,49039.9,48455.0,48749.0,13835.762,674723839.4364,2024-02-13 15:00:00,0.0001,0.00035887,60686.436,37.12,49989.49,49168.31,49578.9,50400.09,48757.72,50810.68,48347.12,51.57,260.05,-208.48,13.97,30.76,35.88,36.98,7771.45842857143,593.54,829.9000000000015,506.82,-2.59,49687.88,49116.68,1651.0899999999965,8.720000000001164,367.6800000000003,938.8799999999974,-32.88,7.119999999999997,-16.79,-208.48000000000002,1642.3699999999953,lower,PositionState,48749.0,,49412.3,-663.3000000000029,261.09999999999854,-663.3000000000029,-238.68000000000174,-49.05000000000291
3803,1708034400.0,51348.5,51861.0,51336.0,51666.1,4752.679,245324191.151,2024-02-15 22:00:00,0.00010861,0.00032403,58848.985,47.31,52206.59,51613.47,51910.03,52503.14,51316.91,52799.7,51020.35,55.8,193.81,-138.01,14.22,16.38,20.5,23.08,8103.147785714287,71.83,243.9300000000003,106.08,-0.54,51952.01,51678.41,837.0400000000009,-349.18999999999505,12.310000000004948,285.9100000000035,-22.689999999999998,17.310000000000002,-2.1599999999999984,-138.01,1186.229999999996,lower,PositionState,51666.1,,51941.9,-275.8000000000029,-238.09999999999854,-275.8000000000029,-256.9500000000007,-159.57999999999447
3839,1708164000.0,51705.3,51776.6,51514.6,51766.0,4985.279,257478124.1058,2024-02-17 10:00:00,0.0001,0.000778,60274.757,43.07,52049.29,51820.4,51934.85,52163.74,51705.95,52278.19,51591.5,-53.27,-19.19,-34.07,15.46,27.75,9.72,9.65,1830.508142857144,146.79,168.84999999999854,-74.45,-4.96,51898.4,51792.8,397.73999999999796,-60.05000000000291,26.80000000000291,132.40000000000146,-26.93,13.07,-12.29,-34.08,457.7900000000009,lower,PositionState,51766.0,,51543.8,222.1999999999971,882.1999999999971,10.30000000000291,457.619999999999,397.49000000000524
