,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma
10,1701867600.0,44060.2,44197.1,44003.2,44121.9,5126.714,226068671.6446,2023-12-06 13:00:00,0.0001,0.00058163,61819.349,67.29,43848.64,43498.29,43673.46,44023.81,43323.11,44198.99,43147.94,394.11,450.46,-56.34,24.56,15.06,44.56,49.27,6629.038071428572,-287.94,-448.4400000000023,-279.95,-0.87,43893.74,44034.6,-98.09000000000378,-798.7900000000009,-87.30000000000291,-228.1600000000035,-2.7099999999999937,37.290000000000006,9.499999999999998,-56.349999999999966,700.6999999999971,PositionState,upper,44121.9,43768.3,0.0,-353.59999999999854,0.0,-353.59999999999854,-169.4375000000009,0,-137.47999999999593
58,1702040400.0,43785.9,43808.1,43500.0,43603.9,8357.007,364694984.9182,2023-12-08 13:00:00,0.00044041,0.00074461,63998.383,53.57,43640.54,43308.94,43474.74,43806.34,43143.13,43972.14,42977.33,5.69,-40.86,46.55,20.87,18.42,19.86,22.59,3973.048071428571,392.8,-129.1600000000035,72.79,-2.72,43442.47,43598.61,202.43999999999505,-460.7700000000041,-5.290000000000873,-161.4300000000003,-16.43,23.57,2.4499999999999993,46.55,663.2099999999991,PositionState,upper,43603.9,42784.0,0.0,-819.9000000000015,968.5999999999985,-819.9000000000015,320.4999999999982,0,68.59999999999854
179,1702936800.0,42648.3,42762.0,42462.8,42532.9,5971.748,254350275.5416,2023-12-18 22:00:00,0.00010731,0.00054635,56957.788,65.5,42157.94,41210.79,41684.37,42631.52,40737.22,43105.09,40263.65,158.13,-20.32,178.46,32.81,13.63,27.86,33.42,8459.503285714285,200.43,-848.5299999999988,581.67,8.94,41824.31,42280.94,98.61999999999534,-1795.6800000000003,-251.95999999999913,-708.5900000000038,-4.5,35.5,19.18,178.45,1894.2999999999956,PositionState,upper,42532.9,42396.0,0.0,-136.90000000000146,816.5,-136.90000000000146,413.9647058823513,0,463.1100000000006
219,1703080800.0,43807.4,44220.8,43633.6,43902.4,22092.962,970858708.1633,2023-12-20 14:00:00,0.0001,0.00065049,58311.062,73.75,43360.04,42478.87,42919.46,43800.62,42038.29,44241.21,41597.71,262.25,144.52,117.72,38.47,8.61,27.22,23.92,6783.224500000001,1402.66,-982.9400000000023,528.16,18.52,43113.48,43528.07,-101.77999999999884,-1864.1100000000006,-374.33000000000175,-788.9199999999983,3.75,43.75,29.86,117.72999999999999,1762.3300000000017,PositionState,upper,43902.4,43421.3,0.0,-481.09999999999854,277.59999999999854,-481.09999999999854,-169.90769230769365,0,-8.110000000000582
384,1703674800.0,43244.8,43285.0,42939.0,43072.7,5778.428,249120737.0331,2023-12-27 11:00:00,0.00042225,0.00097235,58684.776,60.84,42950.51,42366.15,42658.33,43242.7,42073.96,43534.88,41781.78,29.28,-90.37,119.66,27.78,17.31,35.37,42.27,3239.268357142857,274.09,-414.36999999999534,343.62,9.56,42659.6,42965.18,170.0,-998.739999999998,-107.5199999999968,-413.09999999999854,-9.159999999999997,30.840000000000003,10.470000000000002,119.65,1168.739999999998,PositionState,upper,43072.7,43071.3,0.0,-1.3999999999941792,540.1000000000058,-127.69999999999709,169.745000000003,0,273.4800000000032
477,1704009600.0,42566.0,42608.3,42407.3,42522.1,2128.716,90463143.4734,2023-12-31 08:00:00,0.00040148,0.00101855,56949.022,58.64,42430.21,42159.07,42294.64,42565.78,42023.5,42701.35,41887.93,51.18,22.19,28.98,27.56,17.21,13.73,16.99,2119.0531428571426,-14.76,-227.45999999999913,-8.98,8.8,42317.82,42438.54,43.68000000000029,-498.59999999999854,-83.55999999999767,-204.27999999999884,-11.36,28.64,10.349999999999998,28.99,542.2799999999988,PositionState,upper,42522.1,42300.7,0.0,-221.40000000000146,262.20000000000437,-221.40000000000146,61.32666666666822,0,43.729999999995925
512,1704135600.0,43153.8,43604.0,43140.7,43570.1,6668.097,289415040.1985,2024-01-01 19:00:00,0.00037274,0.00125013,56631.985,75.23,43054.17,42505.38,42779.78,43328.57,42230.98,43602.96,41956.59,171.95,95.16,76.79,37.43,10.18,19.67,17.06,2508.1775000000002,351.34,-790.3199999999997,396.82,17.67,42890.29,43190.98,-241.52999999999884,-1339.1199999999953,-379.11999999999534,-679.8099999999977,5.230000000000004,45.230000000000004,27.25,76.78999999999999,1097.5899999999965,PositionState,upper,43570.1,44823.8,0.0,1253.7000000000044,2247.800000000003,0.0,1459.884615384617,0,1840.2599999999948
581,1704384000.0,44089.9,44175.5,43806.1,43941.8,9417.534,413865589.0349,2024-01-04 16:00:00,0.0001,0.00054334,60434.133,59.64,43757.63,43033.98,43395.81,44119.45,42672.16,44481.28,42310.34,30.31,-141.58,171.89,25.69,20.31,31.75,37.01,6305.7170000000015,355.11,-545.9900000000052,343.38,6.35,43415.31,43800.89,177.64999999999418,-1269.6399999999994,-140.9100000000035,-526.4900000000052,-10.36,29.64,5.380000000000003,171.89000000000001,1447.2899999999936,PositionState,upper,43941.8,43389.5,0.0,-552.3000000000029,514.1999999999971,-552.3000000000029,126.84999999999854,0,85.5
651,1704636000.0,44426.7,44509.6,44286.0,44418.9,4205.604,186709718.8261,2024-01-07 14:00:00,0.0001,0.00012315,58512.968,67.29,44207.99,43899.83,44053.91,44362.07,43745.76,44516.15,43591.68,108.44,69.55,38.88,26.01,12.87,11.3,11.31,2268.9442142857156,-18.0,-364.98999999999796,254.26,7.75,44122.16,44289.62,-56.830000000001746,-673.1399999999994,-129.27999999999884,-296.73999999999796,-2.7099999999999937,37.290000000000006,13.140000000000002,38.89,616.3099999999977,PositionState,upper,44418.9,43922.8,0.0,-496.09999999999854,0.0,-496.09999999999854,-284.6666666666667,0,-201.60000000000582
673,1704715200.0,44653.9,45211.1,44296.1,45118.0,29919.653,1341776121.9539,2024-01-08 12:00:00,0.0001,0.0004772,59022.162,70.54,44451.45,43669.83,44060.64,44842.26,43279.02,45233.07,42888.21,122.37,-3.33,125.7,34.85,14.62,20.78,16.54,7749.9600714285725,1746.05,-1057.3600000000006,581.85,13.64,44070.96,44575.82,-275.73999999999796,-1838.9800000000032,-542.1800000000003,-1047.0400000000009,0.5400000000000063,40.540000000000006,20.230000000000004,125.7,1563.2400000000052,PositionState,upper,45118.0,46186.3,0.0,1068.300000000003,1964.0,-319.3000000000029,1239.0400000000006,0,1860.0
