,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,bb_direction,state,entry_price,current_profit,exit_price,bb_profit,profit_max,profit_min,profit_mean,profit_ma,entry_volume
215,1700575200.0,37031.6,37039.5,36424.0,36653.9,22769.256,836711182.2297,2023-11-21 14:00:00,0.0001,0.00056948,58194.24,29.42,37468.16,37044.63,37256.4,37679.92,36832.87,37891.69,36621.11,-65.35,20.92,-86.28,8.53,39.08,28.86,27.21,4313.596714285714,1362.12,602.5,300.04,-15.56,37211.53,36963.02,1026.0199999999968,178.97000000000116,309.11999999999534,557.6299999999974,-40.58,-0.5799999999999983,-30.55,-86.27,847.0499999999956,lower,PositionState,36653.9,,36702.3,-48.400000000001455,912.8000000000028,-546.0,79.68421052631732,386.4199999999983,49133.152
216,1700978400.0,37786.2,37798.0,37738.1,37798.0,925.988,34975108.0099,2023-11-26 06:00:00,0.0001,0.00034142,57252.739,54.51,37805.68,37715.45,37760.56,37850.79,37670.33,37895.9,37625.22,13.5,15.5,-1.99,17.17,18.03,13.83,18.09,927.8057142857148,-9.41,-37.44000000000233,2.18,0.37,37755.92,37778.16,52.79000000000087,-127.66999999999824,-19.839999999996508,-42.08000000000175,-15.490000000000002,24.51,-0.8599999999999994,-2.0,180.45999999999916,,,37536.0,,,,,,,,7400.667
217,1700982000.0,37798.0,37808.0,37762.1,37791.4,743.925,28109155.5556,2023-11-26 07:00:00,0.0001,9.831e-05,57202.391,53.83,37803.65,37723.35,37763.5,37843.8,37683.19,37883.95,37643.04,14.55,15.31,-0.75,17.34,17.37,12.85,17.41,887.1172857142864,-40.68,-27.90000000000145,-17.12,0.01,37762.85,37783.45,52.400000000001455,-108.20999999999913,-7.950000000004366,-28.55000000000291,-16.17,23.83,-0.0300000000000011,-0.7599999999999998,160.61000000000058,,,37536.0,,,,,,,,7400.667
218,1700985600.0,37791.4,37827.0,37766.0,37771.9,790.757,29886369.4926,2023-11-26 08:00:00,0.0001,0.00040293,57365.927,51.8,37804.08,37724.52,37764.3,37843.86,37684.74,37883.64,37644.96,13.65,14.98,-1.32,18.02,16.51,12.25,17.04,871.6813571428577,-15.43,-7.599999999998545,-8.47,1.7,37760.73,37778.83,71.95999999999913,-87.16000000000349,6.930000000000291,-11.169999999998254,-18.200000000000003,21.8,1.509999999999998,-1.33,159.12000000000262,,,37536.0,,,,,,,,7400.667
219,1700989200.0,37771.9,37800.6,37750.0,37775.5,923.102,34870735.86,2023-11-26 09:00:00,0.0001,0.00039435,57604.528,52.16,37804.44,37726.29,37765.36,37843.52,37687.21,37882.59,37648.14,13.08,14.6,-1.51,17.26,17.15,11.39,16.75,844.720428571429,-26.96,-10.139999999999418,-2.75,-0.71,37763.01,37777.5,68.0199999999968,-88.29000000000087,2.0,-12.489999999997965,-17.840000000000003,22.16,0.1100000000000029,-1.5199999999999996,156.30999999999767,,,37536.0,,,,,,,,7400.667
220,1700992800.0,37775.5,37775.6,37713.5,37713.6,739.99,27926196.6314,2023-11-26 10:00:00,0.0001,0.00037768,57609.424,45.83,37796.84,37724.02,37760.43,37833.25,37687.61,37869.66,37651.2,7.55,13.19,-5.64,16.35,19.35,11.18,16.76,751.2023571428575,-93.51,46.83000000000175,-11.01,-3.87,37765.45,37751.94,119.65000000000146,-25.989999999997963,38.34000000000378,51.84999999999855,-24.17,15.829999999999998,-3.0,-5.64,145.63999999999942,,,37536.0,,,,,,,,7400.667
221,1700996400.0,37713.6,37737.9,37678.7,37694.1,1836.64,69266948.0763,2023-11-26 11:00:00,0.0001,0.00043068,57830.279,44.02,37791.91,37716.32,37754.12,37829.7,37678.53,37867.49,37640.74,1.57,10.86,-9.29,15.51,21.38,11.52,16.58,821.5082857142862,70.3,60.02000000000408,-4.73,-3.77,37759.43,37728.8,135.59999999999854,-15.569999999999707,34.700000000004366,65.33000000000175,-25.98,14.020000000000003,-5.869999999999999,-9.29,151.16999999999825,,,37536.0,,,,,,,,7400.667
222,1701000000.0,37694.1,37697.7,37318.4,37649.6,11770.868,441810764.1428,2023-11-26 12:00:00,0.0001,0.00062668,57849.635,40.13,37789.66,37698.67,37744.16,37835.15,37653.17,37880.64,37607.68,-6.68,7.35,-14.03,11.44,40.66,14.7,17.89,1585.6935000000008,764.18,94.56000000000496,27.26,-24.19,37749.57,37697.12,185.5500000000029,3.569999999999709,47.52000000000408,99.97000000000116,-29.87,10.130000000000004,-29.22,-14.03,181.9800000000032,lower,EntryPreparationState,37536.0,,,,,,,,7400.667
223,1701003600.0,37649.6,37650.0,37331.0,37536.0,6288.602,235741851.9138,2023-11-26 13:00:00,0.0001,0.00035059,58424.812,32.27,37791.08,37657.59,37724.34,37857.83,37590.84,37924.58,37524.09,-22.13,1.46,-23.59,9.25,32.86,17.65,19.11,1999.6245000000008,413.93,188.3399999999965,90.46,1.53,37724.03,37632.67,321.83000000000175,54.83999999999651,96.66999999999824,188.02999999999884,-37.73,2.270000000000003,-23.61,-23.59,266.99000000000524,lower,PositionState,37536.0,,37611.7,-75.69999999999709,294.0,-75.69999999999709,160.3857142857149,178.6999999999971,7400.667
224,1701057600.0,37313.8,37401.8,37261.6,37383.1,1982.746,74027941.0806,2023-11-27 04:00:00,0.0001,0.00019221,58407.553,42.46,37655.15,37333.73,37494.44,37815.85,37173.02,37976.56,37012.32,-75.9,-68.65,-7.24,14.61,28.76,29.69,26.63,3884.503285714286,-386.99,111.34000000000378,-67.11,2.74,37485.47,37383.98,432.75,-210.08000000000172,0.8800000000046566,102.37000000000262,-27.54,12.46,-14.150000000000002,-7.25,642.8300000000017,,,37035.3,,,,,,,,4811.056
225,1701061200.0,37383.1,37408.7,37309.2,37318.3,1281.416,47879450.847,2023-11-27 05:00:00,0.0001,0.00021016,58375.903,39.76,37628.0,37327.32,37477.66,37778.34,37176.99,37928.68,37026.65,-80.55,-71.03,-9.52,14.29,27.59,29.84,28.36,3692.6133571428577,-191.88,159.36000000000058,-72.01,2.68,37452.87,37357.7,460.0399999999936,-141.31000000000495,39.39999999999418,134.5699999999997,-30.24,9.759999999999998,-13.3,-9.519999999999996,601.3499999999985,,,37035.3,,,,,,,,4811.056
226,1701064800.0,37318.3,37434.1,37280.0,37283.4,1967.785,73532050.3618,2023-11-27 06:00:00,0.0001,0.00018629,58502.272,38.35,37603.02,37315.31,37459.16,37746.87,37171.45,37890.73,37027.59,-86.06,-74.04,-12.02,13.38,27.04,30.12,30.03,3119.388642857143,-573.22,175.76000000000204,-63.43,-0.67,37413.83,37327.98,463.4700000000012,-111.95000000000437,44.58000000000175,130.4300000000003,-31.65,8.350000000000001,-13.659999999999998,-12.019999999999996,575.4200000000055,,,37035.3,,,,,,,,4811.056
227,1701068400.0,37283.4,37352.6,37001.4,37288.5,6276.872,233433996.6942,2023-11-27 07:00:00,0.0001,0.00018347,58801.363,38.69,37578.34,37307.48,37442.91,37713.76,37172.05,37849.19,37036.62,-88.99,-77.03,-11.96,11.56,34.12,31.49,32.05,3349.5527857142865,230.16,154.4100000000035,-65.18,-9.8,37371.64,37312.19,425.2600000000021,-116.44999999999708,23.69000000000233,83.13999999999942,-31.31,8.689999999999998,-22.559999999999995,-11.959999999999994,541.7099999999991,,,37035.3,,,,,,,,4811.056
228,1701072000.0,37288.5,37417.2,37262.0,37346.0,2627.376,98121090.5179,2023-11-27 08:00:00,0.0001,0.00023784,58590.37,42.57,37559.55,37307.81,37433.68,37685.42,37181.93,37811.29,37056.06,-85.68,-78.76,-6.92,13.38,32.05,32.18,33.15,3354.149071428572,4.59,87.68000000000029,-71.33,2.07,37359.48,37325.71,339.41999999999825,-164.0699999999997,-20.290000000000877,13.4800000000032,-27.43,12.57,-18.669999999999995,-6.920000000000002,503.489999999998,,,37035.3,,,,,,,,4811.056
229,1701075600.0,37346.0,37478.3,37345.9,37375.1,2218.076,83006789.5247,2023-11-27 09:00:00,0.0001,0.0,58376.914,44.48,37550.63,37305.57,37428.1,37673.15,37183.04,37795.68,37060.51,-79.8,-78.97,-0.83,15.11,30.36,32.27,32.33,3389.800642857143,35.65,53.0,-41.72,5.23,37346.72,37345.46,298.0500000000029,-192.05999999999767,-29.639999999999414,-28.37999999999738,-25.520000000000003,14.479999999999997,-15.25,-0.8299999999999983,490.1100000000006,,,37035.3,,,,,,,,4811.056
230,1701079200.0,37375.1,37375.1,36963.3,37112.5,8299.393,308273980.8079,2023-11-27 10:00:00,0.0001,0.00037464,58416.539,33.6,37535.62,37260.46,37398.04,37673.21,37122.87,37810.79,36985.29,-95.22,-82.22,-13.0,12.84,39.75,33.62,32.2,3480.546928571429,90.74,285.5400000000009,47.95,-9.93,37304.61,37252.28,560.7099999999991,10.37000000000262,139.77999999999884,192.11000000000055,-36.4,3.6000000000000014,-26.91,-13.0,550.3399999999965,lower,EntryPreparationState,37035.3,,,,,,,,4811.056
231,1701082800.0,37112.5,37153.9,36865.0,37035.3,9220.193,341572721.4704,2023-11-27 11:00:00,0.0001,-0.00014383,58799.374,31.19,37519.86,37207.13,37363.49,37676.22,37050.76,37832.59,36894.4,-112.38,-88.25,-24.13,11.53,39.17,35.11,31.94,3948.4232142857145,467.87,328.18999999999505,75.18,-3.0,37272.88,37165.48,640.9199999999983,15.459999999999129,130.1800000000003,237.57999999999447,-38.81,1.1900000000000013,-27.64,-24.129999999999995,625.4599999999991,lower,PositionState,37035.3,,37091.5,-56.19999999999709,274.5,-56.19999999999709,95.12727272727552,161.92000000000553,4811.056
232,1701918000.0,44002.9,44033.7,43940.0,43958.9,1095.824,48198890.5879,2023-12-07 03:00:00,0.0001,0.00065257,62635.405,57.76,43959.72,43735.34,43847.53,44071.91,43623.15,44184.1,43510.96,142.05,191.25,-49.19,22.15,15.04,26.13,34.65,4441.163785714287,-287.92,-111.37000000000262,-38.7,0.72,43885.01,43940.26,113.01000000000204,-335.75,-18.639999999999414,-73.88999999999942,-12.240000000000002,27.76,7.109999999999999,-49.19999999999999,448.7600000000021,,,43170.0,,,,,,,,6879.984
233,1701921600.0,43958.9,44079.0,43914.1,43997.3,1856.325,81696184.8039,2023-12-07 04:00:00,0.0001,0.00065828,62656.155,58.92,43973.12,43750.47,43861.79,44084.44,43639.15,44195.76,43527.82,138.84,180.77,-41.92,22.38,14.41,25.81,33.51,3762.503642857144,-678.66,-135.51000000000204,-12.34,0.49,43881.95,43963.07,87.13999999999942,-358.15000000000146,-34.2300000000032,-115.35000000000582,-11.079999999999998,28.92,7.969999999999999,-41.93000000000001,445.2900000000009,,,43170.0,,,,,,,,6879.984
234,1701925200.0,43997.3,44087.7,43952.8,44040.0,1555.927,68504265.5998,2023-12-07 05:00:00,0.0001,0.00052648,62752.506,60.22,43991.95,43765.58,43878.76,44105.13,43652.4,44218.31,43539.22,138.15,172.25,-34.09,21.8,13.89,25.55,32.48,3246.8629285714296,-515.64,-161.23999999999796,19.96,0.17,43912.14,43993.84,65.12999999999738,-387.59999999999854,-46.16000000000349,-127.86000000000058,-9.78,30.22,7.91,-34.099999999999994,452.7299999999959,,,43170.0,,,,,,,,6879.984
235,1701928800.0,44040.0,44060.3,43860.0,43890.1,1876.001,82451840.1944,2023-12-07 06:00:00,0.0001,0.0005737,63071.514,53.77,43984.39,43775.3,43879.84,44088.93,43670.75,44193.48,43566.21,124.08,162.61,-38.53,20.62,15.65,24.7,31.39,2885.4409285714296,-361.42,-10.260000000002035,-13.86,-3.51,43916.93,43952.34,198.83000000000172,-219.34999999999852,62.23999999999796,26.830000000001743,-16.229999999999997,23.770000000000003,4.970000000000001,-38.530000000000015,418.1800000000003,,,43170.0,,,,,,,,6879.984
236,1701932400.0,43890.1,43984.0,43890.1,43917.1,1250.086,54943045.972,2023-12-07 07:00:00,0.0001,0.00069231,62924.746,54.71,43987.07,43779.71,43883.39,44090.75,43676.03,44194.43,43572.35,113.79,152.85,-39.05,20.07,15.23,23.91,30.38,2550.5923571428584,-334.84,-33.70999999999913,-19.65,-1.31,43931.74,43938.24,173.65000000000146,-241.0699999999997,21.139999999999414,14.639999999999418,-15.29,24.71,4.84,-39.05999999999999,414.7200000000012,,,43170.0,,,,,,,,6879.984
237,1701936000.0,43917.1,43930.7,43550.2,43617.0,8738.349,382193074.8035,2023-12-07 08:00:00,0.00010721,0.00038598,63267.13,43.99,43978.53,43737.51,43858.02,44099.04,43617.0,44219.55,43496.49,80.49,138.38,-57.88,17.97,22.97,23.07,29.57,3002.6987857142863,452.1,241.0199999999968,69.13,-10.39,43913.05,43809.74,482.0400000000009,0.0,192.739999999998,296.0500000000029,-26.01,13.990000000000002,-5.0,-57.89,482.0400000000009,,,43170.0,,,,,,,,6879.984
238,1701939600.0,43617.0,43665.9,42833.4,43392.0,30428.949,1316871738.5909,2023-12-07 09:00:00,0.00010721,0.0006517,63244.46,37.98,43970.34,43656.93,43813.64,44127.05,43500.23,44283.75,43343.52,35.54,117.81,-82.26,14.42,35.43,24.44,29.48,4973.953785714286,1971.25,421.6399999999994,153.06,-18.11,43863.32,43642.64,735.0500000000029,108.2300000000032,250.63999999999945,471.3199999999997,-32.02,7.979999999999997,-21.01,-82.27000000000001,626.8199999999997,lower,EntryPreparationState,43170.0,,,,,,,,6879.984
239,1701943200.0,43392.0,43471.5,43062.7,43170.0,13585.343,587364046.9471,2023-12-07 10:00:00,0.00010721,0.00062149,63054.111,33.16,43965.76,43538.92,43752.34,44179.18,43325.5,44392.6,43112.08,-17.78,90.69,-108.48,13.06,32.08,25.7,29.07,5639.099285714286,665.14,582.3399999999965,254.87,-1.55,43776.14,43453.58,1009.1800000000004,155.5,283.58000000000175,606.1399999999994,-36.84,3.1599999999999966,-19.02,-108.47,853.6800000000003,lower,PositionState,43170.0,,43706.6,-536.5999999999985,-51.69999999999709,-536.5999999999985,-270.6599999999991,-83.68000000000029,6879.984
240,1702177200.0,43790.0,43891.9,43749.4,43886.6,1013.812,44436096.0463,2023-12-10 03:00:00,0.00033498,0.00091451,58801.545,47.97,44018.64,43836.34,43927.49,44109.79,43745.19,44200.94,43654.04,-33.66,-8.04,-25.62,14.15,27.68,23.04,21.63,2934.0507142857155,-266.95,40.88999999999942,-123.4,1.58,43889.45,43848.6,223.19000000000236,-141.40999999999622,-38.0,2.849999999998545,-22.03,17.97,-13.53,-25.62,364.59999999999854,,,43739.1,,,,,,,,1304.153
241,1702180800.0,43886.6,44016.0,43864.1,43979.7,1758.808,77283309.5689,2023-12-10 04:00:00,0.00033498,0.00085059,59097.707,52.06,44023.54,43841.38,43932.46,44114.62,43750.3,44205.7,43659.22,-24.62,-11.35,-13.26,17.72,26.22,22.78,21.15,2566.7447142857154,-367.3,-47.23999999999796,-46.68,5.65,43890.94,43901.04,134.92000000000553,-229.39999999999415,-78.65999999999622,-88.75999999999476,-17.939999999999998,22.06,-8.5,-13.27,364.3199999999997,,,43739.1,,,,,,,,1304.153
242,1702184400.0,43979.7,44005.6,43920.0,43935.5,1068.027,46952592.3012,2023-12-10 05:00:00,0.00033498,0.00096984,58692.192,50.05,44023.28,43842.22,43932.75,44113.81,43751.69,44204.34,43661.15,-20.78,-13.24,-7.54,17.17,25.41,22.53,20.71,2405.8562142857154,-160.88,-2.75,2.62,3.83,43880.91,43914.82,178.30999999999767,-183.80999999999767,-20.68000000000029,-54.58999999999651,-19.950000000000003,20.05,-8.239999999999998,-7.540000000000001,362.11999999999534,,,43739.1,,,,,,,,1304.153
243,1702188000.0,43935.5,43974.2,43903.0,43947.5,760.304,33405211.6501,2023-12-10 06:00:00,0.00033498,0.00076602,58587.776,50.61,44024.06,43844.25,43934.15,44113.96,43754.34,44203.87,43664.44,-16.58,-13.91,-2.66,16.7,25.37,22.39,20.49,2215.270000000001,-190.58,-13.349999999998545,-3.3,-0.98,43872.86,43927.89,166.45999999999913,-193.1600000000035,-19.610000000000586,-74.63999999999942,-19.39,20.61,-8.670000000000002,-2.669999999999998,359.6200000000026,,,43739.1,,,,,,,,1304.153
244,1702191600.0,43947.5,44048.5,43875.0,43999.1,1812.487,79678825.2437,2023-12-10 07:00:00,0.00033498,0.00076684,58756.691,53.04,44029.36,43851.32,43940.34,44118.38,43762.3,44207.4,43673.28,-8.98,-12.92,3.94,18.43,23.68,21.68,20.01,2165.886142857144,-49.38,-58.76000000000204,-3.39,2.94,43879.86,43956.37,119.27999999999884,-236.79999999999563,-42.729999999995925,-119.23999999999796,-16.96,23.04,-5.25,3.94,356.07999999999447,,,43739.1,,,,,,,,1304.153
245,1702195200.0,43999.1,44075.0,43782.4,43817.9,4072.993,178771559.5203,2023-12-10 08:00:00,0.0003097,0.00070014,58629.034,44.72,44021.81,43835.54,43928.68,44114.94,43742.41,44208.07,43649.28,-17.38,-13.81,-3.56,16.45,24.54,21.54,19.73,2322.3897857142865,156.5,110.77999999999884,20.87,-1.1,43888.52,43900.98,297.0400000000009,-75.48999999999796,83.08000000000175,70.61999999999534,-25.28,14.72,-8.09,-3.5699999999999985,372.5299999999989,,,43739.1,,,,,,,,1304.153
246,1702198800.0,43817.9,43868.1,43637.0,43637.6,3950.78,172784715.309,2023-12-10 09:00:00,0.0003097,0.00088891,59415.521,38.28,44011.74,43790.17,43900.95,44122.52,43679.39,44233.3,43568.61,-38.14,-18.68,-19.46,15.07,27.75,22.12,20.02,2512.434571428573,190.04,263.34999999999854,67.16,-6.57,43869.91,43795.63,484.9199999999983,41.79000000000087,158.02999999999884,232.31000000000492,-31.72,8.280000000000001,-12.68,-19.46,443.1299999999974,lower,EntryPreparationState,43739.1,,,,,,,,1304.153
247,1702202400.0,43637.6,43764.8,43637.6,43739.1,2817.32,123110063.5083,2023-12-10 10:00:00,0.0003097,0.00091618,59845.521,43.23,44002.33,43768.75,43885.54,44119.12,43651.96,44235.91,43535.17,-45.88,-24.12,-21.76,14.36,26.44,22.65,19.86,2605.793785714287,93.35,146.44000000000233,31.61,-0.78,43859.22,43773.01,380.0200000000041,-87.13999999999942,33.91000000000349,120.12000000000262,-26.770000000000003,13.229999999999997,-12.080000000000002,-21.76,467.1600000000035,lower,PositionState,43739.1,,43924.8,-185.7000000000044,-33.599999999998545,-185.7000000000044,-109.65000000000146,-60.63999999999942,1304.153
248,1702234800.0,43869.4,43907.7,43753.5,43828.5,1776.615,77840033.4867,2023-12-10 19:00:00,0.00039354,0.00064769,59698.894,46.91,43960.55,43790.89,43875.72,44045.38,43706.06,44130.21,43621.24,-19.32,-22.66,3.33,18.44,21.97,15.11,18.75,2239.943857142858,50.61,47.22000000000117,-19.6,-2.21,43869.92,43854.85,216.87999999999735,-122.44000000000231,26.349999999998545,41.419999999998254,-23.090000000000003,16.909999999999997,-3.5299999999999976,3.34,339.3199999999997,,,42002.6,,,,,,,,14868.891
249,1702238400.0,43828.5,44019.2,43813.1,44007.8,2161.375,94957661.0741,2023-12-10 20:00:00,0.00039354,0.0010403,59502.91,55.73,43977.92,43798.68,43888.3,44067.54,43709.06,44157.16,43619.44,-6.41,-19.41,12.99,21.52,20.07,14.28,17.98,2340.0203571428583,100.07,-119.5,6.66,3.68,43896.04,43916.03,59.73999999999796,-298.74000000000524,-91.77000000000407,-111.76000000000204,-14.270000000000003,25.73,1.4499999999999993,13.0,358.4800000000032,,,42002.6,,,,,,,,14868.891
250,1702242000.0,44007.8,44114.6,43801.6,43850.0,4296.843,188921129.7949,2023-12-10 21:00:00,0.00039354,0.00109536,59511.304,48.15,43974.04,43795.26,43884.65,44063.44,43705.87,44152.83,43616.48,-8.81,-17.29,8.47,22.63,17.58,14.16,17.85,2517.4743571428585,177.45,34.650000000001455,21.25,6.68,43887.73,43889.62,213.44000000000236,-144.12999999999738,39.62000000000262,37.7300000000032,-21.85,18.15,5.050000000000001,8.479999999999999,357.5699999999997,,,42002.6,,,,,,,,14868.891
251,1702245600.0,43850.0,43949.6,43816.3,43827.2,1344.198,58990505.6779,2023-12-10 22:00:00,0.00039354,0.00086907,59713.596,47.15,43967.24,43791.12,43879.18,44055.31,43703.05,44143.37,43614.99,-12.41,-16.31,3.9,21.41,16.64,14.04,18.08,2322.56042857143,-194.91,51.9800000000032,-9.41,0.82,43881.63,43864.65,228.11000000000055,-124.14999999999418,37.450000000004366,54.43000000000029,-22.85,17.15,4.77,3.899999999999999,352.2599999999948,,,42002.6,,,,,,,,14868.891
252,1702249200.0,43827.2,43895.0,43570.8,43823.8,5897.772,257854460.9143,2023-12-10 23:00:00,0.00039354,0.00073045,59810.943,46.99,43962.54,43785.27,43873.91,44051.18,43696.63,44139.81,43608.0,-15.35,-16.12,0.76,18.77,23.93,13.9,18.28,2461.6312857142866,139.07,50.11000000000058,-5.83,-11.14,43875.75,43848.31,227.37999999999735,-127.17000000000552,24.50999999999476,51.94999999999709,-23.01,16.990000000000002,-5.16,0.7700000000000014,354.5500000000029,,,42002.6,,,,,,,,14868.891
253,1702252800.0,43823.8,43854.8,43643.9,43667.0,2449.108,107173175.5453,2023-12-11 00:00:00,0.00033285,0.00081097,59574.911,40.34,43949.39,43759.0,43854.2,44044.59,43663.81,44139.78,43568.62,-30.0,-18.89,-11.1,17.27,22.03,13.77,18.32,2435.3304285714294,-26.3,187.1999999999971,22.09,-2.24,43844.32,43775.78,377.5899999999965,-3.1900000000023283,108.77999999999884,177.3199999999997,-29.66,10.340000000000003,-4.760000000000002,-11.11,380.7799999999989,,,42002.6,,,,,,,,14868.891
254,1702256400.0,43667.0,43675.9,43235.2,43264.4,13619.15,591259220.1924,2023-12-11 01:00:00,0.00033285,0.00094375,59700.405,29.0,43956.11,43639.94,43798.03,44114.2,43481.85,44272.29,43323.77,-73.24,-29.76,-43.47,14.65,32.77,15.52,18.67,3314.9730714285724,879.64,533.6299999999974,244.97,-14.86,43777.36,43571.23,849.7999999999956,217.4499999999971,306.83000000000175,512.9599999999991,-41.0,-1.0,-18.120000000000005,-43.47999999999999,632.3499999999985,lower,EntryPreparationState,42002.6,,,,,,,,14868.891
255,1702260000.0,43264.4,43280.9,40167.7,42002.6,62533.988,2621453482.6614,2023-12-11 02:00:00,0.00033285,0.00086895,61357.424,14.87,44051.27,43202.8,43627.03,44475.5,42778.57,44899.73,42354.34,-206.95,-65.2,-141.74,6.79,68.03,20.25,20.54,7613.055285714286,4298.08,1624.4300000000003,1134.19,-45.73,43571.18,42943.77,2472.900000000001,775.9700000000012,941.1699999999984,1568.5800000000015,-55.13,-15.13,-61.24,-141.75,1696.9300000000003,lower,PositionState,42002.6,,41892.2,110.40000000000146,1199.4000000000017,-406.8000000000029,187.87083333333248,1255.8099999999977,14868.891
256,1702378800.0,41841.8,41851.8,41580.5,41620.1,3738.009,155901692.8558,2023-12-12 11:00:00,0.00016545,0.00059621,59613.878,44.04,42131.32,41437.32,41784.32,42478.32,41090.32,42825.33,40743.32,-134.69,-225.39,90.69,17.41,28.54,41.71,52.69,4716.322500000001,-346.73,164.22000000000116,-21.34,-3.09,41755.21,41760.71,858.2200000000012,-529.7799999999988,140.61000000000058,135.11000000000058,-25.96,14.04,-11.13,90.7,1388.0,,,41347.9,,,,,,,,5654.366
257,1702382400.0,41620.1,41946.3,41620.0,41878.9,4669.114,195250263.1335,2023-12-12 12:00:00,0.00016545,0.00064203,59321.597,49.79,42142.13,41444.52,41793.33,42490.94,41095.71,42839.75,40746.91,-113.43,-203.0,89.56,18.18,26.63,40.07,51.82,4810.829642857144,94.5,-85.56999999999971,-21.18,1.66,41767.53,41807.98,612.0400000000009,-783.1900000000023,-70.91999999999825,-111.37000000000262,-20.21,19.79,-8.45,89.57,1395.2300000000032,,,41347.9,,,,,,,,5654.366
258,1702386000.0,41878.9,42104.8,41765.0,41844.5,10975.3,460159029.5323,2023-12-12 13:00:00,0.00016545,0.00075108,59762.01,49.07,42150.42,41445.98,41798.2,42502.64,41093.77,42854.85,40741.55,-98.23,-182.05,83.81,20.18,24.76,37.94,49.82,5362.169500000002,551.33,-46.30000000000291,26.26,4.63,41814.46,41822.59,658.1399999999994,-750.7300000000032,-21.91000000000349,-30.040000000000877,-20.93,19.07,-4.580000000000002,83.82000000000001,1408.8700000000026,,,41347.9,,,,,,,,5654.366
259,1702389600.0,41844.5,41904.2,41312.2,41502.1,13429.174,558253574.0723,2023-12-12 14:00:00,0.00016545,0.00063037,61011.03,42.46,42105.19,41434.81,41770.0,42440.38,41099.62,42775.57,40764.43,-112.51,-168.14,55.62,17.83,30.77,37.13,48.37,5609.787500000001,247.61,267.90000000000146,-56.41,-6.36,41804.31,41694.39,938.2799999999988,-402.4799999999959,192.29000000000087,302.2099999999991,-27.54,12.46,-12.94,55.62999999999998,1340.7599999999948,,,41347.9,,,,,,,,5654.366
260,1702393200.0,41502.1,41614.0,41170.2,41372.8,12468.351,515835826.0914,2023-12-12 15:00:00,0.00016545,0.00053433,59068.388,40.26,42019.68,41444.66,41732.17,42307.19,41157.15,42594.71,40869.64,-132.74,-161.06,28.32,16.3,30.87,36.68,47.09,6105.2533571428585,495.46,359.36999999999534,-252.97,-3.98,41765.74,41565.75,934.3899999999994,-215.65000000000143,192.9499999999971,392.9399999999951,-29.74,10.259999999999998,-14.57,28.319999999999997,1150.0400000000009,,,41347.9,,,,,,,,5654.366
261,1702396800.0,41372.8,41479.2,41112.2,41372.5,7999.476,330154347.4319,2023-12-12 16:00:00,0.0001,0.00058862,60191.698,40.25,41939.12,41456.71,41697.92,42180.33,41215.5,42421.53,40974.3,-147.09,-158.26,11.17,15.15,29.8,36.39,45.96,6371.030928571429,265.77,325.41999999999825,-318.39,-1.6,41703.47,41488.45,807.8300000000017,-157.0,115.94999999999708,330.9700000000012,-29.75,10.25,-14.65,11.169999999999987,964.8300000000016,,,41347.9,,,,,,,,5654.366
262,1702400400.0,41372.5,41375.8,40703.4,40716.9,14125.681,578681478.5024,2023-12-12 17:00:00,0.0001,0.00042518,60390.016,30.84,41908.15,41300.82,41604.49,42211.82,40997.15,42515.49,40693.48,-208.96,-168.4,-40.55,13.29,33.61,36.89,45.6,7211.148714285716,840.11,887.5899999999965,122.97,-6.82,41553.56,41179.83,1494.9199999999985,280.25,462.9300000000003,836.6599999999962,-39.16,0.8399999999999999,-20.32,-40.56,1214.6699999999985,lower,EntryPreparationState,41347.9,,,,,,,,5654.366
263,1702404000.0,40716.9,41463.6,40683.9,41347.9,12648.123,521008253.967,2023-12-12 18:00:00,0.0001,0.00067188,60598.728,44.33,41882.39,41277.71,41580.05,42184.73,40975.37,42487.07,40673.03,-204.72,-175.67,-29.04,13.02,29.14,36.98,45.08,7777.509500000001,566.36,232.15000000000143,26.18,2.34,41499.72,41247.05,836.8300000000017,-372.5299999999989,-100.84999999999854,151.8199999999997,-25.67,14.329999999999998,-16.12,-29.05000000000001,1209.3600000000006,lower,PositionState,41347.9,,41526.0,-178.09999999999854,211.2000000000044,-178.09999999999854,72.46000000000204,-99.7899999999936,5654.366
264,1702623600.0,42599.4,42744.7,42582.3,42744.7,2388.087,101932785.3855,2023-12-15 07:00:00,0.00010466,0.00092583,57255.622,49.19,43032.55,42605.02,42818.78,43246.31,42391.25,43460.08,42177.49,35.01,102.26,-67.24,17.66,27.64,20.69,27.48,3347.3438571428583,-1108.43,74.08000000000175,-76.35,1.54,42835.37,42721.63,501.6100000000006,-353.4499999999971,-23.06999999999971,90.67000000000552,-20.81,19.19,-9.98,-67.25,855.0599999999977,,,42202.6,,,,,,,,14738.657
