,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
5053,5185,1659632400000.0,22575.0,22647.0,22542.0,22620.0,7441.111,168141925.4525,2022-08-04 17:00:00,0.0001,-0.000152,41835.528,35.24,23064.97,22772.61,22918.79,23211.16,22626.42,23357.34,22480.24,-104.01,-72.09,-31.91,13.56,26.73,20.95,20.57,7694.934142857143,296.13,-31.45,-28.32,-2.4,22834.33,22684.18,PositionState,lower,22620.0,22869.0,0.0,-249.0,180.0,-249.0,33.72222222222222,-49.20999999999913
5108,5240,1659830400000.0,22950.0,23042.0,22846.0,22885.5,5630.154,129147079.83,2022-08-07 00:00:00,0.0001,-0.000224,40483.932,32.95,23192.69,23035.66,23114.17,23271.21,22957.14,23349.73,22878.62,-20.2,12.53,-32.73,9.49,31.59,24.76,22.93,2732.122928571429,316.72,-24.08,147.37,-2.27,23105.61,22971.17,PositionState,lower,22885.5,23024.5,0.0,-139.0,0.0,-139.0,-76.16666666666667,-28.450000000000728
5166,5298,1660039200000.0,23470.0,23528.0,23350.0,23356.5,12905.785,302327964.5845,2022-08-09 10:00:00,0.0001,6.3e-05,44306.13,31.44,23902.65,23589.45,23746.05,24059.25,23432.85,24215.84,23276.25,-21.11,48.6,-69.71,16.58,37.02,18.76,25.03,4859.590071428572,574.45,-41.0,106.24,-7.69,23737.38,23498.37,PositionState,lower,23356.5,23090.5,0.0,266.0,590.5,0.0,308.9782608695652,487.869999999999
5337,5469,1660654800000.0,23913.0,24000.5,23850.0,23890.0,6381.158,152620335.799,2022-08-16 13:00:00,0.0001,2.5e-05,44172.38,40.37,24090.54,23966.86,24028.7,24152.38,23905.02,24214.22,23843.17,-71.62,-73.24,1.61,12.22,24.06,27.03,22.83,4547.538857142857,-540.63,-14.59,-21.02,-1.38,23978.38,23925.81,PositionState,lower,23890.0,23964.5,0.0,-74.5,183.0,-74.5,37.125,7.960000000002765
5362,5494,1660744800000.0,23412.5,23465.0,23310.0,23334.0,6730.088,157381667.635,2022-08-17 14:00:00,0.0001,1.3e-05,47923.1,31.41,24023.8,23570.98,23797.39,24250.21,23344.57,24476.62,23118.16,-119.68,-58.13,-61.55,14.39,30.98,20.89,22.65,8979.280785714285,47.93,-48.77,158.34,-1.19,23742.5,23448.84,PositionState,lower,23334.0,23520.0,0.0,-186.0,69.0,-186.0,-60.025,-17.61999999999898
5396,5528,1660867200000.0,23188.0,23198.0,22880.0,22928.0,16463.632,378398673.101,2022-08-19 00:00:00,0.0001,8.8e-05,50311.426,27.03,23470.41,23205.06,23337.73,23603.09,23072.38,23735.77,22939.7,-91.9,-64.67,-27.22,9.78,32.9,19.79,18.46,5508.329071428571,869.63,-43.13,191.59,-9.99,23271.72,23098.5,PositionState,lower,22928.0,21306.0,0.0,1622.0,2109.0,0.0,1372.342105263158,1834.0600000000013
5440,5572,1661025600000.0,20980.5,21145.5,20780.5,20811.5,11348.024,237773122.8655,2022-08-20 20:00:00,-8.407e-05,-0.000383,46769.833,27.64,21322.22,21076.14,21199.18,21445.26,20953.1,21568.3,20830.06,-154.2,-162.78,8.58,9.57,29.37,42.97,51.27,6036.877857142857,332.9,-40.81,14.75,-4.09,21158.27,20943.84,PositionState,lower,20811.5,21244.5,0.0,-433.0,0.0,-433.0,-282.5,-241.5099999999984
5578,5710,1661522400000.0,21743.5,21800.0,21122.0,21151.5,50122.862,1074990631.608,2022-08-26 14:00:00,0.0001,-0.000439,47326.992,39.84,21611.98,21330.64,21471.31,21752.65,21189.98,21893.32,21049.31,-40.08,-31.12,-8.96,19.57,35.59,20.89,16.67,11319.346714285713,3090.26,-33.66,141.77,-14.56,21420.44,21376.95,PositionState,lower,21151.5,19877.5,0.0,1274.0,1603.5,0.0,1053.3257575757575,1537.5600000000013
5675,5807,1661871600000.0,19825.0,19828.0,19610.0,19752.0,17026.898,336162777.6285,2022-08-30 15:00:00,9.14e-06,-0.000206,52270.291,30.13,20374.73,20009.8,20192.27,20557.2,19827.34,20739.66,19644.88,-6.91,66.1,-73.01,16.68,33.75,36.85,33.27,9086.459428571428,926.74,-46.34,173.56,-8.69,20241.94,19910.18,PositionState,lower,19752.0,20222.0,0.0,-470.0,145.0,-470.0,-105.95454545454545,-148.98999999999796
5787,5919,1662274800000.0,19696.0,19724.0,19600.0,19631.0,5726.211,112616777.597,2022-09-04 07:00:00,0.0001,-0.00023,57577.085,33.52,19825.83,19724.29,19775.06,19876.59,19673.52,19927.36,19622.75,-47.5,-44.11,-3.39,10.72,30.95,27.23,25.96,2920.241785714286,210.69,-15.15,39.12,-6.12,19758.77,19683.02,PositionState,lower,19631.0,19841.5,0.0,-210.5,0.0,-210.5,-110.5,-107.5099999999984
5846,5978,1662487200000.0,19097.5,19125.5,18944.0,18951.5,12168.42,231539387.7755,2022-09-06 18:00:00,6.524e-05,-0.000404,55962.29,21.54,19942.01,19419.97,19680.99,20203.03,19158.95,20464.05,18897.93,-112.81,-22.64,-90.16,10.48,41.5,25.46,21.58,11782.242,514.91,-76.78,433.38,-3.54,19652.22,19195.84,PositionState,lower,18951.5,18979.5,0.0,-28.0,346.0,-28.0,133.45833333333334,267.75
6010,6142,1663077600000.0,21190.0,21250.0,20852.0,20998.0,24866.954,523784796.0845,2022-09-13 14:00:00,4.252e-05,-0.000442,48616.887,24.73,22429.96,21590.15,22010.05,22849.86,21170.25,23269.76,20750.35,-145.09,13.59,-158.68,17.17,40.14,29.72,31.53,14831.388928571429,1039.5,-106.54,481.9,-7.69,21977.94,21279.29,PositionState,lower,20998.0,20286.5,0.0,711.5,1226.0,0.0,706.6060606060606,1101.8899999999994
6059,6191,1663254000000.0,19700.0,19845.0,19472.0,19731.0,25640.393,504615745.32,2022-09-15 15:00:00,9.994e-05,-0.000235,46607.019,31.47,20215.12,19927.44,20071.28,20358.96,19783.6,20502.8,19639.76,-116.57,-101.22,-15.34,9.39,31.21,32.9,36.67,8915.730214285713,1195.9,-35.81,58.77,-5.02,20042.5,19819.86,PositionState,lower,19731.0,19856.0,0.0,-125.0,50.5,-127.0,-35.54761904761905,13.350000000002183
6081,6213,1663333200000.0,19680.5,19764.0,19435.0,19525.0,19179.976,376237671.4125,2022-09-16 13:00:00,4.37e-05,-0.000248,49118.343,34.46,19837.68,19699.62,19768.65,19906.71,19630.59,19975.75,19561.56,-82.97,-86.62,3.65,11.71,33.29,38.88,39.36,5163.138,1017.03,-25.64,65.84,-10.32,19722.5,19634.25,PositionState,lower,19525.0,19743.0,0.0,-218.0,91.5,-218.0,-62.25,-22.639999999999418
6143,6275,1663556400000.0,18756.5,18820.0,18687.5,18768.0,8201.314,153892950.9195,2022-09-19 03:00:00,0.0001,-0.000622,47729.719,16.53,19859.45,19171.23,19515.34,20203.56,18827.12,20547.66,18483.01,-232.12,-137.22,-94.9,5.54,46.94,44.07,30.79,9453.670142857143,368.09,-78.66,269.2,-0.46,19350.0,18934.85,PositionState,lower,18768.0,19095.5,0.0,-327.5,366.0,-327.5,120.72727272727273,25.599999999998545
6282,6414,1664056800000.0,18945.0,18945.0,18801.5,18878.0,6699.856,126431031.3935,2022-09-24 22:00:00,5.797e-05,-0.000381,47738.192,39.59,19119.57,18981.7,19050.63,19188.5,18912.77,19257.43,18843.84,-8.54,10.83,-19.37,14.6,26.87,11.43,12.6,4304.954142857142,158.79,-18.18,68.0,-3.77,19059.22,18955.09,PositionState,lower,18878.0,19041.5,0.0,-163.5,0.0,-163.5,-70.58333333333333,-39.349999999998545
6585,6717,1665147600000.0,19612.5,19704.5,19500.0,19595.0,22807.585,446958459.2165,2022-10-07 13:00:00,0.0001,-0.000163,64144.567,29.34,20036.01,19802.68,19919.35,20152.68,19686.02,20269.35,19569.35,-82.26,-54.51,-27.75,11.26,36.19,17.14,14.54,9404.515,1304.99,-34.14,126.34,-2.68,19871.27,19695.61,PositionState,lower,19595.0,19476.5,0.0,118.5,284.5,-38.5,126.3913043478261,257.22999999999956
6727,6859,1665658800000.0,18685.5,18832.0,18657.5,18743.5,13927.276,261093473.5665,2022-10-13 11:00:00,0.0001,-0.000318,67503.822,24.4,19134.19,18886.47,19010.33,19258.05,18762.61,19381.91,18638.75,-68.65,-27.66,-40.99,6.16,43.98,31.11,24.4,6966.155142857143,817.39,-28.08,154.06,1.76,18970.61,18794.19,PositionState,lower,18743.5,18946.0,0.0,-202.5,364.5,-202.5,164.0,93.36999999999898
6786,6918,1665871200000.0,19062.0,19080.0,19034.5,19054.5,2406.914,45858429.546,2022-10-15 22:00:00,7.789e-05,-0.000353,67271.446,35.91,19174.93,19094.96,19134.95,19214.92,19054.98,19254.9,19015.0,-51.66,-52.72,1.06,12.23,30.94,32.4,30.45,2264.0537857142854,-349.9,-8.46,4.34,-1.41,19098.38,19067.06,PositionState,lower,19054.5,19136.0,0.0,-81.5,0.0,-81.5,-30.0,-33.44999999999709
6920,7052,1666353600000.0,18936.5,18936.5,18621.5,18874.0,30195.988,566960212.368,2022-10-21 12:00:00,0.0001,-0.000185,73725.359,31.34,19077.21,18976.62,19026.92,19127.5,18926.33,19177.8,18876.03,-51.03,-39.44,-11.58,8.34,43.33,30.61,26.89,5568.343714285715,1902.7,-16.09,-25.42,-18.95,18991.55,18921.78,PositionState,lower,18874.0,19052.5,0.0,-178.5,0.0,-178.5,-89.25,-65.36000000000058
7162,7294,1667224800000.0,20318.0,20410.0,20222.0,20332.5,20187.18,410318897.3485,2022-10-31 14:00:00,4.618e-05,-0.00028,59277.561,36.07,20685.15,20455.1,20570.12,20800.17,20340.07,20915.19,20225.05,-46.09,-33.2,-12.88,16.31,33.68,22.19,19.97,6607.779428571428,1105.28,-25.02,53.07,-7.53,20558.83,20419.09,PositionState,lower,20332.5,20480.0,0.0,-147.5,0.0,-147.5,-64.3,-34.75
7216,7348,1667419200000.0,20240.0,20271.0,20088.0,20164.5,9578.207,193175496.6525,2022-11-02 20:00:00,5.665e-05,-0.000407,57155.945,31.52,20490.81,20317.42,20404.11,20577.51,20230.72,20664.2,20144.02,-44.82,-22.7,-22.12,18.88,11.87,21.11,17.37,10920.2375,582.89,-25.22,113.34,-6.98,20378.72,20254.45,PositionState,lower,20164.5,20346.0,0.0,-181.5,64.0,-181.5,-51.611111111111114,-54.93999999999869
7316,7448,1667779200000.0,20904.0,20941.5,20831.0,20891.0,6260.363,130813437.406,2022-11-07 00:00:00,9.657e-05,-0.000139,60848.862,24.54,21248.04,21048.79,21148.41,21347.66,20949.16,21447.28,20849.54,-54.08,-17.3,-36.78,8.85,38.17,25.95,22.6,3793.2274285714298,377.27,-27.09,137.76,-3.5,21123.88,20957.05,PositionState,lower,20891.0,20835.5,0.0,55.5,268.0,-90.5,111.025,190.64999999999782
7343,7475,1667876400000.0,20432.5,20519.5,20103.0,20144.0,22537.791,457777831.8115,2022-11-08 03:00:00,8.265e-05,-0.000317,59866.08,29.47,20786.44,20479.05,20632.75,20940.13,20325.36,21093.83,20171.67,-142.53,-112.26,-30.27,9.83,38.74,37.67,38.6,7272.055000000001,1276.78,-51.43,187.95,-12.82,20560.05,20326.12,PositionState,lower,20144.0,20355.5,0.0,-211.5,734.0,-211.5,399.07142857142856,388.8600000000006
7359,7491,1667934000000.0,18591.5,18712.5,16800.0,18250.5,143142.832,2561359144.2855,2022-11-08 19:00:00,8.632e-05,-0.000871,48873.964,26.84,20201.34,19079.38,19640.36,20762.32,18518.4,21323.29,17957.42,-420.16,-316.7,-103.46,14.8,49.34,48.21,46.32,36057.49835714286,8371.54,-146.29,331.52,-22.91,19378.61,18680.84,PositionState,lower,18250.5,16815.5,0.0,1435.0,2551.0,-445.0,911.1052631578947,1938.0400000000009
7469,7601,1668330000000.0,16636.5,16660.5,16420.0,16534.0,10436.585,172374939.4245,2022-11-13 09:00:00,-0.00044079,-0.000285,43522.904,32.73,16880.52,16692.09,16786.3,16974.73,16597.88,17068.94,16503.66,-61.74,-38.33,-23.41,11.64,31.34,15.2,13.54,3348.8131428571437,654.94,-26.56,114.34,-8.37,16768.33,16616.83,PositionState,lower,16534.0,16634.5,0.0,-100.5,677.5,-129.5,113.56818181818181,317.26000000000204
7546,7678,1668607200000.0,16495.0,16566.0,16407.0,16478.0,12112.22,199578852.4635,2022-11-16 14:00:00,-0.0003861,-0.000392,49964.227,33.15,16866.81,16611.27,16739.04,16994.58,16483.5,17122.35,16355.73,-56.12,-7.05,-49.06,10.46,26.35,18.81,16.55,6273.750214285715,592.18,-27.47,91.72,-2.25,16692.61,16533.26,PositionState,lower,16478.0,16658.5,0.0,-180.5,45.0,-180.5,-57.44444444444444,-68.72000000000116
7650,7782,1668981600000.0,16287.5,16366.0,16180.0,16296.5,10486.007,170774233.57,2022-11-20 22:00:00,4.894e-05,-0.00038,47833.515,25.44,16645.58,16430.43,16538.01,16753.15,16322.86,16860.73,16215.29,-62.96,-35.09,-27.87,9.71,36.57,24.25,22.77,5011.655857142859,271.01,-25.42,100.94,-3.1,16500.16,16359.48,PositionState,lower,16296.5,16155.0,0.0,141.5,664.0,0.0,332.6875,387.2999999999993
7752,7884,1669348800000.0,16481.5,16493.0,16350.5,16382.0,7231.876,118760001.574,2022-11-25 04:00:00,-0.00013314,-0.000248,55998.546,36.04,16582.78,16483.08,16532.93,16632.63,16433.23,16682.48,16383.38,-15.33,6.87,-22.2,15.85,26.66,17.01,22.67,3256.3049285714296,127.52,-15.88,64.72,-9.14,16523.55,16442.47,PositionState,lower,16382.0,16511.0,0.0,-129.0,24.5,-129.0,-50.1875,-37.599999999998545
7820,7952,1669593600000.0,16426.0,16477.0,16418.5,16437.0,2979.815,49035583.895,2022-11-28 00:00:00,-9.912e-05,-0.000428,56009.811,37.24,16556.17,16483.95,16520.06,16592.28,16447.85,16628.38,16411.74,-7.93,2.2,-10.13,17.51,27.41,19.97,16.68,2065.478000000001,19.73,-8.73,42.31,-4.76,16521.61,16465.24,PositionState,lower,16437.0,16295.0,0.0,142.0,321.0,0.0,233.7941176470588,236.78000000000247
7963,8095,1670108400000.0,16896.0,16910.5,16867.0,16881.0,1955.741,33038781.043,2022-12-03 23:00:00,0.0001,-8.8e-05,54164.528,36.54,16975.0,16918.19,16946.6,17003.4,16889.79,17031.81,16861.39,-17.04,-9.68,-7.35,12.73,23.85,15.99,15.03,2010.9915000000012,1.78,-6.9,4.35,-1.27,16937.55,16900.35,PositionState,lower,16881.0,16962.0,0.0,-81.0,0.0,-81.0,-47.333333333333336,-41.2300000000032
8044,8176,1670400000000.0,16765.0,16810.5,16666.5,16793.0,8660.227,145060205.584,2022-12-07 08:00:00,0.0001,-0.000183,57498.996,31.48,17039.26,16889.01,16964.14,17114.38,16813.89,17189.51,16738.77,-35.29,-14.15,-21.14,12.05,40.25,20.76,20.1,4474.904000000001,184.64,-18.01,77.45,-5.09,16966.16,16832.81,PositionState,lower,16793.0,16840.5,0.0,-47.5,15.5,-54.5,-20.107142857142858,8.030000000002474
8153,8285,1670792400000.0,17095.5,17139.0,17084.0,17104.5,2052.385,35128789.9245,2022-12-11 21:00:00,-7.369e-05,-0.000349,61249.975,38.91,17168.21,17126.43,17147.32,17189.1,17105.54,17209.98,17084.65,-4.05,1.47,-5.52,23.13,16.15,13.81,12.22,1833.2265714285727,70.65,-4.51,16.41,-5.78,17146.16,17118.48,PositionState,lower,17104.5,17004.5,0.0,100.0,204.5,0.0,136.13888888888889,137.09999999999854
8243,8375,1671116400000.0,17443.0,17480.0,17355.0,17419.5,10057.312,175234358.5115,2022-12-15 15:00:00,-0.00014548,-0.000603,66761.215,32.31,17764.58,17549.57,17657.08,17872.09,17442.07,17979.59,17334.56,-73.07,-38.89,-34.17,11.67,30.85,26.39,30.57,5406.280000000001,241.61,-25.0,-41.27,-2.21,17598.16,17466.8,PositionState,lower,17419.5,17496.5,0.0,-77.0,85.0,-77.0,19.38235294117647,17.88000000000102
8261,8393,1671181200000.0,17217.5,17218.0,16950.0,17031.5,30739.898,524058917.3075,2022-12-16 09:00:00,-0.00019453,-0.00056,65700.36,26.41,17489.14,17300.62,17394.88,17583.4,17206.37,17677.66,17112.11,-94.73,-80.42,-14.31,13.49,44.0,37.03,34.59,6367.7419285714295,1840.79,-38.25,104.42,-15.82,17345.44,17182.35,PositionState,lower,17031.5,16731.0,0.0,300.5,397.5,0.0,263.2763157894737,468.5599999999977
8341,8473,1671469200000.0,16625.5,16640.5,16513.0,16596.5,10597.632,175634793.655,2022-12-19 17:00:00,3.085e-05,-0.000142,64137.194,33.93,16744.58,16655.57,16700.08,16789.09,16611.06,16833.6,16566.55,-19.88,-6.76,-13.11,10.89,29.44,18.47,20.58,3718.2852857142866,226.84,-10.89,39.8,-7.1,16697.05,16627.74,PositionState,lower,16596.5,16713.0,0.0,-116.5,182.0,-116.5,50.05,12.909999999999854
8411,8543,1671721200000.0,16670.5,16708.0,16609.0,16635.5,8529.033,142069909.964,2022-12-22 15:00:00,7.265e-05,6e-06,64999.061,30.14,16839.24,16731.29,16785.26,16893.21,16677.31,16947.19,16623.34,-23.98,-5.7,-18.28,10.13,32.16,15.31,14.86,2934.592071428572,544.25,-15.77,62.92,-2.62,16780.55,16684.68,PositionState,lower,16635.5,16787.0,0.0,-151.5,43.0,-151.5,-25.25,-31.88000000000102
8486,8618,1671991200000.0,16792.0,16802.5,16778.0,16778.5,893.707,15008619.659,2022-12-25 18:00:00,0.0001,0.0,66059.464,38.74,16830.07,16798.37,16814.22,16845.93,16782.52,16861.78,16766.66,-7.88,-3.32,-4.56,10.69,32.84,22.84,15.32,1684.097857142858,34.1,-3.75,13.43,-2.45,16808.27,16789.93,PositionState,lower,16778.5,16823.5,0.0,-45.0,14.0,-45.0,-10.5,-10.369999999998981
8534,8666,1672164000000.0,16677.5,16678.0,16616.5,16633.5,4411.254,73455518.0405,2022-12-27 18:00:00,0.0001,-0.000118,66534.185,24.74,16864.29,16728.27,16796.28,16932.3,16660.26,17000.31,16592.25,-35.4,-13.16,-22.23,8.46,34.41,27.8,25.31,3408.8411428571444,265.37,-17.13,80.56,-0.41,16771.61,16681.81,PositionState,lower,16633.5,16733.0,0.0,-99.5,36.0,-99.5,-31.80952380952381,-10.19999999999709
8562,8694,1672264800000.0,16534.0,16540.0,16480.5,16521.0,3901.961,64408182.3505,2022-12-28 22:00:00,0.0001,9.3e-05,70870.061,34.91,16673.57,16579.14,16626.36,16720.78,16531.93,16768.0,16484.72,-42.38,-35.4,-6.97,14.46,29.21,27.77,34.47,4955.889000000001,152.35,-11.09,19.04,-1.44,16603.05,16544.91,PositionState,lower,16521.0,16595.0,0.0,-74.0,0.0,-74.0,-38.083333333333336,-28.049999999999272
8594,8726,1672380000000.0,16563.0,16580.0,16541.0,16551.0,3188.187,52799295.7875,2022-12-30 06:00:00,0.0001,0.000114,72102.836,38.8,16622.75,16579.88,16601.32,16644.18,16558.45,16665.61,16537.02,-6.41,-1.06,-5.34,11.78,25.33,15.62,16.08,1976.4625714285726,-58.23,-5.29,22.47,-1.24,16605.72,16569.84,PositionState,lower,16551.0,16563.5,0.0,-12.5,118.0,-12.5,47.2,56.92000000000189
9061,9193,1674061200000.0,20848.0,21150.0,20737.5,20877.5,36139.095,756637833.1304998,2023-01-18 17:00:00,1.262e-05,-0.000508,51636.245,35.97,21311.96,21030.3,21171.13,21452.79,20889.47,21593.62,20748.64,-42.28,4.2,-46.48,19.31,29.89,23.08,25.52,15217.8705,2223.1,-30.9,105.95,1.21,21154.5,20949.44,PositionState,lower,20877.5,20855.0,0.0,22.5,203.5,-46.5,95.58695652173913,137.55999999999767
9489,9621,1675602000000.0,23161.5,23215.0,23068.0,23171.0,7769.0,179803125.0855,2023-02-05 13:00:00,0.0001,9e-05,45975.43,32.83,23414.16,23264.87,23339.52,23488.81,23190.22,23563.45,23115.58,-36.77,-19.69,-17.07,10.42,35.87,19.37,19.56,2871.057357142858,236.94,-17.72,59.61,-1.87,23334.38,23219.51,PositionState,lower,23171.0,23049.5,0.0,121.5,400.5,0.0,246.5185185185185,270.8199999999997
9592,9724,1675972800000.0,22034.5,22082.0,21830.5,21996.5,16581.153,363990183.3105,2023-02-09 20:00:00,5.169e-05,0.000205,48132.605,19.76,22790.07,22351.76,22570.91,23009.22,22132.6,23228.38,21913.45,-176.74,-120.39,-56.35,6.88,42.7,45.93,42.14,8827.0385,838.54,-60.47,162.67,-0.42,22478.5,22141.13,PositionState,lower,21996.5,21705.7,0.0,290.7999999999993,472.0,0.0,254.27804878048775,447.21000000000276
9900,10032,1677081600000.0,23720.1,23759.7,23570.3,23637.5,11331.807,268200996.4945,2023-02-22 16:00:00,0.0001,0.000114,51337.132,28.53,24309.97,23913.48,24111.72,24508.22,23715.23,24706.47,23516.98,-186.7,-158.13,-28.57,7.34,33.3,44.0,37.15,8240.097642857143,-725.06,-49.91,26.16,-1.54,23993.93,23756.07,PositionState,lower,23637.5,24113.1,0.0,-475.59999999999854,0.0,-475.59999999999854,-166.3142857142853,-197.11000000000058
9948,10080,1677254400000.0,23345.0,23346.3,22900.0,23190.0,39004.982,902158668.3963,2023-02-24 16:00:00,0.0001,-0.000123,52998.575,22.24,23978.72,23586.34,23782.53,24174.91,23390.15,24371.1,23193.96,-134.27,-76.76,-57.51,11.44,41.08,18.75,17.96,9378.898642857142,2551.45,-62.37,354.88,-14.63,23720.1,23385.25,PositionState,lower,23190.0,23121.5,0.0,68.5,263.09999999999854,-15.5,123.06774193548394,347.72000000000116
10102,10234,1677808800000.0,22146.1,22470.6,22090.0,22345.0,14639.023,326611032.7987,2023-03-03 02:00:00,0.0001,-2.4e-05,47366.446,24.55,23560.55,22861.57,23211.06,23910.05,22512.07,24259.54,22162.58,-177.47,-73.78,-103.68,10.17,50.31,20.84,17.39,10880.002214285716,737.63,-91.15,596.46,-5.46,23178.77,22567.43,PositionState,lower,22345.0,22372.9,0.0,-27.900000000001455,110.0,-75.20000000000073,2.3399999999998338,214.15999999999985
10144,10276,1677960000000.0,22233.9,22254.9,22176.4,22247.4,5420.809,120422912.2322,2023-03-04 20:00:00,2.137e-05,-5.6e-05,51871.706,36.4,22357.94,22293.57,22325.75,22390.13,22261.38,22422.31,22229.2,-53.22,-59.09,5.87,10.72,34.63,44.12,46.67,1778.3892857142869,175.48,-8.25,25.36,-2.57,22306.89,22259.76,PositionState,lower,22247.4,22336.6,0.0,-89.19999999999709,42.60000000000218,-89.19999999999709,-22.649999999998727,-39.460000000002765
10215,10347,1678215600000.0,22191.4,22239.1,22032.3,22120.1,6730.267,149069208.8657,2023-03-07 19:00:00,0.0001,-0.000316,53401.39,30.58,22420.48,22231.05,22325.76,22515.2,22136.33,22609.91,22041.62,-55.85,-29.94,-25.9,5.32,33.98,30.48,22.62,8193.980214285715,381.03,-21.65,78.82,-4.4,22281.96,22180.0,PositionState,lower,22120.1,22128.1,0.0,-8.0,175.89999999999782,-113.20000000000073,47.838095238093956,122.75
10243,10375,1678316400000.0,21800.1,21834.0,21559.0,21702.0,16899.961,366798052.8845,2023-03-08 23:00:00,0.0001,-7.2e-05,53154.622,31.11,22112.14,21906.33,22009.23,22215.04,21803.42,22317.95,21700.52,-80.54,-61.48,-19.06,11.22,30.6,36.52,42.22,8449.773214285715,1098.21,-32.34,90.43,-3.59,21988.95,21809.17,PositionState,lower,21702.0,20086.6,0.0,1615.4000000000015,2086.9000000000015,-66.29999999999927,1003.4937500000002,1760.1899999999987
10404,10536,1678896000000.0,24471.2,24520.2,24057.4,24106.1,27844.317,675587194.3833,2023-03-15 16:00:00,0.0001,0.0,49283.739,36.66,24855.87,24495.03,24675.45,25036.28,24314.61,25216.7,24134.19,-31.83,53.98,-85.81,17.62,25.88,18.48,26.69,14878.431142857144,1696.16,-59.93,188.24,-6.75,24615.71,24357.86,PositionState,lower,24106.1,24569.5,0.0,-463.40000000000146,0.0,-463.40000000000146,-224.5400000000016,-84.48999999999796
10691,10823,1679929200000.0,26936.7,27024.4,26474.3,26889.9,37498.72,1004011773.7002,2023-03-27 15:00:00,9.65e-06,-0.000421,53808.467,24.27,27935.44,27350.99,27643.21,28227.67,27058.76,28519.9,26766.53,-113.44,-5.9,-107.54,11.9,46.03,19.56,20.67,8613.039071428573,2391.33,-79.29,479.45,-14.2,27616.03,27114.78,PositionState,lower,26889.9,27322.7,0.0,-432.7999999999993,159.90000000000146,-432.7999999999993,-101.11785714285543,10.930000000000291
10846,10978,1680487200000.0,27702.4,27797.9,27653.1,27705.5,5177.717,143619420.3198,2023-04-03 02:00:00,9.336e-05,-0.000547,52980.192,29.32,28294.55,27902.16,28098.36,28490.75,27705.96,28686.95,27509.77,-130.42,-90.79,-39.63,9.79,40.8,34.3,23.19,6236.188571428573,-40.56,-41.34,79.84,-1.06,27986.03,27803.97,PositionState,lower,27705.5,28318.0,0.0,-612.5,48.599999999998545,-612.5,-128.528571428571,-276.65999999999985
10926,11058,1680775200000.0,27883.4,27893.2,27670.0,27838.5,10251.37,285010121.2591,2023-04-06 10:00:00,1.126e-05,-0.000412,54307.48,36.15,28151.32,27950.03,28050.68,28251.96,27849.39,28352.6,27748.75,-93.28,-72.29,-20.98,12.18,31.95,23.72,21.53,3642.851785714287,413.97,-22.32,-22.94,-5.94,27980.75,27878.16,PositionState,lower,27838.5,28082.2,0.0,-243.70000000000073,0.0,-243.70000000000073,-87.29999999999988,-118.65999999999985
10948,11080,1680854400000.0,27823.7,27916.3,27780.5,27791.6,4267.82,118860255.1917,2023-04-07 08:00:00,9.198e-05,-0.000721,54833.828,34.83,28043.42,27891.77,27967.6,28119.25,27815.94,28195.08,27740.11,-42.28,-27.35,-14.93,13.66,27.62,17.65,18.75,2909.5387142857153,-8.8,-18.52,42.25,-0.56,27966.83,27844.06,PositionState,lower,27791.6,27932.7,0.0,-141.10000000000218,0.0,-141.10000000000218,-80.92500000000064,-65.31999999999971
11181,11313,1681693200000.0,29836.4,29984.8,29719.0,29930.0,7035.197,210272412.7133,2023-04-17 01:00:00,0.0001,-0.000411,55081.587,34.81,30383.86,30101.01,30242.44,30525.29,29959.58,30666.72,29818.15,-58.47,-17.61,-40.86,11.73,33.29,18.58,18.22,4944.525142857143,278.38,-32.88,173.36,-4.55,30242.88,30003.76,PositionState,lower,29930.0,29709.5,0.0,220.5,570.7000000000007,-75.90000000000146,308.62333333333333,397.5699999999997
11237,11369,1681894800000.0,29156.9,29329.0,29021.3,29190.8,12046.78,351541276.9149,2023-04-19 09:00:00,0.0001,-0.000246,53543.418,27.91,30301.21,29633.12,29967.17,30635.26,29299.08,30969.3,28965.03,-85.67,49.41,-135.09,10.87,42.27,23.45,25.41,9115.172214285714,676.7,-81.72,487.07,-3.11,29943.62,29407.25,PositionState,lower,29190.8,27470.4,0.0,1720.3999999999978,1977.7999999999993,-192.90000000000146,923.2358974358966,2036.4799999999996
11518,11650,1682906400000.0,28489.5,28666.9,28405.0,28539.9,9684.269,276731740.3697,2023-05-01 02:00:00,8.58e-05,-0.00039,48929.532,28.04,29489.68,28900.22,29194.95,29784.41,28605.49,30079.14,28310.76,-97.55,1.0,-98.56,15.51,40.91,23.73,18.63,10390.173857142858,567.83,-68.95,305.42,-5.04,29171.36,28717.24,PositionState,lower,28539.9,28352.0,0.0,187.90000000000146,878.2000000000007,-79.09999999999854,329.06756756756886,526.510000000002
