,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,bb_direction,state,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
113,1696968000.0,27390.6,27422.1,27309.3,27390.0,5157.074,141109277.8643,2023-10-10 20:00:00,3.746e-05,-0.00029,66238.8,38.84,27593.75,27359.58,27476.66,27710.83,27242.5,27827.91,27125.41,-70.6,-60.23,-10.37,17.16,20.09,17.75,21.28,5744.197214285714,233.14,86.65999999999985,10.15,1.37,27390.55,27384.89,320.83000000000175,-147.5,-5.110000000000582,0.5499999999992724,-31.159999999999997,8.840000000000003,-2.9299999999999997,-10.369999999999997,468.33000000000175,lower,PositionState,27384.0,27273.7,-6.0,,,,,
114,1696971600.0,27390.0,27458.3,27367.0,27411.1,3052.93,83697754.2443,2023-10-10 21:00:00,3.746e-05,-0.000553,67013.061,41.19,27588.43,27352.41,27470.42,27706.44,27234.4,27824.45,27116.38,-67.14,-61.61,-5.52,18.42,18.96,16.59,19.87,5760.3586428571425,16.16,59.31999999999971,1.31,1.85,27390.56,27395.37,295.34000000000015,-176.6999999999971,-15.729999999999563,-20.539999999997235,-28.810000000000002,11.189999999999998,-0.5399999999999991,-5.530000000000001,472.03999999999724,lower,PositionState,27384.0,27273.7,-27.099999999998545,,,,,
115,1696975200.0,27411.1,27460.0,27411.0,27439.0,755.887,20739080.6653,2023-10-10 22:00:00,3.746e-05,-0.00032,67261.008,44.23,27580.28,27354.57,27467.43,27693.13,27241.72,27805.98,27128.87,-61.43,-61.58,0.14,17.95,18.37,15.48,18.53,5610.6975,-149.66,28.43000000000029,-25.02,1.37,27396.67,27412.82,254.13000000000102,-197.27999999999884,-26.18000000000029,-42.330000000001746,-25.770000000000003,14.229999999999997,-0.4200000000000017,0.14999999999999858,451.40999999999985,lower,PositionState,27384.0,27273.7,-55.0,,,,,
116,1696978800.0,27439.0,27446.1,27372.3,27378.0,935.784,25648684.5098,2023-10-10 23:00:00,3.746e-05,-0.00041,67165.493,39.43,27570.44,27347.38,27458.91,27681.96,27235.85,27793.49,27124.33,-61.13,-61.49,0.35,17.09,20.01,14.94,17.74,5556.892357142858,-53.8,80.90999999999985,-18.6,-2.97,27391.16,27398.89,303.9599999999991,-142.15000000000146,20.889999999999418,13.159999999999854,-30.57,9.43,-2.9200000000000017,0.35999999999999943,446.1100000000006,lower,PositionState,27384.0,27273.7,6.0,,,,,
117,1696982400.0,27378.0,27464.0,27377.4,27453.9,1299.805,35632226.9645,2023-10-11 00:00:00,8.565e-05,-0.000374,67338.676,47.12,27567.27,27349.59,27458.43,27676.11,27240.76,27784.94,27131.92,-54.14,-60.02,5.87,17.29,18.86,14.18,17.42,5499.401214285715,-57.49,4.529999999998836,-21.93,0.49,27398.15,27420.89,222.20999999999913,-213.14000000000306,-33.01000000000204,-55.75,-22.880000000000003,17.119999999999997,-1.5700000000000003,5.880000000000003,435.3500000000022,lower,PositionState,27384.0,27273.7,-69.90000000000146,,,,,
118,1696986000.0,27453.9,27465.4,27406.3,27430.0,865.592,23742632.0212,2023-10-11 01:00:00,8.565e-05,-0.000315,67549.721,45.17,27561.16,27350.28,27455.72,27666.6,27244.85,27772.04,27139.41,-49.95,-58.01,8.05,16.68,18.09,13.46,17.49,5211.268928571429,-288.13,25.720000000001164,-19.45,0.35,27399.3,27424.53,236.59999999999854,-185.15000000000146,-5.470000000001164,-30.700000000000728,-24.83,15.170000000000002,-1.4100000000000001,8.059999999999995,421.75,lower,PositionState,27384.0,27273.7,-46.0,,,,,
119,1696989600.0,27430.0,27430.0,27000.0,27102.7,18542.228,503535336.7607,2023-10-11 02:00:00,8.565e-05,-0.000496,67440.469,28.07,27546.07,27298.14,27422.1,27670.03,27174.17,27793.99,27050.21,-72.21,-60.85,-11.36,12.65,36.54,15.97,19.39,6114.304999999999,903.03,319.3999999999978,64.59,-23.09,27371.06,27295.8,567.3299999999981,71.46999999999753,193.09999999999854,268.3600000000006,-41.93,-1.9299999999999997,-23.89,-11.359999999999992,495.8600000000006,lower,PositionState,27384.0,27273.7,281.2999999999993,,,,,
120,1696993200.0,27102.7,27138.7,26985.5,26995.5,7601.764,205639112.1811,2023-10-11 03:00:00,8.565e-05,-0.000514,66162.512,24.76,27530.41,27232.53,27381.47,27679.36,27083.59,27828.3,26934.64,-97.38,-68.15,-29.22,11.58,34.24,18.36,20.21,6078.845785714286,-35.45,385.97000000000116,103.34,-2.8,27332.31,27175.68,683.8600000000006,88.09000000000015,180.1800000000003,336.8100000000013,-45.239999999999995,-5.239999999999998,-22.660000000000004,-29.22999999999999,595.7700000000004,lower,PositionState,27384.0,27273.7,388.5,,,,,
121,1696996800.0,26995.5,27120.1,26942.9,27110.8,6040.898,163398024.4839,2023-10-11 04:00:00,8.565e-05,-0.000402,67358.407,33.8,27505.97,27205.41,27355.69,27656.25,27055.13,27806.53,26904.85,-106.79,-75.88,-30.91,10.47,33.27,20.77,21.1,5387.362857142856,-691.48,244.88999999999942,14.68,-1.21,27301.22,27149.72,545.4500000000007,-55.669999999998254,38.92000000000189,190.4200000000019,-36.2,3.799999999999997,-22.800000000000004,-30.91000000000001,601.119999999999,lower,PositionState,27384.0,27273.7,273.2000000000007,,,,,
122,1697000400.0,27110.8,27129.6,27048.0,27101.6,2814.564,76245545.1611,2023-10-11 05:00:00,8.565e-05,-0.000454,67681.825,33.45,27479.73,27183.26,27331.49,27627.97,27035.02,27776.2,26886.78,-113.68,-83.44,-30.24,10.53,31.76,22.87,21.66,4999.107214285715,-388.25,229.89000000000306,-31.27,0.46,27269.17,27130.47,526.3700000000026,-66.57999999999811,28.87000000000262,167.5699999999997,-36.55,3.450000000000003,-21.230000000000004,-30.24000000000001,592.9500000000007,lower,PositionState,27384.0,27273.7,282.40000000000146,,,,,
123,1697004000.0,27101.6,27105.9,27035.1,27058.7,2669.964,72288566.5597,2023-10-11 06:00:00,8.565e-05,-0.000416,67984.24099999,31.82,27455.34,27155.68,27305.51,27605.17,27005.85,27755.0,26856.02,-121.21,-91.0,-30.21,10.1,31.21,24.88,22.22,4626.580714285714,-372.52,246.80999999999767,-21.9,0.17,27230.02,27101.76,546.4699999999975,-52.85000000000218,43.05999999999767,171.3199999999997,-38.18,1.8200000000000003,-21.11,-30.209999999999994,599.3199999999997,lower,PositionState,27384.0,27273.7,325.2999999999993,,,,,
