,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
4860,4992,1681486200000.0,30221.9,30304.2,30070.0,30231.3,9071.189,273953124.8422,2023-04-14 15:30:00,0.0001,53269.872,30.53,30789.41,30424.27,30606.84,30971.98,30241.7,31154.55,30059.13,-52.94,18.16,-71.1,14.48,34.95,24.62,29.2,4439.057785714285,511.86,-39.52,197.52,-5.81,30578.92,30324.78,PositionState,lower,30231.3,30418.3,0.0,-187.0,93.0,-187.0,-30.500000000000362,-27.17000000000189
4911,5043,1681578000000.0,30313.6,30313.6,30208.0,30260.0,1688.557,51085717.1314,2023-04-15 17:00:00,0.0001,55424.1,35.75,30402.69,30312.97,30357.83,30447.55,30268.11,30492.41,30223.26,-25.27,-14.03,-11.23,14.75,30.85,16.5,12.41,1233.5495714285714,76.23,-10.29,30.7,-3.92,30339.35,30291.12,PositionState,lower,30260.0,30339.9,0.0,-79.90000000000146,13.0,-79.90000000000146,-30.300000000000264,-17.030000000002474
4948,5080,1681644600000.0,30265.0,30270.9,30207.6,30218.6,2260.736,68346555.6717,2023-04-16 11:30:00,0.0001,56363.264,35.64,30323.05,30256.2,30289.62,30356.47,30222.77,30389.9,30189.35,-9.8,-3.69,-6.1,19.85,30.34,19.39,25.33,797.6591428571429,98.54,-7.47,-0.45,-6.1,30293.48,30248.74,PositionState,lower,30218.6,30308.2,0.0,-89.60000000000218,0.0,-89.60000000000218,-32.48571428571553,-31.19999999999709
4974,5106,1681691400000.0,30043.3,30110.5,29776.0,29836.4,13561.916,405575302.033,2023-04-17 00:30:00,0.0001,54340.701,26.46,30390.79,30114.34,30252.56,30529.02,29976.11,30667.25,29837.88,-54.6,-7.2,-47.4,13.13,42.63,16.72,15.26,3330.9402142857143,910.36,-43.8,223.43,-13.47,30231.08,30003.06,PositionState,lower,29836.4,29464.3,0.0,372.1000000000022,548.4000000000015,-169.5,197.27547169811461,575.7700000000004
5082,5214,1681885800000.0,30111.0,30126.2,29990.0,29999.9,3338.6,100385492.829,2023-04-19 06:30:00,0.0001,57476.661,37.24,30300.17,30112.36,30206.27,30394.08,30018.45,30487.99,29924.55,-9.83,26.58,-36.41,15.07,25.39,18.68,22.89,1854.9962142857144,141.04,-21.72,66.72,-4.77,30183.11,30086.54,PositionState,lower,29999.9,28970.0,0.0,1029.9000000000015,1289.6000000000022,-102.0,828.3333333333345,1167.8899999999994
5140,5272,1681990200000.0,28745.2,28751.1,28580.0,28603.1,6204.547,177722975.1067,2023-04-20 11:30:00,0.0001,56700.26,32.46,28930.99,28776.02,28853.51,29008.48,28698.53,29085.97,28621.04,-86.69,-82.64,-4.05,11.57,34.12,45.32,51.51,2445.2201428571425,328.45,-26.35,80.97,-3.77,28808.66,28697.51,PositionState,lower,28603.1,28879.3,0.0,-276.2000000000007,0.0,-276.2000000000007,-127.10000000000097,-93.56000000000131
5153,5285,1682013600000.0,28440.1,28520.0,28321.8,28327.5,5170.181,146874658.2394,2023-04-20 18:00:00,0.0001,54951.559,33.93,28807.47,28487.89,28647.68,28967.26,28328.1,29127.05,28168.3,-129.23,-101.11,-28.11,6.35,36.55,52.24,48.78,6669.917714285714,87.95,-33.7,56.18,-2.78,28551.31,28407.39,PositionState,lower,28327.5,28315.0,0.0,12.5,247.5,-22.900000000001455,98.82499999999982,121.90999999999985
5176,5308,1682055000000.0,28222.4,28250.0,28152.0,28155.6,1607.669,45329170.662,2023-04-21 05:30:00,0.0001,56167.875,39.33,28318.14,28225.84,28271.99,28364.29,28179.7,28410.44,28133.55,-71.25,-88.93,17.68,12.05,25.75,41.06,48.04,1814.9193571428568,-16.34,-12.25,-48.09,-1.99,28236.05,28198.54,PositionState,lower,28155.6,28170.2,0.0,-14.600000000002183,299.2999999999993,-14.600000000002183,99.23571428571293,95.52000000000044
5202,5334,1682101800000.0,27926.9,27931.2,27701.0,27774.0,6052.434,168251809.869,2023-04-21 18:30:00,0.0001,57467.273,35.01,28123.98,27912.25,28018.11,28229.84,27806.39,28335.71,27700.52,-78.95,-58.61,-20.33,8.33,28.49,33.56,34.74,4506.755857142857,287.65,-25.7,68.01,-5.94,27963.93,27850.38,PositionState,lower,27774.0,27393.6,0.0,380.40000000000146,557.2999999999993,0.0,461.8043478260871,490.8899999999994
5230,5362,1682152200000.0,27236.0,27269.0,27180.0,27213.0,1930.995,52569049.5803,2023-04-22 08:30:00,0.0001,56904.318,35.19,27378.7,27283.9,27331.3,27426.1,27236.5,27473.5,27189.1,-86.17,-104.9,18.72,12.14,29.67,41.72,48.06,1255.476214285714,10.19,-12.45,-0.97,-3.82,27304.4,27239.71,PositionState,lower,27213.0,27299.0,0.0,-86.0,0.0,-86.0,-32.17499999999973,-39.76000000000204
5291,5423,1682262000000.0,27537.2,27566.8,27302.2,27389.7,8188.295,224558414.3716,2023-04-23 15:00:00,0.0001,55868.958,35.09,27651.58,27510.53,27581.05,27722.11,27440.0,27792.63,27369.48,-17.37,0.37,-17.75,17.31,30.58,15.14,16.95,2330.8341428571425,422.7,-20.15,69.59,-14.97,27576.0,27484.04,PositionState,lower,27389.7,27567.1,0.0,-177.39999999999782,0.0,-177.39999999999782,-95.14999999999873,-48.219999999997526
5342,5474,1682353800000.0,27309.9,27387.8,27010.0,27100.0,11912.22,323673613.7347,2023-04-24 16:30:00,3.695e-05,56274.638,35.88,27524.02,27266.85,27395.43,27652.61,27138.26,27781.19,27009.68,-74.97,-49.98,-24.98,17.29,32.95,21.73,23.36,4641.597571428571,661.1,-31.09,15.1,-6.52,27369.65,27202.95,PositionState,lower,27100.0,27434.8,0.0,-334.7999999999993,0.0,-334.7999999999993,-207.84999999999945,-172.5099999999984
5445,5577,1682539200000.0,27871.8,27984.8,27200.0,27530.0,41537.877,1145742179.8984,2023-04-26 20:00:00,5.947e-05,49527.243,22.07,29768.47,28462.46,29115.46,30421.48,27809.45,31074.49,27156.44,-45.72,226.9,-272.63,14.14,51.05,62.23,67.79,12129.049785714285,2335.0,-166.9,659.93,-12.29,29227.45,28083.71,PositionState,lower,27530.0,29393.1,0.0,-1863.0999999999985,0.0,-1863.0999999999985,-879.3666666666674,-801.9700000000012
5518,5650,1682670600000.0,29349.6,29379.4,29118.4,29238.1,9149.424,267510783.2193,2023-04-28 08:30:00,0.0001,52762.632,40.76,29477.26,29347.26,29412.26,29542.26,29282.26,29607.26,29217.25,4.44,34.45,-30.01,17.39,29.0,9.3,10.75,2258.9154999999996,524.58,-18.33,46.5,-11.37,29421.83,29320.13,PositionState,lower,29238.1,29258.9,0.0,-20.80000000000291,222.5,-82.80000000000291,36.776470588234055,126.7400000000016
5584,5716,1682789400000.0,29227.2,29227.3,29010.1,29140.0,5616.131,163457778.2013,2023-04-29 17:30:00,1.043e-05,53317.389,34.03,29324.13,29227.01,29275.57,29372.69,29178.45,29421.25,29129.88,-19.85,-5.05,-14.8,11.63,36.49,16.27,13.57,1400.8587142857139,347.48,-14.27,42.93,-19.46,29278.05,29194.48,PositionState,lower,29140.0,29197.8,0.0,-57.79999999999927,56.599999999998545,-103.40000000000146,-35.0,14.869999999998981
5649,5781,1682906400000.0,28489.5,28666.9,28405.0,28573.9,6975.688,199303763.385,2023-05-01 02:00:00,8.58e-05,48929.532,26.58,29518.68,28905.34,29212.01,29825.35,28598.66,30132.03,28291.99,-134.86,-37.81,-97.05,9.97,45.85,29.35,30.97,4360.765714285714,-354.47,-67.17,304.32,-1.78,29138.43,28725.61,PositionState,lower,28573.9,28063.6,0.0,510.3000000000029,912.2000000000007,-73.09999999999854,324.23050847457773,706.8300000000017
5767,5899,1683118800000.0,28297.3,28297.3,28120.0,28222.1,8196.22,231228588.3474,2023-05-03 13:00:00,0.0001,50651.684,30.22,28636.23,28402.74,28519.48,28752.97,28286.0,28869.71,28169.26,-30.33,13.48,-43.82,11.29,32.73,21.04,21.12,3282.389785714285,461.13,-31.31,115.93,-7.03,28518.66,28322.88,PositionState,lower,28222.1,28465.0,0.0,-242.90000000000146,16.0,-242.90000000000146,-77.81250000000045,-78.63999999999942
5816,5948,1683207000000.0,28868.9,28899.4,28631.2,28744.6,10133.528,291344297.8208,2023-05-04 13:30:00,0.0001,54282.199,35.3,29138.04,28922.8,29030.42,29245.66,28815.19,29353.28,28707.57,14.6,66.04,-51.43,18.32,29.02,30.09,31.73,3959.201357142857,625.07,-30.09,150.96,-9.93,29068.31,28866.05,PositionState,lower,28744.6,28868.8,0.0,-124.20000000000073,45.0,-186.40000000000146,-80.53181818181953,26.93000000000029
5910,6042,1683376200000.0,29249.7,29249.7,29005.3,29095.9,7386.379,214824272.4426,2023-05-06 12:30:00,0.0001,52557.346,31.52,29369.72,29223.29,29296.5,29442.93,29150.07,29516.15,29076.86,-55.53,-36.59,-18.93,10.64,34.25,26.77,25.01,2152.651071428571,469.7,-21.11,22.5,-9.72,29240.9,29173.9,PositionState,lower,29095.9,28926.9,0.0,169.0,528.5,0.0,296.3320000000013,303.65999999999985
6017,6149,1683568800000.0,27474.1,27587.0,27285.3,27511.4,17732.829,486598487.6702,2023-05-08 18:00:00,7.05e-05,53586.297,31.29,27985.07,27728.52,27856.79,28113.34,27600.25,28241.61,27471.98,-143.42,-132.94,-10.48,9.47,37.91,52.66,58.76,4746.446714285713,1131.06,-36.36,125.94,-7.09,27789.03,27592.45,PositionState,lower,27511.4,27667.2,0.0,-155.79999999999927,181.90000000000146,-155.79999999999927,-31.766666666665454,-36.409999999999854
6041,6173,1683612000000.0,27537.2,27537.3,27441.1,27471.3,2305.723,63369678.3431,2023-05-09 06:00:00,0.0001,54596.429,38.72,27657.88,27541.21,27599.54,27716.21,27482.88,27774.54,27424.55,-54.91,-58.99,4.07,10.82,26.42,37.44,43.93,1267.4344999999994,40.23,-13.5,-56.01,-4.0,27576.2,27515.15,PositionState,lower,27471.3,27654.1,0.0,-182.79999999999927,0.0,-182.79999999999927,-87.625,-87.23999999999796
6153,6285,1683813600000.0,27195.2,27336.0,27000.0,27202.4,10366.778,281738579.0672,2023-05-11 14:00:00,3.42e-05,53900.309,35.17,27488.22,27312.7,27400.46,27575.99,27224.94,27663.75,27137.18,-68.91,-53.42,-15.48,10.17,29.9,35.55,34.61,3969.022428571428,655.29,-20.85,77.95,-4.17,27370.54,27246.3,PositionState,lower,27202.4,27017.8,0.0,184.60000000000218,372.8000000000029,0.0,213.70000000000155,266.3199999999997
6178,6310,1683858600000.0,26821.2,26822.1,26510.0,26629.9,8521.885,227022176.7829,2023-05-12 02:30:00,3.612e-05,55114.492,28.63,27022.96,26856.26,26939.61,27106.31,26772.91,27189.66,26689.56,-107.14,-100.5,-6.63,15.03,38.01,35.8,40.9,2408.682,91.82,-32.59,25.75,-14.09,26879.26,26744.32,PositionState,lower,26629.9,26441.5,0.0,188.40000000000146,469.40000000000146,-68.09999999999854,222.46521739130566,327.65999999999985
6211,6343,1683918000000.0,26286.8,26295.0,25764.0,25932.0,17146.542,445869254.8112,2023-05-12 19:00:00,6.428e-05,55597.631,25.23,26421.63,26215.68,26318.66,26524.61,26112.71,26627.58,26009.74,-96.68,-86.71,-9.96,13.67,35.99,21.55,29.81,3630.6694999999995,1087.79,-40.7,203.05,-25.95,26263.16,26115.42,PositionState,lower,25932.0,26447.0,0.0,-515.0,0.0,-515.0,-257.5,-165.79000000000087
6293,6425,1684065600000.0,26795.7,26795.8,26730.4,26735.5,1355.932,36282110.4913,2023-05-14 12:00:00,4.795e-05,52012.492,37.92,26837.59,26783.13,26810.36,26864.83,26755.9,26892.06,26728.67,-4.74,3.91,-8.65,15.97,25.18,10.51,14.08,672.6012857142852,67.41,-7.88,1.21,-7.12,26810.72,26770.27,PositionState,lower,26735.5,26858.0,0.0,-122.5,0.0,-122.5,-61.25,-43.86000000000058
6367,6499,1684198800000.0,27191.1,27240.2,26818.0,26883.3,10008.187,270163863.9122,2023-05-16 01:00:00,3.473e-05,55249.483,27.84,27412.66,27140.1,27276.38,27548.94,27003.82,27685.22,26867.54,-56.92,-10.1,-46.81,10.13,32.3,26.58,32.13,2480.995357142857,575.42,-41.37,189.61,-12.69,27237.41,27052.06,PositionState,lower,26883.3,27167.8,0.0,-284.5,0.0,-284.5,-178.415384615385,-61.789999999997235
6429,6561,1684310400000.0,26836.5,26840.0,26760.0,26773.8,2729.213,73124367.2229,2023-05-17 08:00:00,0.0001,57552.523,31.06,27072.09,26895.81,26983.95,27160.23,26807.66,27248.37,26719.52,-41.59,-15.01,-26.58,15.21,34.97,15.78,14.02,1762.8487142857139,142.88,-22.11,85.7,-2.85,26961.13,26841.58,PositionState,lower,26773.8,26896.4,0.0,-122.60000000000218,161.5,-122.60000000000218,15.899999999998625,9.040000000000873
6496,6628,1684431000000.0,27022.0,27022.0,26341.3,26476.4,23905.04,637137272.4164,2023-05-18 17:30:00,0.0001,55537.27,18.94,27337.49,26916.42,27126.96,27548.02,26705.89,27758.56,26495.35,-106.13,-37.6,-68.52,9.11,45.33,26.81,28.37,5408.5085714285715,1649.88,-68.47,328.64,-26.96,27060.94,26760.01,PositionState,lower,26476.4,26865.2,0.0,-388.7999999999993,0.0,-426.8999999999978,-292.2649999999985,-77.52000000000044
6627,6759,1684666800000.0,26941.4,26942.6,26825.2,26887.0,4608.503,123878923.9386,2023-05-21 11:00:00,0.0001,56363.028,28.62,27115.59,26971.33,27043.46,27187.72,26899.2,27259.85,26827.07,-21.25,3.67,-24.93,13.38,38.37,21.53,27.02,1445.8406428571423,300.12,-16.47,41.53,-4.49,27019.53,26941.89,PositionState,lower,26887.0,26727.7,0.0,159.29999999999927,313.0,-55.29999999999927,96.69729729729738,243.89999999999782
6737,6869,1684864800000.0,27190.1,27209.9,27105.0,27113.0,2587.681,70245257.415,2023-05-23 18:00:00,2.217e-05,60444.204,38.31,27296.11,27177.47,27236.79,27355.42,27118.15,27414.74,27058.83,3.12,32.56,-29.44,16.04,26.11,22.52,30.41,2139.824928571428,108.62,-13.02,51.08,-5.92,27242.45,27158.36,PositionState,lower,27113.0,27238.3,0.0,-125.29999999999927,0.0,-125.29999999999927,-64.39090909090902,-55.07999999999811
6756,6888,1684899000000.0,26921.0,26922.9,26654.7,26772.5,13577.172,363232320.7346,2023-05-24 03:30:00,0.0001,57061.877,20.76,27227.91,27017.12,27122.51,27333.3,26911.73,27438.69,26806.34,-60.9,-24.44,-36.46,7.56,50.44,26.45,23.74,2223.3379999999997,893.95,-36.85,206.18,-13.44,27094.9,26904.76,PositionState,lower,26772.5,26414.9,0.0,357.59999999999854,570.5999999999985,-39.400000000001455,228.4029411764702,570.119999999999
6920,7052,1685194200000.0,26749.9,26764.5,26530.0,26614.8,4365.717,116258631.3838,2023-05-27 13:30:00,9.096e-05,60706.696,39.91,26723.09,26664.05,26693.57,26752.61,26634.53,26782.13,26605.01,-0.87,4.7,-5.58,18.61,32.48,16.18,16.36,931.1263571428565,257.15,-8.29,36.5,-24.69,26687.88,26669.68,PositionState,lower,26614.8,26741.9,0.0,-127.10000000000218,0.0,-127.10000000000218,-50.11111111111232,-30.209999999999127
7019,7151,1685372400000.0,27782.3,27842.7,27621.0,27645.0,5548.509,153763417.7789,2023-05-29 15:00:00,9.328e-05,62174.466,33.91,27940.22,27789.64,27864.93,28015.51,27714.35,28090.8,27639.06,-15.58,16.59,-32.18,16.4,29.96,24.49,35.49,2056.6799999999994,262.88,-23.15,79.09,-4.78,27850.46,27740.01,PositionState,lower,27645.0,27756.1,0.0,-111.09999999999854,85.0,-111.09999999999854,-6.158823529411808,36.44999999999709
7094,7226,1685507400000.0,27638.2,27643.1,27231.5,27244.4,16267.381,445223272.6141,2023-05-31 04:30:00,0.0001,60790.291,22.31,27781.11,27543.54,27662.33,27899.9,27424.75,28018.69,27305.97,-60.63,-27.46,-33.16,12.66,45.42,20.41,18.31,2055.692214285714,949.86,-43.98,243.73,-22.37,27643.38,27446.8,PositionState,lower,27244.4,27085.1,0.0,159.3000000000029,358.3000000000029,0.0,177.3906250000017,399.3199999999997
7139,7271,1685588400000.0,26711.6,26819.0,26584.6,26750.0,5935.362,158491560.1168,2023-06-01 03:00:00,0.0001,57734.234,33.74,27165.8,26907.84,27036.82,27294.77,26778.86,27423.75,26649.88,-56.59,-24.11,-32.47,12.78,35.92,26.58,34.01,2995.2416428571423,357.06,-30.18,97.3,-4.73,27049.42,26823.85,PositionState,lower,26750.0,26900.2,0.0,-150.20000000000073,0.0,-150.20000000000073,-57.15833333333345,-36.4800000000032
7324,7456,1685921400000.0,27129.2,27168.0,27030.1,27105.5,2994.115,81136949.4905,2023-06-04 23:30:00,0.0001,57853.771,39.76,27219.67,27149.08,27184.38,27254.96,27113.79,27290.26,27078.5,2.53,14.32,-11.78,26.03,20.56,28.85,25.88,1793.081428571428,178.07,-8.29,20.68,-16.63,27197.82,27140.15,PositionState,lower,27105.5,26790.9,0.0,314.59999999999854,417.7000000000007,-10.200000000000728,267.2387096774193,377.8600000000006
7356,7488,1685979000000.0,26476.7,26476.7,25965.6,25985.0,23689.98,621709009.5405,2023-06-05 15:30:00,0.0001,62822.484,14.21,26867.03,26505.1,26686.06,27047.99,26324.13,27228.96,26143.17,-132.06,-88.1,-43.95,5.51,55.02,57.37,48.79,5374.793357142857,1651.29,-73.79,464.88,-13.77,26624.35,26302.24,PositionState,lower,25985.0,25781.1,0.0,203.90000000000146,550.7999999999993,0.0,276.0999999999999,534.8500000000022
7398,7530,1686054600000.0,25542.0,25630.0,25454.9,25525.5,7010.187,179019173.8994,2023-06-06 12:30:00,4.867e-05,62507.593,29.76,25764.38,25630.91,25697.65,25831.12,25564.17,25897.85,25497.44,-65.49,-59.5,-5.98,9.09,38.28,37.24,41.29,2570.503499999999,437.59,-18.11,83.56,-0.41,25673.4,25571.06,PositionState,lower,25525.5,25724.0,0.0,-198.5,0.0,-198.5,-68.16666666666667,-66.57999999999811
7450,7582,1686148200000.0,26642.8,26642.8,26326.7,26430.0,13530.224,357942662.9272,2023-06-07 14:30:00,0.0001,56972.045,36.3,26870.32,26596.77,26733.54,27007.1,26459.99,27143.88,26323.21,-38.6,-10.15,-28.44,18.77,30.18,20.25,25.76,5419.936642857142,833.33,-31.95,50.72,-9.45,26712.01,26571.88,PositionState,lower,26430.0,26452.6,0.0,-22.599999999998545,290.0,-71.40000000000146,54.28636363636344,169.12000000000262
7571,7703,1686366000000.0,26314.9,26350.0,26300.5,26316.8,1606.333,42286699.0281,2023-06-10 03:00:00,8.18e-05,58048.716,33.89,26480.41,26387.76,26434.08,26526.73,26341.43,26573.06,26295.11,-38.84,-27.38,-11.45,7.31,28.1,25.88,23.32,1044.8894285714275,43.59,-12.34,41.81,-0.19,26414.88,26342.28,PositionState,lower,26316.8,25813.6,0.0,503.2000000000007,801.2999999999993,0.0,616.9655172413787,636.1800000000003
7739,7871,1686668400000.0,25973.7,25973.9,25740.6,25750.0,7673.18,198230714.4986,2023-06-13 15:00:00,5.611e-05,61068.557,29.74,26136.1,25941.96,26039.03,26233.16,25844.89,26330.23,25747.83,-14.49,27.68,-42.17,12.68,30.64,28.35,26.3,5078.305642857142,457.08,-30.42,141.77,-8.97,26049.78,25875.6,PositionState,lower,25750.0,25920.5,0.0,-170.5,1.9000000000014552,-170.5,-86.55555555555515,-5.520000000000437
7793,7925,1686765600000.0,26018.9,26098.4,25750.0,25866.8,13923.537,360563111.6472,2023-06-14 18:00:00,-1.58e-05,61476.683,40.05,25985.95,25920.4,25953.18,26018.72,25887.63,26051.5,25854.86,2.46,9.24,-6.77,16.84,27.62,20.81,19.36,2389.752785714285,955.14,-9.09,21.66,-11.02,25959.15,25925.45,PositionState,lower,25866.8,25057.0,0.0,809.7999999999993,962.0999999999985,-34.70000000000073,748.1153846153838,920.3400000000001
8171,8303,1687446000000.0,29735.7,29954.5,29686.0,29720.0,8915.179,265842850.0492,2023-06-22 15:00:00,9.829e-05,62646.239,37.8,30193.62,29907.44,30050.53,30336.71,29764.35,30479.81,29621.25,-28.98,20.32,-49.3,16.07,32.29,24.44,29.37,5503.539785714286,556.39,-34.79,84.72,-3.44,30014.3,29835.4,PositionState,lower,29720.0,30087.9,0.0,-367.90000000000146,0.0,-367.90000000000146,-162.26666666666765,-127.11999999999898
8268,8400,1687620600000.0,30566.5,30566.5,30295.1,30397.5,9410.851,286169664.0464,2023-06-24 15:30:00,0.0001,65290.684,35.5,30705.45,30553.62,30629.54,30781.37,30477.71,30857.28,30401.8,-21.43,2.59,-24.03,14.89,33.21,13.79,15.29,2118.8769285714284,598.8,-24.43,82.13,-14.59,30628.36,30506.14,PositionState,lower,30397.5,30661.9,0.0,-264.40000000000146,0.0,-264.40000000000146,-128.3833333333332,-100.47999999999956
8335,8467,1687741200000.0,30385.8,30399.0,29927.0,30256.8,16035.365,483202837.568,2023-06-26 01:00:00,0.0001,64403.731,34.51,30542.16,30389.95,30466.05,30618.27,30313.84,30694.37,30237.73,-57.79,-49.8,-7.99,12.17,39.35,29.11,26.26,2463.918571428571,803.45,-22.03,45.7,-22.65,30440.06,30343.2,PositionState,lower,30256.8,30468.6,0.0,-211.79999999999927,126.79999999999927,-211.79999999999927,15.224999999999454,-14.529999999998836
8444,8576,1687937400000.0,30332.7,30349.7,30136.0,30179.9,7930.506,239600194.2256,2023-06-28 07:30:00,6.62e-05,66455.90399999,31.74,30561.43,30322.63,30442.03,30680.83,30203.22,30800.23,30083.82,-72.77,-45.91,-26.86,10.7,33.78,24.94,20.52,1838.7984999999996,445.14,-27.59,31.24,-7.45,30379.23,30269.49,PositionState,lower,30179.9,30304.7,0.0,-124.79999999999927,99.90000000000146,-153.39999999999782,-76.69333333333222,5.710000000002765
8467,8599,1687978800000.0,30187.7,30240.0,30005.2,30017.8,2407.143,72466359.87029998,2023-06-28 19:00:00,5.861e-05,67443.232,35.37,30343.74,30149.1,30246.42,30441.07,30051.77,30538.39,29954.45,-62.25,-50.33,-11.92,14.19,31.81,28.89,31.49,4345.933428571428,-100.68,-24.07,54.88,-7.39,30235.84,30108.63,PositionState,lower,30017.8,30199.8,0.0,-182.0,0.0,-182.0,-77.63076923076984,-35.5099999999984
8554,8686,1688135400000.0,30161.4,30184.6,29973.5,30073.0,7890.43,237467512.5793,2023-06-30 14:30:00,0.0001,62605.974,31.64,30895.94,30353.62,30624.78,31167.1,30082.46,31438.26,29811.3,-58.28,34.12,-92.41,14.64,40.17,41.33,36.01,10616.309214285715,237.66,-58.09,190.32,-0.3,30651.18,30217.1,PositionState,lower,30073.0,30534.1,0.0,-461.09999999999854,21.400000000001455,-461.09999999999854,-131.8833333333332,-172.11000000000058
8651,8783,1688310000000.0,30583.8,30604.0,30138.4,30455.0,11316.087,343083460.3629,2023-07-02 15:00:00,0.0001,60399.794,42.16,30544.05,30488.29,30516.17,30571.93,30460.42,30599.81,30432.54,-4.77,-5.52,0.74,16.36,39.23,16.53,17.08,1458.8791428571426,746.04,-6.44,27.46,-29.58,30516.75,30502.24,PositionState,lower,30455.0,30546.5,0.0,-91.5,0.0,-91.5,-41.56666666666691,-18.61999999999898
8747,8879,1688482800000.0,30968.4,31010.0,30910.0,30926.2,1279.238,39593569.377,2023-07-04 15:00:00,0.0001,63862.56,40.91,31053.4,30969.36,31011.38,31095.41,30927.34,31137.43,30885.32,-17.36,-9.63,-7.72,9.78,22.47,27.19,26.17,1298.963714285714,-13.42,-8.95,2.36,-2.73,31009.5,30957.52,PositionState,lower,30926.2,31036.8,0.0,-110.59999999999854,0.0,-110.59999999999854,-47.499999999998785,-39.779999999998836
8755,8887,1688497200000.0,30891.3,30905.8,30640.0,30692.9,8196.884,251996750.5263,2023-07-04 19:00:00,0.0001,63136.704,29.64,31025.91,30864.09,30945.0,31106.83,30783.17,31187.74,30702.26,-49.91,-27.32,-22.58,11.31,36.74,29.7,27.36,2413.469285714286,478.98,-26.54,116.27,-12.36,30910.58,30798.93,PositionState,lower,30692.9,30830.2,0.0,-137.29999999999927,3.0,-137.29999999999927,-82.09333333333173,-9.360000000000582
8784,8916,1688549400000.0,30727.0,30733.8,30660.9,30664.0,1419.369,43565023.1515,2023-07-05 09:30:00,0.0001,62368.146,34.61,30828.5,30730.45,30779.48,30877.53,30681.43,30926.55,30632.4,-37.47,-29.15,-8.32,10.44,31.47,32.02,31.48,980.5055,51.23,-12.15,32.72,-5.18,30751.64,30701.67,PositionState,lower,30664.0,30562.2,0.0,101.79999999999927,457.0,-5.5,243.81874999999968,210.5
8859,8991,1688684400000.0,30147.0,30147.1,29810.1,30033.1,9453.941,283335196.178,2023-07-06 23:00:00,4.427e-05,60707.01,33.68,30399.99,30209.71,30304.85,30495.13,30114.57,30590.28,30019.43,-116.27,-103.93,-12.34,12.36,36.26,28.76,29.17,2309.1335000000004,398.8,-28.61,-95.92,-10.27,30224.01,30110.26,PositionState,lower,30033.1,30186.6,0.0,-153.5,158.0,-153.5,-23.28461538461656,-28.13000000000102
8947,9079,1688842800000.0,30187.9,30187.9,30025.0,30101.3,3095.819,93168161.40580001,2023-07-08 19:00:00,8.567e-05,60234.355,33.04,30231.43,30170.52,30200.97,30261.89,30140.06,30292.34,30109.6,-13.63,-8.49,-5.13,16.59,35.05,14.09,13.75,746.9804999999999,171.91,-10.48,28.8,-19.42,30199.86,30150.86,PositionState,lower,30101.3,30178.6,0.0,-77.29999999999927,5.0,-77.29999999999927,-22.359999999999854,-1.8499999999985448
9133,9265,1689177600000.0,30510.0,30523.0,30408.0,30466.9,5113.423,155786383.9973,2023-07-12 16:00:00,4.64e-06,67489.151,35.34,30721.28,30570.8,30646.04,30796.52,30495.56,30871.76,30420.32,-10.56,19.13,-29.7,19.17,25.48,24.87,23.87,5605.834071428572,296.94,-18.84,90.78,-5.29,30648.48,30530.67,PositionState,lower,30466.9,30351.4,0.0,115.5,203.60000000000218,-39.79999999999927,112.35172413793244,206.21999999999753
9232,9364,1689355800000.0,30915.4,30962.6,30611.0,30675.8,9518.377,293165998.0489,2023-07-14 17:30:00,0.0001,62880.026,27.63,31284.66,31010.25,31147.45,31421.86,30873.05,31559.06,30735.84,-65.38,-18.8,-46.58,11.63,34.96,19.91,22.0,3453.7495714285715,565.19,-49.64,245.46,-9.98,31141.1,30868.83,PositionState,lower,30675.8,30330.1,0.0,345.7000000000007,663.8999999999978,0.0,407.44687499999975,553.3700000000026
9297,9429,1689472800000.0,30254.0,30256.5,30038.2,30100.0,5764.972,173758765.7997,2023-07-16 02:00:00,3.392e-05,63505.944,25.92,30311.24,30222.7,30266.97,30355.5,30178.43,30399.77,30134.16,-24.36,-14.41,-9.95,12.63,46.41,25.41,26.14,674.5272142857142,392.76,-17.56,101.68,-30.44,30256.6,30186.04,PositionState,lower,30100.0,30235.0,0.0,-135.0,0.0,-140.0,-85.18888888888897,-32.38999999999942
9360,9492,1689586200000.0,30220.9,30220.9,30133.3,30167.6,1703.039,51396609.366,2023-07-17 09:30:00,6.438e-05,64769.366,36.32,30288.32,30224.18,30256.25,30320.39,30192.11,30352.46,30160.04,-12.83,-5.82,-7.01,14.67,33.6,21.19,21.79,588.9700714285715,87.55,-9.33,14.06,-9.03,30250.94,30205.83,PositionState,lower,30167.6,30227.0,0.0,-59.400000000001455,106.09999999999854,-59.400000000001455,9.549999999998363,15.81000000000131
