,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
809,941,1688936400000.0,30180.2,30205.8,30122.8,30142.2,1543.271,46561543.5892,2023-07-09 21:00:00,0.0001,-0.000189,61174.078,37.95,30290.28,30203.31,30246.8,30333.77,30159.83,30377.25,30116.34,-9.09,6.4,-15.5,17.15,19.98,16.44,13.8,1888.0620714285712,57.54,104.59999999999854,36.21,-2.15,30252.35,30178.79,191.5699999999997,17.63000000000102,36.590000000000146,110.14999999999782,-32.05,7.950000000000003,-2.830000000000002,-15.49,173.9399999999987,PositionState,lower,30142.2,30171.7,0.0,-29.5,108.20000000000073,-44.89999999999782,25.257142857144053,0
880,1012,1689192000000.0,30273.8,30333.0,30220.0,30331.7,2978.016,90181172.3546,2023-07-12 20:00:00,4.64e-06,-0.000229,67464.796,38.59,30670.55,30403.18,30536.87,30804.23,30269.5,30937.92,30135.82,-38.04,10.34,-48.39,15.24,26.37,16.83,15.26,7862.834571428571,-72.07,205.16999999999825,70.3,-1.93,30512.77,30358.8,472.52999999999884,-62.20000000000073,27.099999999998545,181.0699999999997,-31.409999999999997,8.590000000000003,-11.13,-48.379999999999995,534.7299999999996,PositionState,lower,30331.7,30561.4,0.0,-229.70000000000073,50.70000000000073,-229.70000000000073,-23.614285714285092,0
926,1058,1689357600000.0,30675.8,30750.6,30009.3,30075.8,36647.717,1110926976.996,2023-07-14 18:00:00,0.0001,-0.000522,62107.533,24.83,31348.9,30730.78,31039.84,31657.96,30421.73,31967.02,30112.67,-56.86,67.56,-124.43,14.34,39.94,33.19,38.98,7470.288714285715,2476.05,964.0400000000009,624.55,-19.14,31025.81,30512.94,1582.1599999999999,345.9300000000003,437.1399999999994,950.010000000002,-45.17,-5.170000000000002,-25.599999999999998,-124.42,1236.2299999999996,PositionState,lower,30075.8,30280.7,0.0,-204.90000000000146,0.0,-263.7000000000007,-186.49487179487232,0
998,1130,1689616800000.0,30015.0,30048.2,29610.0,29781.0,18394.578,548248013.4897,2023-07-17 18:00:00,7.613e-05,-0.000414,67376.57399999,22.68,30278.72,30047.98,30163.35,30394.09,29932.62,30509.46,29817.25,-70.53,-35.81,-34.72,9.1,44.3,35.75,30.28,5067.0185,1274.32,382.34999999999854,193.86,-8.97,30123.34,29935.48,613.0900000000001,151.61999999999898,154.47999999999956,342.34000000000015,-47.32,-7.32,-35.199999999999996,-34.72,461.47000000000116,PositionState,lower,29781.0,30224.7,0.0,-443.7000000000007,0.0,-443.7000000000007,-166.42500000000018,0
1158,1290,1690192800000.0,29158.2,29371.9,29093.9,29303.2,12693.291,371570578.3624,2023-07-24 10:00:00,5.915e-05,-0.000484,59865.923,31.78,30005.72,29500.51,29753.12,30258.33,29247.91,30510.93,28995.3,-118.33,-45.89,-72.44,10.36,46.3,25.07,21.8,5476.258785714286,734.02,449.91999999999825,220.94,-2.31,29648.57,29383.54,955.130000000001,-55.29000000000087,80.34000000000015,345.369999999999,-38.22,1.7800000000000011,-35.94,-72.44,1010.4200000000019,PositionState,lower,29303.2,29260.0,0.0,43.20000000000073,276.1000000000022,0.0,169.85357142857174,0
1239,1371,1690484400000.0,29128.5,29166.1,29088.2,29145.5,3174.364,92455751.8891,2023-07-27 19:00:00,3.725e-05,-0.000447,66911.493,35.9,29435.62,29211.09,29323.36,29547.88,29098.83,29660.14,28986.57,-35.97,6.33,-42.31,14.99,28.16,32.03,36.64,3329.0340714285717,127.04,177.86000000000058,60.97,-1.34,29305.72,29167.77,402.380000000001,-46.669999999998254,22.270000000000437,160.22000000000116,-34.1,5.899999999999999,-13.17,-42.3,449.0499999999993,PositionState,lower,29145.5,29288.0,0.0,-142.5,20.400000000001455,-142.5,-52.888888888888886,0
1315,1447,1690758000000.0,29142.4,29279.1,29142.3,29273.1,2301.317,67261854.0521,2023-07-30 23:00:00,6.935e-05,-0.000224,65952.935,49.07,29336.49,29219.81,29278.15,29394.83,29161.47,29453.18,29103.13,-19.13,-7.24,-11.88,16.53,30.17,24.13,18.5,3288.5306428571434,120.91,5.05000000000291,6.65,8.85,29275.97,29230.05,121.7300000000032,-111.62999999999738,-43.04999999999927,2.8700000000026193,-20.93,19.07,-13.64,-11.889999999999999,233.36000000000058,PositionState,lower,29273.1,29444.6,0.0,-171.5,0.0,-171.5,-85.75,0
1343,1475,1690858800000.0,28919.0,28941.6,28800.0,28825.7,7375.973,212939041.9988,2023-08-01 03:00:00,0.0001,-0.000294,68232.14999999,24.95,29337.17,29042.88,29190.02,29484.32,28895.73,29631.47,28748.58,-81.35,-43.15,-38.2,12.0,35.89,21.4,16.98,4792.948928571429,183.72,364.3199999999997,144.77,-3.57,29135.3,28947.37,658.619999999999,70.02999999999884,121.66999999999825,309.59999999999854,-45.05,-5.050000000000001,-23.89,-38.199999999999996,588.5900000000001,PositionState,lower,28825.7,29264.0,0.0,-438.2999999999993,10.0,-438.2999999999993,-93.36874999999941,0
1431,1563,1691175600000.0,29054.1,29101.3,29000.2,29021.4,3979.37,115594504.4379,2023-08-04 19:00:00,0.0001,-0.000295,67717.215,34.97,29235.05,29119.22,29177.13,29292.97,29061.3,29350.89,29003.38,-21.99,-6.81,-15.17,15.73,33.43,14.9,15.2,3082.2580000000007,187.35,155.72999999999956,62.57,-2.49,29178.32,29078.33,271.5699999999997,39.89999999999782,56.93000000000029,156.91999999999825,-35.03,4.969999999999999,-17.7,-15.18,231.6700000000019,PositionState,lower,29021.4,29063.9,0.0,-42.5,65.80000000000291,-83.39999999999782,-27.24166666666512,0
1474,1606,1691330400000.0,29006.1,29058.0,28980.0,29032.6,2227.353,64637577.1119,2023-08-06 14:00:00,0.0001,-7.5e-05,68129.591,45.61,29076.78,29032.48,29054.63,29098.92,29010.33,29121.07,28988.19,-8.22,-4.87,-3.34,14.5,31.12,20.3,23.37,885.9625000000004,131.42,22.030000000002474,4.76,-3.34,29056.68,29030.17,66.31999999999971,-22.2699999999968,-2.430000000000291,24.080000000001746,-24.39,15.61,-16.62,-3.3500000000000005,88.58999999999651,PositionState,lower,29032.6,29077.1,0.0,-44.5,27.69999999999709,-44.5,-5.60000000000097,0
1500,1632,1691424000000.0,28852.2,28974.4,28677.1,28927.8,18431.792,531391220.469,2023-08-07 16:00:00,0.0001,-0.000374,70759.399,39.68,29117.51,28966.47,29041.99,29193.03,28890.94,29268.55,28815.42,-30.93,-8.22,-22.71,8.2,33.77,20.82,18.64,4061.150785714286,1219.92,114.19000000000233,51.25,-4.39,29024.97,28935.34,265.22999999999956,-36.86000000000058,7.540000000000873,97.17000000000189,-30.32,9.68,-25.570000000000004,-22.71,302.09000000000015,PositionState,lower,28927.8,29079.6,0.0,-151.79999999999927,0.0,-151.79999999999927,-63.19999999999951,0
1549,1681,1691600400000.0,29507.0,29588.5,29434.0,29506.1,11339.803,334581207.4768,2023-08-09 17:00:00,0.0001,-0.000102,70434.12699999,41.41,29834.34,29599.07,29716.71,29951.97,29481.44,30069.61,29363.81,32.35,85.47,-53.11,22.79,23.19,40.74,46.29,6474.216214285714,676.17,210.61000000000058,60.33,-6.58,29770.18,29577.47,445.8700000000026,-24.659999999999854,71.37000000000262,264.08000000000175,-28.590000000000003,11.409999999999997,-0.40000000000000213,-53.12,470.5300000000025,PositionState,lower,29506.1,29669.8,0.0,-163.70000000000073,100.79999999999927,-163.70000000000073,-34.2476190476203,0
1573,1705,1691686800000.0,29420.0,29455.5,29308.8,29401.0,5854.123,172041520.7877,2023-08-10 17:00:00,0.0001,-0.000471,71929.111,39.93,29591.33,29463.93,29527.63,29655.03,29400.23,29718.73,29336.53,-42.0,-31.15,-10.84,13.5,21.57,14.11,17.57,4261.084285714286,352.56,126.63000000000102,29.18,-3.43,29505.1,29430.46,254.02999999999884,-0.7700000000004366,29.459999999999127,104.09999999999854,-30.07,9.93,-8.07,-10.850000000000001,254.79999999999927,PositionState,lower,29401.0,29456.9,0.0,-55.900000000001455,34.099999999998545,-68.5,-24.128571428571636,0
1597,1729,1691773200000.0,29350.7,29388.0,29313.0,29332.1,2491.812,73124961.13629998,2023-08-11 17:00:00,6.988e-05,-0.000304,70999.432,38.9,29457.4,29377.26,29417.33,29497.48,29337.19,29537.55,29297.12,-29.92,-27.83,-2.08,15.6,28.86,21.6,19.22,3416.104571428572,61.31,85.2300000000032,13.38,-2.31,29400.3,29358.25,165.38000000000102,5.0900000000001455,26.150000000001455,68.20000000000073,-31.1,8.899999999999999,-13.26,-2.0900000000000034,160.29000000000087,PositionState,lower,29332.1,29421.7,0.0,-89.60000000000218,0.0,-89.60000000000218,-54.01666666666824,0
1633,1765,1691902800000.0,29381.6,29381.6,29354.0,29379.3,1210.132,35544481.8476,2023-08-13 05:00:00,0.0001,-0.000189,70796.41,41.47,29431.32,29394.47,29412.89,29449.75,29376.04,29468.18,29357.61,-3.34,0.54,-3.89,17.51,30.42,11.91,12.21,666.6671428571434,37.48,33.590000000000146,5.63,-7.16,29415.22,29390.59,70.45000000000073,-3.2599999999983993,11.290000000000873,35.92000000000189,-28.53,11.469999999999999,-12.91,-3.88,73.70999999999913,PositionState,lower,29379.3,29413.3,0.0,-34.0,31.099999999998545,-34.0,-5.628571428571896,0
1651,1783,1691967600000.0,29312.5,29329.2,29286.7,29301.3,1473.3,43180792.2159,2023-08-13 23:00:00,0.0001,-9.1e-05,70292.795,33.59,29407.76,29346.72,29377.24,29438.28,29316.2,29468.8,29285.68,-16.64,-9.54,-7.09,17.84,39.94,21.17,17.29,1290.7877857142864,75.89,75.94000000000233,20.07,-2.81,29369.56,29324.89,136.97999999999956,14.900000000001455,23.590000000000146,68.26000000000204,-36.41,3.5900000000000034,-22.099999999999998,-7.100000000000001,122.07999999999811,PositionState,lower,29301.3,29388.0,0.0,-86.70000000000073,41.599999999998545,-86.70000000000073,-2.6200000000004366,0
1692,1824,1692115200000.0,29320.3,29360.0,29255.0,29280.1,3962.539,116127256.8757,2023-08-15 16:00:00,0.0001,0.0,71349.386,38.72,29416.41,29339.76,29378.08,29454.74,29301.43,29493.06,29263.1,-17.38,-8.72,-8.66,19.8,20.69,14.53,17.96,2037.5382142857147,224.41,97.9800000000032,31.76,-5.05,29372.05,29321.38,174.64000000000306,21.330000000001746,41.280000000002474,91.95000000000073,-31.28,8.719999999999999,-0.8900000000000006,-8.659999999999998,153.3100000000013,PositionState,lower,29280.1,26203.6,0.0,3076.5,3457.199999999997,-54.0,1633.3729166666653,0
1862,1994,1692727200000.0,25822.0,25999.0,25757.2,25894.4,5857.433,151601742.6236,2023-08-22 18:00:00,-3.76e-06,-0.000436,58353.363,40.95,26062.36,25929.39,25995.88,26128.85,25862.9,26195.33,25796.42,-39.63,-22.56,-17.07,8.71,23.12,15.27,12.29,4409.219000000002,314.47,101.47999999999956,8.71,-0.23,25969.18,25898.76,234.4499999999971,-31.5,4.359999999996944,74.77999999999884,-29.049999999999997,10.950000000000003,-14.41,-17.070000000000004,265.9499999999971,PositionState,lower,25894.4,26044.0,0.0,-149.59999999999854,240.20000000000073,-149.59999999999854,60.05000000000109,0
1907,2039,1692889200000.0,26105.1,26155.0,25967.5,25985.5,11215.953,292261467.8263,2023-08-24 15:00:00,2.141e-05,-0.000453,58961.724,34.35,26446.75,26186.56,26316.65,26576.85,26056.46,26706.95,25926.36,-1.16,58.0,-59.17,18.87,29.57,22.74,23.22,4677.703785714287,595.61,331.15000000000146,145.36,-7.59,26343.3,26113.28,591.3499999999985,70.95999999999913,127.77999999999884,357.7999999999993,-35.65,4.350000000000001,-10.7,-59.16,520.3899999999994,PositionState,lower,25985.5,26039.9,0.0,-54.400000000001455,159.5,-176.09999999999854,-52.87857142857138,0
1965,2097,1693098000000.0,25987.5,25998.9,25957.3,25983.9,1386.477,36015784.4075,2023-08-27 01:00:00,6.063e-05,-0.000475,57471.682,41.86,26038.35,26000.43,26019.39,26057.3,25981.48,26076.26,25962.52,-11.44,-8.23,-3.2,12.72,27.11,15.37,13.31,838.9935000000011,41.79,35.48999999999796,4.92,-4.57,26011.84,25992.84,73.39999999999782,-2.4200000000018917,8.93999999999869,27.93999999999869,-28.14,11.86,-14.389999999999999,-3.209999999999999,75.81999999999971,PositionState,lower,25983.9,26019.9,0.0,-36.0,0.5,-36.0,-15.324999999999818,0
2074,2206,1693490400000.0,27133.8,27177.9,27000.0,27160.1,6743.617,182694037.1974,2023-08-31 14:00:00,5.61e-05,-0.00058958,59836.992,46.39,27252.31,27172.29,27212.3,27292.32,27132.28,27332.33,27092.28,-9.57,1.71,-11.29,25.4,19.43,14.64,16.19,3944.635000000001,382.57,52.20000000000073,-3.96,-5.73,27204.02,27165.94,132.22000000000116,-27.81999999999971,5.8400000000001455,43.92000000000189,-23.61,16.39,5.969999999999999,-11.280000000000001,160.04000000000087,PositionState,lower,27160.1,25814.4,0.0,1345.699999999997,1694.7999999999993,0.0,1215.7999999999984,0
2178,2310,1693864800000.0,25664.7,25783.0,25616.3,25762.3,2476.699,63697035.5181,2023-09-04 22:00:00,8.406e-05,-0.00045809,58088.909,41.06,25932.14,25779.9,25856.02,26008.27,25703.77,26084.39,25627.65,-35.54,-17.88,-17.65,12.12,29.87,21.74,24.58,3546.1387857142868,98.67,93.72000000000116,32.93,-0.44,25825.31,25760.44,245.97000000000116,-58.529999999998836,-1.860000000000582,63.01000000000204,-28.939999999999998,11.060000000000002,-17.75,-17.66,304.5,PositionState,lower,25762.3,25768.2,0.0,-5.900000000001455,104.39999999999782,-49.60000000000218,37.064285714284516,0
2200,2332,1693944000000.0,25666.0,25728.1,25657.4,25700.6,1639.017,42097921.5646,2023-09-05 20:00:00,1.126e-05,-0.00047391,60508.883,44.4,25773.93,25701.44,25737.68,25810.18,25665.19,25846.43,25628.94,-26.75,-28.64,1.89,16.65,20.01,16.33,22.25,3059.5578571428587,-3.54,37.080000000001746,-15.22,-1.66,25729.08,25700.34,109.58000000000175,-35.409999999999854,-0.2599999999983993,28.4800000000032,-25.6,14.399999999999999,-3.360000000000003,1.8900000000000006,144.9900000000016,PositionState,lower,25700.6,25755.6,0.0,-55.0,0.0,-55.0,-26.03333333333406,0
2219,2351,1694012400000.0,25607.4,25654.1,25532.5,25574.0,3856.939,98739688.1067,2023-09-06 15:00:00,6.42e-06,-0.00055158,61327.259,33.67,25768.94,25654.52,25711.73,25826.15,25597.31,25883.36,25540.1,-29.65,-14.58,-15.06,13.32,22.76,12.81,12.9,2219.4262857142867,218.16,137.72999999999956,47.38,-2.37,25693.01,25619.33,252.15000000000146,23.31000000000131,45.330000000001746,119.0099999999984,-36.33,3.6700000000000017,-9.440000000000001,-15.069999999999999,228.84000000000015,PositionState,lower,25574.0,25846.3,0.0,-272.2999999999993,0.0,-272.2999999999993,-95.09999999999975,0
2290,2422,1694268000000.0,25812.0,25849.5,25812.0,25835.8,646.462,16697034.9485,2023-09-09 14:00:00,4.25e-06,-0.00043002,59409.924,44.44,25885.64,25841.68,25863.66,25907.63,25819.69,25929.61,25797.71,-23.42,-23.93,0.51,13.62,25.91,22.08,23.93,663.4382142857154,-10.66,27.860000000000582,-24.11,-0.67,25851.0,25832.57,71.83000000000175,-16.110000000000582,-3.2299999999995634,15.200000000000728,-25.560000000000002,14.439999999999998,-12.290000000000001,0.509999999999998,87.94000000000233,PositionState,lower,25835.8,25880.3,0.0,-44.5,0.0,-44.5,-22.25,0
2311,2443,1694343600000.0,25793.0,25812.6,25781.3,25784.0,869.592,22434087.1692,2023-09-10 11:00:00,6.603e-05,-0.00040515,59258.409,36.41,25866.72,25810.54,25838.63,25894.81,25782.45,25922.9,25754.35,-17.43,-12.19,-5.24,11.25,30.83,25.21,19.92,952.8619285714295,15.5,54.63000000000102,14.44,-1.53,25826.03,25798.08,110.81000000000131,-1.5499999999992724,14.080000000001746,42.029999999998836,-33.59,6.409999999999997,-19.58,-5.24,112.36000000000058,PositionState,lower,25784.0,25806.2,0.0,-22.200000000000728,97.09999999999854,-22.200000000000728,15.449999999999637,0
2326,2458,1694397600000.0,25674.6,25731.0,25646.3,25723.2,1200.274,30842367.6798,2023-09-11 02:00:00,7.35e-05,-0.00058473,58548.409,42.7,25837.67,25727.44,25782.55,25892.79,25672.32,25947.91,25617.2,-25.28,-19.88,-5.39,10.64,27.9,42.46,35.47,3723.2652857142866,39.83,59.349999999998545,1.22,0.01,25775.83,25723.9,169.59000000000015,-50.88000000000102,0.7000000000007276,52.63000000000102,-27.299999999999997,12.700000000000003,-17.259999999999998,-5.400000000000002,220.47000000000116,PositionState,lower,25723.2,25882.2,0.0,-159.0,0.0,-159.0,-51.149999999999636,0
2336,2468,1694433600000.0,25586.0,25710.2,25570.1,25707.4,3351.657,85939220.4245,2023-09-11 12:00:00,2.295e-05,-0.00050728,59274.192,45.52,25827.62,25679.39,25753.5,25901.74,25605.27,25975.85,25531.16,-29.91,-19.42,-10.49,11.56,26.98,34.96,38.46,3218.7192857142873,-248.36,46.099999999998545,9.44,0.92,25753.73,25682.76,194.34000000000015,-102.13000000000102,-24.640000000003056,46.32999999999811,-24.479999999999997,15.520000000000003,-15.42,-10.489999999999998,296.47000000000116,PositionState,lower,25707.4,25785.6,0.0,-78.19999999999709,699.6000000000022,-78.19999999999709,462.868750000001,0
2432,2564,1694779200000.0,26415.5,26460.5,26320.0,26349.0,7089.726,187148333.3656,2023-09-15 12:00:00,1.452e-05,-0.00046346,62545.91,40.95,26596.93,26443.45,26520.19,26673.67,26366.7,26750.41,26289.96,24.54,58.0,-33.45,21.39,21.72,40.76,45.76,2927.172785714287,352.96,171.1899999999987,64.19,-6.14,26550.01,26432.15,324.66999999999825,17.700000000000728,83.15000000000146,201.0099999999984,-29.049999999999997,10.950000000000003,-0.3299999999999983,-33.46,306.9699999999975,PositionState,lower,26349.0,26449.9,0.0,-100.90000000000146,126.59999999999854,-100.90000000000146,0.6599999999994907,0
2469,2601,1694912400000.0,26456.5,26506.6,26405.6,26484.9,2772.809,73342713.922,2023-09-17 01:00:00,7.234e-05,-0.00037773,59167.357,46.76,26549.52,26488.1,26518.81,26580.24,26457.39,26610.95,26426.67,0.94,7.75,-6.81,18.44,24.4,21.29,24.72,1409.1957857142866,81.86,33.909999999999854,2.53,-2.62,26528.14,26493.33,95.34000000000015,-27.510000000002037,8.430000000000291,43.23999999999796,-23.240000000000002,16.759999999999998,-5.959999999999997,-6.8100000000000005,122.85000000000218,PositionState,lower,26484.9,26541.1,0.0,-56.19999999999709,0.0,-56.19999999999709,-23.274999999998727,0
2489,2621,1694984400000.0,26422.8,26487.8,26380.0,26472.3,2251.624,59513272.0428,2023-09-17 21:00:00,2.862e-05,-0.00040589,58900.272,45.37,26543.2,26466.01,26504.6,26581.79,26427.42,26620.38,26388.82,-14.5,-4.62,-9.87,12.35,27.27,14.89,14.98,1417.7400000000011,102.25,32.29999999999927,0.74,-3.5,26490.83,26463.89,109.4900000000016,-44.88000000000102,-8.409999999999854,18.530000000002474,-24.630000000000003,15.369999999999997,-14.92,-9.879999999999999,154.37000000000262,PositionState,lower,26472.3,26514.6,0.0,-42.29999999999927,0.0,-42.29999999999927,-16.333333333333332,0
